dttm,th,origin
2022-12-01 00:00:00,6.751,R
2022-12-01 01:00:00,6.481,H
2022-12-01 02:00:00,6.261,H
2022-12-01 03:00:00,5.617,H
2022-12-01 04:00:00,5.053,H
2022-12-01 05:00:00,4.727,H
2022-12-01 06:00:00,4.641,H
2022-12-01 07:00:00,4.399,H
2022-12-01 08:00:00,4.192,H
2022-12-01 09:00:00,4.174,H
2022-12-01 10:00:00,4.4,H
2022-12-01 11:00:00,4.606,H
2022-12-01 12:00:00,4.727,H
2022-12-01 13:00:00,5.104,H
2022-12-01 14:00:00,4.813,H
2022-12-01 15:00:00,4.486,H
2022-12-01 16:00:00,4.174,H
2022-12-01 17:00:00,4.244,R
2022-12-01 18:00:00,3.949,H
2022-12-01 19:00:00,3.914,H
2022-12-01 20:00:00,3.792,H
2022-12-01 21:00:00,3.792,H
2022-12-01 22:00:00,3.897,H
2022-12-01 23:00:00,3.74,H
2022-12-02 00:00:00,3.583,H
2022-12-02 01:00:00,3.566,H
2022-12-02 02:00:00,3.461,H
2022-12-02 03:00:00,3.478,H
2022-12-02 04:00:00,3.426,H
2022-12-02 05:00:00,3.531,H
2022-12-02 06:00:00,3.473,R
2022-12-02 07:00:00,3.569,R
2022-12-02 08:00:00,3.665,R
2022-12-02 09:00:00,3.845,H
2022-12-02 10:00:00,4.088,H
2022-12-02 11:00:00,4.244,H
2022-12-02 12:00:00,4.486,H
2022-12-02 13:00:00,4.606,H
2022-12-02 14:00:00,4.675,H
2022-12-02 15:00:00,4.744,H
2022-12-02 16:00:00,4.382,H
2022-12-02 17:00:00,4.088,H
2022-12-02 18:00:00,4.053,H
2022-12-02 19:00:00,3.914,H
2022-12-02 20:00:00,3.984,H
2022-12-02 21:00:00,4.34,R
2022-12-02 22:00:00,4.148,R
2022-12-02 23:00:00,3.792,H
2022-12-03 00:00:00,3.758,H
2022-12-03 01:00:00,3.548,H
2022-12-03 02:00:00,3.461,H
2022-12-03 03:00:00,3.11,H
2022-12-03 04:00:00,2.881,H
2022-12-03 05:00:00,2.616,H
2022-12-03 06:00:00,2.51,H
2022-12-03 07:00:00,2.297,H
2022-12-03 08:00:00,2.386,H
2022-12-03 09:00:00,2.686,H
2022-12-03 10:00:00,3.004,H
2022-12-03 11:00:00,3.04,H
2022-12-03 12:00:00,2.687,H
2022-12-03 13:00:00,2.916,H
2022-12-03 14:00:00,3.426,H
2022-12-03 15:00:00,3.443,H
2022-12-03 16:00:00,3.356,H
2022-12-03 17:00:00,3.303,H
