date_hour,th
2022-12-25T17:00:00Z,14.25
2022-12-25T18:00:00Z,14.154333333333334
2022-12-25T19:00:00Z,13.978666666666667
2022-12-25T20:00:00Z,13.962666666666667
2022-12-25T21:00:00Z,14.154166666666667
2022-12-25T22:00:00Z,14.553333333333333
2022-12-25T23:00:00Z,14.473666666666666
2022-12-26T00:00:00Z,14.537166666666668
2022-12-26T01:00:00Z,NA
2022-12-26T02:00:00Z,14.441833333333333
2022-12-26T03:00:00Z,14.505333333333333
2022-12-26T04:00:00Z,NA
2022-12-26T05:00:00Z,14.329833333333333
2022-12-26T06:00:00Z,13.627
2022-12-26T07:00:00Z,13.4015
2022-12-26T08:00:00Z,10.741166666666667
2022-12-26T09:00:00Z,10.774166666666666
2022-12-26T10:00:00Z,10.513833333333334
2022-12-26T11:00:00Z,10.253333333333334
2022-12-26T12:00:00Z,9.861166666666668
2022-12-26T13:00:00Z,9.91
2022-12-26T14:00:00Z,10.546333333333333
2022-12-26T15:00:00Z,10.8555
2022-12-26T16:00:00Z,11.1155
2022-12-26T17:00:00Z,11.4065
2022-12-26T18:00:00Z,NA
2022-12-26T19:00:00Z,8.313666666666666
2022-12-26T20:00:00Z,8.462666666666667
2022-12-26T21:00:00Z,8.462666666666667
2022-12-26T22:00:00Z,7.764833333333334
2022-12-26T23:00:00Z,6.794333333333333
2022-12-27T00:00:00Z,5.7955
2022-12-27T01:00:00Z,3.7296666666666667
2022-12-27T02:00:00Z,3.6605
2022-12-27T03:00:00Z,3.7479999999999998
2022-12-27T04:00:00Z,3.9046666666666665
2022-12-27T05:00:00Z,3.8005
2022-12-27T06:00:00Z,3.556
2022-12-27T07:00:00Z,3.626
2022-12-27T08:00:00Z,4.165333333333333
2022-12-27T09:00:00Z,5.1305
2022-12-27T10:00:00Z,NA
2022-12-27T11:00:00Z,NA
