dttm,th,origin
2022-12-01 00:00:00, 6.574,R
2022-12-01 01:00:00, 6.272,H
2022-12-01 02:00:00, 6.407,H
2022-12-01 03:00:00, 5.660,H
2022-12-01 04:00:00, 5.097,H
2022-12-01 05:00:00, 4.799,R
2022-12-01 06:00:00, 4.943,H
2022-12-01 07:00:00, 4.874,H
2022-12-01 08:00:00, 4.477,H
2022-12-01 09:00:00, 4.977,H
2022-12-01 10:00:00, 5.388,H
2022-12-01 11:00:00, 5.217,H
2022-12-01 12:00:00, 5.200,H
2022-12-01 13:00:00, 5.200,H
2022-12-01 14:00:00, 5.234,H
2022-12-01 15:00:00, 4.684,H
2022-12-01 16:00:00, 4.425,H
2022-12-01 17:00:00, 4.391,H
2022-12-01 18:00:00, 4.321,H
2022-12-01 19:00:00, 4.009,H
2022-12-01 20:00:00, 3.853,H
2022-12-01 21:00:00, 3.748,H
2022-12-01 22:00:00, 4.009,H
2022-12-01 23:00:00, 3.748,H
2022-12-02 00:00:00, 3.922,H
2022-12-02 01:00:00, 3.766,H
2022-12-02 02:00:00, 3.574,H
2022-12-02 03:00:00, 3.731,H
2022-12-02 04:00:00, 3.608,H
2022-12-02 05:00:00, 3.626,H
2022-12-02 06:00:00, 3.731,H
2022-12-02 07:00:00, 3.696,H
2022-12-02 08:00:00, 3.992,H
2022-12-02 09:00:00, 3.957,H
2022-12-02 10:00:00, 4.269,H
2022-12-02 11:00:00, 4.581,H
2022-12-02 12:00:00, 4.546,H
2022-12-02 13:00:00, 4.701,H
2022-12-02 14:00:00, 4.546,H
2022-12-02 15:00:00, 5.062,H
2022-12-02 16:00:00, 4.822,H
2022-12-02 17:00:00, 4.529,H
2022-12-02 18:00:00, 4.096,H
2022-12-02 19:00:00, 4.165,H
2022-12-02 20:00:00, 4.304,H
2022-12-02 21:00:00, 4.235,H
2022-12-02 22:00:00, 4.200,H
2022-12-02 23:00:00, 4.043,H
2022-12-03 00:00:00, 2.658,H
2022-12-03 01:00:00, 2.196,H
2022-12-03 02:00:00, 2.035,H
2022-12-03 03:00:00, 1.497,H
2022-12-03 04:00:00, 1.551,H
2022-12-03 05:00:00, 1.353,H
2022-12-03 06:00:00, 1.353,H
2022-12-03 07:00:00, 1.748,R
2022-12-03 08:00:00, 1.117,H
2022-12-03 09:00:00, 1.586,H
2022-12-03 10:00:00, 2.852,H
2022-12-03 11:00:00, 2.976,H
2022-12-03 12:00:00, 3.398,H
2022-12-03 13:00:00, 3.434,H
2022-12-03 14:00:00, 3.556,H
2022-12-03 15:00:00, 3.451,H
2022-12-03 16:00:00, 3.434,H
2022-12-03 17:00:00, 3.434,H
2022-12-03 18:00:00, 3.468,H
2022-12-03 19:00:00, 3.381,H
2022-12-03 20:00:00, 3.117,H
2022-12-03 21:00:00, 2.587,H
2022-12-03 22:00:00, 1.641,H
2022-12-03 23:00:00, 1.461,H
2022-12-04 00:00:00, 1.605,H
2022-12-04 01:00:00, 1.551,H
2022-12-04 02:00:00, 1.659,H
2022-12-04 03:00:00, 2.036,H
2022-12-04 04:00:00, 2.179,H
2022-12-04 05:00:00, 2.392,H
2022-12-04 06:00:00, 2.125,H
2022-12-04 07:00:00, 1.856,H
2022-12-04 08:00:00, 2.089,H
2022-12-04 09:00:00, 2.623,H
2022-12-04 10:00:00, 2.906,H
2022-12-04 11:00:00, 3.047,H
2022-12-04 12:00:00, 3.012,H
2022-12-04 13:00:00, 2.976,H
2022-12-04 14:00:00, 2.941,H
2022-12-04 15:00:00, 2.870,H
2022-12-04 16:00:00, 2.463,H
2022-12-04 17:00:00, 2.587,H
2022-12-04 18:00:00, 2.711,H
2022-12-04 19:00:00, 2.870,H
2022-12-04 20:00:00, 2.941,R
2022-12-04 21:00:00, 2.994,H
2022-12-04 22:00:00, 3.047,H
2022-12-04 23:00:00, 2.923,H
2022-12-05 00:00:00, 3.029,H
2022-12-05 01:00:00, 2.835,H
2022-12-05 02:00:00, 2.888,H
2022-12-05 03:00:00, 2.959,H
2022-12-05 04:00:00, 3.205,H
2022-12-05 05:00:00, 4.009,H
2022-12-05 06:00:00, 4.321,H
2022-12-05 07:00:00, 4.753,H
2022-12-05 08:00:00, 4.856,H
2022-12-05 09:00:00, 5.541,H
2022-12-05 10:00:00, 6.373,H
2022-12-05 11:00:00, 7.532,H
2022-12-05 12:00:00, 8.030,H
2022-12-05 13:00:00, 7.382,H
2022-12-05 14:00:00, 7.181,H
2022-12-05 15:00:00, 7.381,H
2022-12-05 16:00:00, 6.593,H
2022-12-05 17:00:00, 5.933,H
2022-12-05 18:00:00, 5.524,H
2022-12-05 19:00:00, 5.336,H
2022-12-05 20:00:00, 4.838,H
2022-12-05 21:00:00, 4.235,H
2022-12-05 22:00:00, 3.398,H
2022-12-05 23:00:00, 3.258,H
2022-12-06 00:00:00, 2.852,H
2022-12-06 01:00:00, 2.106,H
2022-12-06 02:00:00, 1.389,H
2022-12-06 03:00:00, 1.262,H
2022-12-06 04:00:00, 1.299,H
2022-12-06 05:00:00, 1.551,H
2022-12-06 06:00:00, 1.982,H
2022-12-06 07:00:00, 2.143,H
2022-12-06 08:00:00, 2.906,H
2022-12-06 09:00:00, 3.782,H
2022-12-06 10:00:00, 6.017,H
2022-12-06 11:00:00, 7.012,H
2022-12-06 12:00:00, 7.498,H
2022-12-06 13:00:00, 7.279,H
2022-12-06 14:00:00, 5.916,H
2022-12-06 15:00:00, 5.780,H
2022-12-06 16:00:00, 5.319,H
2022-12-06 17:00:00, 4.580,H
2022-12-06 18:00:00, 4.460,H
2022-12-06 19:00:00, 4.200,H
2022-12-06 20:00:00, 4.261,R
2022-12-06 21:00:00, 4.061,H
2022-12-06 22:00:00, 3.853,H
2022-12-06 23:00:00, 3.661,H
2022-12-07 00:00:00, 3.731,H
2022-12-07 01:00:00, 3.957,H
2022-12-07 02:00:00, 3.852,R
2022-12-07 03:00:00, 3.661,H
2022-12-07 04:00:00, 3.468,H
2022-12-07 05:00:00, 3.608,H
2022-12-07 06:00:00, 3.275,H
2022-12-07 07:00:00, 2.623,H
2022-12-07 08:00:00, 2.035,H
2022-12-07 09:00:00, 2.895,H
2022-12-07 10:00:00, 5.199,H
2022-12-07 11:00:00, 6.707,H
2022-12-07 12:00:00, 8.924,H
2022-12-07 13:00:00, 8.858,H
2022-12-07 14:00:00, 7.397,H
2022-12-07 15:00:00, 6.862,H
2022-12-07 16:00:00, 5.370,H
2022-12-07 17:00:00, 4.095,H
2022-12-07 18:00:00, 2.764,H
2022-12-07 19:00:00, 2.213,H
2022-12-07 20:00:00, 1.190,H
2022-12-07 21:00:00, 0.516,H
2022-12-07 22:00:00, 0.571,H
2022-12-07 23:00:00, 1.099,H
2022-12-08 00:00:00, 1.027,H
2022-12-08 01:00:00, 0.498,H
2022-12-08 02:00:00,-0.073,H
2022-12-08 03:00:00,-0.499,H
2022-12-08 04:00:00,-0.742,H
2022-12-08 05:00:00,-0.779,H
2022-12-08 06:00:00,-1.400,H
2022-12-08 07:00:00,-1.362,H
2022-12-08 08:00:00,-0.910,H
2022-12-08 09:00:00, 0.128,H
2022-12-08 10:00:00, 3.114,H
2022-12-08 11:00:00, 3.328,H
2022-12-08 12:00:00, 2.835,H
2022-12-08 13:00:00, 3.204,H
2022-12-08 14:00:00, 3.396,H
2022-12-08 15:00:00, 3.276,H
2022-12-08 16:00:00, 2.478,H
2022-12-08 17:00:00, 0.717,H
2022-12-08 18:00:00, 0.076,H
2022-12-08 19:00:00,-0.406,H
2022-12-08 20:00:00,-0.835,H
2022-12-08 21:00:00,-1.268,H
2022-12-08 22:00:00,-1.343,H
2022-12-08 23:00:00,-0.929,H
2022-12-09 00:00:00,-1.117,H
2022-12-09 01:00:00,-1.647,H
2022-12-09 02:00:00,-1.742,H
2022-12-09 03:00:00,-1.173,H
2022-12-09 04:00:00,-1.287,H
2022-12-09 05:00:00,-1.173,H
2022-12-09 06:00:00,-1.211,H
2022-12-09 07:00:00,-0.910,H
2022-12-09 08:00:00,-0.573,H
2022-12-09 09:00:00,-0.036,H
2022-12-09 10:00:00, 0.204,H
2022-12-09 11:00:00, 1.008,H
2022-12-09 12:00:00, 1.389,H
2022-12-09 13:00:00, 1.298,H
2022-12-09 14:00:00, 1.208,H
2022-12-09 15:00:00, 1.026,H
2022-12-09 16:00:00, 0.480,H
2022-12-09 17:00:00, 0.809,H
2022-12-09 18:00:00, 0.701,R
2022-12-09 19:00:00, 0.881,H
2022-12-09 20:00:00, 1.008,H
2022-12-09 21:00:00, 1.245,H
2022-12-09 22:00:00, 1.244,H
2022-12-09 23:00:00, 0.972,H
2022-12-10 00:00:00, 0.990,H
2022-12-10 01:00:00, 1.245,H
2022-12-10 02:00:00, 1.190,H
2022-12-10 03:00:00, 1.172,H
2022-12-10 04:00:00, 1.063,H
2022-12-10 05:00:00, 0.899,H
2022-12-10 06:00:00, 1.154,H
2022-12-10 07:00:00, 0.936,H
