dttm,th,origin
2022.12.01 00:00:00,7.2547,R
2022.12.01 01:00:00,7.0527,R
2022.12.01 02:00:00,7.1537,R
2022.12.01 03:00:00,6.0612,H
2022.12.01 04:00:00,5.2713,H
2022.12.01 05:00:00,5.029,H
2022.12.01 06:00:00,4.6473,H
2022.12.01 07:00:00,4.7343,H
2022.12.01 08:00:00,4.6645,H
2022.12.01 09:00:00,5.029,H
2022.12.01 10:00:00,5.3747,H
2022.12.01 11:00:00,5.1157,H
2022.12.01 12:00:00,5.1157,H
2022.12.01 13:00:00,5.2023,H
2022.12.01 14:00:00,5.237,H
2022.12.01 15:00:00,4.9423,H
2022.12.01 16:00:00,4.6123,H
2022.12.01 17:00:00,4.316,H
2022.12.01 18:00:00,4.0885,H
2022.12.01 19:00:00,4.2249,R
2022.12.01 20:00:00,3.8775,H
2022.12.01 21:00:00,3.8775,H
2022.12.01 22:00:00,3.9127,H
2022.12.01 23:00:00,3.8248,H
2022.12.02 00:00:00,3.8952,H
2022.12.02 01:00:00,3.8598,H
2022.12.02 02:00:00,3.6307,H
2022.12.02 03:00:00,3.6483,H
2022.12.02 04:00:00,3.8209,R
2022.12.02 05:00:00,3.5953,H
2022.12.02 06:00:00,3.719,H
2022.12.02 07:00:00,3.7897,H
2022.12.02 08:00:00,3.86,H
2022.12.02 09:00:00,3.86,H
2022.12.02 10:00:00,4.1407,H
2022.12.02 11:00:00,4.386,H
2022.12.02 12:00:00,4.386,H
2022.12.02 13:00:00,4.3685,H
2022.12.02 14:00:00,4.5428,H
2022.12.02 15:00:00,4.7862,H
2022.12.02 16:00:00,4.7863,H
2022.12.02 17:00:00,4.5602,H
2022.12.02 18:00:00,4.3335,H
2022.12.02 19:00:00,4.2985,H
2022.12.02 20:00:00,4.3335,H
2022.12.02 21:00:00,4.4558,H
2022.12.02 22:00:00,4.2285,H
2022.12.02 23:00:00,4.2285,H
2022.12.03 00:00:00,3.7007,H
2022.12.03 01:00:00,3.0285,H
2022.12.03 02:00:00,3.0282,H
2022.12.03 03:00:00,2.4558,H
2022.12.03 04:00:00,2.366,H
2022.12.03 05:00:00,2.51,H
2022.12.03 06:00:00,2.294,H
2022.12.03 07:00:00,2.366,H
2022.12.03 08:00:00,2.348,H
2022.12.03 09:00:00,2.078,H
2022.12.03 10:00:00,2.402,H
2022.12.03 11:00:00,2.5278,H
2022.12.03 12:00:00,2.8857,H
2022.12.03 13:00:00,2.9215,H
2022.12.03 14:00:00,3.206,H
2022.12.03 15:00:00,3.348,H
2022.12.03 16:00:00,3.507,H
2022.12.03 17:00:00,3.9219,R
2022.12.03 18:00:00,3.4893,H
2022.12.03 19:00:00,3.401,H
2022.12.03 20:00:00,3.3123,H
2022.12.03 21:00:00,3.0815,H
2022.12.03 22:00:00,2.5455,H
2022.12.03 23:00:00,2.0048,H
2022.12.04 00:00:00,1.897,H
2022.12.04 01:00:00,1.9513,H
2022.12.04 02:00:00,1.8607,H
2022.12.04 03:00:00,2.114,H
2022.12.04 04:00:00,2.0238,H
2022.12.04 05:00:00,2.0058,H
2022.12.04 06:00:00,1.6608,H
2022.12.04 07:00:00,1.6608,H
2022.12.04 08:00:00,1.8243,H
2022.12.04 09:00:00,2.096,H
2022.12.04 10:00:00,2.1138,H
2022.12.04 11:00:00,2.5815,H
2022.12.04 12:00:00,2.51,H
2022.12.04 13:00:00,2.5635,H
2022.12.04 14:00:00,2.811,R
2022.12.04 15:00:00,2.348,H
2022.12.04 16:00:00,2.492,H
2022.12.04 17:00:00,2.456,H
