dttm,th,origin
2022-12-01 00:00:00,6.654,R
2022-12-01 01:00:00,6.126,H
2022-12-01 02:00:00,6.042,H
2022-12-01 03:00:00,5.378,H
2022-12-01 04:00:00,4.641,H
2022-12-01 05:00:00,4.469,H
2022-12-01 06:00:00,4.434,H
2022-12-01 07:00:00,4.4,H
2022-12-01 08:00:00,4.313,H
2022-12-01 09:00:00,4.486,H
2022-12-01 10:00:00,5.276,H
2022-12-01 11:00:00,5.242,H
2022-12-01 12:00:00,5.002,H
2022-12-01 13:00:00,4.933,H
2022-12-01 14:00:00,5.122,H
2022-12-01 15:00:00,4.692,H
2022-12-01 16:00:00,4.33,H
2022-12-01 17:00:00,4.313,H
2022-12-01 18:00:00,4.105,H
2022-12-01 19:00:00,3.601,H
2022-12-01 20:00:00,3.444,H
2022-12-01 21:00:00,3.321,H
2022-12-01 22:00:00,3.496,H
2022-12-01 23:00:00,3.356,H
2022-12-02 00:00:00,3.409,H
2022-12-02 01:00:00,3.286,H
2022-12-02 02:00:00,3.234,H
2022-12-02 03:00:00,3.198,H
2022-12-02 04:00:00,3.092,H
2022-12-02 05:00:00,3.11,H
2022-12-02 06:00:00,3.251,H
2022-12-02 07:00:00,3.339,H
2022-12-02 08:00:00,3.618,H
2022-12-02 09:00:00,3.653,H
2022-12-02 10:00:00,4.296,H
2022-12-02 11:00:00,4.882,H
2022-12-02 12:00:00,4.95,H
2022-12-02 13:00:00,5.19,H
2022-12-02 14:00:00,4.899,H
2022-12-02 15:00:00,4.95,H
2022-12-02 16:00:00,4.882,H
2022-12-02 17:00:00,4.882,H
2022-12-02 18:00:00,4.33,H
2022-12-02 19:00:00,3.949,H
2022-12-02 20:00:00,4.001,H
2022-12-02 21:00:00,3.932,H
2022-12-02 22:00:00,3.705,H
2022-12-02 23:00:00,3.862,H
2022-12-03 00:00:00,2.739,H
2022-12-03 01:00:00,1.887,H
2022-12-03 02:00:00,1.976,H
2022-12-03 03:00:00,1.258,H
2022-12-03 04:00:00,1.24,H
2022-12-03 05:00:00,1.94,H
2022-12-03 06:00:00,1.438,H
2022-12-03 07:00:00,1.402,H
2022-12-03 08:00:00,1.258,H
2022-12-03 09:00:00,1.582,H
2022-12-03 10:00:00,3.038,H
2022-12-03 11:00:00,3.409,H
2022-12-03 12:00:00,3.966,H
2022-12-03 13:00:00,3.897,H
2022-12-03 14:00:00,4.07,H
2022-12-03 15:00:00,3.827,H
2022-12-03 16:00:00,3.653,H
2022-12-03 17:00:00,3.966,H
2022-12-03 18:00:00,3.966,H
2022-12-03 19:00:00,3.251,H
2022-12-03 20:00:00,3.04,H
2022-12-03 21:00:00,2.687,H
2022-12-03 22:00:00,1.958,H
2022-12-03 23:00:00,1.546,H
2022-12-04 00:00:00,1.546,H
2022-12-04 01:00:00,1.69,H
2022-12-04 02:00:00,1.69,H
2022-12-04 03:00:00,1.869,H
2022-12-04 04:00:00,1.618,H
2022-12-04 05:00:00,1.636,H
2022-12-04 06:00:00,1.186,H
2022-12-04 07:00:00,1.24,H
2022-12-04 08:00:00,1.564,H
2022-12-04 09:00:00,2.048,H
2022-12-04 10:00:00,2.439,H
2022-12-04 11:00:00,2.881,H
2022-12-04 12:00:00,2.881,H
2022-12-04 13:00:00,2.528,H
2022-12-04 14:00:00,2.173,H
2022-12-04 15:00:00,2.279,H
2022-12-04 16:00:00,1.905,H
2022-12-04 17:00:00,2.03,H
2022-12-04 18:00:00,2.119,H
2022-12-04 19:00:00,2.226,H
2022-12-04 20:00:00,2.208,H
2022-12-04 21:00:00,2.35,H
2022-12-04 22:00:00,2.439,H
2022-12-04 23:00:00,2.422,H
2022-12-05 00:00:00,2.333,H
2022-12-05 01:00:00,2.439,H
2022-12-05 02:00:00,2.422,H
2022-12-05 03:00:00,2.969,H
2022-12-05 04:00:00,3.461,H
2022-12-05 05:00:00,4.07,H
2022-12-05 06:00:00,4.451,H
2022-12-05 07:00:00,4.521,H
2022-12-05 08:00:00,4.658,H
2022-12-05 09:00:00,5.224,H
2022-12-05 10:00:00,6.109,H
2022-12-05 11:00:00,7.22,H
2022-12-05 12:00:00,7.953,H
2022-12-05 13:00:00,8.168,H
2022-12-05 14:00:00,7.169,H
2022-12-05 15:00:00,7.803,H
2022-12-05 16:00:00,6.48,H
2022-12-05 17:00:00,5.94,H
2022-12-05 18:00:00,5.498,H
2022-12-05 19:00:00,5.019,H
2022-12-05 20:00:00,4.641,H
2022-12-05 21:00:00,3.949,H
