dttm,th,origin
2022-12-01 00:00:00,6.36,R
2022-12-01 01:00:00,5.966,H
2022-12-01 02:00:00,6.085,H
2022-12-01 03:00:00,5.708,H
2022-12-01 04:00:00,5.106,H
2022-12-01 05:00:00,4.916,H
2022-12-01 06:00:00,4.812,H
2022-12-01 07:00:00,4.812,H
2022-12-01 08:00:00,4.794,H
2022-12-01 09:00:00,5.002,H
2022-12-01 10:00:00,5.054,H
2022-12-01 11:00:00,5.02,H
2022-12-01 12:00:00,5.037,H
2022-12-01 13:00:00,5.072,H
2022-12-01 14:00:00,5.158,H
2022-12-01 15:00:00,4.69,H
2022-12-01 16:00:00,4.482,H
2022-12-01 17:00:00,4.307,H
2022-12-01 18:00:00,4.01,H
2022-12-01 19:00:00,3.905,H
2022-12-01 20:00:00,3.782,H
2022-12-01 21:00:00,3.658,H
2022-12-01 22:00:00,3.623,H
2022-12-01 23:00:00,3.641,H
2022-12-02 00:00:00,3.676,H
2022-12-02 01:00:00,3.605,H
2022-12-02 02:00:00,3.482,H
2022-12-02 03:00:00,3.411,H
2022-12-02 04:00:00,3.393,H
2022-12-02 05:00:00,3.446,H
2022-12-02 06:00:00,3.517,H
2022-12-02 07:00:00,3.605,H
2022-12-02 08:00:00,3.641,H
2022-12-02 09:00:00,3.729,H
2022-12-02 10:00:00,4.062,H
2022-12-02 11:00:00,4.255,H
2022-12-02 12:00:00,4.29,H
2022-12-02 13:00:00,4.255,H
2022-12-02 14:00:00,4.464,H
2022-12-02 15:00:00,4.708,H
2022-12-02 16:00:00,4.534,H
2022-12-02 17:00:00,4.307,H
2022-12-02 18:00:00,4.08,H
2022-12-02 19:00:00,4.045,H
2022-12-02 20:00:00,4.062,H
2022-12-02 21:00:00,3.922,H
2022-12-02 22:00:00,3.852,H
2022-12-02 23:00:00,3.764,H
2022-12-03 00:00:00,2.894,H
2022-12-03 01:00:00,1.783,H
2022-12-03 02:00:00,2,H
2022-12-03 03:00:00,1.819,H
2022-12-03 04:00:00,2.036,H
2022-12-03 05:00:00,2.216,H
2022-12-03 06:00:00,2.054,H
2022-12-03 07:00:00,2.198,H
2022-12-03 08:00:00,2.072,H
2022-12-03 09:00:00,2.324,H
2022-12-03 10:00:00,2.432,H
2022-12-03 11:00:00,2.718,H
2022-12-03 12:00:00,2.95,H
2022-12-03 13:00:00,3.021,H
2022-12-03 14:00:00,3.287,H
2022-12-03 15:00:00,3.358,H
2022-12-03 16:00:00,3.446,H
2022-12-03 17:00:00,3.34,H
2022-12-03 18:00:00,3.216,H
2022-12-03 19:00:00,2.986,H
2022-12-03 20:00:00,2.539,H
2022-12-03 21:00:00,2.162,H
2022-12-03 22:00:00,1.546,H
2022-12-03 23:00:00,1.273,H
2022-12-04 00:00:00,1.401,H
2022-12-04 01:00:00,1.255,H
2022-12-04 02:00:00,1.292,H
2022-12-04 03:00:00,1.492,H
2022-12-04 04:00:00,1.365,H
2022-12-04 05:00:00,1.456,H
2022-12-04 06:00:00,1.146,H
2022-12-04 07:00:00,1.073,H
2022-12-04 08:00:00,1.328,H
2022-12-04 09:00:00,1.692,H
2022-12-04 10:00:00,2.018,H
2022-12-04 11:00:00,2.432,H
2022-12-04 12:00:00,2.521,H
2022-12-04 13:00:00,2.503,H
2022-12-04 14:00:00,2.396,H
2022-12-04 15:00:00,2.378,H
2022-12-04 16:00:00,2.378,H
2022-12-04 17:00:00,2.36,H
2022-12-04 18:00:00,2.342,H
2022-12-04 19:00:00,2.36,H
2022-12-04 20:00:00,2.468,H
2022-12-04 21:00:00,2.557,H
2022-12-04 22:00:00,2.647,H
2022-12-04 23:00:00,2.647,H
2022-12-05 00:00:00,2.719,H
2022-12-05 01:00:00,2.629,H
2022-12-05 02:00:00,2.539,H
2022-12-05 03:00:00,2.736,H
2022-12-05 04:00:00,2.808,H
2022-12-05 05:00:00,3.586,H
2022-12-05 06:00:00,4.621,H
2022-12-05 07:00:00,4.968,H
2022-12-05 08:00:00,5.089,H
2022-12-05 09:00:00,5.468,H
2022-12-05 10:00:00,6.272,H
2022-12-05 11:00:00,7.725,H
2022-12-05 12:00:00,8.094,H
2022-12-05 13:00:00,7.692,H
2022-12-05 14:00:00,7.154,H
2022-12-05 15:00:00,7.558,H
2022-12-05 16:00:00,6.867,H
2022-12-05 17:00:00,6.153,H
2022-12-05 18:00:00,5.399,H
2022-12-05 19:00:00,5.192,H
2022-12-05 20:00:00,5.052,H
2022-12-05 21:00:00,3.622,H
2022-12-05 22:00:00,2.269,H
2022-12-05 23:00:00,1.927,H
2022-12-06 00:00:00,1.801,H
2022-12-06 01:00:00,0.998,H
2022-12-06 02:00:00,0.427,H
2022-12-06 03:00:00,1.053,H
2022-12-06 04:00:00,1.346,H
2022-12-06 05:00:00,1.764,H
2022-12-06 06:00:00,2.18,H
2022-12-06 07:00:00,2.486,H
2022-12-06 08:00:00,2.629,H
2022-12-06 09:00:00,3.393,H
