dttm,temp_fill,origin,th
2023.01.07 11:00:00,10.729651707784928,R,10.7297
2023.01.07 12:00:00,11.965559095094218,R,11.9656
2023.01.07 13:00:00,13.296536281427302,R,13.2965
2023.01.07 14:00:00,13.866955075570052,R,13.867
2023.01.07 15:00:00,13.486675879474888,R,13.4867
2023.01.07 16:00:00,12.821187286308344,R,12.8212
2023.01.07 17:00:00,10.7433,H,10.7433
2023.01.07 18:00:00,9.7987,H,9.7987
2023.01.07 19:00:00,8.8135,H,8.8135
2023.01.07 20:00:00,6.58,H,6.58
2023.01.07 21:00:00,5.0683,H,5.0683
2023.01.07 22:00:00,3.9142,H,3.9142
2023.01.07 23:00:00,4.264905374167092,R,4.2649
