id,dttm,temp,lux
1,2021-12-13T00:00:00Z,6.268,0
2,2021-12-13T00:10:00Z,6.268,0
3,2021-12-13T00:20:00Z,6.268,0
4,2021-12-13T00:30:00Z,6.471,0
5,2021-12-13T00:40:00Z,6.37,0
6,2021-12-13T00:50:00Z,6.471,0
7,2021-12-13T01:00:00Z,6.37,0
8,2021-12-13T01:10:00Z,6.37,0
9,2021-12-13T01:20:00Z,6.37,0
10,2021-12-13T01:30:00Z,6.166,0
11,2021-12-13T01:40:00Z,5.962,0
12,2021-12-13T01:50:00Z,5.962,0
13,2021-12-13T02:00:00Z,5.962,0
14,2021-12-13T02:10:00Z,5.86,0
15,2021-12-13T02:20:00Z,5.757,0
16,2021-12-13T02:30:00Z,5.757,0
17,2021-12-13T02:40:00Z,5.757,0
18,2021-12-13T02:50:00Z,5.655,0
19,2021-12-13T03:00:00Z,5.552,0
20,2021-12-13T03:10:00Z,5.347,0
21,2021-12-13T03:20:00Z,5.347,0
22,2021-12-13T03:30:00Z,5.244,0
23,2021-12-13T03:40:00Z,5.141,0
24,2021-12-13T03:50:00Z,5.141,0
25,2021-12-13T04:00:00Z,5.141,0
26,2021-12-13T04:10:00Z,4.934,0
27,2021-12-13T04:20:00Z,4.934,0
28,2021-12-13T04:30:00Z,4.727,0
29,2021-12-13T04:40:00Z,4.623,0
30,2021-12-13T04:50:00Z,4.311,0
31,2021-12-13T05:00:00Z,4.207,0
32,2021-12-13T05:10:00Z,4.207,0
33,2021-12-13T05:20:00Z,4.311,0
34,2021-12-13T05:30:00Z,4.102,0
35,2021-12-13T05:40:00Z,3.893,0
36,2021-12-13T05:50:00Z,3.472,0
37,2021-12-13T06:00:00Z,3.578,0
38,2021-12-13T06:10:00Z,3.578,0
39,2021-12-13T06:20:00Z,3.893,0
40,2021-12-13T06:30:00Z,3.998,0
41,2021-12-13T06:40:00Z,3.998,0
42,2021-12-13T06:50:00Z,3.893,0
43,2021-12-13T07:00:00Z,3.788,0
44,2021-12-13T07:10:00Z,3.893,0
45,2021-12-13T07:20:00Z,3.788,0
46,2021-12-13T07:30:00Z,3.788,0
47,2021-12-13T07:40:00Z,3.683,0
48,2021-12-13T07:50:00Z,3.578,10.8
49,2021-12-13T08:00:00Z,3.472,75.3
50,2021-12-13T08:10:00Z,3.578,226
51,2021-12-13T08:20:00Z,3.578,387.5
52,2021-12-13T08:30:00Z,3.683,549
53,2021-12-13T08:40:00Z,3.893,721.2
54,2021-12-13T08:50:00Z,3.788,1087.2
55,2021-12-13T09:00:00Z,3.893,1259.4
56,2021-12-13T09:10:00Z,3.998,1377.8
57,2021-12-13T09:20:00Z,4.102,1550
58,2021-12-13T09:30:00Z,4.311,1636.1
59,2021-12-13T09:40:00Z,4.519,1808.3
60,2021-12-13T09:50:00Z,4.727,1894.5
61,2021-12-13T10:00:00Z,4.831,1980.6
62,2021-12-13T10:10:00Z,5.141,2066.7
63,2021-12-13T10:20:00Z,5.244,2066.7
64,2021-12-13T10:30:00Z,5.45,2152.8
65,2021-12-13T10:40:00Z,5.655,2411.1
66,2021-12-13T10:50:00Z,5.45,2152.8
67,2021-12-13T11:00:00Z,5.86,2238.9
68,2021-12-13T11:10:00Z,6.064,2497.2
69,2021-12-13T11:20:00Z,6.166,2669.5
70,2021-12-13T11:30:00Z,6.268,2669.5
71,2021-12-13T11:40:00Z,6.471,2497.2
72,2021-12-13T11:50:00Z,6.775,2152.8
73,2021-12-13T12:00:00Z,7.179,2927.8
74,2021-12-13T12:10:00Z,7.179,3100
75,2021-12-13T12:20:00Z,7.179,3100
76,2021-12-13T12:30:00Z,7.481,3100
77,2021-12-13T12:40:00Z,7.582,3272.2
78,2021-12-13T12:50:00Z,7.782,3272.2
79,2021-12-13T13:00:00Z,7.983,3272.2
80,2021-12-13T13:10:00Z,8.382,3272.2
81,2021-12-13T13:20:00Z,8.779,3444.5
82,2021-12-13T13:30:00Z,8.68,3444.5
83,2021-12-13T13:40:00Z,8.481,3444.5
84,2021-12-13T13:50:00Z,8.581,3444.5
85,2021-12-13T14:00:00Z,8.581,3444.5
86,2021-12-13T14:10:00Z,8.581,3444.5
87,2021-12-13T14:20:00Z,8.779,3444.5
88,2021-12-13T14:30:00Z,8.879,3272.2
89,2021-12-13T14:40:00Z,8.779,2927.8
90,2021-12-13T14:50:00Z,8.68,2755.6
91,2021-12-13T15:00:00Z,8.68,2755.6
92,2021-12-13T15:10:00Z,8.68,2669.5
93,2021-12-13T15:20:00Z,8.68,2583.4
94,2021-12-13T15:30:00Z,8.581,2325
95,2021-12-13T15:40:00Z,8.581,2152.8
96,2021-12-13T15:50:00Z,8.581,1722.2
97,2021-12-13T16:00:00Z,8.481,1377.8
98,2021-12-13T16:10:00Z,8.282,1151.7
99,2021-12-13T16:20:00Z,8.182,828.8
100,2021-12-13T16:30:00Z,7.983,473.6
101,2021-12-13T16:40:00Z,7.782,183
102,2021-12-13T16:50:00Z,7.582,75.3
103,2021-12-13T17:00:00Z,7.381,10.8
104,2021-12-13T17:10:00Z,7.079,0
105,2021-12-13T17:20:00Z,6.674,0
106,2021-12-13T17:30:00Z,6.37,0
107,2021-12-13T17:40:00Z,6.268,0
108,2021-12-13T17:50:00Z,6.166,0
109,2021-12-13T18:00:00Z,5.962,0
110,2021-12-13T18:10:00Z,6.064,0
111,2021-12-13T18:20:00Z,6.166,0
112,2021-12-13T18:30:00Z,6.268,0
113,2021-12-13T18:40:00Z,6.166,0
114,2021-12-13T18:50:00Z,5.86,0
115,2021-12-13T19:00:00Z,5.655,0
116,2021-12-13T19:10:00Z,5.347,0
117,2021-12-13T19:20:00Z,5.141,0
118,2021-12-13T19:30:00Z,5.141,0
119,2021-12-13T19:40:00Z,5.244,0
120,2021-12-13T19:50:00Z,5.141,0
121,2021-12-13T20:00:00Z,4.934,0
122,2021-12-13T20:10:00Z,4.727,0
123,2021-12-13T20:20:00Z,4.727,0
124,2021-12-13T20:30:00Z,4.727,0
125,2021-12-13T20:40:00Z,4.519,0
126,2021-12-13T20:50:00Z,4.415,0
127,2021-12-13T21:00:00Z,4.415,0
128,2021-12-13T21:10:00Z,4.311,0
129,2021-12-13T21:20:00Z,4.207,0
130,2021-12-13T21:30:00Z,4.207,0
131,2021-12-13T21:40:00Z,4.311,0
132,2021-12-13T21:50:00Z,4.207,0
133,2021-12-13T22:00:00Z,3.998,0
134,2021-12-13T22:10:00Z,3.893,0
135,2021-12-13T22:20:00Z,3.893,0
136,2021-12-13T22:30:00Z,3.893,0
137,2021-12-13T22:40:00Z,3.998,0
138,2021-12-13T22:50:00Z,3.998,0
139,2021-12-13T23:00:00Z,3.998,0
140,2021-12-13T23:10:00Z,3.998,0
141,2021-12-13T23:20:00Z,3.893,0
142,2021-12-13T23:30:00Z,3.788,0
143,2021-12-13T23:40:00Z,3.788,0
144,2021-12-13T23:50:00Z,3.788,0
145,2021-12-14T00:00:00Z,3.683,0
146,2021-12-14T00:10:00Z,3.683,0
147,2021-12-14T00:20:00Z,3.683,0
148,2021-12-14T00:30:00Z,3.578,0
149,2021-12-14T00:40:00Z,3.578,0
150,2021-12-14T00:50:00Z,3.472,0
151,2021-12-14T01:00:00Z,3.367,0
152,2021-12-14T01:10:00Z,3.367,0
153,2021-12-14T01:20:00Z,3.367,0
154,2021-12-14T01:30:00Z,3.472,0
155,2021-12-14T01:40:00Z,3.367,0
156,2021-12-14T01:50:00Z,3.367,0
157,2021-12-14T02:00:00Z,3.261,0
158,2021-12-14T02:10:00Z,3.261,0
159,2021-12-14T02:20:00Z,3.155,0
160,2021-12-14T02:30:00Z,3.155,0
161,2021-12-14T02:40:00Z,2.943,0
162,2021-12-14T02:50:00Z,2.73,0
163,2021-12-14T03:00:00Z,2.624,0
164,2021-12-14T03:10:00Z,2.624,0
165,2021-12-14T03:20:00Z,2.624,0
166,2021-12-14T03:30:00Z,2.624,0
167,2021-12-14T03:40:00Z,2.837,0
168,2021-12-14T03:50:00Z,2.624,0
169,2021-12-14T04:00:00Z,2.624,0
170,2021-12-14T04:10:00Z,2.517,0
171,2021-12-14T04:20:00Z,2.088,0
172,2021-12-14T04:30:00Z,1.548,0
173,2021-12-14T04:40:00Z,1.33,0
174,2021-12-14T04:50:00Z,1.548,0
175,2021-12-14T05:00:00Z,1.656,0
176,2021-12-14T05:10:00Z,1.548,0
177,2021-12-14T05:20:00Z,1.872,0
178,2021-12-14T05:30:00Z,2.088,0
179,2021-12-14T05:40:00Z,2.303,0
180,2021-12-14T05:50:00Z,2.517,0
181,2021-12-14T06:00:00Z,2.624,0
182,2021-12-14T06:10:00Z,2.624,0
183,2021-12-14T06:20:00Z,2.73,0
184,2021-12-14T06:30:00Z,2.73,0
185,2021-12-14T06:40:00Z,2.943,0
186,2021-12-14T06:50:00Z,3.155,0
187,2021-12-14T07:00:00Z,3.155,0
188,2021-12-14T07:10:00Z,3.261,0
189,2021-12-14T07:20:00Z,3.367,0
190,2021-12-14T07:30:00Z,3.155,0
191,2021-12-14T07:40:00Z,3.367,0
192,2021-12-14T07:50:00Z,3.367,0
193,2021-12-14T08:00:00Z,3.472,32.3
194,2021-12-14T08:10:00Z,3.367,118.4
195,2021-12-14T08:20:00Z,3.155,75.3
196,2021-12-14T08:30:00Z,3.367,118.4
197,2021-12-14T08:40:00Z,3.472,193.8
198,2021-12-14T08:50:00Z,3.367,462.9
199,2021-12-14T09:00:00Z,3.367,645.8
200,2021-12-14T09:10:00Z,3.578,742.7
201,2021-12-14T09:20:00Z,3.893,1130.2
202,2021-12-14T09:30:00Z,4.207,1636.1
203,2021-12-14T09:40:00Z,4.415,1894.5
204,2021-12-14T09:50:00Z,4.519,1980.6
205,2021-12-14T10:00:00Z,4.623,2152.8
206,2021-12-14T10:10:00Z,4.727,2755.6
207,2021-12-14T10:20:00Z,5.037,3272.2
208,2021-12-14T10:30:00Z,5.141,3272.2
209,2021-12-14T10:40:00Z,5.45,3961.1
210,2021-12-14T10:50:00Z,5.86,4994.5
211,2021-12-14T11:00:00Z,6.166,5166.7
212,2021-12-14T11:10:00Z,6.268,5166.7
213,2021-12-14T11:20:00Z,6.471,5338.9
214,2021-12-14T11:30:00Z,6.166,5166.7
215,2021-12-14T11:40:00Z,5.86,4477.8
216,2021-12-14T11:50:00Z,5.757,3788.9
217,2021-12-14T12:00:00Z,5.552,3961.1
218,2021-12-14T12:10:00Z,5.347,2152.8
219,2021-12-14T12:20:00Z,5.45,4994.5
220,2021-12-14T12:30:00Z,5.45,4822.3
221,2021-12-14T12:40:00Z,5.552,3961.1
222,2021-12-14T12:50:00Z,5.552,4133.4
223,2021-12-14T13:00:00Z,5.655,4650
224,2021-12-14T13:10:00Z,5.86,4477.8
225,2021-12-14T13:20:00Z,5.962,3961.1
226,2021-12-14T13:30:00Z,5.86,3444.5
227,2021-12-14T13:40:00Z,5.655,2755.6
228,2021-12-14T13:50:00Z,5.45,2927.8
