"","id","dttm","temp","lux"
"1",1,2021-12-13 00:00:00,6.166,0
"2",2,2021-12-13 00:10:00,6.166,0
"3",3,2021-12-13 00:20:00,6.268,0
"4",4,2021-12-13 00:30:00,6.268,0
"5",5,2021-12-13 00:40:00,6.268,0
"6",6,2021-12-13 00:50:00,6.268,0
"7",7,2021-12-13 01:00:00,6.471,0
"8",8,2021-12-13 01:10:00,6.471,0
"9",9,2021-12-13 01:20:00,6.268,0
"10",10,2021-12-13 01:30:00,6.064,0
"11",11,2021-12-13 01:40:00,5.962,0
"12",12,2021-12-13 01:50:00,5.86,0
"13",13,2021-12-13 02:00:00,5.962,0
"14",14,2021-12-13 02:10:00,6.064,0
"15",15,2021-12-13 02:20:00,5.962,0
"16",16,2021-12-13 02:30:00,6.064,0
"17",17,2021-12-13 02:40:00,5.962,0
"18",18,2021-12-13 02:50:00,5.962,0
"19",19,2021-12-13 03:00:00,5.86,0
"20",20,2021-12-13 03:10:00,5.757,0
"21",21,2021-12-13 03:20:00,5.552,0
"22",22,2021-12-13 03:30:00,5.45,0
"23",23,2021-12-13 03:40:00,5.45,0
"24",24,2021-12-13 03:50:00,5.45,0
"25",25,2021-12-13 04:00:00,5.552,0
"26",26,2021-12-13 04:10:00,5.347,0
"27",27,2021-12-13 04:20:00,5.347,0
"28",28,2021-12-13 04:30:00,5.347,0
"29",29,2021-12-13 04:40:00,5.244,0
"30",30,2021-12-13 04:50:00,5.347,0
"31",31,2021-12-13 05:00:00,5.347,0
"32",32,2021-12-13 05:10:00,5.244,0
"33",33,2021-12-13 05:20:00,5.347,0
"34",34,2021-12-13 05:30:00,5.244,0
"35",35,2021-12-13 05:40:00,5.141,0
"36",36,2021-12-13 05:50:00,5.037,0
"37",37,2021-12-13 06:00:00,4.934,0
"38",38,2021-12-13 06:10:00,5.037,0
"39",39,2021-12-13 06:20:00,4.934,0
"40",40,2021-12-13 06:30:00,5.141,0
"41",41,2021-12-13 06:40:00,5.141,0
"42",42,2021-12-13 06:50:00,5.037,0
"43",43,2021-12-13 07:00:00,5.037,0
"44",44,2021-12-13 07:10:00,5.037,0
"45",45,2021-12-13 07:20:00,5.037,0
"46",46,2021-12-13 07:30:00,5.037,0
"47",47,2021-12-13 07:40:00,4.934,0
"48",48,2021-12-13 07:50:00,4.831,0
"49",49,2021-12-13 08:00:00,4.727,0
"50",50,2021-12-13 08:10:00,4.727,32.3
"51",51,2021-12-13 08:20:00,4.519,53.8
"52",52,2021-12-13 08:30:00,4.727,86.1
"53",53,2021-12-13 08:40:00,4.727,118.4
"54",54,2021-12-13 08:50:00,4.727,236.8
"55",55,2021-12-13 09:00:00,5.141,279.9
"56",56,2021-12-13 09:10:00,5.037,322.9
"57",57,2021-12-13 09:20:00,5.037,387.5
"58",58,2021-12-13 09:30:00,5.45,441.3
"59",59,2021-12-13 09:40:00,5.45,495.1
"60",60,2021-12-13 09:50:00,5.45,570.5
"61",61,2021-12-13 10:00:00,5.45,656.6
"62",62,2021-12-13 10:10:00,5.552,742.7
"63",63,2021-12-13 10:20:00,5.757,861.1
"64",64,2021-12-13 10:30:00,5.655,1022.6
"65",65,2021-12-13 10:40:00,5.757,1356.3
"66",66,2021-12-13 10:50:00,5.86,2152.8
"67",67,2021-12-13 11:00:00,6.064,1894.5
"68",68,2021-12-13 11:10:00,5.962,2325
"69",69,2021-12-13 11:20:00,6.166,2755.6
"70",70,2021-12-13 11:30:00,6.37,3272.2
"71",71,2021-12-13 11:40:00,6.573,3788.9
"72",72,2021-12-13 11:50:00,6.775,4133.4
"73",73,2021-12-13 12:00:00,6.978,4650
"74",74,2021-12-13 12:10:00,7.28,4822.3
"75",75,2021-12-13 12:20:00,7.582,5166.7
"76",76,2021-12-13 12:30:00,7.682,5166.7
"77",77,2021-12-13 12:40:00,7.983,5511.1
"78",78,2021-12-13 12:50:00,8.481,5511.1
"79",79,2021-12-13 13:00:00,8.879,5511.1
"80",80,2021-12-13 13:10:00,8.978,5511.1
"81",81,2021-12-13 13:20:00,9.176,5511.1
"82",82,2021-12-13 13:30:00,9.373,5511.1
"83",83,2021-12-13 13:40:00,9.472,5511.1
"84",84,2021-12-13 13:50:00,9.866,5511.1
"85",85,2021-12-13 14:00:00,9.768,5166.7
"86",86,2021-12-13 14:10:00,9.866,5338.9
"87",87,2021-12-13 14:20:00,10.063,5338.9
"88",88,2021-12-13 14:30:00,10.259,5166.7
"89",89,2021-12-13 14:40:00,10.161,4822.3
"90",90,2021-12-13 14:50:00,10.357,4822.3
"91",91,2021-12-13 15:00:00,10.259,4477.8
"92",92,2021-12-13 15:10:00,10.455,4477.8
"93",93,2021-12-13 15:20:00,10.651,4305.6
"94",94,2021-12-13 15:30:00,10.846,3961.1
"95",95,2021-12-13 15:40:00,10.748,3616.7
"96",96,2021-12-13 15:50:00,10.846,3444.5
"97",97,2021-12-13 16:00:00,10.944,2669.5
"98",98,2021-12-13 16:10:00,10.651,2066.7
"99",99,2021-12-13 16:20:00,10.259,1377.8
"100",100,2021-12-13 16:30:00,9.768,150.7
"101",101,2021-12-13 16:40:00,9.176,43.1
"102",102,2021-12-13 16:50:00,8.978,10.8
"103",103,2021-12-13 17:00:00,8.68,0
"104",104,2021-12-13 17:10:00,8.481,0
"105",105,2021-12-13 17:20:00,8.481,0
"106",106,2021-12-13 17:30:00,8.082,0
"107",107,2021-12-13 17:40:00,7.882,0
"108",108,2021-12-13 17:50:00,7.983,0
"109",109,2021-12-13 18:00:00,7.682,0
"110",110,2021-12-13 18:10:00,7.582,0
"111",111,2021-12-13 18:20:00,7.381,0
"112",112,2021-12-13 18:30:00,7.381,0
"113",113,2021-12-13 18:40:00,7.28,0
"114",114,2021-12-13 18:50:00,7.381,0
"115",115,2021-12-13 19:00:00,7.381,0
"116",116,2021-12-13 19:10:00,7.179,0
"117",117,2021-12-13 19:20:00,6.877,0
"118",118,2021-12-13 19:30:00,6.877,0
"119",119,2021-12-13 19:40:00,6.877,0
"120",120,2021-12-13 19:50:00,6.775,0
"121",121,2021-12-13 20:00:00,6.674,0
"122",122,2021-12-13 20:10:00,6.573,0
"123",123,2021-12-13 20:20:00,6.573,0
"124",124,2021-12-13 20:30:00,6.573,0
"125",125,2021-12-13 20:40:00,6.471,0
"126",126,2021-12-13 20:50:00,6.268,0
"127",127,2021-12-13 21:00:00,6.166,0
"128",128,2021-12-13 21:10:00,6.166,0
"129",129,2021-12-13 21:20:00,5.962,0
"130",130,2021-12-13 21:30:00,6.064,0
"131",131,2021-12-13 21:40:00,5.962,0
"132",132,2021-12-13 21:50:00,5.86,0
"133",133,2021-12-13 22:00:00,5.552,0
"134",134,2021-12-13 22:10:00,5.141,0
"135",135,2021-12-13 22:20:00,5.347,0
"136",136,2021-12-13 22:30:00,5.45,0
"137",137,2021-12-13 22:40:00,5.552,0
"138",138,2021-12-13 22:50:00,5.552,0
"139",139,2021-12-13 23:00:00,5.962,0
"140",140,2021-12-13 23:10:00,8.082,0
"141",141,2021-12-13 23:20:00,6.471,0
"142",142,2021-12-13 23:30:00,5.962,0
"143",143,2021-12-13 23:40:00,5.757,0
"144",144,2021-12-13 23:50:00,5.45,0
"145",145,2021-12-14 00:00:00,5.655,0
"146",146,2021-12-14 00:10:00,5.757,0
"147",147,2021-12-14 00:20:00,5.655,0
"148",148,2021-12-14 00:30:00,5.552,0
"149",149,2021-12-14 00:40:00,5.552,0
"150",150,2021-12-14 00:50:00,5.347,0
"151",151,2021-12-14 01:00:00,5.141,0
"152",152,2021-12-14 01:10:00,4.934,0
"153",153,2021-12-14 01:20:00,5.037,0
"154",154,2021-12-14 01:30:00,5.037,0
"155",155,2021-12-14 01:40:00,5.037,0
"156",156,2021-12-14 01:50:00,5.244,0
"157",157,2021-12-14 02:00:00,5.244,0
"158",158,2021-12-14 02:10:00,5.141,0
"159",159,2021-12-14 02:20:00,4.934,0
"160",160,2021-12-14 02:30:00,5.037,0
"161",161,2021-12-14 02:40:00,5.037,0
"162",162,2021-12-14 02:50:00,5.037,0
"163",163,2021-12-14 03:00:00,4.831,0
"164",164,2021-12-14 03:10:00,4.727,0
"165",165,2021-12-14 03:20:00,4.831,0
"166",166,2021-12-14 03:30:00,4.623,0
"167",167,2021-12-14 03:40:00,4.623,0
"168",168,2021-12-14 03:50:00,4.623,0
"169",169,2021-12-14 04:00:00,4.623,0
"170",170,2021-12-14 04:10:00,4.415,0
"171",171,2021-12-14 04:20:00,3.683,0
"172",172,2021-12-14 04:30:00,3.261,0
"173",173,2021-12-14 04:40:00,3.367,0
"174",174,2021-12-14 04:50:00,3.472,0
"175",175,2021-12-14 05:00:00,3.367,0
"176",176,2021-12-14 05:10:00,3.472,0
"177",177,2021-12-14 05:20:00,3.788,0
"178",178,2021-12-14 05:30:00,3.998,0
"179",179,2021-12-14 05:40:00,3.998,0
"180",180,2021-12-14 05:50:00,3.683,0
"181",181,2021-12-14 06:00:00,3.998,0
"182",182,2021-12-14 06:10:00,4.311,0
"183",183,2021-12-14 06:20:00,4.102,0
"184",184,2021-12-14 06:30:00,3.788,0
"185",185,2021-12-14 06:40:00,3.788,0
"186",186,2021-12-14 06:50:00,4.102,0
"187",187,2021-12-14 07:00:00,4.102,0
"188",188,2021-12-14 07:10:00,4.311,0
"189",189,2021-12-14 07:20:00,4.415,0
"190",190,2021-12-14 07:30:00,4.311,0
"191",191,2021-12-14 07:40:00,4.415,0
"192",192,2021-12-14 07:50:00,4.415,0
"193",193,2021-12-14 08:00:00,4.415,0
"194",194,2021-12-14 08:10:00,4.102,32.3
"195",195,2021-12-14 08:20:00,4.102,21.5
"196",196,2021-12-14 08:30:00,4.415,32.3
"197",197,2021-12-14 08:40:00,4.207,64.6
"198",198,2021-12-14 08:50:00,5.45,150.7
"199",199,2021-12-14 09:00:00,4.831,236.8
"200",200,2021-12-14 09:10:00,4.727,247.6
"201",201,2021-12-14 09:20:00,4.831,398.3
"202",202,2021-12-14 09:30:00,4.831,570.5
"203",203,2021-12-14 09:40:00,4.934,667.4
"204",204,2021-12-14 09:50:00,4.934,742.7
"205",205,2021-12-14 10:00:00,5.037,775
"206",206,2021-12-14 10:10:00,5.141,958
"207",207,2021-12-14 10:20:00,5.244,1033.3
"208",208,2021-12-14 10:30:00,5.141,936.5
"209",209,2021-12-14 10:40:00,5.347,1550
"210",210,2021-12-14 10:50:00,5.86,1722.2
"211",211,2021-12-14 11:00:00,5.86,1722.2
"212",212,2021-12-14 11:10:00,5.86,1550
"213",213,2021-12-14 11:20:00,6.268,2411.1
"214",214,2021-12-14 11:30:00,5.962,2669.5
"215",215,2021-12-14 11:40:00,5.655,1377.8
"216",216,2021-12-14 11:50:00,5.347,1291.7
"217",217,2021-12-14 12:00:00,5.244,1463.9
"218",218,2021-12-14 12:10:00,4.934,753.5
"219",219,2021-12-14 12:20:00,5.037,1808.3
"220",220,2021-12-14 12:30:00,5.141,1808.3
"221",221,2021-12-14 12:40:00,5.141,1463.9
"222",222,2021-12-14 12:50:00,5.45,1550
"223",223,2021-12-14 13:00:00,5.347,1636.1
"224",224,2021-12-14 13:10:00,5.552,1636.1
"225",225,2021-12-14 13:20:00,5.552,1377.8
"226",226,2021-12-14 13:30:00,5.552,1334.7
"227",227,2021-12-14 13:40:00,5.45,1011.8
"228",228,2021-12-14 13:50:00,5.45,1087.2
"229",229,2021-12-14 14:00:00,5.347,1141
"230",230,2021-12-14 14:10:00,5.655,893.4
"231",231,2021-12-14 14:20:00,5.757,893.4
"232",232,2021-12-14 14:30:00,5.655,764.2
"233",233,2021-12-14 14:40:00,5.655,1022.6
"234",234,2021-12-14 14:50:00,5.655,1270.1
"235",235,2021-12-14 15:00:00,5.86,1205.6
"236",236,2021-12-14 15:10:00,5.962,1259.4
"237",237,2021-12-14 15:20:00,6.064,828.8
"238",238,2021-12-14 15:30:00,5.757,462.9
"239",239,2021-12-14 15:40:00,5.552,430.6
"240",240,2021-12-14 15:50:00,5.655,409
"241",241,2021-12-14 16:00:00,5.757,269.1
"242",242,2021-12-14 16:10:00,5.757,226
"243",243,2021-12-14 16:20:00,6.064,139.9
"244",244,2021-12-14 16:30:00,5.552,43.1
"245",245,2021-12-14 16:40:00,5.655,10.8
"246",246,2021-12-14 16:50:00,5.757,21.5
"247",247,2021-12-14 17:00:00,5.757,0
"248",248,2021-12-14 17:10:00,5.552,0
"249",249,2021-12-14 17:20:00,5.141,0
"250",250,2021-12-14 17:30:00,5.037,0
"251",251,2021-12-14 17:40:00,5.037,0
"252",252,2021-12-14 17:50:00,4.934,0
"253",253,2021-12-14 18:00:00,5.037,0
"254",254,2021-12-14 18:10:00,5.037,0
"255",255,2021-12-14 18:20:00,5.141,0
"256",256,2021-12-14 18:30:00,5.141,0
"257",257,2021-12-14 18:40:00,5.141,0
"258",258,2021-12-14 18:50:00,5.037,0
"259",259,2021-12-14 19:00:00,4.934,0
"260",260,2021-12-14 19:10:00,4.934,0
"261",261,2021-12-14 19:20:00,5.037,0
"262",262,2021-12-14 19:30:00,5.347,0
"263",263,2021-12-14 19:40:00,5.244,0
"264",264,2021-12-14 19:50:00,5.244,0
"265",265,2021-12-14 20:00:00,5.45,0
"266",266,2021-12-14 20:10:00,5.45,0
"267",267,2021-12-14 20:20:00,5.552,0
"268",268,2021-12-14 20:30:00,5.655,0
"269",269,2021-12-14 20:40:00,5.757,0
"270",270,2021-12-14 20:50:00,5.757,0
"271",271,2021-12-14 21:00:00,5.347,0
"272",272,2021-12-14 21:10:00,5.45,0
"273",273,2021-12-14 21:20:00,5.347,0
"274",274,2021-12-14 21:30:00,5.86,0
"275",275,2021-12-14 21:40:00,5.552,0
"276",276,2021-12-14 21:50:00,5.347,0
"277",277,2021-12-14 22:00:00,5.45,0
"278",278,2021-12-14 22:10:00,5.552,0
"279",279,2021-12-14 22:20:00,5.552,0
"280",280,2021-12-14 22:30:00,5.45,0
"281",281,2021-12-14 22:40:00,5.552,0
"282",282,2021-12-14 22:50:00,5.655,0
"283",283,2021-12-14 23:00:00,5.45,0
"284",284,2021-12-14 23:10:00,5.244,0
"285",285,2021-12-14 23:20:00,5.45,0
"286",286,2021-12-14 23:30:00,5.45,0
"287",287,2021-12-14 23:40:00,5.552,0
"288",288,2021-12-14 23:50:00,5.552,0
"289",289,2021-12-15 00:00:00,5.347,0
"290",290,2021-12-15 00:10:00,5.347,0
"291",291,2021-12-15 00:20:00,5.45,0
"292",292,2021-12-15 00:30:00,5.45,0
"293",293,2021-12-15 00:40:00,5.552,0
"294",294,2021-12-15 00:50:00,5.45,0
"295",295,2021-12-15 01:00:00,5.552,0
"296",296,2021-12-15 01:10:00,5.655,0
"297",297,2021-12-15 01:20:00,5.655,0
"298",298,2021-12-15 01:30:00,5.655,0
"299",299,2021-12-15 01:40:00,5.45,0
"300",300,2021-12-15 01:50:00,5.45,0
"301",301,2021-12-15 02:00:00,5.552,0
"302",302,2021-12-15 02:10:00,5.45,0
"303",303,2021-12-15 02:20:00,5.347,0
"304",304,2021-12-15 02:30:00,5.244,0
"305",305,2021-12-15 02:40:00,5.347,0
"306",306,2021-12-15 02:50:00,5.347,0
"307",307,2021-12-15 03:00:00,5.552,0
"308",308,2021-12-15 03:10:00,5.347,0
"309",309,2021-12-15 03:20:00,5.244,0
"310",310,2021-12-15 03:30:00,5.244,0
"311",311,2021-12-15 03:40:00,5.141,0
"312",312,2021-12-15 03:50:00,5.347,0
"313",313,2021-12-15 04:00:00,5.347,0
"314",314,2021-12-15 04:10:00,5.45,0
"315",315,2021-12-15 04:20:00,5.552,0
"316",316,2021-12-15 04:30:00,5.552,0
"317",317,2021-12-15 04:40:00,5.552,0
"318",318,2021-12-15 04:50:00,5.655,0
"319",319,2021-12-15 05:00:00,5.45,0
"320",320,2021-12-15 05:10:00,5.244,0
"321",321,2021-12-15 05:20:00,5.244,0
"322",322,2021-12-15 05:30:00,5.244,0
"323",323,2021-12-15 05:40:00,5.244,0
"324",324,2021-12-15 05:50:00,5.141,0
"325",325,2021-12-15 06:00:00,5.347,0
"326",326,2021-12-15 06:10:00,5.347,0
"327",327,2021-12-15 06:20:00,5.244,0
"328",328,2021-12-15 06:30:00,5.347,0
"329",329,2021-12-15 06:40:00,5.141,0
"330",330,2021-12-15 06:50:00,5.141,0
"331",331,2021-12-15 07:00:00,5.45,0
"332",332,2021-12-15 07:10:00,5.45,0
"333",333,2021-12-15 07:20:00,5.552,0
"334",334,2021-12-15 07:30:00,5.552,0
"335",335,2021-12-15 07:40:00,5.45,0
"336",336,2021-12-15 07:50:00,5.552,0
"337",337,2021-12-15 08:00:00,5.552,0
"338",338,2021-12-15 08:10:00,5.347,0
"339",339,2021-12-15 08:20:00,5.141,10.8
"340",340,2021-12-15 08:30:00,5.244,32.3
"341",341,2021-12-15 08:40:00,5.347,43.1
"342",342,2021-12-15 08:50:00,5.45,75.3
"343",343,2021-12-15 09:00:00,5.347,129.2
"344",344,2021-12-15 09:10:00,5.141,150.7
"345",345,2021-12-15 09:20:00,5.037,226
"346",346,2021-12-15 09:30:00,5.757,204.5
"347",347,2021-12-15 09:40:00,5.962,204.5
"348",348,2021-12-15 09:50:00,5.86,226
"349",349,2021-12-15 10:00:00,5.655,215.3
"350",350,2021-12-15 10:10:00,5.552,236.8
"351",351,2021-12-15 10:20:00,5.552,258.3
"352",352,2021-12-15 10:30:00,5.45,247.6
"353",353,2021-12-15 10:40:00,5.552,376.7
"354",354,2021-12-15 10:50:00,5.757,473.6
"355",355,2021-12-15 11:00:00,5.655,505.9
"356",356,2021-12-15 11:10:00,5.86,549
"357",357,2021-12-15 11:20:00,5.86,538.2
"358",358,2021-12-15 11:30:00,5.962,592
"359",359,2021-12-15 11:40:00,6.064,484.4
"360",360,2021-12-15 11:50:00,5.962,495.1
"361",361,2021-12-15 12:00:00,5.86,484.4
"362",362,2021-12-15 12:10:00,5.757,516.7
"363",363,2021-12-15 12:20:00,5.757,624.3
"364",364,2021-12-15 12:30:00,5.757,645.8
"365",365,2021-12-15 12:40:00,5.86,549
"366",366,2021-12-15 12:50:00,5.86,430.6
"367",367,2021-12-15 13:00:00,5.962,398.3
"368",368,2021-12-15 13:10:00,6.064,355.2
"369",369,2021-12-15 13:20:00,5.962,333.7
"370",370,2021-12-15 13:30:00,5.962,322.9
"371",371,2021-12-15 13:40:00,5.962,387.5
"372",372,2021-12-15 13:50:00,6.268,398.3
"373",373,2021-12-15 14:00:00,6.064,333.7
"374",374,2021-12-15 14:10:00,5.962,258.3
"375",375,2021-12-15 14:20:00,5.86,258.3
"376",376,2021-12-15 14:30:00,5.962,204.5
"377",377,2021-12-15 14:40:00,5.757,161.5
"378",378,2021-12-15 14:50:00,5.655,183
"379",379,2021-12-15 15:00:00,5.757,172.2
"380",380,2021-12-15 15:10:00,5.757,161.5
"381",381,2021-12-15 15:20:00,5.962,118.4
"382",382,2021-12-15 15:30:00,5.86,86.1
"383",383,2021-12-15 15:40:00,5.86,64.6
"384",384,2021-12-15 15:50:00,5.86,53.8
"385",385,2021-12-15 16:00:00,5.962,32.3
"386",386,2021-12-15 16:10:00,5.86,21.5
"387",387,2021-12-15 16:20:00,6.064,0
"388",388,2021-12-15 16:30:00,6.064,0
"389",389,2021-12-15 16:40:00,6.064,0
"390",390,2021-12-15 16:50:00,6.064,0
"391",391,2021-12-15 17:00:00,5.962,0
"392",392,2021-12-15 17:10:00,5.962,0
"393",393,2021-12-15 17:20:00,6.064,0
"394",394,2021-12-15 17:30:00,6.166,0
"395",395,2021-12-15 17:40:00,6.064,0
"396",396,2021-12-15 17:50:00,6.064,0
"397",397,2021-12-15 18:00:00,6.064,0
"398",398,2021-12-15 18:10:00,6.064,0
"399",399,2021-12-15 18:20:00,6.166,0
"400",400,2021-12-15 18:30:00,6.064,0
"401",401,2021-12-15 18:40:00,6.064,0
"402",402,2021-12-15 18:50:00,6.064,0
"403",403,2021-12-15 19:00:00,6.166,0
"404",404,2021-12-15 19:10:00,6.37,0
"405",405,2021-12-15 19:20:00,6.37,0
"406",406,2021-12-15 19:30:00,6.37,0
"407",407,2021-12-15 19:40:00,6.37,0
"408",408,2021-12-15 19:50:00,6.268,0
"409",409,2021-12-15 20:00:00,6.268,0
"410",410,2021-12-15 20:10:00,6.37,0
"411",411,2021-12-15 20:20:00,6.268,0
"412",412,2021-12-15 20:30:00,5.962,0
"413",413,2021-12-15 20:40:00,5.86,0
"414",414,2021-12-15 20:50:00,5.86,0
"415",415,2021-12-15 21:00:00,5.757,0
"416",416,2021-12-15 21:10:00,5.86,0
"417",417,2021-12-15 21:20:00,5.757,0
"418",418,2021-12-15 21:30:00,5.655,0
"419",419,2021-12-15 21:40:00,5.757,0
"420",420,2021-12-15 21:50:00,5.757,0
"421",421,2021-12-15 22:00:00,5.757,0
"422",422,2021-12-15 22:10:00,5.655,0
"423",423,2021-12-15 22:20:00,5.757,0
"424",424,2021-12-15 22:30:00,5.962,0
"425",425,2021-12-15 22:40:00,6.064,0
"426",426,2021-12-15 22:50:00,6.166,0
"427",427,2021-12-15 23:00:00,6.064,0
"428",428,2021-12-15 23:10:00,5.962,0
"429",429,2021-12-15 23:20:00,5.86,0
"430",430,2021-12-15 23:30:00,5.757,0
"431",431,2021-12-15 23:40:00,5.757,0
"432",432,2021-12-15 23:50:00,5.757,0
"433",433,2021-12-16 00:00:00,5.86,0
"434",434,2021-12-16 00:10:00,5.86,0
"435",435,2021-12-16 00:20:00,5.86,0
"436",436,2021-12-16 00:30:00,5.757,0
"437",437,2021-12-16 00:40:00,5.655,0
"438",438,2021-12-16 00:50:00,5.552,0
"439",439,2021-12-16 01:00:00,5.45,0
"440",440,2021-12-16 01:10:00,5.552,0
"441",441,2021-12-16 01:20:00,5.552,0
"442",442,2021-12-16 01:30:00,5.552,0
"443",443,2021-12-16 01:40:00,5.552,0
"444",444,2021-12-16 01:50:00,5.655,0
"445",445,2021-12-16 02:00:00,5.757,0
"446",446,2021-12-16 02:10:00,5.655,0
"447",447,2021-12-16 02:20:00,5.655,0
"448",448,2021-12-16 02:30:00,5.655,0
"449",449,2021-12-16 02:40:00,5.757,0
"450",450,2021-12-16 02:50:00,5.86,0
"451",451,2021-12-16 03:00:00,5.757,0
"452",452,2021-12-16 03:10:00,5.45,0
"453",453,2021-12-16 03:20:00,5.347,0
"454",454,2021-12-16 03:30:00,5.244,0
"455",455,2021-12-16 03:40:00,5.347,0
"456",456,2021-12-16 03:50:00,5.244,0
"457",457,2021-12-16 04:00:00,5.244,0
"458",458,2021-12-16 04:10:00,5.141,0
"459",459,2021-12-16 04:20:00,4.934,0
"460",460,2021-12-16 04:30:00,5.037,0
