date	hour	th	origin
2019-12-14	0	6.437	R
2019-12-14	1	6.73	R
2019-12-14	2	6.264	R
2019-12-14	3	6.529	R
2019-12-14	4	8.074	R
2019-12-14	5	9.565	R
2019-12-14	6	9.711	R
2019-12-14	7	9.812	R
2019-12-14	8	9.866	R
2019-12-14	9	8.925	R
2019-12-14	10	8.998	R
2019-12-14	11	9.245	R
2019-12-14	12	8.778	R
2019-12-14	13	9.51	R
2019-12-14	14	9.665	R
2019-12-14	15	10.534	R
2019-12-14	16	10.378	R
2019-12-14	17	10.689	R
2019-12-14	18	10.689	R
2019-12-14	19	10.845	R
2019-12-14	20	10.945	R
2019-12-14	21	11.275	R
2019-12-14	22	11.841	R
2019-12-14	23	11.933	R
2019-12-15	0	10.422	H
2019-12-15	1	9.735	H
2019-12-15	2	11.625	H
2019-12-15	3	12.69	H
2019-12-15	4	13.189	H
2019-12-15	5	13.461	H
2019-12-15	6	13.75	H
2019-12-15	7	13.942	H
2019-12-15	8	14.277	H
2019-12-15	9	14.661	H
2019-12-15	10	14.788	H
2019-12-15	11	14.565	H
2019-12-15	12	14.437	H
2019-12-15	13	13.878	H
2019-12-15	14	13.269	H
2019-12-15	15	12.98	H
2019-12-15	16	12.336	H
2019-12-15	17	11.463	H
2019-12-15	18	10.895	H
2019-12-15	19	10.438	H
2019-12-15	20	10.063	H
2019-12-15	21	9.899	H
2019-12-15	22	9.603	H
2019-12-15	23	9.439	H
2019-12-16	0	9.373	H
2019-12-16	1	9.768	H
2019-12-16	2	10.046	H
2019-12-16	3	12.052	R
2019-12-16	4	10.384	H
2019-12-16	5	8.845	H
2019-12-16	6	8.895	H
2019-12-16	7	8.531	H
2019-12-16	8	8.647	H
2019-12-16	9	9.08	R
2019-12-16	10	10.488	R
2019-12-16	11	11.677	R
2019-12-16	12	12.143	R
2019-12-16	13	12.472	R
2019-12-16	14	12.125	R
2019-12-16	15	11.988	R
2019-12-16	16	11.333	H
2019-12-16	17	9.931	H
2019-12-16	18	9.159	H
2019-12-16	19	8.531	H
2019-12-16	20	8.282	H
2019-12-16	21	7.999	H
2019-12-16	22	7.765	H
2019-12-16	23	7.347	H
2019-12-17	0	6.809	H
2019-12-17	1	7.278	H
2019-12-17	2	6.488	H
2019-12-17	3	7.146	H
2019-12-17	4	7.364	H
2019-12-17	5	6.674	H
2019-12-17	6	7.665	H
2019-12-17	7	7.297	H
2019-12-17	8	7.28	H
2019-12-17	9	6.712	R
2019-12-17	10	8.742	R
2019-12-17	11	11.375	R
2019-12-17	12	13.112	R
2019-12-17	13	13.25	R
2019-12-17	14	14.484	R
2019-12-17	15	11.768	R
2019-12-17	16	11.576	H
2019-12-17	17	11.771	H
2019-12-17	18	10.861	H
2019-12-17	19	9.455	H
2019-12-17	20	9.061	H
2019-12-17	21	9.06	H
2019-12-17	22	8.812	H
2019-12-17	23	8.647	H
2019-12-18	0	14.127	R
2019-12-18	1	14.118	H
2019-12-18	2	14.15	H
2019-12-18	3	13.798	H
2019-12-18	4	13.317	H
2019-12-18	5	12.996	H
2019-12-18	6	12.642	H
2019-12-18	7	11.803	H
2019-12-18	8	11.625	H
2019-12-18	9	12.11	H
2019-12-18	10	12.417	H
2019-12-18	11	12.006	R
2019-12-18	12	13.405	R
2019-12-18	13	14.676	R
2019-12-18	14	14.795	R
2019-12-18	15	13.963	R
2019-12-18	16	13.139	H
2019-12-18	17	11.511	H
2019-12-18	18	10.569	H
2019-12-18	19	10.079	H
2019-12-18	20	9.521	H
2019-12-18	21	8.58	H
2019-12-18	22	7.615	H
2019-12-18	23	7.096	H
2019-12-19	0	6.944	H
2019-12-19	1	6.725	H
2019-12-19	2	6.302	H
2019-12-19	3	6.013	H
2019-12-19	4	5.638	H
2019-12-19	5	5.227	H
2019-12-19	6	5.398	H
2019-12-19	7	5.467	H
2019-12-19	8	5.825	H
2019-12-19	9	5.944	R
2019-12-19	10	6.575	R
2019-12-19	11	7.571	R
2019-12-19	12	9.702	R
2019-12-19	13	10.726	R
2019-12-19	14	10.406	R
2019-12-19	15	11.057	H
2019-12-19	16	9.964	H
2019-12-19	17	8.779	H
2019-12-19	18	8.63	H
2019-12-19	19	7.998	H
2019-12-19	20	7.531	H
2019-12-19	21	6.893	H
2019-12-19	22	5.74	H
2019-12-19	23	5.158	H
2019-12-20	0	5.432	H
2019-12-20	1	6.216	H
2019-12-20	2	6.08	H
2019-12-20	3	2.658	H
2019-12-20	4	2.606	H
2019-12-20	5	2.659	H
2019-12-20	6	3.173	H
2019-12-20	7	3.173	H
2019-12-20	8	3.559	H
2019-12-20	9	3.466	R
2019-12-20	10	7.598	H
2019-12-20	11	8.481	H
2019-12-20	12	8.812	H
2019-12-20	13	7.28	H
2019-12-20	14	7.764	H
2019-12-20	15	9.733	H
2019-12-20	16	10.063	H
2019-12-20	17	9.242	H
2019-12-20	18	8.68	H
2019-12-20	19	8.564	H
2019-12-20	20	8.199	H
2019-12-20	21	8.514	H
2019-12-20	22	8.282	H
2019-12-20	23	7.313	H
2019-12-21	0	6.234	H
2019-12-21	1	5.945	H
2019-12-21	2	5.535	H
2019-12-21	3	5.054	H
2019-12-21	4	4.814	H
2019-12-21	5	4.571	H
2019-12-21	6	5.14	H
2019-12-21	7	4.986	H
2019-12-21	8	5.123	H
2019-12-21	9	5.381	H
2019-12-21	10	6.245	R
2019-12-21	11	7.58	R
2019-12-21	12	8.879	R
2019-12-21	13	8.888	R
2019-12-21	14	8.623	R
2019-12-21	15	8.193	R
2019-12-21	16	8.413	H
2019-12-21	17	6.385	H
2019-12-21	18	5.364	H
2019-12-21	19	5.33	H
2019-12-21	20	5.347	H
2019-12-21	21	6.081	H
2019-12-21	22	5.688	H
2019-12-21	23	6.47	H
2019-12-22	0	8.331	H
2019-12-22	1	9.669	H
2019-12-22	2	10.014	H
2019-12-22	3	10.161	H
2019-12-22	4	10.259	H
2019-12-22	5	9.784	H
2019-12-22	6	9.866	H
2019-12-22	7	10.602	H
2019-12-22	8	10.112	H
2019-12-22	9	9.85	H
2019-12-22	10	10.21	H
2019-12-22	11	10.096	H
2019-12-22	12	9.85	H
2019-12-22	13	9.669	H
2019-12-22	14	8.796	H
2019-12-22	15	8.332	H
2019-12-22	16	8.497	H
2019-12-22	17	7.632	H
2019-12-22	18	7.531	H
2019-12-22	19	7.414	H
2019-12-22	20	7.598	H
2019-12-22	21	7.799	H
2019-12-22	22	7.43	H
2019-12-22	23	6.961	H
2019-12-23	0	7.196	H
2019-12-23	1	6.927	H
2019-12-23	2	6.843	H
2019-12-23	3	6.742	H
2019-12-23	4	6.928	H
2019-12-23	5	6.826	H
2019-12-23	6	6.927	H
2019-12-23	7	7.045	H
2019-12-23	8	7.095	H
2019-12-23	9	7.431	H
2019-12-23	10	7.882	H
2019-12-23	11	7.899	H
2019-12-23	12	7.883	H
2019-12-23	13	8.299	H
2019-12-23	14	8.348	H
2019-12-23	15	8.215	H
2019-12-23	16	7.899	H
2019-12-23	17	7.414	H
2019-12-23	18	7.297	H
2019-12-23	19	7.079	H
2019-12-23	20	6.775	H
2019-12-23	21	6.488	H
2019-12-23	22	6.572	H
2019-12-23	23	7.045	H
2019-12-24	0	7.096	H
2019-12-24	1	7.381	H
2019-12-24	2	7.381	H
2019-12-24	3	6.961	H
2019-12-24	4	7.062	H
2019-12-24	5	6.927	H
2019-12-24	6	7.33	H
2019-12-24	7	7.598	H
2019-12-24	8	7.297	H
2019-12-24	9	7.582	H
2019-12-24	10	7.965	H
2019-12-24	11	9.699	H
2019-12-24	12	10.104	R
2019-12-24	13	10.781	H
2019-12-24	14	10.269	R
2019-12-24	15	11.247	R
2019-12-24	16	10.955	R
2019-12-24	17	9.768	H
2019-12-24	18	10.047	H
2019-12-24	19	10.046	H
2019-12-24	20	9.965	H
2019-12-24	21	9.719	H
2019-12-24	22	9.604	H
2019-12-24	23	9.587	H
2019-12-25	0	9.192	H
2019-12-25	1	9.176	H
2019-12-25	2	9.094	H
2019-12-25	3	9.275	H
2019-12-25	4	9.357	H
2019-12-25	5	9.291	H
2019-12-25	6	9.29	R
2019-12-25	7	9.127	H
2019-12-25	8	9.11	H
2019-12-25	9	9.135	R
2019-12-25	10	9.291	H
2019-12-25	11	9.077	H
2019-12-25	12	8.467	R
2019-12-25	13	8.467	R
2019-12-25	14	7.535	R
2019-12-25	15	7.698	H
2019-12-25	16	7.061	H
2019-12-25	17	6.148	H
2019-12-25	18	5.689	H
2019-12-25	19	5.621	H
2019-12-25	20	4.674	H
2019-12-25	21	3.945	H
2019-12-25	22	3.243	H
2019-12-25	23	2.57	H
2019-12-26	0	2.231	H
2019-12-26	1	1.728	H
2019-12-26	2	1.385	H
2019-12-26	3	1.003	H
2019-12-26	4	0.857	H
2019-12-26	5	0.618	H
2019-12-26	6	0.471	H
2019-12-26	7	0.582	H
2019-12-26	8	0.526	H
2019-12-26	9	1.924	H
2019-12-26	10	2.725	R
2019-12-26	11	3.777	R
2019-12-26	12	3.658	R
2019-12-26	13	3.85	R
2019-12-26	14	4.951	H
2019-12-26	15	4.969	H
2019-12-26	16	4.744	H
2019-12-26	17	4.606	H
2019-12-26	18	5.378	H
2019-12-26	19	6.455	H
2019-12-26	20	6.505	H
2019-12-26	21	6.64	H
2019-12-26	22	7.23	H
2019-12-26	23	7.615	H
2019-12-27	0	8.066	H
2019-12-27	1	7.949	H
2019-12-27	2	8.498	H
2019-12-27	3	8.812	H
2019-12-27	4	8.298	H
2019-12-27	5	7.765	H
2019-12-27	6	7.481	H
2019-12-27	7	7.615	H
2019-12-27	8	7.849	H
2019-12-27	9	7.849	H
2019-12-27	10	8.166	R
2019-12-27	11	8.605	R
2019-12-27	12	8.842	R
2019-12-27	13	8.669	R
2019-12-27	14	8.97	R
2019-12-27	15	9.126	R
2019-12-27	16	8.829	H
2019-12-27	17	8.282	H
2019-12-27	18	7.949	H
2019-12-27	19	7.883	H
2019-12-27	20	7.297	H
2019-12-27	21	6.657	H
2019-12-27	22	6.438	H
2019-12-27	23	6.217	H
2019-12-28	0	6.081	H
2019-12-28	1	5.791	H
2019-12-28	2	5.603	H
2019-12-28	3	5.535	H
2019-12-28	4	5.295	H
2019-12-28	5	5.192	H
2019-12-28	6	4.969	H
2019-12-28	7	4.536	H
2019-12-28	8	4.189	H
2019-12-28	9	4.06	R
2019-12-28	10	4.362	R
2019-12-28	11	4.846	H
2019-12-28	12	3.753	H
2019-12-28	13	4.64	H
2019-12-28	14	4.709	H
2019-12-28	15	4.294	H
2019-12-28	16	4.346	H
2019-12-28	17	3.683	H
2019-12-28	18	3.56	H
2019-12-28	19	2.498	H
2019-12-28	20	1.529	H
2019-12-28	21	1.238	H
2019-12-28	22	1.092	H
2019-12-28	23	0.728	H
2019-12-29	0	0.545	H
2019-12-29	1	-0.009	H
2019-12-29	2	0.065	H
2019-12-29	3	0.324	H
2019-12-29	4	0.692	H
2019-12-29	5	0.176	H
2019-12-29	6	0.121	H
2019-12-29	7	-0.27	H
2019-12-29	8	-0.158	H
2019-12-29	9	0.471	H
2019-12-29	10	1.094	H
2019-12-29	11	1.203	H
2019-12-29	12	0.567	R
2019-12-29	13	0.805	R
2019-12-29	14	1.052	R
2019-12-29	15	1.148	H
2019-12-29	16	0.416	H
2019-12-29	17	0.01	H
2019-12-29	18	-0.12	H
2019-12-29	19	0.009	H
2019-12-29	20	0.065	H
2019-12-29	21	-0.102	H
2019-12-29	22	-0.12	H
2019-12-29	23	-0.176	H
2019-12-30	0	-0.4	H
2019-12-30	1	-0.362	H
2019-12-30	2	-0.738	H
2019-12-30	3	-1.437	H
2019-12-30	4	-0.963	H
2019-12-30	5	-1.077	H
2019-12-30	6	-1.494	H
2019-12-30	7	-1.494	H
2019-12-30	8	-1.608	H
2019-12-30	9	-1.673	R
2019-12-30	10	-0.192	R
2019-12-30	11	1.088	R
2019-12-30	12	2.689	R
2019-12-30	13	3.374	R
2019-12-30	14	3.969	R
2019-12-30	15	3.749	R
2019-12-30	16	2.871	R
2019-12-30	17	1.854	H
2019-12-30	18	1.312	H
2019-12-30	19	0.692	H
2019-12-30	20	0.784	H
2019-12-30	21	0.508	H
2019-12-30	22	0.526	H
2019-12-30	23	1.366	H
2019-12-31	0	1.566	H
2019-12-31	1	1.294	H
2019-12-31	2	0.93	H
2019-12-31	3	0.838	H
2019-12-31	4	0.582	H
2019-12-31	5	0.434	H
2019-12-31	6	0.342	H
2019-12-31	7	-0.232	H
2019-12-31	8	-0.159	H
2019-12-31	9	0.549	R
2019-12-31	10	2.871	R
2019-12-31	11	5.605	R
2019-12-31	12	5.88	R
2019-12-31	13	5.377	R
2019-12-31	14	5.88	R
2019-12-31	15	5.907	R
2019-12-31	16	4.874	R
2019-12-31	17	3.137	H
2019-12-31	18	2.248	H
2019-12-31	19	1.511	H
2019-12-31	20	1.167	H
2019-12-31	21	0.856	H
2019-12-31	22	0.343	H
2019-12-31	23	-0.232	H
2020-01-01	0	-0.288	H
2020-01-01	1	-0.475	H
2020-01-01	2	-0.737	H
2020-01-01	3	-0.7	H
2020-01-01	4	-0.55	H
2020-01-01	5	-0.926	H
2020-01-01	6	-1.077	H
2020-01-01	7	-1.266	H
2020-01-01	8	-0.774	H
2020-01-01	9	-0.7	H
2020-01-01	10	0.158	H
2020-01-01	11	0.526	H
2020-01-01	12	-0.512	R
2020-01-01	13	-0.228	R
2020-01-01	14	1.565	H
2020-01-01	15	0.728	H
2020-01-01	16	0.231	H
2020-01-01	17	-0.12	H
2020-01-01	18	0.047	H
2020-01-01	19	-0.027	H
2020-01-01	20	-0.158	H
2020-01-01	21	-0.325	H
2020-01-01	22	-0.25	H
2020-01-01	23	-0.624	H
2020-01-02	0	-0.437	H
2020-01-02	1	-0.718	H
2020-01-02	2	-0.793	H
2020-01-02	3	-1.001	H
2020-01-02	4	-1.133	H
2020-01-02	5	-1.322	H
2020-01-02	6	-1.494	H
2020-01-02	7	-1.38	H
2020-01-02	8	-1.723	H
2020-01-02	9	-1.609	H
2020-01-02	10	-1.627	R
2020-01-02	11	-0.942	R
2020-01-02	12	-0.402	R
2020-01-02	13	0.485	R
2020-01-02	14	0.942	R
2020-01-02	15	2.35	R
2020-01-02	16	2.734	R
2020-01-02	17	2.015	H
2020-01-02	18	1.238	H
2020-01-02	19	1.293	H
2020-01-02	20	4.153	H
2020-01-02	21	6.64	H
2020-01-02	22	6.994	H
2020-01-02	23	7.431	H
2020-01-03	0	7.565	H
2020-01-03	1	7.816	H
2020-01-03	2	7.749	H
2020-01-03	3	7.665	H
2020-01-03	4	8.448	H
2020-01-03	5	8.862	H
2020-01-03	6	8.962	H
2020-01-03	7	9.176	H
2020-01-03	8	9.341	H
2020-01-03	9	9.932	H
2020-01-03	10	9.528	R
2020-01-03	11	9.556	R
2020-01-03	12	9.492	R
2020-01-03	13	9.281	R
2020-01-03	14	9.473	R
2020-01-03	15	9.883	H
2020-01-03	16	9.521	H
2020-01-03	17	9.225	H
2020-01-03	18	8.845	H
2020-01-03	19	8.564	H
2020-01-03	20	8.746	H
2020-01-03	21	8.862	H
2020-01-03	22	9.159	H
2020-01-03	23	9.193	H
2020-01-04	0	9.027	H
2020-01-04	1	9.06	H
2020-01-04	2	8.995	H
2020-01-04	3	9.044	H
2020-01-04	4	8.796	H
2020-01-04	5	8.182	H
2020-01-04	6	7.027	H
2020-01-04	7	6.268	H
2020-01-04	8	6.03	H
2020-01-04	9	5.774	H
2020-01-04	10	6.589	H
2020-01-04	11	5.98	R
2020-01-04	12	6.794	R
2020-01-04	13	6.694	R
2020-01-04	14	7.388	R
2020-01-04	15	7.416	R
2020-01-04	16	6.63	R
2020-01-04	17	5.688	H
2020-01-04	18	5.226	H
2020-01-04	19	4.658	H
2020-01-04	20	4.882	H
2020-01-04	21	5.175	H
2020-01-04	22	5.089	H
2020-01-04	23	4.848	H
2020-01-05	0	4.779	H
2020-01-05	1	4.067	H
2020-01-05	2	3.875	H
2020-01-05	3	3.49	H
2020-01-05	4	2.978	H
2020-01-05	5	2.392	H
2020-01-05	6	1.728	H
2020-01-05	7	1.728	H
2020-01-05	8	1.71	H
2020-01-05	9	2.532	H
2020-01-05	10	3.402	R
2020-01-05	11	5.496	R
2020-01-05	12	6.108	R
2020-01-05	13	6.831	R
2020-01-05	14	7.489	R
2020-01-05	15	7.58	R
2020-01-05	16	6.657	R
2020-01-05	17	4.466	H
2020-01-05	18	3.437	H
2020-01-05	19	2.712	H
2020-01-05	20	2.356	H
