date	hour	th	origin
2019-12-14	00	6.203	H
2019-12-14	01	6.488	H
2019-12-14	02	6.132	H
2019-12-14	03	6.403	H
2019-12-14	04	8.014	H
2019-12-14	05	9.521	H
2019-12-14	06	9.686	H
2019-12-14	07	9.867	H
2019-12-14	08	9.8	H
2019-12-14	09	8.927	H
2019-12-14	10	9.242	H
2019-12-14	11	9.455	H
2019-12-14	12	9.027	H
2019-12-14	13	9.734	H
2019-12-14	14	10.259	H
2019-12-14	15	10.879	H
2019-12-14	16	10.471	H
2019-12-14	17	10.781	H
2019-12-14	18	10.83	H
2019-12-14	19	11.009	H
2019-12-14	20	11.139	H
2019-12-14	21	11.512	H
2019-12-14	22	12.013	H
2019-12-14	23	12.142	H
2019-12-15	00	10.992	H
2019-12-15	01	10.063	H
2019-12-15	02	11.511	H
2019-12-15	03	12.787	H
2019-12-15	04	13.301	H
2019-12-15	05	13.622	H
2019-12-15	06	13.846	H
2019-12-15	07	14.086	H
2019-12-15	08	14.469	H
2019-12-15	09	14.645	H
2019-12-15	10	14.629	H
2019-12-15	11	14.485	H
2019-12-15	12	14.469	H
2019-12-15	13	14.022	H
2019-12-15	14	13.397	H
2019-12-15	15	13.044	H
2019-12-15	16	12.481	H
2019-12-15	17	11.625	H
2019-12-15	18	10.699	H
2019-12-15	19	10.194	H
2019-12-15	20	9.866	H
2019-12-15	21	9.866	H
2019-12-15	22	9.669	H
2019-12-15	23	9.242	H
2019-12-16	00	8.829	H
2019-12-16	01	8.995	H
2019-12-16	02	9.011	H
2019-12-16	03	12.167	R
2019-12-16	04	10.68	H
2019-12-16	05	8.696	H
2019-12-16	06	10.613	R
2019-12-16	07	8.614	H
2019-12-16	08	8.581	H
2019-12-16	09	9.176	H
2019-12-16	10	10.503	H
2019-12-16	11	11.593	H
2019-12-16	12	12.336	H
2019-12-16	13	12.738	H
2019-12-16	14	12.69	H
2019-12-16	15	12.384	H
2019-12-16	16	11.024	H
2019-12-16	17	9.537	H
2019-12-16	18	8.015	H
2019-12-16	19	7.23	H
2019-12-16	20	7.146	H
2019-12-16	21	6.944	H
2019-12-16	22	7.414	H
2019-12-16	23	6.539	H
2019-12-17	00	6.353	H
2019-12-17	01	5.945	H
2019-12-17	02	5.791	H
2019-12-17	03	5.757	H
2019-12-17	04	5.484	H
2019-12-17	05	5.33	H
2019-12-17	06	5.416	H
2019-12-17	07	5.638	H
2019-12-17	08	5.415	H
2019-12-17	09	5.706	H
2019-12-17	10	7.596	H
2019-12-17	11	10.484	H
2019-12-17	12	12.819	H
2019-12-17	13	13.509	H
2019-12-17	14	14.261	H
2019-12-17	15	12.351	H
2019-12-17	16	11.025	H
2019-12-17	17	10.21	H
2019-12-17	18	9.915	H
2019-12-17	19	9.142	H
2019-12-17	20	7.982	H
2019-12-17	21	6.944	H
2019-12-17	22	6.59	H
2019-12-17	23	8.447	R
2019-12-18	00	14.372	R
2019-12-18	01	13.878	H
2019-12-18	02	14.118	H
2019-12-18	03	13.638	H
2019-12-18	04	13.124	H
2019-12-18	05	12.658	H
2019-12-18	06	12.465	H
2019-12-18	07	11.69	H
2019-12-18	08	11.528	H
2019-12-18	09	11.819	H
2019-12-18	10	11.981	H
2019-12-18	11	12.625	H
2019-12-18	12	14.181	H
2019-12-18	13	15.473	H
2019-12-18	14	16.189	H
2019-12-18	15	15.123	H
2019-12-18	16	13.156	H
2019-12-18	17	11.284	H
2019-12-18	18	10.095	H
2019-12-18	19	9.109	H
2019-12-18	20	8.182	H
2019-12-18	21	7.532	H
2019-12-18	22	7.078	H
2019-12-18	23	6.404	H
2019-12-19	00	6.623	H
2019-12-19	01	6.268	H
2019-12-19	02	5.893	H
2019-12-19	03	5.106	H
2019-12-19	04	4.64	H
2019-12-19	05	4.484	H
2019-12-19	06	4.032	H
2019-12-19	07	3.683	H
2019-12-19	08	4.05	H
2019-12-19	09	5.174	H
2019-12-19	10	6.606	H
2019-12-19	11	7.229	H
2019-12-19	12	9.454	H
2019-12-19	13	10.683	H
2019-12-19	14	10.406	H
2019-12-19	15	10.487	H
2019-12-19	16	9.767	H
2019-12-19	17	8.729	H
2019-12-19	18	8.165	H
2019-12-19	19	7.162	H
2019-12-19	20	6.471	H
2019-12-19	21	6.149	H
2019-12-19	22	5.552	H
2019-12-19	23	4.83	H
2019-12-20	00	4.883	H
2019-12-20	01	4.9	H
2019-12-20	02	4.24	H
2019-12-20	03	2.57	H
2019-12-20	04	2.463	H
2019-12-20	05	2.339	H
2019-12-20	06	2.765	H
2019-12-20	07	2.553	H
2019-12-20	08	2.606	H
2019-12-20	09	3.327	H
2019-12-20	10	5.516	H
2019-12-20	11	7.597	H
2019-12-20	12	8.414	H
2019-12-20	13	7.649	H
2019-12-20	14	7.865	H
2019-12-20	15	9.306	H
2019-12-20	16	10.079	H
2019-12-20	17	9.439	H
2019-12-20	18	8.779	H
2019-12-20	19	8.448	H
2019-12-20	20	8.182	H
2019-12-20	21	8.498	H
2019-12-20	22	8.315	H
2019-12-20	23	7.346	H
2019-12-21	00	5.979	H
2019-12-21	01	5.587	H
2019-12-21	02	5.501	H
2019-12-21	03	4.795	H
2019-12-21	04	4.154	H
2019-12-21	05	3.805	H
2019-12-21	06	3.805	H
2019-12-21	07	3.823	H
2019-12-21	08	3.893	H
2019-12-21	09	4.137	H
2019-12-21	10	5.378	H
2019-12-21	11	7.417	R
2019-12-21	12	8.961	H
2019-12-21	13	9.027	H
2019-12-21	14	8.796	H
2019-12-21	15	8.415	H
2019-12-21	16	8.082	H
2019-12-21	17	6.215	H
2019-12-21	18	4.692	H
2019-12-21	19	3.98	H
2019-12-21	20	3.683	H
2019-12-21	21	3.945	H
2019-12-21	22	4.813	H
2019-12-21	23	5.723	H
2019-12-22	00	7.746	H
2019-12-22	01	9.258	H
2019-12-22	02	9.8	H
2019-12-22	03	10.128	H
2019-12-22	04	10.226	H
2019-12-22	05	9.948	H
2019-12-22	06	10.013	H
2019-12-22	07	10.52	H
2019-12-22	08	10.112	H
2019-12-22	09	9.866	H
2019-12-22	10	9.915	H
2019-12-22	11	9.997	H
2019-12-22	12	9.636	H
2019-12-22	13	9.604	H
2019-12-22	14	9.011	H
2019-12-22	15	8.779	H
2019-12-22	16	8.779	H
2019-12-22	17	8.299	H
2019-12-22	18	8.049	H
2019-12-22	19	7.531	H
2019-12-22	20	7.849	H
2019-12-22	21	8.033	H
2019-12-22	22	7.848	H
2019-12-22	23	7.314	H
2019-12-23	00	7.314	H
2019-12-23	01	7.062	H
2019-12-23	02	7.029	H
2019-12-23	03	6.995	H
2019-12-23	04	7.112	H
2019-12-23	05	7.045	H
