date	hour	th	origin
2019-12-14	00	6.7	R
2019-12-14	01	6.285	H
2019-12-14	02	6.285	H
2019-12-14	03	7.003	R
2019-12-14	04	6.724	H
2019-12-14	05	7.581	H
2019-12-14	06	8.116	H
2019-12-14	07	9.124	R
2019-12-14	08	8.265	H
2019-12-14	09	8.299	H
2019-12-14	10	8.514	H
2019-12-14	11	8.366	R
2019-12-14	12	8.896	R
2019-12-14	13	8.63	H
2019-12-14	14	9.654	R
2019-12-14	15	9.027	H
2019-12-14	16	9.143	H
2019-12-14	17	9.34	H
2019-12-14	18	9.62	H
2019-12-14	19	9.948	H
2019-12-14	20	10.096	H
2019-12-14	21	10.292	H
2019-12-14	22	10.569	H
2019-12-14	23	10.764	H
2019-12-15	00	10.586	H
2019-12-15	01	10.341	H
2019-12-15	02	10.602	H
2019-12-15	03	11.139	H
2019-12-15	04	11.496	H
2019-12-15	05	11.835	H
2019-12-15	06	12.078	H
2019-12-15	07	12.32	H
2019-12-15	08	12.626	H
2019-12-15	09	12.883	H
2019-12-15	10	13.125	H
2019-12-15	11	12.683	R
2019-12-15	12	12.532	R
2019-12-15	13	13.285	H
2019-12-15	14	13.076	H
2019-12-15	15	12.931	H
2019-12-15	16	12.69	H
2019-12-15	17	12.417	H
2019-12-15	18	12.078	H
2019-12-15	19	11.787	H
2019-12-15	20	11.512	H
2019-12-15	21	11.317	H
2019-12-15	22	11.123	H
2019-12-15	23	10.879	H
2019-12-16	00	9.351	R
2019-12-16	01	10.7	H
2019-12-16	02	9.275	R
2019-12-16	03	10.79	R
2019-12-16	04	10.032	R
2019-12-16	05	9.805	R
2019-12-16	06	9.351	R
2019-12-16	07	10.275	H
2019-12-16	08	10.308	H
2019-12-16	09	10.411	R
2019-12-16	10	11.471	R
2019-12-16	11	12.077	R
2019-12-16	12	12.153	R
2019-12-16	13	11.85	R
2019-12-16	14	11.774	R
2019-12-16	15	11.471	R
2019-12-16	16	11.32	R
2019-12-16	17	11.738	H
2019-12-16	18	11.512	H
2019-12-16	19	11.155	H
2019-12-16	20	10.765	H
2019-12-16	21	10.439	H
2019-12-16	22	10.046	H
2019-12-16	23	9.653	H
2019-12-17	00	9.324	H
2019-12-17	01	9.077	H
2019-12-17	02	8.812	H
2019-12-17	03	8.697	H
2019-12-17	04	8.581	H
2019-12-17	05	8.349	H
2019-12-17	06	7.306	R
2019-12-17	07	7.912	R
2019-12-17	08	8.182	H
2019-12-17	09	8.063	R
2019-12-17	10	8.332	H
2019-12-17	11	12.077	R
2019-12-17	12	12.153	R
2019-12-17	13	13.289	R
2019-12-17	14	13.592	R
2019-12-17	15	11.236	H
2019-12-17	16	11.269	H
