"id","date_time","temp","lux"
37,2020-11-30 00:00:00,-0.102,0
38,2020-11-30 00:10:00,0.232,0
39,2020-11-30 00:20:00,0.232,0
40,2020-11-30 00:30:00,0.232,0
41,2020-11-30 00:40:00,0.343,0
42,2020-11-30 00:50:00,0.343,0
43,2020-11-30 01:00:00,0.232,0
44,2020-11-30 01:10:00,0.232,0
45,2020-11-30 01:20:00,0.343,0
46,2020-11-30 01:30:00,0.563,0
47,2020-11-30 01:40:00,0.563,0
48,2020-11-30 01:50:00,0.563,0
49,2020-11-30 02:00:00,0.232,0
50,2020-11-30 02:10:00,0.01,0
51,2020-11-30 02:20:00,-0.102,0
52,2020-11-30 02:30:00,-0.437,0
53,2020-11-30 02:40:00,-0.662,0
54,2020-11-30 02:50:00,-0.325,0
55,2020-11-30 03:00:00,-0.774,0
56,2020-11-30 03:10:00,-0.549,0
57,2020-11-30 03:20:00,-0.437,0
58,2020-11-30 03:30:00,-1.228,0
59,2020-11-30 03:40:00,-1.456,0
60,2020-11-30 03:50:00,-1.456,0
61,2020-11-30 04:00:00,-1.228,0
62,2020-11-30 04:10:00,-1.228,0
63,2020-11-30 04:20:00,-1.001,0
64,2020-11-30 04:30:00,-1.228,0
65,2020-11-30 04:40:00,-1.228,0
66,2020-11-30 04:50:00,-0.887,0
67,2020-11-30 05:00:00,-1.114,0
68,2020-11-30 05:10:00,-0.774,0
69,2020-11-30 05:20:00,-0.774,0
70,2020-11-30 05:30:00,-0.662,0
71,2020-11-30 05:40:00,-0.887,0
72,2020-11-30 05:50:00,-0.887,0
73,2020-11-30 06:00:00,-1.001,0
74,2020-11-30 06:10:00,-1.001,0
75,2020-11-30 06:20:00,-1.114,0
76,2020-11-30 06:30:00,-1.114,0
77,2020-11-30 06:40:00,-1.228,0
78,2020-11-30 06:50:00,-1.456,0
79,2020-11-30 07:00:00,-1.57,0
80,2020-11-30 07:10:00,-1.341,0
81,2020-11-30 07:20:00,0.674,0
82,2020-11-30 07:30:00,-0.774,0
83,2020-11-30 07:40:00,-0.887,0
84,2020-11-30 07:50:00,5.037,10.8
85,2020-11-30 08:00:00,-0.325,43.1
86,2020-11-30 08:10:00,-1.114,129.2
87,2020-11-30 08:20:00,-1.341,290.6
88,2020-11-30 08:30:00,-1.001,505.9
89,2020-11-30 08:40:00,-0.774,882.6
90,2020-11-30 08:50:00,-0.662,1054.9
91,2020-11-30 09:00:00,-0.662,1184
92,2020-11-30 09:10:00,-0.437,1162.5
93,2020-11-30 09:20:00,-0.549,1722.2
94,2020-11-30 09:30:00,-0.662,2152.8
95,2020-11-30 09:40:00,-0.549,1636.1
96,2020-11-30 09:50:00,-0.549,1463.9
97,2020-11-30 10:00:00,-0.213,3444.5
98,2020-11-30 10:10:00,0.453,4305.6
99,2020-11-30 10:20:00,0.674,4822.3
100,2020-11-30 10:30:00,0.674,5338.9
101,2020-11-30 10:40:00,1.112,5166.7
102,2020-11-30 10:50:00,1.764,5511.1
103,2020-11-30 11:00:00,2.303,6544.5
104,2020-11-30 11:10:00,2.73,7577.8
105,2020-11-30 11:20:00,3.155,8266.7
106,2020-11-30 11:30:00,3.261,8611.2
107,2020-11-30 11:40:00,3.578,7233.4
108,2020-11-30 11:50:00,4.415,6200
109,2020-11-30 12:00:00,4.623,10677.8
110,2020-11-30 12:10:00,4.623,10677.8
111,2020-11-30 12:20:00,4.831,11022.3
112,2020-11-30 12:30:00,5.347,11711.2
113,2020-11-30 12:40:00,5.244,11022.3
114,2020-11-30 12:50:00,5.037,11022.3
