"Plot Title: 10349993"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10349993, SEN S/N: 10349993, LBL: temp)","Coupler Detached (LGR S/N: 10349993)","Bad Battery (LGR S/N: 10349993)","Coupler Attached (LGR S/N: 10349993)","Host Connected (LGR S/N: 10349993)","Stopped (LGR S/N: 10349993)","End Of File (LGR S/N: 10349993)"
1,10/29/2025 10:22:16 AM,27.075,,,,,,
2,10/29/2025 10:22:39 AM,,Logged,,,,,
3,10/29/2025 10:32:16 AM,24.641,,,,,,
4,10/29/2025 10:42:16 AM,15.569,,,,,,
5,10/29/2025 10:52:16 AM,15.664,,,,,,
6,10/29/2025 11:02:16 AM,16.046,,,,,,
7,10/29/2025 11:12:16 AM,16.427,,,,,,
8,10/29/2025 11:22:16 AM,16.237,,,,,,
9,10/29/2025 11:32:16 AM,10.846,,,,,,
10,10/29/2025 11:42:16 AM,6.775,,,,,,
11,10/29/2025 11:52:16 AM,4.934,,,,,,
12,10/29/2025 12:02:16 PM,4.311,,,,,,
13,10/29/2025 12:12:16 PM,4.415,,,,,,
14,10/29/2025 12:22:16 PM,8.182,,,,,,
15,10/29/2025 12:32:16 PM,10.455,,,,,,
16,10/29/2025 12:42:16 PM,11.916,,,,,,
17,10/29/2025 12:52:16 PM,17.094,,,,,,
18,10/29/2025 01:02:16 PM,21.187,,,,,,
19,10/29/2025 01:12:16 PM,22.046,,,,,,
20,10/29/2025 01:22:16 PM,23.196,,,,,,
21,10/29/2025 01:32:16 PM,24.351,,,,,,
22,10/29/2025 01:42:16 PM,24.931,,,,,,
23,10/29/2025 01:52:16 PM,25.125,,,,,,
24,10/29/2025 02:02:16 PM,22.429,,,,,,
25,10/29/2025 02:12:16 PM,23.581,,,,,,
26,10/29/2025 02:22:16 PM,25.610,,,,,,
27,10/29/2025 02:32:16 PM,26.977,,,,,,
28,10/29/2025 02:42:16 PM,27.370,,,,,,
29,10/29/2025 02:52:16 PM,27.567,,,,,,
30,10/29/2025 03:02:16 PM,27.567,,,,,,
31,10/29/2025 03:12:16 PM,27.468,,,,,,
32,10/29/2025 03:22:16 PM,27.468,,,,,,
33,10/29/2025 03:32:16 PM,27.075,,,,,,
34,10/29/2025 03:42:16 PM,26.488,,,,,,
35,10/29/2025 03:52:16 PM,25.805,,,,,,
36,10/29/2025 04:02:16 PM,20.424,,,,,,
37,10/29/2025 04:12:16 PM,15.951,,,,,,
38,10/29/2025 04:22:16 PM,15.187,,,,,,
39,10/29/2025 04:32:16 PM,14.517,,,,,,
40,10/29/2025 04:42:16 PM,14.134,,,,,,
