"Plot Title: 10347334"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347334, SEN S/N: 10347334)","Bad Battery (LGR S/N: 10347334)","Coupler Attached (LGR S/N: 10347334)","Host Connected (LGR S/N: 10347334)","Stopped (LGR S/N: 10347334)","End Of File (LGR S/N: 10347334)"
3412,11/15/23 02:30:00 PM,12.013,,,,,
3413,11/15/23 02:40:00 PM,11.528,,,,,
3414,11/15/23 02:50:00 PM,11.528,,,,,
3415,11/15/23 03:00:00 PM,11.722,,,,,
3416,11/15/23 03:10:00 PM,11.819,,,,,
3417,11/15/23 03:20:00 PM,11.722,,,,,
3418,11/15/23 03:30:00 PM,11.528,,,,,
3419,11/15/23 03:40:00 PM,11.528,,,,,
3420,11/15/23 03:50:00 PM,11.625,,,,,
3421,11/15/23 04:00:00 PM,11.625,,,,,
3422,11/15/23 04:10:00 PM,11.528,,,,,
3423,11/15/23 04:20:00 PM,11.431,,,,,
3424,11/15/23 04:30:00 PM,11.334,,,,,
3425,11/15/23 04:40:00 PM,11.139,,,,,
3426,11/15/23 04:50:00 PM,11.041,,,,,
3427,11/15/23 05:00:00 PM,10.846,,,,,
3428,11/15/23 05:10:00 PM,10.748,,,,,
3429,11/15/23 05:20:00 PM,10.748,,,,,
3430,11/15/23 05:30:00 PM,10.063,,,,,
3431,11/15/23 05:40:00 PM,9.768,,,,,
3432,11/15/23 05:50:00 PM,9.866,,,,,
3433,11/15/23 06:00:00 PM,9.965,,,,,
3434,11/15/23 06:10:00 PM,10.063,,,,,
3435,11/15/23 06:20:00 PM,10.161,,,,,
3436,11/15/23 06:30:00 PM,10.161,,,,,
3437,11/15/23 06:40:00 PM,10.063,,,,,
3438,11/15/23 06:50:00 PM,10.259,,,,,
3439,11/15/23 07:00:00 PM,10.259,,,,,
3440,11/15/23 07:10:00 PM,10.455,,,,,
3441,11/15/23 07:20:00 PM,10.259,,,,,
3442,11/15/23 07:30:00 PM,10.063,,,,,
3443,11/15/23 07:40:00 PM,9.965,,,,,
3444,11/15/23 07:50:00 PM,10.063,,,,,
3445,11/15/23 08:00:00 PM,9.965,,,,,
3446,11/15/23 08:10:00 PM,10.161,,,,,
3447,11/15/23 08:20:00 PM,10.259,,,,,
3448,11/15/23 08:30:00 PM,10.259,,,,,
3449,11/15/23 08:40:00 PM,10.259,,,,,
3450,11/15/23 08:50:00 PM,10.161,,,,,
3451,11/15/23 09:00:00 PM,10.063,,,,,
3452,11/15/23 09:10:00 PM,10.161,,,,,
3453,11/15/23 09:20:00 PM,10.161,,,,,
3454,11/15/23 09:30:00 PM,10.161,,,,,
3455,11/15/23 09:40:00 PM,10.161,,,,,
3456,11/15/23 09:50:00 PM,10.161,,,,,
3457,11/15/23 10:00:00 PM,10.259,,,,,
3458,11/15/23 10:10:00 PM,10.259,,,,,
3459,11/15/23 10:20:00 PM,10.161,,,,,
3460,11/15/23 10:30:00 PM,10.063,,,,,
3461,11/15/23 10:40:00 PM,9.965,,,,,
3462,11/15/23 10:50:00 PM,9.866,,,,,
3463,11/15/23 11:00:00 PM,9.866,,,,,
3464,11/15/23 11:10:00 PM,9.768,,,,,
3465,11/15/23 11:20:00 PM,9.768,,,,,
3466,11/15/23 11:30:00 PM,9.669,,,,,
3467,11/15/23 11:40:00 PM,9.669,,,,,
3468,11/15/23 11:50:00 PM,9.669,,,,,
3469,11/16/23 12:00:00 AM,9.669,,,,,
3470,11/16/23 12:10:00 AM,9.571,,,,,
3471,11/16/23 12:20:00 AM,9.571,,,,,
3472,11/16/23 12:30:00 AM,9.571,,,,,
3473,11/16/23 12:40:00 AM,9.571,,,,,
3474,11/16/23 12:50:00 AM,9.472,,,,,
3475,11/16/23 01:00:00 AM,9.571,,,,,
3476,11/16/23 01:10:00 AM,9.571,,,,,
3477,11/16/23 01:20:00 AM,9.768,,,,,
3478,11/16/23 01:30:00 AM,9.866,,,,,
3479,11/16/23 01:40:00 AM,9.768,,,,,
3480,11/16/23 01:50:00 AM,9.866,,,,,
3481,11/16/23 02:00:00 AM,9.866,,,,,
3482,11/16/23 02:10:00 AM,9.965,,,,,
3483,11/16/23 02:20:00 AM,9.866,,,,,
3484,11/16/23 02:30:00 AM,9.669,,,,,
3485,11/16/23 02:40:00 AM,9.472,,,,,
3486,11/16/23 02:50:00 AM,9.472,,,,,
3487,11/16/23 03:00:00 AM,9.373,,,,,
3488,11/16/23 03:10:00 AM,9.176,,,,,
3489,11/16/23 03:20:00 AM,8.779,,,,,
3490,11/16/23 03:30:00 AM,8.182,,,,,
3491,11/16/23 03:40:00 AM,7.782,,,,,
3492,11/16/23 03:50:00 AM,7.582,,,,,
3493,11/16/23 04:00:00 AM,7.481,,,,,
3494,11/16/23 04:10:00 AM,7.280,,,,,
3495,11/16/23 04:20:00 AM,7.179,,,,,
3496,11/16/23 04:30:00 AM,7.079,,,,,
3497,11/16/23 04:40:00 AM,7.079,,,,,
3498,11/16/23 04:50:00 AM,7.079,,,,,
3499,11/16/23 05:00:00 AM,7.079,,,,,
3500,11/16/23 05:10:00 AM,7.179,,,,,
3501,11/16/23 05:20:00 AM,7.179,,,,,
3502,11/16/23 05:30:00 AM,7.280,,,,,
3503,11/16/23 05:40:00 AM,7.280,,,,,
3504,11/16/23 05:50:00 AM,7.381,,,,,
3505,11/16/23 06:00:00 AM,7.280,,,,,
3506,11/16/23 06:10:00 AM,7.280,,,,,
3507,11/16/23 06:20:00 AM,7.079,,,,,
3508,11/16/23 06:30:00 AM,7.179,,,,,
3509,11/16/23 06:40:00 AM,7.079,,,,,
3510,11/16/23 06:50:00 AM,6.877,,,,,
3511,11/16/23 07:00:00 AM,6.674,,,,,
3512,11/16/23 07:10:00 AM,6.573,,,,,
3513,11/16/23 07:20:00 AM,6.471,,,,,
3514,11/16/23 07:30:00 AM,6.370,,,,,
3515,11/16/23 07:40:00 AM,6.268,,,,,
3516,11/16/23 07:50:00 AM,6.268,,,,,
3517,11/16/23 08:00:00 AM,6.370,,,,,
3518,11/16/23 08:10:00 AM,6.471,,,,,
3519,11/16/23 08:20:00 AM,6.471,,,,,
3520,11/16/23 08:30:00 AM,6.573,,,,,
3521,11/16/23 08:40:00 AM,6.775,,,,,
3522,11/16/23 08:50:00 AM,6.978,,,,,
3523,11/16/23 09:00:00 AM,7.179,,,,,
3524,11/16/23 09:10:00 AM,7.280,,,,,
3525,11/16/23 09:20:00 AM,7.381,,,,,
3526,11/16/23 09:30:00 AM,7.582,,,,,
3527,11/16/23 09:40:00 AM,7.682,,,,,
3528,11/16/23 09:50:00 AM,7.882,,,,,
3529,11/16/23 10:00:00 AM,8.182,,,,,
3530,11/16/23 10:10:00 AM,8.382,,,,,
3531,11/16/23 10:20:00 AM,8.581,,,,,
3532,11/16/23 10:30:00 AM,8.581,,,,,
3533,11/16/23 10:40:00 AM,8.581,,,,,
3534,11/16/23 10:50:00 AM,8.680,,,,,
3535,11/16/23 11:00:00 AM,8.581,,,,,
3536,11/16/23 11:10:00 AM,8.879,,,,,
3537,11/16/23 11:20:00 AM,9.275,,,,,
3538,11/16/23 11:30:00 AM,9.571,,,,,
3539,11/16/23 11:40:00 AM,10.651,,,,,
3540,11/16/23 11:50:00 AM,11.528,,,,,
3541,11/16/23 12:00:00 PM,12.207,,,,,
3542,11/16/23 12:10:00 PM,12.401,,,,,
3543,11/16/23 12:20:00 PM,12.110,,,,,
3544,11/16/23 12:30:00 PM,11.916,,,,,
3545,11/16/23 12:40:00 PM,11.819,,,,,
3546,11/16/23 12:50:00 PM,11.722,,,,,
3547,11/16/23 01:00:00 PM,11.528,,,,,
3548,11/16/23 01:10:00 PM,11.139,,,,,
3549,11/16/23 01:20:00 PM,10.259,,,,,
3550,11/16/23 01:30:00 PM,9.669,,,,,
3551,11/16/23 01:40:00 PM,9.176,,,,,
3552,11/16/23 01:50:00 PM,8.978,,,,,
3553,11/16/23 02:00:00 PM,8.879,,,,,
3554,11/16/23 02:10:00 PM,9.077,,,,,
3555,11/16/23 02:20:00 PM,9.176,,,,,
3556,11/16/23 02:30:00 PM,8.978,,,,,
3557,11/16/23 02:40:00 PM,8.779,,,,,
3558,11/16/23 02:50:00 PM,8.581,,,,,
3559,11/16/23 03:00:00 PM,8.581,,,,,
3560,11/16/23 03:10:00 PM,8.680,,,,,
3561,11/16/23 03:20:00 PM,8.680,,,,,
3562,11/16/23 03:30:00 PM,8.779,,,,,
3563,11/16/23 03:40:00 PM,8.779,,,,,
3564,11/16/23 03:50:00 PM,8.779,,,,,
3565,11/16/23 04:00:00 PM,8.779,,,,,
3566,11/16/23 04:10:00 PM,8.779,,,,,
3567,11/16/23 04:20:00 PM,8.879,,,,,
3568,11/16/23 04:30:00 PM,8.879,,,,,
3569,11/16/23 04:40:00 PM,8.879,,,,,
3570,11/16/23 04:50:00 PM,8.879,,,,,
3571,11/16/23 05:00:00 PM,8.879,,,,,
3572,11/16/23 05:10:00 PM,8.779,,,,,
3573,11/16/23 05:20:00 PM,8.879,,,,,
3574,11/16/23 05:30:00 PM,9.373,,,,,
3575,11/16/23 05:40:00 PM,9.373,,,,,
3576,11/16/23 05:50:00 PM,9.965,,,,,
3577,11/16/23 06:00:00 PM,10.259,,,,,
3578,11/16/23 06:10:00 PM,10.357,,,,,
3579,11/16/23 06:20:00 PM,10.553,,,,,
3580,11/16/23 06:30:00 PM,10.748,,,,,
3581,11/16/23 06:40:00 PM,10.846,,,,,
3582,11/16/23 06:50:00 PM,10.944,,,,,
3583,11/16/23 07:00:00 PM,11.041,,,,,
3584,11/16/23 07:10:00 PM,11.041,,,,,
3585,11/16/23 07:20:00 PM,11.139,,,,,
3586,11/16/23 07:30:00 PM,11.139,,,,,
3587,11/16/23 07:40:00 PM,11.139,,,,,
3588,11/16/23 07:50:00 PM,11.236,,,,,
3589,11/16/23 08:00:00 PM,11.334,,,,,
3590,11/16/23 08:10:00 PM,11.334,,,,,
3591,11/16/23 08:20:00 PM,11.334,,,,,
3592,11/16/23 08:30:00 PM,11.334,,,,,
3593,11/16/23 08:40:00 PM,11.236,,,,,
3594,11/16/23 08:50:00 PM,11.139,,,,,
3595,11/16/23 09:00:00 PM,10.944,,,,,
3596,11/16/23 09:10:00 PM,10.944,,,,,
3597,11/16/23 09:20:00 PM,11.041,,,,,
3598,11/16/23 09:30:00 PM,11.139,,,,,
3599,11/16/23 09:40:00 PM,11.139,,,,,
3600,11/16/23 09:50:00 PM,11.236,,,,,
3601,11/16/23 10:00:00 PM,11.236,,,,,
3602,11/16/23 10:10:00 PM,10.846,,,,,
3603,11/16/23 10:20:00 PM,10.651,,,,,
3604,11/16/23 10:30:00 PM,10.553,,,,,
3605,11/16/23 10:40:00 PM,10.357,,,,,
3606,11/16/23 10:50:00 PM,10.259,,,,,
3607,11/16/23 11:00:00 PM,10.063,,,,,
3608,11/16/23 11:10:00 PM,9.866,,,,,
3609,11/16/23 11:20:00 PM,9.965,,,,,
3610,11/16/23 11:30:00 PM,10.161,,,,,
3611,11/16/23 11:40:00 PM,10.259,,,,,
3612,11/16/23 11:50:00 PM,10.161,,,,,
3613,11/17/23 12:00:00 AM,8.581,,,,,
3614,11/17/23 12:10:00 AM,7.682,,,,,
3615,11/17/23 12:20:00 AM,7.280,,,,,
3616,11/17/23 12:30:00 AM,7.079,,,,,
3617,11/17/23 12:40:00 AM,6.877,,,,,
3618,11/17/23 12:50:00 AM,6.775,,,,,
3619,11/17/23 01:00:00 AM,6.775,,,,,
3620,11/17/23 01:10:00 AM,6.775,,,,,
3621,11/17/23 01:20:00 AM,6.674,,,,,
3622,11/17/23 01:30:00 AM,6.674,,,,,
3623,11/17/23 01:40:00 AM,6.674,,,,,
3624,11/17/23 01:50:00 AM,6.674,,,,,
3625,11/17/23 02:00:00 AM,6.573,,,,,
3626,11/17/23 02:10:00 AM,6.573,,,,,
3627,11/17/23 02:20:00 AM,6.370,,,,,
3628,11/17/23 02:30:00 AM,6.471,,,,,
3629,11/17/23 02:40:00 AM,6.471,,,,,
3630,11/17/23 02:50:00 AM,6.471,,,,,
3631,11/17/23 03:00:00 AM,6.370,,,,,
3632,11/17/23 03:10:00 AM,6.471,,,,,
3633,11/17/23 03:20:00 AM,6.573,,,,,
3634,11/17/23 03:30:00 AM,6.573,,,,,
3635,11/17/23 03:40:00 AM,6.573,,,,,
3636,11/17/23 03:50:00 AM,6.674,,,,,
3637,11/17/23 04:00:00 AM,6.674,,,,,
3638,11/17/23 04:10:00 AM,6.674,,,,,
3639,11/17/23 04:20:00 AM,6.674,,,,,
3640,11/17/23 04:30:00 AM,6.674,,,,,
3641,11/17/23 04:40:00 AM,6.573,,,,,
3642,11/17/23 04:50:00 AM,6.573,,,,,
3643,11/17/23 05:00:00 AM,6.471,,,,,
3644,11/17/23 05:10:00 AM,6.370,,,,,
3645,11/17/23 05:20:00 AM,6.268,,,,,
3646,11/17/23 05:30:00 AM,6.268,,,,,
3647,11/17/23 05:40:00 AM,5.962,,,,,
3648,11/17/23 05:50:00 AM,5.962,,,,,
3649,11/17/23 06:00:00 AM,5.860,,,,,
3650,11/17/23 06:10:00 AM,5.860,,,,,
3651,11/17/23 06:20:00 AM,5.860,,,,,
3652,11/17/23 06:30:00 AM,5.962,,,,,
3653,11/17/23 06:40:00 AM,6.064,,,,,
3654,11/17/23 06:50:00 AM,5.962,,,,,
3655,11/17/23 07:00:00 AM,5.962,,,,,
3656,11/17/23 07:10:00 AM,5.860,,,,,
3657,11/17/23 07:20:00 AM,5.757,,,,,
3658,11/17/23 07:30:00 AM,5.860,,,,,
3659,11/17/23 07:40:00 AM,5.860,,,,,
3660,11/17/23 07:50:00 AM,5.962,,,,,
3661,11/17/23 08:00:00 AM,5.860,,,,,
3662,11/17/23 08:10:00 AM,5.860,,,,,
3663,11/17/23 08:20:00 AM,5.962,,,,,
3664,11/17/23 08:30:00 AM,5.962,,,,,
3665,11/17/23 08:40:00 AM,5.962,,,,,
3666,11/17/23 08:50:00 AM,5.962,,,,,
3667,11/17/23 09:00:00 AM,6.064,,,,,
3668,11/17/23 09:10:00 AM,6.064,,,,,
3669,11/17/23 09:20:00 AM,6.064,,,,,
3670,11/17/23 09:30:00 AM,6.268,,,,,
3671,11/17/23 09:40:00 AM,6.471,,,,,
3672,11/17/23 09:50:00 AM,6.370,,,,,
3673,11/17/23 10:00:00 AM,6.370,,,,,
3674,11/17/23 10:10:00 AM,6.268,,,,,
3675,11/17/23 10:20:00 AM,6.166,,,,,
3676,11/17/23 10:30:00 AM,6.166,,,,,
3677,11/17/23 10:40:00 AM,6.370,,,,,
3678,11/17/23 10:50:00 AM,6.674,,,,,
3679,11/17/23 11:00:00 AM,6.674,,,,,
3680,11/17/23 11:10:00 AM,6.674,,,,,
3681,11/17/23 11:20:00 AM,6.775,,,,,
3682,11/17/23 11:30:00 AM,6.877,,,,,
3683,11/17/23 11:40:00 AM,6.877,,,,,
3684,11/17/23 11:50:00 AM,6.978,,,,,
3685,11/17/23 12:00:00 PM,6.877,,,,,
3686,11/17/23 12:10:00 PM,6.877,,,,,
3687,11/17/23 12:20:00 PM,6.978,,,,,
3688,11/17/23 12:30:00 PM,7.280,,,,,
3689,11/17/23 12:40:00 PM,7.582,,,,,
3690,11/17/23 12:50:00 PM,7.582,,,,,
3691,11/17/23 01:00:00 PM,7.481,,,,,
3692,11/17/23 01:10:00 PM,7.582,,,,,
3693,11/17/23 01:20:00 PM,7.682,,,,,
3694,11/17/23 01:30:00 PM,7.481,,,,,
3695,11/17/23 01:40:00 PM,7.179,,,,,
3696,11/17/23 01:50:00 PM,7.179,,,,,
3697,11/17/23 02:00:00 PM,7.280,,,,,
3698,11/17/23 02:10:00 PM,7.280,,,,,
3699,11/17/23 02:20:00 PM,7.381,,,,,
3700,11/17/23 02:30:00 PM,7.381,,,,,
3701,11/17/23 02:40:00 PM,7.481,,,,,
3702,11/17/23 02:50:00 PM,7.481,,,,,
3703,11/17/23 03:00:00 PM,7.481,,,,,
3704,11/17/23 03:10:00 PM,7.582,,,,,
3705,11/17/23 03:20:00 PM,7.481,,,,,
3706,11/17/23 03:30:00 PM,7.481,,,,,
3707,11/17/23 03:40:00 PM,7.481,,,,,
3708,11/17/23 03:50:00 PM,7.381,,,,,
3709,11/17/23 04:00:00 PM,7.179,,,,,
3710,11/17/23 04:10:00 PM,7.079,,,,,
3711,11/17/23 04:20:00 PM,6.978,,,,,
3712,11/17/23 04:30:00 PM,6.978,,,,,
3713,11/17/23 04:40:00 PM,6.877,,,,,
3714,11/17/23 04:50:00 PM,6.877,,,,,
3715,11/17/23 05:00:00 PM,6.877,,,,,
3716,11/17/23 05:10:00 PM,6.877,,,,,
3717,11/17/23 05:20:00 PM,6.877,,,,,
3718,11/17/23 05:30:00 PM,6.877,,,,,
3719,11/17/23 05:40:00 PM,6.877,,,,,
3720,11/17/23 05:50:00 PM,6.877,,,,,
3721,11/17/23 06:00:00 PM,6.877,,,,,
3722,11/17/23 06:10:00 PM,6.877,,,,,
3723,11/17/23 06:20:00 PM,6.877,,,,,
3724,11/17/23 06:30:00 PM,6.775,,,,,
3725,11/17/23 06:40:00 PM,6.471,,,,,
3726,11/17/23 06:50:00 PM,6.471,,,,,
3727,11/17/23 07:00:00 PM,6.471,,,,,
3728,11/17/23 07:10:00 PM,6.471,,,,,
3729,11/17/23 07:20:00 PM,6.268,,,,,
3730,11/17/23 07:30:00 PM,6.166,,,,,
3731,11/17/23 07:40:00 PM,6.166,,,,,
3732,11/17/23 07:50:00 PM,6.166,,,,,
3733,11/17/23 08:00:00 PM,6.166,,,,,
3734,11/17/23 08:10:00 PM,6.064,,,,,
3735,11/17/23 08:20:00 PM,6.064,,,,,
3736,11/17/23 08:30:00 PM,6.064,,,,,
3737,11/17/23 08:40:00 PM,6.064,,,,,
3738,11/17/23 08:50:00 PM,6.064,,,,,
3739,11/17/23 09:00:00 PM,6.064,,,,,
3740,11/17/23 09:10:00 PM,6.064,,,,,
3741,11/17/23 09:20:00 PM,6.064,,,,,
3742,11/17/23 09:30:00 PM,6.064,,,,,
3743,11/17/23 09:40:00 PM,6.064,,,,,
3744,11/17/23 09:50:00 PM,5.962,,,,,
3745,11/17/23 10:00:00 PM,6.064,,,,,
3746,11/17/23 10:10:00 PM,5.962,,,,,
3747,11/17/23 10:20:00 PM,5.860,,,,,
3748,11/17/23 10:30:00 PM,5.860,,,,,
3749,11/17/23 10:40:00 PM,5.860,,,,,
3750,11/17/23 10:50:00 PM,5.860,,,,,
3751,11/17/23 11:00:00 PM,5.860,,,,,
3752,11/17/23 11:10:00 PM,5.757,,,,,
3753,11/17/23 11:20:00 PM,5.757,,,,,
3754,11/17/23 11:30:00 PM,5.655,,,,,
3755,11/17/23 11:40:00 PM,5.655,,,,,
3756,11/17/23 11:50:00 PM,5.655,,,,,
3757,11/18/23 12:00:00 AM,5.552,,,,,
3758,11/18/23 12:10:00 AM,5.552,,,,,
3759,11/18/23 12:20:00 AM,5.552,,,,,
3760,11/18/23 12:30:00 AM,5.347,,,,,
3761,11/18/23 12:40:00 AM,5.141,,,,,
3762,11/18/23 12:50:00 AM,4.934,,,,,
3763,11/18/23 01:00:00 AM,4.727,,,,,
3764,11/18/23 01:10:00 AM,4.623,,,,,
3765,11/18/23 01:20:00 AM,4.311,,,,,
3766,11/18/23 01:30:00 AM,4.102,,,,,
3767,11/18/23 01:40:00 AM,4.102,,,,,
3768,11/18/23 01:50:00 AM,3.998,,,,,
3769,11/18/23 02:00:00 AM,3.998,,,,,
3770,11/18/23 02:10:00 AM,3.998,,,,,
3771,11/18/23 02:20:00 AM,3.893,,,,,
3772,11/18/23 02:30:00 AM,3.893,,,,,
3773,11/18/23 02:40:00 AM,4.102,,,,,
3774,11/18/23 02:50:00 AM,3.788,,,,,
3775,11/18/23 03:00:00 AM,3.683,,,,,
3776,11/18/23 03:10:00 AM,3.683,,,,,
3777,11/18/23 03:20:00 AM,3.578,,,,,
3778,11/18/23 03:30:00 AM,3.472,,,,,
3779,11/18/23 03:40:00 AM,3.367,,,,,
3780,11/18/23 03:50:00 AM,3.367,,,,,
3781,11/18/23 04:00:00 AM,3.155,,,,,
3782,11/18/23 04:10:00 AM,3.049,,,,,
3783,11/18/23 04:20:00 AM,3.155,,,,,
3784,11/18/23 04:30:00 AM,3.155,,,,,
3785,11/18/23 04:40:00 AM,3.049,,,,,
3786,11/18/23 04:50:00 AM,3.261,,,,,
3787,11/18/23 05:00:00 AM,3.155,,,,,
3788,11/18/23 05:10:00 AM,2.943,,,,,
3789,11/18/23 05:20:00 AM,2.943,,,,,
3790,11/18/23 05:30:00 AM,2.943,,,,,
3791,11/18/23 05:40:00 AM,2.943,,,,,
3792,11/18/23 05:50:00 AM,2.943,,,,,
3793,11/18/23 06:00:00 AM,3.049,,,,,
3794,11/18/23 06:10:00 AM,2.943,,,,,
3795,11/18/23 06:20:00 AM,2.943,,,,,
3796,11/18/23 06:30:00 AM,3.049,,,,,
3797,11/18/23 06:40:00 AM,3.261,,,,,
3798,11/18/23 06:50:00 AM,3.472,,,,,
3799,11/18/23 07:00:00 AM,3.472,,,,,
3800,11/18/23 07:10:00 AM,3.367,,,,,
3801,11/18/23 07:20:00 AM,3.472,,,,,
3802,11/18/23 07:30:00 AM,3.472,,,,,
3803,11/18/23 07:40:00 AM,3.367,,,,,
3804,11/18/23 07:50:00 AM,3.578,,,,,
3805,11/18/23 08:00:00 AM,3.683,,,,,
3806,11/18/23 08:10:00 AM,3.788,,,,,
3807,11/18/23 08:20:00 AM,4.102,,,,,
3808,11/18/23 08:30:00 AM,4.207,,,,,
3809,11/18/23 08:40:00 AM,4.415,,,,,
3810,11/18/23 08:50:00 AM,4.519,,,,,
3811,11/18/23 09:00:00 AM,4.727,,,,,
3812,11/18/23 09:10:00 AM,5.037,,,,,
3813,11/18/23 09:20:00 AM,5.244,,,,,
3814,11/18/23 09:30:00 AM,5.552,,,,,
3815,11/18/23 09:40:00 AM,5.757,,,,,
3816,11/18/23 09:50:00 AM,6.064,,,,,
3817,11/18/23 10:00:00 AM,6.268,,,,,
3818,11/18/23 10:10:00 AM,6.370,,,,,
3819,11/18/23 10:20:00 AM,6.674,,,,,
3820,11/18/23 10:30:00 AM,6.877,,,,,
3821,11/18/23 10:40:00 AM,7.079,,,,,
3822,11/18/23 10:50:00 AM,6.978,,,,,
3823,11/18/23 11:00:00 AM,7.179,,,,,
3824,11/18/23 11:10:00 AM,7.381,,,,,
3825,11/18/23 11:20:00 AM,7.481,,,,,
3826,11/18/23 11:30:00 AM,7.582,,,,,
3827,11/18/23 11:40:00 AM,7.682,,,,,
3828,11/18/23 11:50:00 AM,7.782,,,,,
3829,11/18/23 12:00:00 PM,7.782,,,,,
3830,11/18/23 12:10:00 PM,7.782,,,,,
3831,11/18/23 12:20:00 PM,7.782,,,,,
3832,11/18/23 12:30:00 PM,7.782,,,,,
3833,11/18/23 12:40:00 PM,7.682,,,,,
3834,11/18/23 12:50:00 PM,7.582,,,,,
3835,11/18/23 01:00:00 PM,7.582,,,,,
3836,11/18/23 01:10:00 PM,7.582,,,,,
3837,11/18/23 01:20:00 PM,7.582,,,,,
3838,11/18/23 01:30:00 PM,7.582,,,,,
3839,11/18/23 01:40:00 PM,7.582,,,,,
3840,11/18/23 01:50:00 PM,7.782,,,,,
3841,11/18/23 02:00:00 PM,7.983,,,,,
3842,11/18/23 02:10:00 PM,8.082,,,,,
3843,11/18/23 02:20:00 PM,8.282,,,,,
3844,11/18/23 02:30:00 PM,8.382,,,,,
3845,11/18/23 02:40:00 PM,8.581,,,,,
3846,11/18/23 02:50:00 PM,8.680,,,,,
3847,11/18/23 03:00:00 PM,8.680,,,,,
3848,11/18/23 03:10:00 PM,8.779,,,,,
3849,11/18/23 03:20:00 PM,8.978,,,,,
3850,11/18/23 03:30:00 PM,9.077,,,,,
3851,11/18/23 03:40:00 PM,9.077,,,,,
3852,11/18/23 03:50:00 PM,8.978,,,,,
3853,11/18/23 04:00:00 PM,8.978,,,,,
3854,11/18/23 04:10:00 PM,8.879,,,,,
3855,11/18/23 04:20:00 PM,8.680,,,,,
3856,11/18/23 04:30:00 PM,8.680,,,,,
3857,11/18/23 04:40:00 PM,8.581,,,,,
3858,11/18/23 04:50:00 PM,8.481,,,,,
3859,11/18/23 05:00:00 PM,8.382,,,,,
3860,11/18/23 05:10:00 PM,8.282,,,,,
3861,11/18/23 05:20:00 PM,8.282,,,,,
3862,11/18/23 05:30:00 PM,8.182,,,,,
3863,11/18/23 05:40:00 PM,8.481,,,,,
3864,11/18/23 05:50:00 PM,8.879,,,,,
3865,11/18/23 06:00:00 PM,9.275,,,,,
3866,11/18/23 06:10:00 PM,9.571,,,,,
3867,11/18/23 06:20:00 PM,9.669,,,,,
3868,11/18/23 06:30:00 PM,9.768,,,,,
3869,11/18/23 06:40:00 PM,9.866,,,,,
3870,11/18/23 06:50:00 PM,9.669,,,,,
3871,11/18/23 07:00:00 PM,9.965,,,,,
3872,11/18/23 07:10:00 PM,10.357,,,,,
3873,11/18/23 07:20:00 PM,10.455,,,,,
3874,11/18/23 07:30:00 PM,10.259,,,,,
3875,11/18/23 07:40:00 PM,10.357,,,,,
3876,11/18/23 07:50:00 PM,10.455,,,,,
3877,11/18/23 08:00:00 PM,10.553,,,,,
3878,11/18/23 08:10:00 PM,10.357,,,,,
3879,11/18/23 08:20:00 PM,10.063,,,,,
3880,11/18/23 08:30:00 PM,9.669,,,,,
3881,11/18/23 08:40:00 PM,9.472,,,,,
3882,11/18/23 08:50:00 PM,9.373,,,,,
3883,11/18/23 09:00:00 PM,9.472,,,,,
3884,11/18/23 09:10:00 PM,9.571,,,,,
3885,11/18/23 09:20:00 PM,9.571,,,,,
3886,11/18/23 09:30:00 PM,9.669,,,,,
3887,11/18/23 09:40:00 PM,9.669,,,,,
3888,11/18/23 09:50:00 PM,9.669,,,,,
3889,11/18/23 10:00:00 PM,9.669,,,,,
3890,11/18/23 10:10:00 PM,9.866,,,,,
3891,11/18/23 10:20:00 PM,10.161,,,,,
3892,11/18/23 10:30:00 PM,10.357,,,,,
3893,11/18/23 10:40:00 PM,10.357,,,,,
3894,11/18/23 10:50:00 PM,10.357,,,,,
3895,11/18/23 11:00:00 PM,10.259,,,,,
3896,11/18/23 11:10:00 PM,10.357,,,,,
3897,11/18/23 11:20:00 PM,10.748,,,,,
3898,11/18/23 11:30:00 PM,10.846,,,,,
3899,11/18/23 11:40:00 PM,11.041,,,,,
3900,11/18/23 11:50:00 PM,10.846,,,,,
3901,11/19/23 12:00:00 AM,10.651,,,,,
3902,11/19/23 12:10:00 AM,10.553,,,,,
3903,11/19/23 12:20:00 AM,10.651,,,,,
3904,11/19/23 12:30:00 AM,10.748,,,,,
3905,11/19/23 12:40:00 AM,11.139,,,,,
3906,11/19/23 12:50:00 AM,11.625,,,,,
3907,11/19/23 01:00:00 AM,12.304,,,,,
3908,11/19/23 01:10:00 AM,12.594,,,,,
3909,11/19/23 01:20:00 AM,12.690,,,,,
3910,11/19/23 01:30:00 AM,12.787,,,,,
3911,11/19/23 01:40:00 AM,12.787,,,,,
3912,11/19/23 01:50:00 AM,12.787,,,,,
3913,11/19/23 02:00:00 AM,12.883,,,,,
3914,11/19/23 02:10:00 AM,12.980,,,,,
3915,11/19/23 02:20:00 AM,12.883,,,,,
3916,11/19/23 02:30:00 AM,13.173,,,,,
3917,11/19/23 02:40:00 AM,13.269,,,,,
3918,11/19/23 02:50:00 AM,13.365,,,,,
3919,11/19/23 03:00:00 AM,12.690,,,,,
3920,11/19/23 03:10:00 AM,11.431,,,,,
3921,11/19/23 03:20:00 AM,11.236,,,,,
3922,11/19/23 03:30:00 AM,11.041,,,,,
3923,11/19/23 03:40:00 AM,10.846,,,,,
