"Plot Title: 10350086"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350086, SEN S/N: 10350086)","Intensity, Lux (LGR S/N: 10350086, SEN S/N: 10350086)"
1,12/17/2016 12:00:00 AM,1.003,0.0
2,12/17/2016 12:05:00 AM,1.003,0.0
3,12/17/2016 12:10:00 AM,0.893,0.0
4,12/17/2016 12:15:00 AM,0.893,0.0
5,12/17/2016 12:20:00 AM,0.893,0.0
6,12/17/2016 12:25:00 AM,0.784,0.0
7,12/17/2016 12:30:00 AM,0.893,0.0
8,12/17/2016 12:35:00 AM,0.893,0.0
9,12/17/2016 12:40:00 AM,1.003,0.0
10,12/17/2016 12:45:00 AM,1.003,0.0
11,12/17/2016 12:50:00 AM,1.003,0.0
12,12/17/2016 12:55:00 AM,1.003,0.0
13,12/17/2016 01:00:00 AM,0.893,0.0
14,12/17/2016 01:05:00 AM,0.893,0.0
15,12/17/2016 01:10:00 AM,0.893,0.0
16,12/17/2016 01:15:00 AM,0.893,0.0
17,12/17/2016 01:20:00 AM,0.893,0.0
18,12/17/2016 01:25:00 AM,0.893,0.0
19,12/17/2016 01:30:00 AM,0.893,0.0
20,12/17/2016 01:35:00 AM,0.893,0.0
21,12/17/2016 01:40:00 AM,0.893,0.0
22,12/17/2016 01:45:00 AM,0.893,0.0
23,12/17/2016 01:50:00 AM,0.893,0.0
24,12/17/2016 01:55:00 AM,0.674,0.0
25,12/17/2016 02:00:00 AM,0.453,0.0
26,12/17/2016 02:05:00 AM,0.453,0.0
27,12/17/2016 02:10:00 AM,0.453,0.0
28,12/17/2016 02:15:00 AM,0.453,0.0
29,12/17/2016 02:20:00 AM,0.563,0.0
30,12/17/2016 02:25:00 AM,0.453,0.0
31,12/17/2016 02:30:00 AM,0.453,0.0
32,12/17/2016 02:35:00 AM,0.563,0.0
33,12/17/2016 02:40:00 AM,0.563,0.0
34,12/17/2016 02:45:00 AM,0.563,0.0
35,12/17/2016 02:50:00 AM,0.563,0.0
36,12/17/2016 02:55:00 AM,0.563,0.0
37,12/17/2016 03:00:00 AM,0.563,0.0
38,12/17/2016 03:05:00 AM,0.563,0.0
39,12/17/2016 03:10:00 AM,0.453,0.0
40,12/17/2016 03:15:00 AM,0.453,0.0
41,12/17/2016 03:20:00 AM,0.563,0.0
42,12/17/2016 03:25:00 AM,0.563,0.0
43,12/17/2016 03:30:00 AM,0.563,0.0
44,12/17/2016 03:35:00 AM,0.563,0.0
45,12/17/2016 03:40:00 AM,0.563,0.0
46,12/17/2016 03:45:00 AM,0.563,0.0
47,12/17/2016 03:50:00 AM,0.563,0.0
48,12/17/2016 03:55:00 AM,0.563,0.0
49,12/17/2016 04:00:00 AM,0.563,0.0
50,12/17/2016 04:05:00 AM,0.563,0.0
51,12/17/2016 04:10:00 AM,0.563,0.0
52,12/17/2016 04:15:00 AM,0.563,0.0
53,12/17/2016 04:20:00 AM,0.563,0.0
54,12/17/2016 04:25:00 AM,0.674,0.0
55,12/17/2016 04:30:00 AM,0.674,0.0
56,12/17/2016 04:35:00 AM,0.563,0.0
57,12/17/2016 04:40:00 AM,0.563,0.0
58,12/17/2016 04:45:00 AM,0.563,0.0
59,12/17/2016 04:50:00 AM,0.563,0.0
60,12/17/2016 04:55:00 AM,0.453,0.0
61,12/17/2016 05:00:00 AM,0.453,0.0
62,12/17/2016 05:05:00 AM,0.343,0.0
63,12/17/2016 05:10:00 AM,0.232,0.0
64,12/17/2016 05:15:00 AM,0.121,0.0
65,12/17/2016 05:20:00 AM,0.010,0.0
66,12/17/2016 05:25:00 AM,0.121,0.0
67,12/17/2016 05:30:00 AM,0.232,0.0
68,12/17/2016 05:35:00 AM,0.121,0.0
69,12/17/2016 05:40:00 AM,0.010,0.0
70,12/17/2016 05:45:00 AM,0.010,0.0
71,12/17/2016 05:50:00 AM,0.121,0.0
72,12/17/2016 05:55:00 AM,0.232,0.0
73,12/17/2016 06:00:00 AM,0.232,0.0
74,12/17/2016 06:05:00 AM,0.232,0.0
75,12/17/2016 06:10:00 AM,0.343,0.0
76,12/17/2016 06:15:00 AM,0.232,0.0
77,12/17/2016 06:20:00 AM,0.121,0.0
78,12/17/2016 06:25:00 AM,0.232,0.0
79,12/17/2016 06:30:00 AM,0.232,0.0
80,12/17/2016 06:35:00 AM,0.121,0.0
81,12/17/2016 06:40:00 AM,0.121,0.0
82,12/17/2016 06:45:00 AM,0.121,0.0
83,12/17/2016 06:50:00 AM,0.121,0.0
84,12/17/2016 06:55:00 AM,0.010,0.0
85,12/17/2016 07:00:00 AM,0.010,0.0
86,12/17/2016 07:05:00 AM,0.010,0.0
87,12/17/2016 07:10:00 AM,-0.102,0.0
88,12/17/2016 07:15:00 AM,-0.102,0.0
89,12/17/2016 07:20:00 AM,-0.102,0.0
90,12/17/2016 07:25:00 AM,0.010,0.0
91,12/17/2016 07:30:00 AM,-0.102,0.0
92,12/17/2016 07:35:00 AM,0.010,0.0
93,12/17/2016 07:40:00 AM,0.010,0.0
94,12/17/2016 07:45:00 AM,0.010,0.0
95,12/17/2016 07:50:00 AM,0.010,0.0
96,12/17/2016 07:55:00 AM,0.121,0.0
97,12/17/2016 08:00:00 AM,0.121,0.0
98,12/17/2016 08:05:00 AM,0.121,0.0
99,12/17/2016 08:10:00 AM,0.010,10.8
100,12/17/2016 08:15:00 AM,0.010,21.5
101,12/17/2016 08:20:00 AM,0.121,43.1
102,12/17/2016 08:25:00 AM,0.121,64.6
103,12/17/2016 08:30:00 AM,0.121,96.9
104,12/17/2016 08:35:00 AM,0.121,139.9
105,12/17/2016 08:40:00 AM,0.121,193.8
106,12/17/2016 08:45:00 AM,0.232,269.1
107,12/17/2016 08:50:00 AM,0.232,355.2
108,12/17/2016 08:55:00 AM,0.232,462.9
109,12/17/2016 09:00:00 AM,0.343,473.6
110,12/17/2016 09:05:00 AM,0.343,516.7
111,12/17/2016 09:10:00 AM,0.343,549.0
112,12/17/2016 09:15:00 AM,0.232,473.6
113,12/17/2016 09:20:00 AM,0.343,452.1
114,12/17/2016 09:25:00 AM,0.343,462.9
115,12/17/2016 09:30:00 AM,0.343,484.4
116,12/17/2016 09:35:00 AM,0.453,387.5
117,12/17/2016 09:40:00 AM,0.453,312.2
118,12/17/2016 09:45:00 AM,0.453,301.4
119,12/17/2016 09:50:00 AM,0.453,495.1
120,12/17/2016 09:55:00 AM,0.563,495.1
121,12/17/2016 10:00:00 AM,0.453,861.1
122,12/17/2016 10:05:00 AM,0.563,914.9
123,12/17/2016 10:10:00 AM,0.453,796.5
124,12/17/2016 10:15:00 AM,0.563,1044.1
125,12/17/2016 10:20:00 AM,0.453,1291.7
126,12/17/2016 10:25:00 AM,0.453,1463.9
127,12/17/2016 10:30:00 AM,0.563,1334.7
128,12/17/2016 10:35:00 AM,0.563,1463.9
129,12/17/2016 10:40:00 AM,0.563,1550.0
130,12/17/2016 10:45:00 AM,0.563,1463.9
131,12/17/2016 10:50:00 AM,0.563,1463.9
132,12/17/2016 10:55:00 AM,0.674,1550.0
133,12/17/2016 11:00:00 AM,0.784,1356.3
134,12/17/2016 11:05:00 AM,0.784,925.7
135,12/17/2016 11:10:00 AM,0.674,1377.8
136,12/17/2016 11:15:00 AM,0.674,1722.2
137,12/17/2016 11:20:00 AM,0.784,1980.6
138,12/17/2016 11:25:00 AM,0.784,1722.2
139,12/17/2016 11:30:00 AM,0.784,1808.3
140,12/17/2016 11:35:00 AM,1.003,1808.3
141,12/17/2016 11:40:00 AM,1.003,1808.3
142,12/17/2016 11:45:00 AM,1.003,1722.2
143,12/17/2016 11:50:00 AM,1.112,1259.4
144,12/17/2016 11:55:00 AM,1.221,1808.3
145,12/17/2016 12:00:00 PM,1.221,1808.3
146,12/17/2016 12:05:00 PM,1.221,1894.5
147,12/17/2016 12:10:00 PM,1.221,1377.8
148,12/17/2016 12:15:00 PM,1.221,1722.2
149,12/17/2016 12:20:00 PM,1.330,2497.2
150,12/17/2016 12:25:00 PM,1.439,2497.2
151,12/17/2016 12:30:00 PM,1.548,2583.4
152,12/17/2016 12:35:00 PM,1.548,2583.4
153,12/17/2016 12:40:00 PM,1.548,2066.7
154,12/17/2016 12:45:00 PM,1.439,1722.2
155,12/17/2016 12:50:00 PM,1.439,2411.1
156,12/17/2016 12:55:00 PM,1.439,2583.4
157,12/17/2016 01:00:00 PM,1.656,2325.0
158,12/17/2016 01:05:00 PM,1.548,2066.7
159,12/17/2016 01:10:00 PM,1.548,1808.3
160,12/17/2016 01:15:00 PM,1.548,1324.0
161,12/17/2016 01:20:00 PM,1.548,1377.8
162,12/17/2016 01:25:00 PM,1.439,1377.8
163,12/17/2016 01:30:00 PM,1.439,1377.8
164,12/17/2016 01:35:00 PM,1.439,1280.9
165,12/17/2016 01:40:00 PM,1.439,1248.6
166,12/17/2016 01:45:00 PM,1.439,1259.4
167,12/17/2016 01:50:00 PM,1.439,1313.2
168,12/17/2016 01:55:00 PM,1.548,1377.8
169,12/17/2016 02:00:00 PM,1.548,1377.8
170,12/17/2016 02:05:00 PM,1.764,2066.7
171,12/17/2016 02:10:00 PM,1.656,1722.2
172,12/17/2016 02:15:00 PM,1.656,2066.7
173,12/17/2016 02:20:00 PM,1.764,2325.0
174,12/17/2016 02:25:00 PM,1.872,2497.2
175,12/17/2016 02:30:00 PM,1.980,2238.9
176,12/17/2016 02:35:00 PM,1.872,2238.9
177,12/17/2016 02:40:00 PM,1.872,2152.8
178,12/17/2016 02:45:00 PM,1.980,1377.8
179,12/17/2016 02:50:00 PM,1.980,1205.6
180,12/17/2016 02:55:00 PM,1.980,925.7
181,12/17/2016 03:00:00 PM,1.764,882.6
182,12/17/2016 03:05:00 PM,1.764,1001.0
183,12/17/2016 03:10:00 PM,1.872,1054.9
184,12/17/2016 03:15:00 PM,1.764,925.7
185,12/17/2016 03:20:00 PM,1.872,807.3
186,12/17/2016 03:25:00 PM,1.980,678.1
187,12/17/2016 03:30:00 PM,1.980,602.8
188,12/17/2016 03:35:00 PM,1.872,505.9
189,12/17/2016 03:40:00 PM,1.764,473.6
190,12/17/2016 03:45:00 PM,1.764,409.0
191,12/17/2016 03:50:00 PM,1.764,355.2
