"Plot-Titel: 10760819"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10760819, SEN S/N: 10760819)","Intensität, Lux (LGR S/N: 10760819, SEN S/N: 10760819)","Batterie defekt (LGR S/N: 10760819)","Koppler verbunden (LGR S/N: 10760819)","Koppler abgetrennt (LGR S/N: 10760819)","Host verbunden (LGR S/N: 10760819)","Angehalten (LGR S/N: 10760819)","Dateiende (LGR S/N: 10760819)"
1,11.30.22 01:00:00 AM,21.855,0.0,,,,,,
2,11.30.22 01:10:00 AM,22.046,0.0,,,,,,
3,11.30.22 01:20:00 AM,22.238,0.0,,,,,,
4,11.30.22 01:30:00 AM,22.333,0.0,,,,,,
5,11.30.22 01:40:00 AM,22.333,0.0,,,,,,
6,11.30.22 01:50:00 AM,22.429,0.0,,,,,,
7,11.30.22 02:00:00 AM,22.429,0.0,,,,,,
8,11.30.22 02:10:00 AM,22.429,0.0,,,,,,
9,11.30.22 02:20:00 AM,22.429,0.0,,,,,,
10,11.30.22 02:30:00 AM,22.525,0.0,,,,,,
11,11.30.22 02:40:00 AM,22.525,0.0,,,,,,
12,11.30.22 02:50:00 AM,22.525,0.0,,,,,,
13,11.30.22 03:00:00 AM,22.525,0.0,,,,,,
14,11.30.22 03:10:00 AM,22.621,0.0,,,,,,
15,11.30.22 03:20:00 AM,22.621,0.0,,,,,,
16,11.30.22 03:30:00 AM,22.621,0.0,,,,,,
17,11.30.22 03:40:00 AM,22.621,0.0,,,,,,
18,11.30.22 03:50:00 AM,22.621,0.0,,,,,,
19,11.30.22 04:00:00 AM,22.717,0.0,,,,,,
20,11.30.22 04:10:00 AM,22.717,0.0,,,,,,
21,11.30.22 04:20:00 AM,22.717,0.0,,,,,,
22,11.30.22 04:30:00 AM,22.717,0.0,,,,,,
23,11.30.22 04:40:00 AM,22.717,0.0,,,,,,
24,11.30.22 04:50:00 AM,22.717,0.0,,,,,,
25,11.30.22 05:00:00 AM,22.717,0.0,,,,,,
26,11.30.22 05:10:00 AM,22.717,0.0,,,,,,
27,11.30.22 05:20:00 AM,22.717,0.0,,,,,,
28,11.30.22 05:30:00 AM,22.717,0.0,,,,,,
29,11.30.22 05:40:00 AM,22.717,0.0,,,,,,
30,11.30.22 05:50:00 AM,22.717,0.0,,,,,,
31,11.30.22 06:00:00 AM,22.812,0.0,,,,,,
32,11.30.22 06:10:00 AM,22.812,0.0,,,,,,
33,11.30.22 06:20:00 AM,22.812,0.0,,,,,,
34,11.30.22 06:30:00 AM,22.812,0.0,,,,,,
35,11.30.22 06:40:00 AM,22.812,0.0,,,,,,
36,11.30.22 06:50:00 AM,22.812,0.0,,,,,,
37,11.30.22 07:00:00 AM,22.812,0.0,,,,,,
38,11.30.22 07:10:00 AM,22.812,0.0,,,,,,
39,11.30.22 07:20:00 AM,22.812,0.0,,,,,,
40,11.30.22 07:30:00 AM,22.812,0.0,,,,,,
41,11.30.22 07:40:00 AM,22.812,0.0,,,,,,
42,11.30.22 07:50:00 AM,22.812,0.0,,,,,,
43,11.30.22 08:00:00 AM,22.812,0.0,,,,,,
44,11.30.22 08:10:00 AM,22.812,0.0,,,,,,
45,11.30.22 08:20:00 AM,22.142,0.0,,,,,,
46,11.30.22 08:30:00 AM,22.046,0.0,,,,,,
47,11.30.22 08:40:00 AM,22.333,0.0,,,,,,
48,11.30.22 08:50:00 AM,22.525,0.0,,,,,,
49,11.30.22 09:00:00 AM,22.621,0.0,,,,,,
50,11.30.22 09:10:00 AM,22.621,0.0,,,,,,
51,11.30.22 09:20:00 AM,22.621,0.0,,,,,,
52,11.30.22 09:30:00 AM,22.621,0.0,,,,,,
53,11.30.22 09:40:00 AM,22.621,0.0,,,,,,
54,11.30.22 09:50:00 AM,22.621,0.0,,,,,,
55,11.30.22 10:00:00 AM,22.621,10.8,,,,,,
56,11.30.22 10:10:00 AM,22.621,21.5,,,,,,
57,11.30.22 10:20:00 AM,22.621,43.1,,,,,,
58,11.30.22 10:30:00 AM,22.621,53.8,,,,,,
59,11.30.22 10:40:00 AM,22.621,53.8,,,,,,
60,11.30.22 10:50:00 AM,22.717,53.8,,,,,,
61,11.30.22 11:00:00 AM,22.717,53.8,,,,,,
62,11.30.22 11:10:00 AM,22.717,64.6,,,,,,
63,11.30.22 11:20:00 AM,22.717,21.5,,,,,,
64,11.30.22 11:30:00 AM,22.717,21.5,,,,,,
65,11.30.22 11:40:00 AM,22.717,21.5,,,,,,
66,11.30.22 11:50:00 AM,22.621,21.5,,,,,,
67,11.30.22 12:00:00 PM,22.621,32.3,,,,,,
68,11.30.22 12:10:00 PM,22.717,43.1,,,,,,
69,11.30.22 12:20:00 PM,22.717,43.1,,,,,,
70,11.30.22 12:30:00 PM,22.717,32.3,,,,,,
71,11.30.22 12:40:00 PM,22.717,64.6,,,,,,
72,11.30.22 12:50:00 PM,22.717,96.9,,,,,,
73,11.30.22 01:00:00 PM,22.812,86.1,,,,,,
74,11.30.22 01:10:00 PM,22.812,118.4,,,,,,
75,11.30.22 01:20:00 PM,22.812,64.6,,,,,,
76,11.30.22 01:30:00 PM,22.812,64.6,,,,,,
77,11.30.22 01:40:00 PM,22.908,204.5,,,,,,
78,11.30.22 01:50:00 PM,22.908,64.6,,,,,,
79,11.30.22 02:00:00 PM,22.908,32.3,,,,,,
80,11.30.22 02:10:00 PM,22.908,21.5,,,,,,
81,11.30.22 02:20:00 PM,22.812,21.5,,,,,,
82,11.30.22 02:30:00 PM,22.812,10.8,,,,,,
83,11.30.22 02:40:00 PM,22.812,10.8,,,,,,
84,11.30.22 02:50:00 PM,22.812,10.8,,,,,,
85,11.30.22 03:00:00 PM,22.717,10.8,,,,,,
86,11.30.22 03:10:00 PM,22.717,10.8,,,,,,
87,11.30.22 03:20:00 PM,22.717,10.8,,,,,,
88,11.30.22 03:30:00 PM,22.812,10.8,,,,,,
89,11.30.22 03:40:00 PM,22.717,0.0,,,,,,
90,11.30.22 03:50:00 PM,22.717,0.0,,,,,,
91,11.30.22 04:00:00 PM,22.717,0.0,,,,,,
92,11.30.22 04:10:00 PM,22.717,0.0,,,,,,
93,11.30.22 04:20:00 PM,22.717,0.0,,,,,,
94,11.30.22 04:30:00 PM,22.525,0.0,,,,,,
95,11.30.22 04:40:00 PM,21.951,0.0,,,,,,
96,11.30.22 04:50:00 PM,22.046,0.0,,,,,,
97,11.30.22 05:00:00 PM,22.238,0.0,,,,,,
98,11.30.22 05:10:00 PM,22.429,0.0,,,,,,
99,11.30.22 05:20:00 PM,22.525,0.0,,,,,,
100,11.30.22 05:30:00 PM,22.621,0.0,,,,,,
101,11.30.22 05:40:00 PM,22.525,0.0,,,,,,
102,11.30.22 05:50:00 PM,10.846,0.0,,,,,,
103,11.30.22 06:00:00 PM,8.082,0.0,,,,,,
104,11.30.22 06:10:00 PM,7.582,0.0,,,,,,
105,11.30.22 06:20:00 PM,7.381,0.0,,,,,,
106,11.30.22 06:30:00 PM,7.481,0.0,,,,,,
107,11.30.22 06:40:00 PM,7.481,0.0,,,,,,
108,11.30.22 06:50:00 PM,7.381,0.0,,,,,,
109,11.30.22 07:00:00 PM,7.179,0.0,,,,,,
110,11.30.22 07:10:00 PM,7.079,0.0,,,,,,
111,11.30.22 07:20:00 PM,7.079,0.0,,,,,,
112,11.30.22 07:30:00 PM,7.079,0.0,,,,,,
113,11.30.22 07:40:00 PM,6.978,0.0,,,,,,
114,11.30.22 07:50:00 PM,6.978,0.0,,,,,,
115,11.30.22 08:00:00 PM,6.978,0.0,,,,,,
116,11.30.22 08:10:00 PM,6.978,0.0,,,,,,
117,11.30.22 08:20:00 PM,6.877,0.0,,,,,,
118,11.30.22 08:30:00 PM,6.877,0.0,,,,,,
119,11.30.22 08:40:00 PM,6.877,0.0,,,,,,
120,11.30.22 08:50:00 PM,6.775,0.0,,,,,,
121,11.30.22 09:00:00 PM,6.775,0.0,,,,,,
122,11.30.22 09:10:00 PM,6.877,0.0,,,,,,
123,11.30.22 09:20:00 PM,6.775,0.0,,,,,,
124,11.30.22 09:30:00 PM,7.682,0.0,,,,,,
125,11.30.22 09:40:00 PM,8.082,0.0,,,,,,
126,11.30.22 09:50:00 PM,8.082,0.0,,,,,,
127,11.30.22 10:00:00 PM,7.782,0.0,,,,,,
128,11.30.22 10:10:00 PM,7.481,0.0,,,,,,
129,11.30.22 10:20:00 PM,6.978,0.0,,,,,,
130,11.30.22 10:30:00 PM,6.877,0.0,,,,,,
131,11.30.22 10:40:00 PM,6.775,0.0,,,,,,
132,11.30.22 10:50:00 PM,6.573,0.0,,,,,,
133,11.30.22 11:00:00 PM,6.573,0.0,,,,,,
134,11.30.22 11:10:00 PM,6.573,0.0,,,,,,
135,11.30.22 11:20:00 PM,6.573,0.0,,,,,,
136,11.30.22 11:30:00 PM,6.877,0.0,,,,,,
137,11.30.22 11:40:00 PM,7.481,0.0,,,,,,
138,11.30.22 11:50:00 PM,7.481,0.0,,,,,,
139,12.01.22 12:00:00 AM,7.381,0.0,,,,,,
140,12.01.22 12:10:00 AM,7.381,0.0,,,,,,
141,12.01.22 12:20:00 AM,7.481,0.0,,,,,,
142,12.01.22 12:30:00 AM,7.179,0.0,,,,,,
143,12.01.22 12:40:00 AM,7.381,0.0,,,,,,
144,12.01.22 12:50:00 AM,7.381,0.0,,,,,,
145,12.01.22 01:00:00 AM,7.280,0.0,,,,,,
146,12.01.22 01:10:00 AM,7.280,0.0,,,,,,
147,12.01.22 01:20:00 AM,7.280,0.0,,,,,,
148,12.01.22 01:30:00 AM,6.674,0.0,,,,,,
149,12.01.22 01:40:00 AM,6.370,0.0,,,,,,
150,12.01.22 01:50:00 AM,6.166,0.0,,,,,,
151,12.01.22 02:00:00 AM,6.064,0.0,,,,,,
152,12.01.22 02:10:00 AM,6.064,0.0,,,,,,
153,12.01.22 02:20:00 AM,5.962,0.0,,,,,,
154,12.01.22 02:30:00 AM,5.962,0.0,,,,,,
155,12.01.22 02:40:00 AM,5.860,0.0,,,,,,
156,12.01.22 02:50:00 AM,5.655,0.0,,,,,,
157,12.01.22 03:00:00 AM,5.552,0.0,,,,,,
158,12.01.22 03:10:00 AM,5.450,0.0,,,,,,
159,12.01.22 03:20:00 AM,5.347,0.0,,,,,,
160,12.01.22 03:30:00 AM,5.037,0.0,,,,,,
161,12.01.22 03:40:00 AM,4.831,0.0,,,,,,
162,12.01.22 03:50:00 AM,4.623,0.0,,,,,,
163,12.01.22 04:00:00 AM,4.519,0.0,,,,,,
164,12.01.22 04:10:00 AM,4.519,0.0,,,,,,
165,12.01.22 04:20:00 AM,4.519,0.0,,,,,,
166,12.01.22 04:30:00 AM,4.519,0.0,,,,,,
167,12.01.22 04:40:00 AM,4.519,0.0,,,,,,
168,12.01.22 04:50:00 AM,4.519,0.0,,,,,,
169,12.01.22 05:00:00 AM,4.415,0.0,,,,,,
170,12.01.22 05:10:00 AM,4.415,0.0,,,,,,
171,12.01.22 05:20:00 AM,4.311,0.0,,,,,,
172,12.01.22 05:30:00 AM,4.207,0.0,,,,,,
173,12.01.22 05:40:00 AM,4.102,0.0,,,,,,
174,12.01.22 05:50:00 AM,3.998,0.0,,,,,,
175,12.01.22 06:00:00 AM,3.998,0.0,,,,,,
176,12.01.22 06:10:00 AM,3.998,0.0,,,,,,
177,12.01.22 06:20:00 AM,4.102,0.0,,,,,,
178,12.01.22 06:30:00 AM,3.998,0.0,,,,,,
179,12.01.22 06:40:00 AM,3.998,0.0,,,,,,
180,12.01.22 06:50:00 AM,4.207,0.0,,,,,,
181,12.01.22 07:00:00 AM,4.207,0.0,,,,,,
182,12.01.22 07:10:00 AM,4.102,0.0,,,,,,
183,12.01.22 07:20:00 AM,4.102,0.0,,,,,,
184,12.01.22 07:30:00 AM,3.998,0.0,,,,,,
185,12.01.22 07:40:00 AM,3.998,0.0,,,,,,
186,12.01.22 07:50:00 AM,3.998,0.0,,,,,,
187,12.01.22 08:00:00 AM,3.998,21.5,,,,,,
188,12.01.22 08:10:00 AM,3.893,53.8,,,,,,
189,12.01.22 08:20:00 AM,4.102,53.8,,,,,,
190,12.01.22 08:30:00 AM,4.207,129.2,,,,,,
191,12.01.22 08:40:00 AM,4.311,183.0,,,,,,
192,12.01.22 08:50:00 AM,4.207,226.0,,,,,,
193,12.01.22 09:00:00 AM,3.998,312.2,,,,,,
194,12.01.22 09:10:00 AM,3.998,441.3,,,,,,
195,12.01.22 09:20:00 AM,4.207,559.7,,,,,,
196,12.01.22 09:30:00 AM,4.519,710.4,,,,,,
197,12.01.22 09:40:00 AM,5.141,828.8,,,,,,
198,12.01.22 09:50:00 AM,5.037,818.1,,,,,,
199,12.01.22 10:00:00 AM,4.934,914.9,,,,,,
200,12.01.22 10:10:00 AM,4.934,1108.7,,,,,,
201,12.01.22 10:20:00 AM,4.934,1011.8,,,,,,
202,12.01.22 10:30:00 AM,4.934,1033.3,,,,,,
203,12.01.22 10:40:00 AM,4.934,1087.2,,,,,,
204,12.01.22 10:50:00 AM,4.934,1119.5,,,,,,
205,12.01.22 11:00:00 AM,4.934,1237.9,,,,,,
206,12.01.22 11:10:00 AM,4.934,1550.0,,,,,,
207,12.01.22 11:20:00 AM,5.037,1636.1,,,,,,
208,12.01.22 11:30:00 AM,5.037,1808.3,,,,,,
209,12.01.22 11:40:00 AM,5.141,2066.7,,,,,,
210,12.01.22 11:50:00 AM,5.141,1894.5,,,,,,
211,12.01.22 12:00:00 PM,5.141,1808.3,,,,,,
212,12.01.22 12:10:00 PM,5.141,1808.3,,,,,,
213,12.01.22 12:20:00 PM,5.037,1636.1,,,,,,
214,12.01.22 12:30:00 PM,5.037,1550.0,,,,,,
215,12.01.22 12:40:00 PM,4.934,1636.1,,,,,,
216,12.01.22 12:50:00 PM,4.934,2066.7,,,,,,
217,12.01.22 01:00:00 PM,5.037,2152.8,,,,,,
218,12.01.22 01:10:00 PM,5.037,1980.6,,,,,,
219,12.01.22 01:20:00 PM,5.141,1808.3,,,,,,
220,12.01.22 01:30:00 PM,5.244,1722.2,,,,,,
221,12.01.22 01:40:00 PM,5.244,1636.1,,,,,,
222,12.01.22 01:50:00 PM,5.141,1808.3,,,,,,
223,12.01.22 02:00:00 PM,5.037,1636.1,,,,,,
224,12.01.22 02:10:00 PM,5.141,1722.2,,,,,,
225,12.01.22 02:20:00 PM,5.244,2583.4,,,,,,
226,12.01.22 02:30:00 PM,5.244,2066.7,,,,,,
227,12.01.22 02:40:00 PM,5.141,1377.8,,,,,,
228,12.01.22 02:50:00 PM,4.934,1205.6,,,,,,
229,12.01.22 03:00:00 PM,4.727,871.9,,,,,,
230,12.01.22 03:10:00 PM,4.623,861.1,,,,,,
231,12.01.22 03:20:00 PM,4.519,731.9,,,,,,
232,12.01.22 03:30:00 PM,4.415,635.1,,,,,,
233,12.01.22 03:40:00 PM,4.311,452.1,,,,,,
234,12.01.22 03:50:00 PM,4.207,355.2,,,,,,
235,12.01.22 04:00:00 PM,4.207,236.8,,,,,,
236,12.01.22 04:10:00 PM,4.102,172.2,,,,,,
237,12.01.22 04:20:00 PM,3.998,86.1,,,,,,
238,12.01.22 04:30:00 PM,3.893,32.3,,,,,,
239,12.01.22 04:40:00 PM,3.788,10.8,,,,,,
240,12.01.22 04:50:00 PM,3.788,0.0,,,,,,
241,12.01.22 05:00:00 PM,3.788,0.0,,,,,,
242,12.01.22 05:10:00 PM,3.683,0.0,,,,,,
243,12.01.22 05:20:00 PM,3.683,0.0,,,,,,
244,12.01.22 05:30:00 PM,3.683,0.0,,,,,,
245,12.01.22 05:40:00 PM,3.683,0.0,,,,,,
246,12.01.22 05:50:00 PM,3.578,0.0,,,,,,
247,12.01.22 06:00:00 PM,3.578,0.0,,,,,,
248,12.01.22 06:10:00 PM,3.578,0.0,,,,,,
249,12.01.22 06:20:00 PM,3.578,0.0,,,,,,
250,12.01.22 06:30:00 PM,3.472,0.0,,,,,,
251,12.01.22 06:40:00 PM,3.472,0.0,,,,,,
252,12.01.22 06:50:00 PM,3.472,0.0,,,,,,
253,12.01.22 07:00:00 PM,3.472,0.0,,,,,,
254,12.01.22 07:10:00 PM,3.472,0.0,,,,,,
255,12.01.22 07:20:00 PM,3.472,0.0,,,,,,
256,12.01.22 07:30:00 PM,3.472,0.0,,,,,,
257,12.01.22 07:40:00 PM,3.367,0.0,,,,,,
258,12.01.22 07:50:00 PM,3.367,0.0,,,,,,
259,12.01.22 08:00:00 PM,3.367,0.0,,,,,,
260,12.01.22 08:10:00 PM,3.367,0.0,,,,,,
261,12.01.22 08:20:00 PM,3.367,0.0,,,,,,
262,12.01.22 08:30:00 PM,3.261,0.0,,,,,,
263,12.01.22 08:40:00 PM,3.261,0.0,,,,,,
264,12.01.22 08:50:00 PM,3.261,0.0,,,,,,
265,12.01.22 09:00:00 PM,3.261,0.0,,,,,,
266,12.01.22 09:10:00 PM,3.261,0.0,,,,,,
267,12.01.22 09:20:00 PM,3.261,0.0,,,,,,
268,12.01.22 09:30:00 PM,3.367,0.0,,,,,,
269,12.01.22 09:40:00 PM,3.261,0.0,,,,,,
270,12.01.22 09:50:00 PM,3.261,0.0,,,,,,
271,12.01.22 10:00:00 PM,3.261,0.0,,,,,,
272,12.01.22 10:10:00 PM,3.367,0.0,,,,,,
273,12.01.22 10:20:00 PM,3.788,0.0,,,,,,
274,12.01.22 10:30:00 PM,3.788,0.0,,,,,,
275,12.01.22 10:40:00 PM,3.893,0.0,,,,,,
276,12.01.22 10:50:00 PM,3.788,0.0,,,,,,
277,12.01.22 11:00:00 PM,3.788,0.0,,,,,,
278,12.01.22 11:10:00 PM,3.998,0.0,,,,,,
279,12.01.22 11:20:00 PM,4.727,0.0,,,,,,
280,12.01.22 11:30:00 PM,4.831,0.0,,,,,,
281,12.01.22 11:40:00 PM,4.831,0.0,,,,,,
282,12.01.22 11:50:00 PM,4.415,0.0,,,,,,
283,12.02.22 12:00:00 AM,4.102,0.0,,,,,,
284,12.02.22 12:10:00 AM,3.998,0.0,,,,,,
285,12.02.22 12:20:00 AM,4.311,0.0,,,,,,
286,12.02.22 12:30:00 AM,4.207,0.0,,,,,,
287,12.02.22 12:40:00 AM,4.519,0.0,,,,,,
288,12.02.22 12:50:00 AM,4.415,0.0,,,,,,
289,12.02.22 01:00:00 AM,3.893,0.0,,,,,,
290,12.02.22 01:10:00 AM,3.683,0.0,,,,,,
291,12.02.22 01:20:00 AM,3.998,0.0,,,,,,
292,12.02.22 01:30:00 AM,4.207,0.0,,,,,,
293,12.02.22 01:40:00 AM,4.207,0.0,,,,,,
294,12.02.22 01:50:00 AM,4.311,0.0,,,,,,
295,12.02.22 02:00:00 AM,4.102,0.0,,,,,,
296,12.02.22 02:10:00 AM,3.998,0.0,,,,,,
297,12.02.22 02:20:00 AM,4.207,0.0,,,,,,
298,12.02.22 02:30:00 AM,3.578,0.0,,,,,,
299,12.02.22 02:40:00 AM,3.367,0.0,,,,,,
300,12.02.22 02:50:00 AM,3.261,0.0,,,,,,
301,12.02.22 03:00:00 AM,3.261,0.0,,,,,,
302,12.02.22 03:10:00 AM,3.155,0.0,,,,,,
303,12.02.22 03:20:00 AM,3.261,0.0,,,,,,
304,12.02.22 03:30:00 AM,3.261,0.0,,,,,,
305,12.02.22 03:40:00 AM,3.261,0.0,,,,,,
306,12.02.22 03:50:00 AM,3.261,0.0,,,,,,
307,12.02.22 04:00:00 AM,3.155,0.0,,,,,,
308,12.02.22 04:10:00 AM,3.261,0.0,,,,,,
309,12.02.22 04:20:00 AM,3.261,0.0,,,,,,
310,12.02.22 04:30:00 AM,3.261,0.0,,,,,,
311,12.02.22 04:40:00 AM,3.261,0.0,,,,,,
312,12.02.22 04:50:00 AM,3.261,0.0,,,,,,
313,12.02.22 05:00:00 AM,3.261,0.0,,,,,,
314,12.02.22 05:10:00 AM,3.261,0.0,,,,,,
315,12.02.22 05:20:00 AM,3.261,0.0,,,,,,
316,12.02.22 05:30:00 AM,3.261,0.0,,,,,,
317,12.02.22 05:40:00 AM,3.261,0.0,,,,,,
318,12.02.22 05:50:00 AM,3.261,0.0,,,,,,
319,12.02.22 06:00:00 AM,3.261,0.0,,,,,,
320,12.02.22 06:10:00 AM,3.367,0.0,,,,,,
321,12.02.22 06:20:00 AM,3.367,0.0,,,,,,
322,12.02.22 06:30:00 AM,3.367,0.0,,,,,,
323,12.02.22 06:40:00 AM,3.367,0.0,,,,,,
324,12.02.22 06:50:00 AM,3.367,0.0,,,,,,
325,12.02.22 07:00:00 AM,3.367,0.0,,,,,,
326,12.02.22 07:10:00 AM,3.367,0.0,,,,,,
327,12.02.22 07:20:00 AM,3.472,0.0,,,,,,
328,12.02.22 07:30:00 AM,3.472,0.0,,,,,,
329,12.02.22 07:40:00 AM,3.472,0.0,,,,,,
330,12.02.22 07:50:00 AM,3.578,0.0,,,,,,
331,12.02.22 08:00:00 AM,3.472,10.8,,,,,,
332,12.02.22 08:10:00 AM,3.578,32.3,,,,,,
333,12.02.22 08:20:00 AM,3.578,118.4,,,,,,
334,12.02.22 08:30:00 AM,3.578,183.0,,,,,,
335,12.02.22 08:40:00 AM,3.683,258.3,,,,,,
336,12.02.22 08:50:00 AM,3.683,355.2,,,,,,
337,12.02.22 09:00:00 AM,3.683,419.8,,,,,,
338,12.02.22 09:10:00 AM,3.683,484.4,,,,,,
339,12.02.22 09:20:00 AM,3.788,559.7,,,,,,
340,12.02.22 09:30:00 AM,3.893,721.2,,,,,,
341,12.02.22 09:40:00 AM,3.998,775.0,,,,,,
342,12.02.22 09:50:00 AM,3.998,904.2,,,,,,
343,12.02.22 10:00:00 AM,3.998,1087.2,,,,,,
344,12.02.22 10:10:00 AM,4.102,1248.6,,,,,,
345,12.02.22 10:20:00 AM,4.311,1377.8,,,,,,
346,12.02.22 10:30:00 AM,4.519,1808.3,,,,,,
347,12.02.22 10:40:00 AM,4.623,1808.3,,,,,,
348,12.02.22 10:50:00 AM,4.415,1636.1,,,,,,
349,12.02.22 11:00:00 AM,4.623,1722.2,,,,,,
350,12.02.22 11:10:00 AM,4.623,1722.2,,,,,,
351,12.02.22 11:20:00 AM,4.623,1808.3,,,,,,
352,12.02.22 11:30:00 AM,4.519,1636.1,,,,,,
353,12.02.22 11:40:00 AM,4.519,1463.9,,,,,,
354,12.02.22 11:50:00 AM,4.727,1463.9,,,,,,
355,12.02.22 12:00:00 PM,4.934,1550.0,,,,,,
356,12.02.22 12:10:00 PM,4.623,1377.8,,,,,,
357,12.02.22 12:20:00 PM,4.727,1324.0,,,,,,
358,12.02.22 12:30:00 PM,4.727,1334.7,,,,,,
359,12.02.22 12:40:00 PM,4.415,1463.9,,,,,,
360,12.02.22 12:50:00 PM,4.727,1808.3,,,,,,
361,12.02.22 01:00:00 PM,4.934,2066.7,,,,,,
362,12.02.22 01:10:00 PM,5.037,2238.9,,,,,,
363,12.02.22 01:20:00 PM,5.141,2238.9,,,,,,
364,12.02.22 01:30:00 PM,5.244,2238.9,,,,,,
365,12.02.22 01:40:00 PM,5.347,2669.5,,,,,,
366,12.02.22 01:50:00 PM,5.450,2325.0,,,,,,
367,12.02.22 02:00:00 PM,5.244,1636.1,,,,,,
368,12.02.22 02:10:00 PM,5.037,1463.9,,,,,,
369,12.02.22 02:20:00 PM,5.037,1291.7,,,,,,
370,12.02.22 02:30:00 PM,4.831,1237.9,,,,,,
371,12.02.22 02:40:00 PM,4.831,1302.4,,,,,,
372,12.02.22 02:50:00 PM,4.831,1808.3,,,,,,
373,12.02.22 03:00:00 PM,4.934,1722.2,,,,,,
374,12.02.22 03:10:00 PM,5.141,2411.1,,,,,,
375,12.02.22 03:20:00 PM,5.141,2152.8,,,,,,
376,12.02.22 03:30:00 PM,5.141,1636.1,,,,,,
377,12.02.22 03:40:00 PM,4.934,1550.0,,,,,,
378,12.02.22 03:50:00 PM,4.831,1550.0,,,,,,
379,12.02.22 04:00:00 PM,4.727,936.5,,,,,,
380,12.02.22 04:10:00 PM,4.519,785.8,,,,,,
381,12.02.22 04:20:00 PM,4.415,710.4,,,,,,
382,12.02.22 04:30:00 PM,4.311,301.4,,,,,,
383,12.02.22 04:40:00 PM,4.311,43.1,,,,,,
384,12.02.22 04:50:00 PM,4.207,21.5,,,,,,
385,12.02.22 05:00:00 PM,4.102,0.0,,,,,,
386,12.02.22 05:10:00 PM,4.102,0.0,,,,,,
387,12.02.22 05:20:00 PM,4.102,0.0,,,,,,
388,12.02.22 05:30:00 PM,4.102,0.0,,,,,,
389,12.02.22 05:40:00 PM,4.102,0.0,,,,,,
390,12.02.22 05:50:00 PM,4.102,0.0,,,,,,
391,12.02.22 06:00:00 PM,4.102,0.0,,,,,,
392,12.02.22 06:10:00 PM,4.102,0.0,,,,,,
393,12.02.22 06:20:00 PM,3.998,0.0,,,,,,
394,12.02.22 06:30:00 PM,3.893,0.0,,,,,,
395,12.02.22 06:40:00 PM,3.893,0.0,,,,,,
396,12.02.22 06:50:00 PM,3.788,0.0,,,,,,
397,12.02.22 07:00:00 PM,3.683,0.0,,,,,,
398,12.02.22 07:10:00 PM,3.788,0.0,,,,,,
399,12.02.22 07:20:00 PM,3.893,0.0,,,,,,
400,12.02.22 07:30:00 PM,3.893,0.0,,,,,,
401,12.02.22 07:40:00 PM,3.893,0.0,,,,,,
402,12.02.22 07:50:00 PM,3.893,0.0,,,,,,
403,12.02.22 08:00:00 PM,3.893,0.0,,,,,,
404,12.02.22 08:10:00 PM,3.893,0.0,,,,,,
405,12.02.22 08:20:00 PM,3.893,0.0,,,,,,
406,12.02.22 08:30:00 PM,3.893,0.0,,,,,,
407,12.02.22 08:40:00 PM,3.893,0.0,,,,,,
408,12.02.22 08:50:00 PM,3.998,0.0,,,,,,
409,12.02.22 09:00:00 PM,3.893,0.0,,,,,,
410,12.02.22 09:10:00 PM,3.893,0.0,,,,,,
411,12.02.22 09:20:00 PM,3.893,0.0,,,,,,
412,12.02.22 09:30:00 PM,3.893,0.0,,,,,,
413,12.02.22 09:40:00 PM,3.893,0.0,,,,,,
414,12.02.22 09:50:00 PM,3.893,0.0,,,,,,
415,12.02.22 10:00:00 PM,4.207,0.0,,,,,,
416,12.02.22 10:10:00 PM,5.037,0.0,,,,,,
417,12.02.22 10:20:00 PM,4.934,0.0,,,,,,
418,12.02.22 10:30:00 PM,4.831,0.0,,,,,,
419,12.02.22 10:40:00 PM,5.244,0.0,,,,,,
420,12.02.22 10:50:00 PM,4.415,0.0,,,,,,
421,12.02.22 11:00:00 PM,3.998,0.0,,,,,,
422,12.02.22 11:10:00 PM,3.893,0.0,,,,,,
423,12.02.22 11:20:00 PM,4.207,0.0,,,,,,
424,12.02.22 11:30:00 PM,4.831,0.0,,,,,,
425,12.02.22 11:40:00 PM,4.934,0.0,,,,,,
426,12.02.22 11:50:00 PM,4.831,0.0,,,,,,
427,12.03.22 12:00:00 AM,4.207,0.0,,,,,,
428,12.03.22 12:10:00 AM,3.788,0.0,,,,,,
429,12.03.22 12:20:00 AM,3.683,0.0,,,,,,
430,12.03.22 12:30:00 AM,3.472,0.0,,,,,,
431,12.03.22 12:40:00 AM,3.367,0.0,,,,,,
432,12.03.22 12:50:00 AM,3.049,0.0,,,,,,
433,12.03.22 01:00:00 AM,2.730,0.0,,,,,,
434,12.03.22 01:10:00 AM,2.730,0.0,,,,,,
435,12.03.22 01:20:00 AM,2.943,0.0,,,,,,
436,12.03.22 01:30:00 AM,3.049,0.0,,,,,,
437,12.03.22 01:40:00 AM,3.367,0.0,,,,,,
438,12.03.22 01:50:00 AM,3.472,0.0,,,,,,
439,12.03.22 02:00:00 AM,3.261,0.0,,,,,,
440,12.03.22 02:10:00 AM,3.472,0.0,,,,,,
441,12.03.22 02:20:00 AM,3.155,0.0,,,,,,
442,12.03.22 02:30:00 AM,3.893,0.0,,,,,,
