"Plot-Titel: 10760819"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10760819, SEN S/N: 10760819)","Intensität, Lux (LGR S/N: 10760819, SEN S/N: 10760819)","Batterie defekt (LGR S/N: 10760819)","Koppler verbunden (LGR S/N: 10760819)","Koppler abgetrennt (LGR S/N: 10760819)","Host verbunden (LGR S/N: 10760819)","Angehalten (LGR S/N: 10760819)","Dateiende (LGR S/N: 10760819)"
1473,12.10.22 06:20:00 AM,0.343,0.0,,,,,,
1474,12.10.22 06:30:00 AM,0.343,0.0,,,,,,
1475,12.10.22 06:40:00 AM,0.343,0.0,,,,,,
1476,12.10.22 06:50:00 AM,0.343,0.0,,,,,,
1477,12.10.22 07:00:00 AM,0.343,0.0,,,,,,
1478,12.10.22 07:10:00 AM,0.343,0.0,,,,,,
1479,12.10.22 07:20:00 AM,0.343,0.0,,,,,,
1480,12.10.22 07:30:00 AM,0.343,0.0,,,,,,
1481,12.10.22 07:40:00 AM,0.343,0.0,,,,,,
1482,12.10.22 07:50:00 AM,0.343,0.0,,,,,,
1483,12.10.22 08:00:00 AM,0.343,0.0,,,,,,
1484,12.10.22 08:10:00 AM,0.343,21.5,,,,,,
1485,12.10.22 08:20:00 AM,0.453,43.1,,,,,,
1486,12.10.22 08:30:00 AM,0.453,118.4,,,,,,
1487,12.10.22 08:40:00 AM,0.453,258.3,,,,,,
1488,12.10.22 08:50:00 AM,0.453,215.3,,,,,,
1489,12.10.22 09:00:00 AM,0.563,322.9,,,,,,
1490,12.10.22 09:10:00 AM,0.563,635.1,,,,,,
1491,12.10.22 09:20:00 AM,0.784,624.3,,,,,,
1492,12.10.22 09:30:00 AM,0.674,505.9,,,,,,
1493,12.10.22 09:40:00 AM,0.784,710.4,,,,,,
1494,12.10.22 09:50:00 AM,0.893,1377.8,,,,,,
1495,12.10.22 10:00:00 AM,1.112,1636.1,,,,,,
1496,12.10.22 10:10:00 AM,1.003,839.6,,,,,,
1497,12.10.22 10:20:00 AM,0.893,1377.8,,,,,,
1498,12.10.22 10:30:00 AM,1.003,1087.2,,,,,,
1499,12.10.22 10:40:00 AM,0.893,904.2,,,,,,
1500,12.10.22 10:50:00 AM,1.003,1184.0,,,,,,
1501,12.10.22 11:00:00 AM,1.112,1377.8,,,,,,
1502,12.10.22 11:10:00 AM,1.330,1324.0,,,,,,
1503,12.10.22 11:20:00 AM,1.330,1722.2,,,,,,
1504,12.10.22 11:30:00 AM,1.330,1550.0,,,,,,
1505,12.10.22 11:40:00 AM,1.439,1550.0,,,,,,
1506,12.10.22 11:50:00 AM,1.439,1162.5,,,,,,
1507,12.10.22 12:00:00 PM,1.330,1550.0,,,,,,
1508,12.10.22 12:10:00 PM,1.221,1550.0,,,,,,
1509,12.10.22 12:20:00 PM,1.112,1722.2,,,,,,
1510,12.10.22 12:30:00 PM,1.330,1808.3,,,,,,
1511,12.10.22 12:40:00 PM,1.439,2066.7,,,,,,
1512,12.10.22 12:50:00 PM,1.548,2238.9,,,,,,
1513,12.10.22 01:00:00 PM,1.439,1463.9,,,,,,
1514,12.10.22 01:10:00 PM,1.221,1377.8,,,,,,
1515,12.10.22 01:20:00 PM,1.112,1722.2,,,,,,
1516,12.10.22 01:30:00 PM,1.112,1550.0,,,,,,
1517,12.10.22 01:40:00 PM,1.003,1463.9,,,,,,
1518,12.10.22 01:50:00 PM,1.003,1636.1,,,,,,
1519,12.10.22 02:00:00 PM,1.003,2497.2,,,,,,
1520,12.10.22 02:10:00 PM,1.330,2411.1,,,,,,
1521,12.10.22 02:20:00 PM,1.221,1216.3,,,,,,
1522,12.10.22 02:30:00 PM,1.112,1636.1,,,,,,
1523,12.10.22 02:40:00 PM,1.003,1377.8,,,,,,
1524,12.10.22 02:50:00 PM,1.003,947.2,,,,,,
1525,12.10.22 03:00:00 PM,1.003,1227.1,,,,,,
1526,12.10.22 03:10:00 PM,1.003,1141.0,,,,,,
1527,12.10.22 03:20:00 PM,1.003,1065.6,,,,,,
1528,12.10.22 03:30:00 PM,0.893,893.4,,,,,,
1529,12.10.22 03:40:00 PM,0.784,775.0,,,,,,
1530,12.10.22 03:50:00 PM,0.674,839.6,,,,,,
1531,12.10.22 04:00:00 PM,0.563,366.0,,,,,,
1532,12.10.22 04:10:00 PM,0.343,312.2,,,,,,
1533,12.10.22 04:20:00 PM,0.343,236.8,,,,,,
1534,12.10.22 04:30:00 PM,0.232,118.4,,,,,,
1535,12.10.22 04:40:00 PM,0.232,43.1,,,,,,
1536,12.10.22 04:50:00 PM,0.232,10.8,,,,,,
1537,12.10.22 05:00:00 PM,0.232,0.0,,,,,,
1538,12.10.22 05:10:00 PM,0.232,0.0,,,,,,
1539,12.10.22 05:20:00 PM,0.232,0.0,,,,,,
1540,12.10.22 05:30:00 PM,0.232,0.0,,,,,,
1541,12.10.22 05:40:00 PM,0.121,0.0,,,,,,
1542,12.10.22 05:50:00 PM,0.121,0.0,,,,,,
1543,12.10.22 06:00:00 PM,0.010,0.0,,,,,,
1544,12.10.22 06:10:00 PM,0.010,0.0,,,,,,
1545,12.10.22 06:20:00 PM,-0.102,0.0,,,,,,
1546,12.10.22 06:30:00 PM,-0.213,0.0,,,,,,
1547,12.10.22 06:40:00 PM,-0.213,0.0,,,,,,
1548,12.10.22 06:50:00 PM,-0.213,0.0,,,,,,
1549,12.10.22 07:00:00 PM,-0.213,0.0,,,,,,
1550,12.10.22 07:10:00 PM,-0.213,0.0,,,,,,
1551,12.10.22 07:20:00 PM,-0.102,0.0,,,,,,
1552,12.10.22 07:30:00 PM,-0.102,0.0,,,,,,
1553,12.10.22 07:40:00 PM,-0.102,0.0,,,,,,
1554,12.10.22 07:50:00 PM,-0.102,0.0,,,,,,
1555,12.10.22 08:00:00 PM,-0.102,0.0,,,,,,
1556,12.10.22 08:10:00 PM,-0.325,0.0,,,,,,
1557,12.10.22 08:20:00 PM,-0.774,0.0,,,,,,
1558,12.10.22 08:30:00 PM,-1.228,0.0,,,,,,
1559,12.10.22 08:40:00 PM,-1.570,0.0,,,,,,
1560,12.10.22 08:50:00 PM,-1.914,0.0,,,,,,
1561,12.10.22 09:00:00 PM,-2.377,0.0,,,,,,
1562,12.10.22 09:10:00 PM,-2.727,0.0,,,,,,
1563,12.10.22 09:20:00 PM,-2.727,0.0,,,,,,
1564,12.10.22 09:30:00 PM,-2.377,0.0,,,,,,
1565,12.10.22 09:40:00 PM,-2.030,0.0,,,,,,
1566,12.10.22 09:50:00 PM,-1.684,0.0,,,,,,
1567,12.10.22 10:00:00 PM,-1.341,0.0,,,,,,
1568,12.10.22 10:10:00 PM,-1.341,0.0,,,,,,
1569,12.10.22 10:20:00 PM,-1.456,0.0,,,,,,
1570,12.10.22 10:30:00 PM,-1.914,0.0,,,,,,
1571,12.10.22 10:40:00 PM,-2.145,0.0,,,,,,
1572,12.10.22 10:50:00 PM,-2.145,0.0,,,,,,
1573,12.10.22 11:00:00 PM,-2.494,0.0,,,,,,
1574,12.10.22 11:10:00 PM,-2.610,0.0,,,,,,
1575,12.10.22 11:20:00 PM,-2.610,0.0,,,,,,
1576,12.10.22 11:30:00 PM,-2.145,0.0,,,,,,
1577,12.10.22 11:40:00 PM,-2.030,0.0,,,,,,
1578,12.10.22 11:50:00 PM,-1.914,0.0,,,,,,
1579,12.11.22 12:00:00 AM,-1.914,0.0,,,,,,
1580,12.11.22 12:10:00 AM,-2.145,0.0,,,,,,
1581,12.11.22 12:20:00 AM,-2.610,0.0,,,,,,
1582,12.11.22 12:30:00 AM,-2.494,0.0,,,,,,
1583,12.11.22 12:40:00 AM,-1.914,0.0,,,,,,
1584,12.11.22 12:50:00 AM,-2.145,0.0,,,,,,
1585,12.11.22 01:00:00 AM,-2.377,0.0,,,,,,
1586,12.11.22 01:10:00 AM,-2.727,0.0,,,,,,
1587,12.11.22 01:20:00 AM,-2.962,0.0,,,,,,
1588,12.11.22 01:30:00 AM,-2.727,0.0,,,,,,
1589,12.11.22 01:40:00 AM,-2.145,0.0,,,,,,
1590,12.11.22 01:50:00 AM,-1.799,0.0,,,,,,
1591,12.11.22 02:00:00 AM,-1.799,0.0,,,,,,
1592,12.11.22 02:10:00 AM,-1.914,0.0,,,,,,
1593,12.11.22 02:20:00 AM,-1.914,0.0,,,,,,
1594,12.11.22 02:30:00 AM,-1.799,0.0,,,,,,
1595,12.11.22 02:40:00 AM,-1.684,0.0,,,,,,
1596,12.11.22 02:50:00 AM,-1.799,0.0,,,,,,
1597,12.11.22 03:00:00 AM,-1.914,0.0,,,,,,
1598,12.11.22 03:10:00 AM,-2.145,0.0,,,,,,
1599,12.11.22 03:20:00 AM,-2.377,0.0,,,,,,
1600,12.11.22 03:30:00 AM,-2.377,0.0,,,,,,
1601,12.11.22 03:40:00 AM,-2.377,0.0,,,,,,
1602,12.11.22 03:50:00 AM,-2.377,0.0,,,,,,
1603,12.11.22 04:00:00 AM,-2.377,0.0,,,,,,
1604,12.11.22 04:10:00 AM,-2.377,0.0,,,,,,
1605,12.11.22 04:20:00 AM,-2.494,0.0,,,,,,
1606,12.11.22 04:30:00 AM,-2.610,0.0,,,,,,
1607,12.11.22 04:40:00 AM,-2.727,0.0,,,,,,
1608,12.11.22 04:50:00 AM,-2.844,0.0,,,,,,
1609,12.11.22 05:00:00 AM,-2.494,0.0,,,,,,
1610,12.11.22 05:10:00 AM,-2.844,0.0,,,,,,
1611,12.11.22 05:20:00 AM,-2.962,0.0,,,,,,
1612,12.11.22 05:30:00 AM,-2.844,0.0,,,,,,
1613,12.11.22 05:40:00 AM,-2.844,0.0,,,,,,
1614,12.11.22 05:50:00 AM,-2.962,0.0,,,,,,
1615,12.11.22 06:00:00 AM,-3.079,0.0,,,,,,
1616,12.11.22 06:10:00 AM,-2.962,0.0,,,,,,
1617,12.11.22 06:20:00 AM,-2.727,0.0,,,,,,
1618,12.11.22 06:30:00 AM,-2.610,0.0,,,,,,
1619,12.11.22 06:40:00 AM,-2.844,0.0,,,,,,
1620,12.11.22 06:50:00 AM,-3.079,0.0,,,,,,
1621,12.11.22 07:00:00 AM,-3.792,0.0,,,,,,
1622,12.11.22 07:10:00 AM,-4.272,0.0,,,,,,
1623,12.11.22 07:20:00 AM,-4.393,0.0,Protokolliert,,,,,
1624,12.11.22 07:30:00 AM,-4.514,0.0,,,,,,
1625,12.11.22 07:40:00 AM,-4.272,0.0,,,,,,
1626,12.11.22 07:50:00 AM,-4.152,64.6,,,,,,
1627,12.11.22 08:00:00 AM,-3.911,193.8,,,,,,
1628,12.11.22 08:10:00 AM,-3.553,269.1,,,,,,
1629,12.11.22 08:20:00 AM,-3.316,452.1,,,,,,
1630,12.11.22 08:30:00 AM,-3.079,1302.4,,,,,,
1631,12.11.22 08:40:00 AM,-2.261,4133.4,,,,,,
1632,12.11.22 08:50:00 AM,-2.030,3100.0,,,,,,
1633,12.11.22 09:00:00 AM,-1.570,4133.4,,,,,,
1634,12.11.22 09:10:00 AM,-1.114,2927.8,,,,,,
1635,12.11.22 09:20:00 AM,-1.114,4305.6,,,,,,
1636,12.11.22 09:30:00 AM,-1.114,3444.5,,,,,,
1637,12.11.22 09:40:00 AM,-0.774,3616.7,,,,,,
1638,12.11.22 09:50:00 AM,-0.662,3961.1,,,,,,
1639,12.11.22 10:00:00 AM,-0.437,6200.0,,,,,,
1640,12.11.22 10:10:00 AM,0.674,10333.4,,,,,,
1641,12.11.22 10:20:00 AM,2.195,9300.1,,,,,,
1642,12.11.22 10:30:00 AM,3.367,12400.1,,,,,,
1643,12.11.22 10:40:00 AM,7.179,31689.1,,,,,,
1644,12.11.22 10:50:00 AM,14.134,33066.9,,,,,,
1645,12.11.22 11:00:00 AM,14.996,33066.9,,,,,,
1646,12.11.22 11:10:00 AM,17.950,33066.9,,,,,,
1647,12.11.22 11:20:00 AM,18.331,31689.1,,,,,,
1648,12.11.22 11:30:00 AM,18.711,33066.9,,,,,,
1649,12.11.22 11:40:00 AM,19.092,31689.1,,,,,,
1650,12.11.22 11:50:00 AM,15.282,33066.9,,,,,,
1651,12.11.22 12:00:00 PM,8.680,11022.3,,,,,,
1652,12.11.22 12:10:00 PM,4.311,9644.5,,,,,,
1653,12.11.22 12:20:00 PM,2.303,8266.7,,,,,,
1654,12.11.22 12:30:00 PM,2.088,8611.2,,,,,,
1655,12.11.22 12:40:00 PM,10.161,31689.1,,,,,,
1656,12.11.22 12:50:00 PM,5.860,9644.5,,,,,,
1657,12.11.22 01:00:00 PM,3.367,7577.8,,,,,,
1658,12.11.22 01:10:00 PM,2.410,7233.4,,,,,,
1659,12.11.22 01:20:00 PM,2.195,7233.4,,,,,,
1660,12.11.22 01:30:00 PM,1.656,5166.7,,,,,,
1661,12.11.22 01:40:00 PM,0.563,4650.0,,,,,,
1662,12.11.22 01:50:00 PM,0.453,4477.8,,,,,,
1663,12.11.22 02:00:00 PM,0.121,3961.1,,,,,,
1664,12.11.22 02:10:00 PM,0.232,3961.1,,,,,,
1665,12.11.22 02:20:00 PM,0.121,4133.4,,,,,,
1666,12.11.22 02:30:00 PM,-0.213,3444.5,,,,,,
1667,12.11.22 02:40:00 PM,0.010,4305.6,,,,,,
1668,12.11.22 02:50:00 PM,0.121,4477.8,,,,,,
1669,12.11.22 03:00:00 PM,0.010,4650.0,,,,,,
1670,12.11.22 03:10:00 PM,-0.102,4133.4,,,,,,
1671,12.11.22 03:20:00 PM,-0.325,3616.7,,,,,,
1672,12.11.22 03:30:00 PM,-0.213,3961.1,,,,,,
1673,12.11.22 03:40:00 PM,-0.662,3444.5,,,,,,
1674,12.11.22 03:50:00 PM,-0.437,7233.4,,,,,,
1675,12.11.22 04:00:00 PM,1.003,2066.7,,,,,,
1676,12.11.22 04:10:00 PM,-1.684,1280.9,,,,,,
1677,12.11.22 04:20:00 PM,-3.079,731.9,,,,,,
1678,12.11.22 04:30:00 PM,-3.792,430.6,,,,,,
1679,12.11.22 04:40:00 PM,-4.152,172.2,,,,,,
1680,12.11.22 04:50:00 PM,-4.514,53.8,,,,,,
1681,12.11.22 05:00:00 PM,-4.880,0.0,,,,,,
1682,12.11.22 05:10:00 PM,-5.249,0.0,,,,,,
1683,12.11.22 05:20:00 PM,-5.125,0.0,,,,,,
1684,12.11.22 05:30:00 PM,-5.496,0.0,,,,,,
1685,12.11.22 05:40:00 PM,-5.249,0.0,,,,,,
1686,12.11.22 05:50:00 PM,-5.496,0.0,,,,,,
1687,12.11.22 06:00:00 PM,-5.620,0.0,,,,,,
1688,12.11.22 06:10:00 PM,-5.745,0.0,,,,,,
1689,12.11.22 06:20:00 PM,-5.995,0.0,,,,,,
1690,12.11.22 06:30:00 PM,-6.373,0.0,,,,,,
1691,12.11.22 06:40:00 PM,-6.499,0.0,,,,,,
1692,12.11.22 06:50:00 PM,-6.626,0.0,,,,,,
1693,12.11.22 07:00:00 PM,-6.499,0.0,,,,,,
1694,12.11.22 07:10:00 PM,-6.626,0.0,,,,,,
1695,12.11.22 07:20:00 PM,-6.754,0.0,,,,,,
1696,12.11.22 07:30:00 PM,-6.626,0.0,,,,,,
1697,12.11.22 07:40:00 PM,-6.626,0.0,,,,,,
1698,12.11.22 07:50:00 PM,-6.373,0.0,,,,,,
1699,12.11.22 08:00:00 PM,-6.246,0.0,,,,,,
1700,12.11.22 08:10:00 PM,-6.373,0.0,,,,,,
1701,12.11.22 08:20:00 PM,-6.246,0.0,,,,,,
1702,12.11.22 08:30:00 PM,-5.995,0.0,,,,,,
1703,12.11.22 08:40:00 PM,-5.496,0.0,,,,,,
1704,12.11.22 08:50:00 PM,-4.880,0.0,,,,,,
1705,12.11.22 09:00:00 PM,-4.514,0.0,,,,,,
1706,12.11.22 09:10:00 PM,-4.152,0.0,,,,,,
1707,12.11.22 09:20:00 PM,-4.031,0.0,,,,,,
1708,12.11.22 09:30:00 PM,-3.911,0.0,,,,,,
1709,12.11.22 09:40:00 PM,-3.792,0.0,,,,,,
1710,12.11.22 09:50:00 PM,-3.792,0.0,,,,,,
1711,12.11.22 10:00:00 PM,-3.792,0.0,,,,,,
1712,12.11.22 10:10:00 PM,-3.792,0.0,,,,,,
1713,12.11.22 10:20:00 PM,-4.152,0.0,,,,,,
1714,12.11.22 10:30:00 PM,-4.514,0.0,,,,,,
1715,12.11.22 10:40:00 PM,-4.880,0.0,,,,,,
1716,12.11.22 10:50:00 PM,-5.003,0.0,,,,,,
1717,12.11.22 11:00:00 PM,-4.758,0.0,,,,,,
1718,12.11.22 11:10:00 PM,-4.758,0.0,,,,,,
1719,12.11.22 11:20:00 PM,-4.636,0.0,,,,,,
1720,12.11.22 11:30:00 PM,-4.514,0.0,,,,,,
1721,12.11.22 11:40:00 PM,-4.514,0.0,,,,,,
1722,12.11.22 11:50:00 PM,-4.758,0.0,,,,,,
1723,12.12.22 12:00:00 AM,-4.880,0.0,,,,,,
1724,12.12.22 12:10:00 AM,-5.125,0.0,,,,,,
1725,12.12.22 12:20:00 AM,-5.249,0.0,,,,,,
1726,12.12.22 12:30:00 AM,-5.003,0.0,,,,,,
1727,12.12.22 12:40:00 AM,-5.003,0.0,,,,,,
1728,12.12.22 12:50:00 AM,-5.125,0.0,,,,,,
1729,12.12.22 01:00:00 AM,-5.249,0.0,,,,,,
1730,12.12.22 01:10:00 AM,-5.620,0.0,,,,,,
1731,12.12.22 01:20:00 AM,-5.995,0.0,,,,,,
1732,12.12.22 01:30:00 AM,-6.120,0.0,,,,,,
1733,12.12.22 01:40:00 AM,-5.870,0.0,,,,,,
1734,12.12.22 01:50:00 AM,-5.620,0.0,,,,,,
1735,12.12.22 02:00:00 AM,-5.496,0.0,,,,,,
1736,12.12.22 02:10:00 AM,-5.372,0.0,,,,,,
1737,12.12.22 02:20:00 AM,-5.372,0.0,,,,,,
1738,12.12.22 02:30:00 AM,-5.620,0.0,,,,,,
1739,12.12.22 02:40:00 AM,-5.995,0.0,,,,,,
1740,12.12.22 02:50:00 AM,-5.870,0.0,,,,,,
1741,12.12.22 03:00:00 AM,-5.620,0.0,,,,,,
1742,12.12.22 03:10:00 AM,-5.995,0.0,,,,,,
1743,12.12.22 03:20:00 AM,-6.373,0.0,,,,,,
1744,12.12.22 03:30:00 AM,-6.499,0.0,,,,,,
1745,12.12.22 03:40:00 AM,-6.754,0.0,,,,,,
1746,12.12.22 03:50:00 AM,-7.010,0.0,,,,,,
1747,12.12.22 04:00:00 AM,-7.010,0.0,,,,,,
1748,12.12.22 04:10:00 AM,-6.499,0.0,,,,,,
1749,12.12.22 04:20:00 AM,-6.246,0.0,,,,,,
1750,12.12.22 04:30:00 AM,-5.995,0.0,,,,,,
1751,12.12.22 04:40:00 AM,-5.745,0.0,,,,,,
1752,12.12.22 04:50:00 AM,-5.745,0.0,,,,,,
1753,12.12.22 05:00:00 AM,-5.870,0.0,,,,,,
1754,12.12.22 05:10:00 AM,-6.246,0.0,,,,,,
1755,12.12.22 05:20:00 AM,-6.373,0.0,,,,,,
1756,12.12.22 05:30:00 AM,-6.499,0.0,,,,,,
1757,12.12.22 05:40:00 AM,-6.499,0.0,,,,,,
1758,12.12.22 05:50:00 AM,-6.499,0.0,,,,,,
1759,12.12.22 06:00:00 AM,-6.499,0.0,,,,,,
1760,12.12.22 06:10:00 AM,-6.754,0.0,,,,,,
1761,12.12.22 06:20:00 AM,-6.626,0.0,,,,,,
1762,12.12.22 06:30:00 AM,-6.626,0.0,,,,,,
1763,12.12.22 06:40:00 AM,-6.626,0.0,,,,,,
1764,12.12.22 06:50:00 AM,-6.499,0.0,,,,,,
1765,12.12.22 07:00:00 AM,-6.373,0.0,,,,,,
1766,12.12.22 07:10:00 AM,-6.373,0.0,,,,,,
1767,12.12.22 07:20:00 AM,-6.499,0.0,,,,,,
1768,12.12.22 07:30:00 AM,-6.626,0.0,,,,,,
1769,12.12.22 07:40:00 AM,-6.373,0.0,,,,,,
1770,12.12.22 07:50:00 AM,-6.120,10.8,,,,,,
1771,12.12.22 08:00:00 AM,-5.870,64.6,,,,,,
1772,12.12.22 08:10:00 AM,-5.870,139.9,,,,,,
1773,12.12.22 08:20:00 AM,-5.870,236.8,,,,,,
1774,12.12.22 08:30:00 AM,-5.870,538.2,,,,,,
1775,12.12.22 08:40:00 AM,-5.745,979.5,,,,,,
1776,12.12.22 08:50:00 AM,-5.620,1463.9,,,,,,
1777,12.12.22 09:00:00 AM,-5.249,1894.5,,,,,,
1778,12.12.22 09:10:00 AM,-4.758,2411.1,,,,,,
1779,12.12.22 09:20:00 AM,-4.272,3100.0,,,,,,
1780,12.12.22 09:30:00 AM,-3.911,2927.8,,,,,,
1781,12.12.22 09:40:00 AM,-3.911,2927.8,,,,,,
1782,12.12.22 09:50:00 AM,-4.152,3444.5,,,,,,
1783,12.12.22 10:00:00 AM,-3.911,3616.7,,,,,,
1784,12.12.22 10:10:00 AM,-3.553,3616.7,,,,,,
1785,12.12.22 10:20:00 AM,-3.434,4305.6,,,,,,
1786,12.12.22 10:30:00 AM,-3.079,5166.7,,,,,,
1787,12.12.22 10:40:00 AM,-2.610,5338.9,,,,,,
1788,12.12.22 10:50:00 AM,-2.610,5166.7,,,,,,
1789,12.12.22 11:00:00 AM,-2.145,5511.1,,,,,,
1790,12.12.22 11:10:00 AM,-1.914,5511.1,,,,,,
1791,12.12.22 11:20:00 AM,-1.799,6544.5,,,,,,
1792,12.12.22 11:30:00 AM,-1.341,6200.0,,,,,,
1793,12.12.22 11:40:00 AM,-1.228,5511.1,,,,,,
1794,12.12.22 11:50:00 AM,-1.114,5511.1,,,,,,
1795,12.12.22 12:00:00 PM,-1.228,6200.0,,,,,,
1796,12.12.22 12:10:00 PM,-1.456,5511.1,,,,,,
1797,12.12.22 12:20:00 PM,-1.799,5338.9,,,,,,
1798,12.12.22 12:30:00 PM,-2.145,5166.7,,,,,,
1799,12.12.22 12:40:00 PM,-1.684,5166.7,,,,,,
1800,12.12.22 12:50:00 PM,-1.341,5511.1,,,,,,
1801,12.12.22 01:00:00 PM,-1.456,6200.0,,,,,,
1802,12.12.22 01:10:00 PM,-0.887,5511.1,,,,,,
1803,12.12.22 01:20:00 PM,-1.114,5166.7,,,,,,
1804,12.12.22 01:30:00 PM,-1.228,5166.7,,,,,,
1805,12.12.22 01:40:00 PM,-1.799,5511.1,,,,,,
1806,12.12.22 01:50:00 PM,-1.341,5511.1,,,,,,
1807,12.12.22 02:00:00 PM,-1.228,5338.9,,,,,,
1808,12.12.22 02:10:00 PM,-1.001,4994.5,,,,,,
1809,12.12.22 02:20:00 PM,-1.570,4477.8,,,,,,
1810,12.12.22 02:30:00 PM,-1.570,4305.6,,,,,,
1811,12.12.22 02:40:00 PM,-1.684,4305.6,,,,,,
1812,12.12.22 02:50:00 PM,-2.030,3788.9,,,,,,
1813,12.12.22 03:00:00 PM,-2.261,2927.8,,,,,,
1814,12.12.22 03:10:00 PM,-2.494,2755.6,,,,,,
1815,12.12.22 03:20:00 PM,-2.962,2411.1,,,,,,
1816,12.12.22 03:30:00 PM,-3.197,1356.3,,,,,,
1817,12.12.22 03:40:00 PM,-3.553,1313.2,,,,,,
1818,12.12.22 03:50:00 PM,-3.553,893.4,,,,,,
1819,12.12.22 04:00:00 PM,-3.672,699.7,,,,,,
1820,12.12.22 04:10:00 PM,-3.911,376.7,,,,,,
1821,12.12.22 04:20:00 PM,-4.031,269.1,,,,,,
1822,12.12.22 04:30:00 PM,-4.152,107.6,,,,,,
1823,12.12.22 04:40:00 PM,-4.393,53.8,,,,,,
1824,12.12.22 04:50:00 PM,-4.514,10.8,,,,,,
1825,12.12.22 05:00:00 PM,-4.636,0.0,,,,,,
1826,12.12.22 05:10:00 PM,-4.880,0.0,,,,,,
1827,12.12.22 05:20:00 PM,-4.880,0.0,,,,,,
1828,12.12.22 05:30:00 PM,-4.880,0.0,,,,,,
1829,12.12.22 05:40:00 PM,-5.003,0.0,,,,,,
1830,12.12.22 05:50:00 PM,-5.003,0.0,,,,,,
1831,12.12.22 06:00:00 PM,-4.880,0.0,,,,,,
1832,12.12.22 06:10:00 PM,-4.758,0.0,,,,,,
1833,12.12.22 06:20:00 PM,-4.636,0.0,,,,,,
1834,12.12.22 06:30:00 PM,-4.636,0.0,,,,,,
1835,12.12.22 06:40:00 PM,-4.758,0.0,,,,,,
1836,12.12.22 06:50:00 PM,-4.636,0.0,,,,,,
1837,12.12.22 07:00:00 PM,-4.758,0.0,,,,,,
1838,12.12.22 07:10:00 PM,-4.758,0.0,,,,,,
1839,12.12.22 07:20:00 PM,-4.880,0.0,,,,,,
1840,12.12.22 07:30:00 PM,-4.880,0.0,,,,,,
1841,12.12.22 07:40:00 PM,-5.003,0.0,,,,,,
1842,12.12.22 07:50:00 PM,-5.003,0.0,,,,,,
1843,12.12.22 08:00:00 PM,-4.880,0.0,,,,,,
1844,12.12.22 08:10:00 PM,-4.880,0.0,,,,,,
1845,12.12.22 08:20:00 PM,-4.880,0.0,,,,,,
1846,12.12.22 08:30:00 PM,-4.880,0.0,,,,,,
1847,12.12.22 08:40:00 PM,-4.880,0.0,,,,,,
1848,12.12.22 08:50:00 PM,-4.880,0.0,,,,,,
1849,12.12.22 09:00:00 PM,-5.003,0.0,,,,,,
1850,12.12.22 09:10:00 PM,-5.125,0.0,,,,,,
1851,12.12.22 09:20:00 PM,-5.125,0.0,,,,,,
1852,12.12.22 09:30:00 PM,-5.125,0.0,,,,,,
1853,12.12.22 09:40:00 PM,-5.003,0.0,,,,,,
1854,12.12.22 09:50:00 PM,-5.125,0.0,,,,,,
1855,12.12.22 10:00:00 PM,-5.125,0.0,,,,,,
1856,12.12.22 10:10:00 PM,-5.125,0.0,,,,,,
1857,12.12.22 10:20:00 PM,-5.125,0.0,,,,,,
1858,12.12.22 10:30:00 PM,-5.125,0.0,,,,,,
1859,12.12.22 10:40:00 PM,-5.125,0.0,,,,,,
1860,12.12.22 10:50:00 PM,-5.249,0.0,,,,,,
1861,12.12.22 11:00:00 PM,-5.249,0.0,,,,,,
1862,12.12.22 11:10:00 PM,-5.249,0.0,,,,,,
1863,12.12.22 11:20:00 PM,-4.758,0.0,,,,,,
1864,12.12.22 11:30:00 PM,-4.514,0.0,,,,,,
1865,12.12.22 11:40:00 PM,-5.125,0.0,,,,,,
1866,12.12.22 11:50:00 PM,-5.249,0.0,,,,,,
1867,12.13.22 12:00:00 AM,-5.003,0.0,,,,,,
1868,12.13.22 12:10:00 AM,-4.880,0.0,,,,,,
1869,12.13.22 12:20:00 AM,-4.880,0.0,,,,,,
1870,12.13.22 12:30:00 AM,-5.003,0.0,,,,,,
1871,12.13.22 12:40:00 AM,-5.249,0.0,,,,,,
1872,12.13.22 12:50:00 AM,-5.372,0.0,,,,,,
1873,12.13.22 01:00:00 AM,-5.372,0.0,,,,,,
1874,12.13.22 01:10:00 AM,-5.372,0.0,,,,,,
1875,12.13.22 01:20:00 AM,-5.372,0.0,,,,,,
1876,12.13.22 01:30:00 AM,-5.372,0.0,,,,,,
1877,12.13.22 01:40:00 AM,-5.372,0.0,,,,,,
1878,12.13.22 01:50:00 AM,-5.372,0.0,,,,,,
1879,12.13.22 02:00:00 AM,-5.372,0.0,,,,,,
1880,12.13.22 02:10:00 AM,-5.620,0.0,,,,,,
1881,12.13.22 02:20:00 AM,-5.745,0.0,,,,,,
1882,12.13.22 02:30:00 AM,-5.620,0.0,,,,,,
1883,12.13.22 02:40:00 AM,-5.496,0.0,,,,,,
1884,12.13.22 02:50:00 AM,-5.496,0.0,,,,,,
1885,12.13.22 03:00:00 AM,-5.249,0.0,,,,,,
1886,12.13.22 03:10:00 AM,-5.125,0.0,,,,,,
1887,12.13.22 03:20:00 AM,-4.758,0.0,,,,,,
1888,12.13.22 03:30:00 AM,-5.125,0.0,,,,,,
