"Plot-Titel: 10088310"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10088310, SEN S/N: 10088310)","Intensität, Lux (LGR S/N: 10088310, SEN S/N: 10088310)","Koppler verbunden (LGR S/N: 10088310)","Host verbunden (LGR S/N: 10088310)","Angehalten (LGR S/N: 10088310)","Dateiende (LGR S/N: 10088310)"
42,11.11.22 08:15:00 PM,7.481,0.0,,,,
43,11.11.22 08:30:00 PM,7.983,0.0,,,,
44,11.11.22 08:45:00 PM,7.882,0.0,,,,
45,11.11.22 09:00:00 PM,7.481,0.0,,,,
46,11.11.22 09:15:00 PM,6.674,0.0,,,,
47,11.11.22 09:30:00 PM,5.962,0.0,,,,
48,11.11.22 09:45:00 PM,5.244,0.0,,,,
49,11.11.22 10:00:00 PM,5.450,0.0,,,,
50,11.11.22 10:15:00 PM,5.860,0.0,,,,
51,11.11.22 10:30:00 PM,6.268,0.0,,,,
52,11.11.22 10:45:00 PM,6.775,0.0,,,,
53,11.11.22 11:00:00 PM,6.573,0.0,,,,
54,11.11.22 11:15:00 PM,6.877,0.0,,,,
55,11.11.22 11:30:00 PM,6.775,0.0,,,,
56,11.11.22 11:45:00 PM,7.481,0.0,,,,
57,11.12.22 12:00:00 AM,7.582,0.0,,,,
58,11.12.22 12:15:00 AM,7.682,0.0,,,,
59,11.12.22 12:30:00 AM,7.481,0.0,,,,
60,11.12.22 12:45:00 AM,7.582,0.0,,,,
61,11.12.22 01:00:00 AM,7.381,0.0,,,,
62,11.12.22 01:15:00 AM,7.179,0.0,,,,
63,11.12.22 01:30:00 AM,6.877,0.0,,,,
64,11.12.22 01:45:00 AM,6.268,0.0,,,,
65,11.12.22 02:00:00 AM,6.166,0.0,,,,
66,11.12.22 02:15:00 AM,5.450,0.0,,,,
67,11.12.22 02:30:00 AM,5.450,0.0,,,,
68,11.12.22 02:45:00 AM,5.757,0.0,,,,
69,11.12.22 03:00:00 AM,5.757,0.0,,,,
70,11.12.22 03:15:00 AM,6.064,0.0,,,,
71,11.12.22 03:30:00 AM,5.860,0.0,,,,
72,11.12.22 03:45:00 AM,5.552,0.0,,,,
73,11.12.22 04:00:00 AM,6.166,0.0,,,,
74,11.12.22 04:15:00 AM,5.860,0.0,,,,
75,11.12.22 04:30:00 AM,5.552,0.0,,,,
76,11.12.22 04:45:00 AM,5.655,0.0,,,,
77,11.12.22 05:00:00 AM,5.347,0.0,,,,
78,11.12.22 05:15:00 AM,5.037,0.0,,,,
79,11.12.22 05:30:00 AM,4.727,0.0,,,,
80,11.12.22 05:45:00 AM,4.727,0.0,,,,
81,11.12.22 06:00:00 AM,5.037,0.0,,,,
82,11.12.22 06:15:00 AM,5.141,0.0,,,,
83,11.12.22 06:30:00 AM,5.450,0.0,,,,
84,11.12.22 06:45:00 AM,5.962,0.0,,,,
85,11.12.22 07:00:00 AM,6.166,0.0,,,,
86,11.12.22 07:15:00 AM,5.962,0.0,,,,
87,11.12.22 07:30:00 AM,6.268,0.0,,,,
88,11.12.22 07:45:00 AM,5.860,0.0,,,,
89,11.12.22 08:00:00 AM,5.860,0.0,,,,
90,11.12.22 08:15:00 AM,5.655,21.5,,,,
91,11.12.22 08:30:00 AM,6.166,96.9,,,,
92,11.12.22 08:45:00 AM,6.166,193.8,,,,
93,11.12.22 09:00:00 AM,6.775,279.9,,,,
94,11.12.22 09:15:00 AM,6.775,398.3,,,,
95,11.12.22 09:30:00 AM,7.481,355.2,,,,
96,11.12.22 09:45:00 AM,7.882,376.7,,,,
97,11.12.22 10:00:00 AM,7.682,430.6,,,,
98,11.12.22 10:15:00 AM,7.983,430.6,,,,
99,11.12.22 10:30:00 AM,8.082,441.3,,,,
100,11.12.22 10:45:00 AM,8.382,409.0,,,,
101,11.12.22 11:00:00 AM,8.481,592.0,,,,
102,11.12.22 11:15:00 AM,8.680,602.8,,,,
103,11.12.22 11:30:00 AM,8.879,581.3,,,,
104,11.12.22 11:45:00 AM,8.680,495.1,,,,
105,11.12.22 12:00:00 PM,8.978,527.4,,,,
106,11.12.22 12:15:00 PM,9.176,613.5,,,,
107,11.12.22 12:30:00 PM,9.077,570.5,,,,
108,11.12.22 12:45:00 PM,9.571,742.7,,,,
109,11.12.22 01:00:00 PM,9.669,764.2,,,,
110,11.12.22 01:15:00 PM,9.768,688.9,,,,
111,11.12.22 01:30:00 PM,9.669,505.9,,,,
112,11.12.22 01:45:00 PM,9.472,473.6,,,,
113,11.12.22 02:00:00 PM,9.669,645.8,,,,
114,11.12.22 02:15:00 PM,9.571,602.8,,,,
115,11.12.22 02:30:00 PM,9.669,538.2,,,,
116,11.12.22 02:45:00 PM,9.768,538.2,,,,
117,11.12.22 03:00:00 PM,9.768,462.9,,,,
118,11.12.22 03:15:00 PM,9.571,409.0,,,,
119,11.12.22 03:30:00 PM,9.472,398.3,,,,
120,11.12.22 03:45:00 PM,9.571,312.2,,,,
121,11.12.22 04:00:00 PM,9.472,258.3,,,,
122,11.12.22 04:15:00 PM,9.275,129.2,,,,
123,11.12.22 04:30:00 PM,9.275,107.6,,,,
124,11.12.22 04:45:00 PM,9.176,64.6,,,,
125,11.12.22 05:00:00 PM,8.879,21.5,,,,
126,11.12.22 05:15:00 PM,8.879,0.0,,,,
127,11.12.22 05:30:00 PM,8.779,0.0,,,,
128,11.12.22 05:45:00 PM,8.680,0.0,,,,
129,11.12.22 06:00:00 PM,8.581,0.0,,,,
130,11.12.22 06:15:00 PM,8.680,0.0,,,,
131,11.12.22 06:30:00 PM,8.680,0.0,,,,
132,11.12.22 06:45:00 PM,8.581,0.0,,,,
133,11.12.22 07:00:00 PM,8.680,0.0,,,,
134,11.12.22 07:15:00 PM,8.581,0.0,,,,
135,11.12.22 07:30:00 PM,8.481,0.0,,,,
136,11.12.22 07:45:00 PM,8.581,0.0,,,,
137,11.12.22 08:00:00 PM,8.481,0.0,,,,
138,11.12.22 08:15:00 PM,8.182,0.0,,,,
139,11.12.22 08:30:00 PM,8.182,0.0,,,,
140,11.12.22 08:45:00 PM,8.082,0.0,,,,
141,11.12.22 09:00:00 PM,8.382,0.0,,,,
142,11.12.22 09:15:00 PM,8.182,0.0,,,,
143,11.12.22 09:30:00 PM,8.182,0.0,,,,
144,11.12.22 09:45:00 PM,7.882,0.0,,,,
145,11.12.22 10:00:00 PM,8.082,0.0,,,,
146,11.12.22 10:15:00 PM,8.182,0.0,,,,
147,11.12.22 10:30:00 PM,7.983,0.0,,,,
148,11.12.22 10:45:00 PM,7.682,0.0,,,,
149,11.12.22 11:00:00 PM,7.983,0.0,,,,
150,11.12.22 11:15:00 PM,7.882,0.0,,,,
151,11.12.22 11:30:00 PM,7.782,0.0,,,,
152,11.12.22 11:45:00 PM,7.882,0.0,,,,
153,11.13.22 12:00:00 AM,7.782,0.0,,,,
154,11.13.22 12:15:00 AM,7.782,0.0,,,,
155,11.13.22 12:30:00 AM,7.381,0.0,,,,
156,11.13.22 12:45:00 AM,7.381,0.0,,,,
157,11.13.22 01:00:00 AM,7.179,0.0,,,,
158,11.13.22 01:15:00 AM,7.381,0.0,,,,
159,11.13.22 01:30:00 AM,7.179,0.0,,,,
160,11.13.22 01:45:00 AM,6.775,0.0,,,,
161,11.13.22 02:00:00 AM,7.179,0.0,,,,
162,11.13.22 02:15:00 AM,7.280,0.0,,,,
163,11.13.22 02:30:00 AM,7.481,0.0,,,,
164,11.13.22 02:45:00 AM,7.179,0.0,,,,
165,11.13.22 03:00:00 AM,6.877,0.0,,,,
166,11.13.22 03:15:00 AM,7.079,0.0,,,,
167,11.13.22 03:30:00 AM,6.775,0.0,,,,
168,11.13.22 03:45:00 AM,6.877,0.0,,,,
169,11.13.22 04:00:00 AM,6.471,0.0,,,,
170,11.13.22 04:15:00 AM,6.674,0.0,,,,
171,11.13.22 04:30:00 AM,6.877,0.0,,,,
172,11.13.22 04:45:00 AM,6.674,0.0,,,,
173,11.13.22 05:00:00 AM,6.573,0.0,,,,
174,11.13.22 05:15:00 AM,6.674,0.0,,,,
175,11.13.22 05:30:00 AM,6.978,0.0,,,,
176,11.13.22 05:45:00 AM,6.573,0.0,,,,
177,11.13.22 06:00:00 AM,6.370,0.0,,,,
178,11.13.22 06:15:00 AM,6.370,0.0,,,,
179,11.13.22 06:30:00 AM,6.370,0.0,,,,
180,11.13.22 06:45:00 AM,6.775,0.0,,,,
181,11.13.22 07:00:00 AM,6.978,0.0,,,,
182,11.13.22 07:15:00 AM,7.179,0.0,,,,
183,11.13.22 07:30:00 AM,7.079,0.0,,,,
184,11.13.22 07:45:00 AM,6.775,0.0,,,,
185,11.13.22 08:00:00 AM,6.877,0.0,,,,
186,11.13.22 08:15:00 AM,6.775,0.0,,,,
187,11.13.22 08:30:00 AM,7.079,10.8,,,,
188,11.13.22 08:45:00 AM,7.079,43.1,,,,
189,11.13.22 09:00:00 AM,7.179,86.1,,,,
190,11.13.22 09:15:00 AM,7.079,139.9,,,,
191,11.13.22 09:30:00 AM,7.481,215.3,,,,
192,11.13.22 09:45:00 AM,7.481,183.0,,,,
193,11.13.22 10:00:00 AM,7.381,269.1,,,,
194,11.13.22 10:15:00 AM,7.682,301.4,,,,
195,11.13.22 10:30:00 AM,7.381,344.4,,,,
196,11.13.22 10:45:00 AM,7.682,333.7,,,,
197,11.13.22 11:00:00 AM,7.782,322.9,,,,
198,11.13.22 11:15:00 AM,7.682,301.4,,,,
199,11.13.22 11:30:00 AM,7.782,419.8,,,,
200,11.13.22 11:45:00 AM,7.983,376.7,,,,
201,11.13.22 12:00:00 PM,8.182,484.4,,,,
202,11.13.22 12:15:00 PM,8.182,409.0,,,,
203,11.13.22 12:30:00 PM,7.983,322.9,,,,
204,11.13.22 12:45:00 PM,8.082,452.1,,,,
205,11.13.22 01:00:00 PM,8.182,505.9,,,,
206,11.13.22 01:15:00 PM,8.282,441.3,,,,
207,11.13.22 01:30:00 PM,8.481,645.8,,,,
208,11.13.22 01:45:00 PM,8.082,495.1,,,,
209,11.13.22 02:00:00 PM,8.082,473.6,,,,
210,11.13.22 02:15:00 PM,8.282,581.3,,,,
211,11.13.22 02:30:00 PM,8.779,904.2,,,,
212,11.13.22 02:45:00 PM,9.373,742.7,,,,
213,11.13.22 03:00:00 PM,8.779,398.3,,,,
214,11.13.22 03:15:00 PM,8.382,258.3,,,,
215,11.13.22 03:30:00 PM,8.182,183.0,,,,
216,11.13.22 03:45:00 PM,7.983,279.9,,,,
217,11.13.22 04:00:00 PM,8.182,258.3,,,,
218,11.13.22 04:15:00 PM,8.282,204.5,,,,
219,11.13.22 04:30:00 PM,8.282,172.2,,,,
220,11.13.22 04:45:00 PM,8.182,64.6,,,,
221,11.13.22 05:00:00 PM,7.882,21.5,,,,
222,11.13.22 05:15:00 PM,7.983,0.0,,,,
223,11.13.22 05:30:00 PM,7.582,0.0,,,,
224,11.13.22 05:45:00 PM,7.582,0.0,,,,
225,11.13.22 06:00:00 PM,7.481,0.0,,,,
226,11.13.22 06:15:00 PM,7.079,0.0,,,,
227,11.13.22 06:30:00 PM,6.978,0.0,,,,
228,11.13.22 06:45:00 PM,7.179,0.0,,,,
229,11.13.22 07:00:00 PM,6.978,0.0,,,,
230,11.13.22 07:15:00 PM,7.179,0.0,,,,
231,11.13.22 07:30:00 PM,7.079,0.0,,,,
232,11.13.22 07:45:00 PM,7.179,0.0,,,,
233,11.13.22 08:00:00 PM,7.079,0.0,,,,
234,11.13.22 08:15:00 PM,7.481,0.0,,,,
235,11.13.22 08:30:00 PM,7.682,0.0,,,,
236,11.13.22 08:45:00 PM,7.381,0.0,,,,
237,11.13.22 09:00:00 PM,7.079,0.0,,,,
238,11.13.22 09:15:00 PM,6.978,0.0,,,,
239,11.13.22 09:30:00 PM,7.381,0.0,,,,
240,11.13.22 09:45:00 PM,7.481,0.0,,,,
241,11.13.22 10:00:00 PM,7.682,0.0,,,,
242,11.13.22 10:15:00 PM,7.582,0.0,,,,
243,11.13.22 10:30:00 PM,7.381,0.0,,,,
244,11.13.22 10:45:00 PM,6.573,0.0,,,,
245,11.13.22 11:00:00 PM,6.775,0.0,,,,
246,11.13.22 11:15:00 PM,6.978,0.0,,,,
247,11.13.22 11:30:00 PM,6.775,0.0,,,,
248,11.13.22 11:45:00 PM,6.877,0.0,,,,
249,11.14.22 12:00:00 AM,7.179,0.0,,,,
250,11.14.22 12:15:00 AM,7.179,0.0,,,,
251,11.14.22 12:30:00 AM,6.471,0.0,,,,
252,11.14.22 12:45:00 AM,6.370,0.0,,,,
253,11.14.22 01:00:00 AM,6.471,0.0,,,,
254,11.14.22 01:15:00 AM,6.775,0.0,,,,
255,11.14.22 01:30:00 AM,6.674,0.0,,,,
256,11.14.22 01:45:00 AM,6.370,0.0,,,,
257,11.14.22 02:00:00 AM,6.573,0.0,,,,
258,11.14.22 02:15:00 AM,6.573,0.0,,,,
259,11.14.22 02:30:00 AM,6.775,0.0,,,,
260,11.14.22 02:45:00 AM,6.674,0.0,,,,
261,11.14.22 03:00:00 AM,6.978,0.0,,,,
262,11.14.22 03:15:00 AM,6.166,0.0,,,,
263,11.14.22 03:30:00 AM,6.471,0.0,,,,
264,11.14.22 03:45:00 AM,6.471,0.0,,,,
265,11.14.22 04:00:00 AM,6.370,0.0,,,,
266,11.14.22 04:15:00 AM,6.370,0.0,,,,
267,11.14.22 04:30:00 AM,6.268,0.0,,,,
268,11.14.22 04:45:00 AM,5.655,0.0,,,,
269,11.14.22 05:00:00 AM,6.166,0.0,,,,
270,11.14.22 05:15:00 AM,6.674,0.0,,,,
271,11.14.22 05:30:00 AM,6.166,0.0,,,,
272,11.14.22 05:45:00 AM,6.268,0.0,,,,
273,11.14.22 06:00:00 AM,6.370,0.0,,,,
274,11.14.22 06:15:00 AM,6.166,0.0,,,,
275,11.14.22 06:30:00 AM,6.268,0.0,,,,
276,11.14.22 06:45:00 AM,6.166,0.0,,,,
277,11.14.22 07:00:00 AM,5.757,0.0,,,,
278,11.14.22 07:15:00 AM,5.962,0.0,,,,
279,11.14.22 07:30:00 AM,6.573,0.0,,,,
280,11.14.22 07:45:00 AM,6.978,0.0,,,,
281,11.14.22 08:00:00 AM,6.877,0.0,,,,
282,11.14.22 08:15:00 AM,6.877,0.0,,,,
283,11.14.22 08:30:00 AM,6.573,43.1,,,,
284,11.14.22 08:45:00 AM,6.775,43.1,,,,
285,11.14.22 09:00:00 AM,6.978,107.6,,,,
286,11.14.22 09:15:00 AM,7.280,183.0,,,,
287,11.14.22 09:30:00 AM,7.381,344.4,,,,
288,11.14.22 09:45:00 AM,7.381,419.8,,,,
289,11.14.22 10:00:00 AM,7.582,495.1,,,,
290,11.14.22 10:15:00 AM,7.983,624.3,,,,
291,11.14.22 10:30:00 AM,8.082,688.9,,,,
292,11.14.22 10:45:00 AM,8.382,753.5,,,,
293,11.14.22 11:00:00 AM,8.581,667.4,,,,
294,11.14.22 11:15:00 AM,8.879,602.8,,,,
295,11.14.22 11:30:00 AM,8.779,419.8,,,,
296,11.14.22 11:45:00 AM,9.176,947.2,,,,
297,11.14.22 12:00:00 PM,9.768,882.6,,,,
298,11.14.22 12:15:00 PM,10.357,1377.8,,,,
299,11.14.22 12:30:00 PM,10.357,925.7,,,,
300,11.14.22 12:45:00 PM,10.748,1324.0,,,,
301,11.14.22 01:00:00 PM,10.846,990.3,,,,
302,11.14.22 01:15:00 PM,11.041,1248.6,,,,
303,11.14.22 01:30:00 PM,11.334,731.9,,,,
304,11.14.22 01:45:00 PM,11.041,688.9,,,,
305,11.14.22 02:00:00 PM,10.651,430.6,,,,
306,11.14.22 02:15:00 PM,10.553,258.3,,,,
307,11.14.22 02:30:00 PM,10.651,366.0,,,,
308,11.14.22 02:45:00 PM,10.846,290.6,,,,
309,11.14.22 03:00:00 PM,10.846,430.6,,,,
310,11.14.22 03:15:00 PM,11.139,452.1,,,,
311,11.14.22 03:30:00 PM,11.041,452.1,,,,
312,11.14.22 03:45:00 PM,11.431,613.5,,,,
313,11.14.22 04:00:00 PM,11.139,301.4,,,,
314,11.14.22 04:15:00 PM,11.139,247.6,,,,
315,11.14.22 04:30:00 PM,10.846,21.5,,,,
316,11.14.22 04:45:00 PM,10.846,0.0,,,,
317,11.14.22 05:00:00 PM,10.651,0.0,,,,
318,11.14.22 05:15:00 PM,10.161,0.0,,,,
319,11.14.22 05:30:00 PM,9.866,0.0,,,,
320,11.14.22 05:45:00 PM,9.669,0.0,,,,
321,11.14.22 06:00:00 PM,9.275,0.0,,,,
322,11.14.22 06:15:00 PM,8.879,0.0,,,,
323,11.14.22 06:30:00 PM,8.581,0.0,,,,
324,11.14.22 06:45:00 PM,8.581,0.0,,,,
325,11.14.22 07:00:00 PM,8.978,0.0,,,,
326,11.14.22 07:15:00 PM,9.077,0.0,,,,
327,11.14.22 07:30:00 PM,8.978,0.0,,,,
328,11.14.22 07:45:00 PM,9.176,0.0,,,,
329,11.14.22 08:00:00 PM,8.978,0.0,,,,
330,11.14.22 08:15:00 PM,8.978,0.0,,,,
331,11.14.22 08:30:00 PM,9.077,0.0,,,,
332,11.14.22 08:45:00 PM,9.275,0.0,,,,
333,11.14.22 09:00:00 PM,8.680,0.0,,,,
334,11.14.22 09:15:00 PM,8.082,0.0,,,,
335,11.14.22 09:30:00 PM,7.682,0.0,,,,
336,11.14.22 09:45:00 PM,6.877,0.0,,,,
337,11.14.22 10:00:00 PM,6.674,0.0,,,,
338,11.14.22 10:15:00 PM,6.370,0.0,,,,
339,11.14.22 10:30:00 PM,6.166,0.0,,,,
340,11.14.22 10:45:00 PM,5.655,0.0,,,,
341,11.14.22 11:00:00 PM,5.037,0.0,,,,
342,11.14.22 11:15:00 PM,5.347,0.0,,,,
343,11.14.22 11:30:00 PM,6.370,0.0,,,,
344,11.14.22 11:45:00 PM,6.166,0.0,,,,
345,11.15.22 12:00:00 AM,5.450,0.0,,,,
346,11.15.22 12:15:00 AM,5.244,0.0,,,,
347,11.15.22 12:30:00 AM,5.962,0.0,,,,
348,11.15.22 12:45:00 AM,6.775,0.0,,,,
349,11.15.22 01:00:00 AM,7.079,0.0,,,,
350,11.15.22 01:15:00 AM,7.481,0.0,,,,
351,11.15.22 01:30:00 AM,7.882,0.0,,,,
352,11.15.22 01:45:00 AM,7.983,0.0,,,,
353,11.15.22 02:00:00 AM,7.983,0.0,,,,
354,11.15.22 02:15:00 AM,7.983,0.0,,,,
355,11.15.22 02:30:00 AM,8.382,0.0,,,,
356,11.15.22 02:45:00 AM,8.779,0.0,,,,
357,11.15.22 03:00:00 AM,9.077,0.0,,,,
358,11.15.22 03:15:00 AM,9.176,0.0,,,,
359,11.15.22 03:30:00 AM,9.275,0.0,,,,
360,11.15.22 03:45:00 AM,8.282,0.0,,,,
361,11.15.22 04:00:00 AM,7.179,0.0,,,,
362,11.15.22 04:15:00 AM,7.782,0.0,,,,
363,11.15.22 04:30:00 AM,7.983,0.0,,,,
364,11.15.22 04:45:00 AM,8.581,0.0,,,,
365,11.15.22 05:00:00 AM,9.176,0.0,,,,
366,11.15.22 05:15:00 AM,9.571,0.0,,,,
367,11.15.22 05:30:00 AM,9.669,0.0,,,,
368,11.15.22 05:45:00 AM,9.768,0.0,,,,
369,11.15.22 06:00:00 AM,9.768,0.0,,,,
370,11.15.22 06:15:00 AM,9.866,0.0,,,,
371,11.15.22 06:30:00 AM,9.965,0.0,,,,
372,11.15.22 06:45:00 AM,10.063,0.0,,,,
373,11.15.22 07:00:00 AM,9.768,0.0,,,,
374,11.15.22 07:15:00 AM,9.571,0.0,,,,
375,11.15.22 07:30:00 AM,9.571,0.0,,,,
376,11.15.22 07:45:00 AM,9.571,0.0,,,,
377,11.15.22 08:00:00 AM,9.571,0.0,,,,
378,11.15.22 08:15:00 AM,9.571,0.0,,,,
379,11.15.22 08:30:00 AM,9.571,32.3,,,,
380,11.15.22 08:45:00 AM,9.669,86.1,,,,
381,11.15.22 09:00:00 AM,9.669,139.9,,,,
382,11.15.22 09:15:00 AM,10.063,215.3,,,,
383,11.15.22 09:30:00 AM,10.455,484.4,,,,
384,11.15.22 09:45:00 AM,10.846,602.8,,,,
385,11.15.22 10:00:00 AM,11.041,516.7,,,,
386,11.15.22 10:15:00 AM,11.041,549.0,,,,
387,11.15.22 10:30:00 AM,11.041,344.4,,,,
388,11.15.22 10:45:00 AM,10.944,312.2,,,,
389,11.15.22 11:00:00 AM,11.139,602.8,,,,
390,11.15.22 11:15:00 AM,11.528,645.8,,,,
391,11.15.22 11:30:00 AM,11.722,667.4,,,,
392,11.15.22 11:45:00 AM,11.916,807.3,,,,
393,11.15.22 12:00:00 PM,12.401,1054.9,,,,
394,11.15.22 12:15:00 PM,12.401,731.9,,,,
395,11.15.22 12:30:00 PM,12.883,1033.3,,,,
396,11.15.22 12:45:00 PM,12.497,839.6,,,,
397,11.15.22 01:00:00 PM,12.497,721.2,,,,
398,11.15.22 01:15:00 PM,12.690,688.9,,,,
399,11.15.22 01:30:00 PM,12.690,635.1,,,,
400,11.15.22 01:45:00 PM,12.497,602.8,,,,
401,11.15.22 02:00:00 PM,12.497,301.4,,,,
402,11.15.22 02:15:00 PM,12.207,258.3,,,,
403,11.15.22 02:30:00 PM,12.401,226.0,,,,
404,11.15.22 02:45:00 PM,12.304,129.2,,,,
405,11.15.22 03:00:00 PM,12.304,172.2,,,,
406,11.15.22 03:15:00 PM,12.207,161.5,,,,
407,11.15.22 03:30:00 PM,12.304,215.3,,,,
408,11.15.22 03:45:00 PM,12.304,139.9,,,,
409,11.15.22 04:00:00 PM,12.401,215.3,,,,
410,11.15.22 04:15:00 PM,12.401,290.6,,,,
411,11.15.22 04:30:00 PM,12.304,139.9,,,,
412,11.15.22 04:45:00 PM,12.110,96.9,,,,
413,11.15.22 05:00:00 PM,11.625,21.5,,,,
414,11.15.22 05:15:00 PM,11.236,0.0,,,,
415,11.15.22 05:30:00 PM,10.944,0.0,,,,
416,11.15.22 05:45:00 PM,10.846,0.0,,,,
417,11.15.22 06:00:00 PM,10.553,0.0,,,,
418,11.15.22 06:15:00 PM,10.553,0.0,,,,
419,11.15.22 06:30:00 PM,10.357,0.0,,,,
420,11.15.22 06:45:00 PM,10.259,0.0,,,,
421,11.15.22 07:00:00 PM,10.063,0.0,,,,
422,11.15.22 07:15:00 PM,9.965,0.0,,,,
423,11.15.22 07:30:00 PM,9.965,0.0,,,,
424,11.15.22 07:45:00 PM,10.161,0.0,,,,
425,11.15.22 08:00:00 PM,10.357,0.0,,,,
426,11.15.22 08:15:00 PM,10.455,0.0,,,,
427,11.15.22 08:30:00 PM,10.259,0.0,,,,
428,11.15.22 08:45:00 PM,10.063,0.0,,,,
429,11.15.22 09:00:00 PM,10.357,0.0,,,,
430,11.15.22 09:15:00 PM,10.455,0.0,,,,
431,11.15.22 09:30:00 PM,10.455,0.0,,,,
432,11.15.22 09:45:00 PM,10.455,0.0,,,,
433,11.15.22 10:00:00 PM,10.651,0.0,,,,
434,11.15.22 10:15:00 PM,10.455,0.0,,,,
435,11.15.22 10:30:00 PM,10.357,0.0,,,,
436,11.15.22 10:45:00 PM,10.357,0.0,,,,
437,11.15.22 11:00:00 PM,10.357,0.0,,,,
438,11.15.22 11:15:00 PM,10.357,0.0,,,,
439,11.15.22 11:30:00 PM,10.357,0.0,,,,
440,11.15.22 11:45:00 PM,10.553,0.0,,,,
441,11.16.22 12:00:00 AM,10.455,0.0,,,,
442,11.16.22 12:15:00 AM,10.651,0.0,,,,
443,11.16.22 12:30:00 AM,11.334,0.0,,,,
444,11.16.22 12:45:00 AM,11.334,0.0,,,,
445,11.16.22 01:00:00 AM,11.334,0.0,,,,
446,11.16.22 01:15:00 AM,11.236,0.0,,,,
447,11.16.22 01:30:00 AM,11.236,0.0,,,,
448,11.16.22 01:45:00 AM,11.334,0.0,,,,
449,11.16.22 02:00:00 AM,11.334,0.0,,,,
450,11.16.22 02:15:00 AM,11.334,0.0,,,,
451,11.16.22 02:30:00 AM,11.334,0.0,,,,
452,11.16.22 02:45:00 AM,11.431,0.0,,,,
453,11.16.22 03:00:00 AM,11.431,0.0,,,,
454,11.16.22 03:15:00 AM,11.431,0.0,,,,
455,11.16.22 03:30:00 AM,11.431,0.0,,,,
456,11.16.22 03:45:00 AM,11.528,0.0,,,,
457,11.16.22 04:00:00 AM,11.528,0.0,,,,
458,11.16.22 04:15:00 AM,11.528,0.0,,,,
459,11.16.22 04:30:00 AM,11.528,0.0,,,,
460,11.16.22 04:45:00 AM,11.528,0.0,,,,
461,11.16.22 05:00:00 AM,11.528,0.0,,,,
462,11.16.22 05:15:00 AM,11.431,0.0,,,,
463,11.16.22 05:30:00 AM,11.431,0.0,,,,
464,11.16.22 05:45:00 AM,11.334,0.0,,,,
465,11.16.22 06:00:00 AM,10.944,0.0,,,,
466,11.16.22 06:15:00 AM,10.748,0.0,,,,
467,11.16.22 06:30:00 AM,10.651,0.0,,,,
468,11.16.22 06:45:00 AM,10.748,0.0,,,,
469,11.16.22 07:00:00 AM,10.748,0.0,,,,
