"Plot-Titel: 10088313"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10088313, SEN S/N: 10088313, LBL: CFB046_NW_Temp)","Intensität, Lux (LGR S/N: 10088313, SEN S/N: 10088313, LBL: CFB046_NW_Light)","Koppler verbunden (LGR S/N: 10088313)","Koppler abgetrennt (LGR S/N: 10088313)","Host verbunden (LGR S/N: 10088313)","Angehalten (LGR S/N: 10088313)","Dateiende (LGR S/N: 10088313)"
1155,12.08.22 01:20:00 AM,0.784,0.0,,,,,
1156,12.08.22 01:30:00 AM,0.784,0.0,,,,,
1157,12.08.22 01:40:00 AM,0.893,0.0,,,,,
1158,12.08.22 01:50:00 AM,0.893,0.0,,,,,
1159,12.08.22 02:00:00 AM,0.784,0.0,,,,,
1160,12.08.22 02:10:00 AM,0.674,0.0,,,,,
1161,12.08.22 02:20:00 AM,0.563,0.0,,,,,
1162,12.08.22 02:30:00 AM,0.453,0.0,,,,,
1163,12.08.22 02:40:00 AM,0.343,0.0,,,,,
1164,12.08.22 02:50:00 AM,0.232,0.0,,,,,
1165,12.08.22 03:00:00 AM,0.121,0.0,,,,,
1166,12.08.22 03:10:00 AM,0.121,0.0,,,,,
1167,12.08.22 03:20:00 AM,0.010,0.0,,,,,
1168,12.08.22 03:30:00 AM,0.010,0.0,,,,,
1169,12.08.22 03:40:00 AM,-0.102,0.0,,,,,
1170,12.08.22 03:50:00 AM,-0.325,0.0,,,,,
1171,12.08.22 04:00:00 AM,-0.437,0.0,,,,,
1172,12.08.22 04:10:00 AM,-0.437,0.0,,,,,
1173,12.08.22 04:20:00 AM,-0.549,0.0,,,,,
1174,12.08.22 04:30:00 AM,-0.662,0.0,,,,,
1175,12.08.22 04:40:00 AM,-0.437,0.0,,,,,
1176,12.08.22 04:50:00 AM,-0.437,0.0,,,,,
1177,12.08.22 05:00:00 AM,-0.213,0.0,,,,,
1178,12.08.22 05:10:00 AM,-0.213,0.0,,,,,
1179,12.08.22 05:20:00 AM,-0.213,0.0,,,,,
1180,12.08.22 05:30:00 AM,-0.102,0.0,,,,,
1181,12.08.22 05:40:00 AM,-0.213,0.0,,,,,
1182,12.08.22 05:50:00 AM,-0.437,0.0,,,,,
1183,12.08.22 06:00:00 AM,-0.437,0.0,,,,,
1184,12.08.22 06:10:00 AM,-0.437,0.0,,,,,
1185,12.08.22 06:20:00 AM,-0.437,0.0,,,,,
1186,12.08.22 06:30:00 AM,-0.549,0.0,,,,,
1187,12.08.22 06:40:00 AM,-0.774,0.0,,,,,
1188,12.08.22 06:50:00 AM,-1.001,0.0,,,,,
1189,12.08.22 07:00:00 AM,-1.001,0.0,,,,,
1190,12.08.22 07:10:00 AM,-0.887,0.0,,,,,
1191,12.08.22 07:20:00 AM,-0.662,0.0,,,,,
1192,12.08.22 07:30:00 AM,-0.662,0.0,,,,,
1193,12.08.22 07:40:00 AM,-0.549,0.0,,,,,
1194,12.08.22 07:50:00 AM,-0.437,0.0,,,,,
1195,12.08.22 08:00:00 AM,-0.437,0.0,,,,,
1196,12.08.22 08:10:00 AM,-0.325,10.8,,,,,
1197,12.08.22 08:20:00 AM,-0.213,32.3,,,,,
1198,12.08.22 08:30:00 AM,-0.325,129.2,,,,,
1199,12.08.22 08:40:00 AM,-0.325,215.3,,,,,
1200,12.08.22 08:50:00 AM,-0.102,258.3,,,,,
1201,12.08.22 09:00:00 AM,0.010,301.4,,,,,
1202,12.08.22 09:10:00 AM,0.121,247.6,,,,,
1203,12.08.22 09:20:00 AM,0.121,269.1,,,,,
1204,12.08.22 09:30:00 AM,0.010,409.0,,,,,
1205,12.08.22 09:40:00 AM,0.010,559.7,,,,,
1206,12.08.22 09:50:00 AM,0.121,495.1,,,,,
1207,12.08.22 10:00:00 AM,0.232,409.0,,,,,
1208,12.08.22 10:10:00 AM,0.343,516.7,,,,,
1209,12.08.22 10:20:00 AM,0.453,688.9,,,,,
1210,12.08.22 10:30:00 AM,0.784,947.2,,,,,
1211,12.08.22 10:40:00 AM,1.003,1001.0,,,,,
1212,12.08.22 10:50:00 AM,1.221,1227.1,,,,,
1213,12.08.22 11:00:00 AM,1.764,3272.2,,,,,
1214,12.08.22 11:10:00 AM,2.837,3788.9,,,,,
1215,12.08.22 11:20:00 AM,2.730,3272.2,,,,,
1216,12.08.22 11:30:00 AM,2.088,1894.5,,,,,
1217,12.08.22 11:40:00 AM,1.112,2411.1,,,,,
1218,12.08.22 11:50:00 AM,1.003,1162.5,,,,,
1219,12.08.22 12:00:00 PM,0.784,936.5,,,,,
1220,12.08.22 12:10:00 PM,0.563,893.4,,,,,
1221,12.08.22 12:20:00 PM,0.563,1636.1,,,,,
1222,12.08.22 12:30:00 PM,0.674,1894.5,,,,,
1223,12.08.22 12:40:00 PM,1.330,1463.9,,,,,
1224,12.08.22 12:50:00 PM,1.221,1550.0,,,,,
1225,12.08.22 01:00:00 PM,1.112,1097.9,,,,,
1226,12.08.22 01:10:00 PM,1.112,2066.7,,,,,
1227,12.08.22 01:20:00 PM,1.548,1980.6,,,,,
1228,12.08.22 01:30:00 PM,1.548,753.5,,,,,
1229,12.08.22 01:40:00 PM,1.548,667.4,,,,,
1230,12.08.22 01:50:00 PM,1.764,2066.7,,,,,
1231,12.08.22 02:00:00 PM,2.088,2583.4,,,,,
1232,12.08.22 02:10:00 PM,2.410,2927.8,,,,,
1233,12.08.22 02:20:00 PM,2.943,2927.8,,,,,
1234,12.08.22 02:30:00 PM,3.683,3616.7,,,,,
1235,12.08.22 02:40:00 PM,4.207,4133.4,,,,,
1236,12.08.22 02:50:00 PM,3.893,3100.0,,,,,
1237,12.08.22 03:00:00 PM,3.893,2238.9,,,,,
1238,12.08.22 03:10:00 PM,3.893,6200.0,,,,,
1239,12.08.22 03:20:00 PM,3.683,1980.6,,,,,
1240,12.08.22 03:30:00 PM,3.367,1463.9,,,,,
1241,12.08.22 03:40:00 PM,3.472,731.9,,,,,
1242,12.08.22 03:50:00 PM,3.049,613.5,,,,,
1243,12.08.22 04:00:00 PM,2.943,505.9,,,,,
1244,12.08.22 04:10:00 PM,2.837,344.4,,,,,
1245,12.08.22 04:20:00 PM,2.837,193.8,,,,,
1246,12.08.22 04:30:00 PM,2.624,64.6,,,,,
1247,12.08.22 04:40:00 PM,2.410,10.8,,,,,
1248,12.08.22 04:50:00 PM,2.088,0.0,,,,,
1249,12.08.22 05:00:00 PM,1.872,0.0,,,,,
1250,12.08.22 05:10:00 PM,1.764,0.0,,,,,
1251,12.08.22 05:20:00 PM,1.548,0.0,,,,,
1252,12.08.22 05:30:00 PM,1.330,0.0,,,,,
1253,12.08.22 05:40:00 PM,1.112,0.0,,,,,
1254,12.08.22 05:50:00 PM,1.003,0.0,,,,,
1255,12.08.22 06:00:00 PM,0.893,0.0,,,,,
1256,12.08.22 06:10:00 PM,0.784,0.0,,,,,
1257,12.08.22 06:20:00 PM,0.674,0.0,,,,,
1258,12.08.22 06:30:00 PM,0.563,0.0,,,,,
1259,12.08.22 06:40:00 PM,0.674,0.0,,,,,
1260,12.08.22 06:50:00 PM,0.563,0.0,,,,,
1261,12.08.22 07:00:00 PM,0.453,0.0,,,,,
1262,12.08.22 07:10:00 PM,0.453,0.0,,,,,
1263,12.08.22 07:20:00 PM,0.563,0.0,,,,,
1264,12.08.22 07:30:00 PM,0.343,0.0,,,,,
1265,12.08.22 07:40:00 PM,0.232,0.0,,,,,
1266,12.08.22 07:50:00 PM,0.232,0.0,,,,,
1267,12.08.22 08:00:00 PM,0.010,0.0,,,,,
1268,12.08.22 08:10:00 PM,0.010,0.0,,,,,
1269,12.08.22 08:20:00 PM,0.121,0.0,,,,,
1270,12.08.22 08:30:00 PM,0.010,0.0,,,,,
1271,12.08.22 08:40:00 PM,-0.325,0.0,,,,,
1272,12.08.22 08:50:00 PM,-0.549,0.0,,,,,
1273,12.08.22 09:00:00 PM,-0.774,0.0,,,,,
1274,12.08.22 09:10:00 PM,-0.774,0.0,,,,,
1275,12.08.22 09:20:00 PM,-0.774,0.0,,,,,
1276,12.08.22 09:30:00 PM,-0.887,0.0,,,,,
1277,12.08.22 09:40:00 PM,-0.887,0.0,,,,,
1278,12.08.22 09:50:00 PM,-1.001,0.0,,,,,
1279,12.08.22 10:00:00 PM,-1.114,0.0,,,,,
1280,12.08.22 10:10:00 PM,-1.001,0.0,,,,,
1281,12.08.22 10:20:00 PM,-1.001,0.0,,,,,
1282,12.08.22 10:30:00 PM,-1.114,0.0,,,,,
1283,12.08.22 10:40:00 PM,-1.228,0.0,,,,,
1284,12.08.22 10:50:00 PM,-1.114,0.0,,,,,
1285,12.08.22 11:00:00 PM,-1.114,0.0,,,,,
1286,12.08.22 11:10:00 PM,-1.114,0.0,,,,,
1287,12.08.22 11:20:00 PM,-1.114,0.0,,,,,
1288,12.08.22 11:30:00 PM,-1.228,0.0,,,,,
1289,12.08.22 11:40:00 PM,-1.114,0.0,,,,,
1290,12.08.22 11:50:00 PM,-1.114,0.0,,,,,
1291,12.09.22 12:00:00 AM,-1.114,0.0,,,,,
1292,12.09.22 12:10:00 AM,-1.001,0.0,,,,,
1293,12.09.22 12:20:00 AM,-1.114,0.0,,,,,
1294,12.09.22 12:30:00 AM,-1.001,0.0,,,,,
1295,12.09.22 12:40:00 AM,-1.001,0.0,,,,,
1296,12.09.22 12:50:00 AM,-1.114,0.0,,,,,
1297,12.09.22 01:00:00 AM,-1.228,0.0,,,,,
1298,12.09.22 01:10:00 AM,-1.456,0.0,,,,,
1299,12.09.22 01:20:00 AM,-1.456,0.0,,,,,
1300,12.09.22 01:30:00 AM,-1.570,0.0,,,,,
1301,12.09.22 01:40:00 AM,-1.570,0.0,,,,,
1302,12.09.22 01:50:00 AM,-1.570,0.0,,,,,
1303,12.09.22 02:00:00 AM,-1.570,0.0,,,,,
1304,12.09.22 02:10:00 AM,-1.799,0.0,,,,,
1305,12.09.22 02:20:00 AM,-1.914,0.0,,,,,
1306,12.09.22 02:30:00 AM,-1.914,0.0,,,,,
1307,12.09.22 02:40:00 AM,-2.030,0.0,,,,,
1308,12.09.22 02:50:00 AM,-1.914,0.0,,,,,
1309,12.09.22 03:00:00 AM,-2.030,0.0,,,,,
1310,12.09.22 03:10:00 AM,-2.145,0.0,,,,,
1311,12.09.22 03:20:00 AM,-2.261,0.0,,,,,
1312,12.09.22 03:30:00 AM,-2.494,0.0,,,,,
1313,12.09.22 03:40:00 AM,-2.377,0.0,,,,,
1314,12.09.22 03:50:00 AM,-2.261,0.0,,,,,
1315,12.09.22 04:00:00 AM,-2.261,0.0,,,,,
1316,12.09.22 04:10:00 AM,-2.030,0.0,,,,,
1317,12.09.22 04:20:00 AM,-1.914,0.0,,,,,
1318,12.09.22 04:30:00 AM,-1.914,0.0,,,,,
1319,12.09.22 04:40:00 AM,-2.145,0.0,,,,,
1320,12.09.22 04:50:00 AM,-2.261,0.0,,,,,
1321,12.09.22 05:00:00 AM,-2.261,0.0,,,,,
1322,12.09.22 05:10:00 AM,-2.145,0.0,,,,,
1323,12.09.22 05:20:00 AM,-2.145,0.0,,,,,
1324,12.09.22 05:30:00 AM,-2.145,0.0,,,,,
1325,12.09.22 05:40:00 AM,-2.030,0.0,,,,,
1326,12.09.22 05:50:00 AM,-2.030,0.0,,,,,
1327,12.09.22 06:00:00 AM,-2.145,0.0,,,,,
1328,12.09.22 06:10:00 AM,-2.261,0.0,,,,,
1329,12.09.22 06:20:00 AM,-2.145,0.0,,,,,
1330,12.09.22 06:30:00 AM,-2.030,0.0,,,,,
1331,12.09.22 06:40:00 AM,-2.030,0.0,,,,,
1332,12.09.22 06:50:00 AM,-2.030,0.0,,,,,
1333,12.09.22 07:00:00 AM,-1.914,0.0,,,,,
1334,12.09.22 07:10:00 AM,-1.914,0.0,,,,,
1335,12.09.22 07:20:00 AM,-1.799,0.0,,,,,
1336,12.09.22 07:30:00 AM,-1.799,0.0,,,,,
1337,12.09.22 07:40:00 AM,-1.799,0.0,,,,,
1338,12.09.22 07:50:00 AM,-1.799,0.0,,,,,
1339,12.09.22 08:00:00 AM,-1.684,0.0,,,,,
1340,12.09.22 08:10:00 AM,-1.684,0.0,,,,,
1341,12.09.22 08:20:00 AM,-1.799,0.0,,,,,
1342,12.09.22 08:30:00 AM,-1.684,0.0,,,,,
1343,12.09.22 08:40:00 AM,-1.684,10.8,,,,,
1344,12.09.22 08:50:00 AM,-1.570,32.3,,,,,
1345,12.09.22 09:00:00 AM,-1.570,53.8,,,,,
1346,12.09.22 09:10:00 AM,-1.456,86.1,,,,,
1347,12.09.22 09:20:00 AM,-1.341,139.9,,,,,
1348,12.09.22 09:30:00 AM,-1.228,215.3,,,,,
1349,12.09.22 09:40:00 AM,-1.114,204.5,,,,,
1350,12.09.22 09:50:00 AM,-1.114,226.0,,,,,
1351,12.09.22 10:00:00 AM,-1.114,172.2,,,,,
1352,12.09.22 10:10:00 AM,-1.114,204.5,,,,,
1353,12.09.22 10:20:00 AM,-1.114,118.4,,,,,
1354,12.09.22 10:30:00 AM,-1.114,172.2,,,,,
1355,12.09.22 10:40:00 AM,-1.001,258.3,,,,,
1356,12.09.22 10:50:00 AM,-0.887,344.4,,,,,
1357,12.09.22 11:00:00 AM,-0.887,602.8,,,,,
1358,12.09.22 11:10:00 AM,-0.662,592.0,,,,,
1359,12.09.22 11:20:00 AM,-0.437,613.5,,,,,
1360,12.09.22 11:30:00 AM,-0.213,559.7,,,,,
1361,12.09.22 11:40:00 AM,-0.102,322.9,,,,,
1362,12.09.22 11:50:00 AM,-0.213,538.2,,,,,
1363,12.09.22 12:00:00 PM,-0.213,452.1,,,,,
1364,12.09.22 12:10:00 PM,-0.102,441.3,,,,,
1365,12.09.22 12:20:00 PM,0.010,441.3,,,,,
1366,12.09.22 12:30:00 PM,0.121,484.4,,,,,
1367,12.09.22 12:40:00 PM,0.232,376.7,,,,,
1368,12.09.22 12:50:00 PM,0.232,355.2,,,,,
1369,12.09.22 01:00:00 PM,0.121,247.6,,,,,
1370,12.09.22 01:10:00 PM,0.121,215.3,,,,,
1371,12.09.22 01:20:00 PM,0.010,226.0,,,,,
1372,12.09.22 01:30:00 PM,0.010,290.6,,,,,
1373,12.09.22 01:40:00 PM,0.121,301.4,,,,,
1374,12.09.22 01:50:00 PM,0.232,236.8,,,,,
1375,12.09.22 02:00:00 PM,0.232,215.3,,,,,
1376,12.09.22 02:10:00 PM,0.232,204.5,,,,,
1377,12.09.22 02:20:00 PM,0.121,258.3,,,,,
1378,12.09.22 02:30:00 PM,0.121,279.9,,,,,
1379,12.09.22 02:40:00 PM,0.232,247.6,,,,,
1380,12.09.22 02:50:00 PM,0.232,322.9,,,,,
1381,12.09.22 03:00:00 PM,0.232,258.3,,,,,
1382,12.09.22 03:10:00 PM,0.232,172.2,,,,,
1383,12.09.22 03:20:00 PM,0.232,161.5,,,,,
1384,12.09.22 03:30:00 PM,0.121,107.6,,,,,
1385,12.09.22 03:40:00 PM,0.121,86.1,,,,,
1386,12.09.22 03:50:00 PM,0.121,86.1,,,,,
1387,12.09.22 04:00:00 PM,0.121,43.1,,,,,
1388,12.09.22 04:10:00 PM,0.010,21.5,,,,,
1389,12.09.22 04:20:00 PM,-0.102,0.0,,,,,
1390,12.09.22 04:30:00 PM,-0.102,0.0,,,,,
1391,12.09.22 04:40:00 PM,-0.102,0.0,,,,,
1392,12.09.22 04:50:00 PM,-0.102,0.0,,,,,
1393,12.09.22 05:00:00 PM,-0.102,0.0,,,,,
1394,12.09.22 05:10:00 PM,-0.102,0.0,,,,,
1395,12.09.22 05:20:00 PM,0.010,0.0,,,,,
1396,12.09.22 05:30:00 PM,0.010,0.0,,,,,
1397,12.09.22 05:40:00 PM,0.010,0.0,,,,,
1398,12.09.22 05:50:00 PM,0.010,0.0,,,,,
1399,12.09.22 06:00:00 PM,0.010,0.0,,,,,
1400,12.09.22 06:10:00 PM,0.010,0.0,,,,,
1401,12.09.22 06:20:00 PM,0.010,0.0,,,,,
1402,12.09.22 06:30:00 PM,0.010,0.0,,,,,
1403,12.09.22 06:40:00 PM,0.121,0.0,,,,,
1404,12.09.22 06:50:00 PM,0.010,0.0,,,,,
1405,12.09.22 07:00:00 PM,0.121,0.0,,,,,
1406,12.09.22 07:10:00 PM,0.121,0.0,,,,,
1407,12.09.22 07:20:00 PM,0.121,0.0,,,,,
1408,12.09.22 07:30:00 PM,0.121,0.0,,,,,
1409,12.09.22 07:40:00 PM,0.121,0.0,,,,,
1410,12.09.22 07:50:00 PM,0.121,0.0,,,,,
1411,12.09.22 08:00:00 PM,0.232,0.0,,,,,
1412,12.09.22 08:10:00 PM,0.232,0.0,,,,,
1413,12.09.22 08:20:00 PM,0.232,0.0,,,,,
1414,12.09.22 08:30:00 PM,0.232,0.0,,,,,
1415,12.09.22 08:40:00 PM,0.232,0.0,,,,,
1416,12.09.22 08:50:00 PM,0.343,0.0,,,,,
1417,12.09.22 09:00:00 PM,0.343,0.0,,,,,
1418,12.09.22 09:10:00 PM,0.343,0.0,,,,,
1419,12.09.22 09:20:00 PM,0.343,0.0,,,,,
1420,12.09.22 09:30:00 PM,0.343,0.0,,,,,
1421,12.09.22 09:40:00 PM,0.453,0.0,,,,,
1422,12.09.22 09:50:00 PM,0.453,0.0,,,,,
1423,12.09.22 10:00:00 PM,0.453,0.0,,,,,
1424,12.09.22 10:10:00 PM,0.453,0.0,,,,,
1425,12.09.22 10:20:00 PM,0.343,0.0,,,,,
1426,12.09.22 10:30:00 PM,0.453,0.0,,,,,
1427,12.09.22 10:40:00 PM,0.453,0.0,,,,,
1428,12.09.22 10:50:00 PM,0.343,0.0,,,,,
1429,12.09.22 11:00:00 PM,0.343,0.0,,,,,
1430,12.09.22 11:10:00 PM,0.343,0.0,,,,,
1431,12.09.22 11:20:00 PM,0.343,0.0,,,,,
1432,12.09.22 11:30:00 PM,0.343,0.0,,,,,
1433,12.09.22 11:40:00 PM,0.343,0.0,,,,,
1434,12.09.22 11:50:00 PM,0.453,0.0,,,,,
1435,12.10.22 12:00:00 AM,0.453,0.0,,,,,
1436,12.10.22 12:10:00 AM,0.453,0.0,,,,,
1437,12.10.22 12:20:00 AM,0.453,0.0,,,,,
1438,12.10.22 12:30:00 AM,0.453,0.0,,,,,
1439,12.10.22 12:40:00 AM,0.453,0.0,,,,,
1440,12.10.22 12:50:00 AM,0.453,0.0,,,,,
1441,12.10.22 01:00:00 AM,0.453,0.0,,,,,
1442,12.10.22 01:10:00 AM,0.453,0.0,,,,,
1443,12.10.22 01:20:00 AM,0.453,0.0,,,,,
1444,12.10.22 01:30:00 AM,0.453,0.0,,,,,
1445,12.10.22 01:40:00 AM,0.563,0.0,,,,,
1446,12.10.22 01:50:00 AM,0.563,0.0,,,,,
1447,12.10.22 02:00:00 AM,0.563,0.0,,,,,
1448,12.10.22 02:10:00 AM,0.674,0.0,,,,,
1449,12.10.22 02:20:00 AM,0.563,0.0,,,,,
1450,12.10.22 02:30:00 AM,0.563,0.0,,,,,
1451,12.10.22 02:40:00 AM,0.453,0.0,,,,,
1452,12.10.22 02:50:00 AM,0.453,0.0,,,,,
1453,12.10.22 03:00:00 AM,0.453,0.0,,,,,
1454,12.10.22 03:10:00 AM,0.453,0.0,,,,,
1455,12.10.22 03:20:00 AM,0.453,0.0,,,,,
1456,12.10.22 03:30:00 AM,0.453,0.0,,,,,
1457,12.10.22 03:40:00 AM,0.453,0.0,,,,,
1458,12.10.22 03:50:00 AM,0.453,0.0,,,,,
1459,12.10.22 04:00:00 AM,0.453,0.0,,,,,
1460,12.10.22 04:10:00 AM,0.453,0.0,,,,,
1461,12.10.22 04:20:00 AM,0.453,0.0,,,,,
1462,12.10.22 04:30:00 AM,0.343,0.0,,,,,
1463,12.10.22 04:40:00 AM,0.453,0.0,,,,,
1464,12.10.22 04:50:00 AM,0.453,0.0,,,,,
1465,12.10.22 05:00:00 AM,0.453,0.0,,,,,
1466,12.10.22 05:10:00 AM,0.343,0.0,,,,,
1467,12.10.22 05:20:00 AM,0.343,0.0,,,,,
1468,12.10.22 05:30:00 AM,0.343,0.0,,,,,
1469,12.10.22 05:40:00 AM,0.343,0.0,,,,,
1470,12.10.22 05:50:00 AM,0.343,0.0,,,,,
1471,12.10.22 06:00:00 AM,0.453,0.0,,,,,
1472,12.10.22 06:10:00 AM,0.453,0.0,,,,,
1473,12.10.22 06:20:00 AM,0.453,0.0,,,,,
1474,12.10.22 06:30:00 AM,0.453,0.0,,,,,
1475,12.10.22 06:40:00 AM,0.453,0.0,,,,,
1476,12.10.22 06:50:00 AM,0.453,0.0,,,,,
1477,12.10.22 07:00:00 AM,0.453,0.0,,,,,
1478,12.10.22 07:10:00 AM,0.343,0.0,,,,,
1479,12.10.22 07:20:00 AM,0.343,0.0,,,,,
1480,12.10.22 07:30:00 AM,0.343,0.0,,,,,
1481,12.10.22 07:40:00 AM,0.343,0.0,,,,,
1482,12.10.22 07:50:00 AM,0.343,0.0,,,,,
1483,12.10.22 08:00:00 AM,0.343,0.0,,,,,
1484,12.10.22 08:10:00 AM,0.343,0.0,,,,,
1485,12.10.22 08:20:00 AM,0.343,0.0,,,,,
1486,12.10.22 08:30:00 AM,0.343,0.0,,,,,
1487,12.10.22 08:40:00 AM,0.343,10.8,,,,,
1488,12.10.22 08:50:00 AM,0.343,10.8,,,,,
1489,12.10.22 09:00:00 AM,0.343,21.5,,,,,
1490,12.10.22 09:10:00 AM,0.343,53.8,,,,,
1491,12.10.22 09:20:00 AM,0.343,75.3,,,,,
1492,12.10.22 09:30:00 AM,0.343,64.6,,,,,
1493,12.10.22 09:40:00 AM,0.453,86.1,,,,,
1494,12.10.22 09:50:00 AM,0.453,172.2,,,,,
1495,12.10.22 10:00:00 AM,0.453,204.5,,,,,
1496,12.10.22 10:10:00 AM,0.453,107.6,,,,,
1497,12.10.22 10:20:00 AM,0.453,172.2,,,,,
1498,12.10.22 10:30:00 AM,0.453,129.2,,,,,
1499,12.10.22 10:40:00 AM,0.453,96.9,,,,,
1500,12.10.22 10:50:00 AM,0.453,129.2,,,,,
1501,12.10.22 11:00:00 AM,0.453,150.7,,,,,
1502,12.10.22 11:10:00 AM,0.453,183.0,,,,,
1503,12.10.22 11:20:00 AM,0.453,150.7,,,,,
1504,12.10.22 11:30:00 AM,0.453,215.3,,,,,
1505,12.10.22 11:40:00 AM,0.453,172.2,,,,,
1506,12.10.22 11:50:00 AM,0.453,172.2,,,,,
1507,12.10.22 12:00:00 PM,0.563,215.3,,,,,
1508,12.10.22 12:10:00 PM,0.563,236.8,,,,,
1509,12.10.22 12:20:00 PM,0.563,204.5,,,,,
1510,12.10.22 12:30:00 PM,0.453,183.0,,,,,
1511,12.10.22 12:40:00 PM,0.453,204.5,,,,,
1512,12.10.22 12:50:00 PM,0.453,269.1,,,,,
1513,12.10.22 01:00:00 PM,0.343,172.2,,,,,
1514,12.10.22 01:10:00 PM,0.343,150.7,,,,,
1515,12.10.22 01:20:00 PM,0.453,161.5,,,,,
1516,12.10.22 01:30:00 PM,0.453,236.8,,,,,
1517,12.10.22 01:40:00 PM,0.453,150.7,,,,,
1518,12.10.22 01:50:00 PM,0.453,183.0,,,,,
1519,12.10.22 02:00:00 PM,0.453,204.5,,,,,
1520,12.10.22 02:10:00 PM,0.453,247.6,,,,,
1521,12.10.22 02:20:00 PM,0.453,161.5,,,,,
1522,12.10.22 02:30:00 PM,0.343,96.9,,,,,
1523,12.10.22 02:40:00 PM,0.343,96.9,,,,,
1524,12.10.22 02:50:00 PM,0.343,86.1,,,,,
1525,12.10.22 03:00:00 PM,0.343,86.1,,,,,
1526,12.10.22 03:10:00 PM,0.343,86.1,,,,,
1527,12.10.22 03:20:00 PM,0.343,86.1,,,,,
1528,12.10.22 03:30:00 PM,0.343,129.2,,,,,
1529,12.10.22 03:40:00 PM,0.343,118.4,,,,,
1530,12.10.22 03:50:00 PM,0.343,86.1,,,,,
1531,12.10.22 04:00:00 PM,0.343,43.1,,,,,
1532,12.10.22 04:10:00 PM,0.343,0.0,,,,,
1533,12.10.22 04:20:00 PM,0.232,0.0,,,,,
1534,12.10.22 04:30:00 PM,0.232,0.0,,,,,
1535,12.10.22 04:40:00 PM,0.232,0.0,,,,,
1536,12.10.22 04:50:00 PM,0.232,0.0,,,,,
1537,12.10.22 05:00:00 PM,0.232,0.0,,,,,
1538,12.10.22 05:10:00 PM,0.232,0.0,,,,,
1539,12.10.22 05:20:00 PM,0.232,0.0,,,,,
1540,12.10.22 05:30:00 PM,0.121,0.0,,,,,
1541,12.10.22 05:40:00 PM,0.121,0.0,,,,,
1542,12.10.22 05:50:00 PM,0.121,0.0,,,,,
1543,12.10.22 06:00:00 PM,0.121,0.0,,,,,
1544,12.10.22 06:10:00 PM,0.121,0.0,,,,,
1545,12.10.22 06:20:00 PM,0.121,0.0,,,,,
1546,12.10.22 06:30:00 PM,0.121,0.0,,,,,
1547,12.10.22 06:40:00 PM,0.121,0.0,,,,,
1548,12.10.22 06:50:00 PM,0.121,0.0,,,,,
1549,12.10.22 07:00:00 PM,0.232,0.0,,,,,
1550,12.10.22 07:10:00 PM,0.232,0.0,,,,,
1551,12.10.22 07:20:00 PM,0.232,0.0,,,,,
1552,12.10.22 07:30:00 PM,0.232,0.0,,,,,
1553,12.10.22 07:40:00 PM,0.121,0.0,,,,,
1554,12.10.22 07:50:00 PM,0.121,0.0,,,,,
1555,12.10.22 08:00:00 PM,0.121,0.0,,,,,
1556,12.10.22 08:10:00 PM,0.121,0.0,,,,,
1557,12.10.22 08:20:00 PM,0.010,0.0,,,,,
1558,12.10.22 08:30:00 PM,0.010,0.0,,,,,
1559,12.10.22 08:40:00 PM,-0.102,0.0,,,,,
1560,12.10.22 08:50:00 PM,-0.213,0.0,,,,,
1561,12.10.22 09:00:00 PM,-0.213,0.0,,,,,
1562,12.10.22 09:10:00 PM,-0.437,0.0,,,,,
1563,12.10.22 09:20:00 PM,-0.437,0.0,,,,,
1564,12.10.22 09:30:00 PM,-0.437,0.0,,,,,
1565,12.10.22 09:40:00 PM,-0.437,0.0,,,,,
1566,12.10.22 09:50:00 PM,-0.437,0.0,,,,,
1567,12.10.22 10:00:00 PM,-0.437,0.0,,,,,
1568,12.10.22 10:10:00 PM,-0.437,0.0,,,,,
1569,12.10.22 10:20:00 PM,-0.437,0.0,,,,,
1570,12.10.22 10:30:00 PM,-0.549,0.0,,,,,
1571,12.10.22 10:40:00 PM,-0.662,0.0,,,,,
1572,12.10.22 10:50:00 PM,-0.774,0.0,,,,,
1573,12.10.22 11:00:00 PM,-0.887,0.0,,,,,
1574,12.10.22 11:10:00 PM,-1.001,0.0,,,,,
1575,12.10.22 11:20:00 PM,-1.001,0.0,,,,,
1576,12.10.22 11:30:00 PM,-1.114,0.0,,,,,
1577,12.10.22 11:40:00 PM,-1.114,0.0,,,,,
1578,12.10.22 11:50:00 PM,-1.228,0.0,,,,,
1579,12.11.22 12:00:00 AM,-1.114,0.0,,,,,
1580,12.11.22 12:10:00 AM,-1.114,0.0,,,,,
1581,12.11.22 12:20:00 AM,-1.228,0.0,,,,,
1582,12.11.22 12:30:00 AM,-1.228,0.0,,,,,
1583,12.11.22 12:40:00 AM,-1.228,0.0,,,,,
1584,12.11.22 12:50:00 AM,-1.228,0.0,,,,,
1585,12.11.22 01:00:00 AM,-1.228,0.0,,,,,
1586,12.11.22 01:10:00 AM,-1.228,0.0,,,,,
1587,12.11.22 01:20:00 AM,-1.341,0.0,,,,,
1588,12.11.22 01:30:00 AM,-1.341,0.0,,,,,
1589,12.11.22 01:40:00 AM,-1.228,0.0,,,,,
1590,12.11.22 01:50:00 AM,-1.114,0.0,,,,,
1591,12.11.22 02:00:00 AM,-1.228,0.0,,,,,
