"Plot-Titel: 10349997"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10349997, SEN S/N: 10349997, LBL: CFB045_NW_TEMP)","Intensität, Lux (LGR S/N: 10349997, SEN S/N: 10349997, LBL: CFB045_NW_Light)","Koppler verbunden (LGR S/N: 10349997)","Host verbunden (LGR S/N: 10349997)","Angehalten (LGR S/N: 10349997)","Dateiende (LGR S/N: 10349997)"
1349,12.09.22 09:40:00 AM,-0.102,958.0,,,,
1350,12.09.22 09:50:00 AM,0.121,1011.8,,,,
1351,12.09.22 10:00:00 AM,0.010,828.8,,,,
1352,12.09.22 10:10:00 AM,0.121,914.9,,,,
1353,12.09.22 10:20:00 AM,0.121,688.9,,,,
1354,12.09.22 10:30:00 AM,0.121,785.8,,,,
1355,12.09.22 10:40:00 AM,0.232,1108.7,,,,
1356,12.09.22 10:50:00 AM,0.453,1334.7,,,,
1357,12.09.22 11:00:00 AM,0.563,2238.9,,,,
1358,12.09.22 11:10:00 AM,1.112,2583.4,,,,
1359,12.09.22 11:20:00 AM,1.439,2669.5,,,,
1360,12.09.22 11:30:00 AM,1.656,2669.5,,,,
1361,12.09.22 11:40:00 AM,1.548,1280.9,,,,
1362,12.09.22 11:50:00 AM,1.548,1808.3,,,,
1363,12.09.22 12:00:00 PM,1.764,1808.3,,,,
1364,12.09.22 12:10:00 PM,1.764,1722.2,,,,
1365,12.09.22 12:20:00 PM,1.764,1636.1,,,,
1366,12.09.22 12:30:00 PM,1.764,1808.3,,,,
1367,12.09.22 12:40:00 PM,1.764,1550.0,,,,
1368,12.09.22 12:50:00 PM,1.872,1377.8,,,,
1369,12.09.22 01:00:00 PM,1.439,850.4,,,,
1370,12.09.22 01:10:00 PM,1.221,721.2,,,,
1371,12.09.22 01:20:00 PM,1.112,796.5,,,,
1372,12.09.22 01:30:00 PM,1.221,1001.0,,,,
1373,12.09.22 01:40:00 PM,1.221,1151.7,,,,
1374,12.09.22 01:50:00 PM,1.439,1033.3,,,,
1375,12.09.22 02:00:00 PM,1.330,893.4,,,,
1376,12.09.22 02:10:00 PM,1.330,839.6,,,,
1377,12.09.22 02:20:00 PM,1.439,914.9,,,,
1378,12.09.22 02:30:00 PM,1.548,936.5,,,,
1379,12.09.22 02:40:00 PM,1.439,839.6,,,,
1380,12.09.22 02:50:00 PM,1.548,1194.8,,,,
1381,12.09.22 03:00:00 PM,1.656,1087.2,,,,
1382,12.09.22 03:10:00 PM,1.548,678.1,,,,
1383,12.09.22 03:20:00 PM,1.330,613.5,,,,
1384,12.09.22 03:30:00 PM,1.221,473.6,,,,
1385,12.09.22 03:40:00 PM,1.112,355.2,,,,
1386,12.09.22 03:50:00 PM,1.112,398.3,,,,
1387,12.09.22 04:00:00 PM,1.112,269.1,,,,
1388,12.09.22 04:10:00 PM,0.893,193.8,,,,
1389,12.09.22 04:20:00 PM,0.784,86.1,,,,
1390,12.09.22 04:30:00 PM,0.893,32.3,,,,
1391,12.09.22 04:40:00 PM,0.893,10.8,,,,
1392,12.09.22 04:50:00 PM,0.784,0.0,,,,
1393,12.09.22 05:00:00 PM,0.784,0.0,,,,
1394,12.09.22 05:10:00 PM,0.893,0.0,,,,
1395,12.09.22 05:20:00 PM,0.893,0.0,,,,
1396,12.09.22 05:30:00 PM,0.893,0.0,,,,
1397,12.09.22 05:40:00 PM,0.784,0.0,,,,
1398,12.09.22 05:50:00 PM,0.893,0.0,,,,
1399,12.09.22 06:00:00 PM,1.003,0.0,,,,
1400,12.09.22 06:10:00 PM,1.003,0.0,,,,
1401,12.09.22 06:20:00 PM,1.003,0.0,,,,
1402,12.09.22 06:30:00 PM,1.003,0.0,,,,
1403,12.09.22 06:40:00 PM,1.003,0.0,,,,
1404,12.09.22 06:50:00 PM,1.003,0.0,,,,
1405,12.09.22 07:00:00 PM,1.003,0.0,,,,
1406,12.09.22 07:10:00 PM,1.003,0.0,,,,
1407,12.09.22 07:20:00 PM,1.003,0.0,,,,
1408,12.09.22 07:30:00 PM,1.221,0.0,,,,
1409,12.09.22 07:40:00 PM,1.112,0.0,,,,
1410,12.09.22 07:50:00 PM,1.112,0.0,,,,
1411,12.09.22 08:00:00 PM,1.003,0.0,,,,
1412,12.09.22 08:10:00 PM,1.003,0.0,,,,
1413,12.09.22 08:20:00 PM,1.112,0.0,,,,
1414,12.09.22 08:30:00 PM,1.221,0.0,,,,
1415,12.09.22 08:40:00 PM,1.112,0.0,,,,
1416,12.09.22 08:50:00 PM,1.112,0.0,,,,
1417,12.09.22 09:00:00 PM,1.112,0.0,,,,
1418,12.09.22 09:10:00 PM,1.112,0.0,,,,
1419,12.09.22 09:20:00 PM,1.221,0.0,,,,
1420,12.09.22 09:30:00 PM,1.439,0.0,,,,
1421,12.09.22 09:40:00 PM,1.439,0.0,,,,
1422,12.09.22 09:50:00 PM,1.439,0.0,,,,
1423,12.09.22 10:00:00 PM,1.439,0.0,,,,
1424,12.09.22 10:10:00 PM,1.439,0.0,,,,
1425,12.09.22 10:20:00 PM,1.439,0.0,,,,
1426,12.09.22 10:30:00 PM,1.439,0.0,,,,
1427,12.09.22 10:40:00 PM,1.439,0.0,,,,
1428,12.09.22 10:50:00 PM,1.330,0.0,,,,
1429,12.09.22 11:00:00 PM,1.221,0.0,,,,
1430,12.09.22 11:10:00 PM,1.330,0.0,,,,
1431,12.09.22 11:20:00 PM,1.330,0.0,,,,
1432,12.09.22 11:30:00 PM,1.330,0.0,,,,
1433,12.09.22 11:40:00 PM,1.330,0.0,,,,
1434,12.09.22 11:50:00 PM,1.439,0.0,,,,
1435,12.10.22 12:00:00 AM,1.330,0.0,,,,
1436,12.10.22 12:10:00 AM,1.221,0.0,,,,
1437,12.10.22 12:20:00 AM,1.221,0.0,,,,
1438,12.10.22 12:30:00 AM,1.330,0.0,,,,
1439,12.10.22 12:40:00 AM,1.221,0.0,,,,
1440,12.10.22 12:50:00 AM,1.330,0.0,,,,
1441,12.10.22 01:00:00 AM,1.330,0.0,,,,
1442,12.10.22 01:10:00 AM,1.330,0.0,,,,
1443,12.10.22 01:20:00 AM,1.330,0.0,,,,
1444,12.10.22 01:30:00 AM,1.221,0.0,,,,
1445,12.10.22 01:40:00 AM,1.221,0.0,,,,
1446,12.10.22 01:50:00 AM,1.330,0.0,,,,
1447,12.10.22 02:00:00 AM,1.330,0.0,,,,
1448,12.10.22 02:10:00 AM,1.330,0.0,,,,
1449,12.10.22 02:20:00 AM,1.330,0.0,,,,
1450,12.10.22 02:30:00 AM,1.330,0.0,,,,
1451,12.10.22 02:40:00 AM,1.330,0.0,,,,
1452,12.10.22 02:50:00 AM,1.439,0.0,,,,
1453,12.10.22 03:00:00 AM,1.330,0.0,,,,
1454,12.10.22 03:10:00 AM,1.330,0.0,,,,
1455,12.10.22 03:20:00 AM,1.330,0.0,,,,
1456,12.10.22 03:30:00 AM,1.221,0.0,,,,
1457,12.10.22 03:40:00 AM,1.221,0.0,,,,
1458,12.10.22 03:50:00 AM,1.330,0.0,,,,
1459,12.10.22 04:00:00 AM,1.439,0.0,,,,
1460,12.10.22 04:10:00 AM,1.221,0.0,,,,
1461,12.10.22 04:20:00 AM,1.221,0.0,,,,
1462,12.10.22 04:30:00 AM,1.330,0.0,,,,
1463,12.10.22 04:40:00 AM,1.330,0.0,,,,
1464,12.10.22 04:50:00 AM,1.221,0.0,,,,
1465,12.10.22 05:00:00 AM,1.112,0.0,,,,
1466,12.10.22 05:10:00 AM,1.112,0.0,,,,
1467,12.10.22 05:20:00 AM,1.112,0.0,,,,
1468,12.10.22 05:30:00 AM,1.221,0.0,,,,
1469,12.10.22 05:40:00 AM,1.221,0.0,,,,
1470,12.10.22 05:50:00 AM,1.221,0.0,,,,
1471,12.10.22 06:00:00 AM,1.221,0.0,,,,
1472,12.10.22 06:10:00 AM,1.221,0.0,,,,
1473,12.10.22 06:20:00 AM,1.330,0.0,,,,
1474,12.10.22 06:30:00 AM,1.330,0.0,,,,
1475,12.10.22 06:40:00 AM,1.330,0.0,,,,
1476,12.10.22 06:50:00 AM,1.221,0.0,,,,
1477,12.10.22 07:00:00 AM,1.112,0.0,,,,
1478,12.10.22 07:10:00 AM,1.112,0.0,,,,
1479,12.10.22 07:20:00 AM,1.003,0.0,,,,
1480,12.10.22 07:30:00 AM,1.003,0.0,,,,
1481,12.10.22 07:40:00 AM,1.112,0.0,,,,
1482,12.10.22 07:50:00 AM,1.112,0.0,,,,
1483,12.10.22 08:00:00 AM,1.112,0.0,,,,
1484,12.10.22 08:10:00 AM,1.112,10.8,,,,
1485,12.10.22 08:20:00 AM,1.330,21.5,,,,
1486,12.10.22 08:30:00 AM,1.439,43.1,,,,
1487,12.10.22 08:40:00 AM,1.439,118.4,,,,
1488,12.10.22 08:50:00 AM,1.439,118.4,,,,
1489,12.10.22 09:00:00 AM,1.330,129.2,,,,
1490,12.10.22 09:10:00 AM,1.330,215.3,,,,
1491,12.10.22 09:20:00 AM,1.221,366.0,,,,
1492,12.10.22 09:30:00 AM,1.330,269.1,,,,
1493,12.10.22 09:40:00 AM,1.221,366.0,,,,
1494,12.10.22 09:50:00 AM,1.330,656.6,,,,
1495,12.10.22 10:00:00 AM,1.548,1054.9,,,,
1496,12.10.22 10:10:00 AM,1.548,549.0,,,,
1497,12.10.22 10:20:00 AM,1.439,688.9,,,,
1498,12.10.22 10:30:00 AM,1.548,667.4,,,,
1499,12.10.22 10:40:00 AM,1.548,527.4,,,,
1500,12.10.22 10:50:00 AM,1.439,549.0,,,,
1501,12.10.22 11:00:00 AM,1.439,721.2,,,,
1502,12.10.22 11:10:00 AM,1.439,871.9,,,,
1503,12.10.22 11:20:00 AM,1.548,742.7,,,,
1504,12.10.22 11:30:00 AM,1.548,742.7,,,,
1505,12.10.22 11:40:00 AM,1.548,581.3,,,,
1506,12.10.22 11:50:00 AM,1.548,495.1,,,,
1507,12.10.22 12:00:00 PM,1.439,635.1,,,,
1508,12.10.22 12:10:00 PM,1.439,667.4,,,,
1509,12.10.22 12:20:00 PM,1.439,645.8,,,,
1510,12.10.22 12:30:00 PM,1.439,688.9,,,,
1511,12.10.22 12:40:00 PM,1.439,645.8,,,,
1512,12.10.22 12:50:00 PM,1.548,904.2,,,,
1513,12.10.22 01:00:00 PM,1.656,731.9,,,,
1514,12.10.22 01:10:00 PM,1.656,656.6,,,,
1515,12.10.22 01:20:00 PM,1.439,688.9,,,,
1516,12.10.22 01:30:00 PM,1.439,753.5,,,,
1517,12.10.22 01:40:00 PM,1.548,667.4,,,,
1518,12.10.22 01:50:00 PM,1.548,753.5,,,,
1519,12.10.22 02:00:00 PM,1.439,721.2,,,,
1520,12.10.22 02:10:00 PM,1.548,785.8,,,,
1521,12.10.22 02:20:00 PM,1.548,602.8,,,,
1522,12.10.22 02:30:00 PM,1.439,559.7,,,,
1523,12.10.22 02:40:00 PM,1.439,409.0,,,,
1524,12.10.22 02:50:00 PM,1.330,290.6,,,,
1525,12.10.22 03:00:00 PM,1.439,398.3,,,,
1526,12.10.22 03:10:00 PM,1.330,473.6,,,,
1527,12.10.22 03:20:00 PM,1.221,409.0,,,,
1528,12.10.22 03:30:00 PM,1.221,322.9,,,,
1529,12.10.22 03:40:00 PM,1.221,258.3,,,,
1530,12.10.22 03:50:00 PM,1.221,279.9,,,,
1531,12.10.22 04:00:00 PM,1.221,139.9,,,,
1532,12.10.22 04:10:00 PM,1.221,86.1,,,,
1533,12.10.22 04:20:00 PM,1.112,64.6,,,,
1534,12.10.22 04:30:00 PM,1.003,32.3,,,,
1535,12.10.22 04:40:00 PM,1.003,10.8,,,,
1536,12.10.22 04:50:00 PM,0.893,0.0,,,,
1537,12.10.22 05:00:00 PM,0.784,0.0,,,,
1538,12.10.22 05:10:00 PM,0.893,0.0,,,,
1539,12.10.22 05:20:00 PM,0.893,0.0,,,,
1540,12.10.22 05:30:00 PM,0.784,0.0,,,,
1541,12.10.22 05:40:00 PM,0.784,0.0,,,,
1542,12.10.22 05:50:00 PM,0.784,0.0,,,,
1543,12.10.22 06:00:00 PM,0.893,0.0,,,,
1544,12.10.22 06:10:00 PM,0.893,0.0,,,,
1545,12.10.22 06:20:00 PM,0.784,0.0,,,,
1546,12.10.22 06:30:00 PM,0.784,0.0,,,,
1547,12.10.22 06:40:00 PM,0.893,0.0,,,,
1548,12.10.22 06:50:00 PM,1.003,0.0,,,,
1549,12.10.22 07:00:00 PM,1.003,0.0,,,,
1550,12.10.22 07:10:00 PM,1.003,0.0,,,,
1551,12.10.22 07:20:00 PM,1.112,0.0,,,,
1552,12.10.22 07:30:00 PM,1.003,0.0,,,,
1553,12.10.22 07:40:00 PM,1.003,0.0,,,,
1554,12.10.22 07:50:00 PM,0.893,0.0,,,,
1555,12.10.22 08:00:00 PM,0.893,0.0,,,,
1556,12.10.22 08:10:00 PM,0.893,0.0,,,,
1557,12.10.22 08:20:00 PM,0.563,0.0,,,,
1558,12.10.22 08:30:00 PM,0.343,0.0,,,,
1559,12.10.22 08:40:00 PM,0.121,0.0,,,,
1560,12.10.22 08:50:00 PM,-0.213,0.0,,,,
1561,12.10.22 09:00:00 PM,-0.437,0.0,,,,
1562,12.10.22 09:10:00 PM,-0.549,0.0,,,,
1563,12.10.22 09:20:00 PM,-0.662,0.0,,,,
1564,12.10.22 09:30:00 PM,-0.662,0.0,,,,
1565,12.10.22 09:40:00 PM,-0.774,0.0,,,,
1566,12.10.22 09:50:00 PM,-0.662,0.0,,,,
1567,12.10.22 10:00:00 PM,-0.213,0.0,,,,
1568,12.10.22 10:10:00 PM,-0.102,0.0,,,,
1569,12.10.22 10:20:00 PM,-0.213,0.0,,,,
1570,12.10.22 10:30:00 PM,-0.325,0.0,,,,
1571,12.10.22 10:40:00 PM,-0.662,0.0,,,,
1572,12.10.22 10:50:00 PM,-0.887,0.0,,,,
1573,12.10.22 11:00:00 PM,-1.228,0.0,,,,
1574,12.10.22 11:10:00 PM,-1.341,0.0,,,,
1575,12.10.22 11:20:00 PM,-1.570,0.0,,,,
1576,12.10.22 11:30:00 PM,-1.456,0.0,,,,
1577,12.10.22 11:40:00 PM,-1.456,0.0,,,,
1578,12.10.22 11:50:00 PM,-1.341,0.0,,,,
1579,12.11.22 12:00:00 AM,-1.114,0.0,,,,
1580,12.11.22 12:10:00 AM,-1.114,0.0,,,,
1581,12.11.22 12:20:00 AM,-1.001,0.0,,,,
1582,12.11.22 12:30:00 AM,-1.001,0.0,,,,
1583,12.11.22 12:40:00 AM,-1.001,0.0,,,,
1584,12.11.22 12:50:00 AM,-0.887,0.0,,,,
1585,12.11.22 01:00:00 AM,-0.887,0.0,,,,
1586,12.11.22 01:10:00 AM,-1.001,0.0,,,,
1587,12.11.22 01:20:00 AM,-1.114,0.0,,,,
1588,12.11.22 01:30:00 AM,-1.001,0.0,,,,
1589,12.11.22 01:40:00 AM,-0.887,0.0,,,,
1590,12.11.22 01:50:00 AM,-0.774,0.0,,,,
1591,12.11.22 02:00:00 AM,-0.887,0.0,,,,
1592,12.11.22 02:10:00 AM,-0.774,0.0,,,,
1593,12.11.22 02:20:00 AM,-0.662,0.0,,,,
1594,12.11.22 02:30:00 AM,-0.437,0.0,,,,
1595,12.11.22 02:40:00 AM,-0.437,0.0,,,,
1596,12.11.22 02:50:00 AM,-0.549,0.0,,,,
1597,12.11.22 03:00:00 AM,-0.662,0.0,,,,
1598,12.11.22 03:10:00 AM,-0.774,0.0,,,,
1599,12.11.22 03:20:00 AM,-1.001,0.0,,,,
1600,12.11.22 03:30:00 AM,-1.001,0.0,,,,
1601,12.11.22 03:40:00 AM,-1.114,0.0,,,,
1602,12.11.22 03:50:00 AM,-1.001,0.0,,,,
1603,12.11.22 04:00:00 AM,-1.001,0.0,,,,
1604,12.11.22 04:10:00 AM,-1.001,0.0,,,,
1605,12.11.22 04:20:00 AM,-0.887,0.0,,,,
1606,12.11.22 04:30:00 AM,-1.114,0.0,,,,
1607,12.11.22 04:40:00 AM,-1.228,0.0,,,,
1608,12.11.22 04:50:00 AM,-1.228,0.0,,,,
1609,12.11.22 05:00:00 AM,-1.228,0.0,,,,
1610,12.11.22 05:10:00 AM,-1.341,0.0,,,,
1611,12.11.22 05:20:00 AM,-1.456,0.0,,,,
1612,12.11.22 05:30:00 AM,-1.456,0.0,,,,
1613,12.11.22 05:40:00 AM,-1.570,0.0,,,,
1614,12.11.22 05:50:00 AM,-1.570,0.0,,,,
1615,12.11.22 06:00:00 AM,-1.570,0.0,,,,
1616,12.11.22 06:10:00 AM,-1.456,0.0,,,,
1617,12.11.22 06:20:00 AM,-1.228,0.0,,,,
1618,12.11.22 06:30:00 AM,-1.228,0.0,,,,
1619,12.11.22 06:40:00 AM,-1.456,0.0,,,,
1620,12.11.22 06:50:00 AM,-1.799,0.0,,,,
1621,12.11.22 07:00:00 AM,-2.030,0.0,,,,
1622,12.11.22 07:10:00 AM,-2.377,0.0,,,,
1623,12.11.22 07:20:00 AM,-2.494,0.0,,,,
1624,12.11.22 07:30:00 AM,-2.727,0.0,,,,
1625,12.11.22 07:40:00 AM,-2.844,0.0,,,,
1626,12.11.22 07:50:00 AM,-2.962,32.3,,,,
1627,12.11.22 08:00:00 AM,-2.962,107.6,,,,
1628,12.11.22 08:10:00 AM,-2.727,226.0,,,,
1629,12.11.22 08:20:00 AM,-2.727,387.5,,,,
1630,12.11.22 08:30:00 AM,-2.727,764.2,,,,
1631,12.11.22 08:40:00 AM,-2.494,1636.1,,,,
1632,12.11.22 08:50:00 AM,-2.261,2497.2,,,,
1633,12.11.22 09:00:00 AM,-1.799,2238.9,,,,
1634,12.11.22 09:10:00 AM,-2.030,1722.2,,,,
1635,12.11.22 09:20:00 AM,-2.145,1280.9,,,,
1636,12.11.22 09:30:00 AM,-1.799,1722.2,,,,
1637,12.11.22 09:40:00 AM,-1.456,2238.9,,,,
1638,12.11.22 09:50:00 AM,-1.228,2325.0,,,,
1639,12.11.22 10:00:00 AM,-0.887,3961.1,,,,
1640,12.11.22 10:10:00 AM,-0.102,4822.3,,,,
1641,12.11.22 10:20:00 AM,0.453,7577.8,,,,
1642,12.11.22 10:30:00 AM,6.471,35822.5,,,,
1643,12.11.22 10:40:00 AM,10.357,37200.2,,,,
1644,12.11.22 10:50:00 AM,12.207,39955.8,,,,
1645,12.11.22 11:00:00 AM,14.134,39955.8,,,,
1646,12.11.22 11:10:00 AM,14.230,41333.6,,,,
1647,12.11.22 11:20:00 AM,14.996,42711.4,,,,
1648,12.11.22 11:30:00 AM,14.996,41333.6,,,,
1649,12.11.22 11:40:00 AM,15.378,42711.4,,,,
1650,12.11.22 11:50:00 AM,16.046,44089.2,,,,
1651,12.11.22 12:00:00 PM,14.804,41333.6,,,,
1652,12.11.22 12:10:00 PM,15.855,44089.2,,,,
1653,12.11.22 12:20:00 PM,16.141,42711.4,,,,
1654,12.11.22 12:30:00 PM,14.996,42711.4,,,,
1655,12.11.22 12:40:00 PM,12.883,13777.9,,,,
1656,12.11.22 12:50:00 PM,6.166,5166.7,,,,
1657,12.11.22 01:00:00 PM,4.207,5166.7,,,,
1658,12.11.22 01:10:00 PM,2.517,3444.5,,,,
1659,12.11.22 01:20:00 PM,1.980,3100.0,,,,
1660,12.11.22 01:30:00 PM,1.656,2669.5,,,,
1661,12.11.22 01:40:00 PM,1.439,1722.2,,,,
1662,12.11.22 01:50:00 PM,0.893,1636.1,,,,
1663,12.11.22 02:00:00 PM,0.563,1722.2,,,,
1664,12.11.22 02:10:00 PM,0.343,1894.5,,,,
1665,12.11.22 02:20:00 PM,0.010,1636.1,,,,
1666,12.11.22 02:30:00 PM,-0.102,1550.0,,,,
1667,12.11.22 02:40:00 PM,-0.102,2066.7,,,,
1668,12.11.22 02:50:00 PM,-0.213,1980.6,,,,
1669,12.11.22 03:00:00 PM,-0.325,1808.3,,,,
1670,12.11.22 03:10:00 PM,-0.325,1463.9,,,,
1671,12.11.22 03:20:00 PM,-0.662,1980.6,,,,
1672,12.11.22 03:30:00 PM,-0.662,1722.2,,,,
1673,12.11.22 03:40:00 PM,-0.774,1636.1,,,,
1674,12.11.22 03:50:00 PM,-0.325,3272.2,,,,
1675,12.11.22 04:00:00 PM,-0.887,1463.9,,,,
1676,12.11.22 04:10:00 PM,-1.114,990.3,,,,
1677,12.11.22 04:20:00 PM,-1.456,549.0,,,,
1678,12.11.22 04:30:00 PM,-1.456,344.4,,,,
1679,12.11.22 04:40:00 PM,-1.570,139.9,,,,
1680,12.11.22 04:50:00 PM,-1.684,53.8,,,,
1681,12.11.22 05:00:00 PM,-2.030,10.8,,,,
1682,12.11.22 05:10:00 PM,-2.261,0.0,,,,
1683,12.11.22 05:20:00 PM,-2.494,0.0,,,,
1684,12.11.22 05:30:00 PM,-2.377,0.0,,,,
1685,12.11.22 05:40:00 PM,-2.377,0.0,,,,
1686,12.11.22 05:50:00 PM,-2.727,0.0,,,,
1687,12.11.22 06:00:00 PM,-2.727,0.0,,,,
1688,12.11.22 06:10:00 PM,-2.844,0.0,,,,
1689,12.11.22 06:20:00 PM,-2.962,0.0,,,,
1690,12.11.22 06:30:00 PM,-2.962,0.0,,,,
1691,12.11.22 06:40:00 PM,-2.962,0.0,,,,
1692,12.11.22 06:50:00 PM,-3.197,0.0,,,,
1693,12.11.22 07:00:00 PM,-3.316,0.0,,,,
1694,12.11.22 07:10:00 PM,-3.434,0.0,,,,
1695,12.11.22 07:20:00 PM,-3.316,0.0,,,,
1696,12.11.22 07:30:00 PM,-3.316,0.0,,,,
1697,12.11.22 07:40:00 PM,-3.434,0.0,,,,
1698,12.11.22 07:50:00 PM,-3.553,0.0,,,,
1699,12.11.22 08:00:00 PM,-3.672,0.0,,,,
1700,12.11.22 08:10:00 PM,-3.911,0.0,,,,
1701,12.11.22 08:20:00 PM,-3.911,0.0,,,,
1702,12.11.22 08:30:00 PM,-3.911,0.0,,,,
1703,12.11.22 08:40:00 PM,-3.911,0.0,,,,
1704,12.11.22 08:50:00 PM,-3.792,0.0,,,,
1705,12.11.22 09:00:00 PM,-3.672,0.0,,,,
1706,12.11.22 09:10:00 PM,-3.553,0.0,,,,
1707,12.11.22 09:20:00 PM,-3.434,0.0,,,,
1708,12.11.22 09:30:00 PM,-3.197,0.0,,,,
1709,12.11.22 09:40:00 PM,-2.962,0.0,,,,
1710,12.11.22 09:50:00 PM,-2.962,0.0,,,,
1711,12.11.22 10:00:00 PM,-2.844,0.0,,,,
1712,12.11.22 10:10:00 PM,-2.962,0.0,,,,
1713,12.11.22 10:20:00 PM,-3.079,0.0,,,,
1714,12.11.22 10:30:00 PM,-3.197,0.0,,,,
1715,12.11.22 10:40:00 PM,-3.434,0.0,,,,
1716,12.11.22 10:50:00 PM,-3.316,0.0,,,,
1717,12.11.22 11:00:00 PM,-3.197,0.0,,,,
1718,12.11.22 11:10:00 PM,-3.434,0.0,,,,
1719,12.11.22 11:20:00 PM,-3.316,0.0,,,,
1720,12.11.22 11:30:00 PM,-3.553,0.0,,,,
1721,12.11.22 11:40:00 PM,-3.316,0.0,,,,
1722,12.11.22 11:50:00 PM,-3.553,0.0,,,,
1723,12.12.22 12:00:00 AM,-3.553,0.0,,,,
1724,12.12.22 12:10:00 AM,-3.672,0.0,,,,
1725,12.12.22 12:20:00 AM,-3.672,0.0,,,,
1726,12.12.22 12:30:00 AM,-3.672,0.0,,,,
1727,12.12.22 12:40:00 AM,-3.792,0.0,,,,
1728,12.12.22 12:50:00 AM,-3.672,0.0,,,,
1729,12.12.22 01:00:00 AM,-3.672,0.0,,,,
1730,12.12.22 01:10:00 AM,-3.911,0.0,,,,
1731,12.12.22 01:20:00 AM,-3.792,0.0,,,,
1732,12.12.22 01:30:00 AM,-3.911,0.0,,,,
1733,12.12.22 01:40:00 AM,-4.272,0.0,,,,
1734,12.12.22 01:50:00 AM,-4.393,0.0,,,,
1735,12.12.22 02:00:00 AM,-4.272,0.0,,,,
1736,12.12.22 02:10:00 AM,-4.152,0.0,,,,
1737,12.12.22 02:20:00 AM,-4.152,0.0,,,,
1738,12.12.22 02:30:00 AM,-4.031,0.0,,,,
1739,12.12.22 02:40:00 AM,-4.152,0.0,,,,
1740,12.12.22 02:50:00 AM,-4.272,0.0,,,,
1741,12.12.22 03:00:00 AM,-4.272,0.0,,,,
1742,12.12.22 03:10:00 AM,-4.272,0.0,,,,
1743,12.12.22 03:20:00 AM,-4.393,0.0,,,,
1744,12.12.22 03:30:00 AM,-4.393,0.0,,,,
1745,12.12.22 03:40:00 AM,-4.272,0.0,,,,
1746,12.12.22 03:50:00 AM,-4.272,0.0,,,,
1747,12.12.22 04:00:00 AM,-4.393,0.0,,,,
1748,12.12.22 04:10:00 AM,-4.636,0.0,,,,
1749,12.12.22 04:20:00 AM,-4.636,0.0,,,,
1750,12.12.22 04:30:00 AM,-4.880,0.0,,,,
1751,12.12.22 04:40:00 AM,-5.003,0.0,,,,
1752,12.12.22 04:50:00 AM,-5.249,0.0,,,,
1753,12.12.22 05:00:00 AM,-5.003,0.0,,,,
1754,12.12.22 05:10:00 AM,-4.880,0.0,,,,
1755,12.12.22 05:20:00 AM,-5.003,0.0,,,,
1756,12.12.22 05:30:00 AM,-5.125,0.0,,,,
1757,12.12.22 05:40:00 AM,-5.003,0.0,,,,
1758,12.12.22 05:50:00 AM,-5.125,0.0,,,,
1759,12.12.22 06:00:00 AM,-5.125,0.0,,,,
1760,12.12.22 06:10:00 AM,-5.125,0.0,,,,
1761,12.12.22 06:20:00 AM,-5.125,0.0,,,,
1762,12.12.22 06:30:00 AM,-5.249,0.0,,,,
1763,12.12.22 06:40:00 AM,-5.496,0.0,,,,
1764,12.12.22 06:50:00 AM,-5.496,0.0,,,,
1765,12.12.22 07:00:00 AM,-5.249,0.0,,,,
1766,12.12.22 07:10:00 AM,-5.003,0.0,,,,
1767,12.12.22 07:20:00 AM,-5.003,0.0,,,,
1768,12.12.22 07:30:00 AM,-5.003,0.0,,,,
1769,12.12.22 07:40:00 AM,-5.249,0.0,,,,
1770,12.12.22 07:50:00 AM,-5.125,0.0,,,,
1771,12.12.22 08:00:00 AM,-5.249,21.5,,,,
1772,12.12.22 08:10:00 AM,-5.249,43.1,,,,
1773,12.12.22 08:20:00 AM,-5.372,86.1,,,,
1774,12.12.22 08:30:00 AM,-5.249,193.8,,,,
1775,12.12.22 08:40:00 AM,-5.249,322.9,,,,
1776,12.12.22 08:50:00 AM,-4.880,484.4,,,,
1777,12.12.22 09:00:00 AM,-4.758,688.9,,,,
1778,12.12.22 09:10:00 AM,-4.636,936.5,,,,
1779,12.12.22 09:20:00 AM,-4.393,1033.3,,,,
1780,12.12.22 09:30:00 AM,-3.553,1130.2,,,,
1781,12.12.22 09:40:00 AM,-3.792,1463.9,,,,
1782,12.12.22 09:50:00 AM,-3.672,1463.9,,,,
1783,12.12.22 10:00:00 AM,-3.553,1636.1,,,,
1784,12.12.22 10:10:00 AM,-3.079,1550.0,,,,
1785,12.12.22 10:20:00 AM,-3.079,1636.1,,,,
1786,12.12.22 10:30:00 AM,-3.197,1980.6,,,,
1787,12.12.22 10:40:00 AM,-2.962,2152.8,,,,
1788,12.12.22 10:50:00 AM,-2.844,2152.8,,,,
1789,12.12.22 11:00:00 AM,-2.610,2411.1,,,,
1790,12.12.22 11:10:00 AM,-2.727,2411.1,,,,
1791,12.12.22 11:20:00 AM,-2.610,2325.0,,,,
1792,12.12.22 11:30:00 AM,-2.844,2411.1,,,,
1793,12.12.22 11:40:00 AM,-2.727,2497.2,,,,
1794,12.12.22 11:50:00 AM,-2.962,2411.1,,,,
1795,12.12.22 12:00:00 PM,-2.962,2411.1,,,,
1796,12.12.22 12:10:00 PM,-2.610,2497.2,,,,
1797,12.12.22 12:20:00 PM,-2.494,2411.1,,,,
