"Plot-Titel: 10760810"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10760810, SEN S/N: 10760810)","Intensität, Lux (LGR S/N: 10760810, SEN S/N: 10760810)","Koppler verbunden (LGR S/N: 10760810)","Koppler abgetrennt (LGR S/N: 10760810)","Host verbunden (LGR S/N: 10760810)","Angehalten (LGR S/N: 10760810)","Dateiende (LGR S/N: 10760810)"
4276,12.29.22 05:30:00 PM,12.497,0.0,,,,,
4277,12.29.22 05:40:00 PM,12.497,0.0,,,,,
4278,12.29.22 05:50:00 PM,12.690,0.0,,,,,
4279,12.29.22 06:00:00 PM,12.497,0.0,,,,,
4280,12.29.22 06:10:00 PM,12.110,0.0,,,,,
4281,12.29.22 06:20:00 PM,11.625,0.0,,,,,
4282,12.29.22 06:30:00 PM,11.431,0.0,,,,,
4283,12.29.22 06:40:00 PM,11.236,0.0,,,,,
4284,12.29.22 06:50:00 PM,11.236,0.0,,,,,
4285,12.29.22 07:00:00 PM,11.431,0.0,,,,,
4286,12.29.22 07:10:00 PM,11.625,0.0,,,,,
4287,12.29.22 07:20:00 PM,11.819,0.0,,,,,
4288,12.29.22 07:30:00 PM,12.013,0.0,,,,,
4289,12.29.22 07:40:00 PM,12.110,0.0,,,,,
4290,12.29.22 07:50:00 PM,12.207,0.0,,,,,
4291,12.29.22 08:00:00 PM,12.304,0.0,,,,,
4292,12.29.22 08:10:00 PM,12.401,0.0,,,,,
4293,12.29.22 08:20:00 PM,12.304,0.0,,,,,
4294,12.29.22 08:30:00 PM,12.110,0.0,,,,,
4295,12.29.22 08:40:00 PM,11.916,0.0,,,,,
4296,12.29.22 08:50:00 PM,11.528,0.0,,,,,
4297,12.29.22 09:00:00 PM,11.041,0.0,,,,,
4298,12.29.22 09:10:00 PM,10.748,0.0,,,,,
4299,12.29.22 09:20:00 PM,10.553,0.0,,,,,
4300,12.29.22 09:30:00 PM,10.553,0.0,,,,,
4301,12.29.22 09:40:00 PM,10.553,0.0,,,,,
4302,12.29.22 09:50:00 PM,10.553,0.0,,,,,
4303,12.29.22 10:00:00 PM,10.357,0.0,,,,,
4304,12.29.22 10:10:00 PM,9.571,0.0,,,,,
4305,12.29.22 10:20:00 PM,9.275,0.0,,,,,
4306,12.29.22 10:30:00 PM,8.978,0.0,,,,,
4307,12.29.22 10:40:00 PM,8.879,0.0,,,,,
4308,12.29.22 10:50:00 PM,8.978,0.0,,,,,
4309,12.29.22 11:00:00 PM,9.077,0.0,,,,,
4310,12.29.22 11:10:00 PM,9.176,0.0,,,,,
4311,12.29.22 11:20:00 PM,9.275,0.0,,,,,
4312,12.29.22 11:30:00 PM,9.373,0.0,,,,,
4313,12.29.22 11:40:00 PM,9.176,0.0,,,,,
4314,12.29.22 11:50:00 PM,9.176,0.0,,,,,
4315,12.30.22 12:00:00 AM,8.978,0.0,,,,,
4316,12.30.22 12:10:00 AM,8.879,0.0,,,,,
4317,12.30.22 12:20:00 AM,8.680,0.0,,,,,
4318,12.30.22 12:30:00 AM,8.680,0.0,,,,,
4319,12.30.22 12:40:00 AM,8.680,0.0,,,,,
4320,12.30.22 12:50:00 AM,8.680,0.0,,,,,
4321,12.30.22 01:00:00 AM,8.680,0.0,,,,,
4322,12.30.22 01:10:00 AM,8.779,0.0,,,,,
4323,12.30.22 01:20:00 AM,8.879,0.0,,,,,
4324,12.30.22 01:30:00 AM,8.879,0.0,,,,,
4325,12.30.22 01:40:00 AM,8.879,0.0,,,,,
4326,12.30.22 01:50:00 AM,8.779,0.0,,,,,
4327,12.30.22 02:00:00 AM,8.680,0.0,,,,,
4328,12.30.22 02:10:00 AM,8.779,0.0,,,,,
4329,12.30.22 02:20:00 AM,8.779,0.0,,,,,
4330,12.30.22 02:30:00 AM,8.680,0.0,,,,,
4331,12.30.22 02:40:00 AM,8.581,0.0,,,,,
4332,12.30.22 02:50:00 AM,8.481,0.0,,,,,
4333,12.30.22 03:00:00 AM,8.282,0.0,,,,,
4334,12.30.22 03:10:00 AM,8.182,0.0,,,,,
4335,12.30.22 03:20:00 AM,8.182,0.0,,,,,
4336,12.30.22 03:30:00 AM,8.082,0.0,,,,,
4337,12.30.22 03:40:00 AM,8.082,0.0,,,,,
4338,12.30.22 03:50:00 AM,8.182,0.0,,,,,
4339,12.30.22 04:00:00 AM,8.481,0.0,,,,,
4340,12.30.22 04:10:00 AM,8.581,0.0,,,,,
4341,12.30.22 04:20:00 AM,8.680,0.0,,,,,
4342,12.30.22 04:30:00 AM,8.481,0.0,,,,,
4343,12.30.22 04:40:00 AM,8.282,0.0,,,,,
4344,12.30.22 04:50:00 AM,8.182,0.0,,,,,
4345,12.30.22 05:00:00 AM,8.282,0.0,,,,,
4346,12.30.22 05:10:00 AM,8.282,0.0,,,,,
4347,12.30.22 05:20:00 AM,8.082,0.0,,,,,
4348,12.30.22 05:30:00 AM,7.882,0.0,,,,,
4349,12.30.22 05:40:00 AM,7.882,0.0,,,,,
4350,12.30.22 05:50:00 AM,7.983,0.0,,,,,
4351,12.30.22 06:00:00 AM,7.882,0.0,,,,,
4352,12.30.22 06:10:00 AM,7.782,0.0,,,,,
4353,12.30.22 06:20:00 AM,7.582,0.0,,,,,
4354,12.30.22 06:30:00 AM,7.381,0.0,,,,,
4355,12.30.22 06:40:00 AM,7.280,0.0,,,,,
4356,12.30.22 06:50:00 AM,7.179,0.0,,,,,
4357,12.30.22 07:00:00 AM,6.978,0.0,,,,,
4358,12.30.22 07:10:00 AM,6.775,0.0,,,,,
4359,12.30.22 07:20:00 AM,6.674,0.0,,,,,
4360,12.30.22 07:30:00 AM,6.573,0.0,,,,,
4361,12.30.22 07:40:00 AM,6.471,0.0,,,,,
4362,12.30.22 07:50:00 AM,6.268,0.0,,,,,
4363,12.30.22 08:00:00 AM,6.166,0.0,,,,,
4364,12.30.22 08:10:00 AM,6.064,107.6,,,,,
4365,12.30.22 08:20:00 AM,6.064,183.0,,,,,
4366,12.30.22 08:30:00 AM,6.064,183.0,,,,,
4367,12.30.22 08:40:00 AM,6.166,344.4,,,,,
4368,12.30.22 08:50:00 AM,6.268,387.5,,,,,
4369,12.30.22 09:00:00 AM,6.370,581.3,,,,,
4370,12.30.22 09:10:00 AM,6.471,731.9,,,,,
4371,12.30.22 09:20:00 AM,6.573,1011.8,,,,,
4372,12.30.22 09:30:00 AM,6.775,947.2,,,,,
4373,12.30.22 09:40:00 AM,6.978,1097.9,,,,,
4374,12.30.22 09:50:00 AM,7.280,1345.5,,,,,
4375,12.30.22 10:00:00 AM,7.481,1313.2,,,,,
4376,12.30.22 10:10:00 AM,7.882,1463.9,,,,,
4377,12.30.22 10:20:00 AM,8.182,1550.0,,,,,
4378,12.30.22 10:30:00 AM,8.680,2411.1,,,,,
4379,12.30.22 10:40:00 AM,9.373,2927.8,,,,,
4380,12.30.22 10:50:00 AM,9.965,3100.0,,,,,
4381,12.30.22 11:00:00 AM,10.455,3444.5,,,,,
4382,12.30.22 11:10:00 AM,10.651,2669.5,,,,,
4383,12.30.22 11:20:00 AM,10.553,1722.2,,,,,
4384,12.30.22 11:30:00 AM,10.553,2325.0,,,,,
4385,12.30.22 11:40:00 AM,10.846,2411.1,,,,,
4386,12.30.22 11:50:00 AM,10.944,2325.0,,,,,
4387,12.30.22 12:00:00 PM,11.139,2066.7,,,,,
4388,12.30.22 12:10:00 PM,11.041,1377.8,,,,,
4389,12.30.22 12:20:00 PM,11.139,1119.5,,,,,
4390,12.30.22 12:30:00 PM,11.236,1119.5,,,,,
4391,12.30.22 12:40:00 PM,11.236,1011.8,,,,,
4392,12.30.22 12:50:00 PM,11.334,818.1,,,,,
4393,12.30.22 01:00:00 PM,11.722,861.1,,,,,
4394,12.30.22 01:10:00 PM,12.304,688.9,,,,,
4395,12.30.22 01:20:00 PM,12.594,947.2,,,,,
4396,12.30.22 01:30:00 PM,12.594,968.8,,,,,
4397,12.30.22 01:40:00 PM,12.401,839.6,,,,,
4398,12.30.22 01:50:00 PM,12.690,871.9,,,,,
4399,12.30.22 02:00:00 PM,12.883,656.6,,,,,
4400,12.30.22 02:10:00 PM,12.883,624.3,,,,,
4401,12.30.22 02:20:00 PM,12.883,731.9,,,,,
4402,12.30.22 02:30:00 PM,12.883,635.1,,,,,
4403,12.30.22 02:40:00 PM,12.883,592.0,,,,,
4404,12.30.22 02:50:00 PM,12.883,452.1,,,,,
4405,12.30.22 03:00:00 PM,13.173,505.9,,,,,
4406,12.30.22 03:10:00 PM,13.173,279.9,,,,,
4407,12.30.22 03:20:00 PM,13.173,301.4,,,,,
4408,12.30.22 03:30:00 PM,13.173,258.3,,,,,
4409,12.30.22 03:40:00 PM,13.076,118.4,,,,,
4410,12.30.22 03:50:00 PM,13.076,86.1,,,,,
4411,12.30.22 04:00:00 PM,12.980,86.1,,,,,
4412,12.30.22 04:10:00 PM,12.883,75.3,,,,,
4413,12.30.22 04:20:00 PM,12.980,32.3,,,,,
4414,12.30.22 04:30:00 PM,12.980,10.8,,,,,
4415,12.30.22 04:40:00 PM,13.173,0.0,,,,,
4416,12.30.22 04:50:00 PM,13.269,0.0,,,,,
4417,12.30.22 05:00:00 PM,13.365,0.0,,,,,
4418,12.30.22 05:10:00 PM,13.558,0.0,,,,,
4419,12.30.22 05:20:00 PM,13.750,0.0,,,,,
4420,12.30.22 05:30:00 PM,14.038,0.0,,,,,
4421,12.30.22 05:40:00 PM,14.230,0.0,,,,,
4422,12.30.22 05:50:00 PM,14.325,0.0,,,,,
4423,12.30.22 06:00:00 PM,14.709,0.0,,,,,
4424,12.30.22 06:10:00 PM,14.804,0.0,,,,,
4425,12.30.22 06:20:00 PM,14.804,0.0,,,,,
4426,12.30.22 06:30:00 PM,14.709,0.0,,,,,
4427,12.30.22 06:40:00 PM,14.709,0.0,,,,,
4428,12.30.22 06:50:00 PM,14.709,0.0,,,,,
4429,12.30.22 07:00:00 PM,14.709,0.0,,,,,
4430,12.30.22 07:10:00 PM,14.709,0.0,,,,,
4431,12.30.22 07:20:00 PM,14.900,0.0,,,,,
4432,12.30.22 07:30:00 PM,15.187,0.0,,,,,
4433,12.30.22 07:40:00 PM,15.282,0.0,,,,,
4434,12.30.22 07:50:00 PM,15.187,0.0,,,,,
4435,12.30.22 08:00:00 PM,14.613,0.0,,,,,
4436,12.30.22 08:10:00 PM,14.421,0.0,,,,,
4437,12.30.22 08:20:00 PM,14.325,0.0,,,,,
4438,12.30.22 08:30:00 PM,14.613,0.0,,,,,
4439,12.30.22 08:40:00 PM,14.996,0.0,,,,,
4440,12.30.22 08:50:00 PM,15.187,0.0,,,,,
4441,12.30.22 09:00:00 PM,15.187,0.0,,,,,
4442,12.30.22 09:10:00 PM,15.091,0.0,,,,,
4443,12.30.22 09:20:00 PM,14.996,0.0,,,,,
4444,12.30.22 09:30:00 PM,14.996,0.0,,,,,
4445,12.30.22 09:40:00 PM,14.996,0.0,,,,,
4446,12.30.22 09:50:00 PM,14.996,0.0,,,,,
4447,12.30.22 10:00:00 PM,15.187,0.0,,,,,
4448,12.30.22 10:10:00 PM,15.282,0.0,,,,,
4449,12.30.22 10:20:00 PM,15.378,0.0,,,,,
4450,12.30.22 10:30:00 PM,15.569,0.0,,,,,
4451,12.30.22 10:40:00 PM,15.664,0.0,,,,,
4452,12.30.22 10:50:00 PM,15.187,0.0,,,,,
4453,12.30.22 11:00:00 PM,15.282,0.0,,,,,
4454,12.30.22 11:10:00 PM,15.473,0.0,,,,,
4455,12.30.22 11:20:00 PM,15.569,0.0,,,,,
4456,12.30.22 11:30:00 PM,15.760,0.0,,,,,
4457,12.30.22 11:40:00 PM,15.855,0.0,,,,,
4458,12.30.22 11:50:00 PM,15.951,0.0,,,,,
4459,12.31.22 12:00:00 AM,16.141,0.0,,,,,
4460,12.31.22 12:10:00 AM,16.237,0.0,,,,,
4461,12.31.22 12:20:00 AM,16.427,0.0,,,,,
4462,12.31.22 12:30:00 AM,16.618,0.0,,,,,
4463,12.31.22 12:40:00 AM,16.618,0.0,,,,,
4464,12.31.22 12:50:00 AM,16.618,0.0,,,,,
4465,12.31.22 01:00:00 AM,16.618,0.0,,,,,
4466,12.31.22 01:10:00 AM,16.713,0.0,,,,,
4467,12.31.22 01:20:00 AM,16.808,0.0,,,,,
4468,12.31.22 01:30:00 AM,16.903,0.0,,,,,
4469,12.31.22 01:40:00 AM,16.999,0.0,,,,,
4470,12.31.22 01:50:00 AM,16.903,0.0,,,,,
4471,12.31.22 02:00:00 AM,16.999,0.0,,,,,
4472,12.31.22 02:10:00 AM,16.999,0.0,,,,,
4473,12.31.22 02:20:00 AM,16.999,0.0,,,,,
4474,12.31.22 02:30:00 AM,16.999,0.0,,,,,
4475,12.31.22 02:40:00 AM,16.903,0.0,,,,,
4476,12.31.22 02:50:00 AM,16.808,0.0,,,,,
4477,12.31.22 03:00:00 AM,16.713,0.0,,,,,
4478,12.31.22 03:10:00 AM,16.523,0.0,,,,,
4479,12.31.22 03:20:00 AM,16.332,0.0,,,,,
4480,12.31.22 03:30:00 AM,16.141,0.0,,,,,
4481,12.31.22 03:40:00 AM,16.046,0.0,,,,,
4482,12.31.22 03:50:00 AM,15.951,0.0,,,,,
4483,12.31.22 04:00:00 AM,15.951,0.0,,,,,
4484,12.31.22 04:10:00 AM,15.951,0.0,,,,,
4485,12.31.22 04:20:00 AM,15.951,0.0,,,,,
4486,12.31.22 04:30:00 AM,15.855,0.0,,,,,
4487,12.31.22 04:40:00 AM,15.951,0.0,,,,,
4488,12.31.22 04:50:00 AM,16.618,0.0,,,,,
4489,12.31.22 05:00:00 AM,16.618,0.0,,,,,
4490,12.31.22 05:10:00 AM,16.618,0.0,,,,,
4491,12.31.22 05:20:00 AM,16.713,0.0,,,,,
4492,12.31.22 05:30:00 AM,16.808,0.0,,,,,
4493,12.31.22 05:40:00 AM,16.999,0.0,,,,,
4494,12.31.22 05:50:00 AM,16.808,0.0,,,,,
4495,12.31.22 06:00:00 AM,16.713,0.0,,,,,
4496,12.31.22 06:10:00 AM,16.618,0.0,,,,,
4497,12.31.22 06:20:00 AM,16.523,0.0,,,,,
4498,12.31.22 06:30:00 AM,16.713,0.0,,,,,
4499,12.31.22 06:40:00 AM,17.094,0.0,,,,,
4500,12.31.22 06:50:00 AM,16.999,0.0,,,,,
4501,12.31.22 07:00:00 AM,16.808,0.0,,,,,
4502,12.31.22 07:10:00 AM,16.427,0.0,,,,,
4503,12.31.22 07:20:00 AM,16.046,0.0,,,,,
4504,12.31.22 07:30:00 AM,16.141,0.0,,,,,
4505,12.31.22 07:40:00 AM,16.332,0.0,,,,,
4506,12.31.22 07:50:00 AM,16.713,0.0,,,,,
4507,12.31.22 08:00:00 AM,17.189,0.0,,,,,
4508,12.31.22 08:10:00 AM,17.379,10.8,,,,,
4509,12.31.22 08:20:00 AM,17.475,64.6,,,,,
4510,12.31.22 08:30:00 AM,17.760,247.6,,,,,
4511,12.31.22 08:40:00 AM,17.950,387.5,,,,,
4512,12.31.22 08:50:00 AM,18.045,613.5,,,,,
4513,12.31.22 09:00:00 AM,18.140,958.0,,,,,
4514,12.31.22 09:10:00 AM,18.331,1141.0,,,,,
4515,12.31.22 09:20:00 AM,18.616,1356.3,,,,,
4516,12.31.22 09:30:00 AM,18.711,1550.0,,,,,
4517,12.31.22 09:40:00 AM,18.806,1044.1,,,,,
4518,12.31.22 09:50:00 AM,18.901,936.5,,,,,
4519,12.31.22 10:00:00 AM,18.901,828.8,,,,,
4520,12.31.22 10:10:00 AM,18.996,1011.8,,,,,
4521,12.31.22 10:20:00 AM,19.187,1550.0,,,,,
4522,12.31.22 10:30:00 AM,19.377,1227.1,,,,,
4523,12.31.22 10:40:00 AM,19.567,1377.8,,,,,
4524,12.31.22 10:50:00 AM,19.853,1808.3,,,,,
4525,12.31.22 11:00:00 AM,20.138,2927.8,,,,,
4526,12.31.22 11:10:00 AM,21.569,6200.0,,,,,
4527,12.31.22 11:20:00 AM,22.908,4305.6,,,,,
4528,12.31.22 11:30:00 AM,21.855,4133.4,,,,,
4529,12.31.22 11:40:00 AM,21.951,5511.1,,,,,
4530,12.31.22 11:50:00 AM,22.621,8266.7,,,,,
4531,12.31.22 12:00:00 PM,25.222,24800.2,,,,,
4532,12.31.22 12:10:00 PM,26.292,14466.8,,,,,
4533,12.31.22 12:20:00 PM,26.585,14466.8,,,,,
4534,12.31.22 12:30:00 PM,26.977,13089.0,,,,,
4535,12.31.22 12:40:00 PM,26.097,8266.7,,,,,
4536,12.31.22 12:50:00 PM,25.416,6200.0,,,,,
4537,12.31.22 01:00:00 PM,24.062,5166.7,,,,,
4538,12.31.22 01:10:00 PM,23.004,5166.7,,,,,
4539,12.31.22 01:20:00 PM,22.621,5511.1,,,,,
4540,12.31.22 01:30:00 PM,22.142,3961.1,,,,,
4541,12.31.22 01:40:00 PM,21.091,3272.2,,,,,
4542,12.31.22 01:50:00 PM,20.234,2927.8,,,,,
4543,12.31.22 02:00:00 PM,19.948,2927.8,,,,,
4544,12.31.22 02:10:00 PM,19.853,2583.4,,,,,
4545,12.31.22 02:20:00 PM,19.758,2411.1,,,,,
4546,12.31.22 02:30:00 PM,19.567,2238.9,,,,,
4547,12.31.22 02:40:00 PM,19.377,1894.5,,,,,
4548,12.31.22 02:50:00 PM,19.187,1722.2,,,,,
4549,12.31.22 03:00:00 PM,19.092,1463.9,,,,,
4550,12.31.22 03:10:00 PM,18.996,1302.4,,,,,
4551,12.31.22 03:20:00 PM,18.711,1054.9,,,,,
4552,12.31.22 03:30:00 PM,18.426,839.6,,,,,
4553,12.31.22 03:40:00 PM,18.140,624.3,,,,,
4554,12.31.22 03:50:00 PM,17.855,484.4,,,,,
4555,12.31.22 04:00:00 PM,17.475,376.7,,,,,
4556,12.31.22 04:10:00 PM,17.189,269.1,,,,,
4557,12.31.22 04:20:00 PM,16.903,161.5,,,,,
4558,12.31.22 04:30:00 PM,16.523,75.3,,,,,
4559,12.31.22 04:40:00 PM,16.427,32.3,,,,,
4560,12.31.22 04:50:00 PM,16.237,10.8,,,,,
4561,12.31.22 05:00:00 PM,15.951,43.1,,,,,
4562,12.31.22 05:10:00 PM,15.760,0.0,,,,,
4563,12.31.22 05:20:00 PM,15.569,0.0,,,,,
4564,12.31.22 05:30:00 PM,15.473,0.0,,,,,
4565,12.31.22 05:40:00 PM,15.378,0.0,,,,,
4566,12.31.22 05:50:00 PM,15.187,0.0,,,,,
4567,12.31.22 06:00:00 PM,15.091,0.0,,,,,
4568,12.31.22 06:10:00 PM,14.996,0.0,,,,,
4569,12.31.22 06:20:00 PM,14.900,0.0,,,,,
4570,12.31.22 06:30:00 PM,14.804,0.0,,,,,
4571,12.31.22 06:40:00 PM,14.804,0.0,,,,,
4572,12.31.22 06:50:00 PM,14.709,0.0,,,,,
4573,12.31.22 07:00:00 PM,14.613,0.0,,,,,
4574,12.31.22 07:10:00 PM,14.421,0.0,,,,,
4575,12.31.22 07:20:00 PM,14.421,0.0,,,,,
4576,12.31.22 07:30:00 PM,14.325,0.0,,,,,
4577,12.31.22 07:40:00 PM,14.134,0.0,,,,,
4578,12.31.22 07:50:00 PM,14.038,0.0,,,,,
4579,12.31.22 08:00:00 PM,13.942,0.0,,,,,
4580,12.31.22 08:10:00 PM,13.942,0.0,,,,,
4581,12.31.22 08:20:00 PM,13.846,0.0,,,,,
4582,12.31.22 08:30:00 PM,13.942,0.0,,,,,
4583,12.31.22 08:40:00 PM,13.846,0.0,,,,,
4584,12.31.22 08:50:00 PM,14.038,0.0,,,,,
4585,12.31.22 09:00:00 PM,13.846,0.0,,,,,
4586,12.31.22 09:10:00 PM,13.750,0.0,,,,,
4587,12.31.22 09:20:00 PM,13.750,0.0,,,,,
4588,12.31.22 09:30:00 PM,14.134,0.0,,,,,
4589,12.31.22 09:40:00 PM,14.421,0.0,,,,,
4590,12.31.22 09:50:00 PM,14.421,0.0,,,,,
4591,12.31.22 10:00:00 PM,14.517,0.0,,,,,
4592,12.31.22 10:10:00 PM,14.709,0.0,,,,,
4593,12.31.22 10:20:00 PM,15.569,0.0,,,,,
4594,12.31.22 10:30:00 PM,16.237,0.0,,,,,
4595,12.31.22 10:40:00 PM,16.332,0.0,,,,,
4596,12.31.22 10:50:00 PM,16.237,0.0,,,,,
4597,12.31.22 11:00:00 PM,16.046,0.0,,,,,
4598,12.31.22 11:10:00 PM,15.951,0.0,,,,,
4599,12.31.22 11:20:00 PM,15.951,0.0,,,,,
4600,12.31.22 11:30:00 PM,16.141,0.0,,,,,
4601,12.31.22 11:40:00 PM,16.046,0.0,,,,,
4602,12.31.22 11:50:00 PM,16.046,0.0,,,,,
4603,01.01.23 12:00:00 AM,16.141,0.0,,,,,
4604,01.01.23 12:10:00 AM,16.237,0.0,,,,,
4605,01.01.23 12:20:00 AM,16.332,0.0,,,,,
4606,01.01.23 12:30:00 AM,16.237,0.0,,,,,
4607,01.01.23 12:40:00 AM,16.237,0.0,,,,,
4608,01.01.23 12:50:00 AM,16.237,0.0,,,,,
4609,01.01.23 01:00:00 AM,16.046,0.0,,,,,
4610,01.01.23 01:10:00 AM,15.951,0.0,,,,,
4611,01.01.23 01:20:00 AM,15.760,0.0,,,,,
4612,01.01.23 01:30:00 AM,15.569,0.0,,,,,
4613,01.01.23 01:40:00 AM,15.378,0.0,,,,,
4614,01.01.23 01:50:00 AM,15.282,0.0,,,,,
4615,01.01.23 02:00:00 AM,15.282,0.0,,,,,
4616,01.01.23 02:10:00 AM,15.569,0.0,,,,,
4617,01.01.23 02:20:00 AM,15.378,0.0,,,,,
4618,01.01.23 02:30:00 AM,15.760,0.0,,,,,
4619,01.01.23 02:40:00 AM,15.760,0.0,,,,,
4620,01.01.23 02:50:00 AM,15.664,0.0,,,,,
4621,01.01.23 03:00:00 AM,15.569,0.0,,,,,
4622,01.01.23 03:10:00 AM,15.473,0.0,,,,,
4623,01.01.23 03:20:00 AM,15.473,0.0,,,,,
4624,01.01.23 03:30:00 AM,15.569,0.0,,,,,
4625,01.01.23 03:40:00 AM,15.473,0.0,,,,,
4626,01.01.23 03:50:00 AM,14.996,0.0,,,,,
4627,01.01.23 04:00:00 AM,14.709,0.0,,,,,
4628,01.01.23 04:10:00 AM,14.517,0.0,,,,,
4629,01.01.23 04:20:00 AM,14.421,0.0,,,,,
4630,01.01.23 04:30:00 AM,14.613,0.0,,,,,
4631,01.01.23 04:40:00 AM,14.804,0.0,,,,,
4632,01.01.23 04:50:00 AM,15.091,0.0,,,,,
4633,01.01.23 05:00:00 AM,15.282,0.0,,,,,
4634,01.01.23 05:10:00 AM,15.187,0.0,,,,,
4635,01.01.23 05:20:00 AM,15.569,0.0,,,,,
4636,01.01.23 05:30:00 AM,15.855,0.0,,,,,
4637,01.01.23 05:40:00 AM,15.569,0.0,,,,,
4638,01.01.23 05:50:00 AM,15.091,0.0,,,,,
4639,01.01.23 06:00:00 AM,14.709,0.0,,,,,
4640,01.01.23 06:10:00 AM,14.325,0.0,,,,,
4641,01.01.23 06:20:00 AM,14.038,0.0,,,,,
4642,01.01.23 06:30:00 AM,13.750,0.0,,,,,
4643,01.01.23 06:40:00 AM,13.750,0.0,,,,,
4644,01.01.23 06:50:00 AM,13.750,0.0,,,,,
4645,01.01.23 07:00:00 AM,13.750,0.0,,,,,
4646,01.01.23 07:10:00 AM,13.558,0.0,,,,,
4647,01.01.23 07:20:00 AM,13.365,0.0,,,,,
4648,01.01.23 07:30:00 AM,12.980,0.0,,,,,
4649,01.01.23 07:40:00 AM,12.497,0.0,,,,,
4650,01.01.23 07:50:00 AM,12.207,0.0,,,,,
4651,01.01.23 08:00:00 AM,12.110,0.0,,,,,
4652,01.01.23 08:10:00 AM,12.401,21.5,,,,,
4653,01.01.23 08:20:00 AM,12.110,53.8,,,,,
4654,01.01.23 08:30:00 AM,12.013,172.2,,,,,
4655,01.01.23 08:40:00 AM,12.013,258.3,,,,,
4656,01.01.23 08:50:00 AM,11.916,312.2,,,,,
4657,01.01.23 09:00:00 AM,11.819,742.7,,,,,
4658,01.01.23 09:10:00 AM,12.110,613.5,,,,,
4659,01.01.23 09:20:00 AM,12.304,613.5,,,,,
4660,01.01.23 09:30:00 AM,12.401,807.3,,,,,
4661,01.01.23 09:40:00 AM,12.497,936.5,,,,,
4662,01.01.23 09:50:00 AM,12.787,1237.9,,,,,
4663,01.01.23 10:00:00 AM,13.173,1377.8,,,,,
4664,01.01.23 10:10:00 AM,13.558,1550.0,,,,,
4665,01.01.23 10:20:00 AM,13.750,1894.5,,,,,
4666,01.01.23 10:30:00 AM,14.038,2238.9,,,,,
4667,01.01.23 10:40:00 AM,14.421,2583.4,,,,,
4668,01.01.23 10:50:00 AM,14.996,2927.8,,,,,
4669,01.01.23 11:00:00 AM,15.855,3788.9,,,,,
4670,01.01.23 11:10:00 AM,17.665,6544.5,,,,,
4671,01.01.23 11:20:00 AM,20.424,5166.7,,,,,
4672,01.01.23 11:30:00 AM,18.996,3788.9,,,,,
4673,01.01.23 11:40:00 AM,18.996,5166.7,,,,,
4674,01.01.23 11:50:00 AM,20.519,7233.4,,,,,
4675,01.01.23 12:00:00 PM,24.931,24800.2,,,,,
4676,01.01.23 12:10:00 PM,25.805,20666.8,,,,,
4677,01.01.23 12:20:00 PM,25.902,15844.5,,,,,
4678,01.01.23 12:30:00 PM,26.195,12400.1,,,,,
4679,01.01.23 12:40:00 PM,26.390,14466.8,,,,,
4680,01.01.23 12:50:00 PM,26.390,13777.9,,,,,
4681,01.01.23 01:00:00 PM,26.390,13777.9,,,,,
4682,01.01.23 01:10:00 PM,26.195,5166.7,,,,,
4683,01.01.23 01:20:00 PM,23.100,3100.0,,,,,
4684,01.01.23 01:30:00 PM,21.378,2669.5,,,,,
4685,01.01.23 01:40:00 PM,19.853,2238.9,,,,,
4686,01.01.23 01:50:00 PM,19.472,4822.3,,,,,
4687,01.01.23 02:00:00 PM,22.621,12400.1,,,,,
4688,01.01.23 02:10:00 PM,23.581,10333.4,,,,,
4689,01.01.23 02:20:00 PM,23.677,9300.1,,,,,
4690,01.01.23 02:30:00 PM,23.581,7577.8,,,,,
4691,01.01.23 02:40:00 PM,23.196,7577.8,,,,,
4692,01.01.23 02:50:00 PM,23.004,7233.4,,,,,
4693,01.01.23 03:00:00 PM,22.812,6544.5,,,,,
4694,01.01.23 03:10:00 PM,22.525,6200.0,,,,,
4695,01.01.23 03:20:00 PM,22.046,5511.1,,,,,
4696,01.01.23 03:30:00 PM,21.569,4822.3,,,,,
4697,01.01.23 03:40:00 PM,20.996,4305.6,,,,,
4698,01.01.23 03:50:00 PM,20.710,3788.9,,,,,
4699,01.01.23 04:00:00 PM,20.138,2927.8,,,,,
4700,01.01.23 04:10:00 PM,19.092,2238.9,,,,,
4701,01.01.23 04:20:00 PM,18.140,721.2,,,,,
4702,01.01.23 04:30:00 PM,17.094,441.3,,,,,
4703,01.01.23 04:40:00 PM,16.237,118.4,,,,,
4704,01.01.23 04:50:00 PM,15.664,64.6,,,,,
4705,01.01.23 05:00:00 PM,15.187,10.8,,,,,
4706,01.01.23 05:10:00 PM,14.709,0.0,,,,,
4707,01.01.23 05:20:00 PM,14.421,0.0,,,,,
4708,01.01.23 05:30:00 PM,14.038,0.0,,,,,
4709,01.01.23 05:40:00 PM,13.750,0.0,,,,,
4710,01.01.23 05:50:00 PM,13.558,0.0,,,,,
4711,01.01.23 06:00:00 PM,13.365,0.0,,,,,
4712,01.01.23 06:10:00 PM,13.173,0.0,,,,,
4713,01.01.23 06:20:00 PM,12.980,0.0,,,,,
4714,01.01.23 06:30:00 PM,12.980,0.0,,,,,
4715,01.01.23 06:40:00 PM,12.594,0.0,,,,,
4716,01.01.23 06:50:00 PM,12.594,0.0,,,,,
