"Plot-Titel: 10760810"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10760810, SEN S/N: 10760810)","Intensität, Lux (LGR S/N: 10760810, SEN S/N: 10760810)","Koppler verbunden (LGR S/N: 10760810)","Koppler abgetrennt (LGR S/N: 10760810)","Host verbunden (LGR S/N: 10760810)","Angehalten (LGR S/N: 10760810)","Dateiende (LGR S/N: 10760810)"
1320,12.09.22 04:50:00 AM,-0.887,0.0,,,,,
1321,12.09.22 05:00:00 AM,-0.887,0.0,,,,,
1322,12.09.22 05:10:00 AM,-1.001,0.0,,,,,
1323,12.09.22 05:20:00 AM,-0.887,0.0,,,,,
1324,12.09.22 05:30:00 AM,-0.887,0.0,,,,,
1325,12.09.22 05:40:00 AM,-0.774,0.0,,,,,
1326,12.09.22 05:50:00 AM,-1.001,0.0,,,,,
1327,12.09.22 06:00:00 AM,-1.001,0.0,,,,,
1328,12.09.22 06:10:00 AM,-1.001,0.0,,,,,
1329,12.09.22 06:20:00 AM,-1.001,0.0,,,,,
1330,12.09.22 06:30:00 AM,-0.887,0.0,,,,,
1331,12.09.22 06:40:00 AM,-0.774,0.0,,,,,
1332,12.09.22 06:50:00 AM,-0.662,0.0,,,,,
1333,12.09.22 07:00:00 AM,-0.774,0.0,,,,,
1334,12.09.22 07:10:00 AM,-0.774,0.0,,,,,
1335,12.09.22 07:20:00 AM,-0.774,0.0,,,,,
1336,12.09.22 07:30:00 AM,-0.662,0.0,,,,,
1337,12.09.22 07:40:00 AM,-0.662,0.0,,,,,
1338,12.09.22 07:50:00 AM,-0.662,0.0,,,,,
1339,12.09.22 08:00:00 AM,-0.549,0.0,,,,,
1340,12.09.22 08:10:00 AM,-0.549,10.8,,,,,
1341,12.09.22 08:20:00 AM,-0.437,21.5,,,,,
1342,12.09.22 08:30:00 AM,-0.437,32.3,,,,,
1343,12.09.22 08:40:00 AM,-0.213,53.8,,,,,
1344,12.09.22 08:50:00 AM,-0.325,107.6,,,,,
1345,12.09.22 09:00:00 AM,-0.437,204.5,,,,,
1346,12.09.22 09:10:00 AM,-0.213,279.9,,,,,
1347,12.09.22 09:20:00 AM,-0.102,387.5,,,,,
1348,12.09.22 09:30:00 AM,0.121,559.7,,,,,
1349,12.09.22 09:40:00 AM,0.232,613.5,,,,,
1350,12.09.22 09:50:00 AM,0.784,581.3,,,,,
1351,12.09.22 10:00:00 AM,0.784,387.5,,,,,
1352,12.09.22 10:10:00 AM,0.784,462.9,,,,,
1353,12.09.22 10:20:00 AM,0.784,247.6,,,,,
1354,12.09.22 10:30:00 AM,0.563,473.6,,,,,
1355,12.09.22 10:40:00 AM,0.674,699.7,,,,,
1356,12.09.22 10:50:00 AM,0.563,893.4,,,,,
1357,12.09.22 11:00:00 AM,0.784,1722.2,,,,,
1358,12.09.22 11:10:00 AM,1.003,1463.9,,,,,
1359,12.09.22 11:20:00 AM,1.112,1550.0,,,,,
1360,12.09.22 11:30:00 AM,1.221,1377.8,,,,,
1361,12.09.22 11:40:00 AM,1.112,904.2,,,,,
1362,12.09.22 11:50:00 AM,1.003,1313.2,,,,,
1363,12.09.22 12:00:00 PM,1.112,1205.6,,,,,
1364,12.09.22 12:10:00 PM,1.221,1065.6,,,,,
1365,12.09.22 12:20:00 PM,1.221,968.8,,,,,
1366,12.09.22 12:30:00 PM,1.221,1151.7,,,,,
1367,12.09.22 12:40:00 PM,1.330,882.6,,,,,
1368,12.09.22 12:50:00 PM,1.439,850.4,,,,,
1369,12.09.22 01:00:00 PM,1.656,559.7,,,,,
1370,12.09.22 01:10:00 PM,1.548,602.8,,,,,
1371,12.09.22 01:20:00 PM,1.872,592.0,,,,,
1372,12.09.22 01:30:00 PM,1.548,796.5,,,,,
1373,12.09.22 01:40:00 PM,1.439,850.4,,,,,
1374,12.09.22 01:50:00 PM,1.548,602.8,,,,,
1375,12.09.22 02:00:00 PM,1.439,505.9,,,,,
1376,12.09.22 02:10:00 PM,1.439,549.0,,,,,
1377,12.09.22 02:20:00 PM,1.548,861.1,,,,,
1378,12.09.22 02:30:00 PM,1.764,1076.4,,,,,
1379,12.09.22 02:40:00 PM,1.656,785.8,,,,,
1380,12.09.22 02:50:00 PM,1.764,990.3,,,,,
1381,12.09.22 03:00:00 PM,1.656,527.4,,,,,
1382,12.09.22 03:10:00 PM,1.548,484.4,,,,,
1383,12.09.22 03:20:00 PM,1.439,441.3,,,,,
1384,12.09.22 03:30:00 PM,1.330,301.4,,,,,
1385,12.09.22 03:40:00 PM,1.439,215.3,,,,,
1386,12.09.22 03:50:00 PM,1.439,247.6,,,,,
1387,12.09.22 04:00:00 PM,1.548,139.9,,,,,
1388,12.09.22 04:10:00 PM,1.439,107.6,,,,,
1389,12.09.22 04:20:00 PM,1.330,43.1,,,,,
1390,12.09.22 04:30:00 PM,1.330,21.5,,,,,
1391,12.09.22 04:40:00 PM,1.221,0.0,,,,,
1392,12.09.22 04:50:00 PM,1.003,0.0,,,,,
1393,12.09.22 05:00:00 PM,1.003,0.0,,,,,
1394,12.09.22 05:10:00 PM,1.112,0.0,,,,,
1395,12.09.22 05:20:00 PM,1.112,0.0,,,,,
1396,12.09.22 05:30:00 PM,1.112,0.0,,,,,
1397,12.09.22 05:40:00 PM,1.221,0.0,,,,,
1398,12.09.22 05:50:00 PM,1.221,0.0,,,,,
1399,12.09.22 06:00:00 PM,1.221,0.0,,,,,
1400,12.09.22 06:10:00 PM,1.221,0.0,,,,,
1401,12.09.22 06:20:00 PM,1.112,0.0,,,,,
1402,12.09.22 06:30:00 PM,1.112,0.0,,,,,
1403,12.09.22 06:40:00 PM,1.112,0.0,,,,,
1404,12.09.22 06:50:00 PM,1.112,0.0,,,,,
1405,12.09.22 07:00:00 PM,1.112,0.0,,,,,
1406,12.09.22 07:10:00 PM,1.221,0.0,,,,,
1407,12.09.22 07:20:00 PM,1.221,0.0,,,,,
1408,12.09.22 07:30:00 PM,1.221,0.0,,,,,
1409,12.09.22 07:40:00 PM,1.330,0.0,,,,,
1410,12.09.22 07:50:00 PM,1.330,0.0,,,,,
1411,12.09.22 08:00:00 PM,1.330,0.0,,,,,
1412,12.09.22 08:10:00 PM,1.330,0.0,,,,,
1413,12.09.22 08:20:00 PM,1.330,0.0,,,,,
1414,12.09.22 08:30:00 PM,1.439,0.0,,,,,
1415,12.09.22 08:40:00 PM,1.439,0.0,,,,,
1416,12.09.22 08:50:00 PM,1.548,0.0,,,,,
1417,12.09.22 09:00:00 PM,1.548,0.0,,,,,
1418,12.09.22 09:10:00 PM,1.656,0.0,,,,,
1419,12.09.22 09:20:00 PM,1.656,0.0,,,,,
1420,12.09.22 09:30:00 PM,1.764,0.0,,,,,
1421,12.09.22 09:40:00 PM,1.764,0.0,,,,,
1422,12.09.22 09:50:00 PM,1.764,0.0,,,,,
1423,12.09.22 10:00:00 PM,1.656,0.0,,,,,
1424,12.09.22 10:10:00 PM,1.764,0.0,,,,,
1425,12.09.22 10:20:00 PM,1.656,0.0,,,,,
1426,12.09.22 10:30:00 PM,1.656,0.0,,,,,
1427,12.09.22 10:40:00 PM,1.764,0.0,,,,,
1428,12.09.22 10:50:00 PM,1.656,0.0,,,,,
1429,12.09.22 11:00:00 PM,1.548,0.0,,,,,
1430,12.09.22 11:10:00 PM,1.548,0.0,,,,,
1431,12.09.22 11:20:00 PM,1.548,0.0,,,,,
1432,12.09.22 11:30:00 PM,1.548,0.0,,,,,
1433,12.09.22 11:40:00 PM,1.656,0.0,,,,,
1434,12.09.22 11:50:00 PM,1.548,0.0,,,,,
1435,12.10.22 12:00:00 AM,1.548,0.0,,,,,
1436,12.10.22 12:10:00 AM,1.656,0.0,,,,,
1437,12.10.22 12:20:00 AM,1.548,0.0,,,,,
1438,12.10.22 12:30:00 AM,1.548,0.0,,,,,
1439,12.10.22 12:40:00 AM,1.656,0.0,,,,,
1440,12.10.22 12:50:00 AM,1.656,0.0,,,,,
1441,12.10.22 01:00:00 AM,1.872,0.0,,,,,
1442,12.10.22 01:10:00 AM,1.872,0.0,,,,,
1443,12.10.22 01:20:00 AM,1.872,0.0,,,,,
1444,12.10.22 01:30:00 AM,1.764,0.0,,,,,
1445,12.10.22 01:40:00 AM,1.764,0.0,,,,,
1446,12.10.22 01:50:00 AM,1.764,0.0,,,,,
1447,12.10.22 02:00:00 AM,1.764,0.0,,,,,
1448,12.10.22 02:10:00 AM,1.656,0.0,,,,,
1449,12.10.22 02:20:00 AM,1.656,0.0,,,,,
1450,12.10.22 02:30:00 AM,1.764,0.0,,,,,
1451,12.10.22 02:40:00 AM,1.872,0.0,,,,,
1452,12.10.22 02:50:00 AM,1.980,0.0,,,,,
1453,12.10.22 03:00:00 AM,1.872,0.0,,,,,
1454,12.10.22 03:10:00 AM,1.872,0.0,,,,,
1455,12.10.22 03:20:00 AM,1.872,0.0,,,,,
1456,12.10.22 03:30:00 AM,1.872,0.0,,,,,
1457,12.10.22 03:40:00 AM,1.980,0.0,,,,,
1458,12.10.22 03:50:00 AM,1.872,0.0,,,,,
1459,12.10.22 04:00:00 AM,1.980,0.0,,,,,
1460,12.10.22 04:10:00 AM,1.980,0.0,,,,,
1461,12.10.22 04:20:00 AM,1.980,0.0,,,,,
1462,12.10.22 04:30:00 AM,1.980,0.0,,,,,
1463,12.10.22 04:40:00 AM,1.872,0.0,,,,,
1464,12.10.22 04:50:00 AM,1.872,0.0,,,,,
1465,12.10.22 05:00:00 AM,1.764,0.0,,,,,
1466,12.10.22 05:10:00 AM,1.872,0.0,,,,,
1467,12.10.22 05:20:00 AM,1.764,0.0,,,,,
1468,12.10.22 05:30:00 AM,1.764,0.0,,,,,
1469,12.10.22 05:40:00 AM,1.764,0.0,,,,,
1470,12.10.22 05:50:00 AM,1.764,0.0,,,,,
1471,12.10.22 06:00:00 AM,1.764,0.0,,,,,
1472,12.10.22 06:10:00 AM,1.764,0.0,,,,,
1473,12.10.22 06:20:00 AM,1.656,0.0,,,,,
1474,12.10.22 06:30:00 AM,1.656,0.0,,,,,
1475,12.10.22 06:40:00 AM,1.656,0.0,,,,,
1476,12.10.22 06:50:00 AM,1.548,0.0,,,,,
1477,12.10.22 07:00:00 AM,1.548,0.0,,,,,
1478,12.10.22 07:10:00 AM,1.330,0.0,,,,,
1479,12.10.22 07:20:00 AM,1.439,0.0,,,,,
1480,12.10.22 07:30:00 AM,1.439,0.0,,,,,
1481,12.10.22 07:40:00 AM,1.439,0.0,,,,,
1482,12.10.22 07:50:00 AM,1.439,0.0,,,,,
1483,12.10.22 08:00:00 AM,1.439,0.0,,,,,
1484,12.10.22 08:10:00 AM,1.439,0.0,,,,,
1485,12.10.22 08:20:00 AM,1.548,0.0,,,,,
1486,12.10.22 08:30:00 AM,1.548,10.8,,,,,
1487,12.10.22 08:40:00 AM,1.548,64.6,,,,,
1488,12.10.22 08:50:00 AM,1.656,43.1,,,,,
1489,12.10.22 09:00:00 AM,1.656,64.6,,,,,
1490,12.10.22 09:10:00 AM,1.656,172.2,,,,,
1491,12.10.22 09:20:00 AM,1.656,193.8,,,,,
1492,12.10.22 09:30:00 AM,2.195,183.0,,,,,
1493,12.10.22 09:40:00 AM,1.980,183.0,,,,,
1494,12.10.22 09:50:00 AM,1.764,430.6,,,,,
1495,12.10.22 10:00:00 AM,1.764,387.5,,,,,
1496,12.10.22 10:10:00 AM,1.764,290.6,,,,,
1497,12.10.22 10:20:00 AM,1.656,344.4,,,,,
1498,12.10.22 10:30:00 AM,1.548,247.6,,,,,
1499,12.10.22 10:40:00 AM,1.656,258.3,,,,,
1500,12.10.22 10:50:00 AM,1.656,258.3,,,,,
1501,12.10.22 11:00:00 AM,1.656,301.4,,,,,
1502,12.10.22 11:10:00 AM,1.656,301.4,,,,,
1503,12.10.22 11:20:00 AM,1.764,290.6,,,,,
1504,12.10.22 11:30:00 AM,1.656,247.6,,,,,
1505,12.10.22 11:40:00 AM,1.764,258.3,,,,,
1506,12.10.22 11:50:00 AM,1.656,215.3,,,,,
1507,12.10.22 12:00:00 PM,1.548,322.9,,,,,
1508,12.10.22 12:10:00 PM,1.548,570.5,,,,,
1509,12.10.22 12:20:00 PM,1.548,473.6,,,,,
1510,12.10.22 12:30:00 PM,1.656,419.8,,,,,
1511,12.10.22 12:40:00 PM,1.548,441.3,,,,,
1512,12.10.22 12:50:00 PM,1.656,484.4,,,,,
1513,12.10.22 01:00:00 PM,1.764,419.8,,,,,
1514,12.10.22 01:10:00 PM,1.764,484.4,,,,,
1515,12.10.22 01:20:00 PM,1.764,398.3,,,,,
1516,12.10.22 01:30:00 PM,1.656,376.7,,,,,
1517,12.10.22 01:40:00 PM,1.548,495.1,,,,,
1518,12.10.22 01:50:00 PM,1.656,602.8,,,,,
1519,12.10.22 02:00:00 PM,1.656,495.1,,,,,
1520,12.10.22 02:10:00 PM,1.656,581.3,,,,,
1521,12.10.22 02:20:00 PM,1.548,409.0,,,,,
1522,12.10.22 02:30:00 PM,1.548,312.2,,,,,
1523,12.10.22 02:40:00 PM,1.548,301.4,,,,,
1524,12.10.22 02:50:00 PM,1.548,215.3,,,,,
1525,12.10.22 03:00:00 PM,1.548,247.6,,,,,
1526,12.10.22 03:10:00 PM,1.439,279.9,,,,,
1527,12.10.22 03:20:00 PM,1.439,161.5,,,,,
1528,12.10.22 03:30:00 PM,1.330,204.5,,,,,
1529,12.10.22 03:40:00 PM,1.439,193.8,,,,,
1530,12.10.22 03:50:00 PM,1.330,129.2,,,,,
1531,12.10.22 04:00:00 PM,1.330,118.4,,,,,
1532,12.10.22 04:10:00 PM,1.330,53.8,,,,,
1533,12.10.22 04:20:00 PM,1.221,32.3,,,,,
1534,12.10.22 04:30:00 PM,1.221,10.8,,,,,
1535,12.10.22 04:40:00 PM,1.221,0.0,,,,,
1536,12.10.22 04:50:00 PM,1.330,0.0,,,,,
1537,12.10.22 05:00:00 PM,1.330,0.0,,,,,
1538,12.10.22 05:10:00 PM,1.330,0.0,,,,,
1539,12.10.22 05:20:00 PM,1.221,0.0,,,,,
1540,12.10.22 05:30:00 PM,1.330,0.0,,,,,
1541,12.10.22 05:40:00 PM,1.330,0.0,,,,,
1542,12.10.22 05:50:00 PM,1.330,0.0,,,,,
1543,12.10.22 06:00:00 PM,1.548,0.0,,,,,
1544,12.10.22 06:10:00 PM,1.439,0.0,,,,,
1545,12.10.22 06:20:00 PM,1.330,0.0,,,,,
1546,12.10.22 06:30:00 PM,1.330,0.0,,,,,
1547,12.10.22 06:40:00 PM,1.330,0.0,,,,,
1548,12.10.22 06:50:00 PM,1.330,0.0,,,,,
1549,12.10.22 07:00:00 PM,1.221,0.0,,,,,
1550,12.10.22 07:10:00 PM,1.330,0.0,,,,,
1551,12.10.22 07:20:00 PM,1.330,0.0,,,,,
1552,12.10.22 07:30:00 PM,1.330,0.0,,,,,
1553,12.10.22 07:40:00 PM,1.330,0.0,,,,,
1554,12.10.22 07:50:00 PM,1.330,0.0,,,,,
1555,12.10.22 08:00:00 PM,1.221,0.0,,,,,
1556,12.10.22 08:10:00 PM,1.330,0.0,,,,,
1557,12.10.22 08:20:00 PM,1.330,0.0,,,,,
1558,12.10.22 08:30:00 PM,1.330,0.0,,,,,
1559,12.10.22 08:40:00 PM,1.221,0.0,,,,,
1560,12.10.22 08:50:00 PM,1.112,0.0,,,,,
1561,12.10.22 09:00:00 PM,0.893,0.0,,,,,
1562,12.10.22 09:10:00 PM,0.674,0.0,,,,,
1563,12.10.22 09:20:00 PM,0.563,0.0,,,,,
1564,12.10.22 09:30:00 PM,0.453,0.0,,,,,
1565,12.10.22 09:40:00 PM,0.453,0.0,,,,,
1566,12.10.22 09:50:00 PM,0.563,0.0,,,,,
1567,12.10.22 10:00:00 PM,0.563,0.0,,,,,
1568,12.10.22 10:10:00 PM,0.674,0.0,,,,,
1569,12.10.22 10:20:00 PM,0.563,0.0,,,,,
1570,12.10.22 10:30:00 PM,0.453,0.0,,,,,
1571,12.10.22 10:40:00 PM,0.232,0.0,,,,,
1572,12.10.22 10:50:00 PM,0.121,0.0,,,,,
1573,12.10.22 11:00:00 PM,-0.102,0.0,,,,,
1574,12.10.22 11:10:00 PM,-0.213,0.0,,,,,
1575,12.10.22 11:20:00 PM,-0.325,0.0,,,,,
1576,12.10.22 11:30:00 PM,-0.437,0.0,,,,,
1577,12.10.22 11:40:00 PM,-0.437,0.0,,,,,
1578,12.10.22 11:50:00 PM,-0.549,0.0,,,,,
1579,12.11.22 12:00:00 AM,-0.437,0.0,,,,,
1580,12.11.22 12:10:00 AM,-0.437,0.0,,,,,
1581,12.11.22 12:20:00 AM,-0.549,0.0,,,,,
1582,12.11.22 12:30:00 AM,-0.662,0.0,,,,,
1583,12.11.22 12:40:00 AM,-0.774,0.0,,,,,
1584,12.11.22 12:50:00 AM,-0.774,0.0,,,,,
1585,12.11.22 01:00:00 AM,-0.774,0.0,,,,,
1586,12.11.22 01:10:00 AM,-1.001,0.0,,,,,
1587,12.11.22 01:20:00 AM,-1.001,0.0,,,,,
1588,12.11.22 01:30:00 AM,-0.887,0.0,,,,,
1589,12.11.22 01:40:00 AM,-0.774,0.0,,,,,
1590,12.11.22 01:50:00 AM,-0.774,0.0,,,,,
1591,12.11.22 02:00:00 AM,-0.774,0.0,,,,,
1592,12.11.22 02:10:00 AM,-0.774,0.0,,,,,
1593,12.11.22 02:20:00 AM,-0.662,0.0,,,,,
1594,12.11.22 02:30:00 AM,0.010,0.0,,,,,
1595,12.11.22 02:40:00 AM,-0.437,0.0,,,,,
1596,12.11.22 02:50:00 AM,-0.437,0.0,,,,,
1597,12.11.22 03:00:00 AM,-0.549,0.0,,,,,
1598,12.11.22 03:10:00 AM,-0.662,0.0,,,,,
1599,12.11.22 03:20:00 AM,-0.662,0.0,,,,,
1600,12.11.22 03:30:00 AM,-0.549,0.0,,,,,
1601,12.11.22 03:40:00 AM,-0.662,0.0,,,,,
1602,12.11.22 03:50:00 AM,-0.662,0.0,,,,,
1603,12.11.22 04:00:00 AM,-0.549,0.0,,,,,
1604,12.11.22 04:10:00 AM,-0.549,0.0,,,,,
1605,12.11.22 04:20:00 AM,-0.437,0.0,,,,,
1606,12.11.22 04:30:00 AM,-0.437,0.0,,,,,
1607,12.11.22 04:40:00 AM,-0.325,0.0,,,,,
1608,12.11.22 04:50:00 AM,-0.437,0.0,,,,,
1609,12.11.22 05:00:00 AM,-0.437,0.0,,,,,
1610,12.11.22 05:10:00 AM,-0.437,0.0,,,,,
1611,12.11.22 05:20:00 AM,-0.437,0.0,,,,,
1612,12.11.22 05:30:00 AM,-0.437,0.0,,,,,
1613,12.11.22 05:40:00 AM,-0.437,0.0,,,,,
1614,12.11.22 05:50:00 AM,-0.437,0.0,,,,,
1615,12.11.22 06:00:00 AM,-0.437,0.0,,,,,
1616,12.11.22 06:10:00 AM,-0.549,0.0,,,,,
1617,12.11.22 06:20:00 AM,-0.662,0.0,,,,,
1618,12.11.22 06:30:00 AM,-0.774,0.0,,,,,
1619,12.11.22 06:40:00 AM,-0.662,0.0,,,,,
1620,12.11.22 06:50:00 AM,-0.887,0.0,,,,,
1621,12.11.22 07:00:00 AM,-1.114,0.0,,,,,
1622,12.11.22 07:10:00 AM,-1.341,0.0,,,,,
1623,12.11.22 07:20:00 AM,-1.456,0.0,,,,,
1624,12.11.22 07:30:00 AM,-1.570,0.0,,,,,
1625,12.11.22 07:40:00 AM,-1.456,0.0,,,,,
1626,12.11.22 07:50:00 AM,-1.570,0.0,,,,,
1627,12.11.22 08:00:00 AM,-1.799,21.5,,,,,
1628,12.11.22 08:10:00 AM,-2.030,64.6,,,,,
1629,12.11.22 08:20:00 AM,-2.145,107.6,,,,,
1630,12.11.22 08:30:00 AM,-2.261,118.4,,,,,
1631,12.11.22 08:40:00 AM,-2.030,247.6,,,,,
1632,12.11.22 08:50:00 AM,-1.799,269.1,,,,,
1633,12.11.22 09:00:00 AM,-1.570,322.9,,,,,
1634,12.11.22 09:10:00 AM,-1.570,419.8,,,,,
1635,12.11.22 09:20:00 AM,-1.456,581.3,,,,,
1636,12.11.22 09:30:00 AM,-1.228,688.9,,,,,
1637,12.11.22 09:40:00 AM,-1.228,764.2,,,,,
1638,12.11.22 09:50:00 AM,-1.114,1173.3,,,,,
1639,12.11.22 10:00:00 AM,-1.001,1808.3,,,,,
1640,12.11.22 10:10:00 AM,-1.001,2152.8,,,,,
1641,12.11.22 10:20:00 AM,-0.662,1550.0,,,,,
1642,12.11.22 10:30:00 AM,-0.213,1550.0,,,,,
1643,12.11.22 10:40:00 AM,-0.662,1722.2,,,,,
1644,12.11.22 10:50:00 AM,-0.437,2669.5,,,,,
1645,12.11.22 11:00:00 AM,1.221,5166.7,,,,,
1646,12.11.22 11:10:00 AM,4.207,4477.8,,,,,
1647,12.11.22 11:20:00 AM,2.195,2927.8,,,,,
1648,12.11.22 11:30:00 AM,1.872,4822.3,,,,,
1649,12.11.22 11:40:00 AM,2.410,6544.5,,,,,
1650,12.11.22 11:50:00 AM,7.079,38578.0,,,,,
1651,12.11.22 12:00:00 PM,8.779,31689.1,,,,,
1652,12.11.22 12:10:00 PM,9.571,28933.5,,,,,
1653,12.11.22 12:20:00 PM,10.259,24800.2,,,,,
1654,12.11.22 12:30:00 PM,9.176,21355.7,,,,,
1655,12.11.22 12:40:00 PM,8.182,9300.1,,,,,
1656,12.11.22 12:50:00 PM,5.552,6544.5,,,,,
1657,12.11.22 01:00:00 PM,3.261,5511.1,,,,,
1658,12.11.22 01:10:00 PM,2.303,4994.5,,,,,
1659,12.11.22 01:20:00 PM,1.330,3272.2,,,,,
1660,12.11.22 01:30:00 PM,0.784,1894.5,,,,,
1661,12.11.22 01:40:00 PM,0.343,1722.2,,,,,
1662,12.11.22 01:50:00 PM,-0.102,1377.8,,,,,
1663,12.11.22 02:00:00 PM,-0.437,1463.9,,,,,
1664,12.11.22 02:10:00 PM,-0.437,1184.0,,,,,
1665,12.11.22 02:20:00 PM,-0.662,1108.7,,,,,
1666,12.11.22 02:30:00 PM,-0.774,1291.7,,,,,
1667,12.11.22 02:40:00 PM,-0.662,1248.6,,,,,
1668,12.11.22 02:50:00 PM,-0.774,1173.3,,,,,
1669,12.11.22 03:00:00 PM,-0.774,936.5,,,,,
1670,12.11.22 03:10:00 PM,-0.662,2583.4,,,,,
1671,12.11.22 03:20:00 PM,-0.549,1259.4,,,,,
1672,12.11.22 03:30:00 PM,-0.549,1141.0,,,,,
1673,12.11.22 03:40:00 PM,0.232,4994.5,,,,,
1674,12.11.22 03:50:00 PM,0.121,2927.8,,,,,
1675,12.11.22 04:00:00 PM,-0.102,2927.8,,,,,
1676,12.11.22 04:10:00 PM,-0.662,419.8,,,,,
1677,12.11.22 04:20:00 PM,-1.114,215.3,,,,,
1678,12.11.22 04:30:00 PM,-1.341,139.9,,,,,
1679,12.11.22 04:40:00 PM,-1.570,64.6,,,,,
1680,12.11.22 04:50:00 PM,-1.570,21.5,,,,,
1681,12.11.22 05:00:00 PM,-1.684,0.0,,,,,
1682,12.11.22 05:10:00 PM,-1.799,0.0,,,,,
1683,12.11.22 05:20:00 PM,-1.799,0.0,,,,,
1684,12.11.22 05:30:00 PM,-1.799,0.0,,,,,
1685,12.11.22 05:40:00 PM,-2.030,0.0,,,,,
1686,12.11.22 05:50:00 PM,-2.145,0.0,,,,,
1687,12.11.22 06:00:00 PM,-2.145,0.0,,,,,
1688,12.11.22 06:10:00 PM,-2.145,0.0,,,,,
1689,12.11.22 06:20:00 PM,-2.261,0.0,,,,,
1690,12.11.22 06:30:00 PM,-2.377,0.0,,,,,
1691,12.11.22 06:40:00 PM,-2.494,0.0,,,,,
1692,12.11.22 06:50:00 PM,-2.377,0.0,,,,,
1693,12.11.22 07:00:00 PM,-2.377,0.0,,,,,
1694,12.11.22 07:10:00 PM,-2.377,0.0,,,,,
1695,12.11.22 07:20:00 PM,-2.610,0.0,,,,,
1696,12.11.22 07:30:00 PM,-2.494,0.0,,,,,
1697,12.11.22 07:40:00 PM,-2.494,0.0,,,,,
1698,12.11.22 07:50:00 PM,-2.494,0.0,,,,,
1699,12.11.22 08:00:00 PM,-2.494,0.0,,,,,
1700,12.11.22 08:10:00 PM,-2.494,0.0,,,,,
1701,12.11.22 08:20:00 PM,-2.727,0.0,,,,,
1702,12.11.22 08:30:00 PM,-2.962,0.0,,,,,
1703,12.11.22 08:40:00 PM,-2.962,0.0,,,,,
1704,12.11.22 08:50:00 PM,-2.962,0.0,,,,,
1705,12.11.22 09:00:00 PM,-3.079,0.0,,,,,
1706,12.11.22 09:10:00 PM,-3.079,0.0,,,,,
1707,12.11.22 09:20:00 PM,-3.079,0.0,,,,,
1708,12.11.22 09:30:00 PM,-3.197,0.0,,,,,
1709,12.11.22 09:40:00 PM,-3.316,0.0,,,,,
1710,12.11.22 09:50:00 PM,-3.434,0.0,,,,,
1711,12.11.22 10:00:00 PM,-3.434,0.0,,,,,
1712,12.11.22 10:10:00 PM,-3.553,0.0,,,,,
1713,12.11.22 10:20:00 PM,-3.672,0.0,,,,,
1714,12.11.22 10:30:00 PM,-3.672,0.0,,,,,
1715,12.11.22 10:40:00 PM,-3.672,0.0,,,,,
1716,12.11.22 10:50:00 PM,-3.792,0.0,,,,,
1717,12.11.22 11:00:00 PM,-3.672,0.0,,,,,
1718,12.11.22 11:10:00 PM,-3.792,0.0,,,,,
1719,12.11.22 11:20:00 PM,-3.792,0.0,,,,,
1720,12.11.22 11:30:00 PM,-3.672,0.0,,,,,
1721,12.11.22 11:40:00 PM,-3.911,0.0,,,,,
1722,12.11.22 11:50:00 PM,-3.911,0.0,,,,,
1723,12.12.22 12:00:00 AM,-3.792,0.0,,,,,
1724,12.12.22 12:10:00 AM,-3.792,0.0,,,,,
1725,12.12.22 12:20:00 AM,-3.792,0.0,,,,,
1726,12.12.22 12:30:00 AM,-3.911,0.0,,,,,
1727,12.12.22 12:40:00 AM,-3.553,0.0,,,,,
1728,12.12.22 12:50:00 AM,-3.911,0.0,,,,,
1729,12.12.22 01:00:00 AM,-4.152,0.0,,,,,
1730,12.12.22 01:10:00 AM,-4.272,0.0,,,,,
1731,12.12.22 01:20:00 AM,-4.393,0.0,,,,,
1732,12.12.22 01:30:00 AM,-4.393,0.0,,,,,
1733,12.12.22 01:40:00 AM,-4.514,0.0,,,,,
1734,12.12.22 01:50:00 AM,-4.514,0.0,,,,,
1735,12.12.22 02:00:00 AM,-4.514,0.0,,,,,
1736,12.12.22 02:10:00 AM,-4.636,0.0,,,,,
1737,12.12.22 02:20:00 AM,-4.758,0.0,,,,,
1738,12.12.22 02:30:00 AM,-4.758,0.0,,,,,
1739,12.12.22 02:40:00 AM,-4.880,0.0,,,,,
1740,12.12.22 02:50:00 AM,-4.880,0.0,,,,,
1741,12.12.22 03:00:00 AM,-5.003,0.0,,,,,
1742,12.12.22 03:10:00 AM,-4.880,0.0,,,,,
1743,12.12.22 03:20:00 AM,-5.003,0.0,,,,,
1744,12.12.22 03:30:00 AM,-5.003,0.0,,,,,
1745,12.12.22 03:40:00 AM,-5.125,0.0,,,,,
1746,12.12.22 03:50:00 AM,-5.249,0.0,,,,,
1747,12.12.22 04:00:00 AM,-5.372,0.0,,,,,
1748,12.12.22 04:10:00 AM,-5.496,0.0,,,,,
1749,12.12.22 04:20:00 AM,-5.496,0.0,,,,,
1750,12.12.22 04:30:00 AM,-5.496,0.0,,,,,
1751,12.12.22 04:40:00 AM,-5.496,0.0,,,,,
1752,12.12.22 04:50:00 AM,-5.372,0.0,,,,,
1753,12.12.22 05:00:00 AM,-5.249,0.0,,,,,
1754,12.12.22 05:10:00 AM,-5.372,0.0,,,,,
1755,12.12.22 05:20:00 AM,-5.249,0.0,,,,,
1756,12.12.22 05:30:00 AM,-5.125,0.0,,,,,
