"Plot-Titel: 10347378"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10347378, SEN S/N: 10347378)","Intensität, Lux (LGR S/N: 10347378, SEN S/N: 10347378)","Koppler verbunden (LGR S/N: 10347378)","Host verbunden (LGR S/N: 10347378)","Angehalten (LGR S/N: 10347378)","Dateiende (LGR S/N: 10347378)"
130,11.30.22 10:30:00 PM,6.573,0.0,,,,
131,11.30.22 10:40:00 PM,6.573,0.0,,,,
132,11.30.22 10:50:00 PM,6.573,0.0,,,,
133,11.30.22 11:00:00 PM,6.471,0.0,,,,
134,11.30.22 11:10:00 PM,6.573,0.0,,,,
135,11.30.22 11:20:00 PM,6.471,0.0,,,,
136,11.30.22 11:30:00 PM,6.573,0.0,,,,
137,11.30.22 11:40:00 PM,6.370,0.0,,,,
138,11.30.22 11:50:00 PM,6.268,0.0,,,,
139,12.01.22 12:00:00 AM,6.268,0.0,,,,
140,12.01.22 12:10:00 AM,6.166,0.0,,,,
141,12.01.22 12:20:00 AM,6.064,0.0,,,,
142,12.01.22 12:30:00 AM,5.962,0.0,,,,
143,12.01.22 12:40:00 AM,6.064,0.0,,,,
144,12.01.22 12:50:00 AM,6.064,0.0,,,,
145,12.01.22 01:00:00 AM,6.064,0.0,,,,
146,12.01.22 01:10:00 AM,6.064,0.0,,,,
147,12.01.22 01:20:00 AM,6.064,0.0,,,,
148,12.01.22 01:30:00 AM,6.166,0.0,,,,
149,12.01.22 01:40:00 AM,6.064,0.0,,,,
150,12.01.22 01:50:00 AM,5.962,0.0,,,,
151,12.01.22 02:00:00 AM,5.962,0.0,,,,
152,12.01.22 02:10:00 AM,5.962,0.0,,,,
153,12.01.22 02:20:00 AM,5.962,0.0,,,,
154,12.01.22 02:30:00 AM,5.860,0.0,,,,
155,12.01.22 02:40:00 AM,5.757,0.0,,,,
156,12.01.22 02:50:00 AM,5.655,0.0,,,,
157,12.01.22 03:00:00 AM,5.450,0.0,,,,
158,12.01.22 03:10:00 AM,5.347,0.0,,,,
159,12.01.22 03:20:00 AM,5.244,0.0,,,,
160,12.01.22 03:30:00 AM,5.037,0.0,,,,
161,12.01.22 03:40:00 AM,4.831,0.0,,,,
162,12.01.22 03:50:00 AM,4.831,0.0,,,,
163,12.01.22 04:00:00 AM,4.623,0.0,,,,
164,12.01.22 04:10:00 AM,4.519,0.0,,,,
165,12.01.22 04:20:00 AM,4.623,0.0,,,,
166,12.01.22 04:30:00 AM,4.519,0.0,,,,
167,12.01.22 04:40:00 AM,4.519,0.0,,,,
168,12.01.22 04:50:00 AM,4.415,0.0,,,,
169,12.01.22 05:00:00 AM,4.311,0.0,,,,
170,12.01.22 05:10:00 AM,4.207,0.0,,,,
171,12.01.22 05:20:00 AM,4.102,0.0,,,,
172,12.01.22 05:30:00 AM,3.893,0.0,,,,
173,12.01.22 05:40:00 AM,3.788,0.0,,,,
174,12.01.22 05:50:00 AM,3.683,0.0,,,,
175,12.01.22 06:00:00 AM,3.788,0.0,,,,
176,12.01.22 06:10:00 AM,3.788,0.0,,,,
177,12.01.22 06:20:00 AM,3.893,0.0,,,,
178,12.01.22 06:30:00 AM,3.683,0.0,,,,
179,12.01.22 06:40:00 AM,3.893,0.0,,,,
180,12.01.22 06:50:00 AM,4.102,0.0,,,,
181,12.01.22 07:00:00 AM,3.998,0.0,,,,
182,12.01.22 07:10:00 AM,3.998,0.0,,,,
183,12.01.22 07:20:00 AM,3.893,0.0,,,,
184,12.01.22 07:30:00 AM,3.893,0.0,,,,
185,12.01.22 07:40:00 AM,3.683,0.0,,,,
186,12.01.22 07:50:00 AM,3.788,0.0,,,,
187,12.01.22 08:00:00 AM,3.683,0.0,,,,
188,12.01.22 08:10:00 AM,3.683,10.8,,,,
189,12.01.22 08:20:00 AM,3.893,21.5,,,,
190,12.01.22 08:30:00 AM,3.998,53.8,,,,
191,12.01.22 08:40:00 AM,4.102,75.3,,,,
192,12.01.22 08:50:00 AM,3.788,86.1,,,,
193,12.01.22 09:00:00 AM,3.683,118.4,,,,
194,12.01.22 09:10:00 AM,3.683,161.5,,,,
195,12.01.22 09:20:00 AM,4.102,226.0,,,,
196,12.01.22 09:30:00 AM,4.311,301.4,,,,
197,12.01.22 09:40:00 AM,4.519,387.5,,,,
198,12.01.22 09:50:00 AM,4.519,387.5,,,,
199,12.01.22 10:00:00 AM,4.623,376.7,,,,
200,12.01.22 10:10:00 AM,4.623,430.6,,,,
201,12.01.22 10:20:00 AM,4.727,484.4,,,,
202,12.01.22 10:30:00 AM,4.727,484.4,,,,
203,12.01.22 10:40:00 AM,4.727,484.4,,,,
204,12.01.22 10:50:00 AM,4.623,495.1,,,,
205,12.01.22 11:00:00 AM,4.623,570.5,,,,
206,12.01.22 11:10:00 AM,4.727,710.4,,,,
207,12.01.22 11:20:00 AM,4.831,850.4,,,,
208,12.01.22 11:30:00 AM,4.831,850.4,,,,
209,12.01.22 11:40:00 AM,4.831,958.0,,,,
210,12.01.22 11:50:00 AM,4.831,904.2,,,,
211,12.01.22 12:00:00 PM,4.831,828.8,,,,
212,12.01.22 12:10:00 PM,4.831,882.6,,,,
213,12.01.22 12:20:00 PM,4.623,807.3,,,,
214,12.01.22 12:30:00 PM,4.727,731.9,,,,
215,12.01.22 12:40:00 PM,4.623,818.1,,,,
216,12.01.22 12:50:00 PM,4.623,861.1,,,,
217,12.01.22 01:00:00 PM,4.623,871.9,,,,
218,12.01.22 01:10:00 PM,4.727,828.8,,,,
219,12.01.22 01:20:00 PM,4.831,742.7,,,,
220,12.01.22 01:30:00 PM,4.934,753.5,,,,
221,12.01.22 01:40:00 PM,4.831,753.5,,,,
222,12.01.22 01:50:00 PM,4.831,796.5,,,,
223,12.01.22 02:00:00 PM,4.727,742.7,,,,
224,12.01.22 02:10:00 PM,4.727,721.2,,,,
225,12.01.22 02:20:00 PM,4.727,818.1,,,,
226,12.01.22 02:30:00 PM,4.727,904.2,,,,
227,12.01.22 02:40:00 PM,4.623,635.1,,,,
228,12.01.22 02:50:00 PM,4.519,452.1,,,,
229,12.01.22 03:00:00 PM,4.519,376.7,,,,
230,12.01.22 03:10:00 PM,4.415,322.9,,,,
231,12.01.22 03:20:00 PM,4.311,279.9,,,,
232,12.01.22 03:30:00 PM,4.311,247.6,,,,
233,12.01.22 03:40:00 PM,4.207,183.0,,,,
234,12.01.22 03:50:00 PM,4.102,139.9,,,,
235,12.01.22 04:00:00 PM,3.998,86.1,,,,
236,12.01.22 04:10:00 PM,3.998,64.6,,,,
237,12.01.22 04:20:00 PM,3.893,32.3,,,,
238,12.01.22 04:30:00 PM,3.788,10.8,,,,
239,12.01.22 04:40:00 PM,3.683,0.0,,,,
240,12.01.22 04:50:00 PM,3.683,0.0,,,,
241,12.01.22 05:00:00 PM,3.683,0.0,,,,
242,12.01.22 05:10:00 PM,3.683,0.0,,,,
243,12.01.22 05:20:00 PM,3.578,0.0,,,,
244,12.01.22 05:30:00 PM,3.578,0.0,,,,
245,12.01.22 05:40:00 PM,3.578,0.0,,,,
246,12.01.22 05:50:00 PM,3.578,0.0,,,,
247,12.01.22 06:00:00 PM,3.578,0.0,,,,
248,12.01.22 06:10:00 PM,3.578,0.0,,,,
249,12.01.22 06:20:00 PM,3.578,0.0,,,,
250,12.01.22 06:30:00 PM,3.472,0.0,,,,
251,12.01.22 06:40:00 PM,3.367,0.0,,,,
252,12.01.22 06:50:00 PM,3.472,0.0,,,,
253,12.01.22 07:00:00 PM,3.472,0.0,,,,
254,12.01.22 07:10:00 PM,3.578,0.0,,,,
255,12.01.22 07:20:00 PM,3.578,0.0,,,,
256,12.01.22 07:30:00 PM,3.472,0.0,,,,
257,12.01.22 07:40:00 PM,3.472,0.0,,,,
258,12.01.22 07:50:00 PM,3.472,0.0,,,,
259,12.01.22 08:00:00 PM,3.367,0.0,,,,
260,12.01.22 08:10:00 PM,3.367,0.0,,,,
261,12.01.22 08:20:00 PM,3.472,0.0,,,,
262,12.01.22 08:30:00 PM,3.472,0.0,,,,
263,12.01.22 08:40:00 PM,3.261,0.0,,,,
264,12.01.22 08:50:00 PM,3.367,0.0,,,,
265,12.01.22 09:00:00 PM,3.578,0.0,,,,
266,12.01.22 09:10:00 PM,3.578,0.0,,,,
267,12.01.22 09:20:00 PM,3.472,0.0,,,,
268,12.01.22 09:30:00 PM,3.367,0.0,,,,
269,12.01.22 09:40:00 PM,3.578,0.0,,,,
270,12.01.22 09:50:00 PM,3.367,0.0,,,,
271,12.01.22 10:00:00 PM,3.155,0.0,,,,
272,12.01.22 10:10:00 PM,3.049,0.0,,,,
273,12.01.22 10:20:00 PM,3.049,0.0,,,,
274,12.01.22 10:30:00 PM,3.049,0.0,,,,
275,12.01.22 10:40:00 PM,3.155,0.0,,,,
276,12.01.22 10:50:00 PM,3.049,0.0,,,,
277,12.01.22 11:00:00 PM,3.049,0.0,,,,
278,12.01.22 11:10:00 PM,3.155,0.0,,,,
279,12.01.22 11:20:00 PM,3.367,0.0,,,,
280,12.01.22 11:30:00 PM,3.367,0.0,,,,
281,12.01.22 11:40:00 PM,3.367,0.0,,,,
282,12.01.22 11:50:00 PM,3.261,0.0,,,,
283,12.02.22 12:00:00 AM,3.155,0.0,,,,
284,12.02.22 12:10:00 AM,3.049,0.0,,,,
285,12.02.22 12:20:00 AM,3.049,0.0,,,,
286,12.02.22 12:30:00 AM,3.155,0.0,,,,
287,12.02.22 12:40:00 AM,3.261,0.0,,,,
288,12.02.22 12:50:00 AM,3.472,0.0,,,,
289,12.02.22 01:00:00 AM,3.578,0.0,,,,
290,12.02.22 01:10:00 AM,3.472,0.0,,,,
291,12.02.22 01:20:00 AM,3.367,0.0,,,,
292,12.02.22 01:30:00 AM,3.261,0.0,,,,
293,12.02.22 01:40:00 AM,3.261,0.0,,,,
294,12.02.22 01:50:00 AM,3.367,0.0,,,,
295,12.02.22 02:00:00 AM,3.367,0.0,,,,
296,12.02.22 02:10:00 AM,3.049,0.0,,,,
297,12.02.22 02:20:00 AM,3.261,0.0,,,,
298,12.02.22 02:30:00 AM,3.155,0.0,,,,
299,12.02.22 02:40:00 AM,3.261,0.0,,,,
300,12.02.22 02:50:00 AM,3.261,0.0,,,,
301,12.02.22 03:00:00 AM,3.367,0.0,,,,
302,12.02.22 03:10:00 AM,3.155,0.0,,,,
303,12.02.22 03:20:00 AM,3.367,0.0,,,,
304,12.02.22 03:30:00 AM,3.155,0.0,,,,
305,12.02.22 03:40:00 AM,3.261,0.0,,,,
306,12.02.22 03:50:00 AM,3.367,0.0,,,,
307,12.02.22 04:00:00 AM,3.155,0.0,,,,
308,12.02.22 04:10:00 AM,3.261,0.0,,,,
309,12.02.22 04:20:00 AM,3.049,0.0,,,,
310,12.02.22 04:30:00 AM,3.155,0.0,,,,
311,12.02.22 04:40:00 AM,3.367,0.0,,,,
312,12.02.22 04:50:00 AM,3.367,0.0,,,,
313,12.02.22 05:00:00 AM,3.367,0.0,,,,
314,12.02.22 05:10:00 AM,3.367,0.0,,,,
315,12.02.22 05:20:00 AM,3.367,0.0,,,,
316,12.02.22 05:30:00 AM,3.367,0.0,,,,
317,12.02.22 05:40:00 AM,3.367,0.0,,,,
318,12.02.22 05:50:00 AM,3.367,0.0,,,,
319,12.02.22 06:00:00 AM,3.367,0.0,,,,
320,12.02.22 06:10:00 AM,3.155,0.0,,,,
321,12.02.22 06:20:00 AM,3.261,0.0,,,,
322,12.02.22 06:30:00 AM,3.261,0.0,,,,
323,12.02.22 06:40:00 AM,3.261,0.0,,,,
324,12.02.22 06:50:00 AM,3.472,0.0,,,,
325,12.02.22 07:00:00 AM,3.367,0.0,,,,
326,12.02.22 07:10:00 AM,3.472,0.0,,,,
327,12.02.22 07:20:00 AM,3.472,0.0,,,,
328,12.02.22 07:30:00 AM,3.261,0.0,,,,
329,12.02.22 07:40:00 AM,3.261,0.0,,,,
330,12.02.22 07:50:00 AM,3.261,0.0,,,,
331,12.02.22 08:00:00 AM,3.261,0.0,,,,
332,12.02.22 08:10:00 AM,3.261,10.8,,,,
333,12.02.22 08:20:00 AM,3.261,43.1,,,,
334,12.02.22 08:30:00 AM,3.367,64.6,,,,
335,12.02.22 08:40:00 AM,3.472,107.6,,,,
336,12.02.22 08:50:00 AM,3.367,150.7,,,,
337,12.02.22 09:00:00 AM,3.472,172.2,,,,
338,12.02.22 09:10:00 AM,3.683,215.3,,,,
339,12.02.22 09:20:00 AM,3.578,269.1,,,,
340,12.02.22 09:30:00 AM,3.683,290.6,,,,
341,12.02.22 09:40:00 AM,3.578,312.2,,,,
342,12.02.22 09:50:00 AM,3.472,376.7,,,,
343,12.02.22 10:00:00 AM,3.472,462.9,,,,
344,12.02.22 10:10:00 AM,3.472,495.1,,,,
345,12.02.22 10:20:00 AM,3.472,592.0,,,,
346,12.02.22 10:30:00 AM,3.683,645.8,,,,
347,12.02.22 10:40:00 AM,3.683,613.5,,,,
348,12.02.22 10:50:00 AM,3.683,624.3,,,,
349,12.02.22 11:00:00 AM,3.788,764.2,,,,
350,12.02.22 11:10:00 AM,3.788,656.6,,,,
351,12.02.22 11:20:00 AM,3.788,796.5,,,,
352,12.02.22 11:30:00 AM,3.788,688.9,,,,
353,12.02.22 11:40:00 AM,3.893,688.9,,,,
354,12.02.22 11:50:00 AM,3.788,710.4,,,,
355,12.02.22 12:00:00 PM,3.998,731.9,,,,
356,12.02.22 12:10:00 PM,4.102,721.2,,,,
357,12.02.22 12:20:00 PM,3.893,602.8,,,,
358,12.02.22 12:30:00 PM,3.893,570.5,,,,
359,12.02.22 12:40:00 PM,3.788,775.0,,,,
360,12.02.22 12:50:00 PM,3.893,839.6,,,,
361,12.02.22 01:00:00 PM,3.998,925.7,,,,
362,12.02.22 01:10:00 PM,4.102,871.9,,,,
363,12.02.22 01:20:00 PM,4.102,990.3,,,,
364,12.02.22 01:30:00 PM,4.207,1033.3,,,,
365,12.02.22 01:40:00 PM,4.311,1151.7,,,,
366,12.02.22 01:50:00 PM,4.311,958.0,,,,
367,12.02.22 02:00:00 PM,4.311,807.3,,,,
368,12.02.22 02:10:00 PM,4.519,602.8,,,,
369,12.02.22 02:20:00 PM,4.519,527.4,,,,
370,12.02.22 02:30:00 PM,4.623,495.1,,,,
371,12.02.22 02:40:00 PM,4.623,635.1,,,,
372,12.02.22 02:50:00 PM,4.727,785.8,,,,
373,12.02.22 03:00:00 PM,4.727,613.5,,,,
374,12.02.22 03:10:00 PM,4.415,1001.0,,,,
375,12.02.22 03:20:00 PM,4.519,818.1,,,,
376,12.02.22 03:30:00 PM,4.519,818.1,,,,
377,12.02.22 03:40:00 PM,4.623,645.8,,,,
378,12.02.22 03:50:00 PM,4.519,645.8,,,,
379,12.02.22 04:00:00 PM,4.415,462.9,,,,
380,12.02.22 04:10:00 PM,4.415,355.2,,,,
381,12.02.22 04:20:00 PM,4.415,247.6,,,,
382,12.02.22 04:30:00 PM,4.311,107.6,,,,
383,12.02.22 04:40:00 PM,3.998,10.8,,,,
384,12.02.22 04:50:00 PM,3.893,0.0,,,,
385,12.02.22 05:00:00 PM,3.893,0.0,,,,
386,12.02.22 05:10:00 PM,3.893,0.0,,,,
387,12.02.22 05:20:00 PM,3.788,0.0,,,,
388,12.02.22 05:30:00 PM,3.788,0.0,,,,
389,12.02.22 05:40:00 PM,3.788,0.0,,,,
390,12.02.22 05:50:00 PM,3.788,0.0,,,,
391,12.02.22 06:00:00 PM,3.788,0.0,,,,
392,12.02.22 06:10:00 PM,3.788,0.0,,,,
393,12.02.22 06:20:00 PM,3.788,0.0,,,,
394,12.02.22 06:30:00 PM,3.788,0.0,,,,
395,12.02.22 06:40:00 PM,3.683,0.0,,,,
396,12.02.22 06:50:00 PM,3.683,0.0,,,,
397,12.02.22 07:00:00 PM,3.578,0.0,,,,
398,12.02.22 07:10:00 PM,3.683,0.0,,,,
399,12.02.22 07:20:00 PM,3.683,0.0,,,,
400,12.02.22 07:30:00 PM,3.788,0.0,,,,
401,12.02.22 07:40:00 PM,3.788,0.0,,,,
402,12.02.22 07:50:00 PM,3.788,0.0,,,,
403,12.02.22 08:00:00 PM,3.788,0.0,,,,
404,12.02.22 08:10:00 PM,3.893,0.0,,,,
405,12.02.22 08:20:00 PM,3.893,0.0,,,,
406,12.02.22 08:30:00 PM,3.998,0.0,,,,
407,12.02.22 08:40:00 PM,3.893,0.0,,,,
408,12.02.22 08:50:00 PM,4.102,0.0,,,,
409,12.02.22 09:00:00 PM,4.102,0.0,,,,
410,12.02.22 09:10:00 PM,4.102,0.0,,,,
411,12.02.22 09:20:00 PM,3.998,0.0,,,,
412,12.02.22 09:30:00 PM,3.893,0.0,,,,
413,12.02.22 09:40:00 PM,3.893,0.0,,,,
414,12.02.22 09:50:00 PM,3.683,0.0,,,,
415,12.02.22 10:00:00 PM,3.578,0.0,,,,
416,12.02.22 10:10:00 PM,3.578,0.0,,,,
417,12.02.22 10:20:00 PM,3.578,0.0,,,,
418,12.02.22 10:30:00 PM,3.578,0.0,,,,
419,12.02.22 10:40:00 PM,3.683,0.0,,,,
420,12.02.22 10:50:00 PM,3.788,0.0,,,,
421,12.02.22 11:00:00 PM,3.683,0.0,,,,
422,12.02.22 11:10:00 PM,3.578,0.0,,,,
423,12.02.22 11:20:00 PM,3.578,0.0,,,,
424,12.02.22 11:30:00 PM,3.683,0.0,,,,
425,12.02.22 11:40:00 PM,3.893,0.0,,,,
426,12.02.22 11:50:00 PM,3.893,0.0,,,,
427,12.03.22 12:00:00 AM,3.788,0.0,,,,
428,12.03.22 12:10:00 AM,3.683,0.0,,,,
429,12.03.22 12:20:00 AM,3.893,0.0,,,,
430,12.03.22 12:30:00 AM,3.788,0.0,,,,
431,12.03.22 12:40:00 AM,3.683,0.0,,,,
432,12.03.22 12:50:00 AM,3.683,0.0,,,,
433,12.03.22 01:00:00 AM,3.683,0.0,,,,
434,12.03.22 01:10:00 AM,3.683,0.0,,,,
435,12.03.22 01:20:00 AM,3.578,0.0,,,,
436,12.03.22 01:30:00 AM,3.367,0.0,,,,
437,12.03.22 01:40:00 AM,3.261,0.0,,,,
438,12.03.22 01:50:00 AM,3.155,0.0,,,,
439,12.03.22 02:00:00 AM,3.155,0.0,,,,
440,12.03.22 02:10:00 AM,2.943,0.0,,,,
441,12.03.22 02:20:00 AM,2.730,0.0,,,,
442,12.03.22 02:30:00 AM,2.837,0.0,,,,
443,12.03.22 02:40:00 AM,2.943,0.0,,,,
444,12.03.22 02:50:00 AM,2.837,0.0,,,,
445,12.03.22 03:00:00 AM,2.837,0.0,,,,
446,12.03.22 03:10:00 AM,2.624,0.0,,,,
447,12.03.22 03:20:00 AM,2.410,0.0,,,,
448,12.03.22 03:30:00 AM,2.730,0.0,,,,
449,12.03.22 03:40:00 AM,2.837,0.0,,,,
450,12.03.22 03:50:00 AM,2.837,0.0,,,,
451,12.03.22 04:00:00 AM,2.943,0.0,,,,
452,12.03.22 04:10:00 AM,2.624,0.0,,,,
453,12.03.22 04:20:00 AM,2.837,0.0,,,,
454,12.03.22 04:30:00 AM,2.303,0.0,,,,
455,12.03.22 04:40:00 AM,2.410,0.0,,,,
456,12.03.22 04:50:00 AM,2.195,0.0,,,,
457,12.03.22 05:00:00 AM,2.088,0.0,,,,
458,12.03.22 05:10:00 AM,2.088,0.0,,,,
459,12.03.22 05:20:00 AM,2.303,0.0,,,,
460,12.03.22 05:30:00 AM,2.195,0.0,,,,
461,12.03.22 05:40:00 AM,2.088,0.0,,,,
462,12.03.22 05:50:00 AM,1.980,0.0,,,,
463,12.03.22 06:00:00 AM,2.088,0.0,,,,
464,12.03.22 06:10:00 AM,2.195,0.0,,,,
465,12.03.22 06:20:00 AM,2.088,0.0,,,,
466,12.03.22 06:30:00 AM,1.872,0.0,,,,
467,12.03.22 06:40:00 AM,1.872,0.0,,,,
468,12.03.22 06:50:00 AM,1.872,0.0,,,,
