"Plot-Titel: 10347367"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10347367, SEN S/N: 10347367)","Intensität, Lux (LGR S/N: 10347367, SEN S/N: 10347367)","Dateiende (LGR S/N: 10347367)"
12409,12.01.22 11:28:00 AM,5.655,1011.8,
12410,12.01.22 11:28:10 AM,5.655,1011.8,
12411,12.01.22 11:28:20 AM,5.655,1011.8,
12412,12.01.22 11:28:30 AM,5.655,1011.8,
12413,12.01.22 11:28:40 AM,5.655,1022.6,
12414,12.01.22 11:28:50 AM,5.655,1011.8,
12415,12.01.22 11:29:00 AM,5.655,1022.6,
12416,12.01.22 11:29:10 AM,5.655,1022.6,
12417,12.01.22 11:29:20 AM,5.655,1022.6,
12418,12.01.22 11:29:30 AM,5.655,1022.6,
12419,12.01.22 11:29:40 AM,5.655,1022.6,
12420,12.01.22 11:29:50 AM,5.655,1022.6,
12421,12.01.22 11:30:00 AM,5.655,1022.6,
12422,12.01.22 11:30:10 AM,5.655,1022.6,
12423,12.01.22 11:30:20 AM,5.655,1022.6,
12424,12.01.22 11:30:30 AM,5.655,1022.6,
12425,12.01.22 11:30:40 AM,5.655,1022.6,
12426,12.01.22 11:30:50 AM,5.655,1022.6,
12427,12.01.22 11:31:00 AM,5.655,1011.8,
12428,12.01.22 11:31:10 AM,5.655,1011.8,
12429,12.01.22 11:31:20 AM,5.655,1011.8,
12430,12.01.22 11:31:30 AM,5.552,1011.8,
12431,12.01.22 11:31:40 AM,5.552,1011.8,
12432,12.01.22 11:31:50 AM,5.552,1001.0,
12433,12.01.22 11:32:00 AM,5.552,1001.0,
12434,12.01.22 11:32:10 AM,5.552,1001.0,
12435,12.01.22 11:32:20 AM,5.552,1001.0,
12436,12.01.22 11:32:30 AM,5.552,990.3,
12437,12.01.22 11:32:40 AM,5.552,990.3,
12438,12.01.22 11:32:50 AM,5.552,990.3,
12439,12.01.22 11:33:00 AM,5.552,990.3,
12440,12.01.22 11:33:10 AM,5.552,990.3,
12441,12.01.22 11:33:20 AM,5.552,979.5,
12442,12.01.22 11:33:30 AM,5.552,979.5,
12443,12.01.22 11:33:40 AM,5.552,968.8,
12444,12.01.22 11:33:50 AM,5.552,968.8,
12445,12.01.22 11:34:00 AM,5.552,968.8,
12446,12.01.22 11:34:10 AM,5.552,968.8,
12447,12.01.22 11:34:20 AM,5.552,968.8,
12448,12.01.22 11:34:30 AM,5.552,958.0,
12449,12.01.22 11:34:40 AM,5.552,968.8,
12450,12.01.22 11:34:50 AM,5.552,968.8,
12451,12.01.22 11:35:00 AM,5.552,968.8,
12452,12.01.22 11:35:10 AM,5.552,968.8,
12453,12.01.22 11:35:20 AM,5.552,968.8,
12454,12.01.22 11:35:30 AM,5.552,968.8,
12455,12.01.22 11:35:40 AM,5.552,968.8,
12456,12.01.22 11:35:50 AM,5.552,968.8,
12457,12.01.22 11:36:00 AM,5.552,968.8,
12458,12.01.22 11:36:10 AM,5.552,968.8,
12459,12.01.22 11:36:20 AM,5.552,968.8,
12460,12.01.22 11:36:30 AM,5.552,968.8,
12461,12.01.22 11:36:40 AM,5.552,979.5,
12462,12.01.22 11:36:50 AM,5.552,979.5,
12463,12.01.22 11:37:00 AM,5.552,979.5,
12464,12.01.22 11:37:10 AM,5.552,979.5,
12465,12.01.22 11:37:20 AM,5.552,979.5,
12466,12.01.22 11:37:30 AM,5.552,979.5,
12467,12.01.22 11:37:40 AM,5.552,979.5,
12468,12.01.22 11:37:50 AM,5.552,990.3,
12469,12.01.22 11:38:00 AM,5.552,990.3,
12470,12.01.22 11:38:10 AM,5.552,990.3,
12471,12.01.22 11:38:20 AM,5.552,990.3,
12472,12.01.22 11:38:30 AM,5.552,1001.0,
12473,12.01.22 11:38:40 AM,5.552,1001.0,
12474,12.01.22 11:38:50 AM,5.552,1001.0,
12475,12.01.22 11:39:00 AM,5.552,1001.0,
12476,12.01.22 11:39:10 AM,5.552,1011.8,
12477,12.01.22 11:39:20 AM,5.552,1011.8,
12478,12.01.22 11:39:30 AM,5.552,1011.8,
12479,12.01.22 11:39:40 AM,5.552,1011.8,
12480,12.01.22 11:39:50 AM,5.552,1011.8,
12481,12.01.22 11:40:00 AM,5.552,1011.8,
12482,12.01.22 11:40:10 AM,5.552,1011.8,
12483,12.01.22 11:40:20 AM,5.552,1011.8,
12484,12.01.22 11:40:30 AM,5.552,1011.8,
12485,12.01.22 11:40:40 AM,5.552,1011.8,
12486,12.01.22 11:40:50 AM,5.552,1022.6,
12487,12.01.22 11:41:00 AM,5.552,1022.6,
12488,12.01.22 11:41:10 AM,5.552,1022.6,
12489,12.01.22 11:41:20 AM,5.552,1022.6,
12490,12.01.22 11:41:30 AM,5.552,1033.3,
12491,12.01.22 11:41:40 AM,5.552,1033.3,
12492,12.01.22 11:41:50 AM,5.552,1033.3,
12493,12.01.22 11:42:00 AM,5.552,1033.3,
12494,12.01.22 11:42:10 AM,5.552,1044.1,
12495,12.01.22 11:42:20 AM,5.552,1044.1,
12496,12.01.22 11:42:30 AM,5.552,1044.1,
12497,12.01.22 11:42:40 AM,5.552,1044.1,
12498,12.01.22 11:42:50 AM,5.552,1054.9,
12499,12.01.22 11:43:00 AM,5.552,1054.9,
12500,12.01.22 11:43:10 AM,5.552,1054.9,
12501,12.01.22 11:43:20 AM,5.552,1054.9,
12502,12.01.22 11:43:30 AM,5.552,1054.9,
12503,12.01.22 11:43:40 AM,5.552,1054.9,
12504,12.01.22 11:43:50 AM,5.552,1054.9,
12505,12.01.22 11:44:00 AM,5.552,1054.9,
12506,12.01.22 11:44:10 AM,5.552,1054.9,
12507,12.01.22 11:44:20 AM,5.552,1054.9,
12508,12.01.22 11:44:30 AM,5.552,1054.9,
12509,12.01.22 11:44:40 AM,5.552,1054.9,
12510,12.01.22 11:44:50 AM,5.552,1065.6,
12511,12.01.22 11:45:00 AM,5.552,1065.6,
12512,12.01.22 11:45:10 AM,5.552,1065.6,
12513,12.01.22 11:45:20 AM,5.552,1065.6,
12514,12.01.22 11:45:30 AM,5.552,1065.6,
12515,12.01.22 11:45:40 AM,5.552,1076.4,
12516,12.01.22 11:45:50 AM,5.552,1076.4,
12517,12.01.22 11:46:00 AM,5.552,1076.4,
12518,12.01.22 11:46:10 AM,5.552,1087.2,
12519,12.01.22 11:46:20 AM,5.552,1087.2,
12520,12.01.22 11:46:30 AM,5.552,1087.2,
12521,12.01.22 11:46:40 AM,5.552,1087.2,
12522,12.01.22 11:46:50 AM,5.552,1087.2,
12523,12.01.22 11:47:00 AM,5.552,1097.9,
12524,12.01.22 11:47:10 AM,5.552,1097.9,
12525,12.01.22 11:47:20 AM,5.552,1097.9,
12526,12.01.22 11:47:30 AM,5.552,1097.9,
12527,12.01.22 11:47:40 AM,5.552,1097.9,
12528,12.01.22 11:47:50 AM,5.552,1097.9,
12529,12.01.22 11:48:00 AM,5.552,1097.9,
12530,12.01.22 11:48:10 AM,5.552,1097.9,
12531,12.01.22 11:48:20 AM,5.552,1097.9,
12532,12.01.22 11:48:30 AM,5.552,1097.9,
12533,12.01.22 11:48:40 AM,5.552,1097.9,
12534,12.01.22 11:48:50 AM,5.552,1097.9,
12535,12.01.22 11:49:00 AM,5.552,1097.9,
12536,12.01.22 11:49:10 AM,5.552,1108.7,
12537,12.01.22 11:49:20 AM,5.552,1108.7,
12538,12.01.22 11:49:30 AM,5.552,1108.7,
12539,12.01.22 11:49:40 AM,5.552,1108.7,
12540,12.01.22 11:49:50 AM,5.655,1108.7,
12541,12.01.22 11:50:00 AM,5.552,1108.7,
12542,12.01.22 11:50:10 AM,5.552,1108.7,
12543,12.01.22 11:50:20 AM,5.655,1108.7,
12544,12.01.22 11:50:30 AM,5.552,1097.9,
12545,12.01.22 11:50:40 AM,5.552,1097.9,
12546,12.01.22 11:50:50 AM,5.552,1097.9,
12547,12.01.22 11:51:00 AM,5.552,1097.9,
12548,12.01.22 11:51:10 AM,5.552,1097.9,
12549,12.01.22 11:51:20 AM,5.552,1097.9,
12550,12.01.22 11:51:30 AM,5.552,1097.9,
12551,12.01.22 11:51:40 AM,5.552,1097.9,
12552,12.01.22 11:51:50 AM,5.552,1097.9,
12553,12.01.22 11:52:00 AM,5.552,1097.9,
12554,12.01.22 11:52:10 AM,5.552,1097.9,
12555,12.01.22 11:52:20 AM,5.552,1097.9,
12556,12.01.22 11:52:30 AM,5.552,1097.9,
12557,12.01.22 11:52:40 AM,5.552,1097.9,
12558,12.01.22 11:52:50 AM,5.552,1097.9,
12559,12.01.22 11:53:00 AM,5.552,1097.9,
12560,12.01.22 11:53:10 AM,5.552,1097.9,
12561,12.01.22 11:53:20 AM,5.552,1097.9,
12562,12.01.22 11:53:30 AM,5.552,1097.9,
12563,12.01.22 11:53:40 AM,5.552,1097.9,
12564,12.01.22 11:53:50 AM,5.552,1097.9,
12565,12.01.22 11:54:00 AM,5.552,1087.2,
12566,12.01.22 11:54:10 AM,5.552,1087.2,
12567,12.01.22 11:54:20 AM,5.552,1087.2,
12568,12.01.22 11:54:30 AM,5.552,1087.2,
12569,12.01.22 11:54:40 AM,5.552,1076.4,
12570,12.01.22 11:54:50 AM,5.552,1076.4,
12571,12.01.22 11:55:00 AM,5.552,1076.4,
12572,12.01.22 11:55:10 AM,5.552,1076.4,
12573,12.01.22 11:55:20 AM,5.552,1065.6,
12574,12.01.22 11:55:30 AM,5.552,1065.6,
12575,12.01.22 11:55:40 AM,5.552,1065.6,
12576,12.01.22 11:55:50 AM,5.552,1065.6,
12577,12.01.22 11:56:00 AM,5.552,1065.6,
12578,12.01.22 11:56:10 AM,5.552,1065.6,
12579,12.01.22 11:56:20 AM,5.655,1054.9,
12580,12.01.22 11:56:30 AM,5.655,1054.9,
12581,12.01.22 11:56:40 AM,5.655,1054.9,
12582,12.01.22 11:56:50 AM,5.655,1065.6,
12583,12.01.22 11:57:00 AM,5.655,1065.6,
12584,12.01.22 11:57:10 AM,5.655,1065.6,
12585,12.01.22 11:57:20 AM,5.655,1065.6,
12586,12.01.22 11:57:30 AM,5.655,1065.6,
12587,12.01.22 11:57:40 AM,5.655,1065.6,
12588,12.01.22 11:57:50 AM,5.655,1076.4,
12589,12.01.22 11:58:00 AM,5.655,1076.4,
12590,12.01.22 11:58:10 AM,5.655,1076.4,
12591,12.01.22 11:58:20 AM,5.655,1076.4,
12592,12.01.22 11:58:30 AM,5.655,1076.4,
12593,12.01.22 11:58:40 AM,5.655,1076.4,
12594,12.01.22 11:58:50 AM,5.655,1076.4,
12595,12.01.22 11:59:00 AM,5.655,1087.2,
12596,12.01.22 11:59:10 AM,5.655,1087.2,
12597,12.01.22 11:59:20 AM,5.655,1087.2,
12598,12.01.22 11:59:30 AM,5.655,1087.2,
12599,12.01.22 11:59:40 AM,5.655,1087.2,
12600,12.01.22 11:59:50 AM,5.655,1087.2,
12601,12.01.22 12:00:00 PM,5.655,1097.9,
12602,12.01.22 12:00:10 PM,5.655,1097.9,
12603,12.01.22 12:00:20 PM,5.655,1097.9,
12604,12.01.22 12:00:30 PM,5.655,1097.9,
12605,12.01.22 12:00:40 PM,5.655,1097.9,
12606,12.01.22 12:00:50 PM,5.655,1108.7,
12607,12.01.22 12:01:00 PM,5.655,1108.7,
12608,12.01.22 12:01:10 PM,5.655,1108.7,
12609,12.01.22 12:01:20 PM,5.655,1108.7,
12610,12.01.22 12:01:30 PM,5.655,1108.7,
12611,12.01.22 12:01:40 PM,5.655,1108.7,
12612,12.01.22 12:01:50 PM,5.655,1108.7,
12613,12.01.22 12:02:00 PM,5.655,1108.7,
12614,12.01.22 12:02:10 PM,5.655,1108.7,
12615,12.01.22 12:02:20 PM,5.655,1108.7,
12616,12.01.22 12:02:30 PM,5.655,1108.7,
12617,12.01.22 12:02:40 PM,5.655,1108.7,
12618,12.01.22 12:02:50 PM,5.655,1108.7,
12619,12.01.22 12:03:00 PM,5.655,1108.7,
12620,12.01.22 12:03:10 PM,5.655,1108.7,
12621,12.01.22 12:03:20 PM,5.655,1108.7,
12622,12.01.22 12:03:30 PM,5.655,1108.7,
12623,12.01.22 12:03:40 PM,5.655,1108.7,
12624,12.01.22 12:03:50 PM,5.655,1108.7,
12625,12.01.22 12:04:00 PM,5.655,1108.7,
12626,12.01.22 12:04:10 PM,5.655,1108.7,
12627,12.01.22 12:04:20 PM,5.655,1119.5,
12628,12.01.22 12:04:30 PM,5.655,1119.5,
12629,12.01.22 12:04:40 PM,5.655,1119.5,
12630,12.01.22 12:04:50 PM,5.655,1119.5,
12631,12.01.22 12:05:00 PM,5.655,1119.5,
12632,12.01.22 12:05:10 PM,5.655,1130.2,
12633,12.01.22 12:05:20 PM,5.757,1130.2,
12634,12.01.22 12:05:30 PM,5.757,1130.2,
12635,12.01.22 12:05:40 PM,5.757,1130.2,
12636,12.01.22 12:05:50 PM,5.757,1130.2,
12637,12.01.22 12:06:00 PM,5.757,1130.2,
12638,12.01.22 12:06:10 PM,5.757,1130.2,
12639,12.01.22 12:06:20 PM,5.757,1130.2,
12640,12.01.22 12:06:30 PM,5.757,1130.2,
12641,12.01.22 12:06:40 PM,5.757,1130.2,
12642,12.01.22 12:06:50 PM,5.757,1119.5,
12643,12.01.22 12:07:00 PM,5.757,1119.5,
12644,12.01.22 12:07:10 PM,5.757,1119.5,
12645,12.01.22 12:07:20 PM,5.757,1130.2,
12646,12.01.22 12:07:30 PM,5.757,1130.2,
12647,12.01.22 12:07:40 PM,5.757,1130.2,
12648,12.01.22 12:07:50 PM,5.757,1130.2,
12649,12.01.22 12:08:00 PM,5.757,1130.2,
12650,12.01.22 12:08:10 PM,5.757,1130.2,
12651,12.01.22 12:08:20 PM,5.757,1130.2,
12652,12.01.22 12:08:30 PM,5.757,1130.2,
12653,12.01.22 12:08:40 PM,5.757,1141.0,
12654,12.01.22 12:08:50 PM,5.757,1141.0,
12655,12.01.22 12:09:00 PM,5.757,1141.0,
12656,12.01.22 12:09:10 PM,5.757,1141.0,
12657,12.01.22 12:09:20 PM,5.757,1141.0,
12658,12.01.22 12:09:30 PM,5.757,1151.7,
12659,12.01.22 12:09:40 PM,5.757,1151.7,
12660,12.01.22 12:09:50 PM,5.757,1162.5,
12661,12.01.22 12:10:00 PM,5.757,1162.5,
12662,12.01.22 12:10:10 PM,5.757,1162.5,
12663,12.01.22 12:10:20 PM,5.757,1173.3,
12664,12.01.22 12:10:30 PM,5.757,1173.3,
12665,12.01.22 12:10:40 PM,5.757,1173.3,
12666,12.01.22 12:10:50 PM,5.757,1173.3,
12667,12.01.22 12:11:00 PM,5.757,1173.3,
12668,12.01.22 12:11:10 PM,5.757,1173.3,
12669,12.01.22 12:11:20 PM,5.757,1173.3,
12670,12.01.22 12:11:30 PM,5.757,1173.3,
12671,12.01.22 12:11:40 PM,5.757,1173.3,
12672,12.01.22 12:11:50 PM,5.757,1173.3,
12673,12.01.22 12:12:00 PM,5.757,1162.5,
12674,12.01.22 12:12:10 PM,5.757,1162.5,
12675,12.01.22 12:12:20 PM,5.860,1162.5,
12676,12.01.22 12:12:30 PM,5.757,1162.5,
12677,12.01.22 12:12:40 PM,5.860,1162.5,
12678,12.01.22 12:12:50 PM,5.757,1162.5,
12679,12.01.22 12:13:00 PM,5.860,1162.5,
12680,12.01.22 12:13:10 PM,5.860,1162.5,
12681,12.01.22 12:13:20 PM,5.860,1162.5,
12682,12.01.22 12:13:30 PM,5.860,1162.5,
12683,12.01.22 12:13:40 PM,5.860,1162.5,
12684,12.01.22 12:13:50 PM,5.860,1162.5,
12685,12.01.22 12:14:00 PM,5.860,1162.5,
12686,12.01.22 12:14:10 PM,5.860,1162.5,
12687,12.01.22 12:14:20 PM,5.860,1162.5,
12688,12.01.22 12:14:30 PM,5.860,1162.5,
12689,12.01.22 12:14:40 PM,5.860,1162.5,
12690,12.01.22 12:14:50 PM,5.860,1162.5,
12691,12.01.22 12:15:00 PM,5.860,1162.5,
12692,12.01.22 12:15:10 PM,5.860,1162.5,
12693,12.01.22 12:15:20 PM,5.860,1162.5,
12694,12.01.22 12:15:30 PM,5.860,1162.5,
12695,12.01.22 12:15:40 PM,5.860,1162.5,
12696,12.01.22 12:15:50 PM,5.860,1162.5,
12697,12.01.22 12:16:00 PM,5.860,1162.5,
12698,12.01.22 12:16:10 PM,5.860,1162.5,
12699,12.01.22 12:16:20 PM,5.860,1151.7,
12700,12.01.22 12:16:30 PM,5.860,1151.7,
12701,12.01.22 12:16:40 PM,5.860,1151.7,
12702,12.01.22 12:16:50 PM,5.860,1151.7,
12703,12.01.22 12:17:00 PM,5.860,1151.7,
12704,12.01.22 12:17:10 PM,5.860,1151.7,
12705,12.01.22 12:17:20 PM,5.860,1151.7,
12706,12.01.22 12:17:30 PM,5.860,1151.7,
12707,12.01.22 12:17:40 PM,5.860,1141.0,
12708,12.01.22 12:17:50 PM,5.860,1141.0,
12709,12.01.22 12:18:00 PM,5.860,1141.0,
12710,12.01.22 12:18:10 PM,5.860,1141.0,
12711,12.01.22 12:18:20 PM,5.860,1141.0,
12712,12.01.22 12:18:30 PM,5.860,1130.2,
12713,12.01.22 12:18:40 PM,5.860,1130.2,
12714,12.01.22 12:18:50 PM,5.860,1130.2,
12715,12.01.22 12:19:00 PM,5.860,1119.5,
12716,12.01.22 12:19:10 PM,5.860,1119.5,
12717,12.01.22 12:19:20 PM,5.860,1119.5,
12718,12.01.22 12:19:30 PM,5.860,1108.7,
12719,12.01.22 12:19:40 PM,5.860,1108.7,
12720,12.01.22 12:19:50 PM,5.860,1097.9,
12721,12.01.22 12:20:00 PM,5.860,1097.9,
12722,12.01.22 12:20:10 PM,5.860,1097.9,
12723,12.01.22 12:20:20 PM,5.860,1097.9,
12724,12.01.22 12:20:30 PM,5.860,1097.9,
12725,12.01.22 12:20:40 PM,5.860,1087.2,
12726,12.01.22 12:20:50 PM,5.860,1087.2,
12727,12.01.22 12:21:00 PM,5.860,1087.2,
12728,12.01.22 12:21:10 PM,5.860,1087.2,
12729,12.01.22 12:21:20 PM,5.860,1087.2,
12730,12.01.22 12:21:30 PM,5.860,1087.2,
12731,12.01.22 12:21:40 PM,5.860,1076.4,
12732,12.01.22 12:21:50 PM,5.860,1076.4,
12733,12.01.22 12:22:00 PM,5.860,1076.4,
12734,12.01.22 12:22:10 PM,5.860,1076.4,
12735,12.01.22 12:22:20 PM,5.860,1065.6,
12736,12.01.22 12:22:30 PM,5.860,1065.6,
12737,12.01.22 12:22:40 PM,5.860,1065.6,
12738,12.01.22 12:22:50 PM,5.860,1065.6,
12739,12.01.22 12:23:00 PM,5.860,1065.6,
12740,12.01.22 12:23:10 PM,5.860,1065.6,
12741,12.01.22 12:23:20 PM,5.860,1054.9,
12742,12.01.22 12:23:30 PM,5.860,1054.9,
12743,12.01.22 12:23:40 PM,5.860,1054.9,
12744,12.01.22 12:23:50 PM,5.860,1054.9,
12745,12.01.22 12:24:00 PM,5.860,1054.9,
12746,12.01.22 12:24:10 PM,5.860,1054.9,
12747,12.01.22 12:24:20 PM,5.860,1054.9,
12748,12.01.22 12:24:30 PM,5.757,1054.9,
12749,12.01.22 12:24:40 PM,5.757,1054.9,
12750,12.01.22 12:24:50 PM,5.860,1054.9,
12751,12.01.22 12:25:00 PM,5.860,1054.9,
12752,12.01.22 12:25:10 PM,5.860,1054.9,
12753,12.01.22 12:25:20 PM,5.757,1054.9,
12754,12.01.22 12:25:30 PM,5.757,1054.9,
12755,12.01.22 12:25:40 PM,5.757,1054.9,
12756,12.01.22 12:25:50 PM,5.757,1054.9,
12757,12.01.22 12:26:00 PM,5.757,1054.9,
12758,12.01.22 12:26:10 PM,5.757,1054.9,
12759,12.01.22 12:26:20 PM,5.757,1054.9,
12760,12.01.22 12:26:30 PM,5.757,1054.9,
12761,12.01.22 12:26:40 PM,5.757,1054.9,
12762,12.01.22 12:26:50 PM,5.757,1054.9,
12763,12.01.22 12:27:00 PM,5.757,1054.9,
12764,12.01.22 12:27:10 PM,5.757,1054.9,
12765,12.01.22 12:27:20 PM,5.757,1054.9,
12766,12.01.22 12:27:30 PM,5.757,1054.9,
12767,12.01.22 12:27:40 PM,5.757,1054.9,
12768,12.01.22 12:27:50 PM,5.757,1054.9,
12769,12.01.22 12:28:00 PM,5.757,1065.6,
12770,12.01.22 12:28:10 PM,5.757,1065.6,
12771,12.01.22 12:28:20 PM,5.757,1065.6,
12772,12.01.22 12:28:30 PM,5.757,1065.6,
12773,12.01.22 12:28:40 PM,5.757,1065.6,
12774,12.01.22 12:28:50 PM,5.757,1076.4,
12775,12.01.22 12:29:00 PM,5.757,1076.4,
12776,12.01.22 12:29:10 PM,5.757,1076.4,
12777,12.01.22 12:29:20 PM,5.757,1087.2,
12778,12.01.22 12:29:30 PM,5.757,1087.2,
12779,12.01.22 12:29:40 PM,5.757,1087.2,
12780,12.01.22 12:29:50 PM,5.757,1097.9,
12781,12.01.22 12:30:00 PM,5.757,1097.9,
12782,12.01.22 12:30:10 PM,5.757,1108.7,
12783,12.01.22 12:30:20 PM,5.757,1119.5,
12784,12.01.22 12:30:30 PM,5.757,1119.5,
12785,12.01.22 12:30:40 PM,5.757,1119.5,
12786,12.01.22 12:30:50 PM,5.757,1130.2,
12787,12.01.22 12:31:00 PM,5.757,1141.0,
12788,12.01.22 12:31:10 PM,5.860,1141.0,
12789,12.01.22 12:31:20 PM,5.757,1151.7,
12790,12.01.22 12:31:30 PM,5.757,1162.5,
12791,12.01.22 12:31:40 PM,5.757,1162.5,
12792,12.01.22 12:31:50 PM,5.757,1173.3,
12793,12.01.22 12:32:00 PM,5.757,1184.0,
12794,12.01.22 12:32:10 PM,5.757,1184.0,
12795,12.01.22 12:32:20 PM,5.757,1194.8,
12796,12.01.22 12:32:30 PM,5.757,1194.8,
12797,12.01.22 12:32:40 PM,5.757,1205.6,
12798,12.01.22 12:32:50 PM,5.757,1205.6,
12799,12.01.22 12:33:00 PM,5.757,1205.6,
12800,12.01.22 12:33:10 PM,5.757,1216.3,
12801,12.01.22 12:33:20 PM,5.757,1216.3,
12802,12.01.22 12:33:30 PM,5.757,1216.3,
12803,12.01.22 12:33:40 PM,5.757,1227.1,
12804,12.01.22 12:33:50 PM,5.757,1227.1,
12805,12.01.22 12:34:00 PM,5.757,1227.1,
12806,12.01.22 12:34:10 PM,5.757,1227.1,
12807,12.01.22 12:34:20 PM,5.757,1237.9,
12808,12.01.22 12:34:30 PM,5.757,1237.9,
12809,12.01.22 12:34:40 PM,5.757,1237.9,
12810,12.01.22 12:34:50 PM,5.860,1248.6,
12811,12.01.22 12:35:00 PM,5.757,1248.6,
12812,12.01.22 12:35:10 PM,5.860,1248.6,
12813,12.01.22 12:35:20 PM,5.860,1259.4,
12814,12.01.22 12:35:30 PM,5.860,1259.4,
12815,12.01.22 12:35:40 PM,5.860,1270.1,
12816,12.01.22 12:35:50 PM,5.860,1270.1,
12817,12.01.22 12:36:00 PM,5.860,1270.1,
12818,12.01.22 12:36:10 PM,5.757,1270.1,
12819,12.01.22 12:36:20 PM,5.860,1270.1,
12820,12.01.22 12:36:30 PM,5.860,1270.1,
12821,12.01.22 12:36:40 PM,5.757,1280.9,
12822,12.01.22 12:36:50 PM,5.860,1280.9,
12823,12.01.22 12:37:00 PM,5.860,1280.9,
12824,12.01.22 12:37:10 PM,5.757,1280.9,
12825,12.01.22 12:37:20 PM,5.860,1280.9,
12826,12.01.22 12:37:30 PM,5.860,1280.9,
12827,12.01.22 12:37:40 PM,5.860,1280.9,
12828,12.01.22 12:37:50 PM,5.757,1280.9,
12829,12.01.22 12:38:00 PM,5.757,1280.9,
12830,12.01.22 12:38:10 PM,5.757,1291.7,
12831,12.01.22 12:38:20 PM,5.860,1291.7,
12832,12.01.22 12:38:30 PM,5.860,1291.7,
12833,12.01.22 12:38:40 PM,5.757,1291.7,
12834,12.01.22 12:38:50 PM,5.860,1291.7,
12835,12.01.22 12:39:00 PM,5.860,1302.4,
12836,12.01.22 12:39:10 PM,5.860,1302.4,
12837,12.01.22 12:39:20 PM,5.860,1302.4,
12838,12.01.22 12:39:30 PM,5.860,1313.2,
12839,12.01.22 12:39:40 PM,5.757,1313.2,
12840,12.01.22 12:39:50 PM,5.860,1313.2,
12841,12.01.22 12:40:00 PM,5.757,1324.0,
12842,12.01.22 12:40:10 PM,5.860,1334.7,
12843,12.01.22 12:40:20 PM,5.757,1334.7,
12844,12.01.22 12:40:30 PM,5.860,1345.5,
12845,12.01.22 12:40:40 PM,5.757,1345.5,
12846,12.01.22 12:40:50 PM,5.860,1356.3,
12847,12.01.22 12:41:00 PM,5.860,1377.8,
12848,12.01.22 12:41:10 PM,5.860,1377.8,
12849,12.01.22 12:41:20 PM,5.860,1377.8,
12850,12.01.22 12:41:30 PM,5.860,1377.8,
12851,12.01.22 12:41:40 PM,5.860,1377.8,
12852,12.01.22 12:41:50 PM,5.860,1377.8,
12853,12.01.22 12:42:00 PM,5.860,1377.8,
12854,12.01.22 12:42:10 PM,5.860,1377.8,
12855,12.01.22 12:42:20 PM,5.860,1377.8,
12856,12.01.22 12:42:30 PM,5.860,1377.8,
12857,12.01.22 12:42:40 PM,5.860,1377.8,
12858,12.01.22 12:42:50 PM,5.860,1377.8,
12859,12.01.22 12:43:00 PM,5.860,1377.8,
12860,12.01.22 12:43:10 PM,5.860,1377.8,
12861,12.01.22 12:43:20 PM,5.860,1463.9,
12862,12.01.22 12:43:30 PM,5.860,1463.9,
12863,12.01.22 12:43:40 PM,5.860,1463.9,
12864,12.01.22 12:43:50 PM,5.860,1463.9,
12865,12.01.22 12:44:00 PM,5.860,1463.9,
12866,12.01.22 12:44:10 PM,5.860,1463.9,
12867,12.01.22 12:44:20 PM,5.860,1463.9,
12868,12.01.22 12:44:30 PM,5.860,1463.9,
12869,12.01.22 12:44:40 PM,5.860,1463.9,
12870,12.01.22 12:44:50 PM,5.860,1463.9,
12871,12.01.22 12:45:00 PM,5.860,1550.0,
12872,12.01.22 12:45:10 PM,5.860,1550.0,
12873,12.01.22 12:45:20 PM,5.860,1550.0,
12874,12.01.22 12:45:30 PM,5.860,1550.0,
12875,12.01.22 12:45:40 PM,5.860,1550.0,
12876,12.01.22 12:45:50 PM,5.860,1550.0,
12877,12.01.22 12:46:00 PM,5.860,1550.0,
12878,12.01.22 12:46:10 PM,5.860,1550.0,
12879,12.01.22 12:46:20 PM,5.860,1550.0,
12880,12.01.22 12:46:30 PM,5.860,1550.0,
12881,12.01.22 12:46:40 PM,5.860,1550.0,
12882,12.01.22 12:46:50 PM,5.860,1550.0,
12883,12.01.22 12:47:00 PM,5.860,1550.0,
12884,12.01.22 12:47:10 PM,5.860,1550.0,
12885,12.01.22 12:47:20 PM,5.860,1550.0,
12886,12.01.22 12:47:30 PM,5.860,1550.0,
12887,12.01.22 12:47:40 PM,5.860,1550.0,
12888,12.01.22 12:47:50 PM,5.860,1550.0,
12889,12.01.22 12:48:00 PM,5.860,1550.0,
12890,12.01.22 12:48:10 PM,5.860,1550.0,
12891,12.01.22 12:48:20 PM,5.860,1550.0,
12892,12.01.22 12:48:30 PM,5.962,1550.0,
12893,12.01.22 12:48:40 PM,5.962,1550.0,
12894,12.01.22 12:48:50 PM,5.860,1550.0,
12895,12.01.22 12:49:00 PM,5.860,1550.0,
12896,12.01.22 12:49:10 PM,5.860,1550.0,
12897,12.01.22 12:49:20 PM,5.860,1550.0,
12898,12.01.22 12:49:30 PM,5.860,1550.0,
12899,12.01.22 12:49:40 PM,5.860,1550.0,
12900,12.01.22 12:49:50 PM,5.860,1550.0,
12901,12.01.22 12:50:00 PM,5.860,1550.0,
12902,12.01.22 12:50:10 PM,5.860,1636.1,
12903,12.01.22 12:50:20 PM,5.860,1636.1,
12904,12.01.22 12:50:30 PM,5.860,1636.1,
