"Plot-Titel: 10347367"
"Anz.","Datum Zeit, GMT+01:00","Temp., °C (LGR S/N: 10347367, SEN S/N: 10347367)","Intensität, Lux (LGR S/N: 10347367, SEN S/N: 10347367)","Dateiende (LGR S/N: 10347367)"
7288,11.30.22 09:14:30 PM,7.280,0.0,
7289,11.30.22 09:14:40 PM,7.280,0.0,
7290,11.30.22 09:14:50 PM,7.280,0.0,
7291,11.30.22 09:15:00 PM,7.280,0.0,
7292,11.30.22 09:15:10 PM,7.280,0.0,
7293,11.30.22 09:15:20 PM,7.280,0.0,
7294,11.30.22 09:15:30 PM,7.280,0.0,
7295,11.30.22 09:15:40 PM,7.280,0.0,
7296,11.30.22 09:15:50 PM,7.280,0.0,
7297,11.30.22 09:16:00 PM,7.280,0.0,
7298,11.30.22 09:16:10 PM,7.280,0.0,
7299,11.30.22 09:16:20 PM,7.280,0.0,
7300,11.30.22 09:16:30 PM,7.280,0.0,
7301,11.30.22 09:16:40 PM,7.280,0.0,
7302,11.30.22 09:16:50 PM,7.280,0.0,
7303,11.30.22 09:17:00 PM,7.280,0.0,
7304,11.30.22 09:17:10 PM,7.280,0.0,
7305,11.30.22 09:17:20 PM,7.280,0.0,
7306,11.30.22 09:17:30 PM,7.280,0.0,
7307,11.30.22 09:17:40 PM,7.280,0.0,
7308,11.30.22 09:17:50 PM,7.280,0.0,
7309,11.30.22 09:18:00 PM,7.280,0.0,
7310,11.30.22 09:18:10 PM,7.280,0.0,
7311,11.30.22 09:18:20 PM,7.280,0.0,
7312,11.30.22 09:18:30 PM,7.280,0.0,
7313,11.30.22 09:18:40 PM,7.280,0.0,
7314,11.30.22 09:18:50 PM,7.280,0.0,
7315,11.30.22 09:19:00 PM,7.280,0.0,
7316,11.30.22 09:19:10 PM,7.280,0.0,
7317,11.30.22 09:19:20 PM,7.280,0.0,
7318,11.30.22 09:19:30 PM,7.280,0.0,
7319,11.30.22 09:19:40 PM,7.280,0.0,
7320,11.30.22 09:19:50 PM,7.280,0.0,
7321,11.30.22 09:20:00 PM,7.280,0.0,
7322,11.30.22 09:20:10 PM,7.280,0.0,
7323,11.30.22 09:20:20 PM,7.280,0.0,
7324,11.30.22 09:20:30 PM,7.280,0.0,
7325,11.30.22 09:20:40 PM,7.280,0.0,
7326,11.30.22 09:20:50 PM,7.280,0.0,
7327,11.30.22 09:21:00 PM,7.280,0.0,
7328,11.30.22 09:21:10 PM,7.280,0.0,
7329,11.30.22 09:21:20 PM,7.280,0.0,
7330,11.30.22 09:21:30 PM,7.280,0.0,
7331,11.30.22 09:21:40 PM,7.280,0.0,
7332,11.30.22 09:21:50 PM,7.280,0.0,
7333,11.30.22 09:22:00 PM,7.280,0.0,
7334,11.30.22 09:22:10 PM,7.280,0.0,
7335,11.30.22 09:22:20 PM,7.280,0.0,
7336,11.30.22 09:22:30 PM,7.280,0.0,
7337,11.30.22 09:22:40 PM,7.280,0.0,
7338,11.30.22 09:22:50 PM,7.280,0.0,
7339,11.30.22 09:23:00 PM,7.280,0.0,
7340,11.30.22 09:23:10 PM,7.280,0.0,
7341,11.30.22 09:23:20 PM,7.280,0.0,
7342,11.30.22 09:23:30 PM,7.280,0.0,
7343,11.30.22 09:23:40 PM,7.280,0.0,
7344,11.30.22 09:23:50 PM,7.280,0.0,
7345,11.30.22 09:24:00 PM,7.179,0.0,
7346,11.30.22 09:24:10 PM,7.179,0.0,
7347,11.30.22 09:24:20 PM,7.179,0.0,
7348,11.30.22 09:24:30 PM,7.179,0.0,
7349,11.30.22 09:24:40 PM,7.179,0.0,
7350,11.30.22 09:24:50 PM,7.179,0.0,
7351,11.30.22 09:25:00 PM,7.179,0.0,
7352,11.30.22 09:25:10 PM,7.179,0.0,
7353,11.30.22 09:25:20 PM,7.179,0.0,
7354,11.30.22 09:25:30 PM,7.179,0.0,
7355,11.30.22 09:25:40 PM,7.179,0.0,
7356,11.30.22 09:25:50 PM,7.280,0.0,
7357,11.30.22 09:26:00 PM,7.179,0.0,
7358,11.30.22 09:26:10 PM,7.280,0.0,
7359,11.30.22 09:26:20 PM,7.179,0.0,
7360,11.30.22 09:26:30 PM,7.280,0.0,
7361,11.30.22 09:26:40 PM,7.179,0.0,
7362,11.30.22 09:26:50 PM,7.280,0.0,
7363,11.30.22 09:27:00 PM,7.280,0.0,
7364,11.30.22 09:27:10 PM,7.280,0.0,
7365,11.30.22 09:27:20 PM,7.280,0.0,
7366,11.30.22 09:27:30 PM,7.280,0.0,
7367,11.30.22 09:27:40 PM,7.280,0.0,
7368,11.30.22 09:27:50 PM,7.280,0.0,
7369,11.30.22 09:28:00 PM,7.280,0.0,
7370,11.30.22 09:28:10 PM,7.280,0.0,
7371,11.30.22 09:28:20 PM,7.280,0.0,
7372,11.30.22 09:28:30 PM,7.280,0.0,
7373,11.30.22 09:28:40 PM,7.280,0.0,
7374,11.30.22 09:28:50 PM,7.280,0.0,
7375,11.30.22 09:29:00 PM,7.280,0.0,
7376,11.30.22 09:29:10 PM,7.280,0.0,
7377,11.30.22 09:29:20 PM,7.179,0.0,
7378,11.30.22 09:29:30 PM,7.280,0.0,
7379,11.30.22 09:29:40 PM,7.280,0.0,
7380,11.30.22 09:29:50 PM,7.280,0.0,
7381,11.30.22 09:30:00 PM,7.280,0.0,
7382,11.30.22 09:30:10 PM,7.280,0.0,
7383,11.30.22 09:30:20 PM,7.280,0.0,
7384,11.30.22 09:30:30 PM,7.280,0.0,
7385,11.30.22 09:30:40 PM,7.280,0.0,
7386,11.30.22 09:30:50 PM,7.280,0.0,
7387,11.30.22 09:31:00 PM,7.280,0.0,
7388,11.30.22 09:31:10 PM,7.179,0.0,
7389,11.30.22 09:31:20 PM,7.280,0.0,
7390,11.30.22 09:31:30 PM,7.280,0.0,
7391,11.30.22 09:31:40 PM,7.280,0.0,
7392,11.30.22 09:31:50 PM,7.280,0.0,
7393,11.30.22 09:32:00 PM,7.280,0.0,
7394,11.30.22 09:32:10 PM,7.280,0.0,
7395,11.30.22 09:32:20 PM,7.280,0.0,
7396,11.30.22 09:32:30 PM,7.280,0.0,
7397,11.30.22 09:32:40 PM,7.280,0.0,
7398,11.30.22 09:32:50 PM,7.280,0.0,
7399,11.30.22 09:33:00 PM,7.280,0.0,
7400,11.30.22 09:33:10 PM,7.280,0.0,
7401,11.30.22 09:33:20 PM,7.280,0.0,
7402,11.30.22 09:33:30 PM,7.280,0.0,
7403,11.30.22 09:33:40 PM,7.280,0.0,
7404,11.30.22 09:33:50 PM,7.280,0.0,
7405,11.30.22 09:34:00 PM,7.280,0.0,
7406,11.30.22 09:34:10 PM,7.280,0.0,
7407,11.30.22 09:34:20 PM,7.280,0.0,
7408,11.30.22 09:34:30 PM,7.280,0.0,
7409,11.30.22 09:34:40 PM,7.280,0.0,
7410,11.30.22 09:34:50 PM,7.280,0.0,
7411,11.30.22 09:35:00 PM,7.280,0.0,
7412,11.30.22 09:35:10 PM,7.280,0.0,
7413,11.30.22 09:35:20 PM,7.280,0.0,
7414,11.30.22 09:35:30 PM,7.280,0.0,
7415,11.30.22 09:35:40 PM,7.280,0.0,
7416,11.30.22 09:35:50 PM,7.280,0.0,
7417,11.30.22 09:36:00 PM,7.280,0.0,
7418,11.30.22 09:36:10 PM,7.280,0.0,
7419,11.30.22 09:36:20 PM,7.280,0.0,
7420,11.30.22 09:36:30 PM,7.280,0.0,
7421,11.30.22 09:36:40 PM,7.280,0.0,
7422,11.30.22 09:36:50 PM,7.280,0.0,
7423,11.30.22 09:37:00 PM,7.280,0.0,
7424,11.30.22 09:37:10 PM,7.280,0.0,
7425,11.30.22 09:37:20 PM,7.280,0.0,
7426,11.30.22 09:37:30 PM,7.280,0.0,
7427,11.30.22 09:37:40 PM,7.280,0.0,
7428,11.30.22 09:37:50 PM,7.280,0.0,
7429,11.30.22 09:38:00 PM,7.280,0.0,
7430,11.30.22 09:38:10 PM,7.280,0.0,
7431,11.30.22 09:38:20 PM,7.280,0.0,
7432,11.30.22 09:38:30 PM,7.280,0.0,
7433,11.30.22 09:38:40 PM,7.280,0.0,
7434,11.30.22 09:38:50 PM,7.280,0.0,
7435,11.30.22 09:39:00 PM,7.280,0.0,
7436,11.30.22 09:39:10 PM,7.280,0.0,
7437,11.30.22 09:39:20 PM,7.280,0.0,
7438,11.30.22 09:39:30 PM,7.280,0.0,
7439,11.30.22 09:39:40 PM,7.280,0.0,
7440,11.30.22 09:39:50 PM,7.280,0.0,
7441,11.30.22 09:40:00 PM,7.280,0.0,
7442,11.30.22 09:40:10 PM,7.280,0.0,
7443,11.30.22 09:40:20 PM,7.381,0.0,
7444,11.30.22 09:40:30 PM,7.381,0.0,
7445,11.30.22 09:40:40 PM,7.381,0.0,
7446,11.30.22 09:40:50 PM,7.381,0.0,
7447,11.30.22 09:41:00 PM,7.381,0.0,
7448,11.30.22 09:41:10 PM,7.381,0.0,
7449,11.30.22 09:41:20 PM,7.381,0.0,
7450,11.30.22 09:41:30 PM,7.381,0.0,
7451,11.30.22 09:41:40 PM,7.381,0.0,
7452,11.30.22 09:41:50 PM,7.381,0.0,
7453,11.30.22 09:42:00 PM,7.381,0.0,
7454,11.30.22 09:42:10 PM,7.381,0.0,
7455,11.30.22 09:42:20 PM,7.381,0.0,
7456,11.30.22 09:42:30 PM,7.381,0.0,
7457,11.30.22 09:42:40 PM,7.381,0.0,
7458,11.30.22 09:42:50 PM,7.381,0.0,
7459,11.30.22 09:43:00 PM,7.381,0.0,
7460,11.30.22 09:43:10 PM,7.381,0.0,
7461,11.30.22 09:43:20 PM,7.381,0.0,
7462,11.30.22 09:43:30 PM,7.381,0.0,
7463,11.30.22 09:43:40 PM,7.381,0.0,
7464,11.30.22 09:43:50 PM,7.381,0.0,
7465,11.30.22 09:44:00 PM,7.381,0.0,
7466,11.30.22 09:44:10 PM,7.381,0.0,
7467,11.30.22 09:44:20 PM,7.381,0.0,
7468,11.30.22 09:44:30 PM,7.381,0.0,
7469,11.30.22 09:44:40 PM,7.381,0.0,
7470,11.30.22 09:44:50 PM,7.381,0.0,
7471,11.30.22 09:45:00 PM,7.381,0.0,
7472,11.30.22 09:45:10 PM,7.381,0.0,
7473,11.30.22 09:45:20 PM,7.381,0.0,
7474,11.30.22 09:45:30 PM,7.381,0.0,
7475,11.30.22 09:45:40 PM,7.381,0.0,
7476,11.30.22 09:45:50 PM,7.381,0.0,
7477,11.30.22 09:46:00 PM,7.381,0.0,
7478,11.30.22 09:46:10 PM,7.381,0.0,
7479,11.30.22 09:46:20 PM,7.381,0.0,
7480,11.30.22 09:46:30 PM,7.381,0.0,
7481,11.30.22 09:46:40 PM,7.381,0.0,
7482,11.30.22 09:46:50 PM,7.381,0.0,
7483,11.30.22 09:47:00 PM,7.381,0.0,
7484,11.30.22 09:47:10 PM,7.381,0.0,
7485,11.30.22 09:47:20 PM,7.381,0.0,
7486,11.30.22 09:47:30 PM,7.381,0.0,
7487,11.30.22 09:47:40 PM,7.381,0.0,
7488,11.30.22 09:47:50 PM,7.381,0.0,
7489,11.30.22 09:48:00 PM,7.381,0.0,
7490,11.30.22 09:48:10 PM,7.381,0.0,
7491,11.30.22 09:48:20 PM,7.381,0.0,
7492,11.30.22 09:48:30 PM,7.381,0.0,
7493,11.30.22 09:48:40 PM,7.381,0.0,
7494,11.30.22 09:48:50 PM,7.381,0.0,
7495,11.30.22 09:49:00 PM,7.381,0.0,
7496,11.30.22 09:49:10 PM,7.381,0.0,
7497,11.30.22 09:49:20 PM,7.381,0.0,
7498,11.30.22 09:49:30 PM,7.381,0.0,
7499,11.30.22 09:49:40 PM,7.381,0.0,
7500,11.30.22 09:49:50 PM,7.381,0.0,
7501,11.30.22 09:50:00 PM,7.381,0.0,
7502,11.30.22 09:50:10 PM,7.381,0.0,
7503,11.30.22 09:50:20 PM,7.381,0.0,
7504,11.30.22 09:50:30 PM,7.381,0.0,
7505,11.30.22 09:50:40 PM,7.381,0.0,
7506,11.30.22 09:50:50 PM,7.381,0.0,
7507,11.30.22 09:51:00 PM,7.381,0.0,
7508,11.30.22 09:51:10 PM,7.381,0.0,
7509,11.30.22 09:51:20 PM,7.381,0.0,
7510,11.30.22 09:51:30 PM,7.381,0.0,
7511,11.30.22 09:51:40 PM,7.381,0.0,
7512,11.30.22 09:51:50 PM,7.381,0.0,
7513,11.30.22 09:52:00 PM,7.381,0.0,
7514,11.30.22 09:52:10 PM,7.381,0.0,
7515,11.30.22 09:52:20 PM,7.381,0.0,
7516,11.30.22 09:52:30 PM,7.381,0.0,
7517,11.30.22 09:52:40 PM,7.381,0.0,
7518,11.30.22 09:52:50 PM,7.381,0.0,
7519,11.30.22 09:53:00 PM,7.381,0.0,
7520,11.30.22 09:53:10 PM,7.381,0.0,
7521,11.30.22 09:53:20 PM,7.381,0.0,
7522,11.30.22 09:53:30 PM,7.381,0.0,
7523,11.30.22 09:53:40 PM,7.381,0.0,
7524,11.30.22 09:53:50 PM,7.381,0.0,
7525,11.30.22 09:54:00 PM,7.381,0.0,
7526,11.30.22 09:54:10 PM,7.381,0.0,
7527,11.30.22 09:54:20 PM,7.381,0.0,
7528,11.30.22 09:54:30 PM,7.381,0.0,
7529,11.30.22 09:54:40 PM,7.381,0.0,
7530,11.30.22 09:54:50 PM,7.381,0.0,
7531,11.30.22 09:55:00 PM,7.381,0.0,
7532,11.30.22 09:55:10 PM,7.381,0.0,
7533,11.30.22 09:55:20 PM,7.381,0.0,
7534,11.30.22 09:55:30 PM,7.381,0.0,
7535,11.30.22 09:55:40 PM,7.381,0.0,
7536,11.30.22 09:55:50 PM,7.381,0.0,
7537,11.30.22 09:56:00 PM,7.381,0.0,
7538,11.30.22 09:56:10 PM,7.381,0.0,
7539,11.30.22 09:56:20 PM,7.381,0.0,
7540,11.30.22 09:56:30 PM,7.381,0.0,
7541,11.30.22 09:56:40 PM,7.381,0.0,
7542,11.30.22 09:56:50 PM,7.381,0.0,
7543,11.30.22 09:57:00 PM,7.381,0.0,
7544,11.30.22 09:57:10 PM,7.381,0.0,
7545,11.30.22 09:57:20 PM,7.381,0.0,
7546,11.30.22 09:57:30 PM,7.381,0.0,
7547,11.30.22 09:57:40 PM,7.381,0.0,
7548,11.30.22 09:57:50 PM,7.381,0.0,
7549,11.30.22 09:58:00 PM,7.381,0.0,
7550,11.30.22 09:58:10 PM,7.381,0.0,
7551,11.30.22 09:58:20 PM,7.381,0.0,
7552,11.30.22 09:58:30 PM,7.381,0.0,
7553,11.30.22 09:58:40 PM,7.381,0.0,
7554,11.30.22 09:58:50 PM,7.381,0.0,
7555,11.30.22 09:59:00 PM,7.381,0.0,
7556,11.30.22 09:59:10 PM,7.381,0.0,
7557,11.30.22 09:59:20 PM,7.381,0.0,
7558,11.30.22 09:59:30 PM,7.381,0.0,
7559,11.30.22 09:59:40 PM,7.381,0.0,
7560,11.30.22 09:59:50 PM,7.381,0.0,
7561,11.30.22 10:00:00 PM,7.381,0.0,
7562,11.30.22 10:00:10 PM,7.381,0.0,
7563,11.30.22 10:00:20 PM,7.381,0.0,
7564,11.30.22 10:00:30 PM,7.381,0.0,
7565,11.30.22 10:00:40 PM,7.381,0.0,
7566,11.30.22 10:00:50 PM,7.381,0.0,
7567,11.30.22 10:01:00 PM,7.381,0.0,
7568,11.30.22 10:01:10 PM,7.381,0.0,
7569,11.30.22 10:01:20 PM,7.381,0.0,
7570,11.30.22 10:01:30 PM,7.381,0.0,
7571,11.30.22 10:01:40 PM,7.381,0.0,
7572,11.30.22 10:01:50 PM,7.381,0.0,
7573,11.30.22 10:02:00 PM,7.381,0.0,
7574,11.30.22 10:02:10 PM,7.381,0.0,
7575,11.30.22 10:02:20 PM,7.381,0.0,
7576,11.30.22 10:02:30 PM,7.381,0.0,
7577,11.30.22 10:02:40 PM,7.381,0.0,
7578,11.30.22 10:02:50 PM,7.381,0.0,
7579,11.30.22 10:03:00 PM,7.381,0.0,
7580,11.30.22 10:03:10 PM,7.381,0.0,
7581,11.30.22 10:03:20 PM,7.381,0.0,
7582,11.30.22 10:03:30 PM,7.381,0.0,
7583,11.30.22 10:03:40 PM,7.381,0.0,
7584,11.30.22 10:03:50 PM,7.381,0.0,
7585,11.30.22 10:04:00 PM,7.280,0.0,
7586,11.30.22 10:04:10 PM,7.381,0.0,
7587,11.30.22 10:04:20 PM,7.280,0.0,
7588,11.30.22 10:04:30 PM,7.381,0.0,
7589,11.30.22 10:04:40 PM,7.381,0.0,
7590,11.30.22 10:04:50 PM,7.280,0.0,
7591,11.30.22 10:05:00 PM,7.280,0.0,
7592,11.30.22 10:05:10 PM,7.280,0.0,
7593,11.30.22 10:05:20 PM,7.280,0.0,
7594,11.30.22 10:05:30 PM,7.381,0.0,
7595,11.30.22 10:05:40 PM,7.280,0.0,
7596,11.30.22 10:05:50 PM,7.280,0.0,
7597,11.30.22 10:06:00 PM,7.280,0.0,
7598,11.30.22 10:06:10 PM,7.280,0.0,
7599,11.30.22 10:06:20 PM,7.280,0.0,
7600,11.30.22 10:06:30 PM,7.280,0.0,
7601,11.30.22 10:06:40 PM,7.280,0.0,
7602,11.30.22 10:06:50 PM,7.280,0.0,
7603,11.30.22 10:07:00 PM,7.280,0.0,
7604,11.30.22 10:07:10 PM,7.280,0.0,
7605,11.30.22 10:07:20 PM,7.280,0.0,
7606,11.30.22 10:07:30 PM,7.280,0.0,
7607,11.30.22 10:07:40 PM,7.280,0.0,
7608,11.30.22 10:07:50 PM,7.280,0.0,
7609,11.30.22 10:08:00 PM,7.280,0.0,
7610,11.30.22 10:08:10 PM,7.280,0.0,
7611,11.30.22 10:08:20 PM,7.280,0.0,
7612,11.30.22 10:08:30 PM,7.280,0.0,
7613,11.30.22 10:08:40 PM,7.280,0.0,
7614,11.30.22 10:08:50 PM,7.280,0.0,
7615,11.30.22 10:09:00 PM,7.280,0.0,
7616,11.30.22 10:09:10 PM,7.280,0.0,
7617,11.30.22 10:09:20 PM,7.280,0.0,
7618,11.30.22 10:09:30 PM,7.280,0.0,
7619,11.30.22 10:09:40 PM,7.280,0.0,
7620,11.30.22 10:09:50 PM,7.280,0.0,
7621,11.30.22 10:10:00 PM,7.280,0.0,
7622,11.30.22 10:10:10 PM,7.280,0.0,
7623,11.30.22 10:10:20 PM,7.280,0.0,
7624,11.30.22 10:10:30 PM,7.280,0.0,
7625,11.30.22 10:10:40 PM,7.280,0.0,
7626,11.30.22 10:10:50 PM,7.280,0.0,
7627,11.30.22 10:11:00 PM,7.280,0.0,
7628,11.30.22 10:11:10 PM,7.280,0.0,
7629,11.30.22 10:11:20 PM,7.280,0.0,
7630,11.30.22 10:11:30 PM,7.280,0.0,
7631,11.30.22 10:11:40 PM,7.280,0.0,
7632,11.30.22 10:11:50 PM,7.280,0.0,
7633,11.30.22 10:12:00 PM,7.280,0.0,
7634,11.30.22 10:12:10 PM,7.280,0.0,
7635,11.30.22 10:12:20 PM,7.280,0.0,
7636,11.30.22 10:12:30 PM,7.280,0.0,
7637,11.30.22 10:12:40 PM,7.280,0.0,
7638,11.30.22 10:12:50 PM,7.280,0.0,
7639,11.30.22 10:13:00 PM,7.280,0.0,
7640,11.30.22 10:13:10 PM,7.280,0.0,
7641,11.30.22 10:13:20 PM,7.280,0.0,
7642,11.30.22 10:13:30 PM,7.280,0.0,
7643,11.30.22 10:13:40 PM,7.280,0.0,
7644,11.30.22 10:13:50 PM,7.280,0.0,
7645,11.30.22 10:14:00 PM,7.280,0.0,
7646,11.30.22 10:14:10 PM,7.280,0.0,
7647,11.30.22 10:14:20 PM,7.280,0.0,
7648,11.30.22 10:14:30 PM,7.280,0.0,
7649,11.30.22 10:14:40 PM,7.280,0.0,
7650,11.30.22 10:14:50 PM,7.280,0.0,
7651,11.30.22 10:15:00 PM,7.280,0.0,
7652,11.30.22 10:15:10 PM,7.280,0.0,
7653,11.30.22 10:15:20 PM,7.280,0.0,
7654,11.30.22 10:15:30 PM,7.280,0.0,
7655,11.30.22 10:15:40 PM,7.280,0.0,
7656,11.30.22 10:15:50 PM,7.280,0.0,
7657,11.30.22 10:16:00 PM,7.280,0.0,
7658,11.30.22 10:16:10 PM,7.280,0.0,
7659,11.30.22 10:16:20 PM,7.280,0.0,
7660,11.30.22 10:16:30 PM,7.280,0.0,
7661,11.30.22 10:16:40 PM,7.280,0.0,
7662,11.30.22 10:16:50 PM,7.280,0.0,
7663,11.30.22 10:17:00 PM,7.280,0.0,
7664,11.30.22 10:17:10 PM,7.280,0.0,
7665,11.30.22 10:17:20 PM,7.280,0.0,
7666,11.30.22 10:17:30 PM,7.280,0.0,
7667,11.30.22 10:17:40 PM,7.280,0.0,
7668,11.30.22 10:17:50 PM,7.280,0.0,
7669,11.30.22 10:18:00 PM,7.280,0.0,
7670,11.30.22 10:18:10 PM,7.280,0.0,
7671,11.30.22 10:18:20 PM,7.280,0.0,
7672,11.30.22 10:18:30 PM,7.280,0.0,
7673,11.30.22 10:18:40 PM,7.280,0.0,
7674,11.30.22 10:18:50 PM,7.280,0.0,
7675,11.30.22 10:19:00 PM,7.280,0.0,
7676,11.30.22 10:19:10 PM,7.280,0.0,
7677,11.30.22 10:19:20 PM,7.280,0.0,
7678,11.30.22 10:19:30 PM,7.280,0.0,
7679,11.30.22 10:19:40 PM,7.280,0.0,
7680,11.30.22 10:19:50 PM,7.280,0.0,
7681,11.30.22 10:20:00 PM,7.179,0.0,
7682,11.30.22 10:20:10 PM,7.280,0.0,
7683,11.30.22 10:20:20 PM,7.179,0.0,
7684,11.30.22 10:20:30 PM,7.179,0.0,
7685,11.30.22 10:20:40 PM,7.179,0.0,
7686,11.30.22 10:20:50 PM,7.179,0.0,
7687,11.30.22 10:21:00 PM,7.179,0.0,
7688,11.30.22 10:21:10 PM,7.179,0.0,
7689,11.30.22 10:21:20 PM,7.179,0.0,
7690,11.30.22 10:21:30 PM,7.179,0.0,
7691,11.30.22 10:21:40 PM,7.179,0.0,
7692,11.30.22 10:21:50 PM,7.179,0.0,
7693,11.30.22 10:22:00 PM,7.179,0.0,
7694,11.30.22 10:22:10 PM,7.179,0.0,
7695,11.30.22 10:22:20 PM,7.179,0.0,
7696,11.30.22 10:22:30 PM,7.179,0.0,
7697,11.30.22 10:22:40 PM,7.179,0.0,
7698,11.30.22 10:22:50 PM,7.179,0.0,
7699,11.30.22 10:23:00 PM,7.179,0.0,
7700,11.30.22 10:23:10 PM,7.179,0.0,
7701,11.30.22 10:23:20 PM,7.179,0.0,
7702,11.30.22 10:23:30 PM,7.179,0.0,
7703,11.30.22 10:23:40 PM,7.179,0.0,
7704,11.30.22 10:23:50 PM,7.179,0.0,
7705,11.30.22 10:24:00 PM,7.179,0.0,
7706,11.30.22 10:24:10 PM,7.179,0.0,
7707,11.30.22 10:24:20 PM,7.179,0.0,
7708,11.30.22 10:24:30 PM,7.179,0.0,
7709,11.30.22 10:24:40 PM,7.179,0.0,
7710,11.30.22 10:24:50 PM,7.179,0.0,
7711,11.30.22 10:25:00 PM,7.179,0.0,
7712,11.30.22 10:25:10 PM,7.179,0.0,
7713,11.30.22 10:25:20 PM,7.179,0.0,
7714,11.30.22 10:25:30 PM,7.179,0.0,
7715,11.30.22 10:25:40 PM,7.179,0.0,
7716,11.30.22 10:25:50 PM,7.179,0.0,
7717,11.30.22 10:26:00 PM,7.179,0.0,
7718,11.30.22 10:26:10 PM,7.179,0.0,
7719,11.30.22 10:26:20 PM,7.179,0.0,
7720,11.30.22 10:26:30 PM,7.179,0.0,
7721,11.30.22 10:26:40 PM,7.179,0.0,
7722,11.30.22 10:26:50 PM,7.179,0.0,
7723,11.30.22 10:27:00 PM,7.179,0.0,
7724,11.30.22 10:27:10 PM,7.179,0.0,
7725,11.30.22 10:27:20 PM,7.179,0.0,
7726,11.30.22 10:27:30 PM,7.179,0.0,
7727,11.30.22 10:27:40 PM,7.179,0.0,
7728,11.30.22 10:27:50 PM,7.179,0.0,
7729,11.30.22 10:28:00 PM,7.179,0.0,
7730,11.30.22 10:28:10 PM,7.179,0.0,
7731,11.30.22 10:28:20 PM,7.179,0.0,
7732,11.30.22 10:28:30 PM,7.179,0.0,
7733,11.30.22 10:28:40 PM,7.179,0.0,
7734,11.30.22 10:28:50 PM,7.179,0.0,
7735,11.30.22 10:29:00 PM,7.179,0.0,
7736,11.30.22 10:29:10 PM,7.179,0.0,
7737,11.30.22 10:29:20 PM,7.179,0.0,
7738,11.30.22 10:29:30 PM,7.179,0.0,
7739,11.30.22 10:29:40 PM,7.179,0.0,
7740,11.30.22 10:29:50 PM,7.179,0.0,
7741,11.30.22 10:30:00 PM,7.179,0.0,
7742,11.30.22 10:30:10 PM,7.179,0.0,
7743,11.30.22 10:30:20 PM,7.179,0.0,
7744,11.30.22 10:30:30 PM,7.179,0.0,
7745,11.30.22 10:30:40 PM,7.179,0.0,
7746,11.30.22 10:30:50 PM,7.179,0.0,
7747,11.30.22 10:31:00 PM,7.179,0.0,
7748,11.30.22 10:31:10 PM,7.179,0.0,
7749,11.30.22 10:31:20 PM,7.179,0.0,
7750,11.30.22 10:31:30 PM,7.179,0.0,
7751,11.30.22 10:31:40 PM,7.179,0.0,
7752,11.30.22 10:31:50 PM,7.179,0.0,
7753,11.30.22 10:32:00 PM,7.179,0.0,
7754,11.30.22 10:32:10 PM,7.179,0.0,
7755,11.30.22 10:32:20 PM,7.179,0.0,
7756,11.30.22 10:32:30 PM,7.179,0.0,
7757,11.30.22 10:32:40 PM,7.179,0.0,
7758,11.30.22 10:32:50 PM,7.179,0.0,
7759,11.30.22 10:33:00 PM,7.179,0.0,
7760,11.30.22 10:33:10 PM,7.179,0.0,
7761,11.30.22 10:33:20 PM,7.179,0.0,
7762,11.30.22 10:33:30 PM,7.179,0.0,
7763,11.30.22 10:33:40 PM,7.179,0.0,
7764,11.30.22 10:33:50 PM,7.179,0.0,
7765,11.30.22 10:34:00 PM,7.179,0.0,
7766,11.30.22 10:34:10 PM,7.179,0.0,
7767,11.30.22 10:34:20 PM,7.179,0.0,
7768,11.30.22 10:34:30 PM,7.179,0.0,
7769,11.30.22 10:34:40 PM,7.179,0.0,
7770,11.30.22 10:34:50 PM,7.179,0.0,
7771,11.30.22 10:35:00 PM,7.179,0.0,
7772,11.30.22 10:35:10 PM,7.179,0.0,
7773,11.30.22 10:35:20 PM,7.179,0.0,
7774,11.30.22 10:35:30 PM,7.179,0.0,
7775,11.30.22 10:35:40 PM,7.179,0.0,
7776,11.30.22 10:35:50 PM,7.179,0.0,
7777,11.30.22 10:36:00 PM,7.179,0.0,
7778,11.30.22 10:36:10 PM,7.179,0.0,
7779,11.30.22 10:36:20 PM,7.179,0.0,
7780,11.30.22 10:36:30 PM,7.179,0.0,
7781,11.30.22 10:36:40 PM,7.179,0.0,
7782,11.30.22 10:36:50 PM,7.179,0.0,
7783,11.30.22 10:37:00 PM,7.179,0.0,
7784,11.30.22 10:37:10 PM,7.179,0.0,
7785,11.30.22 10:37:20 PM,7.179,0.0,
7786,11.30.22 10:37:30 PM,7.179,0.0,
7787,11.30.22 10:37:40 PM,7.179,0.0,
7788,11.30.22 10:37:50 PM,7.179,0.0,
7789,11.30.22 10:38:00 PM,7.179,0.0,
7790,11.30.22 10:38:10 PM,7.179,0.0,
7791,11.30.22 10:38:20 PM,7.179,0.0,
7792,11.30.22 10:38:30 PM,7.179,0.0,
7793,11.30.22 10:38:40 PM,7.179,0.0,
7794,11.30.22 10:38:50 PM,7.179,0.0,
7795,11.30.22 10:39:00 PM,7.179,0.0,
7796,11.30.22 10:39:10 PM,7.179,0.0,
7797,11.30.22 10:39:20 PM,7.179,0.0,
7798,11.30.22 10:39:30 PM,7.179,0.0,
7799,11.30.22 10:39:40 PM,7.179,0.0,
7800,11.30.22 10:39:50 PM,7.179,0.0,
