date	hour	th	origin
2019-12-14	00	6.237	R
2019-12-14	01	6.532	R
2019-12-14	02	6.063	R
2019-12-14	03	6.329	R
2019-12-14	04	7.884	R
2019-12-14	05	9.384	R
2019-12-14	06	9.531	R
2019-12-14	07	9.632	R
2019-12-14	08	9.687	R
2019-12-14	09	8.74	R
2019-12-14	10	8.813	R
2019-12-14	11	9.062	R
2019-12-14	12	8.593	R
2019-12-14	13	9.329	R
2019-12-14	14	9.485	R
2019-12-14	15	10.359	R
2019-12-14	16	10.203	R
2019-12-14	17	10.515	R
2019-12-14	18	10.515	R
2019-12-14	19	10.672	R
2019-12-14	20	10.773	R
2019-12-14	21	11.104	R
2019-12-14	22	11.675	R
2019-12-14	23	11.767	R
2019-12-15	00	10.442	R
2019-12-15	01	9.604	H
2019-12-15	02	10.829	H
2019-12-15	03	11.981	H
2019-12-15	04	12.449	H
2019-12-15	05	12.739	H
2019-12-15	06	13.076	H
2019-12-15	07	13.526	H
2019-12-15	08	13.782	H
2019-12-15	09	14.102	H
2019-12-15	10	14.405	H
2019-12-15	11	14.341	H
2019-12-15	12	14.022	H
2019-12-15	13	13.638	H
2019-12-15	14	13.044	H
2019-12-15	15	12.739	H
2019-12-15	16	12.142	H
2019-12-15	17	11.204	H
2019-12-15	18	10.634	H
2019-12-15	19	10.046	H
2019-12-15	20	9.899	H
2019-12-15	21	9.652	H
2019-12-15	22	9.225	H
2019-12-15	23	9.06	H
2019-12-16	00	8.995	H
2019-12-16	01	9.242	H
2019-12-16	02	9.768	H
2019-12-16	03	9.866	H
2019-12-16	04	9.077	H
2019-12-16	05	8.581	H
2019-12-16	06	8.481	H
2019-12-16	07	8.166	H
2019-12-16	08	8.149	H
2019-12-16	09	8.896	R
2019-12-16	10	10.313	R
2019-12-16	11	11.509	R
2019-12-16	12	11.978	R
2019-12-16	13	12.309	R
2019-12-16	14	13.429	H
2019-12-16	15	12.513	H
2019-12-16	16	11.203	H
2019-12-16	17	9.931	H
2019-12-16	18	9.011	H
2019-12-16	19	8.928	H
2019-12-16	20	8.614	H
2019-12-16	21	8.149	H
2019-12-16	22	7.965	H
2019-12-16	23	7.565	H
2019-12-17	00	6.792	H
2019-12-17	01	7.347	H
2019-12-17	02	6.64	H
2019-12-17	03	6.708	H
2019-12-17	04	7.112	H
2019-12-17	05	6.995	H
2019-12-17	06	7.397	H
2019-12-17	07	7.615	H
2019-12-17	08	7.899	H
2019-12-17	09	6.513	R
2019-12-17	10	8.556	R
2019-12-17	11	11.205	R
2019-12-17	12	12.953	R
2019-12-17	13	13.091	R
2019-12-17	14	14.333	R
2019-12-17	15	13.397	H
2019-12-17	16	12.32	H
2019-12-17	17	11.787	H
2019-12-17	18	10.909	H
2019-12-17	19	9.702	H
2019-12-17	20	9.044	H
2019-12-17	21	9.011	H
2019-12-17	22	8.564	H
2019-12-17	23	8.481	H
2019-12-18	00	13.974	R
2019-12-18	01	13.878	H
2019-12-18	02	13.702	H
2019-12-18	03	13.606	H
2019-12-18	04	13.156	H
2019-12-18	05	12.401	H
2019-12-18	06	12.126	H
2019-12-18	07	11.819	H
2019-12-18	08	11.69	H
2019-12-18	09	12.142	H
2019-12-18	10	11.851	H
2019-12-18	11	11.84	R
2019-12-18	12	13.248	R
2019-12-18	13	14.526	R
2019-12-18	14	14.597	H
2019-12-18	15	13.99	H
2019-12-18	16	12.609	H
2019-12-18	17	11.171	H
