date	hour	th	origin
2018-12-10	0	7.095	H
2018-12-10	1	7.095	H
2018-12-10	2	7.012	H
2018-12-10	3	6.91	H
2018-12-10	4	6.911	H
2018-12-10	5	6.25	H
2018-12-10	6	5.757	H
2018-12-10	7	5.569	H
2018-12-10	8	5.809	H
2018-12-10	9	6.285	H
2018-12-10	10	6.64	H
2018-12-10	11	7.414	H
2018-12-10	12	7.849	H
2018-12-10	13	9.373	H
2018-12-10	14	8.777	H
2018-12-10	15	7.33	H
2018-12-10	16	6.826	H
2018-12-10	17	6.505	H
2018-12-10	18	6.624	H
2018-12-10	19	6.843	H
2018-12-10	20	6.792	H
2018-12-10	21	6.539	H
2018-12-10	22	6.688	R
2018-12-10	23	5.106	H
2018-12-11	0	5.296	H
2018-12-11	1	5.295	H
2018-12-11	2	4.831	H
2018-12-11	3	4.474	R
2018-12-11	4	4.536	H
2018-12-11	5	4.085	H
2018-12-11	6	3.682	H
2018-12-11	7	2.907	H
2018-12-11	8	2.713	H
2018-12-11	9	2.66	R
2018-12-11	10	4.467	H
2018-12-11	11	5.637	H
2018-12-11	12	7.413	H
2018-12-11	13	6.581	R
2018-12-11	14	7.346	H
2018-12-11	15	8.513	H
2018-12-11	16	6.554	H
2018-12-11	17	5.38	H
2018-12-11	18	4.83	H
2018-12-11	19	4.502	H
2018-12-11	20	4.328	H
2018-12-11	21	3.348	H
2018-12-11	22	2.499	H
2018-12-11	23	1.854	H
2018-12-12	0	1.674	H
2018-12-12	1	1.257	H
2018-12-12	2	1.075	H
2018-12-12	3	0.857	H
2018-12-12	4	0.582	H
2018-12-12	5	0.324	H
2018-12-12	6	-0.306	H
2018-12-12	7	-0.493	H
2018-12-12	8	-0.102	H
2018-12-12	9	0.507	H
2018-12-12	10	1.131	R
2018-12-12	11	3.7	H
2018-12-12	12	4.188	H
2018-12-12	13	3.921	H
2018-12-12	14	6.285	H
2018-12-12	15	5.576	R
2018-12-12	16	3.611	R
2018-12-12	17	1.8	H
2018-12-12	18	1.764	H
2018-12-12	19	1.547	H
2018-12-12	20	1.167	H
2018-12-12	21	1.058	H
2018-12-12	22	0.526	H
2018-12-12	23	-0.232	H
2018-12-13	0	-0.418	H
2018-12-13	1	-0.587	H
2018-12-13	2	-0.55	H
2018-12-13	3	-0.027	H
2018-12-13	4	-0.382	H
2018-12-13	5	-0.831	H
2018-12-13	6	-0.568	H
2018-12-13	7	-0.812	H
2018-12-13	8	-0.251	H
2018-12-13	9	0.232	H
2018-12-13	10	1.092	H
2018-12-13	11	2.374	H
2018-12-13	12	3.558	H
2018-12-13	13	3.419	H
2018-12-13	14	3.507	H
2018-12-13	15	3.385	H
2018-12-13	16	3.243	H
2018-12-13	17	2.766	H
2018-12-13	18	2.847	R
2018-12-13	19	2.624	H
2018-12-13	20	2.357	H
2018-12-13	21	1.962	H
2018-12-13	22	1.692	H
2018-12-13	23	1.148	H
2018-12-14	0	0.93	H
2018-12-14	1	0.802	H
2018-12-14	2	1.398	R
2018-12-14	3	0.453	H
2018-12-14	4	-0.718	H
2018-12-14	5	-0.737	H
2018-12-14	6	-0.325	H
2018-12-14	7	-1.513	H
2018-12-14	8	-1.513	H
2018-12-14	9	-0.908	H
2018-12-14	10	0.342	H
2018-12-14	11	0.838	H
2018-12-14	12	1.474	H
2018-12-14	13	3.048	H
2018-12-14	14	3.26	H
2018-12-14	15	1.98	H
2018-12-14	16	1.457	H
2018-12-14	17	2.091	R
2018-12-14	18	1.294	H
2018-12-14	19	1.257	H
2018-12-14	20	1.385	H
2018-12-14	21	1.185	H
2018-12-14	22	1.112	H
2018-12-14	23	1.148	H
2018-12-15	0	1.112	H
2018-12-15	1	1.094	H
2018-12-15	2	1.478	R
2018-12-15	3	0.875	H
2018-12-15	4	1.344	R
2018-12-15	5	1.076	H
2018-12-15	6	0.82	H
2018-12-15	7	1.094	H
2018-12-15	8	1.094	H
2018-12-15	9	1.421	H
2018-12-15	10	1.8	H
2018-12-15	11	1.745	H
2018-12-15	12	2.356	H
2018-12-15	13	2.552	H
2018-12-15	14	1.474	H
2018-12-15	15	2.195	H
2018-12-15	16	0.819	H
2018-12-15	17	-0.27	H
2018-12-15	18	-0.755	H
2018-12-15	19	-1.001	H
2018-12-15	20	-1.228	H
2018-12-15	21	-1.039	H
2018-12-15	22	-0.587	H
2018-12-15	23	-0.288	H
2018-12-16	0	0.102	H
2018-12-16	1	0.398	H
2018-12-16	2	0.361	H
2018-12-16	3	0.269	H
2018-12-16	4	0.287	H
2018-12-16	5	-0.083	H
2018-12-16	6	0.269	H
2018-12-16	7	0.746	H
2018-12-16	8	3.01	H
2018-12-16	9	4.449	H
2018-12-16	10	5.535	H
2018-12-16	11	6.114	H
2018-12-16	12	7.33	H
2018-12-16	13	8.614	H
2018-12-16	14	9.603	H
2018-12-16	15	9.355	H
2018-12-16	16	6.18	H
2018-12-16	17	4.345	H
2018-12-16	18	3.63	H
2018-12-16	19	3.595	H
2018-12-16	20	3.7	H
2018-12-16	21	3.437	H
2018-12-16	22	3.137	H
2018-12-16	23	3.26	H
2018-12-17	0	2.249	H
2018-12-17	1	2.284	H
2018-12-17	2	2.908	H
2018-12-17	3	2.996	H
2018-12-17	4	2.925	H
2018-12-17	5	2.925	H
2018-12-17	6	2.872	H
2018-12-17	7	2.996	H
2018-12-17	8	2.854	H
2018-12-17	9	4.256	H
2018-12-17	10	6.25	H
2018-12-17	11	6.91	H
2018-12-17	12	7.213	H
2018-12-17	13	8.386	R
2018-12-17	14	7.648	H
2018-12-17	15	7.548	H
2018-12-17	16	7.079	H
2018-12-17	17	6.894	H
2018-12-17	18	7.146	H
2018-12-17	19	7.657	R
2018-12-17	20	7.045	H
2018-12-17	21	7.129	H
2018-12-17	22	6.623	H
2018-12-17	23	6.386	H
2018-12-18	0	5.705	H
2018-12-18	1	4.674	H
2018-12-18	2	4.032	H
2018-12-18	3	3.577	H
2018-12-18	4	3.049	H
2018-12-18	5	2.909	R
2018-12-18	6	2.606	H
2018-12-18	7	2.535	H
2018-12-18	8	2.285	H
2018-12-18	9	2.32	H
2018-12-18	10	2.694	H
2018-12-18	11	3.802	H
2018-12-18	12	5.431	H
2018-12-18	13	7.262	H
2018-12-18	14	8.348	H
2018-12-18	15	6.991	H
2018-12-18	16	5.036	H
2018-12-18	17	3.63	H
2018-12-18	18	2.961	H
2018-12-18	19	2.374	H
2018-12-18	20	2.106	H
2018-12-18	21	2.052	H
2018-12-18	22	2.052	H
2018-12-18	23	1.926	H
2018-12-19	0	2.106	H
2018-12-19	1	2.392	H
2018-12-19	2	2.588	H
2018-12-19	3	3.243	H
2018-12-19	4	3.944	H
2018-12-19	5	4.796	H
2018-12-19	6	5.967	R
2018-12-19	7	9.291	H
2018-12-19	8	9.735	H
2018-12-19	9	9.981	H
2018-12-19	10	9.735	H
2018-12-19	11	9.57	H
2018-12-19	12	9.883	H
2018-12-19	13	10.194	H
2018-12-19	14	10.439	H
