date,th,origin
2020-11-30 00:00:00,0.288,H
2020-11-30 01:00:00,-0.028,H
2020-11-30 02:00:00,-0.718,H
2020-11-30 03:00:00,-1.058,H
2020-11-30 04:00:00,-1.476,H
2020-11-30 05:00:00,-1.706,H
2020-11-30 06:00:00,-1.666,H
2020-11-30 07:00:00,-2.358,H
2020-11-30 08:00:00,-1.342,H
2020-11-30 09:00:00,-0.831,H
2020-11-30 10:00:00,0.303,H
2020-11-30 11:00:00,1.257,H
2020-11-30 12:00:00,1.782,H
2020-11-30 13:00:00,2.142,H
2020-11-30 14:00:00,2.267,H
2020-11-30 15:00:00,2.249,H
2020-11-30 16:00:00,1.71,H
2020-11-30 17:00:00,0.893,H
2020-11-30 18:00:00,0.857,H
2020-11-30 19:00:00,0.875,H
2020-11-30 20:00:00,0.984,H
2020-11-30 21:00:00,0.783,H
2020-11-30 22:00:00,0.14,H
2020-11-30 23:00:00,0.472,H
2020-12-01 00:00:00,1.002,H
2020-12-01 01:00:00,1.184,H
2020-12-01 02:00:00,1.185,H
2020-12-01 03:00:00,1.817,H
2020-12-01 04:00:00,2.73,H
2020-12-01 05:00:00,3.49,H
2020-12-01 06:00:00,2.693,H
2020-12-01 07:00:00,1.602,H
2020-12-01 08:00:00,1.584,H
2020-12-01 09:00:00,2.052,H
2020-12-01 10:00:00,2.552,H
2020-12-01 11:00:00,2.801,H
2020-12-01 12:00:00,3.155,H
2020-12-01 13:00:00,3.472,H
2020-12-01 14:00:00,3.788,H
2020-12-01 15:00:00,3.718,H
2020-12-01 16:00:00,3.63,H
2020-12-01 17:00:00,3.349,H
2020-12-01 18:00:00,3.19,H
2020-12-01 19:00:00,3.208,H
2020-12-01 20:00:00,3.049,H
2020-12-01 21:00:00,3.194,R
2020-12-01 22:00:00,3.067,H
2020-12-01 23:00:00,2.872,H
2020-12-02 00:00:00,2.641,H
2020-12-02 01:00:00,2.141,H
2020-12-02 02:00:00,2.213,H
2020-12-02 03:00:00,2.177,H
2020-12-02 04:00:00,2.159,H
2020-12-02 05:00:00,2.106,H
2020-12-02 06:00:00,2.303,H
2020-12-02 07:00:00,2.499,H
2020-12-02 08:00:00,2.855,H
2020-12-02 09:00:00,2.925,H
2020-12-02 10:00:00,3.137,H
2020-12-02 11:00:00,3.683,H
2020-12-02 12:00:00,3.928,H
2020-12-02 13:00:00,4.398,H
2020-12-02 14:00:00,4.675,H
2020-12-02 15:00:00,4.259,H
2020-12-02 16:00:00,3.735,H
2020-12-02 17:00:00,3.19,H
2020-12-02 18:00:00,2.712,H
2020-12-02 19:00:00,2.446,H
2020-12-02 20:00:00,2.285,H
2020-12-02 21:00:00,2.303,H
2020-12-02 22:00:00,2.177,H
2020-12-02 23:00:00,2.159,H
2020-12-03 00:00:00,2.125,R
2020-12-03 01:00:00,2.07,H
2020-12-03 02:00:00,1.998,H
2020-12-03 03:00:00,2.285,H
2020-12-03 04:00:00,2.339,H
2020-12-03 05:00:00,2.642,H
2020-12-03 06:00:00,2.783,H
2020-12-03 07:00:00,3.12,H
2020-12-03 08:00:00,3.349,H
2020-12-03 09:00:00,3.577,H
2020-12-03 10:00:00,4.119,H
2020-12-03 11:00:00,4.554,H
2020-12-03 12:00:00,5.02,H
2020-12-03 13:00:00,5.192,H
2020-12-03 14:00:00,5.893,H
2020-12-03 15:00:00,6.606,H
2020-12-03 16:00:00,5.312,H
2020-12-03 17:00:00,4.293,H
2020-12-03 18:00:00,4.172,H
2020-12-03 19:00:00,4.571,H
2020-12-03 20:00:00,4.761,H
2020-12-03 21:00:00,5.261,H
2020-12-03 22:00:00,6.08,H
2020-12-03 23:00:00,5.516,H
2020-12-04 00:00:00,7.53,H
2020-12-04 01:00:00,8.464,H
2020-12-04 02:00:00,8.382,H
2020-12-04 03:00:00,8.481,H
2020-12-04 04:00:00,8.215,H
2020-12-04 05:00:00,8.399,H
2020-12-04 06:00:00,8.016,H
2020-12-04 07:00:00,7.866,H
2020-12-04 08:00:00,6.674,H
2020-12-04 09:00:00,6.59,H
2020-12-04 10:00:00,6.403,H
2020-12-04 11:00:00,6.268,H
2020-12-04 12:00:00,6.234,H
2020-12-04 13:00:00,6.455,H
2020-12-04 14:00:00,5.638,H
2020-12-04 15:00:00,5.586,H
2020-12-04 16:00:00,5.518,H
2020-12-04 17:00:00,5.33,H
2020-12-04 18:00:00,5.089,H
2020-12-04 19:00:00,4.675,H
2020-12-04 20:00:00,4.07,R
2020-12-04 21:00:00,4.328,H
2020-12-04 22:00:00,4.154,H
2020-12-04 23:00:00,3.486,R
2020-12-05 00:00:00,3.49,H
2020-12-05 01:00:00,2.925,H
2020-12-05 02:00:00,2.642,H
2020-12-05 03:00:00,2.801,H
2020-12-05 04:00:00,3.243,H
2020-12-05 05:00:00,3.736,H
2020-12-05 06:00:00,3.858,H
2020-12-05 07:00:00,3.875,H
2020-12-05 08:00:00,3.19,H
2020-12-05 09:00:00,3.648,H
2020-12-05 10:00:00,4.623,H
2020-12-05 11:00:00,5.449,H
2020-12-05 12:00:00,5.74,H
2020-12-05 13:00:00,6.183,H
2020-12-05 14:00:00,5.603,H
2020-12-05 15:00:00,4.813,H
2020-12-05 16:00:00,4.346,H
2020-12-05 17:00:00,4.12,H
2020-12-05 18:00:00,4.172,H
2020-12-05 19:00:00,3.963,H
2020-12-05 20:00:00,4.085,H
2020-12-05 21:00:00,4.07,R
2020-12-05 22:00:00,4.033,H
2020-12-05 23:00:00,3.875,H
2020-12-06 00:00:00,3.718,H
2020-12-06 01:00:00,3.77,H
2020-12-06 02:00:00,3.91,H
2020-12-06 03:00:00,3.893,H
2020-12-06 04:00:00,3.788,H
2020-12-06 05:00:00,3.595,H
2020-12-06 06:00:00,3.472,H
2020-12-06 07:00:00,3.194,R
2020-12-06 08:00:00,3.578,H
2020-12-06 09:00:00,3.718,H
2020-12-06 10:00:00,4.119,H
2020-12-06 11:00:00,4.934,H
2020-12-06 12:00:00,4.848,H
2020-12-06 13:00:00,5.02,H
2020-12-06 14:00:00,5.037,H
2020-12-06 15:00:00,5.003,H
2020-12-06 16:00:00,4.951,H
2020-12-06 17:00:00,4.945,R
2020-12-06 18:00:00,4.796,H
2020-12-06 19:00:00,4.554,H
2020-12-06 20:00:00,4.346,H
2020-12-06 21:00:00,4.206,H
2020-12-06 22:00:00,3.91,H
2020-12-06 23:00:00,3.893,H
2020-12-07 00:00:00,3.893,H
2020-12-07 01:00:00,3.981,H
2020-12-07 02:00:00,3.778,R
2020-12-07 03:00:00,3.875,H
2020-12-07 04:00:00,4.085,H
2020-12-07 05:00:00,3.998,H
2020-12-07 06:00:00,4.067,H
2020-12-07 07:00:00,4.067,H
2020-12-07 08:00:00,4.085,H
2020-12-07 09:00:00,4.467,H
2020-12-07 10:00:00,5.054,H
2020-12-07 11:00:00,5.791,H
2020-12-07 12:00:00,6.404,H
2020-12-07 13:00:00,6.573,H
2020-12-07 14:00:00,6.047,H
2020-12-07 15:00:00,5.894,H
2020-12-07 16:00:00,5.569,H
2020-12-07 17:00:00,5.431,R
2020-12-07 18:00:00,5.192,H
2020-12-07 19:00:00,4.206,H
2020-12-07 20:00:00,3.49,H
2020-12-07 21:00:00,3.49,H
2020-12-07 22:00:00,3.437,H
2020-12-07 23:00:00,3.279,H
2020-12-08 00:00:00,3.208,H
2020-12-08 01:00:00,2.392,H
2020-12-08 02:00:00,2.195,H
2020-12-08 03:00:00,2.356,H
2020-12-08 04:00:00,1.926,H
2020-12-08 05:00:00,2.159,H
2020-12-08 06:00:00,1.925,H
2020-12-08 07:00:00,1.203,H
2020-12-08 08:00:00,1.075,H
2020-12-08 09:00:00,1.511,H
2020-12-08 10:00:00,2.087,H
2020-12-08 11:00:00,2.836,H
2020-12-08 12:00:00,3.19,H
2020-12-08 13:00:00,2.534,H
2020-12-08 14:00:00,2.231,H
2020-12-08 15:00:00,2.267,H
2020-12-08 16:00:00,2.105,H
2020-12-08 17:00:00,1.782,H
2020-12-08 18:00:00,1.638,H
2020-12-08 19:00:00,1.926,H
2020-12-08 20:00:00,2.249,H
2020-12-08 21:00:00,2.428,H
2020-12-08 22:00:00,2.463,H
2020-12-08 23:00:00,2.034,H
2020-12-09 00:00:00,2.267,H
2020-12-09 01:00:00,2.124,H
2020-12-09 02:00:00,2.535,H
2020-12-09 03:00:00,2.659,H
2020-12-09 04:00:00,2.267,H
2020-12-09 05:00:00,2.321,H
2020-12-09 06:00:00,2.41,H
2020-12-09 07:00:00,2.659,H
2020-12-09 08:00:00,2.642,H
2020-12-09 09:00:00,2.712,H
2020-12-09 10:00:00,3.067,H
2020-12-09 11:00:00,3,R
2020-12-09 12:00:00,3.137,H
2020-12-09 13:00:00,2.872,H
2020-12-09 14:00:00,3,R
2020-12-09 15:00:00,3.031,H
2020-12-09 16:00:00,2.855,H
2020-12-09 17:00:00,2.41,H
2020-12-09 18:00:00,2.141,H
2020-12-09 19:00:00,1.692,H
2020-12-09 20:00:00,1.602,H
2020-12-09 21:00:00,1.764,H
2020-12-09 22:00:00,1.854,H
2020-12-09 23:00:00,1.8,H
2020-12-10 00:00:00,1.728,H
2020-12-10 01:00:00,1.8,H
2020-12-10 02:00:00,1.736,R
2020-12-10 03:00:00,1.457,H
2020-12-10 04:00:00,1.348,H
2020-12-10 05:00:00,1.584,H
2020-12-10 06:00:00,1.203,H
2020-12-10 07:00:00,0.38,H
2020-12-10 08:00:00,0.563,H
2020-12-10 09:00:00,1.276,H
2020-12-10 10:00:00,2.07,H
2020-12-10 11:00:00,2.517,H
2020-12-10 12:00:00,3.049,H
2020-12-10 13:00:00,3.332,H
2020-12-10 14:00:00,3.102,H
2020-12-10 15:00:00,2.855,H
2020-12-10 16:00:00,2.695,H
2020-12-10 17:00:00,2.606,H
2020-12-10 18:00:00,2.553,H
2020-12-10 19:00:00,1.637,H
2020-12-10 20:00:00,1.076,H
2020-12-10 21:00:00,0.582,H
2020-12-10 22:00:00,0.158,H
2020-12-10 23:00:00,0.232,H
2020-12-11 00:00:00,0.158,H
2020-12-11 01:00:00,-0.028,H
2020-12-11 02:00:00,0.268,H
2020-12-11 03:00:00,-0.794,H
2020-12-11 04:00:00,-0.327,H
2020-12-11 05:00:00,-0.381,H
2020-12-11 06:00:00,-0.232,H
2020-12-11 07:00:00,0.084,H
2020-12-11 08:00:00,0.379,H
2020-12-11 09:00:00,0.93,H
2020-12-11 10:00:00,1.456,H
2020-12-11 11:00:00,2.995,H
2020-12-11 12:00:00,3.945,H
2020-12-11 13:00:00,3.225,H
2020-12-11 14:00:00,4.536,H
2020-12-11 15:00:00,6.165,H
2020-12-11 16:00:00,7.447,H
2020-12-11 17:00:00,7.799,H
2020-12-11 18:00:00,7.665,H
2020-12-11 19:00:00,7.314,H
2020-12-11 20:00:00,7.011,H
2020-12-11 21:00:00,6.607,H
2020-12-11 22:00:00,6.876,H
2020-12-11 23:00:00,6.386,H
2020-12-12 00:00:00,6.842,H
2020-12-12 01:00:00,7.966,H
2020-12-12 02:00:00,8.165,H
2020-12-12 03:00:00,7.614,H
2020-12-12 04:00:00,6.708,H
2020-12-12 05:00:00,6.285,H
2020-12-12 06:00:00,6.471,H
2020-12-12 07:00:00,6.758,H
2020-12-12 08:00:00,7.095,H
2020-12-12 09:00:00,7.565,H
2020-12-12 10:00:00,8.382,H
2020-12-12 11:00:00,9.044,H
2020-12-12 12:00:00,9.652,H
2020-12-12 13:00:00,9.751,H
2020-12-12 14:00:00,9.488,H
2020-12-12 15:00:00,9.192,H
2020-12-12 16:00:00,8.481,H
2020-12-12 17:00:00,8.016,H
2020-12-12 18:00:00,8.016,H
2020-12-12 19:00:00,7.882,H
2020-12-12 20:00:00,8.033,H
2020-12-12 21:00:00,7.999,H
2020-12-12 22:00:00,7.949,H
2020-12-12 23:00:00,7.866,H
2020-12-13 00:00:00,7.782,H
2020-12-13 01:00:00,7.481,H
2020-12-13 02:00:00,7.481,H
2020-12-13 03:00:00,7.279,R
2020-12-13 04:00:00,7.347,H
2020-12-13 05:00:00,7.331,H
2020-12-13 06:00:00,7.196,H
2020-12-13 07:00:00,6.978,H
2020-12-13 08:00:00,6.657,H
2020-12-13 09:00:00,6.471,H
2020-12-13 10:00:00,6.505,H
2020-12-13 11:00:00,6.775,H
2020-12-13 12:00:00,7.932,H
2020-12-13 13:00:00,7.999,H
2020-12-13 14:00:00,7.632,H
2020-12-13 15:00:00,7.431,H
2020-12-13 16:00:00,6.893,H
2020-12-13 17:00:00,6.268,H
2020-12-13 18:00:00,5.962,H
2020-12-13 19:00:00,5.723,R
2020-12-13 20:00:00,5.757,H
2020-12-13 21:00:00,5.757,H
2020-12-13 22:00:00,6.166,H
2020-12-13 23:00:00,5.414,H
2020-12-14 00:00:00,4.779,H
2020-12-14 01:00:00,4.466,H
2020-12-14 02:00:00,4.792,H
2020-12-14 03:00:00,3.977,H
