date,th,origin
2020-11-30 00:00:00, 1.813,R
2020-11-30 01:00:00, 3.102,H
2020-11-30 02:00:00, 2.695,H
2020-11-30 03:00:00, 2.374,H
2020-11-30 04:00:00, 2.248,H
2020-11-30 05:00:00, 1.619,H
2020-11-30 06:00:00, 2.034,H
2020-11-30 07:00:00, 1.239,H
2020-11-30 08:00:00, 1.890,H
2020-11-30 09:00:00, 1.736,R
2020-11-30 10:00:00, 4.100,H
2020-11-30 11:00:00, 5.671,H
2020-11-30 12:00:00, 7.095,H
2020-11-30 13:00:00, 4.589,R
2020-11-30 14:00:00, 5.157,H
2020-11-30 15:00:00, 3.909,H
2020-11-30 16:00:00, 2.943,H
2020-11-30 17:00:00, 1.655,H
2020-11-30 18:00:00, 1.293,H
2020-11-30 19:00:00, 1.094,H
2020-11-30 20:00:00, 1.057,H
2020-11-30 21:00:00, 0.765,H
2020-11-30 22:00:00, 0.983,H
2020-11-30 23:00:00, 0.563,H
2020-12-01 00:00:00, 1.239,H
2020-12-01 01:00:00, 0.984,H
2020-12-01 02:00:00, 1.384,H
2020-12-01 03:00:00, 2.015,H
2020-12-01 04:00:00, 2.925,H
2020-12-01 05:00:00, 3.560,H
2020-12-01 06:00:00, 2.693,H
2020-12-01 07:00:00, 1.854,H
2020-12-01 08:00:00, 1.800,H
2020-12-01 09:00:00, 2.159,H
2020-12-01 10:00:00, 2.623,H
2020-12-01 11:00:00, 2.855,H
2020-12-01 12:00:00, 3.155,H
2020-12-01 13:00:00, 3.665,H
2020-12-01 14:00:00, 4.067,H
2020-12-01 15:00:00, 3.963,H
2020-12-01 16:00:00, 3.840,H
2020-12-01 17:00:00, 3.700,H
2020-12-01 18:00:00, 3.384,H
2020-12-01 19:00:00, 4.512,R
2020-12-01 20:00:00, 4.435,R
2020-12-01 21:00:00, 3.507,H
2020-12-01 22:00:00, 3.490,H
2020-12-01 23:00:00, 3.261,H
2020-12-02 00:00:00, 3.261,H
2020-12-02 01:00:00, 2.356,H
2020-12-02 02:00:00, 2.428,H
2020-12-02 03:00:00, 2.446,H
2020-12-02 04:00:00, 2.517,H
2020-12-02 05:00:00, 2.499,H
2020-12-02 06:00:00, 2.499,H
2020-12-02 07:00:00, 3.972,R
2020-12-02 08:00:00, 2.712,H
2020-12-02 09:00:00, 2.730,H
2020-12-02 10:00:00, 2.996,H
2020-12-02 11:00:00, 3.331,H
2020-12-02 12:00:00, 3.963,H
2020-12-02 13:00:00, 4.259,H
2020-12-02 14:00:00, 4.623,H
2020-12-02 15:00:00, 4.259,H
2020-12-02 16:00:00, 3.753,H
2020-12-02 17:00:00, 3.261,H
2020-12-02 18:00:00, 3.014,H
2020-12-02 19:00:00, 2.748,H
2020-12-02 20:00:00, 2.748,H
2020-12-02 21:00:00, 2.748,H
2020-12-02 22:00:00, 2.535,H
2020-12-02 23:00:00, 2.677,H
2020-12-03 00:00:00, 2.908,H
2020-12-03 01:00:00, 2.712,H
2020-12-03 02:00:00, 2.588,H
2020-12-03 03:00:00, 2.570,H
2020-12-03 04:00:00, 2.801,H
2020-12-03 05:00:00, 2.819,H
2020-12-03 06:00:00, 2.996,H
2020-12-03 07:00:00, 3.173,H
2020-12-03 08:00:00, 3.384,H
2020-12-03 09:00:00, 5.052,R
2020-12-03 10:00:00, 4.328,H
2020-12-03 11:00:00, 4.658,H
2020-12-03 12:00:00, 5.278,H
2020-12-03 13:00:00, 7.827,H
2020-12-03 14:00:00, 8.398,H
2020-12-03 15:00:00, 7.044,H
2020-12-03 16:00:00, 5.791,H
2020-12-03 17:00:00, 4.588,H
2020-12-03 18:00:00, 4.259,H
2020-12-03 19:00:00, 4.380,H
2020-12-03 20:00:00, 4.692,H
2020-12-03 21:00:00, 5.244,H
2020-12-03 22:00:00, 5.808,H
2020-12-03 23:00:00, 5.876,H
2020-12-04 00:00:00, 6.924,H
2020-12-04 01:00:00, 7.915,H
2020-12-04 02:00:00, 8.199,H
2020-12-04 03:00:00, 8.249,H
2020-12-04 04:00:00, 8.049,H
2020-12-04 05:00:00, 8.299,H
2020-12-04 06:00:00, 7.966,H
2020-12-04 07:00:00, 7.816,H
2020-12-04 08:00:00, 6.826,H
2020-12-04 09:00:00, 6.742,H
2020-12-04 10:00:00, 6.404,H
2020-12-04 11:00:00, 6.302,H
2020-12-04 12:00:00, 6.438,H
2020-12-04 13:00:00, 6.590,H
2020-12-04 14:00:00, 6.200,H
2020-12-04 15:00:00, 6.149,H
2020-12-04 16:00:00, 5.996,H
2020-12-04 17:00:00, 5.894,H
2020-12-04 18:00:00, 5.877,H
2020-12-04 19:00:00, 5.705,H
2020-12-04 20:00:00, 4.951,H
2020-12-04 21:00:00, 4.899,H
2020-12-04 22:00:00, 4.900,H
2020-12-04 23:00:00, 4.744,H
2020-12-05 00:00:00, 4.363,H
2020-12-05 01:00:00, 3.770,H
2020-12-05 02:00:00, 3.243,H
2020-12-05 03:00:00, 3.173,H
2020-12-05 04:00:00, 3.384,H
2020-12-05 05:00:00, 3.683,H
2020-12-05 06:00:00, 3.980,H
2020-12-05 07:00:00, 4.032,H
2020-12-05 08:00:00, 3.455,H
2020-12-05 09:00:00, 3.665,H
2020-12-05 10:00:00, 4.605,H
2020-12-05 11:00:00, 5.381,H
2020-12-05 12:00:00, 5.859,H
2020-12-05 13:00:00, 5.894,H
2020-12-05 14:00:00, 5.706,H
2020-12-05 15:00:00, 5.140,H
2020-12-05 16:00:00, 4.606,H
2020-12-05 17:00:00, 4.571,H
2020-12-05 18:00:00, 4.675,H
2020-12-05 19:00:00, 4.831,H
2020-12-05 20:00:00, 4.519,H
2020-12-05 21:00:00, 4.692,H
2020-12-05 22:00:00, 4.606,H
2020-12-05 23:00:00, 4.294,H
2020-12-06 00:00:00, 4.242,H
2020-12-06 01:00:00, 4.398,H
2020-12-06 02:00:00, 4.398,H
2020-12-06 03:00:00, 4.450,H
2020-12-06 04:00:00, 4.224,H
2020-12-06 05:00:00, 4.085,H
2020-12-06 06:00:00, 4.207,H
2020-12-06 07:00:00, 4.032,H
2020-12-06 08:00:00, 4.050,H
2020-12-06 09:00:00, 3.928,H
2020-12-06 10:00:00, 4.137,H
2020-12-06 11:00:00, 5.037,H
2020-12-06 12:00:00, 5.399,H
2020-12-06 13:00:00, 5.604,H
2020-12-06 14:00:00, 5.518,H
2020-12-06 15:00:00, 5.399,H
2020-12-06 16:00:00, 5.415,H
2020-12-06 17:00:00, 5.900,R
2020-12-06 18:00:00, 5.296,H
2020-12-06 19:00:00, 5.123,H
2020-12-06 20:00:00, 4.986,H
2020-12-06 21:00:00, 4.692,H
2020-12-06 22:00:00, 4.294,H
2020-12-06 23:00:00, 4.450,H
2020-12-07 00:00:00, 4.224,H
2020-12-07 01:00:00, 4.974,R
