date,th,origin
2020-11-30 00:00:00,-0.194,H
2020-11-30 01:00:00,-0.381,H
2020-11-30 02:00:00,-1.058,H
2020-11-30 03:00:00,-1.494,H
2020-11-30 04:00:00,-1.513,H
2020-11-30 05:00:00,-0.491,R
2020-11-30 06:00:00,-1.741,H
2020-11-30 07:00:00,-1.647,H
2020-11-30 08:00:00,-1.551,H
2020-11-30 09:00:00,-0.643,H
2020-11-30 10:00:00,1.038,H
2020-11-30 11:00:00,2.710,H
2020-11-30 12:00:00,4.015,H
2020-11-30 13:00:00,4.450,H
2020-11-30 14:00:00,4.536,H
2020-11-30 15:00:00,3.961,H
2020-11-30 16:00:00,2.425,H
2020-11-30 17:00:00,1.075,H
2020-11-30 18:00:00,0.582,H
2020-11-30 19:00:00,0.102,H
2020-11-30 20:00:00,-0.251,H
2020-11-30 21:00:00,-0.325,H
2020-11-30 22:00:00,-0.456,H
2020-11-30 23:00:00,-0.029,H
2020-12-01 00:00:00,0.416,H
2020-12-01 01:00:00,0.342,H
2020-12-01 02:00:00,0.947,H
2020-12-01 03:00:00,1.818,H
2020-12-01 04:00:00,2.443,H
2020-12-01 05:00:00,3.543,H
2020-12-01 06:00:00,3.083,H
2020-12-01 07:00:00,1.384,H
2020-12-01 08:00:00,1.421,H
2020-12-01 09:00:00,1.836,H
2020-12-01 10:00:00,2.320,H
2020-12-01 11:00:00,2.553,H
2020-12-01 12:00:00,2.996,H
2020-12-01 13:00:00,3.577,H
2020-12-01 14:00:00,3.980,H
2020-12-01 15:00:00,3.928,H
2020-12-01 16:00:00,3.753,H
2020-12-01 17:00:00,3.525,H
2020-12-01 18:00:00,3.420,H
2020-12-01 19:00:00,3.332,H
2020-12-01 20:00:00,3.332,H
2020-12-01 21:00:00,3.296,H
2020-12-01 22:00:00,3.279,H
2020-12-01 23:00:00,3.102,H
2020-12-02 00:00:00,2.784,H
2020-12-02 01:00:00,2.695,H
2020-12-02 02:00:00,2.943,H
2020-12-02 03:00:00,2.819,H
