date,th,origin
2020-11-30 00:00:00,1.494,"H"
2020-11-30 01:00:00,1.348,"H"
2020-11-30 02:00:00,1.057,"H"
2020-11-30 03:00:00,0.747,"H"
2020-11-30 04:00:00,0.674,"H"
2020-11-30 05:00:00,0.526,"H"
2020-11-30 06:00:00,0.287,"H"
2020-11-30 07:00:00,0.01,"H"
2020-11-30 08:00:00,0.398,"H"
2020-11-30 09:00:00,0.655,"H"
2020-11-30 10:00:00,1.094,"H"
2020-11-30 11:00:00,1.656,"H"
2020-11-30 12:00:00,2.141,"H"
2020-11-30 13:00:00,2.517,"H"
2020-11-30 14:00:00,2.659,"H"
2020-11-30 15:00:00,2.766,"H"
2020-11-30 16:00:00,2.606,"H"
2020-11-30 17:00:00,2.338,"H"
2020-11-30 18:00:00,1.926,"H"
2020-11-30 19:00:00,1.818,"H"
2020-11-30 20:00:00,1.674,"H"
2020-11-30 21:00:00,1.27,"R"
2020-11-30 22:00:00,1.403,"H"
2020-11-30 23:00:00,1.421,"H"
2020-12-01 00:00:00,1.854,"H"
2020-12-01 01:00:00,1.854,"H"
2020-12-01 02:00:00,1.728,"H"
2020-12-01 03:00:00,2.231,"H"
2020-12-01 04:00:00,2.819,"H"
2020-12-01 05:00:00,3.384,"H"
2020-12-01 06:00:00,3.349,"H"
2020-12-01 07:00:00,2.427,"H"
2020-12-01 08:00:00,2.321,"H"
2020-12-01 09:00:00,2.553,"H"
2020-12-01 10:00:00,2.925,"H"
2020-12-01 11:00:00,3.102,"H"
2020-12-01 12:00:00,3.384,"H"
2020-12-01 13:00:00,3.56,"H"
2020-12-01 14:00:00,3.788,"H"
2020-12-01 15:00:00,3.875,"H"
2020-12-01 16:00:00,3.91,"H"
2020-12-01 17:00:00,3.823,"H"
2020-12-01 18:00:00,4.447,"R"
2020-12-01 19:00:00,3.77,"H"
2020-12-01 20:00:00,4.234,"R"
2020-12-01 21:00:00,3.753,"H"
2020-12-01 22:00:00,3.858,"H"
2020-12-01 23:00:00,3.718,"H"
2020-12-02 00:00:00,3.989,"R"
2020-12-02 01:00:00,3.296,"H"
2020-12-02 02:00:00,3.349,"H"
2020-12-02 03:00:00,3.226,"H"
2020-12-02 04:00:00,3.137,"H"
2020-12-02 05:00:00,3.584,"R"
2020-12-02 06:00:00,3.208,"H"
2020-12-02 07:00:00,3.674,"R"
2020-12-02 08:00:00,3.296,"H"
2020-12-02 09:00:00,3.384,"H"
2020-12-02 10:00:00,3.595,"H"
2020-12-02 11:00:00,3.928,"H"
2020-12-02 12:00:00,4.12,"H"
2020-12-02 13:00:00,4.415,"H"
2020-12-02 14:00:00,4.692,"H"
2020-12-02 15:00:00,4.554,"H"
2020-12-02 16:00:00,4.276,"H"
2020-12-02 17:00:00,3.998,"H"
2020-12-02 18:00:00,3.805,"H"
2020-12-02 19:00:00,3.578,"H"
2020-12-02 20:00:00,3.384,"H"
2020-12-02 21:00:00,3.636,"R"
2020-12-02 22:00:00,3.261,"H"
2020-12-02 23:00:00,3.226,"H"
2020-12-03 00:00:00,3.279,"H"
2020-12-03 01:00:00,3.414,"R"
2020-12-03 02:00:00,3.067,"H"
2020-12-03 03:00:00,3.137,"H"
2020-12-03 04:00:00,3.19,"H"
2020-12-03 05:00:00,3.226,"H"
2020-12-03 06:00:00,3.296,"H"
2020-12-03 07:00:00,3.56,"H"
2020-12-03 08:00:00,3.77,"H"
2020-12-03 09:00:00,3.998,"H"
2020-12-03 10:00:00,4.276,"H"
2020-12-03 11:00:00,4.467,"H"
2020-12-03 12:00:00,4.813,"H"
2020-12-03 13:00:00,5.02,"H"
2020-12-03 14:00:00,5.466,"H"
2020-12-03 15:00:00,6.115,"H"
2020-12-03 16:00:00,5.603,"H"
2020-12-03 17:00:00,4.692,"H"
2020-12-03 18:00:00,4.12,"H"
2020-12-03 19:00:00,4.38,"H"
2020-12-03 20:00:00,4.744,"H"
2020-12-03 21:00:00,5.02,"H"
2020-12-03 22:00:00,5.501,"H"
2020-12-03 23:00:00,6.217,"H"
2020-12-04 00:00:00,7.061,"H"
2020-12-04 01:00:00,7.782,"H"
2020-12-04 02:00:00,7.999,"H"
2020-12-04 03:00:00,8.032,"H"
2020-12-04 04:00:00,7.815,"H"
2020-12-04 05:00:00,8.132,"H"
2020-12-04 06:00:00,7.849,"H"
2020-12-04 07:00:00,7.682,"H"
2020-12-04 08:00:00,6.977,"H"
2020-12-04 09:00:00,6.978,"H"
2020-12-04 10:00:00,6.911,"H"
2020-12-04 11:00:00,6.809,"H"
2020-12-04 12:00:00,6.386,"R"
2020-12-04 13:00:00,6.758,"H"
2020-12-04 14:00:00,6.573,"H"
2020-12-04 15:00:00,6.421,"H"
2020-12-04 16:00:00,6.336,"H"
2020-12-04 17:00:00,6.2,"H"
2020-12-04 18:00:00,5.928,"H"
2020-12-04 19:00:00,5.86,"H"
2020-12-04 20:00:00,5.569,"H"
2020-12-04 21:00:00,5.14,"R"
2020-12-04 22:00:00,5.416,"H"
2020-12-04 23:00:00,5.21,"H"
2020-12-05 00:00:00,4.9,"H"
2020-12-05 01:00:00,4.484,"H"
2020-12-05 02:00:00,3.945,"H"
2020-12-05 03:00:00,3.946,"H"
2020-12-05 04:00:00,4.05,"H"
2020-12-05 05:00:00,4.311,"H"
2020-12-05 06:00:00,4.45,"H"
2020-12-05 07:00:00,3.973,"R"
2020-12-05 08:00:00,4.154,"H"
2020-12-05 09:00:00,4.311,"H"
2020-12-05 10:00:00,4.588,"H"
2020-12-05 11:00:00,5.089,"H"
2020-12-05 12:00:00,5.381,"H"
2020-12-05 13:00:00,5.791,"H"
2020-12-05 14:00:00,5.74,"H"
2020-12-05 15:00:00,5.467,"H"
2020-12-05 16:00:00,5.192,"H"
2020-12-05 17:00:00,5.521,"R"
2020-12-05 18:00:00,5.139,"R"
2020-12-05 19:00:00,5.057,"R"
2020-12-05 20:00:00,4.992,"R"
2020-12-05 21:00:00,4.986,"H"
2020-12-05 22:00:00,5.052,"R"
2020-12-05 23:00:00,4.814,"H"
2020-12-06 00:00:00,4.779,"H"
2020-12-06 01:00:00,4.675,"H"
2020-12-06 02:00:00,4.71,"H"
2020-12-06 03:00:00,4.774,"R"
2020-12-06 04:00:00,4.519,"H"
2020-12-06 05:00:00,4.276,"H"
2020-12-06 06:00:00,4.085,"H"
2020-12-06 07:00:00,4.155,"H"
2020-12-06 08:00:00,4.225,"R"
2020-12-06 09:00:00,4.189,"H"
2020-12-06 10:00:00,4.363,"H"
2020-12-06 11:00:00,4.882,"H"
2020-12-06 12:00:00,5.072,"H"
2020-12-06 13:00:00,5.227,"H"
2020-12-06 14:00:00,5.347,"H"
2020-12-06 15:00:00,5.583,"R"
2020-12-06 16:00:00,5.619,"R"
2020-12-06 17:00:00,5.701,"R"
2020-12-06 18:00:00,5.261,"H"
2020-12-06 19:00:00,5.526,"R"
2020-12-06 20:00:00,5.072,"H"
2020-12-06 21:00:00,4.83,"H"
2020-12-06 22:00:00,4.484,"H"
2020-12-06 23:00:00,4.467,"H"
2020-12-07 00:00:00,4.45,"H"
2020-12-07 01:00:00,4.536,"H"
2020-12-07 02:00:00,4.64,"H"
2020-12-07 03:00:00,4.571,"H"
2020-12-07 04:00:00,4.606,"H"
2020-12-07 05:00:00,4.689,"R"
2020-12-07 06:00:00,4.643,"R"
2020-12-07 07:00:00,4.71,"H"
2020-12-07 08:00:00,4.71,"H"
2020-12-07 09:00:00,4.762,"H"
2020-12-07 10:00:00,5.175,"H"
2020-12-07 11:00:00,5.586,"H"
2020-12-07 12:00:00,5.996,"H"
2020-12-07 13:00:00,6.386,"H"
2020-12-07 14:00:00,6.37,"H"
2020-12-07 15:00:00,6.773,"R"
2020-12-07 16:00:00,6.115,"H"
2020-12-07 17:00:00,5.911,"H"
2020-12-07 18:00:00,5.689,"H"
2020-12-07 19:00:00,5.209,"H"
2020-12-07 20:00:00,4.71,"H"
2020-12-07 21:00:00,4.294,"H"
2020-12-07 22:00:00,3.648,"H"
2020-12-07 23:00:00,3.367,"H"
2020-12-08 00:00:00,3.56,"H"
2020-12-08 01:00:00,3.56,"H"
2020-12-08 02:00:00,3.437,"H"
2020-12-08 03:00:00,3.543,"H"
2020-12-08 04:00:00,3.278,"H"
2020-12-08 05:00:00,3.243,"H"
2020-12-08 06:00:00,3.279,"H"
2020-12-08 07:00:00,2.836,"H"
2020-12-08 08:00:00,2.784,"H"
