date,th,origin
2020-11-30 00:00:00,-0.2695,H
2020-11-30 01:00:00,-0.362333333333333,H
2020-11-30 02:00:00,-0.9635,H
2020-11-30 03:00:00,-1.53183333333333,H
2020-11-30 04:00:00,-1.914,H
2020-11-30 05:00:00,-1.76066666666667,H
2020-11-30 06:00:00,-2.049,H
2020-11-30 07:00:00,-2.14533333333333,H
2020-11-30 08:00:00,-1.79983333333333,H
2020-11-30 09:00:00,-1.41766666666667,H
2020-11-30 10:00:00,-0.5525,H
2020-11-30 11:00:00,2.59916666666667,H
2020-11-30 12:00:00,5.61783333333333,H
2020-11-30 13:00:00,7.04433333333333,H
2020-11-30 14:00:00,5.273,H
2020-11-30 15:00:00,3.59366666666667,H
2020-11-30 16:00:00,2.3905,H
2020-11-30 17:00:00,1.33,H
2020-11-30 18:00:00,0.947833333333333,H
2020-11-30 19:00:00,0.673666666666667,H
2020-11-30 20:00:00,0.2315,H
2020-11-30 21:00:00,-0.1945,H
2020-11-30 22:00:00,-0.101666666666667,H
2020-11-30 23:00:00,0.0836666666666667,H
2020-12-01 00:00:00,-0.046,H
2020-12-01 01:00:00,0.158,H
2020-12-01 02:00:00,0.691666666666667,H
2020-12-01 03:00:00,0.984333333333333,H
2020-12-01 04:00:00,1.97733333333333,H
2020-12-01 05:00:00,3.208,H
2020-12-01 06:00:00,2.7645,H
2020-12-01 07:00:00,1.366,H
2020-12-01 08:00:00,1.2755,H
2020-12-01 09:00:00,1.56583333333333,H
2020-12-01 10:00:00,1.89,H
2020-12-01 11:00:00,2.1775,H
2020-12-01 12:00:00,2.6235,H
2020-12-01 13:00:00,3.24316666666667,H
2020-12-01 14:00:00,4.0325,H
2020-12-01 15:00:00,4.32816666666667,H
2020-12-01 16:00:00,3.8405,H
2020-12-01 17:00:00,4.20666666666667,H
2020-12-01 18:00:00,4.38033333333333,H
2020-12-01 19:00:00,4.3455,H
2020-12-01 20:00:00,4.38033333333333,H
2020-12-01 21:00:00,4.363,H
2020-12-01 22:00:00,4.24166666666667,H
2020-12-01 23:00:00,3.66416666666667,H
2020-12-02 00:00:00,2.73016666666667,H
2020-12-02 01:00:00,2.41,H
2020-12-02 02:00:00,2.55266666666667,H
2020-12-02 03:00:00,2.55266666666667,H
2020-12-02 04:00:00,2.48133333333333,H
2020-12-02 05:00:00,2.517,H
2020-12-02 06:00:00,2.624,H
2020-12-02 07:00:00,2.73,H
2020-12-02 08:00:00,2.80133333333333,H
2020-12-02 09:00:00,2.97833333333333,H
2020-12-02 10:00:00,3.4545,H
2020-12-02 11:00:00,4.27566666666667,H
2020-12-02 12:00:00,4.779,H
2020-12-02 13:00:00,4.98566666666667,H
2020-12-02 14:00:00,5.55216666666667,H
2020-12-02 15:00:00,5.12333333333333,H
2020-12-02 16:00:00,4.519,H
2020-12-02 17:00:00,4.10216666666667,H
2020-12-02 18:00:00,3.7705,H
2020-12-02 19:00:00,3.50733333333333,H
2020-12-02 20:00:00,3.33166666666667,H
2020-12-02 21:00:00,3.29633333333333,H
2020-12-02 22:00:00,3.19033333333333,H
2020-12-02 23:00:00,2.996,H
2020-12-03 00:00:00,2.69483333333333,H
2020-12-03 01:00:00,2.37416666666667,H
2020-12-03 02:00:00,2.39216666666667,H
2020-12-03 03:00:00,2.41,H
2020-12-03 04:00:00,2.42783333333333,H
2020-12-03 05:00:00,2.44566666666667,H
2020-12-03 06:00:00,2.55233333333333,H
2020-12-03 07:00:00,2.85433333333333,H
2020-12-03 08:00:00,3.01366666666667,H
2020-12-03 09:00:00,3.296,H
2020-12-03 10:00:00,3.97983333333333,H
2020-12-03 11:00:00,4.81283333333333,H
2020-12-03 12:00:00,5.56933333333333,H
2020-12-03 13:00:00,7.66116666666667,H
2020-12-03 14:00:00,7.88166666666667,H
2020-12-03 15:00:00,7.14566666666667,H
2020-12-03 16:00:00,6.1145,H
2020-12-03 17:00:00,4.93366666666667,H
2020-12-03 18:00:00,4.11966666666667,H
2020-12-03 19:00:00,4.276,H
2020-12-03 20:00:00,4.65766666666667,H
2020-12-03 21:00:00,5.02,H
2020-12-03 22:00:00,5.56933333333333,H
2020-12-03 23:00:00,4.95133333333333,H
2020-12-04 00:00:00,5.7895,H
2020-12-04 01:00:00,6.944,H
2020-12-04 02:00:00,7.19616666666667,H
2020-12-04 03:00:00,7.26316666666667,H
2020-12-04 04:00:00,7.99833333333333,H
2020-12-04 05:00:00,8.51416666666667,H
2020-12-04 06:00:00,7.83233333333333,H
2020-12-04 07:00:00,7.6315,H
2020-12-04 08:00:00,6.99466666666667,H
2020-12-04 09:00:00,6.826,H
2020-12-04 10:00:00,6.91066666666667,H
2020-12-04 11:00:00,6.6065,H
2020-12-04 12:00:00,6.58966666666667,H
2020-12-04 13:00:00,7.11233333333333,H
2020-12-04 14:00:00,6.64016666666667,H
2020-12-04 15:00:00,6.50516666666667,H
2020-12-04 16:00:00,6.336,H
2020-12-04 17:00:00,6.36966666666667,H
2020-12-04 18:00:00,6.52216666666667,H
2020-12-04 19:00:00,5.80833333333333,H
2020-12-04 20:00:00,5.39833333333333,H
2020-12-04 21:00:00,5.43266666666667,H
2020-12-04 22:00:00,5.24383333333333,H
2020-12-04 23:00:00,5.106,H
2020-12-05 00:00:00,4.519,H
2020-12-05 01:00:00,4.0675,H
2020-12-05 02:00:00,3.4545,H
2020-12-05 03:00:00,3.31383333333333,H
2020-12-05 04:00:00,3.56,H
2020-12-05 05:00:00,3.683,H
2020-12-05 06:00:00,3.6305,H
2020-12-05 07:00:00,3.437,H
2020-12-05 08:00:00,2.8365,H
2020-12-05 09:00:00,2.99583333333333,H
2020-12-05 10:00:00,3.70033333333333,H
2020-12-05 11:00:00,4.6055,H
2020-12-05 12:00:00,5.36383333333333,H
2020-12-05 13:00:00,6.31783333333333,H
2020-12-05 14:00:00,6.556,H
2020-12-05 15:00:00,6.149,H
2020-12-05 16:00:00,5.8085,H
2020-12-05 17:00:00,5.46683333333333,H
2020-12-05 18:00:00,5.36416666666667,H
2020-12-05 19:00:00,5.27833333333333,H
2020-12-05 20:00:00,5.1925,H
2020-12-05 21:00:00,5.26116666666667,H
2020-12-05 22:00:00,4.9685,H
2020-12-05 23:00:00,4.88233333333333,H
2020-12-06 00:00:00,4.623,H
2020-12-06 01:00:00,4.467,H
2020-12-06 02:00:00,4.571,H
2020-12-06 03:00:00,4.64033333333333,H
2020-12-06 04:00:00,4.60566666666667,H
2020-12-06 05:00:00,4.276,H
2020-12-06 06:00:00,3.893,H
2020-12-06 07:00:00,4.05,H
2020-12-06 08:00:00,4.137,H
2020-12-06 09:00:00,4.224,H
2020-12-06 10:00:00,4.571,H
2020-12-06 11:00:00,5.44933333333333,H
2020-12-06 12:00:00,5.8085,H
2020-12-06 13:00:00,5.945,H
2020-12-06 14:00:00,5.89366666666667,H
2020-12-06 15:00:00,5.84283333333333,H
2020-12-06 16:00:00,5.979,H
2020-12-06 17:00:00,5.7915,H
2020-12-06 18:00:00,5.689,H
2020-12-06 19:00:00,5.41533333333333,H
2020-12-06 20:00:00,5.4495,H
2020-12-06 21:00:00,5.55216666666667,H
2020-12-06 22:00:00,4.8475,H
2020-12-06 23:00:00,4.39766666666667,H
2020-12-07 00:00:00,4.39766666666667,H
2020-12-07 01:00:00,4.467,H
2020-12-07 02:00:00,4.519,H
2020-12-07 03:00:00,4.44966666666667,H
2020-12-07 04:00:00,4.519,H
2020-12-07 05:00:00,4.519,H
2020-12-07 06:00:00,4.44966666666667,H
2020-12-07 07:00:00,4.48433333333333,H
2020-12-07 08:00:00,4.32833333333333,H
2020-12-07 09:00:00,4.5015,H
2020-12-07 10:00:00,5.278,H
2020-12-07 11:00:00,6.3185,H
2020-12-07 12:00:00,8.26433333333333,H
2020-12-07 13:00:00,9.307,H
2020-12-07 14:00:00,7.8985,H
2020-12-07 15:00:00,7.56483333333333,H
2020-12-07 16:00:00,6.99466666666667,H
2020-12-07 17:00:00,6.72483333333333,H
2020-12-07 18:00:00,6.28483333333333,H
2020-12-07 19:00:00,5.8935,H
2020-12-07 20:00:00,4.63933333333333,H
2020-12-07 21:00:00,3.66533333333333,H
2020-12-07 22:00:00,3.13716666666667,H
2020-12-07 23:00:00,2.55233333333333,H
2020-12-08 00:00:00,2.3565,H
2020-12-08 01:00:00,2.30283333333333,H
2020-12-08 02:00:00,2.41,H
2020-12-08 03:00:00,2.62366666666667,H
2020-12-08 04:00:00,2.42766666666667,H
2020-12-08 05:00:00,2.49916666666667,H
2020-12-08 06:00:00,2.35633333333333,H
2020-12-08 07:00:00,1.8,H
2020-12-08 08:00:00,1.33,H
2020-12-08 09:00:00,1.33,H
2020-12-08 10:00:00,2.03283333333333,H
2020-12-08 11:00:00,3.54216666666667,H
2020-12-08 12:00:00,3.34866666666667,H
2020-12-08 13:00:00,3.17266666666667,H
2020-12-08 14:00:00,3.64783333333333,H
2020-12-08 15:00:00,3.33133333333333,H
2020-12-08 16:00:00,3.22566666666667,H
2020-12-08 17:00:00,3.06666666666667,H
2020-12-08 18:00:00,2.97833333333333,H
2020-12-08 19:00:00,3.208,H
2020-12-08 20:00:00,3.24333333333333,H
2020-12-08 21:00:00,3.29616666666667,H
2020-12-08 22:00:00,3.06666666666667,H
2020-12-08 23:00:00,2.89,H
2020-12-09 00:00:00,3.03133333333333,H
2020-12-09 01:00:00,3.049,H
2020-12-09 02:00:00,3.102,H
2020-12-09 03:00:00,3.155,H
2020-12-09 04:00:00,3.13733333333333,H
2020-12-09 05:00:00,2.92533333333333,H
2020-12-09 06:00:00,3.049,H
2020-12-09 07:00:00,3.11966666666667,H
2020-12-09 08:00:00,3.29633333333333,H
2020-12-09 09:00:00,3.472,H
2020-12-09 10:00:00,3.68283333333333,H
2020-12-09 11:00:00,3.893,H
2020-12-09 12:00:00,3.9975,H
2020-12-09 13:00:00,3.9105,H
2020-12-09 14:00:00,3.683,H
2020-12-09 15:00:00,3.648,H
2020-12-09 16:00:00,3.52483333333333,H
2020-12-09 17:00:00,2.872,H
2020-12-09 18:00:00,3.2605,H
2020-12-09 19:00:00,2.92516666666667,H
2020-12-09 20:00:00,2.81916666666667,H
2020-12-09 21:00:00,2.801,H
2020-12-09 22:00:00,3.29616666666667,H
2020-12-09 23:00:00,3.34916666666667,H
2020-12-10 00:00:00,2.74816666666667,H
2020-12-10 01:00:00,2.5705,H
2020-12-10 02:00:00,2.4635,H
2020-12-10 03:00:00,2.231,H
2020-12-10 04:00:00,1.926,H
2020-12-10 05:00:00,1.926,H
2020-12-10 06:00:00,1.72783333333333,H
2020-12-10 07:00:00,1.07533333333333,H
2020-12-10 08:00:00,0.710333333333333,H
2020-12-10 09:00:00,1.20283333333333,H
2020-12-10 10:00:00,1.99766666666667,H
2020-12-10 11:00:00,3.22483333333333,H
2020-12-10 12:00:00,4.102,H
2020-12-10 13:00:00,4.779,H
2020-12-10 14:00:00,4.48433333333333,H
2020-12-10 15:00:00,4.20666666666667,H
2020-12-10 16:00:00,3.9455,H
2020-12-10 17:00:00,3.893,H
2020-12-10 18:00:00,3.75266666666667,H
2020-12-10 19:00:00,3.17216666666667,H
2020-12-10 20:00:00,2.3725,H
2020-12-10 21:00:00,1.67383333333333,H
2020-12-10 22:00:00,1.23916666666667,H
