"date","th","origin"
2020-11-30 00:00:00,0.433086039498007,"R"
2020-11-30 01:00:00,0.416,"H"
2020-11-30 02:00:00,-0.214,"H"
2020-11-30 03:00:00,-0.983333333333333,"H"
2020-11-30 04:00:00,-1.13333333333333,"H"
2020-11-30 05:00:00,-0.849666666666667,"H"
2020-11-30 06:00:00,-1.15233333333333,"H"
2020-11-30 07:00:00,-0.512080988772612,"R"
2020-11-30 08:00:00,-0.8695,"H"
2020-11-30 09:00:00,-0.568,"H"
2020-11-30 10:00:00,0.744,"H"
2020-11-30 11:00:00,3.24033333333333,"H"
2020-11-30 12:00:00,4.95083333333333,"H"
2020-11-30 13:00:00,6.4195,"H"
2020-11-30 14:00:00,7.89816666666667,"H"
2020-11-30 15:00:00,3.45762052996399,"R"
2020-11-30 16:00:00,2.79600361017455,"R"
2020-11-30 17:00:00,1.23816666666667,"H"
2020-11-30 18:00:00,0.91,"H"
2020-11-30 19:00:00,0.544666666666667,"H"
2020-11-30 20:00:00,0.194833333333333,"H"
2020-11-30 21:00:00,0.268833333333333,"H"
2020-11-30 22:00:00,0.716636147979192,"R"
2020-11-30 23:00:00,0.341666666666667,"H"
2020-12-01 00:00:00,0.453,"H"
2020-12-01 01:00:00,0.819666666666667,"H"
2020-12-01 02:00:00,1.7095,"H"
2020-12-01 03:00:00,1.76383333333333,"H"
2020-12-01 04:00:00,2.81716666666667,"H"
2020-12-01 05:00:00,3.753,"H"
2020-12-01 06:00:00,3.259,"H"
2020-12-01 07:00:00,1.85366666666667,"H"
2020-12-01 08:00:00,1.674,"H"
2020-12-01 09:00:00,2.07,"H"
2020-12-01 10:00:00,2.42766666666667,"H"
2020-12-01 11:00:00,2.65916666666667,"H"
2020-12-01 12:00:00,3.172,"H"
2020-12-01 13:00:00,3.43666666666667,"H"
2020-12-01 14:00:00,3.94516666666667,"H"
2020-12-01 15:00:00,3.823,"H"
2020-12-01 16:00:00,3.7005,"H"
2020-12-01 17:00:00,3.52466666666667,"H"
2020-12-01 18:00:00,3.11966666666667,"H"
2020-12-01 19:00:00,3.24333333333333,"H"
2020-12-01 20:00:00,3.64665393561811,"R"
2020-12-01 21:00:00,3.80433333333333,"H"
2020-12-01 22:00:00,3.64665393561811,"R"
2020-12-01 23:00:00,3.2955,"H"
2020-12-02 00:00:00,3.11966666666667,"H"
2020-12-02 01:00:00,2.51245350169337,"R"
2020-12-02 02:00:00,3.40183333333333,"H"
2020-12-02 03:00:00,3.31383333333333,"H"
2020-12-02 04:00:00,3.03133333333333,"H"
2020-12-02 05:00:00,2.99583333333333,"H"
2020-12-02 06:00:00,3.24333333333333,"H"
2020-12-02 07:00:00,4.35133333333333,"H"
2020-12-02 08:00:00,3.07955371865574,"R"
2020-12-02 09:00:00,3.1740704214828,"R"
2020-12-02 10:00:00,3.525,"H"
2020-12-02 11:00:00,4.015,"H"
2020-12-02 12:00:00,4.363,"H"
2020-12-02 13:00:00,4.53616666666667,"H"
2020-12-02 14:00:00,4.96988777519698,"R"
2020-12-02 15:00:00,4.72633333333333,"H"
2020-12-02 16:00:00,4.04983333333333,"H"
2020-12-02 17:00:00,3.50733333333333,"H"
2020-12-02 18:00:00,3.525,"H"
2020-12-02 19:00:00,3.11966666666667,"H"
2020-12-02 20:00:00,3.11966666666667,"H"
2020-12-02 21:00:00,3.17266666666667,"H"
2020-12-02 22:00:00,2.60697020452043,"R"
2020-12-02 23:00:00,3.33166666666667,"H"
