date,th,origin
2020-11-30 00:00:00,1.442,R
2020-11-30 01:00:00,0.065,H
2020-11-30 02:00:00,-0.512,H
2020-11-30 03:00:00,-0.793,H
2020-11-30 04:00:00,-1.266,H
2020-11-30 05:00:00,-1.38,H
2020-11-30 06:00:00,-1.323,H
2020-11-30 07:00:00,-2.069,H
2020-11-30 08:00:00,-0.945,H
2020-11-30 09:00:00,0.231,H
2020-11-30 10:00:00,1.546,H
2020-11-30 11:00:00,1.774,R
2020-11-30 12:00:00,6.91,H
2020-11-30 13:00:00,6.535,H
2020-11-30 14:00:00,5.192,H
2020-11-30 15:00:00,3.803,H
2020-11-30 16:00:00,2.694,H
2020-11-30 17:00:00,1.438,H
2020-11-30 18:00:00,1.075,H
2020-11-30 19:00:00,0.893,H
2020-11-30 20:00:00,0.839,H
2020-11-30 21:00:00,0.508,H
2020-11-30 22:00:00,0.416,H
2020-11-30 23:00:00,0.398,H
2020-12-01 00:00:00,1.675,R
2020-12-01 01:00:00,2.026,R
2020-12-01 02:00:00,2.179,R
2020-12-01 03:00:00,2.75,R
2020-12-01 04:00:00,3.394,R
2020-12-01 05:00:00,3.99,R
2020-12-01 06:00:00,4.865,R
2020-12-01 07:00:00,4.358,R
2020-12-01 08:00:00,3.172,R
2020-12-01 09:00:00,3.177,R
2020-12-01 10:00:00,3.447,R
2020-12-01 11:00:00,3.681,R
2020-12-01 12:00:00,3.82,R
2020-12-01 13:00:00,4.132,R
2020-12-01 14:00:00,4.425,R
2020-12-01 15:00:00,4.766,R
2020-12-01 16:00:00,4.836,R
2020-12-01 17:00:00,4.79,R
2020-12-01 18:00:00,4.664,R
2020-12-01 19:00:00,4.574,R
2020-12-01 20:00:00,4.463,R
2020-12-01 21:00:00,4.428,R
2020-12-01 22:00:00,4.384,R
2020-12-01 23:00:00,4.322,R
2020-12-02 00:00:00,4.23,R
2020-12-02 01:00:00,4.012,R
2020-12-02 02:00:00,3.81,R
2020-12-02 03:00:00,3.99,R
2020-12-02 04:00:00,3.9,R
2020-12-02 05:00:00,3.847,R
2020-12-02 06:00:00,3.817,R
2020-12-02 07:00:00,3.931,R
2020-12-02 08:00:00,4.018,R
2020-12-02 09:00:00,4.015,R
2020-12-02 10:00:00,4.201,R
2020-12-02 11:00:00,4.415,R
2020-12-02 12:00:00,4.7,R
2020-12-02 13:00:00,4.926,R
2020-12-02 14:00:00,5.169,R
2020-12-02 15:00:00,5.525,R
2020-12-02 16:00:00,5.274,R
2020-12-02 17:00:00,4.929,R
2020-12-02 18:00:00,4.521,R
2020-12-02 19:00:00,4.252,R
2020-12-02 20:00:00,3.996,R
2020-12-02 21:00:00,3.896,R
2020-12-02 22:00:00,3.852,R
2020-12-02 23:00:00,3.809,R
2020-12-03 00:00:00,3.712,R
2020-12-03 01:00:00,3.685,R
2020-12-03 02:00:00,3.565,R
2020-12-03 03:00:00,3.496,R
2020-12-03 04:00:00,3.54,R
2020-12-03 05:00:00,3.624,R
2020-12-03 06:00:00,3.669,R
2020-12-03 07:00:00,3.787,R
2020-12-03 08:00:00,4.142,R
2020-12-03 09:00:00,4.276,R
2020-12-03 10:00:00,4.479,R
2020-12-03 11:00:00,4.662,R
2020-12-03 12:00:00,5.045,R
2020-12-03 13:00:00,5.41,R
2020-12-03 14:00:00,6.594,R
2020-12-03 15:00:00,7.678,R
2020-12-03 16:00:00,7.194,R
2020-12-03 17:00:00,6.053,R
2020-12-03 18:00:00,4.925,R
2020-12-03 19:00:00,4.367,R
2020-12-03 20:00:00,4.793,R
2020-12-03 21:00:00,5.221,R
2020-12-03 22:00:00,5.454,R
2020-12-03 23:00:00,5.952,R
2020-12-04 00:00:00,6.22,R
2020-12-04 01:00:00,7.334,R
2020-12-04 02:00:00,7.673,R
2020-12-04 03:00:00,7.958,R
2020-12-04 04:00:00,8.065,R
2020-12-04 05:00:00,8.366,R
2020-12-04 06:00:00,8.535,R
2020-12-04 07:00:00,7.841,R
2020-12-04 08:00:00,7.574,R
2020-12-04 09:00:00,6.972,R
2020-12-04 10:00:00,6.777,R
2020-12-04 11:00:00,6.786,R
2020-12-04 12:00:00,6.502,R
2020-12-04 13:00:00,6.437,R
2020-12-04 14:00:00,6.701,R
2020-12-04 15:00:00,6.393,R
2020-12-04 16:00:00,6.272,R
2020-12-04 17:00:00,6.214,R
2020-12-04 18:00:00,6.083,R
2020-12-04 19:00:00,5.94,R
2020-12-04 20:00:00,5.561,R
2020-12-04 21:00:00,5.322,R
2020-12-04 22:00:00,5.343,R
2020-12-04 23:00:00,5.253,R
2020-12-05 00:00:00,5.044,R
2020-12-05 01:00:00,4.68,R
2020-12-05 02:00:00,4.319,R
2020-12-05 03:00:00,3.919,R
2020-12-05 04:00:00,3.933,R
2020-12-05 05:00:00,3.994,R
2020-12-05 06:00:00,4.147,R
2020-12-05 07:00:00,4.215,R
2020-12-05 08:00:00,4.286,R
2020-12-05 09:00:00,3.812,R
2020-12-05 10:00:00,3.905,R
2020-12-05 11:00:00,4.389,R
2020-12-05 12:00:00,4.993,R
2020-12-05 13:00:00,5.531,R
2020-12-05 14:00:00,6.217,R
2020-12-05 15:00:00,6.276,R
2020-12-05 16:00:00,6,R
2020-12-05 17:00:00,5.682,R
2020-12-05 18:00:00,5.32,R
2020-12-05 19:00:00,5.243,R
2020-12-05 20:00:00,5.181,R
2020-12-05 21:00:00,5.209,R
2020-12-05 22:00:00,5.237,R
2020-12-05 23:00:00,5.155,R
2020-12-06 00:00:00,5.041,R
2020-12-06 01:00:00,4.923,R
2020-12-06 02:00:00,4.877,R
2020-12-06 03:00:00,4.974,R
2020-12-06 04:00:00,5.094,R
2020-12-06 05:00:00,4.954,R
2020-12-06 06:00:00,4.672,R
2020-12-06 07:00:00,4.436,R
2020-12-06 08:00:00,4.453,R
2020-12-06 09:00:00,4.473,R
2020-12-06 10:00:00,4.449,R
2020-12-06 11:00:00,4.741,R
2020-12-06 12:00:00,5.225,R
2020-12-06 13:00:00,5.565,R
2020-12-06 14:00:00,5.73,R
2020-12-06 15:00:00,5.741,R
2020-12-06 16:00:00,5.775,R
2020-12-06 17:00:00,5.852,R
2020-12-06 18:00:00,5.757,R
2020-12-06 19:00:00,5.687,R
2020-12-06 20:00:00,5.497,R
2020-12-06 21:00:00,5.431,R
2020-12-06 22:00:00,5.18,R
2020-12-06 23:00:00,4.792,R
2020-12-07 00:00:00,4.668,R
2020-12-07 01:00:00,4.673,R
2020-12-07 02:00:00,4.716,R
2020-12-07 03:00:00,4.792,R
2020-12-07 04:00:00,4.804,R
2020-12-07 05:00:00,4.893,R
2020-12-07 06:00:00,4.85,R
2020-12-07 07:00:00,4.876,R
2020-12-07 08:00:00,4.998,R
2020-12-07 09:00:00,4.959,R
2020-12-07 10:00:00,5.055,R
2020-12-07 11:00:00,5.483,R
2020-12-07 12:00:00,6.475,R
2020-12-07 13:00:00,7.305,R
2020-12-07 14:00:00,7.823,R
2020-12-07 15:00:00,6.869,R
2020-12-07 16:00:00,6.52,R
2020-12-07 17:00:00,6.302,R
2020-12-07 18:00:00,6.097,R
2020-12-07 19:00:00,5.845,R
2020-12-07 20:00:00,5.22,R
2020-12-07 21:00:00,4.289,R
2020-12-07 22:00:00,3.522,R
2020-12-07 23:00:00,3.238,R
2020-12-08 00:00:00,3.195,R
2020-12-08 01:00:00,3.334,R
2020-12-08 02:00:00,3.303,R
2020-12-08 03:00:00,3.374,R
2020-12-08 04:00:00,3.754,R
2020-12-08 05:00:00,3.479,R
2020-12-08 06:00:00,3.544,R
2020-12-08 07:00:00,3.486,R
2020-12-08 08:00:00,3.066,R
2020-12-08 09:00:00,2.793,R
2020-12-08 10:00:00,2.926,R
2020-12-08 11:00:00,3.672,R
2020-12-08 12:00:00,4.282,R
2020-12-08 13:00:00,3.892,R
