date,th,origin
2020-11-30 00:00:00,0.765,H
2020-11-30 01:00:00,0.397,H
2020-11-30 02:00:00,0.102,H
2020-11-30 03:00:00,-0.587,H
2020-11-30 04:00:00,-0.832,H
2020-11-30 05:00:00,-1.095,H
2020-11-30 06:00:00,-1.325,H
2020-11-30 07:00:00,-1.896,H
2020-11-30 08:00:00,-1.095,H
2020-11-30 09:00:00,-0.196,H
2020-11-30 10:00:00,1.145,H
2020-11-30 11:00:00,2.659,H
2020-11-30 12:00:00,3.137,H
2020-11-30 13:00:00,3.102,H
2020-11-30 14:00:00,2.978,H
2020-11-30 15:00:00,2.854,H
2020-11-30 16:00:00,2.159,H
2020-11-30 17:00:00,1.257,H
2020-11-30 18:00:00,1.239,H
2020-11-30 19:00:00,1.148,H
2020-11-30 20:00:00,1.203,H
2020-11-30 21:00:00,1.039,H
2020-11-30 22:00:00,0.563,H
2020-11-30 23:00:00,0.655,H
2020-12-01 00:00:00,1.384,H
2020-12-01 01:00:00,1.800,H
2020-12-01 02:00:00,1.674,H
2020-12-01 03:00:00,1.926,H
2020-12-01 04:00:00,2.907,H
2020-12-01 05:00:00,3.525,H
2020-12-01 06:00:00,3.208,H
2020-12-01 07:00:00,2.267,H
2020-12-01 08:00:00,2.213,H
2020-12-01 09:00:00,2.517,H
2020-12-01 10:00:00,3.049,H
2020-12-01 11:00:00,3.261,H
2020-12-01 12:00:00,3.507,H
2020-12-01 13:00:00,3.560,H
2020-12-01 14:00:00,3.963,H
2020-12-01 15:00:00,3.963,H
2020-12-01 16:00:00,3.718,H
2020-12-01 17:00:00,3.507,H
2020-12-01 18:00:00,3.243,H
2020-12-01 19:00:00,3.313,H
2020-12-01 20:00:00,3.225,H
2020-12-01 21:00:00,3.208,H
2020-12-01 22:00:00,3.261,H
2020-12-01 23:00:00,3.102,H
2020-12-02 00:00:00,2.890,H
2020-12-02 01:00:00,2.249,H
2020-12-02 02:00:00,2.588,H
2020-12-02 03:00:00,2.463,H
2020-12-02 04:00:00,2.481,H
2020-12-02 05:00:00,2.517,H
2020-12-02 06:00:00,3.266,R
2020-12-02 07:00:00,2.677,H
2020-12-02 08:00:00,2.837,H
2020-12-02 09:00:00,2.996,H
2020-12-02 10:00:00,3.402,H
2020-12-02 11:00:00,3.840,H
2020-12-02 12:00:00,4.120,H
2020-12-02 13:00:00,4.519,H
2020-12-02 14:00:00,4.813,H
2020-12-02 15:00:00,4.294,H
2020-12-02 16:00:00,3.823,H
2020-12-02 17:00:00,3.454,H
2020-12-02 18:00:00,3.314,H
2020-12-02 19:00:00,3.031,H
2020-12-02 20:00:00,2.943,H
2020-12-02 21:00:00,3.049,H
2020-12-02 22:00:00,2.784,H
2020-12-02 23:00:00,2.659,H
2020-12-03 00:00:00,2.858,R
2020-12-03 01:00:00,2.588,H
2020-12-03 02:00:00,2.819,H
2020-12-03 03:00:00,2.854,H
2020-12-03 04:00:00,2.606,H
2020-12-03 05:00:00,2.996,H
2020-12-03 06:00:00,2.996,H
2020-12-03 07:00:00,3.437,H
2020-12-03 08:00:00,3.823,H
2020-12-03 09:00:00,4.085,H
2020-12-03 10:00:00,4.709,H
2020-12-03 11:00:00,5.210,H
2020-12-03 12:00:00,5.620,H
2020-12-03 13:00:00,5.894,H
2020-12-03 14:00:00,6.064,H
2020-12-03 15:00:00,6.674,H
2020-12-03 16:00:00,5.620,H
2020-12-03 17:00:00,4.675,H
2020-12-03 18:00:00,4.363,H
2020-12-03 19:00:00,4.951,H
2020-12-03 20:00:00,5.227,H
2020-12-03 21:00:00,5.604,H
2020-12-03 22:00:00,6.064,H
2020-12-03 23:00:00,5.466,H
2020-12-04 00:00:00,7.564,H
2020-12-04 01:00:00,8.032,H
2020-12-04 02:00:00,8.332,H
2020-12-04 03:00:00,8.365,H
2020-12-04 04:00:00,8.232,H
2020-12-04 05:00:00,8.365,H
2020-12-04 06:00:00,8.032,H
2020-12-04 07:00:00,7.949,H
2020-12-04 08:00:00,7.028,H
2020-12-04 09:00:00,6.809,H
2020-12-04 10:00:00,6.927,H
2020-12-04 11:00:00,6.809,H
2020-12-04 12:00:00,6.894,H
2020-12-04 13:00:00,6.910,H
2020-12-04 14:00:00,6.488,H
2020-12-04 15:00:00,6.539,H
2020-12-04 16:00:00,6.081,H
2020-12-04 17:00:00,5.774,H
2020-12-04 18:00:00,5.415,H
2020-12-04 19:00:00,5.227,H
2020-12-04 20:00:00,5.244,H
2020-12-04 21:00:00,5.089,H
2020-12-04 22:00:00,4.779,H
2020-12-04 23:00:00,4.848,H
2020-12-05 00:00:00,4.865,H
2020-12-05 01:00:00,4.328,H
2020-12-05 02:00:00,3.507,H
2020-12-05 03:00:00,3.736,H
2020-12-05 04:00:00,3.735,H
2020-12-05 05:00:00,4.450,H
2020-12-05 06:00:00,4.554,H
2020-12-05 07:00:00,4.293,H
2020-12-05 08:00:00,3.893,H
2020-12-05 09:00:00,4.085,H
2020-12-05 10:00:00,4.934,H
2020-12-05 11:00:00,5.569,H
2020-12-05 12:00:00,5.962,H
2020-12-05 13:00:00,6.386,H
2020-12-05 14:00:00,5.672,H
2020-12-05 15:00:00,5.158,H
2020-12-05 16:00:00,4.744,H
2020-12-05 17:00:00,4.554,H
2020-12-05 18:00:00,4.779,H
2020-12-05 19:00:00,4.675,H
2020-12-05 20:00:00,4.606,H
2020-12-05 21:00:00,4.727,H
2020-12-05 22:00:00,4.675,H
2020-12-05 23:00:00,4.519,H
2020-12-06 00:00:00,4.328,H
2020-12-06 01:00:00,4.248,R
2020-12-06 02:00:00,4.450,H
2020-12-06 03:00:00,4.415,H
2020-12-06 04:00:00,4.450,H
2020-12-06 05:00:00,4.207,H
2020-12-06 06:00:00,4.276,H
2020-12-06 07:00:00,3.945,H
2020-12-06 08:00:00,4.015,H
2020-12-06 09:00:00,4.467,H
2020-12-06 10:00:00,4.986,H
2020-12-06 11:00:00,5.757,H
2020-12-06 12:00:00,5.467,H
2020-12-06 13:00:00,5.604,H
2020-12-06 14:00:00,5.432,H
2020-12-06 15:00:00,5.484,H
2020-12-06 16:00:00,5.330,H
2020-12-06 17:00:00,5.552,H
2020-12-06 18:00:00,5.141,H
2020-12-06 19:00:00,5.124,H
2020-12-06 20:00:00,4.968,H
2020-12-06 21:00:00,4.865,H
2020-12-06 22:00:00,4.606,H
2020-12-06 23:00:00,4.484,H
2020-12-07 00:00:00,4.502,H
2020-12-07 01:00:00,4.363,H
2020-12-07 02:00:00,4.450,H
2020-12-07 03:00:00,4.256,R
2020-12-07 04:00:00,4.588,H
2020-12-07 05:00:00,4.502,H
2020-12-07 06:00:00,4.346,H
2020-12-07 07:00:00,4.692,H
2020-12-07 08:00:00,4.658,H
2020-12-07 09:00:00,4.950,H
2020-12-07 10:00:00,6.200,H
2020-12-07 11:00:00,6.978,H
2020-12-07 12:00:00,7.648,H
2020-12-07 13:00:00,7.347,H
2020-12-07 14:00:00,7.061,H
2020-12-07 15:00:00,6.640,H
2020-12-07 16:00:00,6.149,H
2020-12-07 17:00:00,5.928,H
2020-12-07 18:00:00,5.655,H
2020-12-07 19:00:00,4.760,H
2020-12-07 20:00:00,3.805,H
2020-12-07 21:00:00,3.560,H
2020-12-07 22:00:00,3.349,H
2020-12-07 23:00:00,3.367,H
2020-12-08 00:00:00,3.700,H
2020-12-08 01:00:00,2.819,H
2020-12-08 02:00:00,2.890,H
2020-12-08 03:00:00,2.837,H
2020-12-08 04:00:00,2.837,H
2020-12-08 05:00:00,2.819,H
2020-12-08 06:00:00,2.481,H
2020-12-08 07:00:00,1.692,H
2020-12-08 08:00:00,1.530,H
2020-12-08 09:00:00,2.249,H
2020-12-08 10:00:00,2.819,H
2020-12-08 11:00:00,3.752,H
2020-12-08 12:00:00,3.805,H
2020-12-08 13:00:00,3.683,H
2020-12-08 14:00:00,3.314,H
2020-12-08 15:00:00,3.173,H
2020-12-08 16:00:00,2.784,H
2020-12-08 17:00:00,2.623,H
2020-12-08 18:00:00,2.428,H
2020-12-08 19:00:00,2.410,H
2020-12-08 20:00:00,2.642,H
2020-12-08 21:00:00,2.659,H
2020-12-08 22:00:00,2.961,H
2020-12-08 23:00:00,2.978,H
2020-12-09 00:00:00,2.872,H
2020-12-09 01:00:00,2.695,H
2020-12-09 02:00:00,2.961,H
2020-12-09 03:00:00,3.362,R
2020-12-09 04:00:00,2.943,H
2020-12-09 05:00:00,2.890,H
2020-12-09 06:00:00,2.978,H
2020-12-09 07:00:00,3.137,H
2020-12-09 08:00:00,3.084,H
2020-12-09 09:00:00,3.208,H
2020-12-09 10:00:00,3.455,H
2020-12-09 11:00:00,3.683,H
2020-12-09 12:00:00,3.630,H
2020-12-09 13:00:00,3.858,H
2020-12-09 14:00:00,3.823,H
2020-12-09 15:00:00,3.736,H
2020-12-09 16:00:00,3.840,H
2020-12-09 17:00:00,3.455,H
2020-12-09 18:00:00,2.872,H
2020-12-09 19:00:00,2.392,H
2020-12-09 20:00:00,2.428,H
2020-12-09 21:00:00,3.031,H
2020-12-09 22:00:00,2.463,H
2020-12-09 23:00:00,2.624,H
2020-12-10 00:00:00,2.499,H
2020-12-10 01:00:00,2.231,H
2020-12-10 02:00:00,2.123,H
2020-12-10 03:00:00,1.746,H
2020-12-10 04:00:00,1.656,H
2020-12-10 05:00:00,1.962,H
2020-12-10 06:00:00,1.584,H
2020-12-10 07:00:00,0.930,H
2020-12-10 08:00:00,0.930,H
2020-12-10 09:00:00,1.619,H
2020-12-10 10:00:00,2.249,H
2020-12-10 11:00:00,3.119,H
2020-12-10 12:00:00,3.736,H
2020-12-10 13:00:00,3.718,H
2020-12-10 14:00:00,3.331,H
2020-12-10 15:00:00,3.190,H
2020-12-10 16:00:00,2.996,H
2020-12-10 17:00:00,2.837,H
2020-12-10 18:00:00,2.659,H
2020-12-10 19:00:00,1.997,H
2020-12-10 20:00:00,1.294,H
2020-12-10 21:00:00,1.076,H
2020-12-10 22:00:00,0.600,H
2020-12-10 23:00:00,0.710,H
2020-12-11 00:00:00,0.489,H
2020-12-11 01:00:00,0.010,H
2020-12-11 02:00:00,0.121,H
2020-12-11 03:00:00,-0.456,H
2020-12-11 04:00:00,-0.214,H
2020-12-11 05:00:00,0.121,H
2020-12-11 06:00:00,0.176,H
2020-12-11 07:00:00,0.324,H
2020-12-11 08:00:00,0.729,H
2020-12-11 09:00:00,1.330,H
2020-12-11 10:00:00,2.015,H
2020-12-11 11:00:00,3.664,H
2020-12-11 12:00:00,4.398,H
2020-12-11 13:00:00,3.893,H
2020-12-11 14:00:00,4.606,H
2020-12-11 15:00:00,5.516,H
2020-12-11 16:00:00,6.893,H
2020-12-11 17:00:00,7.163,H
2020-12-11 18:00:00,6.977,H
2020-12-11 19:00:00,6.809,H
2020-12-11 20:00:00,6.539,H
2020-12-11 21:00:00,6.454,H
2020-12-11 22:00:00,6.673,H
2020-12-11 23:00:00,6.200,H
2020-12-12 00:00:00,6.657,H
2020-12-12 01:00:00,7.531,H
2020-12-12 02:00:00,7.966,H
2020-12-12 03:00:00,7.682,H
2020-12-12 04:00:00,7.062,H
2020-12-12 05:00:00,6.742,H
2020-12-12 06:00:00,6.877,H
2020-12-12 07:00:00,7.079,H
2020-12-12 08:00:00,7.314,H
2020-12-12 09:00:00,7.832,H
2020-12-12 10:00:00,8.730,H
2020-12-12 11:00:00,9.225,H
2020-12-12 12:00:00,9.948,H
2020-12-12 13:00:00,10.324,H
2020-12-12 14:00:00,10.226,H
2020-12-12 15:00:00,9.521,H
2020-12-12 16:00:00,8.812,H
2020-12-12 17:00:00,8.365,H
2020-12-12 18:00:00,8.382,H
2020-12-12 19:00:00,8.315,H
2020-12-12 20:00:00,8.349,H
2020-12-12 21:00:00,8.315,H
2020-12-12 22:00:00,8.365,H
2020-12-12 23:00:00,8.104,R
2020-12-13 00:00:00,8.061,R
2020-12-13 01:00:00,8.115,H
2020-12-13 02:00:00,8.049,H
2020-12-13 03:00:00,7.882,H
2020-12-13 04:00:00,7.849,H
2020-12-13 05:00:00,7.715,H
2020-12-13 06:00:00,7.832,H
2020-12-13 07:00:00,7.715,H
2020-12-13 08:00:00,7.481,H
2020-12-13 09:00:00,7.398,H
2020-12-13 10:00:00,7.448,H
2020-12-13 11:00:00,7.615,H
2020-12-13 12:00:00,8.910,H
2020-12-13 13:00:00,8.713,H
2020-12-13 14:00:00,8.431,H
2020-12-13 15:00:00,7.698,H
2020-12-13 16:00:00,7.045,H
2020-12-13 17:00:00,6.539,H
2020-12-13 18:00:00,6.285,H
2020-12-13 19:00:00,6.488,H
2020-12-13 20:00:00,6.370,H
2020-12-13 21:00:00,6.132,H
2020-12-13 22:00:00,6.572,H
2020-12-13 23:00:00,5.825,H
2020-12-14 00:00:00,5.072,H
2020-12-14 01:00:00,4.328,H
2020-12-14 02:00:00,4.743,H
2020-12-14 03:00:00,4.415,H
2020-12-14 04:00:00,4.586,H
2020-12-14 05:00:00,4.448,H
2020-12-14 06:00:00,3.578,H
2020-12-14 07:00:00,3.752,H
2020-12-14 08:00:00,3.155,H
2020-12-14 09:00:00,3.733,H
2020-12-14 10:00:00,5.448,H
2020-12-14 11:00:00,7.127,H
2020-12-14 12:00:00,8.878,H
2020-12-14 13:00:00,8.879,H
2020-12-14 14:00:00,9.390,H
