date,th,origin
2020-11-30 00:00:00,-0.888,H
2020-11-30 01:00:00,-0.699,H
2020-11-30 02:00:00,-1.437,H
2020-11-30 03:00:00,-1.876,H
2020-11-30 04:00:00,-1.834,R
2020-11-30 05:00:00,-1.857,H
2020-11-30 06:00:00,-2.049,H
2020-11-30 07:00:00,-2.358,H
2020-11-30 08:00:00,-1.495,H
2020-11-30 09:00:00, 0.231,H
2020-11-30 10:00:00, 2.084,H
2020-11-30 11:00:00, 3.277,H
2020-11-30 12:00:00, 3.770,H
2020-11-30 13:00:00, 4.778,H
2020-11-30 14:00:00, 4.726,H
2020-11-30 15:00:00, 2.773,R
2020-11-30 16:00:00, 2.072,R
2020-11-30 17:00:00, 0.965,H
2020-11-30 18:00:00, 0.177,H
2020-11-30 19:00:00,-0.251,H
2020-11-30 20:00:00,-0.344,H
2020-11-30 21:00:00,-0.381,H
2020-11-30 22:00:00,-0.549,H
2020-11-30 23:00:00,-0.028,H
2020-12-01 00:00:00, 0.324,H
2020-12-01 01:00:00, 0.471,H
2020-12-01 02:00:00, 1.130,H
2020-12-01 03:00:00, 1.908,H
2020-12-01 04:00:00, 3.066,H
2020-12-01 05:00:00, 3.910,H
2020-12-01 06:00:00, 2.283,H
2020-12-01 07:00:00, 1.620,H
2020-12-01 08:00:00, 1.638,H
2020-12-01 09:00:00, 2.034,H
2020-12-01 10:00:00, 2.570,H
2020-12-01 11:00:00, 2.712,H
2020-12-01 12:00:00, 3.243,H
2020-12-01 13:00:00, 3.630,H
2020-12-01 14:00:00, 4.067,H
2020-12-01 15:00:00, 4.415,H
2020-12-01 16:00:00, 3.892,H
2020-12-01 17:00:00, 3.507,H
2020-12-01 18:00:00, 3.454,H
2020-12-01 19:00:00, 3.332,H
2020-12-01 20:00:00, 3.349,H
2020-12-01 21:00:00, 3.332,H
2020-12-01 22:00:00, 3.332,H
2020-12-01 23:00:00, 3.225,H
2020-12-02 00:00:00, 2.712,H
2020-12-02 01:00:00, 2.034,H
2020-12-02 02:00:00, 2.051,H
2020-12-02 03:00:00, 2.285,H
2020-12-02 04:00:00, 2.338,H
2020-12-02 05:00:00, 2.285,H
2020-12-02 06:00:00, 2.392,H
2020-12-02 07:00:00, 2.553,H
2020-12-02 08:00:00, 2.373,R
2020-12-02 09:00:00, 2.588,H
2020-12-02 10:00:00, 2.855,H
2020-12-02 11:00:00, 3.768,H
2020-12-02 12:00:00, 4.605,H
2020-12-02 13:00:00, 4.571,H
2020-12-02 14:00:00, 5.020,H
2020-12-02 15:00:00, 4.345,H
2020-12-02 16:00:00, 3.437,H
2020-12-02 17:00:00, 2.837,H
2020-12-02 18:00:00, 2.517,H
2020-12-02 19:00:00, 2.285,H
2020-12-02 20:00:00, 2.172,R
2020-12-02 21:00:00, 2.072,R
2020-12-02 22:00:00, 2.321,H
2020-12-02 23:00:00, 2.213,H
2020-12-03 00:00:00, 2.016,H
2020-12-03 01:00:00, 1.656,H
2020-12-03 02:00:00, 1.620,H
2020-12-03 03:00:00, 1.998,H
2020-12-03 04:00:00, 2.088,H
2020-12-03 05:00:00, 2.231,H
2020-12-03 06:00:00, 2.552,H
2020-12-03 07:00:00, 2.837,H
2020-12-03 08:00:00, 3.067,H
2020-12-03 09:00:00, 3.507,H
2020-12-03 10:00:00, 4.571,H
2020-12-03 11:00:00, 5.123,H
2020-12-03 12:00:00, 6.080,H
2020-12-03 13:00:00, 7.848,H
2020-12-03 14:00:00, 8.115,H
2020-12-03 15:00:00, 7.963,H
2020-12-03 16:00:00, 5.448,H
2020-12-03 17:00:00, 3.928,H
2020-12-03 18:00:00, 3.455,H
2020-12-03 19:00:00, 3.823,H
2020-12-03 20:00:00, 4.259,H
2020-12-03 21:00:00, 4.779,H
2020-12-03 22:00:00, 5.329,H
2020-12-03 23:00:00, 3.998,H
2020-12-04 00:00:00, 5.137,H
2020-12-04 01:00:00, 7.011,H
2020-12-04 02:00:00, 7.614,H
2020-12-04 03:00:00, 7.899,H
2020-12-04 04:00:00, 8.564,H
2020-12-04 05:00:00, 8.032,H
2020-12-04 06:00:00, 7.548,H
2020-12-04 07:00:00, 7.615,H
2020-12-04 08:00:00, 6.522,H
2020-12-04 09:00:00, 6.455,H
2020-12-04 10:00:00, 5.740,H
2020-12-04 11:00:00, 5.808,H
2020-12-04 12:00:00, 6.268,H
2020-12-04 13:00:00, 6.335,H
2020-12-04 14:00:00, 5.347,H
2020-12-04 15:00:00, 5.399,H
2020-12-04 16:00:00, 5.398,H
2020-12-04 17:00:00, 5.141,H
2020-12-04 18:00:00, 4.813,H
2020-12-04 19:00:00, 4.050,H
2020-12-04 20:00:00, 3.736,H
2020-12-04 21:00:00, 3.893,H
2020-12-04 22:00:00, 3.683,H
2020-12-04 23:00:00, 3.525,H
2020-12-05 00:00:00, 3.243,H
2020-12-05 01:00:00, 2.624,H
2020-12-05 02:00:00, 2.410,H
2020-12-05 03:00:00, 2.748,H
2020-12-05 04:00:00, 2.961,H
2020-12-05 05:00:00, 3.472,H
2020-12-05 06:00:00, 3.419,H
2020-12-05 07:00:00, 2.801,H
2020-12-05 08:00:00, 2.249,H
2020-12-05 09:00:00, 2.854,H
2020-12-05 10:00:00, 3.945,H
2020-12-05 11:00:00, 5.106,H
2020-12-05 12:00:00, 5.928,H
2020-12-05 13:00:00, 6.589,H
2020-12-05 14:00:00, 5.620,H
2020-12-05 15:00:00, 4.709,H
2020-12-05 16:00:00, 4.137,H
2020-12-05 17:00:00, 3.981,H
2020-12-05 18:00:00, 3.975,R
2020-12-05 19:00:00, 4.032,H
2020-12-05 20:00:00, 3.980,H
2020-12-05 21:00:00, 4.189,H
2020-12-05 22:00:00, 3.490,H
2020-12-05 23:00:00, 3.490,H
2020-12-06 00:00:00, 3.437,H
2020-12-06 01:00:00, 3.560,H
2020-12-06 02:00:00, 3.910,H
2020-12-06 03:00:00, 3.998,H
2020-12-06 04:00:00, 3.474,R
2020-12-06 05:00:00, 3.595,H
2020-12-06 06:00:00, 3.332,H
2020-12-06 07:00:00, 3.525,H
2020-12-06 08:00:00, 3.630,H
2020-12-06 09:00:00, 3.998,H
2020-12-06 10:00:00, 4.397,H
2020-12-06 11:00:00, 5.106,H
2020-12-06 12:00:00, 5.175,H
2020-12-06 13:00:00, 5.227,H
2020-12-06 14:00:00, 5.037,H
2020-12-06 15:00:00, 5.055,H
