"date","th","origin"
2020-11-30 00:00:00,0.176,"H"
2020-11-30 01:00:00,0.545,"H"
2020-11-30 02:00:00,-0.046,"H"
2020-11-30 03:00:00,-0.568,"H"
2020-11-30 04:00:00,-0.591,"R"
2020-11-30 05:00:00,-0.512,"H"
2020-11-30 06:00:00,-0.756,"H"
2020-11-30 07:00:00,-0.906,"H"
2020-11-30 08:00:00,-0.438,"H"
2020-11-30 09:00:00,0.398,"H"
2020-11-30 10:00:00,1.564,"H"
2020-11-30 11:00:00,2.658,"H"
2020-11-30 12:00:00,3.98,"H"
2020-11-30 13:00:00,5.243,"H"
2020-11-30 14:00:00,6.047,"H"
2020-11-30 15:00:00,4.707,"H"
2020-11-30 16:00:00,2.692,"H"
2020-11-30 17:00:00,1.385,"H"
2020-11-30 18:00:00,1.003,"H"
2020-11-30 19:00:00,0.766,"H"
2020-11-30 20:00:00,0.637,"H"
2020-11-30 21:00:00,0.563,"H"
2020-11-30 22:00:00,0.471,"H"
2020-11-30 23:00:00,0.857,"H"
2020-12-01 00:00:00,1.167,"H"
2020-12-01 01:00:00,1.294,"H"
2020-12-01 02:00:00,1.493,"H"
2020-12-01 03:00:00,2.088,"H"
2020-12-01 04:00:00,2.871,"H"
2020-12-01 05:00:00,3.525,"H"
2020-12-01 06:00:00,2.818,"H"
2020-12-01 07:00:00,2.159,"H"
2020-12-01 08:00:00,2.052,"H"
2020-12-01 09:00:00,2.356,"H"
2020-12-01 10:00:00,2.819,"H"
2020-12-01 11:00:00,2.908,"H"
2020-12-01 12:00:00,3.226,"H"
2020-12-01 13:00:00,3.665,"H"
2020-12-01 14:00:00,4.207,"H"
2020-12-01 15:00:00,4.189,"H"
2020-12-01 16:00:00,3.84,"H"
2020-12-01 17:00:00,3.595,"H"
2020-12-01 18:00:00,3.507,"H"
2020-12-01 19:00:00,3.42,"H"
2020-12-01 20:00:00,3.454,"H"
2020-12-01 21:00:00,3.385,"H"
2020-12-01 22:00:00,3.437,"H"
