"date","th","origin"
2020-11-30 00:00:00,0.893,"H"
2020-11-30 01:00:00,1.257,"H"
2020-11-30 02:00:00,0.434,"H"
2020-11-30 03:00:00,-0.066,"H"
2020-11-30 04:00:00,-0.493,"H"
2020-11-30 05:00:00,-0.065,"H"
2020-11-30 06:00:00,-0.475,"H"
2020-11-30 07:00:00,-0.513,"H"
2020-11-30 08:00:00,-0.531,"H"
2020-11-30 09:00:00,0.416,"H"
2020-11-30 10:00:00,2.09,"R"
2020-11-30 11:00:00,2.65,"R"
2020-11-30 12:00:00,3.584,"R"
2020-11-30 13:00:00,4.332,"R"
2020-11-30 14:00:00,4.332,"R"
2020-11-30 15:00:00,3.958,"R"
2020-11-30 16:00:00,3.304,"R"
2020-11-30 17:00:00,2.586,"H"
2020-11-30 18:00:00,1.979,"H"
2020-11-30 19:00:00,1.782,"H"
2020-11-30 20:00:00,1.003,"H"
2020-11-30 21:00:00,1.021,"H"
2020-11-30 22:00:00,0.655,"H"
2020-11-30 23:00:00,1.147,"H"
2020-12-01 00:00:00,1.239,"H"
2020-12-01 01:00:00,1.746,"H"
2020-12-01 02:00:00,2.605,"H"
2020-12-01 03:00:00,2.677,"H"
2020-12-01 04:00:00,3.542,"H"
2020-12-01 05:00:00,4.102,"H"
2020-12-01 06:00:00,3.575,"H"
2020-12-01 07:00:00,1.872,"H"
2020-12-01 08:00:00,3.024,"R"
2020-12-01 09:00:00,2.338,"H"
2020-12-01 10:00:00,2.871,"H"
2020-12-01 11:00:00,3.137,"H"
2020-12-01 12:00:00,3.805,"H"
2020-12-01 13:00:00,4.553,"H"
2020-12-01 14:00:00,5.072,"H"
2020-12-01 15:00:00,5.037,"H"
2020-12-01 16:00:00,4.882,"H"
2020-12-01 17:00:00,4.398,"H"
2020-12-01 18:00:00,4.101,"H"
2020-12-01 19:00:00,4.398,"H"
2020-12-01 20:00:00,4.189,"H"
2020-12-01 21:00:00,4.032,"H"
2020-12-01 22:00:00,3.84,"H"
2020-12-01 23:00:00,3.893,"H"
2020-12-02 00:00:00,3.963,"H"
2020-12-02 01:00:00,3.875,"H"
2020-12-02 02:00:00,4.398,"H"
2020-12-02 03:00:00,4.102,"H"
2020-12-02 04:00:00,3.77,"H"
2020-12-02 05:00:00,3.77,"H"
2020-12-02 06:00:00,3.98,"H"
2020-12-02 07:00:00,4.085,"H"
2020-12-02 08:00:00,4.242,"H"
2020-12-02 09:00:00,4.311,"H"
2020-12-02 10:00:00,5.261,"H"
2020-12-02 11:00:00,5.124,"H"
2020-12-02 12:00:00,5.74,"H"
2020-12-02 13:00:00,5.638,"H"
2020-12-02 14:00:00,7.396,"H"
2020-12-02 15:00:00,5.79,"H"
2020-12-02 16:00:00,4.865,"H"
2020-12-02 17:00:00,4.415,"H"
2020-12-02 18:00:00,4.432,"H"
2020-12-02 19:00:00,4.242,"H"
2020-12-02 20:00:00,4.172,"H"
2020-12-02 21:00:00,4.328,"H"
2020-12-02 22:00:00,4.05,"H"
2020-12-02 23:00:00,3.998,"H"
2020-12-03 00:00:00,3.736,"H"
2020-12-03 01:00:00,3.084,"H"
2020-12-03 02:00:00,3.102,"H"
2020-12-03 03:00:00,3.067,"H"
2020-12-03 04:00:00,3.595,"H"
2020-12-03 05:00:00,3.613,"H"
2020-12-03 06:00:00,3.313,"H"
2020-12-03 07:00:00,3.102,"H"
2020-12-03 08:00:00,3.49,"H"
2020-12-03 09:00:00,3.63,"H"
2020-12-03 10:00:00,4.917,"H"
2020-12-03 11:00:00,5.02,"H"
2020-12-03 12:00:00,5.569,"H"
2020-12-03 13:00:00,7.135,"R"
2020-12-03 14:00:00,7.882,"R"
2020-12-03 15:00:00,7.415,"R"
2020-12-03 16:00:00,6.755,"H"
2020-12-03 17:00:00,4.951,"H"
2020-12-03 18:00:00,4.346,"H"
2020-12-03 19:00:00,4.467,"H"
2020-12-03 20:00:00,4.779,"H"
2020-12-03 21:00:00,5.261,"H"
2020-12-03 22:00:00,5.62,"H"
2020-12-03 23:00:00,5.192,"H"
2020-12-04 00:00:00,6.504,"H"
2020-12-04 01:00:00,7.431,"H"
2020-12-04 02:00:00,7.715,"H"
2020-12-04 03:00:00,7.882,"H"
2020-12-04 04:00:00,8.414,"H"
2020-12-04 05:00:00,8.697,"H"
2020-12-04 06:00:00,8.166,"H"
2020-12-04 07:00:00,7.948,"H"
2020-12-04 08:00:00,6.994,"H"
2020-12-04 09:00:00,6.927,"H"
2020-12-04 10:00:00,6.927,"H"
2020-12-04 11:00:00,6.216,"H"
2020-12-04 12:00:00,6.216,"H"
2020-12-04 13:00:00,6.893,"H"
2020-12-04 14:00:00,6.081,"H"
2020-12-04 15:00:00,6.047,"H"
2020-12-04 16:00:00,6.115,"H"
2020-12-04 17:00:00,5.979,"H"
2020-12-04 18:00:00,6.183,"H"
2020-12-04 19:00:00,5.62,"H"
2020-12-04 20:00:00,5.415,"H"
2020-12-04 21:00:00,5.621,"H"
2020-12-04 22:00:00,5.364,"H"
2020-12-04 23:00:00,5.071,"H"
2020-12-05 00:00:00,4.328,"H"
2020-12-05 01:00:00,4.259,"H"
2020-12-05 02:00:00,3.418,"H"
2020-12-05 03:00:00,3.278,"H"
2020-12-05 04:00:00,3.892,"H"
2020-12-05 05:00:00,4.241,"H"
2020-12-05 06:00:00,4.259,"H"
2020-12-05 07:00:00,3.91,"H"
2020-12-05 08:00:00,3.875,"H"
2020-12-05 09:00:00,3.788,"H"
2020-12-05 10:00:00,4.276,"H"
2020-12-05 11:00:00,5.158,"H"
2020-12-05 12:00:00,6.554,"H"
2020-12-05 13:00:00,6.387,"R"
2020-12-05 14:00:00,7.263,"H"
2020-12-05 15:00:00,6.352,"H"
2020-12-05 16:00:00,5.859,"H"
2020-12-05 17:00:00,5.416,"H"
2020-12-05 18:00:00,5.484,"H"
2020-12-05 19:00:00,5.261,"H"
2020-12-05 20:00:00,5.501,"H"
2020-12-05 21:00:00,5.501,"H"
2020-12-05 22:00:00,5.21,"H"
2020-12-05 23:00:00,5.089,"H"
2020-12-06 00:00:00,4.796,"H"
2020-12-06 01:00:00,5.003,"H"
2020-12-06 02:00:00,5.141,"H"
2020-12-06 03:00:00,5.158,"H"
2020-12-06 04:00:00,4.83,"H"
2020-12-06 05:00:00,4.346,"H"
2020-12-06 06:00:00,4.224,"H"
2020-12-06 07:00:00,4.762,"H"
2020-12-06 08:00:00,4.675,"H"
2020-12-06 09:00:00,4.675,"H"
2020-12-06 10:00:00,5.106,"H"
2020-12-06 11:00:00,6.319,"H"
2020-12-06 12:00:00,6.403,"H"
2020-12-06 13:00:00,6.336,"H"
2020-12-06 14:00:00,5.808,"H"
2020-12-06 15:00:00,6.149,"H"
2020-12-06 16:00:00,5.928,"H"
2020-12-06 17:00:00,5.484,"H"
2020-12-06 18:00:00,5.381,"H"
2020-12-06 19:00:00,5.227,"H"
2020-12-06 20:00:00,5.381,"H"
2020-12-06 21:00:00,5.158,"H"
2020-12-06 22:00:00,4.64,"H"
2020-12-06 23:00:00,4.502,"H"
2020-12-07 00:00:00,4.588,"H"
2020-12-07 01:00:00,4.64,"H"
2020-12-07 02:00:00,4.9,"H"
2020-12-07 03:00:00,4.779,"H"
2020-12-07 04:00:00,5.209,"H"
2020-12-07 05:00:00,5.072,"H"
2020-12-07 06:00:00,4.892,"R"
2020-12-07 07:00:00,4.744,"H"
2020-12-07 08:00:00,5.089,"H"
2020-12-07 09:00:00,5.191,"H"
2020-12-07 10:00:00,6.45,"H"
2020-12-07 11:00:00,7.732,"H"
2020-12-07 12:00:00,7.415,"R"
2020-12-07 13:00:00,7.322,"R"
2020-12-07 14:00:00,6.854,"R"
2020-12-07 15:00:00,6.761,"R"
2020-12-07 16:00:00,6.64,"H"
2020-12-07 17:00:00,5.996,"H"
2020-12-07 18:00:00,5.774,"H"
2020-12-07 19:00:00,4.933,"H"
2020-12-07 20:00:00,3.84,"H"
2020-12-07 21:00:00,3.031,"H"
2020-12-07 22:00:00,2.855,"H"
2020-12-07 23:00:00,3.014,"H"
2020-12-08 00:00:00,3.595,"H"
2020-12-08 01:00:00,3.225,"H"
2020-12-08 02:00:00,3.49,"H"
2020-12-08 03:00:00,3.735,"H"
2020-12-08 04:00:00,2.943,"H"
2020-12-08 05:00:00,3.525,"H"
2020-12-08 06:00:00,3.507,"H"
2020-12-08 07:00:00,3.137,"H"
2020-12-08 08:00:00,2.588,"H"
2020-12-08 09:00:00,3.278,"H"
2020-12-08 10:00:00,4.942,"H"
2020-12-08 11:00:00,3.304,"R"
2020-12-08 12:00:00,3.733,"H"
2020-12-08 13:00:00,3.384,"H"
2020-12-08 14:00:00,3.718,"H"
2020-12-08 15:00:00,3.718,"H"
2020-12-08 16:00:00,3.63,"H"
2020-12-08 17:00:00,3.578,"H"
2020-12-08 18:00:00,3.225,"H"
2020-12-08 19:00:00,3.7,"H"
2020-12-08 20:00:00,3.331,"H"
2020-12-08 21:00:00,3.926,"H"
2020-12-08 22:00:00,3.682,"H"
2020-12-08 23:00:00,3.997,"H"
2020-12-09 00:00:00,3.595,"H"
2020-12-09 01:00:00,3.805,"H"
2020-12-09 02:00:00,3.683,"H"
2020-12-09 03:00:00,3.893,"H"
2020-12-09 04:00:00,3.577,"H"
2020-12-09 05:00:00,3.243,"H"
2020-12-09 06:00:00,3.472,"H"
2020-12-09 07:00:00,3.455,"H"
2020-12-09 08:00:00,4.362,"H"
2020-12-09 09:00:00,4.032,"H"
2020-12-09 10:00:00,4.398,"H"
2020-12-09 11:00:00,4.398,"H"
2020-12-09 12:00:00,4.154,"H"
2020-12-09 13:00:00,3.858,"H"
2020-12-09 14:00:00,3.56,"H"
2020-12-09 15:00:00,3.42,"H"
2020-12-09 16:00:00,3.296,"H"
2020-12-09 17:00:00,2.553,"H"
2020-12-09 18:00:00,3.013,"H"
2020-12-09 19:00:00,2.623,"H"
2020-12-09 20:00:00,2.624,"H"
2020-12-09 21:00:00,2.712,"H"
2020-12-09 22:00:00,2.943,"H"
2020-12-09 23:00:00,3.031,"H"
2020-12-10 00:00:00,2.89,"H"
2020-12-10 01:00:00,3.049,"H"
2020-12-10 02:00:00,2.553,"H"
2020-12-10 03:00:00,2.356,"H"
2020-12-10 04:00:00,2.105,"H"
2020-12-10 05:00:00,2.088,"H"
2020-12-10 06:00:00,2.123,"H"
2020-12-10 07:00:00,1.439,"H"
2020-12-10 08:00:00,1.674,"H"
2020-12-10 09:00:00,2.557,"R"
2020-12-10 10:00:00,3.242,"H"
2020-12-10 11:00:00,4.224,"H"
2020-12-10 12:00:00,4.692,"H"
2020-12-10 13:00:00,4.64,"H"
2020-12-10 14:00:00,4.363,"H"
2020-12-10 15:00:00,4.259,"H"
2020-12-10 16:00:00,4.137,"H"
2020-12-10 17:00:00,3.752,"H"
2020-12-10 18:00:00,3.56,"H"
2020-12-10 19:00:00,2.605,"H"
2020-12-10 20:00:00,1.887,"H"
2020-12-10 21:00:00,0.984,"H"
2020-12-10 22:00:00,1.057,"H"
2020-12-10 23:00:00,0.434,"H"
2020-12-11 00:00:00,0.563,"H"
2020-12-11 01:00:00,0.139,"H"
2020-12-11 02:00:00,0.195,"H"
2020-12-11 03:00:00,0.323,"H"
2020-12-11 04:00:00,0.489,"H"
2020-12-11 05:00:00,0.892,"H"
2020-12-11 06:00:00,1.439,"H"
2020-12-11 07:00:00,1.728,"H"
2020-12-11 08:00:00,2.355,"H"
2020-12-11 09:00:00,2.409,"H"
2020-12-11 10:00:00,3.098,"H"
2020-12-11 11:00:00,4.892,"R"
2020-12-11 12:00:00,4.585,"H"
2020-12-11 13:00:00,3.892,"H"
2020-12-11 14:00:00,5.292,"H"
2020-12-11 15:00:00,7.028,"H"
2020-12-11 16:00:00,7.949,"H"
2020-12-11 17:00:00,8.299,"H"
2020-12-11 18:00:00,8.265,"H"
2020-12-11 19:00:00,7.849,"H"
2020-12-11 20:00:00,7.682,"H"
2020-12-11 21:00:00,7.698,"H"
2020-12-11 22:00:00,8.066,"H"
2020-12-11 23:00:00,7.397,"H"
2020-12-12 00:00:00,7.498,"H"
2020-12-12 01:00:00,8.812,"H"
2020-12-12 02:00:00,8.248,"H"
2020-12-12 03:00:00,7.648,"H"
2020-12-12 04:00:00,6.691,"H"
2020-12-12 05:00:00,6.302,"H"
2020-12-12 06:00:00,6.606,"H"
2020-12-12 07:00:00,6.86,"H"
2020-12-12 08:00:00,7.045,"H"
2020-12-12 09:00:00,7.631,"H"
2020-12-12 10:00:00,8.282,"H"
2020-12-12 11:00:00,9.19,"H"
2020-12-12 12:00:00,10.031,"R"
2020-12-12 13:00:00,9.938,"R"
2020-12-12 14:00:00,10.126,"H"
2020-12-12 15:00:00,9.603,"H"
2020-12-12 16:00:00,8.647,"H"
2020-12-12 17:00:00,8.166,"H"
2020-12-12 18:00:00,8.723,"R"
2020-12-12 19:00:00,8.723,"R"
2020-12-12 20:00:00,8.132,"H"
2020-12-12 21:00:00,8.215,"H"
2020-12-12 22:00:00,8.049,"H"
2020-12-12 23:00:00,7.983,"H"
2020-12-13 00:00:00,7.883,"H"
2020-12-13 01:00:00,7.732,"H"
2020-12-13 02:00:00,7.899,"H"
2020-12-13 03:00:00,7.815,"H"
2020-12-13 04:00:00,7.632,"H"
2020-12-13 05:00:00,7.665,"H"
