date,th,origin
2020-11-30 00:00:00,-0.982,H
2020-11-30 01:00:00,-0.737,H
2020-11-30 02:00:00,-1.609,H
2020-11-30 03:00:00,-2.28,H
2020-11-30 04:00:00,-2.145,H
2020-11-30 05:00:00,-1.665,H
2020-11-30 06:00:00,-2.417,H
2020-11-30 07:00:00,-2.533,H
2020-11-30 08:00:00,-1.876,H
2020-11-30 09:00:00,-1.608,H
2020-11-30 10:00:00,-1.04,H
2020-11-30 11:00:00,0.489,H
2020-11-30 12:00:00,1.547,H
2020-11-30 13:00:00,1.98,H
2020-11-30 14:00:00,2.088,H
2020-11-30 15:00:00,1.673,H
2020-11-30 16:00:00,0.231,H
2020-11-30 17:00:00,-0.85,H
2020-11-30 18:00:00,-1.19,H
2020-11-30 19:00:00,-1.494,H
2020-11-30 20:00:00,-1.627,H
2020-11-30 21:00:00,-1.684,H
2020-11-30 22:00:00,-1.723,H
2020-11-30 23:00:00,-1.152,H
2020-12-01 00:00:00,-0.512,H
2020-12-01 01:00:00,-0.028,H
2020-12-01 02:00:00,0.564,H
2020-12-01 03:00:00,0.838,H
2020-12-01 04:00:00,1.637,H
2020-12-01 05:00:00,2.374,H
2020-12-01 06:00:00,2.302,H
2020-12-01 07:00:00,1.203,H
2020-12-01 08:00:00,1.185,H
2020-12-01 09:00:00,1.421,H
2020-12-01 10:00:00,1.944,H
2020-12-01 11:00:00,1.962,H
2020-12-01 12:00:00,2.249,H
2020-12-01 13:00:00,2.748,H
2020-12-01 14:00:00,3.243,H
2020-12-01 15:00:00,3.031,H
2020-12-01 16:00:00,2.766,H
2020-12-01 17:00:00,2.338,H
2020-12-01 18:00:00,2.357,H
2020-12-01 19:00:00,2.32,H
2020-12-01 20:00:00,2.141,H
2020-12-01 21:00:00,2.06,R
2020-12-01 22:00:00,2.141,H
2020-12-01 23:00:00,2.123,H
2020-12-02 00:00:00,1.764,H
2020-12-02 01:00:00,1.039,H
2020-12-02 02:00:00,1.494,H
2020-12-02 03:00:00,1.638,H
2020-12-02 04:00:00,1.89,H
2020-12-02 05:00:00,2.07,H
2020-12-02 06:00:00,2.159,H
2020-12-02 07:00:00,2.285,H
2020-12-02 08:00:00,2.025,R
2020-12-02 09:00:00,2.553,H
2020-12-02 10:00:00,3.084,H
2020-12-02 11:00:00,3.507,H
2020-12-02 12:00:00,3.63,H
2020-12-02 13:00:00,3.788,H
2020-12-02 14:00:00,4.172,H
2020-12-02 15:00:00,3.665,H
2020-12-02 16:00:00,3.261,H
2020-12-02 17:00:00,2.908,H
2020-12-02 18:00:00,2.73,H
2020-12-02 19:00:00,2.428,H
2020-12-02 20:00:00,2.267,H
2020-12-02 21:00:00,2.357,H
2020-12-02 22:00:00,2.267,H
2020-12-02 23:00:00,1.98,H
2020-12-03 00:00:00,1.674,H
2020-12-03 01:00:00,1.836,H
2020-12-03 02:00:00,1.908,H
2020-12-03 03:00:00,1.908,H
2020-12-03 04:00:00,1.746,H
2020-12-03 05:00:00,1.728,H
2020-12-03 06:00:00,1.728,H
2020-12-03 07:00:00,2.016,H
2020-12-03 08:00:00,2.356,H
2020-12-03 09:00:00,2.676,H
2020-12-03 10:00:00,3.419,H
2020-12-03 11:00:00,3.997,H
2020-12-03 12:00:00,4.346,H
2020-12-03 13:00:00,4.71,H
2020-12-03 14:00:00,5.261,H
2020-12-03 15:00:00,5.484,H
2020-12-03 16:00:00,3.52,H
2020-12-03 17:00:00,1.926,H
2020-12-03 18:00:00,1.852,H
2020-12-03 19:00:00,2.141,H
2020-12-03 20:00:00,1.854,H
2020-12-03 21:00:00,1.998,H
2020-12-03 22:00:00,2.463,H
2020-12-03 23:00:00,2.961,H
2020-12-04 00:00:00,3.822,H
2020-12-04 01:00:00,4.64,H
2020-12-04 02:00:00,4.64,H
2020-12-04 03:00:00,5.089,H
2020-12-04 04:00:00,6.063,H
2020-12-04 05:00:00,7.414,H
2020-12-04 06:00:00,6.436,H
2020-12-04 07:00:00,6.47,H
2020-12-04 08:00:00,5.689,H
2020-12-04 09:00:00,5.347,H
2020-12-04 10:00:00,5.33,H
2020-12-04 11:00:00,5.312,H
2020-12-04 12:00:00,5.261,H
2020-12-04 13:00:00,5.74,H
2020-12-04 14:00:00,5.381,H
2020-12-04 15:00:00,5.072,H
2020-12-04 16:00:00,4.658,H
2020-12-04 17:00:00,4.519,H
2020-12-04 18:00:00,4.032,H
2020-12-04 19:00:00,3.736,H
2020-12-04 20:00:00,3.893,H
2020-12-04 21:00:00,3.963,H
2020-12-04 22:00:00,3.165,R
2020-12-04 23:00:00,3.928,H
2020-12-05 00:00:00,3.383,H
2020-12-05 01:00:00,2.641,H
2020-12-05 02:00:00,2.034,H
2020-12-05 03:00:00,2.124,H
2020-12-05 04:00:00,2.285,H
2020-12-05 05:00:00,2.517,H
2020-12-05 06:00:00,2.606,H
2020-12-05 07:00:00,2.069,H
2020-12-05 08:00:00,1.239,H
2020-12-05 09:00:00,1.637,H
2020-12-05 10:00:00,2.925,H
2020-12-05 11:00:00,3.578,H
2020-12-05 12:00:00,4.12,H
2020-12-05 13:00:00,4.64,H
2020-12-05 14:00:00,4.675,H
2020-12-05 15:00:00,4.067,H
2020-12-05 16:00:00,3.63,H
2020-12-05 17:00:00,3.7,H
2020-12-05 18:00:00,3.858,H
2020-12-05 19:00:00,3.348,R
2020-12-05 20:00:00,3.226,R
2020-12-05 21:00:00,3.77,H
2020-12-05 22:00:00,3.648,H
2020-12-05 23:00:00,3.683,H
2020-12-06 00:00:00,3.454,H
2020-12-06 01:00:00,3.595,H
2020-12-06 02:00:00,3.472,H
2020-12-06 03:00:00,3.437,H
2020-12-06 04:00:00,3.385,H
2020-12-06 05:00:00,3.12,H
2020-12-06 06:00:00,2.89,H
2020-12-06 07:00:00,2.89,H
2020-12-06 08:00:00,2.89,H
2020-12-06 09:00:00,3.067,H
2020-12-06 10:00:00,3.507,H
2020-12-06 11:00:00,4.155,H
2020-12-06 12:00:00,4.502,H
2020-12-06 13:00:00,4.727,H
2020-12-06 14:00:00,4.606,H
2020-12-06 15:00:00,4.363,H
2020-12-06 16:00:00,4.259,H
2020-12-06 17:00:00,4.085,H
2020-12-06 18:00:00,3.998,H
2020-12-06 19:00:00,4.085,H
2020-12-06 20:00:00,4.05,H
2020-12-06 21:00:00,3.788,H
2020-12-06 22:00:00,3.384,H
2020-12-06 23:00:00,3.12,H
2020-12-07 00:00:00,3.067,H
2020-12-07 01:00:00,3.084,H
2020-12-07 02:00:00,3.137,H
2020-12-07 03:00:00,3.226,H
2020-12-07 04:00:00,3.367,H
2020-12-07 05:00:00,3.296,H
2020-12-07 06:00:00,3.19,H
2020-12-07 07:00:00,3.096,R
2020-12-07 08:00:00,2.819,H
2020-12-07 09:00:00,3.19,H
2020-12-07 10:00:00,3.945,H
2020-12-07 11:00:00,4.085,H
2020-12-07 12:00:00,4.692,H
2020-12-07 13:00:00,5.106,H
2020-12-07 14:00:00,5.278,H
2020-12-07 15:00:00,4.744,H
2020-12-07 16:00:00,4.554,H
2020-12-07 17:00:00,4.067,H
2020-12-07 18:00:00,3.858,H
2020-12-07 19:00:00,2.442,H
2020-12-07 20:00:00,0.782,H
2020-12-07 21:00:00,-0.009,H
2020-12-07 22:00:00,-0.288,H
2020-12-07 23:00:00,-0.213,H
2020-12-08 00:00:00,0.435,H
2020-12-08 01:00:00,0.729,H
2020-12-08 02:00:00,0.875,H
2020-12-08 03:00:00,1.167,H
2020-12-08 04:00:00,1.257,H
2020-12-08 05:00:00,1.276,H
2020-12-08 06:00:00,0.966,H
