date,th,origin
2020-11-30 00:00:00,-1.315,R
2020-11-30 01:00:00,-0.982,H
2020-11-30 02:00:00,-1.954,H
2020-11-30 03:00:00,-2.669,H
2020-11-30 04:00:00,-2.165,H
2020-11-30 05:00:00,-1.914,H
2020-11-30 06:00:00,-3.337,H
2020-11-30 07:00:00,-2.925,H
2020-11-30 08:00:00,-1.877,H
2020-11-30 09:00:00,-1.209,H
2020-11-30 10:00:00,-0.293,H
2020-11-30 11:00:00,1.583,H
2020-11-30 12:00:00,2.41,H
2020-11-30 13:00:00,2.237,R
2020-11-30 14:00:00,5.223,H
2020-11-30 15:00:00,3.883,H
2020-11-30 16:00:00,0.316,H
2020-11-30 17:00:00,-1.456,H
2020-11-30 18:00:00,-1.723,H
2020-11-30 19:00:00,-1.704,H
2020-11-30 20:00:00,-1.934,H
2020-11-30 21:00:00,-2.145,H
2020-11-30 22:00:00,-1.761,H
2020-11-30 23:00:00,-1.059,H
2020-12-01 00:00:00,-0.083,H
2020-12-01 01:00:00,0.214,H
2020-12-01 02:00:00,0.435,H
2020-12-01 03:00:00,1.038,H
2020-12-01 04:00:00,2.481,H
2020-12-01 05:00:00,2.996,H
2020-12-01 06:00:00,2.567,H
2020-12-01 07:00:00,0.948,H
2020-12-01 08:00:00,0.984,H
2020-12-01 09:00:00,1.475,H
2020-12-01 10:00:00,2.159,H
2020-12-01 11:00:00,2.391,H
2020-12-01 12:00:00,2.925,H
2020-12-01 13:00:00,3.507,H
2020-12-01 14:00:00,4.415,H
2020-12-01 15:00:00,3.91,H
2020-12-01 16:00:00,3.013,H
2020-12-01 17:00:00,2.535,H
2020-12-01 18:00:00,2.499,H
2020-12-01 19:00:00,2.335,R
2020-12-01 20:00:00,2.296,R
2020-12-01 21:00:00,2.249,H
2020-12-01 22:00:00,2.392,H
2020-12-01 23:00:00,2.321,H
2020-12-02 00:00:00,1.456,H
2020-12-02 01:00:00,0.857,H
2020-12-02 02:00:00,1.728,H
2020-12-02 03:00:00,1.89,H
2020-12-02 04:00:00,1.873,R
2020-12-02 05:00:00,2.016,H
2020-12-02 06:00:00,2.016,H
2020-12-02 07:00:00,2.106,H
2020-12-02 08:00:00,2.321,H
2020-12-02 09:00:00,2.659,H
2020-12-02 10:00:00,3.12,H
2020-12-02 11:00:00,3.577,H
2020-12-02 12:00:00,4.778,H
2020-12-02 13:00:00,4.588,H
2020-12-02 14:00:00,5.62,H
2020-12-02 15:00:00,4.293,H
2020-12-02 16:00:00,3.278,H
2020-12-02 17:00:00,2.73,H
2020-12-02 18:00:00,2.535,H
2020-12-02 19:00:00,2.177,H
2020-12-02 20:00:00,1.912,R
2020-12-02 21:00:00,2.141,H
2020-12-02 22:00:00,1.926,H
2020-12-02 23:00:00,1.998,H
2020-12-03 00:00:00,1.62,H
2020-12-03 01:00:00,1.494,H
2020-12-03 02:00:00,1.602,H
2020-12-03 03:00:00,1.674,H
2020-12-03 04:00:00,1.566,H
2020-12-03 05:00:00,1.71,H
2020-12-03 06:00:00,1.872,H
2020-12-03 07:00:00,2.106,H
2020-12-03 08:00:00,2.534,H
2020-12-03 09:00:00,3.066,H
2020-12-03 10:00:00,4.448,H
2020-12-03 11:00:00,5.037,H
2020-12-03 12:00:00,6.012,H
2020-12-03 13:00:00,9.265,H
2020-12-03 14:00:00,9.651,H
2020-12-03 15:00:00,6.301,R
2020-12-03 16:00:00,4.22,H
2020-12-03 17:00:00,2.105,H
2020-12-03 18:00:00,1.908,H
2020-12-03 19:00:00,2.231,H
2020-12-03 20:00:00,2.123,H
2020-12-03 21:00:00,2.303,H
2020-12-03 22:00:00,2.783,H
2020-12-03 23:00:00,3.366,H
2020-12-04 00:00:00,4.171,H
2020-12-04 01:00:00,5.209,H
2020-12-04 02:00:00,5.484,H
2020-12-04 03:00:00,5.979,H
2020-12-04 04:00:00,7.597,H
2020-12-04 05:00:00,7.498,H
2020-12-04 06:00:00,6.926,H
2020-12-04 07:00:00,6.792,H
2020-12-04 08:00:00,6.183,H
2020-12-04 09:00:00,5.996,H
2020-12-04 10:00:00,6.013,H
2020-12-04 11:00:00,6.098,H
2020-12-04 12:00:00,6.03,H
2020-12-04 13:00:00,6.284,H
2020-12-04 14:00:00,5.518,H
2020-12-04 15:00:00,5.604,H
2020-12-04 16:00:00,4.969,H
2020-12-04 17:00:00,4.658,H
2020-12-04 18:00:00,4.363,H
2020-12-04 19:00:00,3.98,H
2020-12-04 20:00:00,4.224,H
2020-12-04 21:00:00,4.12,H
2020-12-04 22:00:00,3.665,H
2020-12-04 23:00:00,3.613,H
2020-12-05 00:00:00,3.102,H
2020-12-05 01:00:00,2.499,H
2020-12-05 02:00:00,2.177,H
2020-12-05 03:00:00,2.16,H
2020-12-05 04:00:00,2.57,H
2020-12-05 05:00:00,2.872,H
2020-12-05 06:00:00,2.374,H
2020-12-05 07:00:00,1.51,H
2020-12-05 08:00:00,1.057,H
2020-12-05 09:00:00,1.871,H
2020-12-05 10:00:00,3.786,H
2020-12-05 11:00:00,5.106,H
2020-12-05 12:00:00,5.792,H
2020-12-05 13:00:00,6.504,H
2020-12-05 14:00:00,5.74,H
2020-12-05 15:00:00,4.536,H
2020-12-05 16:00:00,3.98,H
2020-12-05 17:00:00,3.805,H
2020-12-05 18:00:00,3.84,H
2020-12-05 19:00:00,3.876,H
2020-12-05 20:00:00,3.858,H
