date,th,origin
2020-11-30 00:00:00,-0.680666666666667,H
2020-11-30 01:00:00,-0.6061858438,R
2020-11-30 02:00:00,-1.17116666666667,H
2020-11-30 03:00:00,-1.66516666666667,H
2020-11-30 04:00:00,-1.895,H
2020-11-30 05:00:00,-1.623663499,R
2020-11-30 06:00:00,-2.049,H
2020-11-30 07:00:00,-2.04883333333333,H
2020-11-30 08:00:00,-1.95283333333333,H
2020-11-30 09:00:00,-1.64616666666667,H
2020-11-30 10:00:00,-0.907166666666667,H
2020-11-30 11:00:00,0.286,H
2020-11-30 12:00:00,1.29366666666667,H
2020-11-30 13:00:00,1.818,H
2020-11-30 14:00:00,2.06983333333333,H
2020-11-30 15:00:00,2.12366666666667,H
2020-11-30 16:00:00,1.72766666666667,H
2020-11-30 17:00:00,0.8745,H
2020-11-30 18:00:00,0.268833333333333,H
2020-11-30 19:00:00,-0.194666666666667,H
2020-11-30 20:00:00,-0.568,H
2020-11-30 21:00:00,-0.718,H
2020-11-30 22:00:00,-0.887333333333333,H
2020-11-30 23:00:00,-0.774666666666667,H
2020-12-01 00:00:00,-0.325,H
2020-12-01 01:00:00,-0.101833333333333,H
2020-12-01 02:00:00,0.4345,H
2020-12-01 03:00:00,0.966166666666667,H
2020-12-01 04:00:00,1.4745,H
2020-12-01 05:00:00,2.35633333333333,H
2020-12-01 06:00:00,2.3915,H
2020-12-01 07:00:00,1.25716666666667,H
2020-12-01 08:00:00,1.13016666666667,H
2020-12-01 09:00:00,1.36633333333333,H
2020-12-01 10:00:00,1.728,H
2020-12-01 11:00:00,1.89,H
2020-12-01 12:00:00,2.1595,H
2020-12-01 13:00:00,2.588,H
2020-12-01 14:00:00,2.996,H
2020-12-01 15:00:00,3.19033333333333,H
2020-12-01 16:00:00,3.17266666666667,H
2020-12-01 17:00:00,3.049,H
2020-12-01 18:00:00,3.2082969506,R
2020-12-01 19:00:00,2.87233333333333,H
2020-12-01 20:00:00,2.9723044406,R
2020-12-01 21:00:00,2.81916666666667,H
2020-12-01 22:00:00,2.8800342212,R
2020-12-01 23:00:00,2.8070100896,R
2020-12-02 00:00:00,2.40983333333333,H
2020-12-02 01:00:00,2.15933333333333,H
2020-12-02 02:00:00,2.3565,H
2020-12-02 03:00:00,2.3565,H
2020-12-02 04:00:00,2.3116476416,R
2020-12-02 05:00:00,2.2491288662,R
2020-12-02 06:00:00,2.39216666666667,H
2020-12-02 07:00:00,2.3480736944,R
2020-12-02 08:00:00,2.4504001916,R
2020-12-02 09:00:00,2.6415,H
2020-12-02 10:00:00,2.96066666666667,H
2020-12-02 11:00:00,3.3665,H
2020-12-02 12:00:00,3.49,H
2020-12-02 13:00:00,3.753,H
2020-12-02 14:00:00,4.08483333333333,H
2020-12-02 15:00:00,3.9105,H
2020-12-02 16:00:00,3.54266666666667,H
2020-12-02 17:00:00,3.155,H
2020-12-02 18:00:00,2.996,H
2020-12-02 19:00:00,2.60583333333333,H
2020-12-02 20:00:00,2.42783333333333,H
2020-12-02 21:00:00,2.42783333333333,H
2020-12-02 22:00:00,2.26683333333333,H
2020-12-02 23:00:00,2.205092021,R
2020-12-03 00:00:00,2.12366666666667,H
2020-12-03 01:00:00,1.962,H
2020-12-03 02:00:00,1.908,H
2020-12-03 03:00:00,1.998,H
2020-12-03 04:00:00,2.07,H
2020-12-03 05:00:00,1.9877543726,R
2020-12-03 06:00:00,2.0400973574,R
2020-12-03 07:00:00,2.249,H
2020-12-03 08:00:00,2.44566666666667,H
2020-12-03 09:00:00,2.73016666666667,H
2020-12-03 10:00:00,3.155,H
2020-12-03 11:00:00,3.68283333333333,H
2020-12-03 12:00:00,4.11966666666667,H
2020-12-03 13:00:00,4.48433333333333,H
2020-12-03 14:00:00,5.10583333333333,H
2020-12-03 15:00:00,5.63766666666667,H
2020-12-03 16:00:00,4.67416666666667,H
2020-12-03 17:00:00,3.55983333333333,H
2020-12-03 18:00:00,2.943,H
2020-12-03 19:00:00,3.13733333333333,H
2020-12-03 20:00:00,3.47233333333333,H
2020-12-03 21:00:00,3.8055,H
2020-12-03 22:00:00,4.38016666666667,H
2020-12-03 23:00:00,4.571,H
2020-12-04 00:00:00,5.48333333333333,H
2020-12-04 01:00:00,6.115,H
2020-12-04 02:00:00,6.45433333333333,H
2020-12-04 03:00:00,6.55583333333333,H
2020-12-04 04:00:00,6.92633333333333,H
2020-12-04 05:00:00,7.31366666666667,H
2020-12-04 06:00:00,6.69083333333333,H
2020-12-04 07:00:00,6.53866666666667,H
2020-12-04 08:00:00,5.996,H
2020-12-04 09:00:00,5.79133333333333,H
2020-12-04 10:00:00,5.84283333333333,H
2020-12-04 11:00:00,5.70616666666667,H
2020-12-04 12:00:00,5.58633333333333,H
2020-12-04 13:00:00,5.89383333333333,H
2020-12-04 14:00:00,5.6035,H
2020-12-04 15:00:00,5.44966666666667,H
2020-12-04 16:00:00,5.32983333333333,H
2020-12-04 17:00:00,5.07166666666667,H
2020-12-04 18:00:00,4.95116666666667,H
2020-12-04 19:00:00,4.55366666666667,H
2020-12-04 20:00:00,4.363,H
2020-12-04 21:00:00,3.981070337,R
2020-12-04 22:00:00,4.0063011188,R
2020-12-04 23:00:00,4.03266666666667,H
2020-12-05 00:00:00,3.49,H
2020-12-05 01:00:00,3.22566666666667,H
2020-12-05 02:00:00,2.67683333333333,H
2020-12-05 03:00:00,2.517,H
2020-12-05 04:00:00,2.60616666666667,H
2020-12-05 05:00:00,2.4221091578,R
2020-12-05 06:00:00,2.69483333333333,H
2020-12-05 07:00:00,2.74816666666667,H
2020-12-05 08:00:00,2.24883333333333,H
2020-12-05 09:00:00,2.28466666666667,H
2020-12-05 10:00:00,2.801,H
2020-12-05 11:00:00,3.52483333333333,H
2020-12-05 12:00:00,4.24133333333333,H
2020-12-05 13:00:00,4.865,H
2020-12-05 14:00:00,5.03716666666667,H
2020-12-05 15:00:00,4.8135,H
2020-12-05 16:00:00,4.50166666666667,H
2020-12-05 17:00:00,4.259,H
2020-12-05 18:00:00,4.172,H
2020-12-05 19:00:00,4.137,H
2020-12-05 20:00:00,3.8164314956,R
2020-12-05 21:00:00,4.06733333333333,H
2020-12-05 22:00:00,3.99766666666667,H
2020-12-05 23:00:00,3.7853880458,R
2020-12-06 00:00:00,3.7705,H
2020-12-06 01:00:00,3.7005,H
2020-12-06 02:00:00,3.753,H
2020-12-06 03:00:00,3.573477365,R
2020-12-06 04:00:00,3.7138723106,R
2020-12-06 05:00:00,3.5075,H
