date,th,origin
2020-11-30 00:00:00,-0.65,R
2020-11-30 01:00:00,-0.737,H
2020-11-30 02:00:00,-1.323,H
2020-11-30 03:00:00,-1.646,H
2020-11-30 04:00:00,-1.791,R
2020-11-30 05:00:00,-1.703,H
2020-11-30 06:00:00,-1.914,H
2020-11-30 07:00:00,-1.953,H
2020-11-30 08:00:00,-1.646,H
2020-11-30 09:00:00,-1.095,H
2020-11-30 10:00:00,0.101,H
2020-11-30 11:00:00,0.893,H
2020-11-30 12:00:00,1.566,H
2020-11-30 13:00:00,2.088,H
2020-11-30 14:00:00,2.588,H
2020-11-30 15:00:00,2.659,H
2020-11-30 16:00:00,1.618,H
2020-11-30 17:00:00,0.453,H
2020-11-30 18:00:00,0.121,H
2020-11-30 19:00:00,-0.139,H
2020-11-30 20:00:00,-0.437,H
2020-11-30 21:00:00,-0.549,H
2020-11-30 22:00:00,-0.587,H
2020-11-30 23:00:00,-0.344,H
2020-12-01 00:00:00,0.324,H
2020-12-01 01:00:00,0.176,H
2020-12-01 02:00:00,0.691,H
2020-12-01 03:00:00,1.384,H
2020-12-01 04:00:00,2.319,H
2020-12-01 05:00:00,3.084,H
2020-12-01 06:00:00,2.283,H
2020-12-01 07:00:00,1.402,H
2020-12-01 08:00:00,1.33,H
2020-12-01 09:00:00,1.728,H
2020-12-01 10:00:00,2.123,H
2020-12-01 11:00:00,2.392,H
2020-12-01 12:00:00,2.783,H
2020-12-01 13:00:00,3.12,H
2020-12-01 14:00:00,3.525,H
2020-12-01 15:00:00,3.543,H
2020-12-01 16:00:00,3.226,H
2020-12-01 17:00:00,2.978,H
2020-12-01 18:00:00,2.943,H
2020-12-01 19:00:00,2.978,H
2020-12-01 20:00:00,2.978,H
2020-12-01 21:00:00,2.996,H
2020-12-01 22:00:00,2.908,H
2020-12-01 23:00:00,2.908,H
2020-12-02 00:00:00,2.463,H
2020-12-02 01:00:00,2.034,H
2020-12-02 02:00:00,2.177,H
2020-12-02 03:00:00,2.07,H
2020-12-02 04:00:00,2.016,H
2020-12-02 05:00:00,1.926,H
2020-12-02 06:00:00,1.98,H
2020-12-02 07:00:00,2.07,H
2020-12-02 08:00:00,2.231,H
2020-12-02 09:00:00,2.791,R
2020-12-02 10:00:00,2.642,H
2020-12-02 11:00:00,3.155,H
2020-12-02 12:00:00,3.507,H
2020-12-02 13:00:00,4.102,H
2020-12-02 14:00:00,4.554,H
2020-12-02 15:00:00,4.102,H
2020-12-02 16:00:00,3.366,H
2020-12-02 17:00:00,2.659,H
2020-12-02 18:00:00,2.446,H
2020-12-02 19:00:00,2.16,H
2020-12-02 20:00:00,2.106,H
2020-12-02 21:00:00,2.088,H
2020-12-02 22:00:00,1.89,H
2020-12-02 23:00:00,1.944,H
2020-12-03 00:00:00,1.782,H
2020-12-03 01:00:00,1.746,H
2020-12-03 02:00:00,1.692,H
2020-12-03 03:00:00,1.89,H
2020-12-03 04:00:00,2.07,H
2020-12-03 05:00:00,2.177,H
2020-12-03 06:00:00,2.659,R
2020-12-03 07:00:00,2.624,H
