date	hour	th	origin
2018-12-09	 00	8.066	H
2018-12-09	 01	4.394	R
2018-12-09	 02	7.481	H
2018-12-09	 03	7.832	H
2018-12-09	 04	3.871	R
2018-12-09	 05	3.293	R
2018-12-09	 06	5.139	H
2018-12-09	 07	5.483	H
2018-12-09	 08	5.433	H
2018-12-09	 09	5.723	H
2018-12-09	 10	5.911	H
2018-12-09	 11	4.084	R
2018-12-09	 12	5.552	H
2018-12-09	 13	5.518	H
2018-12-09	 14	5.261	H
2018-12-09	 15	4.917	H
2018-12-09	 16	3.83	R
2018-12-09	 17	4.9	H
2018-12-09	 18	4.71	H
2018-12-09	 19	4.727	H
2018-12-09	 20	4.571	H
2018-12-09	 21	4.432	H
2018-12-09	 22	4.293	H
2018-12-09	 23	3.998	H
2018-12-10	 00	3.735	H
2018-12-10	 01	3.665	H
2018-12-10	 02	3.595	H
2018-12-10	 03	3.613	H
2018-12-10	 04	3.823	H
2018-12-10	 05	2.623	H
2018-12-10	 06	2.588	H
2018-12-10	 07	2.41	H
2018-12-10	 08	2.624	H
2018-12-10	 09	2.837	H
2018-12-10	 10	2.784	H
2018-12-10	 11	3.436	H
2018-12-10	 12	4.242	H
2018-12-10	 13	3.651	R
2018-12-10	 14	3.375	R
2018-12-10	 15	3.541	H
2018-12-10	 16	3.102	H
2018-12-10	 17	3.173	H
2018-12-10	 18	1.778	R
2018-12-10	 19	3.296	H
2018-12-10	 20	3.42	H
2018-12-10	 21	3.261	H
2018-12-10	 22	0.236	R
2018-12-10	 23	1.075	H
2018-12-11	 00	1.13	H
2018-12-11	 01	1.385	H
2018-12-11	 02	1.33	H
2018-12-11	 03	1.348	H
2018-12-11	 04	1.002	H
2018-12-11	 05	0.453	H
2018-12-11	 06	0.342	H
2018-12-11	 07	-0.382	H
2018-12-11	 08	-0.364	H
2018-12-11	 09	-0.195	H
2018-12-11	 10	0.007	H
2018-12-11	 11	2.033	H
2018-12-11	 12	1.406	R
2018-12-11	 13	1.606	R
