date	hour	th	origin
2018-12-10	0	6.623	H
2018-12-10	1	6.522	H
2018-12-10	2	6.149	H
2018-12-10	3	6.4	R
2018-12-10	4	6.386	H
2018-12-10	5	5.003	H
2018-12-10	6	4.951	H
2018-12-10	7	4.9	H
2018-12-10	8	5.192	H
2018-12-10	9	5.757	H
2018-12-10	10	6.268	H
2018-12-10	11	7.18	H
2018-12-10	12	7.782	H
2018-12-10	13	9.849	H
2018-12-10	14	7.3	R
2018-12-10	15	6.994	H
2018-12-10	16	6.724	H
2018-12-10	17	6.2	H
2018-12-10	18	6.132	H
2018-12-10	19	6.387	H
2018-12-10	20	5.8	R
2018-12-10	21	5.979	H
2018-12-10	22	5.587	H
2018-12-10	23	4.675	H
2018-12-11	0	4.762	H
2018-12-11	1	4.588	H
2018-12-11	2	4.067	H
2018-12-11	3	3.875	H
2018-12-11	4	3.665	H
2018-12-11	5	3.595	H
2018-12-11	6	2.604	H
2018-12-11	7	1.764	H
2018-12-11	8	1.674	H
2018-12-11	9	1.9	R
2018-12-11	10	5.328	H
2018-12-11	11	7.628	H
2018-12-11	12	8.098	H
2018-12-11	13	7.078	H
2018-12-11	14	7.091	H
2018-12-11	15	6.453	H
2018-12-11	16	4.657	H
2018-12-11	17	3.998	H
2018-12-11	18	3.91	H
2018-12-11	19	3.648	H
2018-12-11	20	3.366	H
2018-12-11	21	2.463	H
2018-12-11	22	1.457	H
2018-12-11	23	1.185	H
2018-12-12	0	-0.235	H
2018-12-12	1	-1.19	H
2018-12-12	2	-0.737	H
2018-12-12	3	-1.361	H
2018-12-12	4	-1.722	H
2018-12-12	5	-2.01	H
2018-12-12	6	-2.126	H
2018-12-12	7	-2.222	H
2018-12-12	8	-2.242	H
2018-12-12	9	-1.2	R
2018-12-12	10	2.48	H
2018-12-12	11	3.857	H
2018-12-12	12	4.207	H
2018-12-12	13	4.415	H
2018-12-12	14	4.8	R
2018-12-12	15	1.7	R
2018-12-12	16	1.451	H
2018-12-12	17	0.306	H
2018-12-12	18	0.01	H
2018-12-12	19	-0.362	H
2018-12-12	20	-0.812	H
2018-12-12	21	-1.456	H
2018-12-12	22	-1.972	H
2018-12-12	23	-2.261	H
2018-12-13	0	-1.743	H
2018-12-13	1	-1.761	H
2018-12-13	2	-1.761	H
2018-12-13	3	-1.38	H
2018-12-13	4	-1.228	H
2018-12-13	5	-1.152	H
2018-12-13	6	-0.831	H
2018-12-13	7	-0.7	H
2018-12-13	8	-0.926	H
2018-12-13	9	-0.3	R
