date	hour	th	origin
2018-12-10	0	6.843	H
2018-12-10	1	6.775	H
2018-12-10	2	6.674	H
2018-12-10	3	6.64	H
2018-12-10	4	6.522	H
2018-12-10	5	5.675	R
2018-12-10	6	5.501	H
2018-12-10	7	5.467	H
2018-12-10	8	5.62	H
2018-12-10	9	6.064	H
2018-12-10	10	6.285	H
2018-12-10	11	7.045	H
2018-12-10	12	7.082	R
2018-12-10	13	8.106	R
2018-12-10	14	7.869	R
2018-12-10	15	6.977	H
2018-12-10	16	6.674	H
2018-12-10	17	6.404	H
2018-12-10	18	6.539	H
2018-12-10	19	6.657	H
2018-12-10	20	6.657	H
2018-12-10	21	6.403	H
2018-12-10	22	6.26	R
2018-12-10	23	4.779	H
2018-12-11	0	4.468	R
2018-12-11	1	4.588	H
2018-12-11	2	4.207	H
2018-12-11	3	4.137	H
2018-12-11	4	3.963	H
2018-12-11	5	3.525	H
2018-12-11	6	3.172	H
2018-12-11	7	2.427	H
2018-12-11	8	1.854	H
2018-12-11	9	2.119	R
2018-12-11	10	3.572	R
2018-12-11	11	5.126	R
2018-12-11	12	5.739	R
2018-12-11	13	6.454	H
2018-12-11	14	6.404	H
2018-12-11	15	6.2	H
2018-12-11	16	5.569	H
2018-12-11	17	4.709	H
2018-12-11	18	4.085	H
2018-12-11	19	3.823	H
2018-12-11	20	3.455	H
2018-12-11	21	2.605	H
2018-12-11	22	1.746	H
2018-12-11	23	1.112	H
2018-12-12	0	0.82	H
2018-12-12	1	0.453	H
2018-12-12	2	0.176	H
2018-12-12	3	-0.046	H
2018-12-12	4	-0.25	H
2018-12-12	5	-0.568	H
2018-12-12	6	-1.114	H
2018-12-12	7	-1.399	H
2018-12-12	8	-1.133	H
2018-12-12	9	-0.788	R
2018-12-12	10	0.547	R
2018-12-12	11	2.366	R
2018-12-12	12	3.17	R
2018-12-12	13	3.221	H
2018-12-12	14	4.588	H
2018-12-12	15	4.727	H
2018-12-12	16	3.097	R
2018-12-12	17	1.185	H
2018-12-12	18	1.021	H
2018-12-12	19	1.003	H
2018-12-12	20	0.49	H
2018-12-12	21	0.047	H
2018-12-12	22	-0.176	H
2018-12-12	23	-0.774	H
2018-12-13	0	-0.718	H
2018-12-13	1	-0.793	H
2018-12-13	2	-1.095	H
2018-12-13	3	-0.699	H
2018-12-13	4	-0.852	R
2018-12-13	5	-1.133	H
2018-12-13	6	-1.058	H
2018-12-13	7	-1.19	H
2018-12-13	8	-0.813	H
2018-12-13	9	-0.614	R
2018-12-13	10	0.108	R
2018-12-13	11	1.324	R
2018-12-13	12	2.888	H
2018-12-13	13	2.961	H
2018-12-13	14	2.978	H
2018-12-13	15	2.855	H
2018-12-13	16	2.73	H
2018-12-13	17	2.357	H
2018-12-13	18	2.213	H
2018-12-13	19	2.123	H
2018-12-13	20	1.764	H
2018-12-13	21	1.439	H
2018-12-13	22	1.185	H
2018-12-13	23	0.82	H
2018-12-14	0	0.545	H
2018-12-14	1	0.453	H
2018-12-14	2	0.306	H
2018-12-14	3	0.102	H
2018-12-14	4	-1.077	H
2018-12-14	5	-0.812	H
2018-12-14	6	-0.568	H
2018-12-14	7	-1.704	H
2018-12-14	8	-2.03	H
2018-12-14	9	-1.609	H
2018-12-14	10	-0.742	R
2018-12-14	11	0.099	R
2018-12-14	12	1.148	H
2018-12-14	13	1.421	H
2018-12-14	14	1.926	H
2018-12-14	15	1.854	H
2018-12-14	16	1.475	H
2018-12-14	17	1.534	R
2018-12-14	18	1.433	R
2018-12-14	19	1.369	R
2018-12-14	20	1.305	R
2018-12-14	21	0.82	H
2018-12-14	22	0.674	H
2018-12-14	23	0.784	H
2018-12-15	0	0.949	R
2018-12-15	1	0.618	H
2018-12-15	2	0.6	H
2018-12-15	3	0.848	R
2018-12-15	4	0.766	R
2018-12-15	5	0.766	R
2018-12-15	6	0.324	H
2018-12-15	7	0.471	H
2018-12-15	8	0.25	H
2018-12-15	9	0.419	R
2018-12-15	10	0.857	H
2018-12-15	11	0.885	R
2018-12-15	12	1.241	R
2018-12-15	13	1.257	H
2018-12-15	14	1.075	H
2018-12-15	15	0.692	H
2018-12-15	16	-0.028	H
2018-12-15	17	-0.85	H
2018-12-15	18	-1.342	H
2018-12-15	19	-1.646	H
2018-12-15	20	-1.895	H
2018-12-15	21	-2.01	H
2018-12-15	22	-1.628	H
2018-12-15	23	-1.152	H
2018-12-16	0	-0.812	H
2018-12-16	1	-0.699	H
2018-12-16	2	-0.68	H
2018-12-16	3	-0.512	H
2018-12-16	4	-0.269	H
2018-12-16	5	-0.418	H
2018-12-16	6	0.236	R
2018-12-16	7	0.213	H
2018-12-16	8	2.244	H
2018-12-16	9	3.927	H
2018-12-16	10	5.02	H
2018-12-16	11	5.91	H
2018-12-16	12	7.329	R
2018-12-16	13	7.548	H
2018-12-16	14	7.615	H
2018-12-16	15	7.112	H
2018-12-16	16	5.327	H
2018-12-16	17	3.77	H
2018-12-16	18	3.12	H
2018-12-16	19	2.819	H
2018-12-16	20	2.961	H
2018-12-16	21	2.766	H
2018-12-16	22	2.446	H
2018-12-16	23	2.539	R
2018-12-17	0	1.548	H
2018-12-17	1	1.493	H
2018-12-17	2	1.926	H
2018-12-17	3	1.89	H
2018-12-17	4	2.034	H
2018-12-17	5	1.854	H
2018-12-17	6	2.034	H
2018-12-17	7	2.177	H
2018-12-17	8	2.034	H
2018-12-17	9	3.328	H
2018-12-17	10	5.379	H
