"Plot Title: 10350032"
"#"	"Date"	"Time, GMT+01:00"	"Temp, °C (LGR S/N: 10350032, SEN S/N: 10350032)"	"Intensity, Lux (LGR S/N: 10350032, SEN S/N: 10350032)"	"Coupler Attached (LGR S/N: 10350032)"	"Host Connected (LGR S/N: 10350032)"	"Stopped (LGR S/N: 10350032)"	"End Of File (LGR S/N: 10350032)"
1	15-12-17	00:00:00	5.347	0.0				
2	15-12-17	00:05:00	5.244	0.0				
3	15-12-17	00:10:00	5.141	0.0				
4	15-12-17	00:15:00	5.141	0.0				
5	15-12-17	00:20:00	5.037	0.0				
6	15-12-17	00:25:00	4.934	0.0				
7	15-12-17	00:30:00	4.727	0.0				
8	15-12-17	00:35:00	4.623	0.0				
9	15-12-17	00:40:00	4.519	0.0				
10	15-12-17	00:45:00	4.415	0.0				
11	15-12-17	00:50:00	4.519	0.0				
12	15-12-17	00:55:00	4.623	0.0				
13	15-12-17	01:00:00	4.727	0.0				
14	15-12-17	01:05:00	4.727	0.0				
15	15-12-17	01:10:00	4.727	0.0				
16	15-12-17	01:15:00	4.727	0.0				
17	15-12-17	01:20:00	4.727	0.0				
18	15-12-17	01:25:00	4.831	0.0				
19	15-12-17	01:30:00	4.727	0.0				
20	15-12-17	01:35:00	4.727	0.0				
21	15-12-17	01:40:00	4.727	0.0				
22	15-12-17	01:45:00	4.623	0.0				
23	15-12-17	01:50:00	4.519	0.0				
24	15-12-17	01:55:00	4.519	0.0				
25	15-12-17	02:00:00	4.519	0.0				
26	15-12-17	02:05:00	4.519	0.0				
27	15-12-17	02:10:00	4.519	0.0				
28	15-12-17	02:15:00	4.519	0.0				
29	15-12-17	02:20:00	4.519	0.0				
30	15-12-17	02:25:00	4.519	0.0				
31	15-12-17	02:30:00	4.519	0.0				
32	15-12-17	02:35:00	4.519	0.0				
33	15-12-17	02:40:00	4.519	0.0				
34	15-12-17	02:45:00	4.519	0.0				
35	15-12-17	02:50:00	4.519	0.0				
36	15-12-17	02:55:00	4.519	0.0				
37	15-12-17	03:00:00	4.623	0.0				
38	15-12-17	03:05:00	4.623	0.0				
39	15-12-17	03:10:00	4.623	0.0				
40	15-12-17	03:15:00	4.519	0.0				
41	15-12-17	03:20:00	4.415	0.0				
42	15-12-17	03:25:00	4.415	0.0				
43	15-12-17	03:30:00	4.415	0.0				
44	15-12-17	03:35:00	4.519	0.0				
45	15-12-17	03:40:00	4.623	0.0				
46	15-12-17	03:45:00	4.623	0.0				
47	15-12-17	03:50:00	4.623	0.0				
48	15-12-17	03:55:00	4.519	0.0				
49	15-12-17	04:00:00	4.519	0.0				
50	15-12-17	04:05:00	4.415	0.0				
51	15-12-17	04:10:00	4.415	0.0				
52	15-12-17	04:15:00	4.415	0.0				
53	15-12-17	04:20:00	4.415	0.0				
54	15-12-17	04:25:00	4.415	0.0				
55	15-12-17	04:30:00	4.415	0.0				
56	15-12-17	04:35:00	4.415	0.0				
57	15-12-17	04:40:00	4.311	0.0				
58	15-12-17	04:45:00	4.207	0.0				
59	15-12-17	04:50:00	4.207	0.0				
60	15-12-17	04:55:00	4.207	0.0				
61	15-12-17	05:00:00	4.311	0.0				
62	15-12-17	05:05:00	4.311	0.0				
63	15-12-17	05:10:00	4.311	0.0				
64	15-12-17	05:15:00	4.311	0.0				
65	15-12-17	05:20:00	4.311	0.0				
66	15-12-17	05:25:00	4.415	0.0				
67	15-12-17	05:30:00	4.415	0.0				
68	15-12-17	05:35:00	4.415	0.0				
69	15-12-17	05:40:00	4.415	0.0				
70	15-12-17	05:45:00	4.311	0.0				
71	15-12-17	05:50:00	4.311	0.0				
72	15-12-17	05:55:00	4.415	0.0				
73	15-12-17	06:00:00	4.311	0.0				
74	15-12-17	06:05:00	4.311	0.0				
75	15-12-17	06:10:00	4.311	0.0				
76	15-12-17	06:15:00	4.207	0.0				
77	15-12-17	06:20:00	4.207	0.0				
78	15-12-17	06:25:00	4.207	0.0				
79	15-12-17	06:30:00	4.311	0.0				
80	15-12-17	06:35:00	4.415	0.0				
81	15-12-17	06:40:00	4.415	0.0				
82	15-12-17	06:45:00	4.519	0.0				
83	15-12-17	06:50:00	4.623	0.0				
84	15-12-17	06:55:00	4.727	0.0				
85	15-12-17	07:00:00	4.831	0.0				
86	15-12-17	07:05:00	4.623	0.0				
87	15-12-17	07:10:00	4.311	0.0				
88	15-12-17	07:15:00	4.207	0.0				
89	15-12-17	07:20:00	4.207	0.0				
90	15-12-17	07:25:00	4.311	0.0				
91	15-12-17	07:30:00	4.311	0.0				
92	15-12-17	07:35:00	4.519	0.0				
93	15-12-17	07:40:00	4.519	0.0				
94	15-12-17	07:45:00	4.727	0.0				
95	15-12-17	07:50:00	4.831	0.0				
96	15-12-17	07:55:00	4.831	0.0				
97	15-12-17	08:00:00	4.831	10.8				
98	15-12-17	08:05:00	4.831	21.5				
99	15-12-17	08:10:00	4.934	43.1				
100	15-12-17	08:15:00	5.037	139.9				
101	15-12-17	08:20:00	5.037	172.2				
102	15-12-17	08:25:00	5.037	150.7				
103	15-12-17	08:30:00	5.037	150.7				
104	15-12-17	08:35:00	5.037	172.2				
105	15-12-17	08:40:00	5.141	193.8				
106	15-12-17	08:45:00	5.244	226.0				
