"Plot Title: 10349994"
"#"	"Date"	"Time, GMT+01:00"	"Temp, °C (LGR S/N: 10349994, SEN S/N: 10349994)"	"Intensity, Lux (LGR S/N: 10349994, SEN S/N: 10349994)"	"Host Connected (LGR S/N: 10349994)"	"Coupler Attached (LGR S/N: 10349994)"	"Stopped (LGR S/N: 10349994)"	"End Of File (LGR S/N: 10349994)"
1710	20-12-17	22:25:00	4.207	0.0				
1711	20-12-17	22:30:00	4.207	0.0				
1712	20-12-17	22:35:00	4.207	0.0				
1713	20-12-17	22:40:00	4.207	0.0				
1714	20-12-17	22:45:00	4.207	0.0				
1715	20-12-17	22:50:00	4.102	0.0				
1716	20-12-17	22:55:00	4.102	0.0				
1717	20-12-17	23:00:00	4.102	0.0				
1718	20-12-17	23:05:00	4.207	0.0				
1719	20-12-17	23:10:00	4.207	0.0				
1720	20-12-17	23:15:00	4.207	0.0				
1721	20-12-17	23:20:00	4.207	0.0				
1722	20-12-17	23:25:00	4.102	0.0				
1723	20-12-17	23:30:00	4.102	0.0				
1724	20-12-17	23:35:00	4.102	0.0				
1725	20-12-17	23:40:00	4.102	0.0				
1726	20-12-17	23:45:00	4.102	0.0				
1727	20-12-17	23:50:00	4.102	0.0				
1728	20-12-17	23:55:00	4.207	0.0				
1729	21-12-17	00:00:00	4.207	0.0				
1730	21-12-17	00:05:00	4.207	0.0				
1731	21-12-17	00:10:00	4.207	0.0				
1732	21-12-17	00:15:00	4.207	0.0				
1733	21-12-17	00:20:00	4.102	0.0				
1734	21-12-17	00:25:00	4.207	0.0				
1735	21-12-17	00:30:00	4.207	0.0				
1736	21-12-17	00:35:00	4.207	0.0				
1737	21-12-17	00:40:00	4.207	0.0				
1738	21-12-17	00:45:00	4.102	0.0				
1739	21-12-17	00:50:00	4.102	0.0				
1740	21-12-17	00:55:00	4.102	0.0				
1741	21-12-17	01:00:00	4.102	0.0				
1742	21-12-17	01:05:00	4.102	0.0				
1743	21-12-17	01:10:00	4.102	0.0				
1744	21-12-17	01:15:00	4.102	0.0				
1745	21-12-17	01:20:00	3.998	0.0				
1746	21-12-17	01:25:00	3.998	0.0				
1747	21-12-17	01:30:00	3.998	0.0				
1748	21-12-17	01:35:00	4.102	0.0				
1749	21-12-17	01:40:00	4.102	0.0				
1750	21-12-17	01:45:00	4.207	0.0				
1751	21-12-17	01:50:00	4.207	0.0				
1752	21-12-17	01:55:00	4.207	0.0				
1753	21-12-17	02:00:00	4.207	0.0				
1754	21-12-17	02:05:00	4.207	0.0				
1755	21-12-17	02:10:00	4.207	0.0				
1756	21-12-17	02:15:00	4.207	0.0				
1757	21-12-17	02:20:00	4.207	0.0				
1758	21-12-17	02:25:00	4.207	0.0				
1759	21-12-17	02:30:00	4.102	0.0				
1760	21-12-17	02:35:00	4.102	0.0				
1761	21-12-17	02:40:00	4.207	0.0				
1762	21-12-17	02:45:00	4.207	0.0				
1763	21-12-17	02:50:00	4.207	0.0				
1764	21-12-17	02:55:00	4.102	0.0				
1765	21-12-17	03:00:00	4.102	0.0				
1766	21-12-17	03:05:00	3.998	0.0				
1767	21-12-17	03:10:00	4.102	0.0				
1768	21-12-17	03:15:00	4.102	0.0				
1769	21-12-17	03:20:00	4.102	0.0				
1770	21-12-17	03:25:00	4.102	0.0				
1771	21-12-17	03:30:00	4.207	0.0				
1772	21-12-17	03:35:00	4.207	0.0				
1773	21-12-17	03:40:00	4.207	0.0				
1774	21-12-17	03:45:00	4.207	0.0				
1775	21-12-17	03:50:00	4.311	0.0				
1776	21-12-17	03:55:00	4.311	0.0				
1777	21-12-17	04:00:00	4.311	0.0				
1778	21-12-17	04:05:00	4.311	0.0				
1779	21-12-17	04:10:00	4.207	0.0				
1780	21-12-17	04:15:00	4.207	0.0				
1781	21-12-17	04:20:00	4.102	0.0				
1782	21-12-17	04:25:00	4.102	0.0				
1783	21-12-17	04:30:00	4.102	0.0				
1784	21-12-17	04:35:00	4.102	0.0				
1785	21-12-17	04:40:00	4.102	0.0				
1786	21-12-17	04:45:00	4.207	0.0				
1787	21-12-17	04:50:00	4.207	0.0				
1788	21-12-17	04:55:00	4.207	0.0				
1789	21-12-17	05:00:00	4.311	0.0				
1790	21-12-17	05:05:00	4.311	0.0				
1791	21-12-17	05:10:00	4.311	0.0				
1792	21-12-17	05:15:00	4.311	0.0				
1793	21-12-17	05:20:00	4.311	0.0				
1794	21-12-17	05:25:00	4.311	0.0				
1795	21-12-17	05:30:00	4.311	0.0				
1796	21-12-17	05:35:00	4.311	0.0				
1797	21-12-17	05:40:00	4.311	0.0				
1798	21-12-17	05:45:00	4.311	0.0				
1799	21-12-17	05:50:00	4.311	0.0				
1800	21-12-17	05:55:00	4.311	0.0				
1801	21-12-17	06:00:00	4.311	0.0				
1802	21-12-17	06:05:00	4.311	0.0				
1803	21-12-17	06:10:00	4.207	0.0				
1804	21-12-17	06:15:00	4.207	0.0				
1805	21-12-17	06:20:00	4.207	0.0				
1806	21-12-17	06:25:00	4.207	0.0				
1807	21-12-17	06:30:00	4.207	0.0				
1808	21-12-17	06:35:00	4.102	0.0				
1809	21-12-17	06:40:00	4.102	0.0				
1810	21-12-17	06:45:00	3.998	0.0				
1811	21-12-17	06:50:00	3.893	0.0				
1812	21-12-17	06:55:00	3.893	0.0				
1813	21-12-17	07:00:00	3.893	0.0				
1814	21-12-17	07:05:00	3.893	0.0				
1815	21-12-17	07:10:00	3.788	0.0				
1816	21-12-17	07:15:00	3.788	0.0				
1817	21-12-17	07:20:00	3.788	0.0				
1818	21-12-17	07:25:00	3.893	0.0				
1819	21-12-17	07:30:00	3.893	0.0				
1820	21-12-17	07:35:00	3.998	0.0				
1821	21-12-17	07:40:00	4.102	0.0				
1822	21-12-17	07:45:00	4.207	0.0				
1823	21-12-17	07:50:00	4.311	0.0				
1824	21-12-17	07:55:00	4.311	0.0				
1825	21-12-17	08:00:00	4.415	0.0				
1826	21-12-17	08:05:00	4.415	0.0				
1827	21-12-17	08:10:00	4.415	10.8				
1828	21-12-17	08:15:00	4.519	32.3				
1829	21-12-17	08:20:00	4.519	43.1				
1830	21-12-17	08:25:00	4.519	53.8				
1831	21-12-17	08:30:00	4.519	53.8				
1832	21-12-17	08:35:00	4.519	107.6				
1833	21-12-17	08:40:00	4.519	150.7				
1834	21-12-17	08:45:00	4.519	258.3				
1835	21-12-17	08:50:00	4.623	484.4				
1836	21-12-17	08:55:00	4.727	828.8				
1837	21-12-17	09:00:00	4.831	1,033.3				
1838	21-12-17	09:05:00	4.934	1,248.6				
1839	21-12-17	09:10:00	5.037	1,141.0				
1840	21-12-17	09:15:00	5.141	1,141.0				
1841	21-12-17	09:20:00	5.244	1,001.0				
1842	21-12-17	09:25:00	5.244	979.5				
1843	21-12-17	09:30:00	5.347	979.5				
1844	21-12-17	09:35:00	5.347	1,270.1				
1845	21-12-17	09:40:00	5.450	1,550.0				
1846	21-12-17	09:45:00	5.552	1,291.7				
1847	21-12-17	09:50:00	5.655	559.7				
1848	21-12-17	09:55:00	5.655	807.3				
1849	21-12-17	10:00:00	5.757	893.4				
1850	21-12-17	10:05:00	5.860	775.0				
1851	21-12-17	10:10:00	5.962	818.1				
1852	21-12-17	10:15:00	5.962	828.8				
1853	21-12-17	10:20:00	6.064	667.4				
1854	21-12-17	10:25:00	5.962	785.8				
1855	21-12-17	10:30:00	6.064	699.7				
1856	21-12-17	10:35:00	6.064	581.3				
1857	21-12-17	10:40:00	6.064	581.3				
1858	21-12-17	10:45:00	6.064	796.5				
1859	21-12-17	10:50:00	6.268	1,065.6				
1860	21-12-17	10:55:00	6.370	1,033.3				
1861	21-12-17	11:00:00	6.573	1,022.6				
1862	21-12-17	11:05:00	6.674	1,044.1				
1863	21-12-17	11:10:00	6.775	1,076.4				
1864	21-12-17	11:15:00	6.877	904.2				
1865	21-12-17	11:20:00	6.877	764.2				
1866	21-12-17	11:25:00	6.877	678.1				
1867	21-12-17	11:30:00	6.775	645.8				
1868	21-12-17	11:35:00	6.775	613.5				
1869	21-12-17	11:40:00	6.674	602.8				
1870	21-12-17	11:45:00	6.674	678.1				
1871	21-12-17	11:50:00	6.674	592.0				
1872	21-12-17	11:55:00	6.674	538.2				
1873	21-12-17	12:00:00	6.674	484.4				
1874	21-12-17	12:05:00	6.674	527.4				
1875	21-12-17	12:10:00	6.573	731.9				
1876	21-12-17	12:15:00	6.573	850.4				
1877	21-12-17	12:20:00	6.674	764.2				
1878	21-12-17	12:25:00	6.674	775.0				
1879	21-12-17	12:30:00	6.775	785.8				
1880	21-12-17	12:35:00	6.775	785.8				
1881	21-12-17	12:40:00	6.775	828.8				
1882	21-12-17	12:45:00	6.877	818.1				
1883	21-12-17	12:50:00	6.877	678.1				
1884	21-12-17	12:55:00	6.978	495.1				
1885	21-12-17	13:00:00	6.978	484.4				
1886	21-12-17	13:05:00	6.978	516.7				
1887	21-12-17	13:10:00	7.079	441.3				
1888	21-12-17	13:15:00	6.978	419.8				
1889	21-12-17	13:20:00	6.978	387.5				
1890	21-12-17	13:25:00	6.877	333.7				
1891	21-12-17	13:30:00	6.877	355.2				
1892	21-12-17	13:35:00	6.877	366.0				
1893	21-12-17	13:40:00	6.877	419.8				
1894	21-12-17	13:45:00	6.877	355.2				
1895	21-12-17	13:50:00	6.877	236.8				
1896	21-12-17	13:55:00	6.775	193.8				
1897	21-12-17	14:00:00	6.775	258.3				
1898	21-12-17	14:05:00	6.775	258.3				
1899	21-12-17	14:10:00	6.674	269.1				
1900	21-12-17	14:15:00	6.674	290.6				
1901	21-12-17	14:20:00	6.573	247.6				
1902	21-12-17	14:25:00	6.573	236.8				
1903	21-12-17	14:30:00	6.573	215.3				
1904	21-12-17	14:35:00	6.573	215.3				
1905	21-12-17	14:40:00	6.573	269.1				
1906	21-12-17	14:45:00	6.674	376.7				
1907	21-12-17	14:50:00	6.674	290.6				
1908	21-12-17	14:55:00	6.775	344.4				
1909	21-12-17	15:00:00	6.775	462.9				
1910	21-12-17	15:05:00	6.877	387.5				
1911	21-12-17	15:10:00	6.877	301.4				
1912	21-12-17	15:15:00	6.877	301.4				
1913	21-12-17	15:20:00	6.877	258.3				
1914	21-12-17	15:25:00	6.877	204.5				
1915	21-12-17	15:30:00	6.978	226.0				
1916	21-12-17	15:35:00	6.978	193.8				
1917	21-12-17	15:40:00	6.978	204.5				
1918	21-12-17	15:45:00	6.978	215.3				
1919	21-12-17	15:50:00	6.877	193.8				
1920	21-12-17	15:55:00	6.877	150.7				
1921	21-12-17	16:00:00	6.877	139.9				
1922	21-12-17	16:05:00	6.877	129.2				
1923	21-12-17	16:10:00	6.877	118.4				
1924	21-12-17	16:15:00	6.877	53.8				
1925	21-12-17	16:20:00	6.877	32.3				
1926	21-12-17	16:25:00	6.775	10.8				
1927	21-12-17	16:30:00	6.877	0.0				
1928	21-12-17	16:35:00	6.775	0.0				
1929	21-12-17	16:40:00	6.775	0.0				
1930	21-12-17	16:45:00	6.775	0.0				
1931	21-12-17	16:50:00	6.674	0.0				
1932	21-12-17	16:55:00	6.674	0.0				
1933	21-12-17	17:00:00	6.674	0.0				
1934	21-12-17	17:05:00	6.674	0.0				
1935	21-12-17	17:10:00	6.674	0.0				
1936	21-12-17	17:15:00	6.674	0.0				
1937	21-12-17	17:20:00	6.674	0.0				
1938	21-12-17	17:25:00	6.674	0.0				
1939	21-12-17	17:30:00	6.674	0.0				
1940	21-12-17	17:35:00	6.573	0.0				
1941	21-12-17	17:40:00	6.471	0.0				
1942	21-12-17	17:45:00	6.471	0.0				
1943	21-12-17	17:50:00	6.370	0.0				
1944	21-12-17	17:55:00	6.370	0.0				
1945	21-12-17	18:00:00	6.370	0.0				
1946	21-12-17	18:05:00	6.268	0.0				
1947	21-12-17	18:10:00	6.268	0.0				
1948	21-12-17	18:15:00	6.268	0.0				
1949	21-12-17	18:20:00	6.268	0.0				
1950	21-12-17	18:25:00	6.268	0.0				
1951	21-12-17	18:30:00	6.268	0.0				
1952	21-12-17	18:35:00	6.268	0.0				
1953	21-12-17	18:40:00	6.268	0.0				
1954	21-12-17	18:45:00	6.268	0.0				
1955	21-12-17	18:50:00	6.268	0.0				
1956	21-12-17	18:55:00	6.166	0.0				
1957	21-12-17	19:00:00	6.166	0.0				
1958	21-12-17	19:05:00	6.166	0.0				
1959	21-12-17	19:10:00	6.166	0.0				
1960	21-12-17	19:15:00	6.166	0.0				
1961	21-12-17	19:20:00	6.064	0.0				
1962	21-12-17	19:25:00	6.064	0.0				
1963	21-12-17	19:30:00	6.064	0.0				
1964	21-12-17	19:35:00	6.166	0.0				
1965	21-12-17	19:40:00	6.166	0.0				
1966	21-12-17	19:45:00	6.166	0.0				
1967	21-12-17	19:50:00	6.166	0.0				
1968	21-12-17	19:55:00	6.166	0.0				
1969	21-12-17	20:00:00	6.064	0.0				
1970	21-12-17	20:05:00	6.064	0.0				
1971	21-12-17	20:10:00	5.962	0.0				
1972	21-12-17	20:15:00	5.962	0.0				
1973	21-12-17	20:20:00	5.860	0.0				
1974	21-12-17	20:25:00	5.860	0.0				
1975	21-12-17	20:30:00	5.757	0.0				
1976	21-12-17	20:35:00	5.757	0.0				
1977	21-12-17	20:40:00	5.757	0.0				
1978	21-12-17	20:45:00	5.757	0.0				
1979	21-12-17	20:50:00	5.757	0.0				
1980	21-12-17	20:55:00	5.655	0.0				
1981	21-12-17	21:00:00	5.757	0.0				
1982	21-12-17	21:05:00	5.757	0.0				
1983	21-12-17	21:10:00	5.757	0.0				
1984	21-12-17	21:15:00	5.757	0.0				
1985	21-12-17	21:20:00	5.757	0.0				
1986	21-12-17	21:25:00	5.860	0.0				
1987	21-12-17	21:30:00	5.860	0.0				
1988	21-12-17	21:35:00	5.860	0.0				
1989	21-12-17	21:40:00	5.757	0.0				
1990	21-12-17	21:45:00	5.757	0.0				
1991	21-12-17	21:50:00	5.757	0.0				
1992	21-12-17	21:55:00	5.757	0.0				
1993	21-12-17	22:00:00	5.757	0.0				
1994	21-12-17	22:05:00	5.757	0.0				
1995	21-12-17	22:10:00	5.860	0.0				
1996	21-12-17	22:15:00	5.860	0.0				
1997	21-12-17	22:20:00	5.860	0.0				
1998	21-12-17	22:25:00	5.860	0.0				
1999	21-12-17	22:30:00	5.860	0.0				
2000	21-12-17	22:35:00	5.860	0.0				
2001	21-12-17	22:40:00	5.860	0.0				
2002	21-12-17	22:45:00	5.860	0.0				
2003	21-12-17	22:50:00	5.860	0.0				
2004	21-12-17	22:55:00	5.757	0.0				
2005	21-12-17	23:00:00	5.860	0.0				
2006	21-12-17	23:05:00	5.860	0.0				
2007	21-12-17	23:10:00	5.860	0.0				
2008	21-12-17	23:15:00	5.962	0.0				
2009	21-12-17	23:20:00	5.962	0.0				
2010	21-12-17	23:25:00	6.064	0.0				
2011	21-12-17	23:30:00	6.064	0.0				
2012	21-12-17	23:35:00	6.064	0.0				
2013	21-12-17	23:40:00	6.064	0.0				
2014	21-12-17	23:45:00	5.962	0.0				
2015	21-12-17	23:50:00	5.962	0.0				
2016	21-12-17	23:55:00	5.962	0.0				
2017	22-12-17	00:00:00	6.064	0.0				
2018	22-12-17	00:05:00	6.064	0.0				
2019	22-12-17	00:10:00	6.064	0.0				
2020	22-12-17	00:15:00	6.064	0.0				
2021	22-12-17	00:20:00	6.064	0.0				
2022	22-12-17	00:25:00	6.166	0.0				
2023	22-12-17	00:30:00	6.166	0.0				
2024	22-12-17	00:35:00	6.166	0.0				
2025	22-12-17	00:40:00	6.166	0.0				
2026	22-12-17	00:45:00	6.166	0.0				
2027	22-12-17	00:50:00	6.166	0.0				
2028	22-12-17	00:55:00	6.166	0.0				
2029	22-12-17	01:00:00	6.166	0.0				
2030	22-12-17	01:05:00	6.166	0.0				
2031	22-12-17	01:10:00	6.166	0.0				
2032	22-12-17	01:15:00	6.166	0.0				
2033	22-12-17	01:20:00	6.064	0.0				
2034	22-12-17	01:25:00	6.166	0.0				
2035	22-12-17	01:30:00	6.166	0.0				
2036	22-12-17	01:35:00	6.166	0.0				
2037	22-12-17	01:40:00	6.064	0.0				
2038	22-12-17	01:45:00	6.064	0.0				
2039	22-12-17	01:50:00	6.064	0.0				
2040	22-12-17	01:55:00	6.064	0.0				
2041	22-12-17	02:00:00	5.962	0.0				
2042	22-12-17	02:05:00	5.962	0.0				
2043	22-12-17	02:10:00	5.962	0.0				
2044	22-12-17	02:15:00	5.860	0.0				
2045	22-12-17	02:20:00	5.860	0.0				
2046	22-12-17	02:25:00	5.860	0.0				
2047	22-12-17	02:30:00	5.860	0.0				
2048	22-12-17	02:35:00	5.962	0.0				
2049	22-12-17	02:40:00	5.962	0.0				
2050	22-12-17	02:45:00	5.962	0.0				
2051	22-12-17	02:50:00	5.962	0.0				
2052	22-12-17	02:55:00	5.962	0.0				
2053	22-12-17	03:00:00	5.962	0.0				
2054	22-12-17	03:05:00	5.962	0.0				
2055	22-12-17	03:10:00	5.962	0.0				
2056	22-12-17	03:15:00	5.962	0.0				
2057	22-12-17	03:20:00	5.962	0.0				
2058	22-12-17	03:25:00	6.064	0.0				
2059	22-12-17	03:30:00	6.064	0.0				
2060	22-12-17	03:35:00	6.064	0.0				
2061	22-12-17	03:40:00	6.166	0.0				
2062	22-12-17	03:45:00	6.166	0.0				
2063	22-12-17	03:50:00	6.166	0.0				
2064	22-12-17	03:55:00	6.166	0.0				
2065	22-12-17	04:00:00	6.064	0.0				
2066	22-12-17	04:05:00	5.962	0.0				
2067	22-12-17	04:10:00	5.962	0.0				
2068	22-12-17	04:15:00	5.860	0.0				
2069	22-12-17	04:20:00	5.860	0.0				
2070	22-12-17	04:25:00	5.962	0.0				
2071	22-12-17	04:30:00	5.962	0.0				
2072	22-12-17	04:35:00	5.962	0.0				
2073	22-12-17	04:40:00	5.962	0.0				
2074	22-12-17	04:45:00	5.962	0.0				
2075	22-12-17	04:50:00	5.962	0.0				
2076	22-12-17	04:55:00	6.064	0.0				
2077	22-12-17	05:00:00	6.064	0.0				
2078	22-12-17	05:05:00	5.962	0.0				
2079	22-12-17	05:10:00	6.064	0.0				
2080	22-12-17	05:15:00	5.962	0.0				
2081	22-12-17	05:20:00	5.962	0.0				
2082	22-12-17	05:25:00	5.962	0.0				
2083	22-12-17	05:30:00	6.064	0.0				
2084	22-12-17	05:35:00	6.064	0.0				
2085	22-12-17	05:40:00	6.064	0.0				
2086	22-12-17	05:45:00	6.064	0.0				
2087	22-12-17	05:50:00	6.064	0.0				
2088	22-12-17	05:55:00	6.064	0.0				
2089	22-12-17	06:00:00	6.166	0.0				
2090	22-12-17	06:05:00	6.166	0.0				
2091	22-12-17	06:10:00	6.166	0.0				
2092	22-12-17	06:15:00	6.166	0.0				
2093	22-12-17	06:20:00	6.166	0.0				
2094	22-12-17	06:25:00	6.268	0.0				
2095	22-12-17	06:30:00	6.268	0.0				
2096	22-12-17	06:35:00	6.268	0.0				
2097	22-12-17	06:40:00	6.268	0.0				
2098	22-12-17	06:45:00	6.268	0.0				
2099	22-12-17	06:50:00	6.268	0.0				
2100	22-12-17	06:55:00	6.268	0.0				
2101	22-12-17	07:00:00	6.268	0.0				
2102	22-12-17	07:05:00	6.268	0.0				
2103	22-12-17	07:10:00	6.268	0.0				
2104	22-12-17	07:15:00	6.268	0.0				
2105	22-12-17	07:20:00	6.166	0.0				
2106	22-12-17	07:25:00	6.166	0.0				
2107	22-12-17	07:30:00	6.166	0.0				
2108	22-12-17	07:35:00	6.166	0.0				
2109	22-12-17	07:40:00	6.166	0.0				
2110	22-12-17	07:45:00	6.268	0.0				
2111	22-12-17	07:50:00	6.268	0.0				
2112	22-12-17	07:55:00	6.268	0.0				
2113	22-12-17	08:00:00	6.370	0.0				
2114	22-12-17	08:05:00	6.370	0.0				
2115	22-12-17	08:10:00	6.370	0.0				
2116	22-12-17	08:15:00	6.370	0.0				
2117	22-12-17	08:20:00	6.370	0.0				
2118	22-12-17	08:25:00	6.370	10.8				
2119	22-12-17	08:30:00	6.370	21.5				
2120	22-12-17	08:35:00	6.370	43.1				
2121	22-12-17	08:40:00	6.370	75.3				
2122	22-12-17	08:45:00	6.370	107.6				
2123	22-12-17	08:50:00	6.471	96.9				
2124	22-12-17	08:55:00	6.471	86.1				
2125	22-12-17	09:00:00	6.471	64.6				
2126	22-12-17	09:05:00	6.471	86.1				
2127	22-12-17	09:10:00	6.370	118.4				
2128	22-12-17	09:15:00	6.370	118.4				
2129	22-12-17	09:20:00	6.370	118.4				
2130	22-12-17	09:25:00	6.370	107.6				
2131	22-12-17	09:30:00	6.370	118.4				
2132	22-12-17	09:35:00	6.268	150.7				
2133	22-12-17	09:40:00	6.268	172.2				
2134	22-12-17	09:45:00	6.268	204.5				
2135	22-12-17	09:50:00	6.370	193.8				
2136	22-12-17	09:55:00	6.370	161.5				
2137	22-12-17	10:00:00	6.370	107.6				
2138	22-12-17	10:05:00	6.370	129.2				
2139	22-12-17	10:10:00	6.471	150.7				
2140	22-12-17	10:15:00	6.471	193.8				
2141	22-12-17	10:20:00	6.573	258.3				
2142	22-12-17	10:25:00	6.573	258.3				
2143	22-12-17	10:30:00	6.674	226.0				
2144	22-12-17	10:35:00	6.775	269.1				
2145	22-12-17	10:40:00	6.877	355.2				
2146	22-12-17	10:45:00	6.877	430.6				
2147	22-12-17	10:50:00	7.079	452.1				
2148	22-12-17	10:55:00	7.079	473.6				
2149	22-12-17	11:00:00	7.179	462.9				
2150	22-12-17	11:05:00	7.179	549.0				
2151	22-12-17	11:10:00	7.179	441.3				
2152	22-12-17	11:15:00	7.179	462.9				
2153	22-12-17	11:20:00	7.179	312.2				
2154	22-12-17	11:25:00	7.179	366.0				
2155	22-12-17	11:30:00	7.179	409.0				
2156	22-12-17	11:35:00	7.280	505.9				
2157	22-12-17	11:40:00	7.381	516.7				
2158	22-12-17	11:45:00	7.381	559.7				
2159	22-12-17	11:50:00	7.481	430.6				
2160	22-12-17	11:55:00	7.481	355.2				
2161	22-12-17	12:00:00	7.582	333.7				
2162	22-12-17	12:05:00	7.582	441.3				
2163	22-12-17	12:10:00	7.682	473.6				
2164	22-12-17	12:15:00	7.682	699.7				
2165	22-12-17	12:20:00	7.782	721.2				
2166	22-12-17	12:25:00	7.782	527.4				
2167	22-12-17	12:30:00	7.782	527.4				
2168	22-12-17	12:35:00	7.782	376.7				
2169	22-12-17	12:40:00	7.782	366.0				
2170	22-12-17	12:45:00	7.882	473.6				
2171	22-12-17	12:50:00	7.983	667.4				
2172	22-12-17	12:55:00	8.082	775.0				
2173	22-12-17	13:00:00	8.082	656.6				
2174	22-12-17	13:05:00	8.182	559.7				
2175	22-12-17	13:10:00	8.282	376.7				
2176	22-12-17	13:15:00	8.182	301.4				
2177	22-12-17	13:20:00	8.182	387.5				
2178	22-12-17	13:25:00	8.182	376.7				
2179	22-12-17	13:30:00	8.182	344.4				
2180	22-12-17	13:35:00	8.182	279.9				
2181	22-12-17	13:40:00	8.182	279.9				
2182	22-12-17	13:45:00	8.182	247.6				
2183	22-12-17	13:50:00	8.182	226.0				
2184	22-12-17	13:55:00	8.282	172.2				
2185	22-12-17	14:00:00	8.282	161.5				
2186	22-12-17	14:05:00	8.282	172.2				
2187	22-12-17	14:10:00	8.282	183.0				
2188	22-12-17	14:15:00	8.182	193.8				
2189	22-12-17	14:20:00	8.182	129.2				
2190	22-12-17	14:25:00	8.182	150.7				
2191	22-12-17	14:30:00	8.182	161.5				
2192	22-12-17	14:35:00	8.182	129.2				
2193	22-12-17	14:40:00	8.182	96.9				
2194	22-12-17	14:45:00	8.082	53.8				
2195	22-12-17	14:50:00	8.082	43.1				
2196	22-12-17	14:55:00	8.082	64.6				
2197	22-12-17	15:00:00	8.082	53.8				
2198	22-12-17	15:05:00	8.082	43.1				
2199	22-12-17	15:10:00	8.082	64.6				
2200	22-12-17	15:15:00	8.082	53.8				
2201	22-12-17	15:20:00	8.082	96.9				
2202	22-12-17	15:25:00	8.082	96.9				
2203	22-12-17	15:30:00	7.983	86.1				
2204	22-12-17	15:35:00	7.983	118.4				
2205	22-12-17	15:40:00	7.983	129.2				
2206	22-12-17	15:45:00	7.983	86.1				
2207	22-12-17	15:50:00	8.082	107.6				
2208	22-12-17	15:55:00	8.082	118.4				
2209	22-12-17	16:00:00	8.082	64.6				
2210	22-12-17	16:05:00	8.082	43.1				
2211	22-12-17	16:10:00	8.082	43.1				
2212	22-12-17	16:15:00	8.082	43.1				
2213	22-12-17	16:20:00	8.082	32.3				
2214	22-12-17	16:25:00	8.082	21.5				
2215	22-12-17	16:30:00	8.082	10.8				
2216	22-12-17	16:35:00	8.082	10.8				
2217	22-12-17	16:40:00	8.082	0.0				
2218	22-12-17	16:45:00	8.082	0.0				
2219	22-12-17	16:50:00	8.082	0.0				
2220	22-12-17	16:55:00	8.082	0.0				
2221	22-12-17	17:00:00	8.082	0.0				
2222	22-12-17	17:05:00	8.082	0.0				
2223	22-12-17	17:10:00	7.983	0.0				
2224	22-12-17	17:15:00	7.983	0.0				
2225	22-12-17	17:20:00	7.983	0.0				
2226	22-12-17	17:25:00	7.983	0.0				
2227	22-12-17	17:30:00	7.983	0.0				
2228	22-12-17	17:35:00	7.983	0.0				
2229	22-12-17	17:40:00	7.983	0.0				
2230	22-12-17	17:45:00	7.983	0.0				
2231	22-12-17	17:50:00	7.983	0.0				
2232	22-12-17	17:55:00	7.983	0.0				
2233	22-12-17	18:00:00	7.983	0.0				
2234	22-12-17	18:05:00	7.983	0.0				
2235	22-12-17	18:10:00	7.983	0.0				
2236	22-12-17	18:15:00	7.983	0.0				
2237	22-12-17	18:20:00	7.983	0.0				
2238	22-12-17	18:25:00	7.983	0.0				
2239	22-12-17	18:30:00	7.983	0.0				
2240	22-12-17	18:35:00	8.082	0.0				
2241	22-12-17	18:40:00	8.082	0.0				
2242	22-12-17	18:45:00	8.082	0.0				
2243	22-12-17	18:50:00	8.082	0.0				
2244	22-12-17	18:55:00	8.082	0.0				
2245	22-12-17	19:00:00	8.082	0.0				
2246	22-12-17	19:05:00	8.082	0.0				
2247	22-12-17	19:10:00	8.082	0.0				
2248	22-12-17	19:15:00	8.082	0.0				
2249	22-12-17	19:20:00	8.082	0.0				
2250	22-12-17	19:25:00	8.082	0.0				
2251	22-12-17	19:30:00	8.082	0.0				
2252	22-12-17	19:35:00	8.082	0.0				
2253	22-12-17	19:40:00	8.082	0.0				
2254	22-12-17	19:45:00	8.082	0.0				
2255	22-12-17	19:50:00	7.983	0.0				
2256	22-12-17	19:55:00	7.983	0.0				
2257	22-12-17	20:00:00	7.983	0.0				
2258	22-12-17	20:05:00	7.983	0.0				
2259	22-12-17	20:10:00	7.882	0.0				
2260	22-12-17	20:15:00	7.882	0.0				
2261	22-12-17	20:20:00	7.782	0.0				
2262	22-12-17	20:25:00	7.782	0.0				
2263	22-12-17	20:30:00	7.682	0.0				
2264	22-12-17	20:35:00	7.682	0.0				
2265	22-12-17	20:40:00	7.682	0.0				
2266	22-12-17	20:45:00	7.682	0.0				
2267	22-12-17	20:50:00	7.682	0.0				
2268	22-12-17	20:55:00	7.682	0.0				
2269	22-12-17	21:00:00	7.682	0.0				
2270	22-12-17	21:05:00	7.682	0.0				
2271	22-12-17	21:10:00	7.682	0.0				
2272	22-12-17	21:15:00	7.782	0.0				
2273	22-12-17	21:20:00	7.782	0.0				
2274	22-12-17	21:25:00	7.782	0.0				
2275	22-12-17	21:30:00	7.782	0.0				
2276	22-12-17	21:35:00	7.782	0.0				
2277	22-12-17	21:40:00	7.782	0.0				
2278	22-12-17	21:45:00	7.782	0.0				
2279	22-12-17	21:50:00	7.782	0.0				
2280	22-12-17	21:55:00	7.782	0.0				
2281	22-12-17	22:00:00	7.782	0.0				
2282	22-12-17	22:05:00	7.782	0.0				
2283	22-12-17	22:10:00	7.782	0.0				
