"Plot Title: 10350083"
"#"	"Date"	"Time, GMT+01:00"	"Temp, °C (LGR S/N: 10350083, SEN S/N: 10350083, LBL: Temp)"	"Intensity, Lux (LGR S/N: 10350083, SEN S/N: 10350083, LBL: Lux)"	"Coupler Attached (LGR S/N: 10350083)"	"Host Connected (LGR S/N: 10350083)"	"Stopped (LGR S/N: 10350083)"	"End Of File (LGR S/N: 10350083)"
1810	21-12-17	06:45:00	4.519	0.0				
1811	21-12-17	06:50:00	4.519	0.0				
1812	21-12-17	06:55:00	4.519	0.0				
1813	21-12-17	07:00:00	4.519	0.0				
1814	21-12-17	07:05:00	4.519	0.0				
1815	21-12-17	07:10:00	4.519	0.0				
1816	21-12-17	07:15:00	4.519	0.0				
1817	21-12-17	07:20:00	4.519	0.0				
1818	21-12-17	07:25:00	4.519	0.0				
1819	21-12-17	07:30:00	4.623	0.0				
1820	21-12-17	07:35:00	4.623	0.0				
1821	21-12-17	07:40:00	4.623	0.0				
1822	21-12-17	07:45:00	4.727	0.0				
1823	21-12-17	07:50:00	4.727	0.0				
1824	21-12-17	07:55:00	4.727	0.0				
1825	21-12-17	08:00:00	4.727	0.0				
1826	21-12-17	08:05:00	4.727	0.0				
1827	21-12-17	08:10:00	4.727	21.5				
1828	21-12-17	08:15:00	4.727	43.1				
1829	21-12-17	08:20:00	4.727	53.8				
1830	21-12-17	08:25:00	4.831	64.6				
1831	21-12-17	08:30:00	4.831	86.1				
1832	21-12-17	08:35:00	4.831	150.7				
1833	21-12-17	08:40:00	4.934	226.0				
1834	21-12-17	08:45:00	5.037	322.9				
1835	21-12-17	08:50:00	5.141	538.2				
1836	21-12-17	08:55:00	5.244	753.5				
1837	21-12-17	09:00:00	5.347	904.2				
1838	21-12-17	09:05:00	5.450	979.5				
1839	21-12-17	09:10:00	5.450	925.7				
1840	21-12-17	09:15:00	5.552	1,011.8				
1841	21-12-17	09:20:00	5.655	925.7				
1842	21-12-17	09:25:00	5.757	1,001.0				
1843	21-12-17	09:30:00	5.860	1,022.6				
1844	21-12-17	09:35:00	5.962	1,463.9				
1845	21-12-17	09:40:00	6.064	1,463.9				
1846	21-12-17	09:45:00	6.166	1,270.1				
1847	21-12-17	09:50:00	6.064	678.1				
1848	21-12-17	09:55:00	6.064	925.7				
1849	21-12-17	10:00:00	6.166	1,119.5				
1850	21-12-17	10:05:00	6.166	1,033.3				
1851	21-12-17	10:10:00	6.268	1,184.0				
1852	21-12-17	10:15:00	6.471	1,065.6				
1853	21-12-17	10:20:00	6.674	968.8				
1854	21-12-17	10:25:00	6.674	1,022.6				
1855	21-12-17	10:30:00	6.674	1,001.0				
1856	21-12-17	10:35:00	6.674	731.9				
1857	21-12-17	10:40:00	6.573	785.8				
1858	21-12-17	10:45:00	6.573	1,001.0				
1859	21-12-17	10:50:00	6.573	1,345.5				
1860	21-12-17	10:55:00	6.674	1,324.0				
1861	21-12-17	11:00:00	6.775	1,356.3				
1862	21-12-17	11:05:00	6.978	1,463.9				
1863	21-12-17	11:10:00	7.079	1,377.8				
1864	21-12-17	11:15:00	7.079	1,227.1				
1865	21-12-17	11:20:00	7.079	1,011.8				
1866	21-12-17	11:25:00	7.079	1,001.0				
1867	21-12-17	11:30:00	7.179	958.0				
1868	21-12-17	11:35:00	7.079	839.6				
1869	21-12-17	11:40:00	6.978	796.5				
1870	21-12-17	11:45:00	6.978	818.1				
1871	21-12-17	11:50:00	6.877	807.3				
1872	21-12-17	11:55:00	6.877	807.3				
1873	21-12-17	12:00:00	6.877	721.2				
1874	21-12-17	12:05:00	6.877	807.3				
1875	21-12-17	12:10:00	6.877	1,119.5				
1876	21-12-17	12:15:00	7.079	1,259.4				
1877	21-12-17	12:20:00	7.079	1,108.7				
1878	21-12-17	12:25:00	7.079	1,087.2				
1879	21-12-17	12:30:00	7.079	1,119.5				
1880	21-12-17	12:35:00	7.179	1,162.5				
1881	21-12-17	12:40:00	7.280	1,119.5				
1882	21-12-17	12:45:00	7.280	1,119.5				
1883	21-12-17	12:50:00	7.481	947.2				
1884	21-12-17	12:55:00	7.381	699.7				
1885	21-12-17	13:00:00	7.381	699.7				
1886	21-12-17	13:05:00	7.280	688.9				
1887	21-12-17	13:10:00	7.179	613.5				
1888	21-12-17	13:15:00	7.079	592.0				
1889	21-12-17	13:20:00	6.978	570.5				
1890	21-12-17	13:25:00	6.978	516.7				
1891	21-12-17	13:30:00	6.978	635.1				
1892	21-12-17	13:35:00	6.978	602.8				
1893	21-12-17	13:40:00	6.978	602.8				
1894	21-12-17	13:45:00	6.877	527.4				
1895	21-12-17	13:50:00	6.877	387.5				
1896	21-12-17	13:55:00	6.775	312.2				
1897	21-12-17	14:00:00	6.775	333.7				
1898	21-12-17	14:05:00	6.775	301.4				
1899	21-12-17	14:10:00	6.775	387.5				
1900	21-12-17	14:15:00	6.775	430.6				
1901	21-12-17	14:20:00	6.775	344.4				
1902	21-12-17	14:25:00	6.775	333.7				
1903	21-12-17	14:30:00	6.775	279.9				
1904	21-12-17	14:35:00	6.674	312.2				
1905	21-12-17	14:40:00	6.674	441.3				
1906	21-12-17	14:45:00	6.775	688.9				
1907	21-12-17	14:50:00	6.775	430.6				
1908	21-12-17	14:55:00	6.877	581.3				
1909	21-12-17	15:00:00	6.877	613.5				
1910	21-12-17	15:05:00	6.877	527.4				
1911	21-12-17	15:10:00	6.978	441.3				
1912	21-12-17	15:15:00	6.978	409.0				
1913	21-12-17	15:20:00	6.978	322.9				
1914	21-12-17	15:25:00	6.978	312.2				
1915	21-12-17	15:30:00	6.978	312.2				
1916	21-12-17	15:35:00	6.978	290.6				
1917	21-12-17	15:40:00	6.978	301.4				
1918	21-12-17	15:45:00	6.978	279.9				
1919	21-12-17	15:50:00	6.978	247.6				
1920	21-12-17	15:55:00	6.978	204.5				
1921	21-12-17	16:00:00	6.978	183.0				
1922	21-12-17	16:05:00	6.978	183.0				
1923	21-12-17	16:10:00	6.978	183.0				
1924	21-12-17	16:15:00	6.978	86.1				
1925	21-12-17	16:20:00	6.978	53.8				
1926	21-12-17	16:25:00	6.978	21.5				
1927	21-12-17	16:30:00	6.877	10.8				
1928	21-12-17	16:35:00	6.877	0.0				
1929	21-12-17	16:40:00	6.978	0.0				
1930	21-12-17	16:45:00	6.877	0.0				
1931	21-12-17	16:50:00	6.877	0.0				
1932	21-12-17	16:55:00	6.877	0.0				
1933	21-12-17	17:00:00	6.877	0.0				
1934	21-12-17	17:05:00	6.877	0.0				
1935	21-12-17	17:10:00	6.877	0.0				
1936	21-12-17	17:15:00	6.877	0.0				
1937	21-12-17	17:20:00	6.775	0.0				
1938	21-12-17	17:25:00	6.775	0.0				
1939	21-12-17	17:30:00	6.775	0.0				
1940	21-12-17	17:35:00	6.775	0.0				
1941	21-12-17	17:40:00	6.775	0.0				
1942	21-12-17	17:45:00	6.775	0.0				
1943	21-12-17	17:50:00	6.775	0.0				
1944	21-12-17	17:55:00	6.775	0.0				
1945	21-12-17	18:00:00	6.674	0.0				
1946	21-12-17	18:05:00	6.674	0.0				
1947	21-12-17	18:10:00	6.674	0.0				
1948	21-12-17	18:15:00	6.674	0.0				
1949	21-12-17	18:20:00	6.573	0.0				
1950	21-12-17	18:25:00	6.573	0.0				
1951	21-12-17	18:30:00	6.471	0.0				
1952	21-12-17	18:35:00	6.573	0.0				
1953	21-12-17	18:40:00	6.573	0.0				
1954	21-12-17	18:45:00	6.573	0.0				
1955	21-12-17	18:50:00	6.471	0.0				
1956	21-12-17	18:55:00	6.471	0.0				
1957	21-12-17	19:00:00	6.370	0.0				
1958	21-12-17	19:05:00	6.370	0.0				
1959	21-12-17	19:10:00	6.370	0.0				
1960	21-12-17	19:15:00	6.471	0.0				
1961	21-12-17	19:20:00	6.471	0.0				
1962	21-12-17	19:25:00	6.471	0.0				
1963	21-12-17	19:30:00	6.471	0.0				
1964	21-12-17	19:35:00	6.471	0.0				
1965	21-12-17	19:40:00	6.471	0.0				
1966	21-12-17	19:45:00	6.471	0.0				
1967	21-12-17	19:50:00	6.573	0.0				
1968	21-12-17	19:55:00	6.573	0.0				
1969	21-12-17	20:00:00	6.573	0.0				
1970	21-12-17	20:05:00	6.573	0.0				
1971	21-12-17	20:10:00	6.471	0.0				
1972	21-12-17	20:15:00	6.471	0.0				
1973	21-12-17	20:20:00	6.370	0.0				
1974	21-12-17	20:25:00	6.370	0.0				
1975	21-12-17	20:30:00	6.370	0.0				
1976	21-12-17	20:35:00	6.268	0.0				
1977	21-12-17	20:40:00	6.268	0.0				
1978	21-12-17	20:45:00	6.268	0.0				
1979	21-12-17	20:50:00	6.268	0.0				
1980	21-12-17	20:55:00	6.370	0.0				
1981	21-12-17	21:00:00	6.370	0.0				
1982	21-12-17	21:05:00	6.370	0.0				
1983	21-12-17	21:10:00	6.370	0.0				
1984	21-12-17	21:15:00	6.370	0.0				
1985	21-12-17	21:20:00	6.268	0.0				
1986	21-12-17	21:25:00	6.268	0.0				
1987	21-12-17	21:30:00	6.268	0.0				
1988	21-12-17	21:35:00	6.268	0.0				
1989	21-12-17	21:40:00	6.268	0.0				
1990	21-12-17	21:45:00	6.268	0.0				
1991	21-12-17	21:50:00	6.268	0.0				
1992	21-12-17	21:55:00	6.268	0.0				
1993	21-12-17	22:00:00	6.370	0.0				
1994	21-12-17	22:05:00	6.370	0.0				
1995	21-12-17	22:10:00	6.370	0.0				
1996	21-12-17	22:15:00	6.370	0.0				
1997	21-12-17	22:20:00	6.268	0.0				
1998	21-12-17	22:25:00	6.268	0.0				
1999	21-12-17	22:30:00	6.268	0.0				
2000	21-12-17	22:35:00	6.268	0.0				
2001	21-12-17	22:40:00	6.268	0.0				
2002	21-12-17	22:45:00	6.370	0.0				
2003	21-12-17	22:50:00	6.370	0.0				
2004	21-12-17	22:55:00	6.370	0.0				
2005	21-12-17	23:00:00	6.370	0.0				
2006	21-12-17	23:05:00	6.370	0.0				
2007	21-12-17	23:10:00	6.370	0.0				
2008	21-12-17	23:15:00	6.370	0.0				
2009	21-12-17	23:20:00	6.268	0.0				
2010	21-12-17	23:25:00	6.370	0.0				
2011	21-12-17	23:30:00	6.370	0.0				
2012	21-12-17	23:35:00	6.370	0.0				
2013	21-12-17	23:40:00	6.370	0.0				
2014	21-12-17	23:45:00	6.370	0.0				
2015	21-12-17	23:50:00	6.471	0.0				
2016	21-12-17	23:55:00	6.471	0.0				
2017	22-12-17	00:00:00	6.370	0.0				
2018	22-12-17	00:05:00	6.471	0.0				
2019	22-12-17	00:10:00	6.370	0.0				
2020	22-12-17	00:15:00	6.370	0.0				
2021	22-12-17	00:20:00	6.370	0.0				
2022	22-12-17	00:25:00	6.370	0.0				
2023	22-12-17	00:30:00	6.370	0.0				
2024	22-12-17	00:35:00	6.370	0.0				
2025	22-12-17	00:40:00	6.370	0.0				
2026	22-12-17	00:45:00	6.471	0.0				
2027	22-12-17	00:50:00	6.471	0.0				
2028	22-12-17	00:55:00	6.471	0.0				
2029	22-12-17	01:00:00	6.471	0.0				
2030	22-12-17	01:05:00	6.471	0.0				
2031	22-12-17	01:10:00	6.471	0.0				
2032	22-12-17	01:15:00	6.471	0.0				
2033	22-12-17	01:20:00	6.471	0.0				
2034	22-12-17	01:25:00	6.471	0.0				
2035	22-12-17	01:30:00	6.370	0.0				
2036	22-12-17	01:35:00	6.370	0.0				
2037	22-12-17	01:40:00	6.370	0.0				
2038	22-12-17	01:45:00	6.370	0.0				
2039	22-12-17	01:50:00	6.370	0.0				
2040	22-12-17	01:55:00	6.370	0.0				
2041	22-12-17	02:00:00	6.268	0.0				
2042	22-12-17	02:05:00	6.166	0.0				
2043	22-12-17	02:10:00	6.166	0.0				
2044	22-12-17	02:15:00	6.166	0.0				
2045	22-12-17	02:20:00	6.166	0.0				
2046	22-12-17	02:25:00	6.064	0.0				
2047	22-12-17	02:30:00	6.166	0.0				
2048	22-12-17	02:35:00	6.166	0.0				
2049	22-12-17	02:40:00	6.166	0.0				
2050	22-12-17	02:45:00	6.166	0.0				
2051	22-12-17	02:50:00	6.166	0.0				
2052	22-12-17	02:55:00	6.166	0.0				
2053	22-12-17	03:00:00	6.166	0.0				
2054	22-12-17	03:05:00	6.166	0.0				
2055	22-12-17	03:10:00	6.166	0.0				
2056	22-12-17	03:15:00	6.166	0.0				
2057	22-12-17	03:20:00	6.268	0.0				
2058	22-12-17	03:25:00	6.268	0.0				
2059	22-12-17	03:30:00	6.268	0.0				
2060	22-12-17	03:35:00	6.268	0.0				
2061	22-12-17	03:40:00	6.370	0.0				
2062	22-12-17	03:45:00	6.370	0.0				
2063	22-12-17	03:50:00	6.370	0.0				
2064	22-12-17	03:55:00	6.370	0.0				
2065	22-12-17	04:00:00	6.370	0.0				
2066	22-12-17	04:05:00	6.370	0.0				
2067	22-12-17	04:10:00	6.370	0.0				
2068	22-12-17	04:15:00	6.370	0.0				
2069	22-12-17	04:20:00	6.370	0.0				
2070	22-12-17	04:25:00	6.268	0.0				
2071	22-12-17	04:30:00	6.268	0.0				
2072	22-12-17	04:35:00	6.268	0.0				
2073	22-12-17	04:40:00	6.166	0.0				
2074	22-12-17	04:45:00	6.166	0.0				
2075	22-12-17	04:50:00	6.268	0.0				
2076	22-12-17	04:55:00	6.166	0.0				
2077	22-12-17	05:00:00	6.166	0.0				
2078	22-12-17	05:05:00	6.268	0.0				
2079	22-12-17	05:10:00	6.166	0.0				
2080	22-12-17	05:15:00	6.166	0.0				
2081	22-12-17	05:20:00	6.166	0.0				
2082	22-12-17	05:25:00	6.166	0.0				
2083	22-12-17	05:30:00	6.268	0.0				
2084	22-12-17	05:35:00	6.268	0.0				
2085	22-12-17	05:40:00	6.268	0.0				
2086	22-12-17	05:45:00	6.268	0.0				
2087	22-12-17	05:50:00	6.268	0.0				
2088	22-12-17	05:55:00	6.268	0.0				
2089	22-12-17	06:00:00	6.268	0.0				
2090	22-12-17	06:05:00	6.268	0.0				
2091	22-12-17	06:10:00	6.370	0.0				
2092	22-12-17	06:15:00	6.370	0.0				
2093	22-12-17	06:20:00	6.370	0.0				
2094	22-12-17	06:25:00	6.370	0.0				
2095	22-12-17	06:30:00	6.370	0.0				
2096	22-12-17	06:35:00	6.370	0.0				
2097	22-12-17	06:40:00	6.370	0.0				
2098	22-12-17	06:45:00	6.471	0.0				
2099	22-12-17	06:50:00	6.370	0.0				
2100	22-12-17	06:55:00	6.471	0.0				
2101	22-12-17	07:00:00	6.471	0.0				
2102	22-12-17	07:05:00	6.471	0.0				
2103	22-12-17	07:10:00	6.471	0.0				
2104	22-12-17	07:15:00	6.370	0.0				
2105	22-12-17	07:20:00	6.370	0.0				
2106	22-12-17	07:25:00	6.268	0.0				
2107	22-12-17	07:30:00	6.268	0.0				
2108	22-12-17	07:35:00	6.268	0.0				
2109	22-12-17	07:40:00	6.370	0.0				
2110	22-12-17	07:45:00	6.471	0.0				
2111	22-12-17	07:50:00	6.471	0.0				
2112	22-12-17	07:55:00	6.471	0.0				
2113	22-12-17	08:00:00	6.471	0.0				
2114	22-12-17	08:05:00	6.573	0.0				
2115	22-12-17	08:10:00	6.573	0.0				
2116	22-12-17	08:15:00	6.573	0.0				
2117	22-12-17	08:20:00	6.573	10.8				
2118	22-12-17	08:25:00	6.573	21.5				
2119	22-12-17	08:30:00	6.573	43.1				
2120	22-12-17	08:35:00	6.573	53.8				
2121	22-12-17	08:40:00	6.573	107.6				
2122	22-12-17	08:45:00	6.674	118.4				
2123	22-12-17	08:50:00	6.674	139.9				
2124	22-12-17	08:55:00	6.674	118.4				
2125	22-12-17	09:00:00	6.775	96.9				
2126	22-12-17	09:05:00	6.775	150.7				
2127	22-12-17	09:10:00	6.877	183.0				
2128	22-12-17	09:15:00	6.877	172.2				
2129	22-12-17	09:20:00	6.877	183.0				
2130	22-12-17	09:25:00	6.877	183.0				
2131	22-12-17	09:30:00	6.978	204.5				
2132	22-12-17	09:35:00	6.978	247.6				
2133	22-12-17	09:40:00	6.978	258.3				
2134	22-12-17	09:45:00	7.079	279.9				
2135	22-12-17	09:50:00	7.079	247.6				
2136	22-12-17	09:55:00	7.079	193.8				
2137	22-12-17	10:00:00	7.079	150.7				
2138	22-12-17	10:05:00	7.079	150.7				
2139	22-12-17	10:10:00	7.179	226.0				
2140	22-12-17	10:15:00	7.079	258.3				
2141	22-12-17	10:20:00	7.179	279.9				
2142	22-12-17	10:25:00	7.179	312.2				
2143	22-12-17	10:30:00	7.179	226.0				
2144	22-12-17	10:35:00	7.179	301.4				
2145	22-12-17	10:40:00	7.179	473.6				
2146	22-12-17	10:45:00	7.280	527.4				
2147	22-12-17	10:50:00	7.381	592.0				
2148	22-12-17	10:55:00	7.481	581.3				
2149	22-12-17	11:00:00	7.481	635.1				
2150	22-12-17	11:05:00	7.582	678.1				
2151	22-12-17	11:10:00	7.682	581.3				
2152	22-12-17	11:15:00	7.782	549.0				
2153	22-12-17	11:20:00	7.782	452.1				
2154	22-12-17	11:25:00	7.882	462.9				
2155	22-12-17	11:30:00	7.882	484.4				
2156	22-12-17	11:35:00	7.983	645.8				
2157	22-12-17	11:40:00	7.983	581.3				
2158	22-12-17	11:45:00	7.983	678.1				
2159	22-12-17	11:50:00	7.983	538.2				
2160	22-12-17	11:55:00	7.983	516.7				
2161	22-12-17	12:00:00	7.983	462.9				
2162	22-12-17	12:05:00	7.983	570.5				
2163	22-12-17	12:10:00	8.082	699.7				
2164	22-12-17	12:15:00	8.082	925.7				
2165	22-12-17	12:20:00	8.182	699.7				
2166	22-12-17	12:25:00	8.182	678.1				
2167	22-12-17	12:30:00	8.282	549.0				
2168	22-12-17	12:35:00	8.282	592.0				
2169	22-12-17	12:40:00	8.382	538.2				
2170	22-12-17	12:45:00	8.382	527.4				
2171	22-12-17	12:50:00	8.481	699.7				
2172	22-12-17	12:55:00	8.481	871.9				
2173	22-12-17	13:00:00	8.581	828.8				
2174	22-12-17	13:05:00	8.581	613.5				
2175	22-12-17	13:10:00	8.581	452.1				
2176	22-12-17	13:15:00	8.581	441.3				
2177	22-12-17	13:20:00	8.581	516.7				
2178	22-12-17	13:25:00	8.581	419.8				
2179	22-12-17	13:30:00	8.581	366.0				
2180	22-12-17	13:35:00	8.581	366.0				
2181	22-12-17	13:40:00	8.581	344.4				
2182	22-12-17	13:45:00	8.581	269.1				
2183	22-12-17	13:50:00	8.481	247.6				
2184	22-12-17	13:55:00	8.481	204.5				
2185	22-12-17	14:00:00	8.481	172.2				
2186	22-12-17	14:05:00	8.481	150.7				
2187	22-12-17	14:10:00	8.481	183.0				
2188	22-12-17	14:15:00	8.382	172.2				
2189	22-12-17	14:20:00	8.382	183.0				
2190	22-12-17	14:25:00	8.382	183.0				
2191	22-12-17	14:30:00	8.382	150.7				
2192	22-12-17	14:35:00	8.382	96.9				
2193	22-12-17	14:40:00	8.382	75.3				
2194	22-12-17	14:45:00	8.382	64.6				
2195	22-12-17	14:50:00	8.282	53.8				
2196	22-12-17	14:55:00	8.282	64.6				
2197	22-12-17	15:00:00	8.282	53.8				
2198	22-12-17	15:05:00	8.282	53.8				
2199	22-12-17	15:10:00	8.282	107.6				
2200	22-12-17	15:15:00	8.182	96.9				
2201	22-12-17	15:20:00	8.182	183.0				
2202	22-12-17	15:25:00	8.182	172.2				
2203	22-12-17	15:30:00	8.282	172.2				
2204	22-12-17	15:35:00	8.282	193.8				
2205	22-12-17	15:40:00	8.282	161.5				
2206	22-12-17	15:45:00	8.282	129.2				
2207	22-12-17	15:50:00	8.282	161.5				
2208	22-12-17	15:55:00	8.282	118.4				
2209	22-12-17	16:00:00	8.282	64.6				
2210	22-12-17	16:05:00	8.282	43.1				
2211	22-12-17	16:10:00	8.282	53.8				
2212	22-12-17	16:15:00	8.282	53.8				
2213	22-12-17	16:20:00	8.282	32.3				
2214	22-12-17	16:25:00	8.282	21.5				
2215	22-12-17	16:30:00	8.282	10.8				
2216	22-12-17	16:35:00	8.282	0.0				
2217	22-12-17	16:40:00	8.282	0.0				
2218	22-12-17	16:45:00	8.282	0.0				
2219	22-12-17	16:50:00	8.282	0.0				
2220	22-12-17	16:55:00	8.282	0.0				
2221	22-12-17	17:00:00	8.282	0.0				
2222	22-12-17	17:05:00	8.282	0.0				
2223	22-12-17	17:10:00	8.282	0.0				
2224	22-12-17	17:15:00	8.282	0.0				
2225	22-12-17	17:20:00	8.182	0.0				
2226	22-12-17	17:25:00	8.182	0.0				
2227	22-12-17	17:30:00	8.182	0.0				
2228	22-12-17	17:35:00	8.182	0.0				
2229	22-12-17	17:40:00	8.182	0.0				
2230	22-12-17	17:45:00	8.182	0.0				
2231	22-12-17	17:50:00	8.182	0.0				
2232	22-12-17	17:55:00	8.182	0.0				
2233	22-12-17	18:00:00	8.182	0.0				
2234	22-12-17	18:05:00	8.082	0.0				
2235	22-12-17	18:10:00	8.082	0.0				
2236	22-12-17	18:15:00	8.082	0.0				
2237	22-12-17	18:20:00	8.082	0.0				
2238	22-12-17	18:25:00	8.182	0.0				
2239	22-12-17	18:30:00	8.182	0.0				
2240	22-12-17	18:35:00	8.182	0.0				
2241	22-12-17	18:40:00	8.182	0.0				
2242	22-12-17	18:45:00	8.182	0.0				
2243	22-12-17	18:50:00	8.182	0.0				
2244	22-12-17	18:55:00	8.182	0.0				
2245	22-12-17	19:00:00	8.182	0.0				
2246	22-12-17	19:05:00	8.182	0.0				
2247	22-12-17	19:10:00	8.182	0.0				
2248	22-12-17	19:15:00	8.182	0.0				
2249	22-12-17	19:20:00	8.182	0.0				
2250	22-12-17	19:25:00	8.182	0.0				
2251	22-12-17	19:30:00	8.082	0.0				
2252	22-12-17	19:35:00	8.082	0.0				
2253	22-12-17	19:40:00	8.082	0.0				
2254	22-12-17	19:45:00	8.082	0.0				
2255	22-12-17	19:50:00	8.082	0.0				
2256	22-12-17	19:55:00	8.082	0.0				
2257	22-12-17	20:00:00	8.082	0.0				
2258	22-12-17	20:05:00	8.082	0.0				
2259	22-12-17	20:10:00	8.082	0.0				
2260	22-12-17	20:15:00	8.082	0.0				
2261	22-12-17	20:20:00	8.082	0.0				
2262	22-12-17	20:25:00	8.082	0.0				
2263	22-12-17	20:30:00	8.082	0.0				
2264	22-12-17	20:35:00	8.082	0.0				
2265	22-12-17	20:40:00	8.082	0.0				
2266	22-12-17	20:45:00	8.082	0.0				
2267	22-12-17	20:50:00	8.082	0.0				
2268	22-12-17	20:55:00	8.082	0.0				
2269	22-12-17	21:00:00	8.182	0.0				
2270	22-12-17	21:05:00	8.082	0.0				
2271	22-12-17	21:10:00	8.082	0.0				
2272	22-12-17	21:15:00	8.082	0.0				
2273	22-12-17	21:20:00	7.983	0.0				
2274	22-12-17	21:25:00	8.082	0.0				
2275	22-12-17	21:30:00	8.082	0.0				
2276	22-12-17	21:35:00	7.983	0.0				
2277	22-12-17	21:40:00	7.983	0.0				
2278	22-12-17	21:45:00	8.082	0.0				
2279	22-12-17	21:50:00	8.082	0.0				
2280	22-12-17	21:55:00	7.983	0.0				
2281	22-12-17	22:00:00	8.082	0.0				
2282	22-12-17	22:05:00	8.082	0.0				
2283	22-12-17	22:10:00	7.983	0.0				
2284	22-12-17	22:15:00	7.983	0.0				
2285	22-12-17	22:20:00	7.983	0.0				
2286	22-12-17	22:25:00	7.983	0.0				
2287	22-12-17	22:30:00	7.983	0.0				
2288	22-12-17	22:35:00	7.882	0.0				
2289	22-12-17	22:40:00	7.882	0.0				
2290	22-12-17	22:45:00	7.882	0.0				
2291	22-12-17	22:50:00	7.882	0.0				
2292	22-12-17	22:55:00	7.882	0.0				
2293	22-12-17	23:00:00	7.782	0.0				
2294	22-12-17	23:05:00	7.782	0.0				
2295	22-12-17	23:10:00	7.782	0.0				
2296	22-12-17	23:15:00	7.782	0.0				
2297	22-12-17	23:20:00	7.782	0.0				
2298	22-12-17	23:25:00	7.882	0.0				
2299	22-12-17	23:30:00	7.782	0.0				
2300	22-12-17	23:35:00	7.782	0.0				
2301	22-12-17	23:40:00	7.782	0.0				
2302	22-12-17	23:45:00	7.782	0.0				
2303	22-12-17	23:50:00	7.782	0.0				
2304	22-12-17	23:55:00	7.782	0.0				
2305	23-12-17	00:00:00	7.782	0.0				
2306	23-12-17	00:05:00	7.682	0.0				
2307	23-12-17	00:10:00	7.682	0.0				
2308	23-12-17	00:15:00	7.682	0.0				
2309	23-12-17	00:20:00	7.582	0.0				
2310	23-12-17	00:25:00	7.582	0.0				
2311	23-12-17	00:30:00	7.582	0.0				
2312	23-12-17	00:35:00	7.582	0.0				
2313	23-12-17	00:40:00	7.582	0.0				
2314	23-12-17	00:45:00	7.582	0.0				
2315	23-12-17	00:50:00	7.682	0.0				
2316	23-12-17	00:55:00	7.682	0.0				
2317	23-12-17	01:00:00	7.682	0.0				
2318	23-12-17	01:05:00	7.682	0.0				
2319	23-12-17	01:10:00	7.582	0.0				
2320	23-12-17	01:15:00	7.682	0.0				
2321	23-12-17	01:20:00	7.682	0.0				
2322	23-12-17	01:25:00	7.682	0.0				
2323	23-12-17	01:30:00	7.582	0.0				
2324	23-12-17	01:35:00	7.582	0.0				
2325	23-12-17	01:40:00	7.582	0.0				
2326	23-12-17	01:45:00	7.682	0.0				
2327	23-12-17	01:50:00	7.682	0.0				
2328	23-12-17	01:55:00	7.682	0.0				
2329	23-12-17	02:00:00	7.682	0.0				
2330	23-12-17	02:05:00	7.682	0.0				
2331	23-12-17	02:10:00	7.682	0.0				
2332	23-12-17	02:15:00	7.782	0.0				
2333	23-12-17	02:20:00	7.782	0.0				
2334	23-12-17	02:25:00	7.782	0.0				
2335	23-12-17	02:30:00	7.782	0.0				
2336	23-12-17	02:35:00	7.782	0.0				
2337	23-12-17	02:40:00	7.782	0.0				
2338	23-12-17	02:45:00	7.782	0.0				
2339	23-12-17	02:50:00	7.682	0.0				
2340	23-12-17	02:55:00	7.682	0.0				
2341	23-12-17	03:00:00	7.682	0.0				
2342	23-12-17	03:05:00	7.682	0.0				
2343	23-12-17	03:10:00	7.682	0.0				
2344	23-12-17	03:15:00	7.682	0.0				
2345	23-12-17	03:20:00	7.682	0.0				
2346	23-12-17	03:25:00	7.582	0.0				
2347	23-12-17	03:30:00	7.582	0.0				
2348	23-12-17	03:35:00	7.481	0.0				
2349	23-12-17	03:40:00	7.481	0.0				
2350	23-12-17	03:45:00	7.481	0.0				
2351	23-12-17	03:50:00	7.481	0.0				
2352	23-12-17	03:55:00	7.481	0.0				
2353	23-12-17	04:00:00	7.381	0.0				
2354	23-12-17	04:05:00	7.381	0.0				
2355	23-12-17	04:10:00	7.381	0.0				
2356	23-12-17	04:15:00	7.381	0.0				
2357	23-12-17	04:20:00	7.381	0.0				
2358	23-12-17	04:25:00	7.481	0.0				
2359	23-12-17	04:30:00	7.481	0.0				
2360	23-12-17	04:35:00	7.481	0.0				
2361	23-12-17	04:40:00	7.481	0.0				
2362	23-12-17	04:45:00	7.481	0.0				
2363	23-12-17	04:50:00	7.481	0.0				
2364	23-12-17	04:55:00	7.481	0.0				
2365	23-12-17	05:00:00	7.481	0.0				
2366	23-12-17	05:05:00	7.381	0.0				
2367	23-12-17	05:10:00	7.381	0.0				
2368	23-12-17	05:15:00	7.381	0.0				
2369	23-12-17	05:20:00	7.381	0.0				
2370	23-12-17	05:25:00	7.381	0.0				
2371	23-12-17	05:30:00	7.381	0.0				
2372	23-12-17	05:35:00	7.381	0.0				
2373	23-12-17	05:40:00	7.481	0.0				
2374	23-12-17	05:45:00	7.481	0.0				
2375	23-12-17	05:50:00	7.481	0.0				
2376	23-12-17	05:55:00	7.481	0.0				
2377	23-12-17	06:00:00	7.381	0.0				
2378	23-12-17	06:05:00	7.381	0.0				
2379	23-12-17	06:10:00	7.381	0.0				
2380	23-12-17	06:15:00	7.481	0.0				
2381	23-12-17	06:20:00	7.481	0.0				
