"Plot Title: 10350004"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350004, SEN S/N: 10350004)","Intensity, Lux (LGR S/N: 10350004, SEN S/N: 10350004)","Good Battery (LGR S/N: 10350004)","Coupler Attached (LGR S/N: 10350004)","Host Connected (LGR S/N: 10350004)","Stopped (LGR S/N: 10350004)","End Of File (LGR S/N: 10350004)"
399,12/16/2019 06:20:00 PM,7.280,0.0,,,,,
400,12/16/2019 06:30:00 PM,7.280,0.0,,,,,
401,12/16/2019 06:40:00 PM,7.179,0.0,,,,,
402,12/16/2019 06:50:00 PM,7.280,0.0,,,,,
403,12/16/2019 07:00:00 PM,7.280,0.0,,,,,
404,12/16/2019 07:10:00 PM,7.280,0.0,,,,,
405,12/16/2019 07:20:00 PM,7.079,10.8,,,,,
406,12/16/2019 07:30:00 PM,7.280,0.0,,,,,
407,12/16/2019 07:40:00 PM,7.179,0.0,,,,,
408,12/16/2019 07:50:00 PM,7.481,0.0,,,,,
409,12/16/2019 08:00:00 PM,7.481,0.0,,,,,
410,12/16/2019 08:10:00 PM,7.481,0.0,,,,,
411,12/16/2019 08:20:00 PM,7.582,0.0,,,,,
412,12/16/2019 08:30:00 PM,7.381,0.0,,,,,
413,12/16/2019 08:40:00 PM,7.179,0.0,,,,,
414,12/16/2019 08:50:00 PM,7.179,0.0,,,,,
415,12/16/2019 09:00:00 PM,7.280,0.0,,,,,
416,12/16/2019 09:10:00 PM,6.877,0.0,,,,,
417,12/16/2019 09:20:00 PM,6.775,0.0,,,,,
418,12/16/2019 09:30:00 PM,6.775,0.0,,,,,
419,12/16/2019 09:40:00 PM,7.381,0.0,,,,,
420,12/16/2019 09:50:00 PM,7.782,10.8,,,,,
421,12/16/2019 10:00:00 PM,7.682,10.8,,,,,
422,12/16/2019 10:10:00 PM,7.381,0.0,,,,,
423,12/16/2019 10:20:00 PM,7.079,0.0,,,,,
424,12/16/2019 10:30:00 PM,6.674,0.0,,,,,
425,12/16/2019 10:40:00 PM,6.573,0.0,,,,,
426,12/16/2019 10:50:00 PM,6.370,0.0,,,,,
427,12/16/2019 11:00:00 PM,6.268,0.0,,,,,
428,12/16/2019 11:10:00 PM,6.268,0.0,,,,,
429,12/16/2019 11:20:00 PM,6.064,10.8,,,,,
430,12/16/2019 11:30:00 PM,5.860,0.0,,,,,
431,12/16/2019 11:40:00 PM,5.757,0.0,,,,,
432,12/16/2019 11:50:00 PM,5.552,0.0,,,,,
433,12/17/2019 12:00:00 AM,5.450,0.0,,,,,
434,12/17/2019 12:10:00 AM,5.552,0.0,,,,,
435,12/17/2019 12:20:00 AM,5.655,0.0,,,,,
436,12/17/2019 12:30:00 AM,5.757,10.8,,,,,
437,12/17/2019 12:40:00 AM,5.860,10.8,,,,,
438,12/17/2019 12:50:00 AM,5.757,0.0,,,,,
439,12/17/2019 01:00:00 AM,5.552,0.0,,,,,
440,12/17/2019 01:10:00 AM,5.347,0.0,,,,,
441,12/17/2019 01:20:00 AM,5.450,0.0,,,,,
442,12/17/2019 01:30:00 AM,5.244,0.0,,,,,
443,12/17/2019 01:40:00 AM,5.037,0.0,,,,,
444,12/17/2019 01:50:00 AM,5.037,0.0,,,,,
445,12/17/2019 02:00:00 AM,5.141,0.0,,,,,
446,12/17/2019 02:10:00 AM,5.141,0.0,,,,,
447,12/17/2019 02:20:00 AM,5.141,0.0,,,,,
448,12/17/2019 02:30:00 AM,5.141,0.0,,,,,
449,12/17/2019 02:40:00 AM,5.037,0.0,,,,,
450,12/17/2019 02:50:00 AM,4.934,0.0,,,,,
451,12/17/2019 03:00:00 AM,5.037,0.0,,,,,
452,12/17/2019 03:10:00 AM,5.244,0.0,,,,,
453,12/17/2019 03:20:00 AM,5.347,0.0,,,,,
454,12/17/2019 03:30:00 AM,5.347,0.0,,,,,
455,12/17/2019 03:40:00 AM,5.244,0.0,,,,,
456,12/17/2019 03:50:00 AM,5.347,0.0,,,,,
457,12/17/2019 04:00:00 AM,5.141,0.0,,,,,
458,12/17/2019 04:10:00 AM,5.037,0.0,,,,,
459,12/17/2019 04:20:00 AM,5.037,0.0,,,,,
460,12/17/2019 04:30:00 AM,5.037,0.0,,,,,
461,12/17/2019 04:40:00 AM,4.934,0.0,,,,,
462,12/17/2019 04:50:00 AM,4.831,0.0,,,,,
463,12/17/2019 05:00:00 AM,4.831,0.0,,,,,
464,12/17/2019 05:10:00 AM,4.934,0.0,,,,,
465,12/17/2019 05:20:00 AM,5.037,0.0,,,,,
466,12/17/2019 05:30:00 AM,4.934,0.0,,,,,
467,12/17/2019 05:40:00 AM,4.934,0.0,,,,,
468,12/17/2019 05:50:00 AM,5.037,0.0,,,,,
469,12/17/2019 06:00:00 AM,5.037,0.0,,,,,
470,12/17/2019 06:10:00 AM,5.037,0.0,,,,,
471,12/17/2019 06:20:00 AM,5.141,0.0,,,,,
472,12/17/2019 06:30:00 AM,5.244,0.0,,,,,
473,12/17/2019 06:40:00 AM,5.347,0.0,,,,,
474,12/17/2019 06:50:00 AM,5.244,0.0,,,,,
475,12/17/2019 07:00:00 AM,5.347,0.0,,,,,
476,12/17/2019 07:10:00 AM,5.655,0.0,,,,,
477,12/17/2019 07:20:00 AM,5.655,0.0,,,,,
478,12/17/2019 07:30:00 AM,5.962,0.0,,,,,
479,12/17/2019 07:40:00 AM,5.757,0.0,,,,,
480,12/17/2019 07:50:00 AM,5.450,0.0,,,,,
481,12/17/2019 08:00:00 AM,5.347,21.5,,,,,
482,12/17/2019 08:10:00 AM,5.037,86.1,,,,,
483,12/17/2019 08:20:00 AM,4.831,183.0,,,,,
484,12/17/2019 08:30:00 AM,4.831,409.0,,,,,
485,12/17/2019 08:40:00 AM,4.831,581.3,,,,,
486,12/17/2019 08:50:00 AM,4.831,968.8,,,,,
487,12/17/2019 09:00:00 AM,5.037,1377.8,,,,,
488,12/17/2019 09:10:00 AM,5.552,1377.8,,,,,
489,12/17/2019 09:20:00 AM,5.655,1636.1,,,,,
490,12/17/2019 09:30:00 AM,5.757,1808.3,,,,,
491,12/17/2019 09:40:00 AM,5.962,1894.5,,,,,
492,12/17/2019 09:50:00 AM,6.471,3100.0,,,,,
493,12/17/2019 10:00:00 AM,6.775,2497.2,,,,,
494,12/17/2019 10:10:00 AM,7.179,2066.7,,,,,
495,12/17/2019 10:20:00 AM,7.481,1722.2,,,,,
496,12/17/2019 10:30:00 AM,7.983,2152.8,,,,,
497,12/17/2019 10:40:00 AM,8.082,2583.4,,,,,
498,12/17/2019 10:50:00 AM,8.879,4133.4,,,,,
499,12/17/2019 11:00:00 AM,9.866,8611.2,,,,,
500,12/17/2019 11:10:00 AM,11.431,33066.9,,,,,
501,12/17/2019 11:20:00 AM,13.269,60622.6,,,,,
502,12/17/2019 11:30:00 AM,13.942,20666.8,,,,,
503,12/17/2019 11:40:00 AM,15.760,46844.8,,,,,
504,12/17/2019 11:50:00 AM,15.473,14466.8,,,,,
505,12/17/2019 12:00:00 PM,14.038,7577.8,,,,,
506,12/17/2019 12:10:00 PM,13.750,6544.5,,,,,
507,12/17/2019 12:20:00 PM,13.461,5511.1,,,,,
508,12/17/2019 12:30:00 PM,13.173,5511.1,,,,,
509,12/17/2019 12:40:00 PM,13.173,5338.9,,,,,
510,12/17/2019 12:50:00 PM,13.173,4822.3,,,,,
511,12/17/2019 01:00:00 PM,13.269,5338.9,,,,,
512,12/17/2019 01:10:00 PM,13.558,5511.1,,,,,
513,12/17/2019 01:20:00 PM,13.846,6200.0,,,,,
514,12/17/2019 01:30:00 PM,14.421,5166.7,,,,,
515,12/17/2019 01:40:00 PM,14.230,3616.7,,,,,
516,12/17/2019 01:50:00 PM,14.038,3788.9,,,,,
517,12/17/2019 02:00:00 PM,14.134,3788.9,,,,,
518,12/17/2019 02:10:00 PM,14.038,3444.5,,,,,
519,12/17/2019 02:20:00 PM,14.134,4822.3,,,,,
520,12/17/2019 02:30:00 PM,13.654,1980.6,,,,,
521,12/17/2019 02:40:00 PM,13.461,1980.6,,,,,
522,12/17/2019 02:50:00 PM,13.173,1119.5,,,,,
523,12/17/2019 03:00:00 PM,12.594,1334.7,,,,,
524,12/17/2019 03:10:00 PM,12.401,1345.5,,,,,
525,12/17/2019 03:20:00 PM,11.916,1463.9,,,,,
526,12/17/2019 03:30:00 PM,11.625,1087.2,,,,,
527,12/17/2019 03:40:00 PM,11.334,570.5,,,,,
528,12/17/2019 03:50:00 PM,11.041,753.5,,,,,
529,12/17/2019 04:00:00 PM,10.748,366.0,,,,,
530,12/17/2019 04:10:00 PM,10.259,290.6,,,,,
531,12/17/2019 04:20:00 PM,10.161,301.4,,,,,
532,12/17/2019 04:30:00 PM,10.161,86.1,,,,,
533,12/17/2019 04:40:00 PM,9.768,43.1,,,,,
534,12/17/2019 04:50:00 PM,9.768,10.8,,,,,
535,12/17/2019 05:00:00 PM,9.373,0.0,,,,,
536,12/17/2019 05:10:00 PM,9.373,0.0,,,,,
537,12/17/2019 05:20:00 PM,9.571,0.0,,,,,
538,12/17/2019 05:30:00 PM,11.528,0.0,,,,,
539,12/17/2019 05:40:00 PM,11.916,0.0,,,,,
540,12/17/2019 05:50:00 PM,12.207,0.0,,,,,
541,12/17/2019 06:00:00 PM,11.625,0.0,,,,,
542,12/17/2019 06:10:00 PM,11.139,0.0,,,,,
543,12/17/2019 06:20:00 PM,10.455,0.0,,,,,
544,12/17/2019 06:30:00 PM,9.373,0.0,,,,,
545,12/17/2019 06:40:00 PM,8.978,0.0,,,,,
546,12/17/2019 06:50:00 PM,9.077,0.0,,,,,
547,12/17/2019 07:00:00 PM,9.373,0.0,,,,,
548,12/17/2019 07:10:00 PM,9.077,0.0,,,,,
549,12/17/2019 07:20:00 PM,8.779,0.0,,,,,
550,12/17/2019 07:30:00 PM,8.382,0.0,,,,,
551,12/17/2019 07:40:00 PM,8.382,0.0,,,,,
552,12/17/2019 07:50:00 PM,8.481,0.0,,,,,
553,12/17/2019 08:00:00 PM,8.182,0.0,,,,,
554,12/17/2019 08:10:00 PM,7.682,0.0,,,,,
555,12/17/2019 08:20:00 PM,7.280,0.0,,,,,
556,12/17/2019 08:30:00 PM,7.079,0.0,,,,,
557,12/17/2019 08:40:00 PM,6.978,0.0,,,,,
558,12/17/2019 08:50:00 PM,6.573,0.0,,,,,
559,12/17/2019 09:00:00 PM,6.674,0.0,,,,,
560,12/17/2019 09:10:00 PM,6.775,0.0,,,,,
561,12/17/2019 09:20:00 PM,6.370,0.0,,,,,
562,12/17/2019 09:30:00 PM,5.962,0.0,,,,,
563,12/17/2019 09:40:00 PM,6.166,0.0,,,,,
564,12/17/2019 09:50:00 PM,6.370,0.0,,,,,
565,12/17/2019 10:00:00 PM,6.166,0.0,,,,,
566,12/17/2019 10:10:00 PM,6.064,0.0,,,,,
567,12/17/2019 10:20:00 PM,5.962,0.0,,,,,
568,12/17/2019 10:30:00 PM,5.757,0.0,,,,,
569,12/17/2019 10:40:00 PM,6.166,0.0,,,,,
570,12/17/2019 10:50:00 PM,7.582,0.0,,,,,
571,12/17/2019 11:00:00 PM,8.082,0.0,,,,,
572,12/17/2019 11:10:00 PM,7.983,0.0,,,,,
573,12/17/2019 11:20:00 PM,7.079,0.0,,,,,
574,12/17/2019 11:30:00 PM,6.674,0.0,,,,,
575,12/17/2019 11:40:00 PM,6.370,0.0,,,,,
576,12/17/2019 11:50:00 PM,6.573,0.0,,,,,
577,12/18/2019 12:00:00 AM,7.280,0.0,,,,,
578,12/18/2019 12:10:00 AM,7.682,0.0,,,,,
579,12/18/2019 12:20:00 AM,7.280,0.0,,,,,
580,12/18/2019 12:30:00 AM,7.582,0.0,,,,,
581,12/18/2019 12:40:00 AM,11.528,0.0,,,,,
582,12/18/2019 12:50:00 AM,13.269,0.0,,,,,
583,12/18/2019 01:00:00 AM,13.461,0.0,,,,,
584,12/18/2019 01:10:00 AM,13.654,0.0,,,,,
585,12/18/2019 01:20:00 AM,13.750,0.0,,,,,
586,12/18/2019 01:30:00 AM,13.846,0.0,,,,,
587,12/18/2019 01:40:00 AM,13.846,0.0,,,,,
588,12/18/2019 01:50:00 AM,13.750,0.0,,,,,
589,12/18/2019 02:00:00 AM,13.750,0.0,,,,,
590,12/18/2019 02:10:00 AM,13.558,0.0,,,,,
591,12/18/2019 02:20:00 AM,13.654,0.0,,,,,
592,12/18/2019 02:30:00 AM,13.750,0.0,,,,,
593,12/18/2019 02:40:00 AM,13.942,0.0,,,,,
594,12/18/2019 02:50:00 AM,14.038,0.0,,,,,
595,12/18/2019 03:00:00 AM,14.038,0.0,,,,,
596,12/18/2019 03:10:00 AM,13.461,0.0,,,,,
597,12/18/2019 03:20:00 AM,13.365,0.0,,,,,
598,12/18/2019 03:30:00 AM,13.365,0.0,,,,,
599,12/18/2019 03:40:00 AM,13.365,0.0,,,,,
600,12/18/2019 03:50:00 AM,13.558,0.0,,,,,
601,12/18/2019 04:00:00 AM,13.558,0.0,,,,,
602,12/18/2019 04:10:00 AM,13.173,0.0,,,,,
603,12/18/2019 04:20:00 AM,13.173,0.0,,,,,
604,12/18/2019 04:30:00 AM,12.980,0.0,,,,,
605,12/18/2019 04:40:00 AM,12.883,0.0,,,,,
606,12/18/2019 04:50:00 AM,12.690,0.0,,,,,
607,12/18/2019 05:00:00 AM,12.497,0.0,,,,,
608,12/18/2019 05:10:00 AM,12.304,0.0,,,,,
609,12/18/2019 05:20:00 AM,12.110,0.0,,,,,
610,12/18/2019 05:30:00 AM,12.110,0.0,,,,,
611,12/18/2019 05:40:00 AM,12.207,0.0,,,,,
612,12/18/2019 05:50:00 AM,12.304,0.0,,,,,
613,12/18/2019 06:00:00 AM,12.207,0.0,,,,,
614,12/18/2019 06:10:00 AM,12.207,0.0,,,,,
615,12/18/2019 06:20:00 AM,12.304,0.0,,,,,
616,12/18/2019 06:30:00 AM,12.304,0.0,,,,,
617,12/18/2019 06:40:00 AM,12.207,0.0,,,,,
618,12/18/2019 06:50:00 AM,11.916,0.0,,,,,
619,12/18/2019 07:00:00 AM,11.528,0.0,,,,,
620,12/18/2019 07:10:00 AM,11.236,0.0,,,,,
621,12/18/2019 07:20:00 AM,11.041,0.0,,,,,
622,12/18/2019 07:30:00 AM,10.846,0.0,,,,,
623,12/18/2019 07:40:00 AM,10.846,0.0,,,,,
624,12/18/2019 07:50:00 AM,10.846,0.0,,,,,
625,12/18/2019 08:00:00 AM,10.846,0.0,,,,,
626,12/18/2019 08:10:00 AM,10.944,32.3,,,,,
627,12/18/2019 08:20:00 AM,10.944,53.8,,,,,
628,12/18/2019 08:30:00 AM,10.846,86.1,,,,,
629,12/18/2019 08:40:00 AM,10.944,258.3,,,,,
630,12/18/2019 08:50:00 AM,10.748,419.8,,,,,
631,12/18/2019 09:00:00 AM,10.748,376.7,,,,,
632,12/18/2019 09:10:00 AM,10.944,570.5,,,,,
633,12/18/2019 09:20:00 AM,11.139,516.7,,,,,
634,12/18/2019 09:30:00 AM,11.139,581.3,,,,,
635,12/18/2019 09:40:00 AM,11.041,613.5,,,,,
636,12/18/2019 09:50:00 AM,11.041,753.5,,,,,
637,12/18/2019 10:00:00 AM,11.139,1087.2,,,,,
638,12/18/2019 10:10:00 AM,11.334,1377.8,,,,,
639,12/18/2019 10:20:00 AM,11.334,1550.0,,,,,
640,12/18/2019 10:30:00 AM,11.431,925.7,,,,,
641,12/18/2019 10:40:00 AM,11.625,1270.1,,,,,
642,12/18/2019 10:50:00 AM,12.110,1280.9,,,,,
643,12/18/2019 11:00:00 AM,12.401,2497.2,,,,,
644,12/18/2019 11:10:00 AM,12.594,1722.2,,,,,
645,12/18/2019 11:20:00 AM,12.690,1894.5,,,,,
646,12/18/2019 11:30:00 AM,13.076,3961.1,,,,,
647,12/18/2019 11:40:00 AM,13.461,4822.3,,,,,
648,12/18/2019 11:50:00 AM,14.134,5166.7,,,,,
649,12/18/2019 12:00:00 PM,14.325,5511.1,,,,,
650,12/18/2019 12:10:00 PM,14.613,6200.0,,,,,
651,12/18/2019 12:20:00 PM,14.900,4650.0,,,,,
652,12/18/2019 12:30:00 PM,15.187,7233.4,,,,,
653,12/18/2019 12:40:00 PM,15.760,5166.7,,,,,
654,12/18/2019 12:50:00 PM,14.996,4133.4,,,,,
655,12/18/2019 01:00:00 PM,14.709,3788.9,,,,,
656,12/18/2019 01:10:00 PM,14.517,3444.5,,,,,
657,12/18/2019 01:20:00 PM,14.421,3272.2,,,,,
658,12/18/2019 01:30:00 PM,14.421,3100.0,,,,,
659,12/18/2019 01:40:00 PM,14.325,2755.6,,,,,
660,12/18/2019 01:50:00 PM,14.517,2669.5,,,,,
661,12/18/2019 02:00:00 PM,14.517,2583.4,,,,,
662,12/18/2019 02:10:00 PM,14.517,2669.5,,,,,
663,12/18/2019 02:20:00 PM,14.517,2755.6,,,,,
664,12/18/2019 02:30:00 PM,14.421,2669.5,,,,,
665,12/18/2019 02:40:00 PM,14.325,2411.1,,,,,
666,12/18/2019 02:50:00 PM,14.230,2325.0,,,,,
667,12/18/2019 03:00:00 PM,14.230,2238.9,,,,,
668,12/18/2019 03:10:00 PM,14.325,2152.8,,,,,
669,12/18/2019 03:20:00 PM,14.230,1808.3,,,,,
670,12/18/2019 03:30:00 PM,13.942,1636.1,,,,,
671,12/18/2019 03:40:00 PM,13.558,1367.0,,,,,
672,12/18/2019 03:50:00 PM,13.461,1097.9,,,,,
673,12/18/2019 04:00:00 PM,12.787,818.1,,,,,
674,12/18/2019 04:10:00 PM,12.207,559.7,,,,,
675,12/18/2019 04:20:00 PM,11.819,312.2,,,,,
676,12/18/2019 04:30:00 PM,11.819,150.7,,,,,
677,12/18/2019 04:40:00 PM,11.916,53.8,,,,,
678,12/18/2019 04:50:00 PM,11.916,10.8,,,,,
679,12/18/2019 05:00:00 PM,11.819,0.0,,,,,
680,12/18/2019 05:10:00 PM,11.236,0.0,,,,,
681,12/18/2019 05:20:00 PM,10.455,0.0,,,,,
682,12/18/2019 05:30:00 PM,9.965,0.0,,,,,
683,12/18/2019 05:40:00 PM,10.161,0.0,,,,,
684,12/18/2019 05:50:00 PM,9.965,0.0,,,,,
685,12/18/2019 06:00:00 PM,9.571,0.0,,,,,
686,12/18/2019 06:10:00 PM,9.373,0.0,,,,,
687,12/18/2019 06:20:00 PM,9.472,0.0,,,,,
688,12/18/2019 06:30:00 PM,9.176,0.0,,,,,
689,12/18/2019 06:40:00 PM,9.077,0.0,,,,,
690,12/18/2019 06:50:00 PM,8.680,0.0,,,,,
691,12/18/2019 07:00:00 PM,8.382,0.0,,,,,
692,12/18/2019 07:10:00 PM,8.779,0.0,,,,,
693,12/18/2019 07:20:00 PM,9.571,0.0,,,,,
694,12/18/2019 07:30:00 PM,9.077,0.0,,,,,
695,12/18/2019 07:40:00 PM,8.680,10.8,,,,,
696,12/18/2019 07:50:00 PM,8.581,0.0,,,,,
697,12/18/2019 08:00:00 PM,8.282,0.0,,,,,
698,12/18/2019 08:10:00 PM,8.481,10.8,,,,,
699,12/18/2019 08:20:00 PM,8.382,0.0,,,,,
700,12/18/2019 08:30:00 PM,8.082,10.8,,,,,
701,12/18/2019 08:40:00 PM,8.182,0.0,,,,,
702,12/18/2019 08:50:00 PM,8.182,0.0,,,,,
703,12/18/2019 09:00:00 PM,8.082,10.8,,,,,
704,12/18/2019 09:10:00 PM,8.282,0.0,,,,,
705,12/18/2019 09:20:00 PM,8.082,10.8,,,,,
706,12/18/2019 09:30:00 PM,7.983,10.8,,,,,
707,12/18/2019 09:40:00 PM,7.682,0.0,,,,,
708,12/18/2019 09:50:00 PM,7.481,10.8,,,,,
709,12/18/2019 10:00:00 PM,6.877,10.8,,,,,
710,12/18/2019 10:10:00 PM,6.775,10.8,,,,,
711,12/18/2019 10:20:00 PM,6.573,10.8,,,,,
712,12/18/2019 10:30:00 PM,6.268,10.8,,,,,
713,12/18/2019 10:40:00 PM,6.064,0.0,,,,,
714,12/18/2019 10:50:00 PM,5.962,0.0,,,,,
715,12/18/2019 11:00:00 PM,5.860,0.0,,,,,
716,12/18/2019 11:10:00 PM,5.757,10.8,,,,,
717,12/18/2019 11:20:00 PM,5.757,0.0,,,,,
718,12/18/2019 11:30:00 PM,5.757,0.0,,,,,
719,12/18/2019 11:40:00 PM,5.655,0.0,,,,,
720,12/18/2019 11:50:00 PM,5.450,10.8,,,,,
721,12/19/2019 12:00:00 AM,5.347,10.8,,,,,
722,12/19/2019 12:10:00 AM,5.244,21.5,,,,,
723,12/19/2019 12:20:00 AM,5.347,10.8,,,,,
724,12/19/2019 12:30:00 AM,5.347,21.5,,,,,
725,12/19/2019 12:40:00 AM,5.347,10.8,,,,,
726,12/19/2019 12:50:00 AM,5.141,0.0,,,,,
727,12/19/2019 01:00:00 AM,5.141,0.0,,,,,
728,12/19/2019 01:10:00 AM,5.141,21.5,,,,,
729,12/19/2019 01:20:00 AM,4.831,10.8,,,,,
730,12/19/2019 01:30:00 AM,4.934,21.5,,,,,
731,12/19/2019 01:40:00 AM,5.037,10.8,,,,,
732,12/19/2019 01:50:00 AM,5.037,0.0,,,,,
733,12/19/2019 02:00:00 AM,5.450,10.8,,,,,
734,12/19/2019 02:10:00 AM,5.655,0.0,,,,,
735,12/19/2019 02:20:00 AM,5.450,0.0,,,,,
736,12/19/2019 02:30:00 AM,5.347,0.0,,,,,
737,12/19/2019 02:40:00 AM,5.141,0.0,,,,,
738,12/19/2019 02:50:00 AM,4.934,0.0,,,,,
739,12/19/2019 03:00:00 AM,4.623,0.0,,,,,
740,12/19/2019 03:10:00 AM,4.519,0.0,,,,,
741,12/19/2019 03:20:00 AM,4.415,0.0,,,,,
742,12/19/2019 03:30:00 AM,4.311,0.0,,,,,
743,12/19/2019 03:40:00 AM,4.207,0.0,,,,,
744,12/19/2019 03:50:00 AM,4.102,0.0,,,,,
745,12/19/2019 04:00:00 AM,3.998,0.0,,,,,
746,12/19/2019 04:10:00 AM,3.893,0.0,,,,,
747,12/19/2019 04:20:00 AM,3.893,0.0,,,,,
748,12/19/2019 04:30:00 AM,3.893,0.0,,,,,
749,12/19/2019 04:40:00 AM,3.893,0.0,,,,,
750,12/19/2019 04:50:00 AM,3.788,0.0,,,,,
751,12/19/2019 05:00:00 AM,3.683,0.0,,,,,
752,12/19/2019 05:10:00 AM,3.683,0.0,,,,,
753,12/19/2019 05:20:00 AM,3.472,0.0,,,,,
754,12/19/2019 05:30:00 AM,3.472,0.0,,,,,
755,12/19/2019 05:40:00 AM,3.578,0.0,,,,,
756,12/19/2019 05:50:00 AM,3.578,0.0,,,,,
757,12/19/2019 06:00:00 AM,3.683,0.0,,,,,
758,12/19/2019 06:10:00 AM,3.578,0.0,,,,,
759,12/19/2019 06:20:00 AM,3.578,0.0,,,,,
760,12/19/2019 06:30:00 AM,3.578,0.0,,,,,
761,12/19/2019 06:40:00 AM,3.472,0.0,,,,,
762,12/19/2019 06:50:00 AM,3.367,0.0,,,,,
763,12/19/2019 07:00:00 AM,3.367,0.0,,,,,
764,12/19/2019 07:10:00 AM,3.472,0.0,,,,,
765,12/19/2019 07:20:00 AM,3.578,0.0,,,,,
766,12/19/2019 07:30:00 AM,3.578,0.0,,,,,
767,12/19/2019 07:40:00 AM,3.788,0.0,,,,,
768,12/19/2019 07:50:00 AM,3.788,0.0,,,,,
769,12/19/2019 08:00:00 AM,3.683,0.0,,,,,
770,12/19/2019 08:10:00 AM,3.683,21.5,,,,,
771,12/19/2019 08:20:00 AM,3.683,53.8,,,,,
772,12/19/2019 08:30:00 AM,3.893,96.9,,,,,
773,12/19/2019 08:40:00 AM,4.102,172.2,,,,,
774,12/19/2019 08:50:00 AM,4.311,387.5,,,,,
775,12/19/2019 09:00:00 AM,4.623,753.5,,,,,
776,12/19/2019 09:10:00 AM,4.934,979.5,,,,,
777,12/19/2019 09:20:00 AM,5.347,1722.2,,,,,
778,12/19/2019 09:30:00 AM,5.244,2152.8,,,,,
779,12/19/2019 09:40:00 AM,5.450,2411.1,,,,,
780,12/19/2019 09:50:00 AM,6.064,2755.6,,,,,
781,12/19/2019 10:00:00 AM,6.370,2755.6,,,,,
782,12/19/2019 10:10:00 AM,6.674,2755.6,,,,,
783,12/19/2019 10:20:00 AM,6.674,2583.4,,,,,
784,12/19/2019 10:30:00 AM,6.674,2238.9,,,,,
785,12/19/2019 10:40:00 AM,6.674,1808.3,,,,,
786,12/19/2019 10:50:00 AM,6.775,2669.5,,,,,
787,12/19/2019 11:00:00 AM,7.079,2669.5,,,,,
788,12/19/2019 11:10:00 AM,7.481,3100.0,,,,,
789,12/19/2019 11:20:00 AM,7.682,3272.2,,,,,
790,12/19/2019 11:30:00 AM,7.983,2755.6,,,,,
791,12/19/2019 11:40:00 AM,7.782,4133.4,,,,,
792,12/19/2019 11:50:00 AM,8.282,6200.0,,,,,
793,12/19/2019 12:00:00 PM,8.879,3616.7,,,,,
794,12/19/2019 12:10:00 PM,9.373,3961.1,,,,,
795,12/19/2019 12:20:00 PM,10.161,2927.8,,,,,
796,12/19/2019 12:30:00 PM,10.161,2583.4,,,,,
797,12/19/2019 12:40:00 PM,9.965,2755.6,,,,,
798,12/19/2019 12:50:00 PM,9.768,2583.4,,,,,
799,12/19/2019 01:00:00 PM,10.063,2411.1,,,,,
800,12/19/2019 01:10:00 PM,10.455,2497.2,,,,,
801,12/19/2019 01:20:00 PM,10.161,1184.0,,,,,
802,12/19/2019 01:30:00 PM,9.571,2152.8,,,,,
803,12/19/2019 01:40:00 PM,9.768,3100.0,,,,,
804,12/19/2019 01:50:00 PM,10.063,2755.6,,,,,
805,12/19/2019 02:00:00 PM,10.259,3272.2,,,,,
806,12/19/2019 02:10:00 PM,10.259,1463.9,,,,,
807,12/19/2019 02:20:00 PM,10.063,1302.4,,,,,
808,12/19/2019 02:30:00 PM,9.866,1636.1,,,,,
809,12/19/2019 02:40:00 PM,9.965,1808.3,,,,,
810,12/19/2019 02:50:00 PM,10.063,1980.6,,,,,
811,12/19/2019 03:00:00 PM,10.063,1722.2,,,,,
812,12/19/2019 03:10:00 PM,9.965,1636.1,,,,,
813,12/19/2019 03:20:00 PM,9.768,1550.0,,,,,
814,12/19/2019 03:30:00 PM,9.866,1722.2,,,,,
815,12/19/2019 03:40:00 PM,9.669,1130.2,,,,,
816,12/19/2019 03:50:00 PM,9.373,904.2,,,,,
817,12/19/2019 04:00:00 PM,9.472,731.9,,,,,
818,12/19/2019 04:10:00 PM,9.275,527.4,,,,,
819,12/19/2019 04:20:00 PM,9.176,387.5,,,,,
820,12/19/2019 04:30:00 PM,8.978,86.1,,,,,
821,12/19/2019 04:40:00 PM,8.779,32.3,,,,,
822,12/19/2019 04:50:00 PM,8.382,0.0,,,,,
823,12/19/2019 05:00:00 PM,8.382,0.0,,,,,
824,12/19/2019 05:10:00 PM,7.983,0.0,,,,,
825,12/19/2019 05:20:00 PM,7.782,0.0,,,,,
826,12/19/2019 05:30:00 PM,7.481,0.0,,,,,
827,12/19/2019 05:40:00 PM,7.381,0.0,,,,,
828,12/19/2019 05:50:00 PM,7.179,0.0,,,,,
829,12/19/2019 06:00:00 PM,7.079,0.0,,,,,
830,12/19/2019 06:10:00 PM,7.280,0.0,,,,,
831,12/19/2019 06:20:00 PM,7.079,0.0,,,,,
832,12/19/2019 06:30:00 PM,6.877,0.0,,,,,
833,12/19/2019 06:40:00 PM,7.179,0.0,,,,,
834,12/19/2019 06:50:00 PM,7.381,0.0,,,,,
835,12/19/2019 07:00:00 PM,6.978,0.0,,,,,
836,12/19/2019 07:10:00 PM,6.674,0.0,,,,,
837,12/19/2019 07:20:00 PM,6.370,0.0,,,,,
838,12/19/2019 07:30:00 PM,6.268,0.0,,,,,
839,12/19/2019 07:40:00 PM,5.962,0.0,,,,,
