"Plot Title: 10347362"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10347362, SEN S/N: 10347362)","Intensity, Lux (LGR S/N: 10347362, SEN S/N: 10347362)","Coupler Attached (LGR S/N: 10347362)","Coupler Detached (LGR S/N: 10347362)","Host Connected (LGR S/N: 10347362)","Stopped (LGR S/N: 10347362)","End Of File (LGR S/N: 10347362)"
1,11/12/2021 01:00:00,3.788,0.0,,,,,
2,11/12/2021 01:10:00,3.683,0.0,,,,,
3,11/12/2021 01:20:00,3.683,0.0,,,,,
4,11/12/2021 01:30:00,3.683,0.0,,,,,
5,11/12/2021 01:40:00,3.683,0.0,,,,,
6,11/12/2021 01:50:00,3.683,0.0,,,,,
7,11/12/2021 02:00:00,3.683,0.0,,,,,
8,11/12/2021 02:10:00,3.683,0.0,,,,,
9,11/12/2021 02:20:00,3.683,0.0,,,,,
10,11/12/2021 02:30:00,3.683,0.0,,,,,
11,11/12/2021 02:40:00,3.683,0.0,,,,,
12,11/12/2021 02:50:00,3.683,0.0,,,,,
13,11/12/2021 03:00:00,3.683,0.0,,,,,
14,11/12/2021 03:10:00,3.683,0.0,,,,,
15,11/12/2021 03:20:00,3.683,0.0,,,,,
16,11/12/2021 03:30:00,3.683,0.0,,,,,
17,11/12/2021 03:40:00,3.683,0.0,,,,,
18,11/12/2021 03:50:00,3.683,0.0,,,,,
19,11/12/2021 04:00:00,3.683,0.0,,,,,
20,11/12/2021 04:10:00,3.683,0.0,,,,,
21,11/12/2021 04:20:00,3.683,0.0,,,,,
22,11/12/2021 04:30:00,3.578,0.0,,,,,
23,11/12/2021 04:40:00,3.578,0.0,,,,,
24,11/12/2021 04:50:00,3.472,0.0,,,,,
25,11/12/2021 05:00:00,3.472,0.0,,,,,
26,11/12/2021 05:10:00,3.261,0.0,,,,,
27,11/12/2021 05:20:00,3.261,0.0,,,,,
28,11/12/2021 05:30:00,3.155,0.0,,,,,
29,11/12/2021 05:40:00,3.049,0.0,,,,,
30,11/12/2021 05:50:00,3.049,0.0,,,,,
31,11/12/2021 06:00:00,2.943,0.0,,,,,
32,11/12/2021 06:10:00,2.943,0.0,,,,,
33,11/12/2021 06:20:00,2.837,0.0,,,,,
34,11/12/2021 06:30:00,2.837,0.0,,,,,
35,11/12/2021 06:40:00,2.730,0.0,,,,,
36,11/12/2021 06:50:00,2.730,0.0,,,,,
37,11/12/2021 07:00:00,2.730,0.0,,,,,
38,11/12/2021 07:10:00,2.730,0.0,,,,,
39,11/12/2021 07:20:00,2.730,0.0,,,,,
40,11/12/2021 07:30:00,2.730,0.0,,,,,
41,11/12/2021 07:40:00,2.624,0.0,,,,,
42,11/12/2021 07:50:00,2.730,0.0,,,,,
43,11/12/2021 08:00:00,2.730,0.0,,,,,
44,11/12/2021 08:10:00,2.730,0.0,,,,,
45,11/12/2021 08:20:00,2.730,21.5,,,,,
46,11/12/2021 08:30:00,2.730,21.5,,,,,
47,11/12/2021 08:40:00,2.624,43.1,,,,,
48,11/12/2021 08:50:00,2.624,107.6,,,,,
49,11/12/2021 09:00:00,2.730,139.9,,,,,
50,11/12/2021 09:10:00,2.837,118.4,,,,,
51,11/12/2021 09:20:00,2.730,258.3,,,,,
52,11/12/2021 09:30:00,2.837,398.3,,,,,
53,11/12/2021 09:40:00,3.049,516.7,,,,,
54,11/12/2021 09:50:00,3.155,409.0,,,,,
55,11/12/2021 10:00:00,3.155,624.3,,,,,
56,11/12/2021 10:10:00,3.261,688.9,,,,,
57,11/12/2021 10:20:00,3.367,742.7,,,,,
58,11/12/2021 10:30:00,3.578,1345.5,,,,,
59,11/12/2021 10:40:00,3.893,1550.0,,,,,
60,11/12/2021 10:50:00,4.102,1463.9,,,,,
61,11/12/2021 11:00:00,3.998,1550.0,,,,,
62,11/12/2021 11:10:00,3.893,1076.4,,,,,
63,11/12/2021 11:20:00,4.102,1377.8,,,,,
64,11/12/2021 11:30:00,4.207,1173.3,,,,,
65,11/12/2021 11:40:00,3.998,958.0,,,,,
66,11/12/2021 11:50:00,4.102,731.9,,,,,
67,11/12/2021 12:00:00,3.998,602.8,,,,,
68,11/12/2021 12:10:00,3.998,753.5,,,,,
69,11/12/2021 12:20:00,4.102,710.4,,,,,
70,11/12/2021 12:30:00,4.102,785.8,,,,,
71,11/12/2021 12:40:00,3.998,635.1,,,,,
72,11/12/2021 12:50:00,3.893,516.7,,,,,
73,11/12/2021 13:00:00,3.788,807.3,,,,,
74,11/12/2021 13:10:00,3.893,710.4,,,,,
75,11/12/2021 13:20:00,3.788,775.0,,,,,
76,11/12/2021 13:30:00,3.788,807.3,,,,,
77,11/12/2021 13:40:00,3.788,688.9,,,,,
78,11/12/2021 13:50:00,3.893,1237.9,,,,,
79,11/12/2021 14:00:00,3.998,624.3,,,,,
80,11/12/2021 14:10:00,3.893,570.5,,,,,
81,11/12/2021 14:20:00,3.893,495.1,,,,,
82,11/12/2021 14:30:00,3.893,430.6,,,,,
83,11/12/2021 14:40:00,3.893,387.5,,,,,
84,11/12/2021 14:50:00,3.998,301.4,,,,,
85,11/12/2021 15:00:00,3.893,279.9,,,,,
86,11/12/2021 15:10:00,3.893,290.6,,,,,
87,11/12/2021 15:20:00,3.893,172.2,,,,,
88,11/12/2021 15:30:00,3.893,107.6,,,,,
89,11/12/2021 15:40:00,3.788,107.6,,,,,
90,11/12/2021 15:50:00,3.788,64.6,,,,,
91,11/12/2021 16:00:00,3.788,43.1,,,,,
92,11/12/2021 16:10:00,3.578,32.3,,,,,
93,11/12/2021 16:20:00,3.472,21.5,,,,,
94,11/12/2021 16:30:00,3.367,0.0,,,,,
95,11/12/2021 16:40:00,3.367,0.0,,,,,
96,11/12/2021 16:50:00,3.261,0.0,,,,,
97,11/12/2021 17:00:00,3.155,0.0,,,,,
98,11/12/2021 17:10:00,3.049,0.0,,,,,
99,11/12/2021 17:20:00,2.943,0.0,,,,,
100,11/12/2021 17:30:00,2.943,0.0,,,,,
101,11/12/2021 17:40:00,3.049,0.0,,,,,
102,11/12/2021 17:50:00,3.049,0.0,,,,,
103,11/12/2021 18:00:00,3.049,0.0,,,,,
104,11/12/2021 18:10:00,3.049,0.0,,,,,
105,11/12/2021 18:20:00,3.049,0.0,,,,,
106,11/12/2021 18:30:00,3.049,0.0,,,,,
107,11/12/2021 18:40:00,3.049,0.0,,,,,
108,11/12/2021 18:50:00,3.155,0.0,,,,,
109,11/12/2021 19:00:00,3.049,0.0,,,,,
110,11/12/2021 19:10:00,3.155,0.0,,,,,
111,11/12/2021 19:20:00,3.155,0.0,,,,,
112,11/12/2021 19:30:00,3.155,0.0,,,,,
113,11/12/2021 19:40:00,3.155,0.0,,,,,
114,11/12/2021 19:50:00,3.155,0.0,,,,,
115,11/12/2021 20:00:00,3.049,0.0,,,,,
116,11/12/2021 20:10:00,3.049,0.0,,,,,
117,11/12/2021 20:20:00,3.049,0.0,,,,,
118,11/12/2021 20:30:00,3.049,0.0,,,,,
119,11/12/2021 20:40:00,3.049,0.0,,,,,
120,11/12/2021 20:50:00,2.943,0.0,,,,,
121,11/12/2021 21:00:00,2.730,0.0,,,,,
122,11/12/2021 21:10:00,2.624,0.0,,,,,
123,11/12/2021 21:20:00,2.624,0.0,,,,,
124,11/12/2021 21:30:00,2.517,0.0,,,,,
125,11/12/2021 21:40:00,2.195,0.0,,,,,
126,11/12/2021 21:50:00,1.764,0.0,,,,,
127,11/12/2021 22:00:00,1.439,0.0,,,,,
128,11/12/2021 22:10:00,1.330,0.0,,,,,
129,11/12/2021 22:20:00,1.221,0.0,,,,,
130,11/12/2021 22:30:00,1.112,0.0,,,,,
131,11/12/2021 22:40:00,1.330,0.0,,,,,
132,11/12/2021 22:50:00,1.656,0.0,,,,,
133,11/12/2021 23:00:00,1.764,0.0,,,,,
134,11/12/2021 23:10:00,1.980,0.0,,,,,
135,11/12/2021 23:20:00,1.980,0.0,,,,,
136,11/12/2021 23:30:00,2.088,0.0,,,,,
137,11/12/2021 23:40:00,1.980,0.0,,,,,
138,11/12/2021 23:50:00,1.980,0.0,,,,,
139,12/12/2021 00:00:00,1.980,0.0,,,,,
