"Plot Title: 10350072"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350072, SEN S/N: 10350072)","Intensity, Lux (LGR S/N: 10350072, SEN S/N: 10350072)","Bad Battery (LGR S/N: 10350072)","Host Connected (LGR S/N: 10350072)","Coupler Attached (LGR S/N: 10350072)","Stopped (LGR S/N: 10350072)","End Of File (LGR S/N: 10350072)"
1,29/11/2020 17:00:00,19.472,0.0,,,,,
2,29/11/2020 17:10:00,19.472,0.0,,,,,
3,29/11/2020 17:20:00,19.472,0.0,,,,,
4,29/11/2020 17:30:00,19.472,0.0,,,,,
5,29/11/2020 17:40:00,19.567,0.0,,,,,
6,29/11/2020 17:50:00,19.567,0.0,,,,,
7,29/11/2020 18:00:00,19.662,0.0,,,,,
8,29/11/2020 18:10:00,19.662,0.0,,,,,
9,29/11/2020 18:20:00,19.758,0.0,,,,,
10,29/11/2020 18:30:00,19.758,0.0,,,,,
11,29/11/2020 18:40:00,19.758,0.0,,,,,
12,29/11/2020 18:50:00,19.853,0.0,,,,,
13,29/11/2020 19:00:00,19.853,0.0,,,,,
14,29/11/2020 19:10:00,19.948,0.0,,,,,
15,29/11/2020 19:20:00,19.948,0.0,,,,,
16,29/11/2020 19:30:00,20.043,0.0,,,,,
17,29/11/2020 19:40:00,20.043,0.0,,,,,
18,29/11/2020 19:50:00,20.043,0.0,,,,,
19,29/11/2020 20:00:00,20.043,0.0,,,,,
20,29/11/2020 20:10:00,20.043,0.0,,,,,
21,29/11/2020 20:20:00,20.043,0.0,,,,,
22,29/11/2020 20:30:00,20.138,0.0,,,,,
23,29/11/2020 20:40:00,20.138,0.0,,,,,
24,29/11/2020 20:50:00,20.138,0.0,,,,,
25,29/11/2020 21:00:00,20.138,0.0,,,,,
26,29/11/2020 21:10:00,20.043,0.0,,,,,
27,29/11/2020 21:20:00,20.043,0.0,,,,,
28,29/11/2020 21:30:00,20.043,0.0,,,,,
29,29/11/2020 21:40:00,20.043,0.0,,,,,
30,29/11/2020 21:50:00,20.138,0.0,,,,,
