"Plot Title: 10350071"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10350075, SEN S/N: 10350075)","Intensity, Lux (LGR S/N: 10350075, SEN S/N: 10350075)","Bad Battery (LGR S/N: 10350075)","End Of File (LGR S/N: 10350075)"
541,03/12/2020 12:00:00,4.727,2927.8,,
542,03/12/2020 12:10:00,4.934,2927.8,,
543,03/12/2020 12:20:00,4.934,2755.6,,
544,03/12/2020 12:30:00,5.037,2927.8,,
545,03/12/2020 12:40:00,5.037,3444.5,,
546,03/12/2020 12:50:00,5.141,5511.1,,
547,03/12/2020 13:00:00,5.347,4650.0,,
548,03/12/2020 13:10:00,5.757,15155.7,,
549,03/12/2020 13:20:00,6.370,14466.8,,
550,03/12/2020 13:30:00,6.471,13089.0,,
551,03/12/2020 13:40:00,6.775,13089.0,,
552,03/12/2020 13:50:00,6.978,13089.0,,
553,03/12/2020 14:00:00,7.179,12400.1,,
554,03/12/2020 14:10:00,7.381,2927.8,,
555,03/12/2020 14:20:00,7.582,10677.8,,
556,03/12/2020 14:30:00,7.582,13089.0,,
557,03/12/2020 14:40:00,7.983,12400.1,,
558,03/12/2020 14:50:00,8.481,14466.8,,
559,03/12/2020 15:00:00,7.682,3788.9,,
560,03/12/2020 15:10:00,7.079,5338.9,,
561,03/12/2020 15:20:00,7.280,9644.5,,
562,03/12/2020 15:30:00,7.682,6544.5,,
563,03/12/2020 15:40:00,6.877,2755.6,,
564,03/12/2020 15:50:00,6.471,721.2,,
565,03/12/2020 16:00:00,5.962,559.7,,
566,03/12/2020 16:10:00,5.552,473.6,,
567,03/12/2020 16:20:00,5.450,344.4,,
568,03/12/2020 16:30:00,5.141,183.0,,
569,03/12/2020 16:40:00,4.727,64.6,,
570,03/12/2020 16:50:00,4.415,10.8,,
571,03/12/2020 17:00:00,4.207,0.0,,
572,03/12/2020 17:10:00,3.998,0.0,,
573,03/12/2020 17:20:00,3.893,0.0,,
574,03/12/2020 17:30:00,3.788,0.0,,
575,03/12/2020 17:40:00,3.578,0.0,,
576,03/12/2020 17:50:00,3.472,0.0,,
577,03/12/2020 18:00:00,3.367,0.0,,
578,03/12/2020 18:10:00,3.155,0.0,,
579,03/12/2020 18:20:00,3.049,0.0,,
580,03/12/2020 18:30:00,3.049,0.0,,
581,03/12/2020 18:40:00,3.049,0.0,,
582,03/12/2020 18:50:00,3.261,0.0,,
583,03/12/2020 19:00:00,3.472,0.0,,
584,03/12/2020 19:10:00,3.578,0.0,,
585,03/12/2020 19:20:00,3.683,0.0,,
586,03/12/2020 19:30:00,3.893,0.0,,
587,03/12/2020 19:40:00,3.893,0.0,,
588,03/12/2020 19:50:00,3.998,0.0,,
589,03/12/2020 20:00:00,4.102,0.0,,
590,03/12/2020 20:10:00,4.207,0.0,,
591,03/12/2020 20:20:00,4.207,0.0,,
592,03/12/2020 20:30:00,4.311,0.0,,
593,03/12/2020 20:40:00,4.311,0.0,,
594,03/12/2020 20:50:00,4.311,0.0,,
595,03/12/2020 21:00:00,4.311,0.0,,
596,03/12/2020 21:10:00,4.415,0.0,,
597,03/12/2020 21:20:00,4.519,0.0,,
598,03/12/2020 21:30:00,4.623,0.0,,
599,03/12/2020 21:40:00,4.727,0.0,,
600,03/12/2020 21:50:00,4.831,0.0,,
601,03/12/2020 22:00:00,4.831,0.0,,
602,03/12/2020 22:10:00,4.934,0.0,,
603,03/12/2020 22:20:00,5.037,0.0,,
604,03/12/2020 22:30:00,5.244,0.0,,
605,03/12/2020 22:40:00,5.347,0.0,,
606,03/12/2020 22:50:00,5.552,0.0,,
607,03/12/2020 23:00:00,5.655,0.0,,
608,03/12/2020 23:10:00,5.757,0.0,,
609,03/12/2020 23:20:00,5.860,0.0,,
610,03/12/2020 23:30:00,5.141,0.0,,
611,03/12/2020 23:40:00,4.934,0.0,,
612,03/12/2020 23:50:00,5.347,0.0,,
613,04/12/2020 00:00:00,5.962,0.0,,
614,04/12/2020 00:10:00,6.573,0.0,,
615,04/12/2020 00:20:00,6.978,0.0,,
616,04/12/2020 00:30:00,7.179,0.0,,
617,04/12/2020 00:40:00,7.179,0.0,,
618,04/12/2020 00:50:00,7.179,0.0,,
619,04/12/2020 01:00:00,7.079,0.0,,
620,04/12/2020 01:10:00,7.079,0.0,,
621,04/12/2020 01:20:00,7.079,0.0,,
622,04/12/2020 01:30:00,7.079,0.0,,
623,04/12/2020 01:40:00,7.381,0.0,,
624,04/12/2020 01:50:00,7.582,0.0,,
625,04/12/2020 02:00:00,7.682,0.0,,
626,04/12/2020 02:10:00,7.582,0.0,,
627,04/12/2020 02:20:00,7.481,0.0,,
628,04/12/2020 02:30:00,7.682,0.0,,
629,04/12/2020 02:40:00,7.682,0.0,,
630,04/12/2020 02:50:00,7.682,0.0,,
631,04/12/2020 03:00:00,7.682,0.0,,
632,04/12/2020 03:10:00,7.782,0.0,,
633,04/12/2020 03:20:00,7.882,0.0,,
634,04/12/2020 03:30:00,7.682,0.0,,
635,04/12/2020 03:40:00,7.582,0.0,,
636,04/12/2020 03:50:00,7.582,0.0,,
637,04/12/2020 04:00:00,7.682,0.0,,
638,04/12/2020 04:10:00,7.882,0.0,,
639,04/12/2020 04:20:00,7.882,0.0,,
640,04/12/2020 04:30:00,7.882,0.0,,
641,04/12/2020 04:40:00,8.182,0.0,,
642,04/12/2020 04:50:00,8.581,0.0,,
643,04/12/2020 05:00:00,8.382,0.0,,
644,04/12/2020 05:10:00,8.382,0.0,,
645,04/12/2020 05:20:00,8.282,0.0,,
646,04/12/2020 05:30:00,8.382,0.0,,
647,04/12/2020 05:40:00,8.182,0.0,,
648,04/12/2020 05:50:00,7.682,0.0,,
649,04/12/2020 06:00:00,7.381,0.0,,
650,04/12/2020 06:10:00,7.381,0.0,,
651,04/12/2020 06:20:00,7.280,0.0,,
652,04/12/2020 06:30:00,7.381,0.0,,
653,04/12/2020 06:40:00,7.381,0.0,,
654,04/12/2020 06:50:00,7.682,0.0,,
655,04/12/2020 07:00:00,7.582,0.0,,
656,04/12/2020 07:10:00,7.079,0.0,,
657,04/12/2020 07:20:00,7.079,0.0,,
658,04/12/2020 07:30:00,6.978,0.0,,
659,04/12/2020 07:40:00,6.978,0.0,,
660,04/12/2020 07:50:00,6.674,0.0,,
661,04/12/2020 08:00:00,6.471,10.8,,
662,04/12/2020 08:10:00,6.268,43.1,,
663,04/12/2020 08:20:00,6.166,107.6,,
664,04/12/2020 08:30:00,6.166,215.3,,
665,04/12/2020 08:40:00,6.166,333.7,,
666,04/12/2020 08:50:00,6.166,1280.9,,
667,04/12/2020 09:00:00,6.166,1334.7,,
668,04/12/2020 09:10:00,6.268,1377.8,,
669,04/12/2020 09:20:00,6.268,1463.9,,
670,04/12/2020 09:30:00,6.268,1270.1,,
671,04/12/2020 09:40:00,6.166,850.4,,
672,04/12/2020 09:50:00,6.166,1194.8,,
673,04/12/2020 10:00:00,6.370,1302.4,,
674,04/12/2020 10:10:00,6.471,1291.7,,
675,04/12/2020 10:20:00,6.268,1808.3,,
676,04/12/2020 10:30:00,6.370,1550.0,,
677,04/12/2020 10:40:00,6.471,1894.5,,
678,04/12/2020 10:50:00,6.573,1980.6,,
679,04/12/2020 11:00:00,6.674,3272.2,,
680,04/12/2020 11:10:00,6.268,3100.0,,
681,04/12/2020 11:20:00,6.166,3100.0,,
682,04/12/2020 11:30:00,6.166,1636.1,,
683,04/12/2020 11:40:00,6.064,2238.9,,
684,04/12/2020 11:50:00,6.064,1980.6,,
685,04/12/2020 12:00:00,5.962,2238.9,,
686,04/12/2020 12:10:00,5.962,2238.9,,
687,04/12/2020 12:20:00,5.962,1808.3,,
688,04/12/2020 12:30:00,6.064,2152.8,,
689,04/12/2020 12:40:00,6.268,2755.6,,
690,04/12/2020 12:50:00,6.268,2411.1,,
691,04/12/2020 13:00:00,6.370,2583.4,,
692,04/12/2020 13:10:00,6.370,2152.8,,
693,04/12/2020 13:20:00,6.573,2152.8,,
694,04/12/2020 13:30:00,6.674,1980.6,,
695,04/12/2020 13:40:00,6.573,1808.3,,
696,04/12/2020 13:50:00,6.573,1808.3,,
697,04/12/2020 14:00:00,6.268,1270.1,,
698,04/12/2020 14:10:00,5.962,818.1,,
699,04/12/2020 14:20:00,5.757,1237.9,,
700,04/12/2020 14:30:00,5.757,1808.3,,
701,04/12/2020 14:40:00,5.860,2411.1,,
702,04/12/2020 14:50:00,5.757,1463.9,,
703,04/12/2020 15:00:00,5.757,2152.8,,
704,04/12/2020 15:10:00,5.757,1808.3,,
705,04/12/2020 15:20:00,5.757,1894.5,,
706,04/12/2020 15:30:00,5.757,1184.0,,
707,04/12/2020 15:40:00,5.655,893.4,,
708,04/12/2020 15:50:00,5.655,1108.7,,
709,04/12/2020 16:00:00,5.757,376.7,,
710,04/12/2020 16:10:00,5.655,290.6,,
711,04/12/2020 16:20:00,5.655,86.1,,
712,04/12/2020 16:30:00,5.655,64.6,,
713,04/12/2020 16:40:00,5.655,32.3,,
714,04/12/2020 16:50:00,5.552,0.0,,
715,04/12/2020 17:00:00,5.552,0.0,,
716,04/12/2020 17:10:00,5.450,0.0,,
717,04/12/2020 17:20:00,5.347,0.0,,
718,04/12/2020 17:30:00,5.347,0.0,,
719,04/12/2020 17:40:00,5.450,0.0,,
720,04/12/2020 17:50:00,5.450,0.0,,
721,04/12/2020 18:00:00,5.347,0.0,,
722,04/12/2020 18:10:00,5.244,0.0,,
723,04/12/2020 18:20:00,5.141,0.0,,
724,04/12/2020 18:30:00,5.347,0.0,,
725,04/12/2020 18:40:00,5.244,0.0,,
726,04/12/2020 18:50:00,5.244,0.0,,
727,04/12/2020 19:00:00,5.141,0.0,,
728,04/12/2020 19:10:00,5.037,0.0,,
729,04/12/2020 19:20:00,4.934,0.0,,
730,04/12/2020 19:30:00,4.934,0.0,,
731,04/12/2020 19:40:00,4.727,0.0,,
732,04/12/2020 19:50:00,4.623,0.0,,
733,04/12/2020 20:00:00,4.519,0.0,,
734,04/12/2020 20:10:00,4.623,0.0,,
735,04/12/2020 20:20:00,4.519,0.0,,
736,04/12/2020 20:30:00,4.623,0.0,,
737,04/12/2020 20:40:00,4.623,0.0,,
738,04/12/2020 20:50:00,4.623,0.0,,
739,04/12/2020 21:00:00,4.519,0.0,,
740,04/12/2020 21:10:00,4.623,0.0,,
741,04/12/2020 21:20:00,4.623,0.0,,
742,04/12/2020 21:30:00,4.727,0.0,,
743,04/12/2020 21:40:00,4.727,0.0,,
744,04/12/2020 21:50:00,4.623,0.0,,
745,04/12/2020 22:00:00,4.623,0.0,,
746,04/12/2020 22:10:00,4.727,0.0,,
747,04/12/2020 22:20:00,4.623,0.0,,
748,04/12/2020 22:30:00,4.519,0.0,,
749,04/12/2020 22:40:00,4.415,0.0,,
750,04/12/2020 22:50:00,4.311,0.0,,
751,04/12/2020 23:00:00,4.207,0.0,,
752,04/12/2020 23:10:00,4.207,0.0,,
753,04/12/2020 23:20:00,4.311,0.0,,
754,04/12/2020 23:30:00,4.415,0.0,,
755,04/12/2020 23:40:00,4.311,0.0,,
756,04/12/2020 23:50:00,4.207,0.0,,
757,05/12/2020 00:00:00,3.893,0.0,,
758,05/12/2020 00:10:00,3.788,0.0,,
759,05/12/2020 00:20:00,3.683,0.0,,
760,05/12/2020 00:30:00,3.578,0.0,,
761,05/12/2020 00:40:00,3.578,0.0,,
762,05/12/2020 00:50:00,3.578,0.0,,
763,05/12/2020 01:00:00,3.472,0.0,,
764,05/12/2020 01:10:00,3.472,0.0,,
765,05/12/2020 01:20:00,3.261,0.0,,
766,05/12/2020 01:30:00,3.261,0.0,,
767,05/12/2020 01:40:00,3.155,0.0,,
768,05/12/2020 01:50:00,3.049,0.0,,
769,05/12/2020 02:00:00,2.730,0.0,,
770,05/12/2020 02:10:00,2.624,0.0,,
771,05/12/2020 02:20:00,2.730,0.0,,
772,05/12/2020 02:30:00,2.730,0.0,,
773,05/12/2020 02:40:00,2.730,0.0,,
774,05/12/2020 02:50:00,2.624,0.0,,
775,05/12/2020 03:00:00,2.730,0.0,,
776,05/12/2020 03:10:00,2.730,0.0,,
777,05/12/2020 03:20:00,2.837,0.0,,
778,05/12/2020 03:30:00,2.837,0.0,,
779,05/12/2020 03:40:00,2.837,0.0,,
780,05/12/2020 03:50:00,2.730,0.0,,
781,05/12/2020 04:00:00,2.624,0.0,,
782,05/12/2020 04:10:00,2.837,0.0,,
783,05/12/2020 04:20:00,2.943,0.0,,
784,05/12/2020 04:30:00,2.837,0.0,,
785,05/12/2020 04:40:00,2.837,0.0,,
786,05/12/2020 04:50:00,2.943,0.0,,
787,05/12/2020 05:00:00,2.943,0.0,,
788,05/12/2020 05:10:00,2.943,0.0,,
789,05/12/2020 05:20:00,2.943,0.0,,
790,05/12/2020 05:30:00,2.943,0.0,,
791,05/12/2020 05:40:00,3.049,0.0,,
792,05/12/2020 05:50:00,3.261,0.0,,
793,05/12/2020 06:00:00,3.367,0.0,,
794,05/12/2020 06:10:00,2.943,0.0,,
795,05/12/2020 06:20:00,2.837,0.0,,
796,05/12/2020 06:30:00,2.943,0.0,,
797,05/12/2020 06:40:00,3.155,0.0,,
798,05/12/2020 06:50:00,3.261,0.0,,
799,05/12/2020 07:00:00,3.578,0.0,,
800,05/12/2020 07:10:00,3.472,0.0,,
801,05/12/2020 07:20:00,3.472,0.0,,
802,05/12/2020 07:30:00,3.155,0.0,,
803,05/12/2020 07:40:00,2.837,0.0,,
804,05/12/2020 07:50:00,2.624,21.5,,
805,05/12/2020 08:00:00,2.517,64.6,,
806,05/12/2020 08:10:00,2.410,129.2,,
807,05/12/2020 08:20:00,2.517,236.8,,
808,05/12/2020 08:30:00,2.517,527.4,,
809,05/12/2020 08:40:00,2.517,699.7,,
810,05/12/2020 08:50:00,2.410,828.8,,
811,05/12/2020 09:00:00,2.410,1162.5,,
812,05/12/2020 09:10:00,2.624,1377.8,,
813,05/12/2020 09:20:00,2.730,1722.2,,
814,05/12/2020 09:30:00,2.837,2238.9,,
815,05/12/2020 09:40:00,3.049,2497.2,,
816,05/12/2020 09:50:00,3.155,3100.0,,
817,05/12/2020 10:00:00,3.261,3100.0,,
818,05/12/2020 10:10:00,3.261,3100.0,,
819,05/12/2020 10:20:00,3.472,3616.7,,
820,05/12/2020 10:30:00,3.683,3616.7,,
821,05/12/2020 10:40:00,3.788,4133.4,,
822,05/12/2020 10:50:00,3.998,4477.8,,
823,05/12/2020 11:00:00,4.102,5166.7,,
824,05/12/2020 11:10:00,4.207,4822.3,,
825,05/12/2020 11:20:00,4.415,4822.3,,
826,05/12/2020 11:30:00,4.415,4477.8,,
827,05/12/2020 11:40:00,4.623,4650.0,,
828,05/12/2020 11:50:00,4.831,5166.7,,
829,05/12/2020 12:00:00,4.831,5166.7,,
830,05/12/2020 12:10:00,5.037,4994.5,,
831,05/12/2020 12:20:00,5.141,4133.4,,
832,05/12/2020 12:30:00,5.347,4994.5,,
833,05/12/2020 12:40:00,5.347,4822.3,,
834,05/12/2020 12:50:00,5.347,4994.5,,
835,05/12/2020 13:00:00,5.552,5338.9,,
836,05/12/2020 13:10:00,5.655,9300.1,,
837,05/12/2020 13:20:00,6.268,6544.5,,
838,05/12/2020 13:30:00,6.573,5511.1,,
839,05/12/2020 13:40:00,6.064,4133.4,,
840,05/12/2020 13:50:00,5.962,3444.5,,
841,05/12/2020 14:00:00,5.962,3788.9,,
842,05/12/2020 14:10:00,5.962,2755.6,,
843,05/12/2020 14:20:00,5.860,3272.2,,
844,05/12/2020 14:30:00,5.757,2325.0,,
845,05/12/2020 14:40:00,5.552,1722.2,,
846,05/12/2020 14:50:00,5.450,1216.3,,
847,05/12/2020 15:00:00,5.450,1151.7,,
848,05/12/2020 15:10:00,5.347,914.9,,
849,05/12/2020 15:20:00,5.347,753.5,,
850,05/12/2020 15:30:00,5.244,742.7,,
851,05/12/2020 15:40:00,5.141,592.0,,
852,05/12/2020 15:50:00,5.037,452.1,,
853,05/12/2020 16:00:00,5.037,355.2,,
854,05/12/2020 16:10:00,4.934,301.4,,
855,05/12/2020 16:20:00,4.727,183.0,,
856,05/12/2020 16:30:00,4.727,75.3,,
857,05/12/2020 16:40:00,4.727,150.7,,
858,05/12/2020 16:50:00,4.727,0.0,,
859,05/12/2020 17:00:00,4.727,0.0,,
860,05/12/2020 17:10:00,4.623,0.0,,
861,05/12/2020 17:20:00,4.623,0.0,,
862,05/12/2020 17:30:00,4.623,0.0,,
863,05/12/2020 17:40:00,4.623,0.0,,
864,05/12/2020 17:50:00,4.519,0.0,,
865,05/12/2020 18:00:00,4.623,0.0,,
866,05/12/2020 18:10:00,4.623,0.0,,
867,05/12/2020 18:20:00,4.519,0.0,,
868,05/12/2020 18:30:00,4.519,0.0,,
869,05/12/2020 18:40:00,4.519,0.0,,
870,05/12/2020 18:50:00,4.519,0.0,,
871,05/12/2020 19:00:00,4.623,0.0,,
872,05/12/2020 19:10:00,4.623,0.0,,
873,05/12/2020 19:20:00,4.519,0.0,,
874,05/12/2020 19:30:00,4.519,0.0,,
875,05/12/2020 19:40:00,4.415,0.0,,
876,05/12/2020 19:50:00,4.415,0.0,,
877,05/12/2020 20:00:00,4.519,0.0,,
878,05/12/2020 20:10:00,4.519,0.0,,
879,05/12/2020 20:20:00,4.519,0.0,,
880,05/12/2020 20:30:00,4.415,0.0,,
881,05/12/2020 20:40:00,4.415,0.0,,
882,05/12/2020 20:50:00,4.519,0.0,,
883,05/12/2020 21:00:00,4.519,0.0,,
884,05/12/2020 21:10:00,4.519,0.0,,
885,05/12/2020 21:20:00,4.519,0.0,,
886,05/12/2020 21:30:00,4.519,0.0,,
887,05/12/2020 21:40:00,4.519,0.0,,
888,05/12/2020 21:50:00,4.519,0.0,,
889,05/12/2020 22:00:00,4.623,0.0,,
890,05/12/2020 22:10:00,4.519,0.0,,
891,05/12/2020 22:20:00,4.519,0.0,,
892,05/12/2020 22:30:00,4.311,0.0,,
893,05/12/2020 22:40:00,4.207,0.0,,
894,05/12/2020 22:50:00,4.207,0.0,,
895,05/12/2020 23:00:00,4.207,0.0,,
896,05/12/2020 23:10:00,4.207,0.0,,
897,05/12/2020 23:20:00,4.207,0.0,,
898,05/12/2020 23:30:00,4.207,0.0,,
899,05/12/2020 23:40:00,4.311,0.0,,
900,05/12/2020 23:50:00,4.311,0.0,,
901,06/12/2020 00:00:00,4.207,0.0,,
902,06/12/2020 00:10:00,4.102,0.0,,
903,06/12/2020 00:20:00,3.998,0.0,,
904,06/12/2020 00:30:00,3.998,0.0,,
905,06/12/2020 00:40:00,3.998,0.0,,
906,06/12/2020 00:50:00,3.998,0.0,,
907,06/12/2020 01:00:00,3.998,0.0,,
908,06/12/2020 01:10:00,3.998,0.0,,
909,06/12/2020 01:20:00,3.998,0.0,,
910,06/12/2020 01:30:00,3.998,0.0,,
911,06/12/2020 01:40:00,3.998,0.0,,
912,06/12/2020 01:50:00,3.998,0.0,,
913,06/12/2020 02:00:00,3.998,0.0,,
914,06/12/2020 02:10:00,3.998,0.0,,
915,06/12/2020 02:20:00,4.102,0.0,,
916,06/12/2020 02:30:00,4.102,0.0,,
917,06/12/2020 02:40:00,4.207,0.0,,
918,06/12/2020 02:50:00,4.207,0.0,,
919,06/12/2020 03:00:00,4.311,0.0,,
920,06/12/2020 03:10:00,4.311,0.0,,
921,06/12/2020 03:20:00,4.207,0.0,,
922,06/12/2020 03:30:00,4.207,0.0,,
923,06/12/2020 03:40:00,4.102,0.0,,
924,06/12/2020 03:50:00,4.102,0.0,,
925,06/12/2020 04:00:00,3.998,0.0,,
926,06/12/2020 04:10:00,3.998,0.0,,
927,06/12/2020 04:20:00,3.893,0.0,,
928,06/12/2020 04:30:00,3.893,0.0,,
929,06/12/2020 04:40:00,3.893,0.0,,
930,06/12/2020 04:50:00,3.893,0.0,,
931,06/12/2020 05:00:00,3.788,0.0,,
932,06/12/2020 05:10:00,3.683,0.0,,
933,06/12/2020 05:20:00,3.578,0.0,,
934,06/12/2020 05:30:00,3.472,0.0,,
935,06/12/2020 05:40:00,3.472,0.0,,
936,06/12/2020 05:50:00,3.472,0.0,,
937,06/12/2020 06:00:00,3.367,0.0,,
938,06/12/2020 06:10:00,3.367,0.0,,
939,06/12/2020 06:20:00,3.367,0.0,,
940,06/12/2020 06:30:00,3.261,0.0,,
941,06/12/2020 06:40:00,3.261,0.0,,
942,06/12/2020 06:50:00,3.261,0.0,,
943,06/12/2020 07:00:00,3.155,0.0,,
944,06/12/2020 07:10:00,3.261,0.0,,
945,06/12/2020 07:20:00,3.367,0.0,,
946,06/12/2020 07:30:00,3.367,0.0,,
947,06/12/2020 07:40:00,3.367,0.0,,
948,06/12/2020 07:50:00,3.367,0.0,,
949,06/12/2020 08:00:00,3.472,0.0,,
950,06/12/2020 08:10:00,3.472,21.5,,
951,06/12/2020 08:20:00,3.367,64.6,,
952,06/12/2020 08:30:00,3.367,107.6,,
953,06/12/2020 08:40:00,3.367,226.0,,
954,06/12/2020 08:50:00,3.367,624.3,,
955,06/12/2020 09:00:00,3.367,731.9,,
956,06/12/2020 09:10:00,3.472,818.1,,
957,06/12/2020 09:20:00,3.472,990.3,,
958,06/12/2020 09:30:00,3.472,1087.2,,
959,06/12/2020 09:40:00,3.578,2238.9,,
960,06/12/2020 09:50:00,3.788,2497.2,,
961,06/12/2020 10:00:00,3.893,1722.2,,
962,06/12/2020 10:10:00,3.893,2066.7,,
963,06/12/2020 10:20:00,3.893,1980.6,,
964,06/12/2020 10:30:00,3.998,2325.0,,
965,06/12/2020 10:40:00,4.207,2669.5,,
966,06/12/2020 10:50:00,4.207,3272.2,,
967,06/12/2020 11:00:00,4.623,4305.6,,
968,06/12/2020 11:10:00,5.037,4822.3,,
969,06/12/2020 11:20:00,5.037,3444.5,,
970,06/12/2020 11:30:00,4.934,2325.0,,
971,06/12/2020 11:40:00,4.831,2152.8,,
972,06/12/2020 11:50:00,4.934,1980.6,,
973,06/12/2020 12:00:00,4.934,1636.1,,
974,06/12/2020 12:10:00,4.934,2066.7,,
975,06/12/2020 12:20:00,5.244,2927.8,,
976,06/12/2020 12:30:00,5.244,2497.2,,
977,06/12/2020 12:40:00,5.244,1550.0,,
978,06/12/2020 12:50:00,5.244,1894.5,,
979,06/12/2020 13:00:00,5.244,1980.6,,
980,06/12/2020 13:10:00,5.244,1808.3,,
981,06/12/2020 13:20:00,5.347,1722.2,,
982,06/12/2020 13:30:00,5.244,1722.2,,
983,06/12/2020 13:40:00,5.347,1550.0,,
984,06/12/2020 13:50:00,5.450,1463.9,,
985,06/12/2020 14:00:00,5.450,1550.0,,
986,06/12/2020 14:10:00,5.347,1324.0,,
987,06/12/2020 14:20:00,5.244,775.0,,
988,06/12/2020 14:30:00,5.244,753.5,,
989,06/12/2020 14:40:00,5.244,753.5,,
990,06/12/2020 14:50:00,5.141,645.8,,
991,06/12/2020 15:00:00,5.141,635.1,,
992,06/12/2020 15:10:00,5.141,656.6,,
993,06/12/2020 15:20:00,5.141,688.9,,
994,06/12/2020 15:30:00,5.141,473.6,,
995,06/12/2020 15:40:00,5.141,398.3,,
996,06/12/2020 15:50:00,5.141,441.3,,
997,06/12/2020 16:00:00,5.141,344.4,,
998,06/12/2020 16:10:00,5.244,279.9,,
999,06/12/2020 16:20:00,5.244,172.2,,
1000,06/12/2020 16:30:00,5.244,269.1,,
1001,06/12/2020 16:40:00,5.141,21.5,,
1002,06/12/2020 16:50:00,5.037,0.0,,
1003,06/12/2020 17:00:00,5.037,0.0,,
1004,06/12/2020 17:10:00,5.037,0.0,,
1005,06/12/2020 17:20:00,5.037,0.0,,
1006,06/12/2020 17:30:00,4.934,0.0,,
1007,06/12/2020 17:40:00,4.934,0.0,,
1008,06/12/2020 17:50:00,4.934,0.0,,
1009,06/12/2020 18:00:00,4.934,0.0,,
1010,06/12/2020 18:10:00,4.831,0.0,,
1011,06/12/2020 18:20:00,4.831,0.0,,
1012,06/12/2020 18:30:00,4.727,0.0,,
1013,06/12/2020 18:40:00,4.727,0.0,,
1014,06/12/2020 18:50:00,4.727,0.0,,
1015,06/12/2020 19:00:00,4.831,0.0,,
1016,06/12/2020 19:10:00,4.727,0.0,,
1017,06/12/2020 19:20:00,4.623,0.0,,
1018,06/12/2020 19:30:00,4.519,0.0,,
1019,06/12/2020 19:40:00,4.415,0.0,,
1020,06/12/2020 19:50:00,4.519,0.0,,
1021,06/12/2020 20:00:00,4.519,0.0,,
1022,06/12/2020 20:10:00,4.519,0.0,,
1023,06/12/2020 20:20:00,4.519,0.0,,
1024,06/12/2020 20:30:00,4.519,0.0,,
1025,06/12/2020 20:40:00,4.519,0.0,,
1026,06/12/2020 20:50:00,4.623,0.0,,
1027,06/12/2020 21:00:00,4.727,0.0,,
1028,06/12/2020 21:10:00,4.623,0.0,,
1029,06/12/2020 21:20:00,4.311,0.0,,
1030,06/12/2020 21:30:00,4.207,0.0,,
1031,06/12/2020 21:40:00,4.102,0.0,,
1032,06/12/2020 21:50:00,3.893,0.0,,
1033,06/12/2020 22:00:00,3.893,0.0,,
1034,06/12/2020 22:10:00,3.788,0.0,,
1035,06/12/2020 22:20:00,3.788,0.0,,
1036,06/12/2020 22:30:00,3.683,0.0,,
1037,06/12/2020 22:40:00,3.683,0.0,,
1038,06/12/2020 22:50:00,3.578,0.0,,
1039,06/12/2020 23:00:00,3.578,0.0,,
1040,06/12/2020 23:10:00,3.578,0.0,,
1041,06/12/2020 23:20:00,3.578,0.0,,
1042,06/12/2020 23:30:00,3.683,0.0,,
1043,06/12/2020 23:40:00,3.683,0.0,,
1044,06/12/2020 23:50:00,3.578,0.0,,
1045,07/12/2020 00:00:00,3.683,0.0,,
1046,07/12/2020 00:10:00,3.683,0.0,,
1047,07/12/2020 00:20:00,3.683,0.0,,
1048,07/12/2020 00:30:00,3.683,0.0,,
1049,07/12/2020 00:40:00,3.788,0.0,,
1050,07/12/2020 00:50:00,3.788,0.0,,
1051,07/12/2020 01:00:00,3.788,0.0,,
1052,07/12/2020 01:10:00,3.788,0.0,,
1053,07/12/2020 01:20:00,3.788,0.0,,
1054,07/12/2020 01:30:00,3.788,0.0,,
1055,07/12/2020 01:40:00,3.788,0.0,,
1056,07/12/2020 01:50:00,3.788,0.0,,
1057,07/12/2020 02:00:00,3.788,0.0,,
1058,07/12/2020 02:10:00,3.893,0.0,,
1059,07/12/2020 02:20:00,3.893,0.0,,
1060,07/12/2020 02:30:00,3.998,0.0,,
1061,07/12/2020 02:40:00,3.998,0.0,,
1062,07/12/2020 02:50:00,3.893,0.0,,
1063,07/12/2020 03:00:00,3.788,0.0,,
1064,07/12/2020 03:10:00,3.788,0.0,,
1065,07/12/2020 03:20:00,3.788,0.0,,
1066,07/12/2020 03:30:00,3.893,0.0,,
1067,07/12/2020 03:40:00,3.893,0.0,,
1068,07/12/2020 03:50:00,3.893,0.0,,
1069,07/12/2020 04:00:00,3.893,0.0,,
1070,07/12/2020 04:10:00,3.998,0.0,,
1071,07/12/2020 04:20:00,3.998,0.0,,
1072,07/12/2020 04:30:00,4.102,0.0,,
1073,07/12/2020 04:40:00,4.102,0.0,,
1074,07/12/2020 04:50:00,3.998,0.0,,
1075,07/12/2020 05:00:00,3.998,0.0,,
1076,07/12/2020 05:10:00,3.893,0.0,,
1077,07/12/2020 05:20:00,3.893,0.0,,
1078,07/12/2020 05:30:00,3.893,0.0,,
1079,07/12/2020 05:40:00,3.998,0.0,,
1080,07/12/2020 05:50:00,3.893,0.0,,
1081,07/12/2020 06:00:00,3.893,0.0,,
1082,07/12/2020 06:10:00,3.998,0.0,,
1083,07/12/2020 06:20:00,3.998,0.0,,
1084,07/12/2020 06:30:00,3.998,0.0,,
1085,07/12/2020 06:40:00,3.998,0.0,,
1086,07/12/2020 06:50:00,4.102,0.0,,
