"dttm","th","origin"
2021-12-13 00:00:00,5.2783,"H"
2021-12-13 01:00:00,5.535,"H"
2021-12-13 02:00:00,5.4838,"H"
2021-12-13 03:00:00,5.1912,"H"
2021-12-13 04:00:00,4.363,"H"
2021-12-13 05:00:00,4.1023,"H"
2021-12-13 06:00:00,4.0322,"H"
2021-12-13 07:00:00,3.5075,"H"
2021-12-13 08:00:00,3.613,"H"
2021-12-13 09:00:00,3.8403,"H"
2021-12-13 10:00:00,4.6745,"H"
2021-12-13 11:00:00,5.774,"H"
2021-12-13 12:00:00,6.7415,"H"
2021-12-13 13:00:00,7.6148,"H"
2021-12-13 14:00:00,8.1153,"H"
2021-12-13 15:00:00,7.8322,"H"
2021-12-13 16:00:00,6.842,"H"
2021-12-13 17:00:00,5.8593,"H"
2021-12-13 18:00:00,5.1747,"H"
2021-12-13 19:00:00,4.6923,"H"
2021-12-13 20:00:00,4.3457,"H"
2021-12-13 21:00:00,3.823,"H"
2021-12-13 22:00:00,3.6128,"H"
2021-12-13 23:00:00,3.261,"H"
2021-12-14 00:00:00,2.943,"H"
2021-12-14 01:00:00,2.8013,"H"
2021-12-14 02:00:00,2.4278,"H"
2021-12-14 03:00:00,2.1235,"H"
2021-12-14 04:00:00,1.818,"H"
2021-12-14 05:00:00,2.0335,"H"
2021-12-14 06:00:00,2.5527,"H"
2021-12-14 07:00:00,2.8545,"H"
2021-12-14 08:00:00,2.9077,"H"
2021-12-14 09:00:00,3.4718,"H"
2021-12-14 10:00:00,4.1887,"H"
2021-12-14 11:00:00,4.9338,"H"
2021-12-14 12:00:00,4.3455,"H"
2021-12-14 13:00:00,4.8477,"H"
2021-12-14 14:00:00,5.2268,"H"
2021-12-14 15:00:00,5.4325,"H"
2021-12-14 16:00:00,4.9857,"H"
2021-12-14 17:00:00,4.8825,"H"
2021-12-14 18:00:00,4.848,"H"
2021-12-14 19:00:00,4.2585,"H"
2021-12-14 20:00:00,4.05,"H"
2021-12-14 21:00:00,3.893,"H"
2021-12-14 22:00:00,4.0325,"H"
2021-12-14 23:00:00,4.085,"H"
2021-12-15 00:00:00,4.3283,"H"
2021-12-15 01:00:00,4.137,"H"
2021-12-15 02:00:00,4.0847,"H"
2021-12-15 03:00:00,3.8055,"H"
2021-12-15 04:00:00,3.9625,"H"
2021-12-15 05:00:00,4.05,"H"
2021-12-15 06:00:00,4.2067,"H"
2021-12-15 07:00:00,4.3283,"H"
2021-12-15 08:00:00,3.6632591824559,"R"
2021-12-15 09:00:00,3.9453,"H"
2021-12-15 10:00:00,4.415,"H"
