dttm,th,origin
2021-12-13 00:00:00,5.856,R
2021-12-13 01:00:00,6.2,H
2021-12-13 02:00:00,5.791,H
2021-12-13 03:00:00,5.295,H
2021-12-13 04:00:00,4.778,H
2021-12-13 05:00:00,4.032,H
2021-12-13 06:00:00,3.823,H
2021-12-13 07:00:00,3.753,H
2021-12-13 08:00:00,3.665,H
2021-12-13 09:00:00,4.258,H
2021-12-13 10:00:00,5.295,H
2021-12-13 11:00:00,6.267,H
2021-12-13 12:00:00,7.397,H
2021-12-13 13:00:00,8.481,H
2021-12-13 14:00:00,8.713,H
2021-12-13 15:00:00,8.63,H
2021-12-13 16:00:00,8.049,H
2021-12-13 17:00:00,6.656,H
2021-12-13 18:00:00,6.081,H
2021-12-13 19:00:00,5.278,H
2021-12-13 20:00:00,4.675,H
2021-12-13 21:00:00,4.276,H
2021-12-13 22:00:00,3.946,H
2021-12-13 23:00:00,3.875,H
2021-12-14 00:00:00,3.613,H
2021-12-14 01:00:00,3.384,H
2021-12-14 02:00:00,3.084,H
2021-12-14 03:00:00,2.66,H
2021-12-14 04:00:00,1.943,H
2021-12-14 05:00:00,1.997,H
2021-12-14 06:00:00,2.801,H
2021-12-14 07:00:00,3.279,H
2021-12-14 08:00:00,3.367,H
2021-12-14 09:00:00,3.996,H
2021-12-14 10:00:00,5.14,H
2021-12-14 11:00:00,6.115,H
2021-12-14 12:00:00,5.484,H
2021-12-14 13:00:00,5.74,H
2021-12-14 14:00:00,5.74,H
2021-12-14 15:00:00,5.62,H
2021-12-14 16:00:00,4.83,H
2021-12-14 17:00:00,4.415,H
2021-12-14 18:00:00,3.928,H
2021-12-14 19:00:00,3.858,H
2021-12-14 20:00:00,4.067,H
2021-12-14 21:00:00,4.346,H
2021-12-14 22:00:00,4.398,H
2021-12-14 23:00:00,4.206,H
2021-12-15 00:00:00,4.467,H
2021-12-15 01:00:00,4.727,H
2021-12-15 02:00:00,4.882,H
2021-12-15 03:00:00,4.865,H
2021-12-15 04:00:00,4.882,H
2021-12-15 05:00:00,4.796,H
2021-12-15 06:00:00,4.814,H
2021-12-15 07:00:00,4.744,H
2021-12-15 08:00:00,4.831,H
2021-12-15 09:00:00,4.814,H
2021-12-15 10:00:00,4.865,H
2021-12-15 11:00:00,5.398,H
2021-12-15 12:00:00,5.944,H
2021-12-15 13:00:00,6.689,H
2021-12-15 14:00:00,5.893,H
2021-12-15 15:00:00,5.877,H
2021-12-15 16:00:00,5.62,H
2021-12-15 17:00:00,5.911,H
2021-12-15 18:00:00,5.774,H
2021-12-15 19:00:00,5.757,H
2021-12-15 20:00:00,5.74,H
2021-12-15 21:00:00,5.655,H
2021-12-15 22:00:00,5.381,H
2021-12-15 23:00:00,5.518,H
2021-12-16 00:00:00,5.364,H
2021-12-16 01:00:00,5.244,H
2021-12-16 02:00:00,5.123,H
2021-12-16 03:00:00,4.951,H
2021-12-16 04:00:00,4.606,H
2021-12-16 05:00:00,4.398,H
2021-12-16 06:00:00,4.067,H
2021-12-16 07:00:00,3.893,H
2021-12-16 08:00:00,4.571,H
2021-12-16 09:00:00,5.174,H
2021-12-16 10:00:00,6.081,H
2021-12-16 11:00:00,6.708,H
2021-12-16 12:00:00,6.623,H
2021-12-16 13:00:00,6.725,H
2021-12-16 14:00:00,6.877,H
2021-12-16 15:00:00,6.826,H
2021-12-16 16:00:00,6.403,H
2021-12-16 17:00:00,6.217,H
2021-12-16 18:00:00,6.183,H
2021-12-16 19:00:00,5.791,H
2021-12-16 20:00:00,5.105,H
2021-12-16 21:00:00,4.328,H
2021-12-16 22:00:00,3.718,H
2021-12-16 23:00:00,3.366,H
2021-12-17 00:00:00,3.084,H
2021-12-17 01:00:00,2.695,H
2021-12-17 02:00:00,2.464,H
2021-12-17 03:00:00,2.783,H
2021-12-17 04:00:00,2.641,H
2021-12-17 05:00:00,1.746,H
2021-12-17 06:00:00,1.185,H
2021-12-17 07:00:00,0.857,H
2021-12-17 08:00:00,1.166,H
2021-12-17 09:00:00,1.961,H
2021-12-17 10:00:00,3.331,H
2021-12-17 11:00:00,3.806,H
2021-12-17 12:00:00,4.154,H
2021-12-17 13:00:00,5.055,H
2021-12-17 14:00:00,5.02,H
2021-12-17 15:00:00,4.484,H
2021-12-17 16:00:00,3.998,H
2021-12-17 17:00:00,3.77,H
2021-12-17 18:00:00,3.19,H
2021-12-17 19:00:00,2.463,H
2021-12-17 20:00:00,2.034,H
2021-12-17 21:00:00,1.602,H
2021-12-17 22:00:00,1.908,H
2021-12-17 23:00:00,1.818,H
2021-12-18 00:00:00,1.348,H
2021-12-18 01:00:00,1.818,H
2021-12-18 02:00:00,1.89,H
2021-12-18 03:00:00,1.782,H
2021-12-18 04:00:00,1.764,H
2021-12-18 05:00:00,1.836,H
2021-12-18 06:00:00,1.584,H
2021-12-18 07:00:00,1.276,H
2021-12-18 08:00:00,1.076,H
2021-12-18 09:00:00,1.039,H
2021-12-18 10:00:00,1.384,H
2021-12-18 11:00:00,1.818,H
2021-12-18 12:00:00,2.285,H
2021-12-18 13:00:00,2.41,H
2021-12-18 14:00:00,2.659,H
2021-12-18 15:00:00,3.014,H
2021-12-18 16:00:00,2.374,H
2021-12-18 17:00:00,2.356,H
2021-12-18 18:00:00,2.801,H
2021-12-18 19:00:00,3.454,H
2021-12-18 20:00:00,3.367,H
2021-12-18 21:00:00,3.243,H
2021-12-18 22:00:00,2.943,H
2021-12-18 23:00:00,3.049,H
2021-12-19 00:00:00,3.084,H
2021-12-19 01:00:00,3.014,H
2021-12-19 02:00:00,2.73,H
2021-12-19 03:00:00,2.446,H
2021-12-19 04:00:00,2.624,H
2021-12-19 05:00:00,2.499,H
2021-12-19 06:00:00,2.624,H
2021-12-19 07:00:00,2.177,H
2021-12-19 08:00:00,2.267,H
2021-12-19 09:00:00,2.534,H
2021-12-19 10:00:00,2.446,H
2021-12-19 11:00:00,2.801,H
2021-12-19 12:00:00,2.818,H
2021-12-19 13:00:00,3.279,H
2021-12-19 14:00:00,2.801,H
2021-12-19 15:00:00,2.445,H
2021-12-19 16:00:00,1.746,H
2021-12-19 17:00:00,1.439,H
2021-12-19 18:00:00,1.276,H
2021-12-19 19:00:00,1.33,H
2021-12-19 20:00:00,1.185,H
2021-12-19 21:00:00,1.294,H
2021-12-19 22:00:00,1.094,H
2021-12-19 23:00:00,0.875,H
2021-12-20 00:00:00,0.692,H
2021-12-20 01:00:00,0.893,H
2021-12-20 02:00:00,0.892,H
2021-12-20 03:00:00,1.439,H
2021-12-20 04:00:00,1.239,H
2021-12-20 05:00:00,1.076,H
2021-12-20 06:00:00,0.655,H
2021-12-20 07:00:00,0.084,H
2021-12-20 08:00:00,0.176,H
2021-12-20 09:00:00,1.148,H
2021-12-20 10:00:00,2.159,H
2021-12-20 11:00:00,3.065,H
2021-12-20 12:00:00,4.345,H
2021-12-20 13:00:00,4.398,H
2021-12-20 14:00:00,4.727,H
2021-12-20 15:00:00,4.657,H
2021-12-20 16:00:00,3.366,H
2021-12-20 17:00:00,2.819,H
2021-12-20 18:00:00,2.249,H
2021-12-20 19:00:00,1.746,H
2021-12-20 20:00:00,1.239,H
2021-12-20 21:00:00,1.076,H
2021-12-20 22:00:00,1.094,H
2021-12-20 23:00:00,0.747,H
2021-12-21 00:00:00,-0.139,H
2021-12-21 01:00:00,-0.7,H
2021-12-21 02:00:00,-1.418,H
2021-12-21 03:00:00,-2.242,H
2021-12-21 04:00:00,-2.358,H
2021-12-21 05:00:00,-2.242,H
