dttm,th,pred
2022-01-04 12:00:00,15.266,15.0508098413538
2022-01-04 13:00:00,13.686,13.1572746788426
2022-01-04 14:00:00,12.416,11.7923914652559
2022-01-04 15:00:00,12.045,11.7923914652559
2022-01-04 16:00:00,12.142,11.8596744405736
2022-01-04 17:00:00,8.687,9.35098064658674
2022-01-04 18:00:00,6.708,7.25559655812264
2022-01-04 19:00:00,6.234,6.57315495132928
2022-01-04 20:00:00,5.774,5.67925256496615
2022-01-04 21:00:00,5.416,5.03525837264003
2022-01-04 22:00:00,5.330,4.61233681350049
2022-01-04 23:00:00,5.261,4.68923164243495
2022-01-05 00:00:00,5.330,5.06409393349045
2022-01-05 01:00:00,5.312,5.56391032156446
2022-01-05 02:00:00,5.723,5.96760817347039
2022-01-05 03:00:00,6.047,6.07333856325527
2022-01-05 04:00:00,5.928,5.81381851560146
2022-01-05 05:00:00,5.603,5.4966273462468
2022-01-05 06:00:00,4.102,4.36242861946348
2022-01-05 07:00:00,3.928,3.94911891394075
2022-01-05 08:00:00,3.225,3.2762891607642
2022-01-05 09:00:00,2.872,2.83414389439104
2022-01-05 10:00:00,3.717,2.99754540587677
2022-01-05 11:00:00,4.862,2.94948613779273
2022-01-05 12:00:00,5.362,3.5261973548012
2022-01-05 13:00:00,3.738,3.73765813437097
2022-01-05 14:00:00,5.088,3.92989520670713
2022-01-05 15:00:00,4.484,3.77610554883821
2022-01-05 16:00:00,3.665,3.47813808671716
2022-01-05 17:00:00,2.587,2.92065057694231
2022-01-05 18:00:00,1.511,2.41122233525149
2022-01-05 19:00:00,2.374,2.47850531056915
2022-01-05 20:00:00,2.535,2.55540013950361
2022-01-05 21:00:00,2.642,2.5457882858868
2022-01-05 22:00:00,2.642,2.64190682205488
2022-01-05 23:00:00,2.555,2.55540013950361
2022-01-06 00:00:00,2.632,2.63229496843807
2022-01-06 01:00:00,2.430,2.43044604248511
2022-01-06 02:00:00,2.463,1.98830077611195
2022-01-06 03:00:00,1.926,1.61343848505645
2022-01-06 04:00:00,1.710,1.61343848505645
2022-01-06 05:00:00,1.836,1.58460292420602
2022-01-06 06:00:00,1.926,1.69033331399091
2022-01-06 07:00:00,1.674,1.56537921697241
2022-01-06 08:00:00,1.926,1.62305033867325
2022-01-06 09:00:00,2.302,1.57499107058921
2022-01-06 10:00:00,3.014,2.09403116589684
2022-01-06 11:00:00,3.384,1.9210178007943
2022-01-06 12:00:00,4.674,2.57462384673723
2022-01-06 13:00:00,3.324,3.32434842884824
2022-01-06 14:00:00,4.569,3.43007881863312
2022-01-06 15:00:00,4.067,3.4012432577827
2022-01-06 16:00:00,3.490,2.80530833354062
2022-01-06 17:00:00,2.907,1.78645185015899
2022-01-06 18:00:00,2.249,1.12323395059925
2022-01-06 19:00:00,1.926,0.950220585496707
2022-01-06 20:00:00,1.329,0.777207220394166
2022-01-06 21:00:00,0.213,-0.126307019585769
2022-01-06 22:00:00,-0.400,-0.539616725108505
2022-01-06 23:00:00,-1.211,-0.779913065528701
2022-01-07 00:00:00,-1.574,-0.837584187229548
2022-01-07 01:00:00,-0.831,-1.19322277105144
2022-01-07 02:00:00,-0.906,-1.25089389275228
2022-01-07 03:00:00,-1.229,-0.847196040846356
2022-01-07 04:00:00,-2.126,-0.847196040846356
2022-01-07 05:00:00,-1.781,-0.972150137864857
2022-01-07 06:00:00,-0.662,-0.770301211911893
2022-01-07 07:00:00,-0.888,-0.578064139575737
2022-01-07 08:00:00,0.633,0.738759805926935
2022-01-07 09:00:00,2.104,1.95946521526153
2022-01-07 10:00:00,3.120,2.80530833354062
2022-01-07 11:00:00,3.031,2.82453204077423
2022-01-07 12:00:00,3.402,2.61307126120446
2022-01-07 13:00:00,3.226,2.68035423652211
2022-01-07 14:00:00,2.890,2.85336760162465
2022-01-07 15:00:00,2.889,2.55540013950361
2022-01-07 16:00:00,3.137,3.18978247821293
2022-01-07 17:00:00,2.212,2.19976155568172
2022-01-07 18:00:00,2.321,2.19976155568172
2022-01-07 19:00:00,2.357,2.4208341888683
2022-01-07 20:00:00,2.766,2.77647277269019
2022-01-07 21:00:00,3.279,3.32434842884824
2022-01-07 22:00:00,3.420,3.51658550118439
2022-01-07 23:00:00,4.275,4.03562559649202
2022-01-08 00:00:00,5.072,4.79496203221983
2022-01-08 01:00:00,5.261,4.8718568611543
2022-01-08 02:00:00,3.665,3.69921071990374
2022-01-08 03:00:00,3.084,3.77610554883821
2022-01-08 04:00:00,3.542,3.77610554883821
2022-01-08 05:00:00,3.630,3.5261973548012
2022-01-08 06:00:00,3.208,3.18978247821293
2022-01-08 07:00:00,2.140,2.63229496843807
2022-01-08 08:00:00,1.112,2.24782082376576
2022-01-08 09:00:00,2.123,2.49772901780277
2022-01-08 10:00:00,3.207,2.786084626307
2022-01-08 11:00:00,4.430,3.50697364756759
2022-01-08 12:00:00,5.841,3.81455296330544
2022-01-08 13:00:00,5.277,4.10290857180967
2022-01-08 14:00:00,5.278,4.41048788754752
2022-01-08 15:00:00,5.381,4.97758725093918
2022-01-08 16:00:00,5.501,5.21788359135938
2022-01-08 17:00:00,5.860,5.62158144326531
2022-01-08 18:00:00,5.535,5.71769997943338
2022-01-08 19:00:00,6.250,6.32324675729228
2022-01-08 20:00:00,7.196,6.89995797430075
2022-01-08 21:00:00,7.347,6.86151055983352
2022-01-08 22:00:00,7.129,7.10180690025371
2022-01-08 23:00:00,7.128,7.11141875387052
2022-01-09 00:00:00,6.352,6.09256227048889
2022-01-09 01:00:00,7.129,6.99607651046882
2022-01-09 02:00:00,7.062,6.93840538876798
2022-01-09 03:00:00,6.319,6.07333856325527
2022-01-09 04:00:00,4.967,4.68923164243495
2022-01-09 05:00:00,4.085,3.81455296330544
2022-01-09 06:00:00,4.067,3.85300037777267
2022-01-09 07:00:00,3.946,3.72804628075417
2022-01-09 08:00:00,3.840,3.70882257352055
2022-01-09 09:00:00,3.945,3.68959886628694
2022-01-09 10:00:00,4.931,3.94911891394075
2022-01-09 11:00:00,5.363,4.2663100832954
2022-01-09 12:00:00,5.328,3.83377667053905
2022-01-09 13:00:00,6.538,4.62194866711729
2022-01-09 14:00:00,6.046,4.9968109581728
2022-01-09 15:00:00,5.381,4.67000793520133
2022-01-09 16:00:00,4.761,4.40087603393071
2022-01-09 17:00:00,4.363,3.95873076755755
2022-01-09 18:00:00,4.380,4.02601374287521
2022-01-09 19:00:00,4.171,3.8914477922399
2022-01-09 20:00:00,3.648,3.42046696501632
2022-01-09 21:00:00,3.031,3.1609469173625
2022-01-09 22:00:00,2.784,3.00715725949358
2022-01-09 23:00:00,2.517,1.96907706887834
