"dttm","th","origin"
2021-12-13 00:00:00,5.432,"R"
2021-12-13 01:00:00,5.809,"H"
2021-12-13 02:00:00,5.911,"H"
2021-12-13 03:00:00,5.928,"H"
2021-12-13 04:00:00,5.054,"H"
2021-12-13 05:00:00,4.484,"H"
2021-12-13 06:00:00,3.998,"H"
2021-12-13 07:00:00,3.595,"H"
2021-12-13 08:00:00,3.402,"H"
2021-12-13 09:00:00,3.889,"H"
2021-12-13 10:00:00,5.329,"H"
2021-12-13 11:00:00,6.319,"H"
2021-12-13 12:00:00,7.463,"H"
2021-12-13 13:00:00,8.928,"H"
2021-12-13 14:00:00,10.011,"H"
2021-12-13 15:00:00,7.196,"H"
2021-12-13 16:00:00,6.284,"H"
2021-12-13 17:00:00,5.774,"H"
2021-12-13 18:00:00,5.346,"H"
2021-12-13 19:00:00,4.761,"H"
2021-12-13 20:00:00,3.63,"H"
2021-12-13 21:00:00,3.084,"H"
2021-12-13 22:00:00,3.296,"H"
2021-12-13 23:00:00,2.837,"H"
2021-12-14 00:00:00,2.285,"H"
2021-12-14 01:00:00,2.195,"H"
2021-12-14 02:00:00,1.548,"H"
2021-12-14 03:00:00,1.53,"H"
2021-12-14 04:00:00,1.584,"H"
2021-12-14 05:00:00,1.293,"H"
2021-12-14 06:00:00,2.249,"H"
2021-12-14 07:00:00,2.231,"H"
2021-12-14 08:00:00,2.14,"H"
2021-12-14 09:00:00,3.226,"H"
2021-12-14 10:00:00,4.031,"H"
2021-12-14 11:00:00,5.654,"H"
2021-12-14 12:00:00,5.808,"H"
2021-12-14 13:00:00,6.994,"H"
2021-12-14 14:00:00,5.96,"H"
2021-12-14 15:00:00,5.089,"H"
2021-12-14 16:00:00,5.513,"H"
2021-12-14 17:00:00,5.378,"H"
2021-12-14 18:00:00,4.848,"H"
2021-12-14 19:00:00,4.484,"H"
2021-12-14 20:00:00,3.56,"H"
2021-12-14 21:00:00,3.525,"H"
2021-12-14 22:00:00,3.384,"H"
2021-12-14 23:00:00,3.524,"H"
2021-12-15 00:00:00,4.464,"H"
2021-12-15 01:00:00,4.813,"H"
