"dttm","th","origin"
2021-12-13 00:00:00,4.536,"H"
2021-12-13 01:00:00,4.559,"R"
2021-12-13 02:00:00,4.692,"H"
2021-12-13 03:00:00,4.571,"H"
2021-12-13 04:00:00,3.927,"H"
2021-12-13 05:00:00,2.552,"H"
2021-12-13 06:00:00,2.016,"H"
2021-12-13 07:00:00,1.656,"H"
2021-12-13 08:00:00,1.53,"H"
2021-12-13 09:00:00,2.247,"H"
2021-12-13 10:00:00,3.787,"H"
2021-12-13 11:00:00,5.362,"H"
2021-12-13 12:00:00,6.672,"R"
2021-12-13 13:00:00,7.893,"R"
2021-12-13 14:00:00,8.436,"R"
2021-12-13 15:00:00,7.614,"H"
2021-12-13 16:00:00,5.739,"H"
2021-12-13 17:00:00,4.328,"H"
2021-12-13 18:00:00,3.507,"H"
2021-12-13 19:00:00,2.801,"H"
2021-12-13 20:00:00,2.105,"H"
2021-12-13 21:00:00,1.674,"H"
2021-12-13 22:00:00,1.439,"H"
2021-12-13 23:00:00,1.294,"H"
2021-12-14 00:00:00,0.618,"H"
2021-12-14 01:00:00,0.38,"H"
2021-12-14 02:00:00,0.065,"H"
2021-12-14 03:00:00,-0.139,"H"
2021-12-14 04:00:00,0.176,"H"
2021-12-14 05:00:00,1.021,"H"
2021-12-14 06:00:00,1.366,"H"
2021-12-14 07:00:00,1.511,"H"
2021-12-14 08:00:00,2.159,"H"
2021-12-14 09:00:00,2.534,"H"
2021-12-14 10:00:00,3.558,"H"
2021-12-14 11:00:00,5.688,"H"
2021-12-14 12:00:00,5.943,"H"
2021-12-14 13:00:00,3.241,"R"
2021-12-14 14:00:00,5.961,"H"
2021-12-14 15:00:00,5.689,"H"
2021-12-14 16:00:00,4.396,"H"
2021-12-14 17:00:00,3.296,"H"
2021-12-14 18:00:00,3.578,"H"
2021-12-14 19:00:00,3.402,"H"
2021-12-14 20:00:00,3.384,"H"
2021-12-14 21:00:00,3.243,"H"
2021-12-14 22:00:00,3.137,"H"
2021-12-14 23:00:00,3.261,"H"
2021-12-15 00:00:00,3.332,"H"
2021-12-15 01:00:00,3.437,"H"
2021-12-15 02:00:00,2.892,"R"
2021-12-15 03:00:00,3.578,"H"
2021-12-15 04:00:00,2.834,"R"
2021-12-15 05:00:00,3.595,"H"
2021-12-15 06:00:00,3.525,"H"
2021-12-15 07:00:00,3.402,"H"
2021-12-15 08:00:00,3.296,"H"
2021-12-15 09:00:00,3.42,"H"
2021-12-15 10:00:00,3.84,"H"
2021-12-15 11:00:00,4.38,"H"
2021-12-15 12:00:00,4.415,"H"
2021-12-15 13:00:00,4.415,"H"
2021-12-15 14:00:00,4.084,"R"
2021-12-15 15:00:00,4.502,"H"
2021-12-15 16:00:00,4.38,"H"
2021-12-15 17:00:00,4.294,"H"
2021-12-15 18:00:00,4.207,"H"
2021-12-15 19:00:00,4.123,"R"
2021-12-15 20:00:00,4.137,"H"
2021-12-15 21:00:00,4.033,"H"
2021-12-15 22:00:00,3.774,"R"
2021-12-15 23:00:00,3.822,"R"
2021-12-16 00:00:00,3.928,"H"
2021-12-16 01:00:00,3.788,"H"
2021-12-16 02:00:00,3.599,"R"
2021-12-16 03:00:00,3.56,"H"
2021-12-16 04:00:00,3.367,"H"
2021-12-16 05:00:00,2.931,"R"
2021-12-16 06:00:00,2.961,"H"
2021-12-16 07:00:00,2.178,"H"
2021-12-16 08:00:00,2.356,"H"
2021-12-16 09:00:00,3.19,"H"
2021-12-16 10:00:00,4.223,"H"
2021-12-16 11:00:00,5.552,"H"
2021-12-16 12:00:00,5.894,"H"
2021-12-16 13:00:00,5.894,"H"
2021-12-16 14:00:00,5.945,"H"
2021-12-16 15:00:00,5.757,"H"
2021-12-16 16:00:00,5.364,"H"
2021-12-16 17:00:00,5.106,"H"
2021-12-16 18:00:00,4.727,"H"
2021-12-16 19:00:00,3.979,"H"
2021-12-16 20:00:00,2.818,"H"
2021-12-16 21:00:00,1.944,"H"
2021-12-16 22:00:00,1.475,"H"
2021-12-16 23:00:00,0.747,"H"
2021-12-17 00:00:00,0.508,"H"
2021-12-17 01:00:00,0.232,"H"
2021-12-17 02:00:00,-0.083,"H"
2021-12-17 03:00:00,-0.232,"H"
2021-12-17 04:00:00,0.028,"H"
2021-12-17 05:00:00,-0.083,"H"
2021-12-17 06:00:00,0.065,"H"
2021-12-17 07:00:00,-0.27,"H"
2021-12-17 08:00:00,-0.494,"H"
2021-12-17 09:00:00,0.47,"H"
2021-12-17 10:00:00,2.869,"H"
2021-12-17 11:00:00,3.471,"H"
2021-12-17 12:00:00,3.784,"R"
2021-12-17 13:00:00,3.881,"R"
2021-12-17 14:00:00,5.774,"H"
2021-12-17 15:00:00,4.761,"H"
2021-12-17 16:00:00,3.47,"H"
2021-12-17 17:00:00,1.926,"H"
2021-12-17 18:00:00,1.33,"H"
2021-12-17 19:00:00,0.655,"H"
2021-12-17 20:00:00,-0.028,"H"
2021-12-17 21:00:00,-0.493,"H"
2021-12-17 22:00:00,-0.887,"H"
2021-12-17 23:00:00,-1.001,"H"
2021-12-18 00:00:00,-1.322,"H"
2021-12-18 01:00:00,-1.627,"H"
2021-12-18 02:00:00,-0.925,"H"
2021-12-18 03:00:00,-0.737,"H"
2021-12-18 04:00:00,-0.493,"H"
2021-12-18 05:00:00,-0.699,"H"
2021-12-18 06:00:00,-1.038,"H"
2021-12-18 07:00:00,-0.718,"H"
2021-12-18 08:00:00,-0.512,"H"
2021-12-18 09:00:00,-0.306,"H"
2021-12-18 10:00:00,0.361,"H"
2021-12-18 11:00:00,0.637,"H"
2021-12-18 12:00:00,0.71,"H"
2021-12-18 13:00:00,1.203,"H"
2021-12-18 14:00:00,1.547,"H"
2021-12-18 15:00:00,1.602,"H"
2021-12-18 16:00:00,1.094,"H"
2021-12-18 17:00:00,0.6,"H"
2021-12-18 18:00:00,1.399,"R"
2021-12-18 19:00:00,0.692,"H"
2021-12-18 20:00:00,0.563,"H"
2021-12-18 21:00:00,0.765,"H"
2021-12-18 22:00:00,1.021,"H"
2021-12-18 23:00:00,1.294,"H"
2021-12-19 00:00:00,1.348,"H"
2021-12-19 01:00:00,1.276,"H"
2021-12-19 02:00:00,1.276,"H"
2021-12-19 03:00:00,1.167,"H"
2021-12-19 04:00:00,0.948,"H"
2021-12-19 05:00:00,0.82,"H"
2021-12-19 06:00:00,0.784,"H"
2021-12-19 07:00:00,0.398,"H"
2021-12-19 08:00:00,0.269,"H"
2021-12-19 09:00:00,0.471,"H"
2021-12-19 10:00:00,0.948,"H"
2021-12-19 11:00:00,1.457,"H"
2021-12-19 12:00:00,1.854,"H"
2021-12-19 13:00:00,2.16,"H"
2021-12-19 14:00:00,2.123,"H"
2021-12-19 15:00:00,1.782,"H"
2021-12-19 16:00:00,1.312,"H"
2021-12-19 17:00:00,0.526,"H"
2021-12-19 18:00:00,0.306,"H"
2021-12-19 19:00:00,0.214,"H"
2021-12-19 20:00:00,-0.083,"H"
2021-12-19 21:00:00,0.01,"H"
2021-12-19 22:00:00,-0.194,"H"
2021-12-19 23:00:00,-0.297,"R"
2021-12-20 00:00:00,-0.194,"H"
2021-12-20 01:00:00,-0.403,"R"
2021-12-20 02:00:00,-0.512,"H"
2021-12-20 03:00:00,-0.624,"H"
2021-12-20 04:00:00,-0.772,"R"
2021-12-20 05:00:00,-0.713,"R"
2021-12-20 06:00:00,-1.418,"H"
2021-12-20 07:00:00,-2.184,"H"
2021-12-20 08:00:00,-2.261,"H"
2021-12-20 09:00:00,-0.874,"H"
2021-12-20 10:00:00,0.71,"H"
2021-12-20 11:00:00,1.655,"H"
