dttm,temp,origin
2021-12-18 09:00:00,3.0753698,R
2021-12-18 10:00:00,2.8368,H
2021-12-18 11:00:00,3.1372,H
2021-12-18 12:00:00,3.893,H
2021-12-18 13:00:00,3.9455,H
2021-12-18 14:00:00,4.2935,H
2021-12-18 15:00:00,4.7438,H
2021-12-18 16:00:00,4.865,H
2021-12-18 17:00:00,4.744,H
2021-12-18 18:00:00,4.5537,H
2021-12-18 19:00:00,4.8625222,R
2021-12-18 20:00:00,4.3283,H
2021-12-18 21:00:00,4.571,H
2021-12-18 22:00:00,4.7093,H
2021-12-18 23:00:00,5.0545,H
2021-12-19 00:00:00,4.467,H
2021-12-19 01:00:00,4.189,H
2021-12-19 02:00:00,4.2588,H
2021-12-19 03:00:00,4.3802,H
2021-12-19 04:00:00,3.7705,H
2021-12-19 05:00:00,4.172,H
2021-12-19 06:00:00,4.2067,H
2021-12-19 07:00:00,3.4015,H
2021-12-19 08:00:00,3.3313,H
2021-12-19 09:00:00,3.63,H
2021-12-19 10:00:00,3.7353,H
2021-12-19 11:00:00,4.137,H
2021-12-19 12:00:00,4.2762,H
2021-12-19 13:00:00,4.6577,H
2021-12-19 14:00:00,4.3455,H
2021-12-19 15:00:00,3.9277,H
2021-12-19 16:00:00,3.753,H
2021-12-19 17:00:00,3.437,H
2021-12-19 18:00:00,3.2608,H
2021-12-19 19:00:00,3.4372,H
2021-12-19 20:00:00,3.49,H
2021-12-19 21:00:00,3.208,H
2021-12-19 22:00:00,3.402,H
2021-12-19 23:00:00,3.3492,H
2021-12-20 00:00:00,3.3138,H
2021-12-20 01:00:00,3.3493,H
2021-12-20 02:00:00,3.1197,H
2021-12-20 03:00:00,2.7658,H
2021-12-20 04:00:00,2.7835,H
2021-12-20 05:00:00,2.4445,H
2021-12-20 06:00:00,1.998,H
2021-12-20 07:00:00,1.692,H
2021-12-20 08:00:00,1.6737,H
2021-12-20 09:00:00,2.8538,H
2021-12-20 10:00:00,4.0125,H
2021-12-20 11:00:00,6.5195,H
2021-12-20 12:00:00,8.2982,H
2021-12-20 13:00:00,7.1107,H
2021-12-20 14:00:00,6.5558,H
2021-12-20 15:00:00,6.9105,H
2021-12-20 16:00:00,5.8593,H
2021-12-20 17:00:00,5.689,H
2021-12-20 18:00:00,5.672,H
2021-12-20 19:00:00,5.6375,H
2021-12-20 20:00:00,5.2778,H
2021-12-20 21:00:00,4.8307,H
2021-12-20 22:00:00,4.519,H
2021-12-20 23:00:00,4.2762,H
2021-12-21 00:00:00,3.5598,H
2021-12-21 01:00:00,2.943,H
2021-12-21 02:00:00,2.4633,H
2021-12-21 03:00:00,1.7993,H
2021-12-21 04:00:00,0.7467,H
2021-12-21 05:00:00,0.0652,H
2021-12-21 06:00:00,-0.325,H
2021-12-21 07:00:00,-0.5307,H
2021-12-21 08:00:00,-0.5308,H
2021-12-21 09:00:00,-0.0088,H
2021-12-21 10:00:00,0.2688,H
2021-12-21 11:00:00,0.3607,H
2021-12-21 12:00:00,1.4567,H
2021-12-21 13:00:00,1.384,H
2021-12-21 14:00:00,1.2937,H
2021-12-21 15:00:00,1.2028,H
2021-12-21 16:00:00,1.1302,H
2021-12-21 17:00:00,1.2392,H
2021-12-21 18:00:00,1.2392,H
2021-12-21 19:00:00,1.0202,H
2021-12-21 20:00:00,1.2755,H
2021-12-21 21:00:00,1.2573,H
2021-12-21 22:00:00,1.1847,H
2021-12-21 23:00:00,0.5628,H
2021-12-22 00:00:00,0.398,H
2021-12-22 01:00:00,0.1388,H
2021-12-22 02:00:00,-0.4937,H
2021-12-22 03:00:00,-0.944,H
2021-12-22 04:00:00,-1.761,H
2021-12-22 05:00:00,-2.2225,H
2021-12-22 06:00:00,-2.591,H
2021-12-22 07:00:00,-2.903,H
2021-12-22 08:00:00,-2.727,H
2021-12-22 09:00:00,-1.0675744,R
2021-12-22 10:00:00,0.150938599999999,R
2021-12-22 11:00:00,2.1203,H
2021-12-22 12:00:00,3.8048,H
2021-12-22 13:00:00,3.243,H
2021-12-22 14:00:00,2.5347,H
2021-12-22 15:00:00,2.57,H
2021-12-22 16:00:00,2.5522,H
2021-12-22 17:00:00,2.0338,H
2021-12-22 18:00:00,1.638,H
2021-12-22 19:00:00,1.4388,H
2021-12-22 20:00:00,1.2392,H
2021-12-22 21:00:00,0.6913,H
2021-12-22 22:00:00,0.4347,H
2021-12-22 23:00:00,0.1765,H
2021-12-23 00:00:00,0.269,H
2021-12-23 01:00:00,0.0648,H
2021-12-23 02:00:00,0.1765,H
2021-12-23 03:00:00,0.3793,H
2021-12-23 04:00:00,0.2873,H
2021-12-23 05:00:00,-0.0088,H
2021-12-23 06:00:00,0.0098,H
2021-12-23 07:00:00,0.9468,H
2021-12-23 08:00:00,5.59363,R
2021-12-23 09:00:00,4.4145,H
2021-12-23 10:00:00,6.6875,H
2021-12-23 11:00:00,8.4978,H
2021-12-23 12:00:00,9.2398,H
2021-12-23 13:00:00,10.8622,H
2021-12-23 14:00:00,10.0298,H
2021-12-23 15:00:00,9.817,H
2021-12-23 16:00:00,10.2915,H
2021-12-23 17:00:00,10.5857,H
2021-12-23 18:00:00,10.7972,H
2021-12-23 19:00:00,11.3817,H
2021-12-23 20:00:00,11.4147,H
2021-12-23 21:00:00,11.6412,H
2021-12-23 22:00:00,12.11,H
2021-12-23 23:00:00,11.7382,H
2021-12-24 00:00:00,12.013,H
2021-12-24 01:00:00,11.8837,H
2021-12-24 02:00:00,11.4957,H
2021-12-24 03:00:00,11.5442,H
2021-12-24 04:00:00,11.4308,H
2021-12-24 05:00:00,11.2362,H
2021-12-24 06:00:00,11.0412,H
2021-12-24 07:00:00,10.8623,H
2021-12-24 08:00:00,10.4873,H
2021-12-24 09:00:00,9.587,H
2021-12-24 10:00:00,9.3897,H
2021-12-24 11:00:00,9.8825,H
2021-12-24 12:00:00,10.2427,H
2021-12-24 13:00:00,11.280024,R
2021-12-24 14:00:00,11.280024,R
2021-12-24 15:00:00,10.8297,H
2021-12-24 16:00:00,11.09,H
2021-12-24 17:00:00,11.3177,H
2021-12-24 18:00:00,12.2548344,R
2021-12-24 19:00:00,11.8028,H
2021-12-24 20:00:00,11.8675,H
2021-12-24 21:00:00,11.8675,H
2021-12-24 22:00:00,11.9807,H
2021-12-24 23:00:00,12.1747,H
2021-12-25 00:00:00,12.0777,H
2021-12-25 01:00:00,12.2232,H
2021-12-25 02:00:00,12.2717,H
2021-12-25 03:00:00,12.304,H
2021-12-25 04:00:00,12.3202,H
2021-12-25 05:00:00,12.1262,H
2021-12-25 06:00:00,12.4173028,R
2021-12-25 07:00:00,12.3360686,R
2021-12-25 08:00:00,11.8837,H
2021-12-25 09:00:00,12.0938,H
2021-12-25 10:00:00,12.092366,R
2021-12-25 11:00:00,12.7223,H
2021-12-25 12:00:00,13.0118,H
2021-12-25 13:00:00,12.9477,H
2021-12-25 14:00:00,12.9153,H
2021-12-25 15:00:00,12.819,H
2021-12-25 16:00:00,12.4652,H
2021-12-25 17:00:00,12.304,H
2021-12-25 18:00:00,12.1747,H
2021-12-25 19:00:00,12.013,H
2021-12-25 20:00:00,11.9483,H
2021-12-25 21:00:00,12.013,H
2021-12-25 22:00:00,11.3982,H
2021-12-25 23:00:00,10.9927,H
2021-12-26 00:00:00,10.1923,H
2021-12-26 01:00:00,8.6798,H
2021-12-26 02:00:00,7.7987,H
2021-12-26 03:00:00,7.3638,H
2021-12-26 04:00:00,7.0787,H
2021-12-26 05:00:00,6.8767,H
2021-12-26 06:00:00,6.5727,H
2021-12-26 07:00:00,6.674,H
2021-12-26 08:00:00,6.6572,H
2021-12-26 09:00:00,6.86,H
2021-12-26 10:00:00,7.581,H
2021-12-26 11:00:00,8.1987,H
2021-12-26 12:00:00,8.4643,H
2021-12-26 13:00:00,9.0933,H
2021-12-26 14:00:00,9.3403,H
2021-12-26 15:00:00,9.6363,H
2021-12-26 16:00:00,10.1283,H
2021-12-26 17:00:00,10.8787,H
2021-12-26 18:00:00,10.8298,H
2021-12-26 19:00:00,10.96,H
2021-12-26 20:00:00,11.0573,H
2021-12-26 21:00:00,10.7808,H
2021-12-26 22:00:00,10.8623,H
2021-12-26 23:00:00,10.8297,H
2021-12-27 00:00:00,10.8297,H
2021-12-27 01:00:00,10.7973,H
2021-12-27 02:00:00,10.9923,H
2021-12-27 03:00:00,11.1063,H
2021-12-27 04:00:00,10.781,H
2021-12-27 05:00:00,10.4387,H
2021-12-27 06:00:00,10.4877,H
2021-12-27 07:00:00,9.4885,H
2021-12-27 08:00:00,9.176,H
2021-12-27 09:00:00,9.5375,H
2021-12-27 10:00:00,10.161,H
2021-12-27 11:00:00,10.6177,H
2021-12-27 12:00:00,11.6412,H
2021-12-27 13:00:00,11.4147,H
2021-12-27 14:00:00,11.0902,H
2021-12-27 15:00:00,11.447,H
2021-12-27 16:00:00,11.1877,H
2021-12-27 17:00:00,11.3173,H
2021-12-27 18:00:00,11.4148,H
2021-12-27 19:00:00,11.22,H
2021-12-27 20:00:00,11.285,H
2021-12-27 21:00:00,11.4472,H
2021-12-27 22:00:00,11.6412,H
2021-12-27 23:00:00,11.722,H
2021-12-28 00:00:00,11.7705,H
2021-12-28 01:00:00,11.9483,H
2021-12-28 02:00:00,12.2717,H
2021-12-28 03:00:00,12.5295,H
2021-12-28 04:00:00,12.2068,H
2021-12-28 05:00:00,11.625,H
2021-12-28 06:00:00,11.9645,H
2021-12-28 07:00:00,11.9645,H
2021-12-28 08:00:00,12.0938,H
2021-12-28 09:00:00,12.4328,H
2021-12-28 10:00:00,13.0118,H
2021-12-28 11:00:00,14.0537,H
2021-12-28 12:00:00,14.1497,H
2021-12-28 13:00:00,13.782,H
2021-12-28 14:00:00,13.365,H
2021-12-28 15:00:00,12.497,H
2021-12-28 16:00:00,12.1582,H
2021-12-28 17:00:00,11.819,H
2021-12-28 18:00:00,11.7058,H
2021-12-28 19:00:00,11.6573,H
2021-12-28 20:00:00,11.4633,H
2021-12-28 21:00:00,11.6897,H
2021-12-28 22:00:00,11.5442,H
2021-12-28 23:00:00,12.092366,R
2021-12-29 00:00:00,11.3012,H
2021-12-29 01:00:00,11.1227,H
2021-12-29 02:00:00,10.9602,H
2021-12-29 03:00:00,10.9763,H
2021-12-29 04:00:00,10.9762,H
2021-12-29 05:00:00,10.8297,H
2021-12-29 06:00:00,10.7318,H
2021-12-29 07:00:00,11.5237266,R
2021-12-29 08:00:00,11.8486634,R
2021-12-29 09:00:00,11.2038,H
2021-12-29 10:00:00,11.1062,H
2021-12-29 11:00:00,10.4387,H
2021-12-29 12:00:00,11.0412,H
2021-12-29 13:00:00,11.1063,H
2021-12-29 14:00:00,11.447,H
2021-12-29 15:00:00,12.0453,H
2021-12-29 16:00:00,12.5293,H
2021-12-29 17:00:00,12.9635,H
2021-12-29 18:00:00,13.4453,H
2021-12-29 19:00:00,13.798,H
2021-12-29 20:00:00,14.182,H
2021-12-29 21:00:00,14.8543288,R
2021-12-29 22:00:00,14.437,H
2021-12-29 23:00:00,14.469,H
2021-12-30 00:00:00,14.373,H
2021-12-30 01:00:00,14.3252,H
2021-12-30 02:00:00,14.437,H
2021-12-30 03:00:00,14.613,H
2021-12-30 04:00:00,15.0167972,R
2021-12-30 05:00:00,15.1792656,R
2021-12-30 06:00:00,14.7730946,R
2021-12-30 07:00:00,14.7723,H
2021-12-30 08:00:00,15.0980314,R
2021-12-30 09:00:00,15.0435,H
2021-12-30 10:00:00,15.3937,H
2021-12-30 11:00:00,15.8553,H
2021-12-30 12:00:00,16.3,H
2021-12-30 13:00:00,16.6497,H
2021-12-30 14:00:00,16.586,H
2021-12-30 15:00:00,16.1732,H
2021-12-30 16:00:00,15.8233,H
2021-12-30 17:00:00,15.6007,H
2021-12-30 18:00:00,15.6323,H
2021-12-30 19:00:00,15.1073,H
2021-12-30 20:00:00,15.0275,H
2021-12-30 21:00:00,14.485,H
2021-12-30 22:00:00,14.3093,H
2021-12-30 23:00:00,13.4935,H
2021-12-31 00:00:00,13.028,H
2021-12-31 01:00:00,12.851,H
2021-12-31 02:00:00,12.481,H
2021-12-31 03:00:00,12.1585,H
2021-12-31 04:00:00,12.1747,H
2021-12-31 05:00:00,11.6412,H
2021-12-31 06:00:00,11.1872,H
2021-12-31 07:00:00,10.5528,H
2021-12-31 08:00:00,10.2263,H
2021-12-31 09:00:00,9.8990426,R
2021-12-31 10:00:00,12.271,H
2021-12-31 11:00:00,14.6602,H
2021-12-31 12:00:00,16.5065,H
2021-12-31 13:00:00,15.807,H
2021-12-31 14:00:00,15.9502,H
2021-12-31 15:00:00,16.8398,H
2021-12-31 16:00:00,16.6653,H
2021-12-31 17:00:00,15.9028,H
2021-12-31 18:00:00,15.2982,H
2021-12-31 19:00:00,15.2025,H
2021-12-31 20:00:00,15.3298,H
2021-12-31 21:00:00,14.5487,H
2021-12-31 22:00:00,13.3488,H
2021-12-31 23:00:00,12.5132,H
2022-01-01 00:00:00,12.2393,H
2022-01-01 01:00:00,11.6735,H
2022-01-01 02:00:00,11.0575,H
2022-01-01 03:00:00,10.7318,H
2022-01-01 04:00:00,10.6177,H
2022-01-01 05:00:00,10.7973,H
2022-01-01 06:00:00,9.817,H
2022-01-01 07:00:00,9.5378,H
2022-01-01 08:00:00,9.176,H
2022-01-01 09:00:00,9.9298,H
2022-01-01 10:00:00,11.835,H
2022-01-01 11:00:00,14.1643,H
2022-01-01 12:00:00,16.2683,H
2022-01-01 13:00:00,16.0458,H
2022-01-01 14:00:00,15.2982,H
2022-01-01 15:00:00,15.139,H
2022-01-01 16:00:00,14.4372,H
2022-01-01 17:00:00,13.5255,H
2022-01-01 18:00:00,12.7062,H
2022-01-01 19:00:00,12.1585,H
2022-01-01 20:00:00,11.5278,H
2022-01-01 21:00:00,11.1227,H
2022-01-01 22:00:00,10.6505,H
2022-01-01 23:00:00,10.1282,H
2022-01-02 00:00:00,9.7842,H
2022-01-02 01:00:00,9.472,H
2022-01-02 02:00:00,9.1265,H
2022-01-02 03:00:00,9.159,H
2022-01-02 04:00:00,8.6965,H
2022-01-02 05:00:00,8.5180612,R
2022-01-02 06:00:00,9.2907,H
2022-01-02 07:00:00,9.7833,H
2022-01-02 08:00:00,8.7298,H
2022-01-02 09:00:00,9.1752,H
2022-01-02 10:00:00,14.8543288,R
2022-01-02 11:00:00,14.1815,H
2022-01-02 12:00:00,14.8682,H
2022-01-02 13:00:00,15.9027,H
2022-01-02 14:00:00,16.6495,H
2022-01-02 15:00:00,16.4908,H
2022-01-02 16:00:00,16.046,H
2022-01-02 17:00:00,15.7915,H
2022-01-02 18:00:00,15.2823,H
2022-01-02 19:00:00,14.884,H
2022-01-02 20:00:00,14.3573,H
2022-01-02 21:00:00,13.958,H
2022-01-02 22:00:00,13.862,H
2022-01-02 23:00:00,13.638,H
2022-01-03 00:00:00,13.4293,H
2022-01-03 01:00:00,13.2048,H
2022-01-03 02:00:00,13.028,H
2022-01-03 03:00:00,13.310879,R
2022-01-03 04:00:00,12.7065,H
2022-01-03 05:00:00,12.4652,H
2022-01-03 06:00:00,12.904708,R
2022-01-03 07:00:00,12.8234738,R
2022-01-03 08:00:00,12.1908,H
2022-01-03 09:00:00,12.2878,H
2022-01-03 10:00:00,12.465,H
2022-01-03 11:00:00,12.6098,H
2022-01-03 12:00:00,12.851,H
2022-01-03 13:00:00,13.044,H
2022-01-03 14:00:00,13.1888,H
2022-01-03 15:00:00,13.2048,H
2022-01-03 16:00:00,13.044,H
2022-01-03 17:00:00,13.1083,H
2022-01-03 18:00:00,13.1728,H
2022-01-03 19:00:00,13.1727,H
2022-01-03 20:00:00,13.4132,H
2022-01-03 21:00:00,13.654,H
2022-01-03 22:00:00,13.926,H
2022-01-03 23:00:00,13.83,H
2022-01-04 00:00:00,13.718,H
2022-01-04 01:00:00,13.638,H
2022-01-04 02:00:00,13.83,H
2022-01-04 03:00:00,14.07,H
2022-01-04 04:00:00,13.942,H
2022-01-04 05:00:00,13.4612,H
2022-01-04 06:00:00,13.4773,H
2022-01-04 07:00:00,14.453,H
2022-01-04 08:00:00,15.4413,H
2022-01-04 09:00:00,15.4257,H
2022-01-04 10:00:00,15.8232,H
2022-01-04 11:00:00,16.4275,H
2022-01-04 12:00:00,15.8708,H
2022-01-04 13:00:00,14.6767,H
2022-01-04 14:00:00,13.429,H
2022-01-04 15:00:00,13.269,H
2022-01-04 16:00:00,13.237,H
2022-01-04 17:00:00,11.9797,H
2022-01-04 18:00:00,10.7482,H
2022-01-04 19:00:00,9.8827,H
2022-01-04 20:00:00,9.6037,H
2022-01-04 21:00:00,9.1923,H
2022-01-04 22:00:00,8.9277,H
2022-01-04 23:00:00,8.0322,H
2022-01-05 00:00:00,8.0822,H
2022-01-05 01:00:00,8.2155,H
2022-01-05 02:00:00,7.9827,H
2022-01-05 03:00:00,7.849,H
2022-01-05 04:00:00,7.5483,H
2022-01-05 05:00:00,7.1962,H
2022-01-05 06:00:00,6.0808,H
2022-01-05 07:00:00,6.4882,H
2022-01-05 08:00:00,6.1828,H
2022-01-05 09:00:00,6.2435036,R
2022-01-05 10:00:00,5.8935,H
2022-01-05 11:00:00,6.2435036,R
2022-01-05 12:00:00,7.2103,H
2022-01-05 13:00:00,6.5385,H
2022-01-05 14:00:00,6.5222,H
2022-01-05 15:00:00,6.5555,H
2022-01-05 16:00:00,6.2677,H
2022-01-05 17:00:00,5.7913,H
2022-01-05 18:00:00,5.7403,H
2022-01-05 19:00:00,6.1622694,R
2022-01-05 20:00:00,5.3985,H
2022-01-05 21:00:00,5.6205,H
2022-01-05 22:00:00,5.8255,H
2022-01-05 23:00:00,5.8767,H
2022-01-06 00:00:00,5.6377,H
2022-01-06 01:00:00,5.7913,H
2022-01-06 02:00:00,5.7743,H
2022-01-06 03:00:00,5.3123,H
2022-01-06 04:00:00,5.1062,H
2022-01-06 05:00:00,5.1233,H
2022-01-06 06:00:00,5.2782,H
2022-01-06 07:00:00,4.8478,H
2022-01-06 08:00:00,4.9168,H
2022-01-06 09:00:00,5.0545,H
2022-01-06 10:00:00,5.2608,H
2022-01-06 11:00:00,5.4495,H
2022-01-06 12:00:00,6.0295,H
2022-01-06 13:00:00,6.3867,H
2022-01-06 14:00:00,6.5727,H
2022-01-06 15:00:00,6.8938,H
2022-01-06 16:00:00,6.5558,H
2022-01-06 17:00:00,6.2,H
2022-01-06 18:00:00,5.5352,H
2022-01-06 19:00:00,5.3467,H
2022-01-06 20:00:00,4.9512,H
2022-01-06 21:00:00,4.3457,H
2022-01-06 22:00:00,4.0847,H
2022-01-06 23:00:00,3.5425,H
2022-01-07 00:00:00,3.2255,H
2022-01-07 01:00:00,2.8368,H
2022-01-07 02:00:00,2.7478,H
2022-01-07 03:00:00,2.854,H
2022-01-07 04:00:00,2.8722,H
2022-01-07 05:00:00,2.8012,H
2022-01-07 06:00:00,2.6593,H
2022-01-07 07:00:00,2.6417,H
2022-01-07 08:00:00,2.8365,H
2022-01-07 09:00:00,3.8047,H
2022-01-07 10:00:00,4.7615,H
2022-01-07 11:00:00,4.4658,H
2022-01-07 12:00:00,4.5883,H
2022-01-07 13:00:00,4.8475,H
2022-01-07 14:00:00,5.0373,H
2022-01-07 15:00:00,5.1062,H
2022-01-07 16:00:00,5.3127,H
2022-01-07 17:00:00,4.5877,H
2022-01-07 18:00:00,5.8373326,R
2022-01-07 19:00:00,5.8373326,R
2022-01-07 20:00:00,6.1622694,R
2022-01-07 21:00:00,6.6496746,R
2022-01-07 22:00:00,6.812143,R
2022-01-07 23:00:00,7.3807824,R
2022-01-08 00:00:00,7.7057192,R
2022-01-08 01:00:00,7.7057192,R
2022-01-08 02:00:00,6.7309088,R
2022-01-08 03:00:00,7.0558456,R
2022-01-08 04:00:00,6.812143,R
2022-01-08 05:00:00,6.405972,R
2022-01-08 06:00:00,6.1622694,R
2022-01-08 07:00:00,5.6748642,R
2022-01-08 08:00:00,5.7560984,R
2022-01-08 09:00:00,6.0810352,R
2022-01-08 10:00:00,6.2435036,R
2022-01-08 11:00:00,6.6496746,R
2022-01-08 12:00:00,7.218314,R
2022-01-08 13:00:00,7.3807824,R
2022-01-08 14:00:00,7.7057192,R
2022-01-08 15:00:00,8.1931244,R
2022-01-08 16:00:00,8.436827,R
2022-01-08 17:00:00,8.7617638,R
2022-01-08 18:00:00,8.6805296,R
2022-01-08 19:00:00,9.3304032,R
2022-01-08 20:00:00,9.4928716,R
2022-01-08 21:00:00,9.4928716,R
2022-01-08 22:00:00,9.8178084,R
2022-01-08 23:00:00,9.0867006,R
2022-01-09 00:00:00,9.4928716,R
2022-01-09 01:00:00,9.65534,R
2022-01-09 02:00:00,9.1679348,R
2022-01-09 03:00:00,8.6805296,R
2022-01-09 04:00:00,6.9746114,R
2022-01-09 05:00:00,6.8933772,R
2022-01-09 06:00:00,7.1370798,R
2022-01-09 07:00:00,6.9746114,R
2022-01-09 08:00:00,6.812143,R
2022-01-09 09:00:00,6.8933772,R
2022-01-09 10:00:00,7.2995482,R
2022-01-09 11:00:00,7.3807824,R
2022-01-09 12:00:00,6.9746114,R
2022-01-09 13:00:00,8.3555928,R
2022-01-09 14:00:00,8.030656,R
2022-01-09 15:00:00,7.7869534,R
2022-01-09 16:00:00,7.5432508,R
2022-01-09 17:00:00,7.3807824,R
2022-01-09 18:00:00,7.218314,R
2022-01-09 19:00:00,6.9746114,R
2022-01-09 20:00:00,6.812143,R
2022-01-09 21:00:00,6.3247378,R
2022-01-09 22:00:00,5.999801,R
2022-01-09 23:00:00,5.8373326,R
