dttm,th,origin
2021-12-13 00:00:00,6.045,R
2021-12-13 01:00:00,4.986,H
2021-12-13 02:00:00,4.692,H
2021-12-13 03:00:00,4.224,H
2021-12-13 04:00:00,3.56,H
2021-12-13 05:00:00,2.959,H
2021-12-13 06:00:00,2.695,H
2021-12-13 07:00:00,2.57,H
2021-12-13 08:00:00,2.285,H
2021-12-13 09:00:00,4.667,R
2021-12-13 10:00:00,5.848,R
2021-12-13 11:00:00,6.537,R
2021-12-13 12:00:00,7.719,R
2021-12-13 13:00:00,8.149,H
2021-12-13 14:00:00,8.381,H
2021-12-13 15:00:00,7.849,H
2021-12-13 16:00:00,6.656,H
2021-12-13 17:00:00,5.826,H
2021-12-13 18:00:00,5.33,H
2021-12-13 19:00:00,4.64,H
2021-12-13 20:00:00,4.015,H
2021-12-13 21:00:00,3.893,H
2021-12-13 22:00:00,3.595,H
2021-12-13 23:00:00,3.136,H
2021-12-14 00:00:00,3.401,H
2021-12-14 01:00:00,2.249,H
2021-12-14 02:00:00,2.123,H
2021-12-14 03:00:00,1.764,H
2021-12-14 04:00:00,0.746,H
2021-12-14 05:00:00,1.184,H
2021-12-14 06:00:00,1.926,H
2021-12-14 07:00:00,2.141,H
2021-12-14 08:00:00,2.499,H
2021-12-14 09:00:00,3.277,H
2021-12-14 10:00:00,4.897,H
2021-12-14 11:00:00,5.757,H
2021-12-14 12:00:00,5.02,H
2021-12-14 13:00:00,5.054,H
2021-12-14 14:00:00,5.037,H
2021-12-14 15:00:00,4.813,H
2021-12-14 16:00:00,4.241,H
2021-12-14 17:00:00,3.805,H
2021-12-14 18:00:00,3.349,H
2021-12-14 19:00:00,3.243,H
2021-12-14 20:00:00,3.542,H
2021-12-14 21:00:00,3.753,H
2021-12-14 22:00:00,3.84,H
2021-12-14 23:00:00,3.788,H
2021-12-15 00:00:00,3.753,H
2021-12-15 01:00:00,3.858,H
2021-12-15 02:00:00,3.736,H
2021-12-15 03:00:00,3.805,H
2021-12-15 04:00:00,3.7,H
2021-12-15 05:00:00,3.578,H
2021-12-15 06:00:00,3.543,H
2021-12-15 07:00:00,3.63,H
2021-12-15 08:00:00,3.648,H
2021-12-15 09:00:00,3.928,H
2021-12-15 10:00:00,4.12,H
2021-12-15 11:00:00,4.899,H
2021-12-15 12:00:00,5.124,H
2021-12-15 13:00:00,4.917,H
2021-12-15 14:00:00,4.744,H
2021-12-15 15:00:00,4.484,H
2021-12-15 16:00:00,4.571,H
2021-12-15 17:00:00,4.934,H
2021-12-15 18:00:00,4.951,H
2021-12-15 19:00:00,4.969,H
2021-12-15 20:00:00,5.072,H
2021-12-15 21:00:00,5.054,H
2021-12-15 22:00:00,5.054,H
2021-12-15 23:00:00,5.072,H
2021-12-16 00:00:00,4.934,H
2021-12-16 01:00:00,4.744,H
2021-12-16 02:00:00,4.571,H
2021-12-16 03:00:00,4.536,H
2021-12-16 04:00:00,4.363,H
2021-12-16 05:00:00,4.174,R
2021-12-16 06:00:00,3.875,H
2021-12-16 07:00:00,3.648,H
2021-12-16 08:00:00,3.858,H
2021-12-16 09:00:00,4.951,H
2021-12-16 10:00:00,5.415,H
2021-12-16 11:00:00,6.69,H
2021-12-16 12:00:00,6.081,H
2021-12-16 13:00:00,6.166,H
2021-12-16 14:00:00,6.234,H
2021-12-16 15:00:00,5.962,H
2021-12-16 16:00:00,5.604,H
2021-12-16 17:00:00,5.02,H
2021-12-16 18:00:00,4.882,H
2021-12-16 19:00:00,4.397,H
2021-12-16 20:00:00,3.77,H
2021-12-16 21:00:00,3.12,H
2021-12-16 22:00:00,2.853,H
2021-12-16 23:00:00,2.141,H
2021-12-17 00:00:00,1.746,H
2021-12-17 01:00:00,1.33,H
2021-12-17 02:00:00,1.656,H
2021-12-17 03:00:00,1.565,H
2021-12-17 04:00:00,1.294,H
2021-12-17 05:00:00,0.654,H
2021-12-17 06:00:00,0.083,H
2021-12-17 07:00:00,-0.643,H
2021-12-17 08:00:00,0.009,H
2021-12-17 09:00:00,2.304,R
2021-12-17 10:00:00,2.729,H
2021-12-17 11:00:00,4.431,H
2021-12-17 12:00:00,5.208,H
2021-12-17 13:00:00,4.692,H
2021-12-17 14:00:00,4.311,H
2021-12-17 15:00:00,3.63,H
2021-12-17 16:00:00,3.172,H
2021-12-17 17:00:00,2.606,H
2021-12-17 18:00:00,2.07,H
