,dttm,th,origin
585,2022-01-06 08:00:00,2.42783333333333,H
586,2022-01-06 09:00:00,2.92483333333333,H
587,2022-01-06 10:00:00,3.85683333333333,H
588,2022-01-06 11:00:00,3.384,H
589,2022-01-06 12:00:00,4.22316666666667,H
590,2022-01-06 13:00:00,4.93383333333333,H
591,2022-01-06 14:00:00,4.98533333333333,H
592,2022-01-06 15:00:00,4.48433333333333,H
593,2022-01-06 16:00:00,3.277,H
594,2022-01-06 17:00:00,1.58166666666667,H
595,2022-01-06 18:00:00,0.984166666666667,H
596,2022-01-06 19:00:00,1.31183333333333,H
597,2022-01-06 20:00:00,1.1665,H
598,2022-01-06 21:00:00,0.120166666666667,H
599,2022-01-06 22:00:00,-0.7365,H
600,2022-01-06 23:00:00,-1.01966666666667,H
601,2022-01-07 00:00:00,-1.03866666666667,H
602,2022-01-07 01:00:00,-1.47483333333333,H
603,2022-01-07 02:00:00,-1.51316666666667,H
604,2022-01-07 03:00:00,-1.30416666666667,H
605,2022-01-07 04:00:00,-1.589,H
606,2022-01-07 05:00:00,-1.13316666666667,H
607,2022-01-07 06:00:00,-0.8125,H
608,2022-01-07 07:00:00,-0.474333333333333,H
609,2022-01-07 08:00:00,0.467333333333333,H
610,2022-01-07 09:00:00,2.28316666666667,H
611,2022-01-07 10:00:00,3.56,H
612,2022-01-07 11:00:00,3.331,H
613,2022-01-07 12:00:00,3.61266666666667,H
614,2022-01-07 13:00:00,3.5775,H
615,2022-01-07 14:00:00,3.43666666666667,H
616,2022-01-07 15:00:00,3.36566666666667,H
617,2022-01-07 16:00:00,3.50733333333333,H
618,2022-01-07 17:00:00,2.58566666666667,H
619,2022-01-07 18:00:00,2.499,H
620,2022-01-07 19:00:00,2.58833333333333,H
621,2022-01-07 20:00:00,2.99583333333333,H
622,2022-01-07 21:00:00,3.33133333333333,H
623,2022-01-07 22:00:00,3.3315,H
624,2022-01-07 23:00:00,3.92616666666667,H
625,2022-01-08 00:00:00,4.74433333333333,H
626,2022-01-08 01:00:00,4.934,H
627,2022-01-08 02:00:00,4.06716666666667,H
628,2022-01-08 03:00:00,3.9625,H
629,2022-01-08 04:00:00,3.928,H
630,2022-01-08 05:00:00,3.788,H
631,2022-01-08 06:00:00,3.41933333333333,H
632,2022-01-08 07:00:00,2.6405,H
633,2022-01-08 08:00:00,2.35616666666667,H
634,2022-01-08 09:00:00,2.99533333333333,H
635,2022-01-08 10:00:00,3.805,H
636,2022-01-08 11:00:00,4.74383333333333,H
637,2022-01-08 12:00:00,4.62183333333333,H
638,2022-01-08 13:00:00,5.55166666666667,H
639,2022-01-08 14:00:00,5.8085,H
640,2022-01-08 15:00:00,5.75716666666667,H
641,2022-01-08 16:00:00,5.3985,H
642,2022-01-08 17:00:00,5.75716666666667,H
643,2022-01-08 18:00:00,5.928,H
644,2022-01-08 19:00:00,6.471,H
645,2022-01-08 20:00:00,7.0285,H
646,2022-01-08 21:00:00,7.0285,H
647,2022-01-08 22:00:00,7.28016666666667,H
648,2022-01-08 23:00:00,7.3465,H
649,2022-01-09 00:00:00,6.4535,H
650,2022-01-09 01:00:00,7.19616666666667,H
651,2022-01-09 02:00:00,7.07833333333333,H
652,2022-01-09 03:00:00,6.33566666666667,H
653,2022-01-09 04:00:00,4.93166666666667,H
654,2022-01-09 05:00:00,4.11983333333333,H
655,2022-01-09 06:00:00,4.15466666666667,H
656,2022-01-09 07:00:00,3.963,H
657,2022-01-09 08:00:00,3.8755,H
658,2022-01-09 09:00:00,4.05,H
659,2022-01-09 10:00:00,4.93266666666667,H
660,2022-01-09 11:00:00,5.20933333333333,H
661,2022-01-09 12:00:00,4.88183333333333,H
662,2022-01-09 13:00:00,4.98566666666667,H
663,2022-01-09 14:00:00,5.73933333333333,H
664,2022-01-09 15:00:00,5.10633333333333,H
665,2022-01-09 16:00:00,4.72633333333333,H
666,2022-01-09 17:00:00,4.276,H
667,2022-01-09 18:00:00,4.1545,H
668,2022-01-09 19:00:00,4.137,H
669,2022-01-09 20:00:00,3.7005,H
670,2022-01-09 21:00:00,3.68283333333333,H
671,2022-01-09 22:00:00,3.683,H
672,2022-01-09 23:00:00,2.6035,H
