dttm,th,origin
2021-12-13 00:00:00,5.928,H
2021-12-13 01:00:00,5.706,H
2021-12-13 02:00:00,5.5863,H
2021-12-13 03:00:00,5.1577,H
2021-12-13 04:00:00,4.571,H
2021-12-13 05:00:00,3.8227,H
2021-12-13 06:00:00,3.3493,H
2021-12-13 07:00:00,3.261,H
2021-12-13 08:00:00,3.0843,H
2021-12-13 09:00:00,3.70951202927758,R
2021-12-13 10:00:00,5.53742569323422,R
2021-12-13 11:00:00,6.57942478669743,R
2021-12-13 12:00:00,7.71855938887331,R
2021-12-13 13:00:00,8.831202488673,R
2021-12-13 14:00:00,9.32571053302842,R
2021-12-13 15:00:00,10.3893,H
2021-12-13 16:00:00,9.4055,H
2021-12-13 17:00:00,7.0922,H
2021-12-13 18:00:00,5.9615,H
2021-12-13 19:00:00,5.0545,H
2021-12-13 20:00:00,4.5017,H
2021-12-13 21:00:00,4.1892,H
2021-12-13 22:00:00,4.2233,H
2021-12-13 23:00:00,3.4195,H
2021-12-14 00:00:00,3.1902,H
2021-12-14 01:00:00,2.9073,H
2021-12-14 02:00:00,2.7835,H
2021-12-14 03:00:00,3.049,H
2021-12-14 04:00:00,2.57,H
2021-12-14 05:00:00,2.2847,H
2021-12-14 06:00:00,2.7657,H
2021-12-14 07:00:00,2.8545,H
2021-12-14 08:00:00,3.1373,H
2021-12-14 09:00:00,3.9097,H
2021-12-14 10:00:00,5.3082,H
2021-12-14 11:00:00,4.71618911957255,R
2021-12-14 12:00:00,7.2293,H
2021-12-14 13:00:00,7.4975,H
2021-12-14 14:00:00,6.9773,H
2021-12-14 15:00:00,7.7647,H
2021-12-14 16:00:00,6.555,H
2021-12-14 17:00:00,5.7223,H
2021-12-14 18:00:00,4.519,H
2021-12-14 19:00:00,4.05,H
2021-12-14 20:00:00,4.189,H
2021-12-14 21:00:00,3.9452,H
2021-12-14 22:00:00,4.207,H
2021-12-14 23:00:00,4.0847,H
2021-12-15 00:00:00,4.2763,H
2021-12-15 01:00:00,4.32764708472186,R
2021-12-15 02:00:00,4.467,H
2021-12-15 03:00:00,4.3977,H
2021-12-15 04:00:00,4.311,H
