Logger_id,Location_id,time,PM10,PM25
5002-11F6,6,2019-01-18 13:13:16+00,11,5.4
5002-11F6,6,2019-01-18 13:13:18+00,12.1,5.4
5002-11F6,6,2019-01-18 13:13:20+00,11.5,5.5
5002-11F6,6,2019-01-18 13:13:22+00,11.6,5.5
5002-11F6,6,2019-01-18 13:13:26+00,10.6,5.3
5002-11F6,6,2019-01-18 13:13:28+00,10.5,5.2
5002-11F6,6,2019-01-18 13:13:30+00,10.4,5
5002-11F6,6,2019-01-18 13:13:32+00,9.9,4.9
5002-11F6,6,2019-01-18 13:13:36+00,9.4,5
5002-11F6,6,2019-01-18 13:13:38+00,9.4,4.9
5002-11F6,6,2019-01-18 13:13:40+00,9.5,5
5002-11F6,6,2019-01-18 13:13:42+00,9.5,4.9
5002-11F6,6,2019-01-18 13:13:46+00,8.9,4.8
5002-11F6,6,2019-01-18 13:13:48+00,6.8,4.6
5002-11F6,6,2019-01-18 13:13:50+00,7.1,4.4
5002-11F6,6,2019-01-18 13:13:52+00,8.2,4.5
5002-11F6,6,2019-01-18 13:13:56+00,8.2,4.5
5002-11F6,6,2019-01-18 13:13:58+00,8.1,4.4
5002-11F6,6,2019-01-18 13:14:00+00,8.4,4.4
5002-11F6,6,2019-01-18 13:14:02+00,8.8,4.5
5002-11F6,6,2019-01-18 13:14:06+00,9.1,4.5
5002-11F6,6,2019-01-18 13:14:08+00,9.2,4.5
5002-11F6,6,2019-01-18 13:14:10+00,9.3,4.5
5002-11F6,6,2019-01-18 13:14:12+00,9.2,4.4
5002-11F6,6,2019-01-18 13:14:15+00,9.2,4.3
5002-11F6,6,2019-01-18 13:14:17+00,9.1,4.4
5002-11F6,6,2019-01-18 13:14:19+00,8.6,4.3
5002-11F6,6,2019-01-18 13:14:21+00,7.4,4.2
5002-11F6,6,2019-01-18 13:14:25+00,7.7,4.6
5002-11F6,6,2019-01-18 13:14:27+00,7.9,4.7
5002-11F6,6,2019-01-18 13:14:29+00,7.2,4.6
5002-11F6,6,2019-01-18 13:14:31+00,7.1,4.5
5002-11F6,6,2019-01-18 13:14:35+00,7.8,4.7
5002-11F6,6,2019-01-18 13:14:37+00,7.7,4.8
5002-11F6,6,2019-01-18 13:14:39+00,7.3,4.7
5002-11F6,6,2019-01-18 13:14:41+00,7.3,4.7
5002-11F6,6,2019-01-18 13:14:46+00,8.5,4.9
5002-11F6,6,2019-01-18 13:14:49+00,9.6,5
5002-11F6,6,2019-01-18 13:14:52+00,10.5,5.1
5002-11F6,6,2019-01-18 13:14:55+00,10.9,4.6
5002-11F6,6,2019-01-18 13:14:58+00,11.3,4.7
5002-11F6,6,2019-01-18 13:15:01+00,11.8,4.8
5002-11F6,6,2019-01-18 13:15:04+00,12.9,4.6
5002-11F6,6,2019-01-18 13:15:07+00,14.4,4.6
5002-11F6,6,2019-01-18 13:15:10+00,14.6,4.6
5002-11F6,6,2019-01-18 13:15:13+00,14,4.5
5002-11F6,6,2019-01-18 13:15:16+00,14.3,4.4
5002-11F6,6,2019-01-18 13:15:19+00,15.8,4.5
5002-11F6,6,2019-01-18 13:15:22+00,16.6,4.6
5002-11F6,6,2019-01-18 13:15:25+00,15.8,4.7
5002-11F6,6,2019-01-18 13:15:28+00,15.9,4.9
5002-11F6,6,2019-01-18 13:15:31+00,15,4.8
5002-11F6,6,2019-01-18 13:15:34+00,14.3,4.8
5002-11F6,6,2019-01-18 13:15:37+00,13.5,4.8
5002-11F6,6,2019-01-18 13:15:40+00,13.4,4.9
5002-11F6,6,2019-01-18 13:15:43+00,14.1,5
5002-11F6,6,2019-01-18 13:15:46+00,14.6,5.2
5002-11F6,6,2019-01-18 13:15:49+00,12.5,5.1
5002-11F6,6,2019-01-18 13:15:52+00,11.9,5
5002-11F6,6,2019-01-18 13:15:55+00,12.1,5.1
5002-11F6,6,2019-01-18 13:15:58+00,11.6,5
5002-11F6,6,2019-01-18 13:16:01+00,13.4,5.1
5002-11F6,6,2019-01-18 13:16:04+00,12.2,5.1
5002-11F6,6,2019-01-18 13:16:07+00,11.4,5
5002-11F6,6,2019-01-18 13:16:10+00,12.7,5
5002-11F6,6,2019-01-18 13:16:13+00,12.5,4.9
5002-11F6,6,2019-01-18 13:16:16+00,11.2,4.9
5002-11F6,6,2019-01-18 13:16:19+00,10.9,4.9
5002-11F6,6,2019-01-18 13:16:22+00,10.1,5
5002-11F6,6,2019-01-18 13:16:25+00,10.1,4.9
5002-11F6,6,2019-01-18 13:16:28+00,10,4.8
5002-11F6,6,2019-01-18 13:16:31+00,8,4.6
5002-11F6,6,2019-01-18 13:16:34+00,7.9,4.6
5002-11F6,6,2019-01-18 13:16:37+00,8.2,4.7
5002-11F6,6,2019-01-18 13:16:40+00,8,5.1
5002-11F6,6,2019-01-18 13:16:43+00,7.6,5.2
5002-11F6,6,2019-01-18 13:16:46+00,7.6,5
5002-11F6,6,2019-01-18 13:16:49+00,7.6,4.8
5002-11F6,6,2019-01-18 13:16:52+00,7.5,4.7
5002-11F6,6,2019-01-18 13:16:55+00,8.2,4.8
5002-11F6,6,2019-01-18 13:16:58+00,9.5,5.3
5002-11F6,6,2019-01-18 13:17:01+00,9.9,5.4
5002-11F6,6,2019-01-18 13:17:04+00,9.9,5.4
5002-11F6,6,2019-01-18 13:17:07+00,10.4,5.6
5002-11F6,6,2019-01-18 13:17:10+00,10.7,5.2
5002-11F6,6,2019-01-18 13:17:13+00,11.8,5.1
5002-11F6,6,2019-01-18 13:17:16+00,12.1,5.2
5002-11F6,6,2019-01-18 13:17:19+00,12.4,5.3
5002-11F6,6,2019-01-18 13:17:22+00,12.1,5.2
5002-11F6,6,2019-01-18 13:17:25+00,11.9,5.2
5002-11F6,6,2019-01-18 13:17:28+00,12.1,4.7
5002-11F6,6,2019-01-18 13:17:31+00,11.8,4.5
5002-11F6,6,2019-01-18 13:17:34+00,12.9,4.7
5002-11F6,6,2019-01-18 13:17:37+00,12.6,4.6
5002-11F6,6,2019-01-18 13:17:40+00,11,4.5
5002-11F6,6,2019-01-18 13:17:43+00,9.9,4.2
5002-11F6,6,2019-01-18 13:17:46+00,10.2,4.2
5002-11F6,6,2019-01-18 13:17:49+00,9.8,4.2
5002-11F6,6,2019-01-18 13:17:52+00,9.9,4.2
5002-11F6,6,2019-01-18 13:17:55+00,10.2,4.1
5002-11F6,6,2019-01-18 13:17:57+00,8.8,4
5002-11F6,6,2019-01-18 13:18:00+00,8.7,4
5002-11F6,6,2019-01-18 13:18:03+00,7.9,3.8
5002-11F6,6,2019-01-18 13:18:06+00,7.5,3.5
5002-11F6,6,2019-01-18 13:18:09+00,8.4,3.5
5002-11F6,6,2019-01-18 13:18:13+00,7.3,3.5
5002-11F6,6,2019-01-18 13:18:19+00,7.8,3.4
5002-11F6,6,2019-01-18 13:18:22+00,7.1,3.4
5002-11F6,6,2019-01-18 13:18:25+00,6.8,3.4
5002-11F6,6,2019-01-18 13:18:28+00,6.9,3.5
5002-11F6,6,2019-01-18 13:18:31+00,6.8,3.5
5002-11F6,6,2019-01-18 13:18:34+00,7.6,3.5
5002-11F6,6,2019-01-18 13:18:37+00,8.1,3.9
5002-11F6,6,2019-01-18 13:18:40+00,8,3.9
5002-11F6,6,2019-01-18 13:18:43+00,8.2,3.9
5002-11F6,6,2019-01-18 13:18:46+00,8.2,3.9
5002-11F6,6,2019-01-18 13:18:49+00,7.3,3.9
5002-11F6,6,2019-01-18 13:18:52+00,7.3,4
5002-11F6,6,2019-01-18 13:18:55+00,7.1,3.9
5002-11F6,6,2019-01-18 13:18:58+00,7.7,3.9
5002-11F6,6,2019-01-18 13:19:01+00,7.9,3.9
5002-11F6,6,2019-01-18 13:19:04+00,6.9,4
5002-11F6,6,2019-01-18 13:19:07+00,6.7,3.8
5002-11F6,6,2019-01-18 13:19:10+00,6.8,3.9
5002-11F6,6,2019-01-18 13:19:13+00,6.4,3.8
5002-11F6,6,2019-01-18 13:19:16+00,6.5,3.9
5002-11F6,6,2019-01-18 13:19:19+00,6.5,3.9
5002-11F6,6,2019-01-18 13:19:22+00,6.6,3.8
5002-11F6,6,2019-01-18 13:19:25+00,6.7,3.8
5002-11F6,6,2019-01-18 13:19:28+00,6.4,3.8
5002-11F6,6,2019-01-18 13:19:31+00,6.2,3.8
5002-11F6,6,2019-01-18 13:19:34+00,7.8,3.8
5002-11F6,6,2019-01-18 13:19:37+00,7.7,3.7
5002-11F6,6,2019-01-18 13:19:40+00,8.5,3.8
5002-11F6,6,2019-01-18 13:19:43+00,8.4,3.8
5002-11F6,6,2019-01-18 13:19:46+00,8.7,3.8
5002-11F6,6,2019-01-18 13:19:49+00,8.5,3.7
5002-11F6,6,2019-01-18 13:19:52+00,8.3,3.7
5002-11F6,6,2019-01-18 13:19:55+00,9,3.7
5002-11F6,6,2019-01-18 13:19:58+00,9.4,3.8
5002-11F6,6,2019-01-18 13:20:01+00,9.6,3.8
5002-11F6,6,2019-01-18 13:20:04+00,7.9,3.8
5002-11F6,6,2019-01-18 13:20:07+00,8.2,3.8
5002-11F6,6,2019-01-18 13:20:10+00,7.1,3.7
5002-11F6,6,2019-01-18 13:20:13+00,7.5,4
5002-11F6,6,2019-01-18 13:20:16+00,7.5,4
5002-11F6,6,2019-01-18 13:20:19+00,8.4,4.6
5002-11F6,6,2019-01-18 13:20:22+00,8.8,4.8
5002-11F6,6,2019-01-18 13:20:25+00,7.8,4.8
5002-11F6,6,2019-01-18 13:20:28+00,7.2,4.7
5002-11F6,6,2019-01-18 13:20:31+00,7,4.7
5002-11F6,6,2019-01-18 13:20:34+00,6.8,4.8
5002-11F6,6,2019-01-18 13:20:37+00,6.4,4.7
5002-11F6,6,2019-01-18 13:20:40+00,6.7,4.9
5002-11F6,6,2019-01-18 13:20:43+00,6.8,4.7
5002-11F6,6,2019-01-18 13:20:46+00,6.6,4.6
5002-11F6,6,2019-01-18 13:20:49+00,7,4.4
5002-11F6,6,2019-01-18 13:20:52+00,8,4.3
5002-11F6,6,2019-01-18 13:20:55+00,9.1,4.3
5002-11F6,6,2019-01-18 13:20:58+00,9.3,4.4
5002-11F6,6,2019-01-18 13:21:01+00,9.4,4.5
5002-11F6,6,2019-01-18 13:21:04+00,9.4,4.4
5002-11F6,6,2019-01-18 13:21:07+00,9.2,4.3
5002-11F6,6,2019-01-18 13:21:09+00,9.2,4.4
5002-11F6,6,2019-01-18 13:21:11+00,9.3,4.5
5002-11F6,6,2019-01-18 13:21:15+00,10.8,4.6
5002-0872,0,2019-01-18 10:56:10+00,12.2,7.1
5002-0872,0,2019-01-18 10:56:14+00,12.2,6.7
5002-0872,0,2019-01-18 10:56:16+00,12.1,6.9
5002-0872,0,2019-01-18 10:56:18+00,12.4,7
5002-0872,0,2019-01-18 10:56:20+00,12.3,7.1
5002-0872,0,2019-01-18 10:56:24+00,12.7,7.2
5002-0872,0,2019-01-18 10:56:26+00,15.2,7.1
5002-0872,0,2019-01-18 10:56:28+00,15.1,7.2
5002-0872,0,2019-01-18 10:56:30+00,15.7,7.4
5002-0872,0,2019-01-18 10:56:34+00,16.2,7.4
5002-0872,0,2019-01-18 10:56:36+00,19.1,7.5
5002-0872,0,2019-01-18 10:56:38+00,20.1,7.8
5002-0872,0,2019-01-18 10:56:40+00,21,8.2
5002-0872,0,2019-01-18 10:56:44+00,21.4,8.4
5002-0872,0,2019-01-18 10:56:46+00,21.4,8.4
5002-0872,0,2019-01-18 10:56:48+00,22,8.5
5002-0872,0,2019-01-18 10:56:50+00,22.5,8.4
5002-0872,0,2019-01-18 10:56:54+00,23.2,8.5
5002-0872,0,2019-01-18 10:56:56+00,20.9,8.6
5002-0872,0,2019-01-18 10:56:58+00,22.1,8.5
5002-0872,0,2019-01-18 10:57:00+00,22.1,8.4
5002-0872,0,2019-01-18 10:57:04+00,21.2,8.4
5002-0872,0,2019-01-18 10:57:06+00,19.3,8.3
5002-0872,0,2019-01-18 10:57:08+00,19.4,8.2
5002-0872,0,2019-01-18 10:57:10+00,20.1,8.2
5002-0872,0,2019-01-18 10:57:14+00,22.6,8.2
5002-0872,0,2019-01-18 10:57:16+00,22.3,8.1
5002-0872,0,2019-01-18 10:57:18+00,26,8.3
5002-0872,0,2019-01-18 10:57:20+00,26.1,8.5
5002-0872,0,2019-01-18 10:57:24+00,26.7,8.5
5002-0872,0,2019-01-18 10:57:27+00,25.3,8.5
5002-0872,0,2019-01-18 10:57:29+00,25.1,8.5
5002-0872,0,2019-01-18 10:57:31+00,26.1,8.6
5002-0872,0,2019-01-18 10:57:35+00,26.6,9
5002-0872,0,2019-01-18 10:57:37+00,25.3,9.1
5002-0872,0,2019-01-18 10:57:39+00,24.8,8.9
5002-0872,0,2019-01-18 10:57:41+00,22.3,8.8
5002-0872,0,2019-01-18 10:57:45+00,20.4,8.5
5002-0872,0,2019-01-18 10:57:47+00,20.2,8.5
5002-0872,0,2019-01-18 10:57:49+00,16.7,8.4
5002-0872,0,2019-01-18 10:57:51+00,16.1,8.3
5002-0872,0,2019-01-18 10:57:55+00,15.6,8.6
5002-0872,0,2019-01-18 10:57:57+00,15.7,8.7
5002-0872,0,2019-01-18 10:57:59+00,15.9,8.8
5002-0872,0,2019-01-18 10:58:01+00,16.3,9.1
5002-0872,0,2019-01-18 10:58:05+00,15.5,9
5002-0872,0,2019-01-18 10:58:07+00,15.4,9
5002-0872,0,2019-01-18 10:58:09+00,15.4,8.9
5002-0872,0,2019-01-18 10:58:11+00,16.1,8.8
5002-0872,0,2019-01-18 10:58:15+00,17.9,9.2
5002-0872,0,2019-01-18 10:58:17+00,17.8,9.2
5002-0872,0,2019-01-18 10:58:19+00,19.1,9.4
5002-0872,0,2019-01-18 10:58:21+00,20.3,9.8
5002-0872,0,2019-01-18 10:58:23+00,20.7,10.1
5002-0872,0,2019-01-18 10:58:27+00,20.7,10.9
5002-0872,0,2019-01-18 10:58:29+00,20.5,11
5002-0872,0,2019-01-18 10:58:31+00,19.8,10.6
5002-0872,0,2019-01-18 10:58:33+00,20.1,10.7
5002-0872,0,2019-01-18 10:58:35+00,21.3,10.9
5002-0872,0,2019-01-18 10:58:37+00,21.7,10.9
5002-0872,0,2019-01-18 10:58:39+00,21.7,11
5002-0872,0,2019-01-18 10:58:41+00,21.7,11
5002-0872,0,2019-01-18 10:58:43+00,22.1,11.1
5002-0872,0,2019-01-18 10:58:45+00,20.7,11
5002-0872,0,2019-01-18 10:58:47+00,21.1,11
5002-0872,0,2019-01-18 10:58:49+00,19.6,10.7
5002-0872,0,2019-01-18 10:58:51+00,18.7,10.2
5002-0872,0,2019-01-18 10:58:53+00,18.6,9.9
5002-0872,0,2019-01-18 10:58:55+00,18.2,9.4
5002-0872,0,2019-01-18 10:58:57+00,17.3,9
5002-0872,0,2019-01-18 10:58:59+00,16.9,8.8
5002-0872,0,2019-01-18 10:59:01+00,17,8.8
5002-0872,0,2019-01-18 10:59:03+00,17.6,8.7
5002-0872,0,2019-01-18 10:59:05+00,16.4,8.5
5002-0872,0,2019-01-18 10:59:07+00,15.4,8.4
5002-0872,0,2019-01-18 10:59:09+00,15.7,8.3
5002-0872,0,2019-01-18 10:59:11+00,14.7,8.2
5002-0872,0,2019-01-18 10:59:13+00,14.1,8.2
5002-0872,0,2019-01-18 10:59:15+00,13.7,8.2
5002-0872,0,2019-01-18 10:59:18+00,13.3,8.2
5002-0872,0,2019-01-18 10:59:20+00,13.6,8.3
5002-0872,0,2019-01-18 10:59:22+00,13.1,8.2
5002-0872,0,2019-01-18 10:59:24+00,12.6,8.2
5002-0872,0,2019-01-18 10:59:28+00,13.5,7.8
5002-0872,0,2019-01-18 10:59:30+00,13,7.8
5002-0872,0,2019-01-18 10:59:32+00,12.4,7.8
5002-0872,0,2019-01-18 10:59:34+00,13.6,7.8
5002-0872,0,2019-01-18 10:59:38+00,14.8,7.8
5002-0872,0,2019-01-18 10:59:40+00,14.3,7.8
5002-0872,0,2019-01-18 10:59:42+00,14,7.7
5002-0872,0,2019-01-18 10:59:44+00,14.5,7.8
5002-0872,0,2019-01-18 10:59:48+00,15.4,8
5002-0872,0,2019-01-18 10:59:50+00,15.8,8
5002-0872,0,2019-01-18 10:59:52+00,16,8.3
5002-0872,0,2019-01-18 10:59:54+00,15.9,8.4
5002-0872,0,2019-01-18 10:59:58+00,15.3,8.5
5002-0872,0,2019-01-18 11:00:00+00,15.5,8.5
5002-0872,0,2019-01-18 11:00:02+00,15,8.6
5002-0872,0,2019-01-18 11:00:04+00,13.7,8.7
5002-0872,0,2019-01-18 11:00:08+00,12.9,8.7
5002-0872,0,2019-01-18 11:00:10+00,13.1,8.8
5002-0872,0,2019-01-18 11:00:12+00,13.1,8.7
5002-0872,0,2019-01-18 11:00:14+00,12.7,8.7
5002-0872,0,2019-01-18 11:00:18+00,12.3,8.6
5002-0872,0,2019-01-18 11:00:20+00,12.5,8.5
5002-0872,0,2019-01-18 11:00:22+00,12.6,8.3
5002-0872,0,2019-01-18 11:00:24+00,12.8,8.3
5002-0872,0,2019-01-18 11:00:27+00,11.7,8.2
5002-0872,0,2019-01-18 11:00:29+00,12.8,8.3
5002-0872,0,2019-01-18 11:00:31+00,13.4,8.3
5002-0872,0,2019-01-18 11:00:33+00,13.9,8.2
5002-0872,0,2019-01-18 11:00:35+00,13.8,8.1
5002-0872,0,2019-01-18 11:00:37+00,14.1,8.2
5002-0872,0,2019-01-18 11:00:39+00,14,8.3
5002-0872,0,2019-01-18 11:00:41+00,14.6,8.3
5002-0872,0,2019-01-18 11:00:43+00,14.6,8.2
5002-0872,0,2019-01-18 11:00:45+00,14.3,8.1
5002-0872,0,2019-01-18 11:00:47+00,14.5,8.1
5002-0872,0,2019-01-18 11:00:49+00,14,8.1
5002-0872,0,2019-01-18 11:00:51+00,13.8,8.1
5002-0872,0,2019-01-18 11:00:53+00,14.2,8.2
5002-0872,0,2019-01-18 11:00:55+00,14.1,8.2
5002-0872,0,2019-01-18 11:00:57+00,14.8,8.3
5002-0872,0,2019-01-18 11:00:59+00,13.5,8.3
5002-0872,0,2019-01-18 11:01:01+00,12.6,8.1
5002-0872,0,2019-01-18 11:01:03+00,12.7,8
5002-0872,0,2019-01-18 11:01:06+00,12.8,8
5002-0872,0,2019-01-18 11:01:10+00,12.9,8
5002-0872,0,2019-01-18 11:01:12+00,12.7,7.9
5002-0872,0,2019-01-18 11:01:14+00,12.9,8.1
5002-0872,0,2019-01-18 11:01:18+00,12.2,7.9
5002-0872,0,2019-01-18 11:01:20+00,11.9,8
5002-0872,0,2019-01-18 11:01:22+00,11.9,7.9
5002-0872,0,2019-01-18 11:01:24+00,11.5,7.8
5002-0872,0,2019-01-18 11:01:28+00,11.4,7.8
5002-0872,0,2019-01-18 11:01:30+00,12.2,7.9
5002-0872,0,2019-01-18 11:01:32+00,12.2,7.8
5002-0872,0,2019-01-18 11:01:34+00,12.1,7.9
5002-0872,0,2019-01-18 11:01:38+00,11.1,8
5002-0872,0,2019-01-18 11:01:40+00,10.9,8.1
5002-0872,0,2019-01-18 11:01:42+00,11.2,8.2
5002-0872,0,2019-01-18 11:01:44+00,11.5,8.3
5002-0872,0,2019-01-18 11:01:48+00,12.4,8.5
5002-0872,0,2019-01-18 11:01:50+00,12.6,8.5
5002-0872,0,2019-01-18 11:01:52+00,13.1,8.4
5002-0872,0,2019-01-18 11:01:54+00,13.7,8.5
5002-0872,0,2019-01-18 11:01:58+00,13.8,8.6
5002-0872,0,2019-01-18 11:02:00+00,13.3,8.5
5002-0872,0,2019-01-18 11:02:02+00,13.1,8.5
5002-0872,0,2019-01-18 11:02:04+00,12.7,8.3
5002-0872,0,2019-01-18 11:02:08+00,12.9,8.4
5002-0872,0,2019-01-18 11:02:10+00,13.2,8.3
5002-0872,0,2019-01-18 11:02:12+00,13,8.3
5002-0872,0,2019-01-18 11:02:14+00,12.7,8.1
5002-0872,0,2019-01-18 11:02:18+00,12.1,8
5002-0872,0,2019-01-18 11:02:20+00,11.8,8
5002-0872,0,2019-01-18 11:02:22+00,11.2,8
5002-0872,0,2019-01-18 11:02:24+00,11.1,8.1
5002-0872,0,2019-01-18 11:02:28+00,11.4,8.2
5002-0872,0,2019-01-18 11:02:30+00,11.5,8.3
5002-0872,0,2019-01-18 11:02:32+00,11.5,8.2
5002-0872,0,2019-01-18 11:02:34+00,11.5,8.2
5002-0872,0,2019-01-18 11:02:38+00,12.6,8.1
5002-0872,0,2019-01-18 11:02:40+00,13.7,8.1
5002-0872,0,2019-01-18 11:02:42+00,13.7,8.1
5002-0872,0,2019-01-18 11:02:44+00,13.9,8.3
5002-0872,0,2019-01-18 11:02:46+00,13.7,8.3
5002-0872,0,2019-01-18 11:02:48+00,14.8,8.5
5002-0872,0,2019-01-18 11:02:50+00,15,8.5
5002-0872,0,2019-01-18 11:02:52+00,15.3,8.5
5002-0872,0,2019-01-18 11:02:54+00,14.9,8.3
5002-0872,0,2019-01-18 11:02:56+00,14.4,8.4
5002-0872,0,2019-01-18 11:02:58+00,14.3,8.3
5002-0872,0,2019-01-18 11:03:00+00,14.3,8.2
5002-0872,0,2019-01-18 11:03:02+00,14.3,8.3
5002-0872,0,2019-01-18 11:03:04+00,14.5,8.6
5002-0872,0,2019-01-18 11:03:07+00,14.2,8.7
5002-0872,0,2019-01-18 11:03:11+00,13.4,8.9
5002-0872,0,2019-01-18 11:03:13+00,13.5,8.8
5002-0872,0,2019-01-18 11:03:15+00,13.7,8.8
5002-0872,0,2019-01-18 11:03:19+00,12.4,8.5
5002-0872,0,2019-01-18 11:03:21+00,12.2,8.5
5002-0872,0,2019-01-18 11:03:23+00,12.7,8.6
5002-0872,0,2019-01-18 11:03:25+00,12.4,8.5
5002-0872,0,2019-01-18 11:03:29+00,14,8.5
5002-0872,0,2019-01-18 11:03:31+00,14.2,8.6
5002-0872,0,2019-01-18 11:03:33+00,14.6,8.8
5002-0872,0,2019-01-18 11:03:35+00,14.2,8.5
5002-0872,0,2019-01-18 11:03:39+00,13.8,8.4
5002-0872,0,2019-01-18 11:03:41+00,14.4,8.6
5002-0872,0,2019-01-18 11:03:43+00,15.2,8.6
5002-0872,0,2019-01-18 11:03:45+00,16.6,8.7
5002-0872,0,2019-01-18 11:03:49+00,18,8.9
5002-0872,0,2019-01-18 11:03:51+00,18.4,8.9
5002-0872,0,2019-01-18 11:03:53+00,18.2,8.9
5002-0872,0,2019-01-18 11:03:55+00,19,9.3
5002-0872,0,2019-01-18 11:03:59+00,17.7,9.5
5002-0872,0,2019-01-18 11:04:01+00,18.3,9.5
5002-0872,0,2019-01-18 11:04:03+00,18.1,9.3
5002-0872,0,2019-01-18 11:04:05+00,18.4,9.4
5002-0872,0,2019-01-18 11:04:09+00,19.8,9.8
5002-0872,0,2019-01-18 11:04:11+00,19.9,9.8
5002-0872,0,2019-01-18 11:04:13+00,19.2,9.9
5002-0872,0,2019-01-18 11:04:15+00,18.4,9.6
5002-0872,0,2019-01-18 11:04:19+00,18.6,9.7
5002-0872,0,2019-01-18 11:04:21+00,18.4,9.7
5002-0872,0,2019-01-18 11:04:23+00,18.5,9.7
5002-0872,0,2019-01-18 11:04:25+00,18.5,9.6
5002-0872,0,2019-01-18 11:04:29+00,18.2,9.2
5002-0872,0,2019-01-18 11:04:31+00,18.2,9.2
5002-0872,0,2019-01-18 11:04:33+00,17.8,9.1
5002-0872,0,2019-01-18 11:04:35+00,17.5,9
5002-0872,0,2019-01-18 11:04:39+00,15.4,8.5
5002-0872,1,2019-01-18 11:18:00+00,13.9,7.9
5002-0872,1,2019-01-18 11:18:02+00,13.5,7.8
5002-0872,1,2019-01-18 11:18:05+00,13.1,7.8
5002-0872,1,2019-01-18 11:18:07+00,13,7.8
5002-0872,1,2019-01-18 11:18:09+00,13.1,7.8
5002-0872,1,2019-01-18 11:18:11+00,12.4,7.9
5002-0872,1,2019-01-18 11:18:15+00,12.6,7.8
5002-0872,1,2019-01-18 11:18:17+00,12.9,7.9
5002-0872,1,2019-01-18 11:18:19+00,13.9,8
5002-0872,1,2019-01-18 11:18:21+00,13.7,8
5002-0872,1,2019-01-18 11:18:25+00,13,8
5002-0872,1,2019-01-18 11:18:27+00,12.6,7.9
5002-0872,1,2019-01-18 11:18:29+00,13.2,7.9
5002-0872,1,2019-01-18 11:18:31+00,13,7.9
5002-0872,1,2019-01-18 11:18:35+00,13.2,7.9
5002-0872,1,2019-01-18 11:18:37+00,12.9,7.9
5002-0872,1,2019-01-18 11:18:39+00,12.2,7.9
5002-0872,1,2019-01-18 11:18:41+00,12.7,7.7
5002-0872,1,2019-01-18 11:18:45+00,12.3,7.5
5002-0872,1,2019-01-18 11:18:47+00,11.8,7.3
5002-0872,1,2019-01-18 11:18:49+00,10.5,7.2
5002-0872,1,2019-01-18 11:18:51+00,11.8,7.2
5002-0872,1,2019-01-18 11:18:55+00,12.5,7.2
5002-0872,1,2019-01-18 11:18:57+00,12.6,7.3
5002-0872,1,2019-01-18 11:18:59+00,12,7.3
5002-0872,1,2019-01-18 11:19:01+00,12.5,7.3
5002-0872,1,2019-01-18 11:19:05+00,13.5,7.5
5002-0872,1,2019-01-18 11:19:07+00,14.2,7.5
5002-0872,1,2019-01-18 11:19:09+00,14.1,7.4
5002-0872,1,2019-01-18 11:19:11+00,13.6,7.5
5002-0872,1,2019-01-18 11:19:15+00,13.3,7.4
5002-0872,1,2019-01-18 11:19:17+00,14.1,7.5
5002-0872,1,2019-01-18 11:19:19+00,14.2,7.4
5002-0872,1,2019-01-18 11:19:21+00,13,7.4
5002-0872,1,2019-01-18 11:19:25+00,12.3,7.2
5002-0872,1,2019-01-18 11:19:27+00,12.8,7.3
5002-0872,1,2019-01-18 11:19:29+00,12.7,7.3
5002-0872,1,2019-01-18 11:19:31+00,12.5,7.4
5002-0872,1,2019-01-18 11:19:35+00,11.2,7.3
5002-0872,1,2019-01-18 11:19:37+00,11.1,7.2
5002-0872,1,2019-01-18 11:19:39+00,12.3,7.4
5002-0872,1,2019-01-18 11:19:41+00,13.6,7.5
5002-0872,1,2019-01-18 11:19:45+00,14.6,7.6
5002-0872,1,2019-01-18 11:19:47+00,13.8,7.6
5002-0872,1,2019-01-18 11:19:49+00,14.2,7.7
5002-0872,1,2019-01-18 11:19:51+00,14.4,7.7
5002-0872,1,2019-01-18 11:19:53+00,15,7.7
5002-0872,1,2019-01-18 11:19:55+00,14.9,7.7
5002-0872,1,2019-01-18 11:19:58+00,14.3,7.7
5002-0872,1,2019-01-18 11:20:00+00,14.3,7.6
5002-0872,1,2019-01-18 11:20:02+00,13.8,7.6
5002-0872,1,2019-01-18 11:20:06+00,14.2,7.8
5002-0872,1,2019-01-18 11:20:08+00,13.9,7.8
5002-0872,1,2019-01-18 11:20:10+00,13,7.9
5002-0872,1,2019-01-18 11:20:12+00,12.5,8
5002-0872,1,2019-01-18 11:20:16+00,11.6,8
5002-0872,1,2019-01-18 11:20:18+00,11.5,8
5002-0872,1,2019-01-18 11:20:20+00,11.4,8
5002-0872,1,2019-01-18 11:20:22+00,11.8,8.1
5002-0872,1,2019-01-18 11:20:26+00,11.6,8.3
5002-0872,1,2019-01-18 11:20:28+00,12.7,8.2
5002-0872,1,2019-01-18 11:20:30+00,12.7,8.2
5002-0872,1,2019-01-18 11:20:32+00,12.7,8.2
5002-0872,1,2019-01-18 11:20:36+00,12.1,7.9
5002-0872,1,2019-01-18 11:20:38+00,12.1,7.9
5002-0872,1,2019-01-18 11:20:40+00,12.4,7.7
5002-0872,1,2019-01-18 11:20:42+00,12,7.7
5002-0872,1,2019-01-18 11:20:46+00,12.5,7.7
5002-0872,1,2019-01-18 11:20:48+00,12.7,7.7
5002-0872,1,2019-01-18 11:20:50+00,12.5,7.7
5002-0872,1,2019-01-18 11:20:52+00,12.3,7.7
