"Plot Title: 10760763"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760763, SEN S/N: 10760763)","Intensity, Lux (LGR S/N: 10760763, SEN S/N: 10760763)","Host Connected (LGR S/N: 10760763)","Coupler Attached (LGR S/N: 10760763)","Stopped (LGR S/N: 10760763)","End Of File (LGR S/N: 10760763)"
1,11/12/2021 01:00:00,4.623,0.0,,,,
2,11/12/2021 01:10:00,4.623,0.0,,,,
3,11/12/2021 01:20:00,4.519,0.0,,,,
4,11/12/2021 01:30:00,4.623,0.0,,,,
5,11/12/2021 01:40:00,4.519,0.0,,,,
6,11/12/2021 01:50:00,4.519,0.0,,,,
7,11/12/2021 02:00:00,4.519,0.0,,,,
8,11/12/2021 02:10:00,4.519,0.0,,,,
9,11/12/2021 02:20:00,4.519,0.0,,,,
10,11/12/2021 02:30:00,4.519,0.0,,,,
11,11/12/2021 02:40:00,4.519,0.0,,,,
12,11/12/2021 02:50:00,4.519,0.0,,,,
13,11/12/2021 03:00:00,4.519,0.0,,,,
14,11/12/2021 03:10:00,4.519,0.0,,,,
15,11/12/2021 03:20:00,4.519,0.0,,,,
16,11/12/2021 03:30:00,4.519,0.0,,,,
17,11/12/2021 03:40:00,4.519,0.0,,,,
18,11/12/2021 03:50:00,4.519,0.0,,,,
19,11/12/2021 04:00:00,4.519,0.0,,,,
20,11/12/2021 04:10:00,4.415,0.0,,,,
21,11/12/2021 04:20:00,4.415,0.0,,,,
22,11/12/2021 04:30:00,4.415,0.0,,,,
23,11/12/2021 04:40:00,4.415,0.0,,,,
24,11/12/2021 04:50:00,4.415,0.0,,,,
25,11/12/2021 05:00:00,4.311,0.0,,,,
26,11/12/2021 05:10:00,4.311,0.0,,,,
27,11/12/2021 05:20:00,4.311,0.0,,,,
28,11/12/2021 05:30:00,4.311,0.0,,,,
29,11/12/2021 05:40:00,4.207,0.0,,,,
30,11/12/2021 05:50:00,4.102,0.0,,,,
31,11/12/2021 06:00:00,4.102,0.0,,,,
32,11/12/2021 06:10:00,3.998,0.0,,,,
33,11/12/2021 06:20:00,3.893,0.0,,,,
34,11/12/2021 06:30:00,3.893,0.0,,,,
35,11/12/2021 06:40:00,3.788,0.0,,,,
36,11/12/2021 06:50:00,3.788,0.0,,,,
37,11/12/2021 07:00:00,3.788,0.0,,,,
38,11/12/2021 07:10:00,3.683,0.0,,,,
39,11/12/2021 07:20:00,3.683,0.0,,,,
40,11/12/2021 07:30:00,3.788,0.0,,,,
41,11/12/2021 07:40:00,3.893,0.0,,,,
42,11/12/2021 07:50:00,3.788,0.0,,,,
43,11/12/2021 08:00:00,3.683,0.0,,,,
44,11/12/2021 08:10:00,3.788,32.3,,,,
45,11/12/2021 08:20:00,3.683,96.9,,,,
46,11/12/2021 08:30:00,3.893,118.4,,,,
47,11/12/2021 08:40:00,3.788,366.0,,,,
48,11/12/2021 08:50:00,3.683,344.4,,,,
49,11/12/2021 09:00:00,3.788,355.2,,,,
50,11/12/2021 09:10:00,3.788,613.5,,,,
51,11/12/2021 09:20:00,3.683,828.8,,,,
52,11/12/2021 09:30:00,3.998,1356.3,,,,
53,11/12/2021 09:40:00,4.207,1108.7,,,,
54,11/12/2021 09:50:00,4.102,1550.0,,,,
55,11/12/2021 10:00:00,4.415,1550.0,,,,
56,11/12/2021 10:10:00,4.623,2755.6,,,,
57,11/12/2021 10:20:00,4.727,3100.0,,,,
58,11/12/2021 10:30:00,4.727,3444.5,,,,
59,11/12/2021 10:40:00,5.037,3788.9,,,,
60,11/12/2021 10:50:00,4.831,1980.6,,,,
61,11/12/2021 11:00:00,4.934,4305.6,,,,
62,11/12/2021 11:10:00,5.244,4133.4,,,,
63,11/12/2021 11:20:00,5.347,2927.8,,,,
64,11/12/2021 11:30:00,5.244,2066.7,,,,
65,11/12/2021 11:40:00,4.934,1808.3,,,,
66,11/12/2021 11:50:00,4.831,1377.8,,,,
67,11/12/2021 12:00:00,4.831,1463.9,,,,
68,11/12/2021 12:10:00,4.934,1636.1,,,,
69,11/12/2021 12:20:00,4.934,1345.5,,,,
70,11/12/2021 12:30:00,5.037,1291.7,,,,
71,11/12/2021 12:40:00,5.037,1205.6,,,,
72,11/12/2021 12:50:00,4.934,1377.8,,,,
73,11/12/2021 13:00:00,4.934,1980.6,,,,
74,11/12/2021 13:10:00,5.037,1722.2,,,,
75,11/12/2021 13:20:00,4.934,1550.0,,,,
76,11/12/2021 13:30:00,4.934,1894.5,,,,
77,11/12/2021 13:40:00,4.934,1980.6,,,,
78,11/12/2021 13:50:00,5.037,1722.2,,,,
79,11/12/2021 14:00:00,5.244,1205.6,,,,
80,11/12/2021 14:10:00,4.831,1377.8,,,,
81,11/12/2021 14:20:00,5.037,1054.9,,,,
82,11/12/2021 14:30:00,5.037,925.7,,,,
83,11/12/2021 14:40:00,5.037,785.8,,,,
84,11/12/2021 14:50:00,5.141,667.4,,,,
85,11/12/2021 15:00:00,5.037,409.0,,,,
86,11/12/2021 15:10:00,5.244,775.0,,,,
87,11/12/2021 15:20:00,5.244,602.8,,,,
88,11/12/2021 15:30:00,5.244,516.7,,,,
89,11/12/2021 15:40:00,5.141,376.7,,,,
90,11/12/2021 15:50:00,5.141,269.1,,,,
91,11/12/2021 16:00:00,5.141,204.5,,,,
92,11/12/2021 16:10:00,5.141,118.4,,,,
93,11/12/2021 16:20:00,5.141,86.1,,,,
94,11/12/2021 16:30:00,5.244,43.1,,,,
95,11/12/2021 16:40:00,5.244,21.5,,,,
96,11/12/2021 16:50:00,5.141,10.8,,,,
97,11/12/2021 17:00:00,5.141,0.0,,,,
98,11/12/2021 17:10:00,5.244,0.0,,,,
99,11/12/2021 17:20:00,5.244,0.0,,,,
100,11/12/2021 17:30:00,5.347,0.0,,,,
101,11/12/2021 17:40:00,5.244,0.0,,,,
102,11/12/2021 17:50:00,5.347,0.0,,,,
103,11/12/2021 18:00:00,5.347,0.0,,,,
104,11/12/2021 18:10:00,5.244,0.0,,,,
105,11/12/2021 18:20:00,5.347,0.0,,,,
106,11/12/2021 18:30:00,5.347,0.0,,,,
107,11/12/2021 18:40:00,5.347,0.0,,,,
108,11/12/2021 18:50:00,5.244,0.0,,,,
109,11/12/2021 19:00:00,5.244,0.0,,,,
110,11/12/2021 19:10:00,5.450,0.0,,,,
111,11/12/2021 19:20:00,5.552,0.0,,,,
112,11/12/2021 19:30:00,5.450,0.0,,,,
113,11/12/2021 19:40:00,5.347,0.0,,,,
114,11/12/2021 19:50:00,5.655,0.0,,,,
115,11/12/2021 20:00:00,5.450,0.0,,,,
116,11/12/2021 20:10:00,5.347,0.0,,,,
117,11/12/2021 20:20:00,5.244,0.0,,,,
118,11/12/2021 20:30:00,5.244,0.0,,,,
119,11/12/2021 20:40:00,5.347,0.0,,,,
120,11/12/2021 20:50:00,5.347,0.0,,,,
121,11/12/2021 21:00:00,5.347,0.0,,,,
122,11/12/2021 21:10:00,5.450,0.0,,,,
123,11/12/2021 21:20:00,5.141,0.0,,,,
124,11/12/2021 21:30:00,5.037,0.0,,,,
125,11/12/2021 21:40:00,4.831,0.0,,,,
126,11/12/2021 21:50:00,5.037,0.0,,,,
127,11/12/2021 22:00:00,4.623,0.0,,,,
128,11/12/2021 22:10:00,4.207,0.0,,,,
129,11/12/2021 22:20:00,4.415,0.0,,,,
130,11/12/2021 22:30:00,4.311,0.0,,,,
131,11/12/2021 22:40:00,4.102,0.0,,,,
132,11/12/2021 22:50:00,4.102,0.0,,,,
133,11/12/2021 23:00:00,4.102,0.0,,,,
134,11/12/2021 23:10:00,4.207,0.0,,,,
135,11/12/2021 23:20:00,4.415,0.0,,,,
136,11/12/2021 23:30:00,4.519,0.0,,,,
137,11/12/2021 23:40:00,4.311,0.0,,,,
138,11/12/2021 23:50:00,4.519,0.0,,,,
139,12/12/2021 00:00:00,4.415,0.0,,,,
140,12/12/2021 00:10:00,4.311,0.0,,,,
141,12/12/2021 00:20:00,4.311,0.0,,,,
142,12/12/2021 00:30:00,4.207,0.0,,,,
143,12/12/2021 00:40:00,3.893,0.0,,,,
144,12/12/2021 00:50:00,3.788,0.0,,,,
145,12/12/2021 01:00:00,3.472,0.0,,,,
146,12/12/2021 01:10:00,3.578,0.0,,,,
147,12/12/2021 01:20:00,3.367,0.0,,,,
148,12/12/2021 01:30:00,3.155,0.0,,,,
149,12/12/2021 01:40:00,3.155,0.0,,,,
150,12/12/2021 01:50:00,3.049,0.0,,,,
151,12/12/2021 02:00:00,3.049,0.0,,,,
152,12/12/2021 02:10:00,3.155,0.0,,,,
153,12/12/2021 02:20:00,3.049,0.0,,,,
154,12/12/2021 02:30:00,2.837,0.0,,,,
155,12/12/2021 02:40:00,2.730,0.0,,,,
156,12/12/2021 02:50:00,2.730,0.0,,,,
157,12/12/2021 03:00:00,2.730,0.0,,,,
158,12/12/2021 03:10:00,2.837,0.0,,,,
159,12/12/2021 03:20:00,2.517,0.0,,,,
160,12/12/2021 03:30:00,2.837,0.0,,,,
161,12/12/2021 03:40:00,2.624,0.0,,,,
162,12/12/2021 03:50:00,2.624,0.0,,,,
163,12/12/2021 04:00:00,2.517,0.0,,,,
164,12/12/2021 04:10:00,2.730,0.0,,,,
165,12/12/2021 04:20:00,2.517,0.0,,,,
166,12/12/2021 04:30:00,2.410,0.0,,,,
167,12/12/2021 04:40:00,2.410,0.0,,,,
168,12/12/2021 04:50:00,2.303,0.0,,,,
169,12/12/2021 05:00:00,2.303,0.0,,,,
170,12/12/2021 05:10:00,2.195,0.0,,,,
171,12/12/2021 05:20:00,2.195,0.0,,,,
172,12/12/2021 05:30:00,2.088,0.0,,,,
173,12/12/2021 05:40:00,2.195,0.0,,,,
174,12/12/2021 05:50:00,2.303,0.0,,,,
175,12/12/2021 06:00:00,2.303,0.0,,,,
176,12/12/2021 06:10:00,1.980,0.0,,,,
177,12/12/2021 06:20:00,2.088,0.0,,,,
178,12/12/2021 06:30:00,1.980,0.0,,,,
179,12/12/2021 06:40:00,1.764,0.0,,,,
180,12/12/2021 06:50:00,1.548,0.0,,,,
181,12/12/2021 07:00:00,1.548,0.0,,,,
182,12/12/2021 07:10:00,1.330,0.0,,,,
183,12/12/2021 07:20:00,1.330,0.0,,,,
184,12/12/2021 07:30:00,1.764,0.0,,,,
185,12/12/2021 07:40:00,2.195,0.0,,,,
186,12/12/2021 07:50:00,2.303,10.8,,,,
187,12/12/2021 08:00:00,2.517,53.8,,,,
188,12/12/2021 08:10:00,2.730,172.2,,,,
189,12/12/2021 08:20:00,2.943,204.5,,,,
